index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,9,0,0,0,10.0,11,10.0,25.698300851484543,12,28.0,32.047526172627336,17,22.58823529411765,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,2,2.668000000000001,42772,1,10,1.0,266.98300851484544,False,0.24562321103955354,0,0.24500000000000002,66623,72,67,1.0,3997.461914872919,False,0.22720694882480216,13,8.664000000000001,15146,190,0,0.0,4882.677161782063,False,-0.6854742103315444,13,5.667000000000002,56495,731,0,0.0,23426.741632190584,False,-0.20898571459607213,7,5.913000000000001,55008,771,0,0.0,24708.642679095676,False,-0.21879737281485534,0.3333333333333333,270799,0.0,0.0,8,0,0,5,13,12.166666666666668,18,23,13,69.0,16.0,6,3,13,290,0.5822761000017636,66.215923086158
65,13,0,0,0,10.0,11,10.0,25.698300851484543,0,,31.42810828543057,15,24.866666666666667,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.666000000000001,42662,2,20,1.0,533.9660170296909,False,0.24630521145347198,0,0.24500000000000002,66788,62,73,1.0,3887.5465576284732,False,0.22917490707323768,11,8.761000000000001,14927,190,0,0.0,4882.677161782063,False,-0.689390729458107,10,5.754000000000002,56040,740,0,0.0,23256.800131218624,False,-0.21524776971077814,10,6.006,54758,777,0,0.0,24419.640137779556,False,-0.22337241451379725,0.3333333333333333,269930,0.0,0.0,8,0,0,8,11,11.0,19,27,10,95.0,23.0,8,5,10,275,0.6661065940279514,66.88202968018595
66,10,0,0,0,10.0,8,10.0,25.127137032283994,5,10.0,31.2670280645427,27,30.333333333333332,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.666000000000001,42632,0,25,1.0,628.1784258070999,False,0.2468018351837291,0,0.24500000000000002,67237,57,74,1.0,3746.0068876163473,False,0.23593904257753776,18,8.930000000000001,14456,190,0,0.0,4774.156036133959,False,-0.6987843049865518,6,5.804000000000002,55368,758,0,0.0,23700.407272923367,False,-0.22046870963989285,14,6.136,54250,786,0,0.0,24575.88405873056,False,-0.22835772153956,0.3333333333333333,268698,0.0,0.0,7,0,0,5,11,11.0,20,25,11,102.0,18.0,7,3,11,629,0.6802270319894888,67.56225671217544
67,11,0,0,0,10.0,11,10.0,25.127137032283994,0,,32.63555601469185,22,42.90909090909091,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.666000000000001,42522,1,35,1.0,889.4497961299397,False,0.24740092605791747,0,0.24500000000000002,68101,47,68,1.0,3400.1932495163937,False,0.24829831043793832,6,8.972000000000003,14314,190,0,0.0,4774.156036133959,False,-0.7013237831416745,13,5.928000000000002,54199,778,0,0.0,25390.46257943026,False,-0.22422582553763667,7,6.192000000000001,54116,788,0,0.0,25716.81813957718,False,-0.22329600169561767,0.3333333333333333,268007,0.0,0.0,6,0,0,8,11,11.0,22,30,11,147.0,13.0,10,1,11,974,0.6735978570068255,68.23585456918227
68,11,0,0,0,10.0,9,10.0,24.09265814243585,21,18.0,30.860175706309672,14,9.5,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.666000000000001,42810,0,24,1.0,578.2237954184604,False,0.2512443576051454,0,0.24500000000000002,67723,58,78,1.0,3804.467877353434,False,0.24515324389142323,14,9.106000000000002,13887,190,0,0.0,4577.6050470628115,False,-0.7107176257036071,8,5.995000000000003,54082,778,0,0.0,24009.216699508925,False,-0.2335918501924589,12,6.305000000000001,53754,802,0,0.0,24749.86091646036,False,-0.23310103957798206,0.3333333333333333,267011,0.0,0.0,5,0,0,9,10,10.0,18,27,15,97.0,33.0,7,4,15,468,0.6885187680018134,68.92437333718408
69,15,0,0,0,10.000000000000002,9,10.0,24.86106363531612,22,29.40909090909091,29.759796923966682,18,19.72222222222222,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.666000000000001,43367,0,11,0.9,273.4716999884773,False,0.2629913151399112,0,0.24500000000000002,67510,65,83,1.0,4086.032280984783,False,0.24386172613860518,13,9.222000000000001,13313,195,0,0.0,4847.907408886644,False,-0.7185658439393507,6,6.0470000000000015,53748,792,0,0.0,23569.75916378161,False,-0.24001345739958943,14,6.433000000000001,53365,806,0,0.0,23986.396320717147,False,-0.24203924247806916,0.31666666666666665,266058,0.0,0.0,10,0,0,8,10,10.0,20,28,16,117.0,35.0,10,5,16,999,0.8655039289733395,69.78987726615742
70,16,0,0,0,10.000000000000002,9,10.0,24.26640621687652,13,18.0,29.190867011926834,12,21.416666666666668,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,2,2.686000000000001,43467,0,9,0.9,218.39765595188868,False,0.2650950450856713,0,0.24500000000000002,67276,68,93,1.0,4364.866254856799,False,0.24217023673352298,12,9.329000000000002,13095,195,0,0.0,4731.949212290921,False,-0.7235013572590543,11,6.151000000000002,53522,793,0,0.0,23148.35754045798,False,-0.24507788829478497,9,6.509000000000001,52982,817,0,0.0,23848.938348744225,False,-0.24727795550949086,0.31666666666666665,265097,0.0,0.0,4,0,0,10,15,14.153846153846153,20,30,15,157.0,19.0,13,3,15,90,1.4767558979801834,71.2666331641376
71,15,0,0,0,10.000000000000004,12,10.0,23.756865348573122,5,10.0,30.48628070344249,12,47.583333333333336,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.684000000000001,43397,2,14,1.0,352.5961148800237,False,0.2650108305251855,0,0.24500000000000002,67797,63,91,1.0,4270.934060973374,False,0.2506476926603124,0,9.317000000000002,13095,195,0,0.0,4632.588742971759,False,-0.7243898211369373,8,6.2200000000000015,52830,805,0,0.0,24541.455966271205,False,-0.24502513095205095,12,6.620000000000001,52751,817,0,0.0,24907.291334712514,False,-0.24381999481199762,0.3333333333333333,264625,0.0,0.0,9,0,0,11,10,10.0,19,30,12,164.0,9.0,12,3,12,741,0.7992635940317996,72.0658967581694
72,12,0,0,0,10.000000000000004,10,10.0,24.280336431626925,18,27.944444444444443,29.396213776619078,13,16.53846153846154,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,4,2.724000000000001,43712,2,10,1.0,262.80336431626927,False,0.27285242218487826,0,0.24500000000000002,67757,57,101,1.0,4352.996768041261,False,0.2506661370248873,13,9.447000000000001,12337,209,0,0.0,5074.590314210027,False,-0.7339933265893196,13,6.342000000000001,52503,813,0,0.0,23899.12180039131,False,-0.2525419418038519,7,6.678000000000001,52518,822,0,0.0,24163.68772438088,False,-0.2508338973873008,0.3333333333333333,263582,0.0,0.0,8,0,0,7,11,11.0,19,26,8,60.0,21.0,7,5,8,563,0.6099706359673291,72.67586739413673
73,8,0,0,0,10.000000000000004,11,10.0,23.961842079748557,19,21.789473684210527,29.176194818370075,11,26.181818181818183,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,9,2.8100000000000005,43803,3,10,1.0,269.61842079748556,False,0.2755932417012264,0,0.24500000000000002,67454,66,109,1.0,4761.686812465743,False,0.24890182603202737,9,9.524000000000003,12175,209,0,0.0,5008.0249946674485,False,-0.737485693128499,10,6.429000000000002,52220,818,0,0.0,23866.12736142672,False,-0.2560152190015731,10,6.771000000000001,52200,828,0,0.0,24157.889309610422,False,-0.25455537400636435,0.3333333333333333,262607,0.0,0.0,8,0,0,6,10,9.285714285714285,20,26,7,66.0,3.0,7,1,7,221,0.5807221800205298,73.25658957415726
74,7,0,0,0,10.000000000000002,13,10.0,23.961842079748557,0,,28.816869559216226,22,26.454545454545453,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.801000000000001,43673,6,20,1.0,539.2368415949711,False,0.27573286168667405,0,0.24500000000000002,67874,56,106,1.0,4396.451329742839,False,0.25314708701953653,9,9.605,11998,209,0,0.0,5008.0249946674485,False,-0.7406510989979126,11,6.529000000000003,51547,838,0,0.0,24148.536690623198,False,-0.2621824636107157,9,6.851000000000001,51943,830,0,0.0,23918.001734149468,False,-0.25892680111012845,0.3333333333333333,261790,0.0,0.0,11,0,0,7,13,13.0,19,26,9,67.0,10.0,6,1,9,550,0.7530342250247486,74.00962379918201
75,9,0,0,0,10.000000000000002,10,10.0,24.827443101974467,16,32.0625,29.13166224179097,6,37.0,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.801000000000001,44086,6,14,1.0,407.58420342764254,False,0.2858119350185461,0,0.24500000000000002,67957,47,114,1.0,4487.89932135697,False,0.2554491417758192,4,9.636000000000003,11484,224,0,0.0,5561.347254842281,False,-0.7448955840366768,12,6.638000000000002,51208,840,0,0.0,24470.596283104416,False,-0.2642463887839102,8,6.922000000000001,51716,834,0,0.0,24295.806309653668,False,-0.2593686212895101,0.3333333333333333,261206,0.0,0.0,9,0,0,4,10,10.0,12,16,9,94.0,6.0,7,2,9,723,0.7601603319635615,74.76978413114557
76,9,0,0,0,10.000000000000002,11,10.0,24.90973872800994,1,36.0,26.608393565218496,48,19.229166666666668,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.801000000000001,44012,7,23,1.0,642.9239907442286,False,0.2870797501922518,0,0.24500000000000002,68596,37,107,1.0,3768.758444414747,False,0.26044636196876386,31,9.942000000000002,10092,225,0,0.0,5604.691213802237,False,-0.7694020493427559,10,6.726000000000002,50970,850,0,0.0,22617.13453043572,False,-0.2777538036482174,10,7.014000000000001,50685,872,0,0.0,23202.519188870527,False,-0.27766459550226413,0.3333333333333333,259110,0.0,0.0,9,0,0,3,17,17.0,13,16,10,73.0,21.0,6,3,10,785,0.6385849450016394,75.40836907614721
77,10,0,0,0,10.000000000000002,10,10.0,25.82088481860934,13,34.38461538461539,26.10488449534491,13,19.53846153846154,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.801000000000001,44359,7,20,1.0,586.4176963721868,False,0.2963335418256958,0,0.24500000000000002,68743,28,114,1.0,3698.9416073903813,False,0.2624509684656758,10,10.011000000000003,9402,237,0,0.0,6119.549702010414,False,-0.7771379929000983,8,6.796000000000002,50853,850,0,0.0,22189.15182104317,False,-0.28159231916731514,12,7.124000000000001,50196,885,0,0.0,23102.822778380243,False,-0.28391363243003953,0.3333333333333333,258308,0.0,0.0,8,0,0,2,10,10.0,13,15,14,95.0,23.0,7,3,14,721,0.6123457659850828,76.02071484213229
78,14,0,0,0,10.000000000000002,7,10.0,26.502404866811847,34,28.941176470588236,29.02290031160386,27,46.77777777777778,45.000000000000014,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,14,2.9410000000000007,44929,4,10,1.0,305.0240486681185,False,0.308796981400321,0,0.24500000000000002,69060,48,104,1.0,4290.49706601377,False,0.273409670279287,7,10.071000000000002,9105,241,0,0.0,6387.079572901655,False,-0.7800572314957737,5,6.838000000000002,50687,857,0,0.0,24872.625567044506,False,-0.2679572674677631,15,7.2620000000000005,48690,905,0,0.0,26265.724782001493,False,-0.2830386251609001,0.3333333333333333,257226,0.0,0.0,6,0,0,7,15,14.714285714285715,5,12,14,147.0,13.0,12,2,14,1675,0.8464957230025902,76.86721056513488
79,14,0,0,0,10.000000000000002,7,10.0,26.638461574746604,14,28.0,28.70447864220123,4,15.0,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,4,2.967000000000001,45163,1,10,1.0,276.38461574746606,False,0.31517469321741126,0,0.24500000000000002,68728,52,110,1.0,4542.692652528958,False,0.26972738748975233,0,10.064000000000002,9105,241,0,0.0,6419.8692395139315,False,-0.7797640320518453,8,6.913000000000001,50565,857,0,0.0,24599.738196366456,False,-0.27095444574118654,12,7.367000000000002,48398,909,0,0.0,26092.37108576092,False,-0.2874301506119698,0.3333333333333333,256714,0.0,0.0,4,0,0,5,11,10.285714285714285,8,13,13,151.0,3.0,13,1,13,130,0.809435299015604,77.67664586415049
80,13,0,0,0,10.000000000000002,17,10.0,26.638461574746604,0,,33.56099564563537,50,48.96,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.963000000000001,44993,8,20,1.0,612.7692314949321,False,0.3151222126795607,0,0.24500000000000002,70932,42,82,1.0,3870.817029081458,False,0.3031351559372057,12,10.184000000000001,8885,241,0,0.0,6419.8692395139315,False,-0.7836984348273875,10,7.005000000000002,50292,861,0,0.0,28896.017250892055,False,-0.2492084029103199,10,7.455000000000002,45888,955,0,0.0,32050.750841581783,False,-0.281988943153801,0.3333333333333333,255745,0.0,0.0,10,0,0,4,11,11.0,6,10,11,121.0,17.0,10,3,11,2374,0.6694630649872124,78.3461089291377
81,11,0,0,0,10.000000000000002,9,10.0,26.02469349348889,5,9.0,33.3319118569229,3,19.0,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,2.963000000000001,44948,7,25,1.0,720.6173373372222,False,0.31538129390821934,0,0.24500000000000002,70887,37,92,1.0,4029.4495500959956,False,0.30374885589441497,3,10.202,8837,241,0,0.0,6271.951131930822,False,-0.7858795077352968,5,7.045000000000002,50178,864,0,0.0,28798.771844381386,False,-0.25109434271311637,15,7.5950000000000015,45567,955,0,0.0,31831.97582336137,False,-0.28698015851186165,0.3333333333333333,255172,0.0,0.0,5,0,0,2,9,9.0,5,7,14,79.0,12.0,7,4,14,135,0.589104785991367,78.93521371512907
82,14,0,0,0,10.000000000000002,7,10.0,25.917974482882688,39,25.564102564102566,32.92227611564855,9,25.11111111111111,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,14,3.1030000000000006,45527,4,10,1.0,299.17974482882687,False,0.32607315640628287,0,0.24500000000000002,69992,66,100,1.0,5002.813927435112,False,0.29644664348440647,7,10.269000000000002,8698,241,0,0.0,6246.231850374727,False,-0.7885953122451604,11,7.150000000000001,49845,869,0,0.0,28609.45794449859,False,-0.2560538917040753,9,7.670000000000002,45320,959,0,0.0,31572.462794906958,False,-0.29134941379984136,0.3333333333333333,254137,0.0,0.0,6,0,0,6,15,14.40909090909091,5,11,10,110.0,9.0,11,3,10,508,0.7890159050002694,79.72422962012934
83,10,0,0,0,10.0,12,10.0,25.917974482882688,0,,31.74089095497639,23,23.391304347826086,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.0890000000000004,45407,6,20,1.0,578.3594896576537,False,0.32664188546461975,0,0.24500000000000002,70257,56,105,1.0,4784.200121313951,False,0.2992310041786393,18,10.442000000000002,8204,241,0,0.0,6246.231850374727,False,-0.7974298348411509,6,7.199000000000002,49267,883,0,0.0,28027.20671324415,False,-0.26613316451980107,14,7.801000000000002,44985,968,0,0.0,30725.182444417147,False,-0.3001473840331144,0.3333333333333333,252875,0.0,0.0,6,0,0,3,13,13.0,3,6,8,41.0,12.0,6,4,8,385,0.5433924979879521,80.26762211811729
84,8,0,0,0,10.0,8,10.0,25.917974482882688,0,,31.649282683365072,2,24.0,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.0890000000000013,45327,4,30,1.0,817.5392344864806,False,0.32779125031915346,0,0.24500000000000002,70257,46,115,1.0,4831.894334799586,False,0.2996574774648102,2,10.444000000000003,8182,241,0,0.0,6246.231850374727,False,-0.7978232751187052,8,7.273000000000003,49156,883,0,0.0,27946.31660941136,False,-0.26788947680356173,12,7.907000000000001,44703,970,0,0.0,30699.80420286412,False,-0.30356490158262234,0.3333333333333333,252380,0.0,0.0,4,0,0,4,10,10.0,2,6,6,56.0,6.0,6,2,6,80,0.4424424740136601,80.71006459213095
85,6,0,0,0,10.0,8,10.0,26.06828795360198,18,27.333333333333332,31.63419822797294,32,31.5625,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.0890000000000013,45739,2,22,1.0,593.5023349792436,False,0.33650025163273695,0,0.24500000000000002,70970,41,104,1.0,4358.756421806867,False,0.30817780300987957,11,10.552000000000001,7560,254,0,0.0,6621.345140214903,False,-0.8055927075825339,8,7.345000000000002,48668,893,0,0.0,28249.339017579838,False,-0.27179174629428704,12,8.015,43831,992,0,0.0,31381.12464214916,False,-0.309726863107834,0.3333333333333333,251523,0.0,0.0,10,0,0,2,11,11.0,2,4,12,43.0,15.0,4,2,12,1335,0.47163930896203965,81.18170390109299
86,12,0,0,0,10.0,10,10.0,26.057379333438057,29,26.0,33.47229556953989,20,48.7,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,7,3.159000000000001,46239,2,10,1.0,280.5737933343806,False,0.3464737087143907,0,0.24500000000000002,71107,60,98,1.0,4843.7277258211925,False,0.3149643912032226,4,10.581000000000003,7499,254,0,0.0,6618.574350693267,False,-0.8067083860838988,9,7.427000000000003,47922,906,0,0.0,30325.899786003138,False,-0.2684021629266074,11,8.113000000000001,43258,999,0,0.0,33438.823273970345,False,-0.3044403665010012,0.3333333333333333,250780,0.0,0.0,8,0,0,4,13,12.411764705882353,6,10,14,129.0,19.0,10,2,14,1303,0.6729327330249362,81.85463663411792
87,14,0,0,0,10.0,10,10.0,26.057379333438057,0,,32.02249223227375,13,13.384615384615385,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.152000000000001,46139,2,20,1.0,541.1475866687612,False,0.34735299153242494,0,0.24500000000000002,71164,50,107,1.0,4729.275635525194,False,0.31496034869114226,12,10.697000000000001,7147,254,0,0.0,6618.574350693267,False,-0.8130034305247665,12,7.538000000000002,47692,911,0,0.0,29172.490423601386,False,-0.27775753851023793,8,8.182000000000002,42968,1007,0,0.0,32246.649677899666,False,-0.31471633859896514,0.3333333333333333,249865,0.0,0.0,5,0,0,4,12,12.0,8,12,10,140.0,6.0,12,2,10,157,0.7022672679740936,82.55690390209202
88,10,0,0,0,10.0,13,10.0,26.641165740691967,15,33.0,33.61428148307751,39,40.23076923076923,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.152000000000001,46504,5,15,1.0,449.6174861103795,False,0.356620953492675,0,0.24500000000000002,72643,40,88,1.0,4023.7034001385,False,0.33510116243842214,10,10.785000000000002,6360,269,0,0.0,7166.47358424614,False,-0.8221786434872567,9,7.616000000000003,47460,915,0,0.0,30757.067557015926,False,-0.27125985714193646,11,8.284000000000002,41291,1042,0,0.0,35026.081305366766,False,-0.31804798092656317,0.3333333333333333,249013,0.0,0.0,8,0,0,4,12,12.0,3,7,13,77.0,9.0,7,3,13,2104,0.5870391379576176,83.14394304004963
89,13,0,0,0,10.0,9,10.0,25.11925311287274,28,16.392857142857142,32.40667836146136,26,24.0,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,13,3.2820000000000014,46552,4,10,1.0,291.1925311287274,False,0.355714799406717,0,0.24500000000000002,72426,58,91,1.0,4405.924411439602,False,0.33463816380921363,19,10.965000000000002,5911,269,0,0.0,6757.0790873627675,False,-0.8338691356174082,11,7.717000000000002,46859,933,0,0.0,30235.43091124345,False,-0.2812543870899381,9,8.363,40921,1050,0,0.0,34027.01227953443,False,-0.3281319957349939,0.3333333333333333,247424,0.0,0.0,7,0,0,3,16,15.347826086956522,5,8,14,99.0,15.0,8,5,14,332,0.6403009839705192,83.78424402402015
90,14,0,0,0,10.0,7,10.0,25.35321588766462,15,28.0,31.75426872005607,10,19.6,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,5,3.3190000000000004,46792,1,10,1.0,263.53215887664624,False,0.36228091390443684,0,0.24500000000000002,72118,63,97,1.0,4677.41666676831,False,0.33155763602096244,6,11.006000000000002,5785,269,0,0.0,6820.015073781783,False,-0.8355597128441996,6,7.766000000000003,46667,937,0,0.0,29753.74979069254,False,-0.2862740505474229,14,8.494000000000002,40543,1056,0,0.0,33532.50776837921,False,-0.3353830627261176,0.3333333333333333,246660,0.0,0.0,5,0,0,4,11,10.333333333333332,7,11,15,126.0,9.0,11,3,15,182,0.6352630460169166,84.41950707003707
91,15,0,0,0,10.0,10,10.0,25.35321588766462,0,,33.79475455262897,17,55.0,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.3140000000000005,46692,1,20,1.0,517.0643177532925,False,0.36305798109672366,0,0.24500000000000002,73053,53,90,1.0,4385.248351782832,False,0.3456663300229163,0,11.000000000000004,5785,269,0,0.0,6820.015073781783,False,-0.8355597128441996,9,7.850000000000003,45599,954,0,0.0,32240.19584320804,False,-0.28424198446457666,11,8.59,40340,1056,0,0.0,35687.2608075762,False,-0.3252428950377704,0.3333333333333333,246224,0.0,0.0,6,0,0,2,8,8.0,6,8,12,91.0,21.0,8,7,12,1035,0.5680251980083995,84.98753226804547
92,12,0,0,0,10.0,5,10.0,24.64688054639454,13,15.615384615384615,33.97337119474039,5,40.2,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.314000000000001,46845,0,13,0.6,320.409447103129,False,0.3646452235027308,0,0.24500000000000002,73072,53,98,1.0,4635.675046043469,False,0.3482453909011881,3,11.030000000000003,5659,272,0,0.0,6703.951508619315,False,-0.8388508726449978,7,7.911000000000003,45505,954,0,0.0,32410.59611978233,False,-0.28434403669425407,13,8.709000000000001,39887,1061,0,0.0,36045.746837619554,False,-0.3284176620532562,0.26666666666666666,245723,0.0,0.0,7,0,0,3,9,9.0,3,6,9,57.0,18.0,6,6,9,367,0.47619676002068445,85.46372902806615
93,9,0,0,0,10.0,10,10.0,24.46181730115386,17,22.705882352941178,33.93810757035814,5,32.8,45.0,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,4,3.354000000000001,47043,0,10,1.0,244.6181730115386,False,0.3692933397156559,0,0.24500000000000002,72848,60,105,1.0,5031.210332956836,False,0.34777626064485606,2,11.047000000000002,5591,272,0,0.0,6653.61430591385,False,-0.8405170672075232,12,8.024000000000003,45121,959,0,0.0,32546.645159973457,False,-0.2880084127151338,8,8.776,39769,1061,0,0.0,36008.33213214999,False,-0.3300030608487285,0.3333333333333333,245127,0.0,0.0,7,0,0,1,11,10.8,3,4,5,38.0,15.0,4,5,5,598,0.3781070920522325,85.84183612011839
94,5,0,0,0,10.0,13,10.0,24.87768025873123,6,36.0,33.77320890241094,19,32.47368421052632,44.99999999999999,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.350000000000001,47129,3,14,1.0,378.2875236222372,False,0.3737304038847762,0,0.24500000000000002,73346,50,104,1.0,4756.2977387873,False,0.3542240976696471,8,11.125000000000004,5185,278,0,0.0,6915.995111927282,False,-0.8454316655764144,7,8.082000000000003,44528,972,0,0.0,32827.559053143435,False,-0.29325656650811543,13,8.898,39378,1067,0,0.0,36036.01389887248,False,-0.33437698512755293,0.3333333333333333,244321,0.0,0.0,9,0,0,2,13,13.0,1,3,2,35.0,6.0,3,2,2,844,0.24648853798862547,86.08832465810701
95,2,0,0,0,10.0,14,10.0,24.87768025873123,0,,33.70437908726416,12,32.833333333333336,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.350000000000001,46989,7,24,1.0,667.0643262095494,False,0.373857807028735,0,0.24500000000000002,73740,40,102,1.0,4432.953877250193,False,0.35837897130792246,0,11.117000000000004,5185,278,0,0.0,6915.995111927282,False,-0.8454316655764144,8,8.155000000000001,44068,983,0,0.0,33131.40464278067,False,-0.2968293460275507,12,9.005,39089,1068,0,0.0,35996.276865198124,False,-0.3379589415092479,0.3333333333333333,243826,0.0,0.0,9,0,0,0,10,10.0,0,0,2,0.0,6.0,0,2,2,534,0.1366323980037123,86.22495705611072
96,2,0,0,0,10.0,9,10.0,24.87768025873123,0,,33.540011442392654,6,29.5,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.350000000000001,46899,6,34,1.0,905.8411287968618,False,0.3747110049179397,0,0.24500000000000002,73797,30,111,1.0,4469.271677867521,False,0.35972308669874553,5,11.167000000000002,5130,278,0,0.0,6915.995111927282,False,-0.8464152662703,13,8.277000000000001,43796,983,0,0.0,32969.83124787198,False,-0.3009206227146785,7,9.063,38810,1074,0,0.0,36021.97228912971,False,-0.34104551665257793,0.3333333333333333,243187,0.0,0.0,6,0,0,0,12,12.0,0,0,1,0.0,6.0,0,2,1,147,0.12937963096192107,86.35433668707265
97,1,0,0,0,10.0,0,,25.828167521629247,14,36.0,34.56464847762461,15,44.0,45.00000000000001,20,45.0,0,0.2,34755,0,0,0.0,0.0,False,0.008999854841050951,0,3.350000000000001,47403,0,26,0.6,671.5323555623604,False,0.38594182545452693,0,0.24500000000000002,74301,20,112,1.0,4387.803979926541,False,0.3680079759279516,6,11.222000000000005,4560,292,0,0.0,7541.82491631574,False,-0.85101288591738,11,8.374000000000002,43041,994,0,0.0,34357.26058675886,False,-0.30163135031857696,9,9.146,38561,1078,0,0.0,37260.691058879325,False,-0.3367504490433652,0.26666666666666666,242621,0.0,0.0,3,0,0,0,11,11.0,0,0,1,0.0,3.0,0,1,1,1008,0.12213186698500067,86.47646855405765
