index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,12,0,0,0,10.000000000000002,20,10.0,13.917906649347065,6,7.0,22.186313461299637,34,27.764705882352942,28.000000000000004,7,28.0,0,2.0900000000000003,16065,21,57,1.0,1003.3206790127828,False,0.22263175937316534,3,5.810000000000001,1133.0,535,0,0.0,5350.000000000001,False,-0.7189667896678967,0,0.2,15779,374,159,1.0,8732.920927202445,False,0.1255704807018227,0,5.4650000000000025,-17886.972222222223,431,0,0.0,5998.617765868586,True,-1.8318059749294855,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,7,4.905000000000001,7814,939,0,0.0,20832.948340160357,False,-0.36437104110455776,0.3333333333333333,69508,0.0,0.125,16,0,0,4,4,4.0,1,5,18,90.0,81.0,5,7,18,1165,0.7544079259969294,74.13090690289391
55,18,0,0,0,10.000000000000002,20,10.0,13.917906649347065,0,,22.807423995155578,27,26.11111111111111,28.000000000000007,14,28.0,0,2.0900000000000003,15995,18,67,1.0,1112.4997455062535,False,0.22149445555373634,0,5.807000000000002,1003.0,548,0,0.0,5480.000000000001,False,-0.7237638376383764,0,0.2,16484,364,142,1.0,8304.772227674424,False,0.15299955938301554,0,5.465000000000002,-17886.972222222223,431,0,0.0,5998.617765868586,True,-1.8318059749294855,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,14,5.038,6917,966,0,0.0,22031.97157932029,False,-0.37474335658937463,0.3333333333333333,69116,0.0,0.125,12,0,0,7,7,7.0,2,9,21,162.0,102.0,9,9,21,905,1.441193747043144,75.57210064993706
56,21,0,0,0,10.000000000000002,20,10.0,13.917906649347065,0,,22.807423995155578,0,,28.000000000000007,8,28.0,0,2.0900000000000003,15875,20,77,1.0,1271.678811999724,False,0.21851213328412258,0,5.807000000000002,923.0,556,0,0.0,5560.000000000001,False,-0.7267158671586715,0,0.2,16484,354,152,1.0,8393.667401132509,False,0.15548294225981976,0,5.465000000000002,-17886.972222222223,431,0,0.0,5998.617765868586,True,-1.8318059749294855,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,8,5.104000000000001,6839,966,0,0.0,22031.97157932029,False,-0.3774629270367091,0.3333333333333333,68838,0.0,0.125,8,0,0,6,4,4.0,2,8,19,144.0,129.0,8,13,19,200,0.8488825869862922,76.42098323692335
57,19,0,0,0,10.000000000000002,20,10.0,14.39211735773901,15,20.0,23.290574068441625,20,27.0,28.000000000000007,9,28.0,0,2.0900000000000003,16115,16,72,1.0,1196.2324497572088,False,0.2334403117991591,0,5.807000000000002,783.0,570,0,0.0,5700.000000000001,False,-0.7318819188191882,0,0.2,16724,359,142,1.0,8474.031649147015,False,0.1711373239788528,0,5.465000000000002,-17886.972222222223,431,0,0.0,6203.002581185514,True,-1.8260962639194025,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,5.186000000000002,6210,986,0,0.0,22964.50603148344,False,-0.38313681476441824,0.3333333333333333,68549,0.0,0.125,10,0,0,5,4,4.0,1,6,19,93.0,111.0,6,13,19,1040,0.718925092020072,77.13990832894342
58,19,0,0,0,10.000000000000002,20,10.0,14.713281071295759,37,16.216216216216218,23.290574068441625,0,,28.000000000000007,7,28.0,0,2.0900000000000003,16325,19,65,1.0,1146.3632696342245,False,0.24709827563225922,20,6.0070000000000014,653.0,577,0,0.0,5770.000000000001,False,-0.7388929889298893,0,0.2,16124,386,152,1.0,9219.49375192329,False,0.1584393158990751,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6341.424141728472,True,-1.8222293078197556,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,7,5.247000000000002,6149,986,0,0.0,22964.50603148344,False,-0.3852636583193849,0.3333333333333333,67968,0.0,0.125,9,0,0,8,4,4.0,3,11,15,198.0,39.0,11,8,15,540,0.8026910250191577,77.94259935396258
59,15,0,0,0,10.000000000000002,20,10.0,14.553529986894361,4,7.0,23.290574068441625,0,,28.000000000000004,11,28.0,0,2.0900000000000003,16235,18,75,1.0,1271.514749017077,False,0.24507434498218,4,6.027000000000003,507.0,588,0,0.0,5880.000000000001,False,-0.7456088560885609,0,0.2,16096,380,162,1.0,9303.4143941074,False,0.15921930925543076,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6272.571424351469,True,-1.8241527829951103,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,11,5.350000000000001,6027,986,0,0.0,22964.50603148344,False,-0.3895173454293184,0.3333333333333333,67582,0.0,0.125,8,0,0,4,6,6.0,1,5,10,75.0,45.0,5,10,10,200,0.5080249349703081,78.45062428893289
60,10,0,0,0,10.000000000000002,20,10.0,14.553529986894361,0,,22.512015575072038,9,9.0,28.000000000000004,14,28.0,0,2.0900000000000003,16155,16,85,1.0,1397.0500488860207,False,0.24380258482974243,0,6.023000000000001,387.0,600,0,0.0,6000.000000000001,False,-0.7500369003690037,0,0.2,16177,370,163,1.0,9054.264633887655,False,0.15678468638640214,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6272.571424351469,True,-1.8241527829951103,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,14,5.479000000000002,5755,995,0,0.0,22399.45549719668,False,-0.4088515829783362,0.3333333333333333,67191,0.0,0.125,9,0,0,1,6,6.0,1,2,14,36.0,39.0,2,8,14,281,0.3835079160053283,78.83413220493821
61,14,0,0,0,10.000000000000002,20,10.0,14.553529986894361,0,,22.512015575072038,0,,28.0,10,28.0,0,2.0900000000000003,16055,16,95,1.0,1542.5853487549643,False,0.24179281729723104,0,6.023000000000001,287.0,610,0,0.0,6100.000000000001,False,-0.7537269372693727,0,0.2,16177,360,173,1.0,9133.849489769433,False,0.15900797546567863,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6272.571424351469,True,-1.8241527829951103,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,10,5.565000000000002,5649,995,0,0.0,22399.45549719668,False,-0.4125474094836882,0.3333333333333333,66885,0.0,0.125,10,0,0,3,4,4.0,1,4,12,72.0,45.0,4,10,12,200,0.45692435099044815,79.29105655592866
62,12,0,0,0,10.000000000000002,20,10.0,14.9404315619939,21,18.142857142857142,23.230240861095513,27,27.185185185185187,28.0,9,28.0,0,2.0900000000000003,16336,16,84,1.0,1414.9962512074876,False,0.2578227398969552,0,6.023000000000001,187.0,620,0,0.0,6200.000000000001,False,-0.7574169741697417,0,0.2,16530,371,156,1.0,9166.817683830637,False,0.17965185171054418,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6439.326003219371,True,-1.8194943133653223,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,5.645000000000002,4823,1022,0,0.0,23741.306160039614,False,-0.4179542875067184,0.3333333333333333,66593,0.0,0.125,12,0,0,3,4,4.0,1,4,14,57.0,24.0,4,8,14,1315,0.4387425539898686,79.72979910991853
63,14,0,0,0,10.0,20,10.0,14.806857190750604,3,7.0,23.540982782685056,9,29.0,28.0,15,28.0,0,2.0900000000000003,16236,16,94,1.0,1551.8445759305569,False,0.2554924197760352,3,6.053000000000001,60.0,630,0,0.0,6300.0,False,-0.76309963099631,0,0.2,16770,364,157,1.0,9085.630314314774,False,0.1907931141556256,0,5.465000000000002,-17886.972222222223,431,0,0.0,6381.7554492135105,True,-1.8211026090968525,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,15,5.786000000000001,4346,1031,0,0.0,24270.75324894829,False,-0.4253555794960376,0.3333333333333333,66129,0.0,0.125,11,0,0,1,7,7.0,5,6,15,108.0,24.0,6,8,15,461,0.5042956810211763,80.23409479093971
64,15,0,0,0,10.0,20,10.0,14.806857190750604,0,,23.8813241742662,10,29.0,28.0,11,28.0,0,2.0900000000000003,16106,19,104,1.0,1729.9131478380627,False,0.2524691198464231,0,6.050000000000002,-22.0,637,0,0.0,6370.0,False,-0.7665682656826568,0,0.2,17060,354,157,1.0,8990.995340885507,False,0.20435231145618246,0,5.465000000000002,-17886.972222222223,431,0,0.0,6381.7554492135105,True,-1.8211026090968525,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,11,5.881000000000001,3939,1041,0,0.0,24860.458465411117,False,-0.4292657427319285,0.3333333333333333,65800,0.0,0.125,9,0,0,6,5,4.333333333333333,1,7,9,111.0,24.0,7,8,9,460,0.47374213294824585,80.70783692388795
65,9,0,0,0,10.0,20,10.0,15.223490465367279,14,20.0,23.8813241742662,0,,28.000000000000004,13,28.0,0,2.0900000000000003,16296,18,100,1.0,1702.3490465367279,False,0.26547413455855084,0,6.050000000000002,-3349.0,648,0,0.0,6480.0,False,-1.0080442804428045,0,0.2,16780,358,167,1.0,9438.190723703941,False,0.2012009923931149,0,5.465000000000002,-17886.972222222223,431,0,0.0,6561.324390573297,True,-1.8160861563825887,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,13,6.000000000000001,3779,1041,0,0.0,24860.458465411117,False,-0.4348443487777428,0.3333333333333333,62223,0.0,0.125,5,0,0,2,11,228.36666666666667,2,4,6,72.0,15.0,4,5,6,370,0.27420548495138064,80.98204240883933
66,6,0,0,1,10.0,13,10.0,15.223490465367279,0,,23.8813241742662,0,,28.0,8,28.0,0,2.0900000000000003,16196,18,110,1.0,1854.5839511904007,False,0.2637115849147748,0,6.050000000000002,-22116.833333333332,651,0,0.0,6510.0,True,-2.3920172201722014,0,0.2,16780,348,177,1.0,9524.76906079293,False,0.20361965193856668,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6561.324390573297,True,-1.8160861563825887,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,8,6.067000000000002,3702,1041,0,0.0,24860.458465411117,False,-0.43752905293729094,0.3333333333333333,65395,0.0,0.25,5,0,0,2,8,2226.2616666666668,0,2,4,36.0,12.0,2,4,4,100,0.19229293201351538,81.17433534085285
67,4,0,0,0,10.0,8,10.0,15.069351294443992,3,7.0,23.583914952183257,29,22.103448275862068,28.000000000000004,5,28.0,0,2.0900000000000003,16137,16,117,1.0,1923.1141014499472,False,0.261886129204795,0,6.0500000000000025,-22116.833333333332,651,0,0.0,6510.0,True,-2.3920172201722014,0,0.2,17400,341,158,1.0,8864.907353850356,False,0.21982644300621182,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6494.890407905361,True,-1.8179420615861852,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,5,6.109000000000001,3027,1070,0,0.0,25234.788998836084,False,-0.45453803914026564,0.3333333333333333,65281,0.0,0.25,9,0,0,1,9,8118.5055555555555,0,1,4,18.0,9.0,1,3,4,742,0.16174178704386577,81.33607712789671
68,4,0,0,0,10.0,0,,14.90472430228421,3,7.0,23.88002433504387,10,28.5,28.0,9,28.0,0,2.0900000000000003,16158,6,124,1.0,1908.185813483242,False,0.2628850853683854,0,6.050000000000002,-22116.833333333332,651,0,0.0,6510.0,True,-2.3920172201722014,0,0.2,17664,334,158,1.0,8751.221761899858,False,0.2314007643842847,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6423.936174284495,True,-1.8199242448921653,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,9,6.194000000000003,2650,1080,0,0.0,25790.42628184738,False,-0.4579961249285698,0.3333333333333333,65189,0.0,0.25,3,0,0,1,4,4.0,0,1,4,18.0,9.0,1,3,4,306,0.1532842320157215,81.48936135991244
69,4,0,0,0,10.0,0,,14.90472430228421,0,,23.88002433504387,0,,27.999999999999996,10,28.0,0,2.0900000000000003,16158,0,130,0.6,1937.6141592969473,False,0.26397100218807934,0,6.050000000000002,-22116.833333333332,651,0,0.0,6510.0,True,-2.3920172201722014,0,0.2,17664,324,168,1.0,8840.974762227455,False,0.2339081115830668,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6423.936174284495,True,-1.8199242448921653,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,10,6.285000000000003,2542,1080,0,0.0,25790.42628184738,False,-0.46176168400949447,0.26666666666666666,65081,0.0,0.25,0,0,0,1,4,4.0,0,1,2,18.0,9.0,1,3,2,0,0.13871916197240353,81.62808052188484
70,2,0,0,0,10.0,0,,14.90472430228421,0,,23.9874410073176,4,28.0,27.999999999999993,11,28.0,0,2.0900000000000003,16158,0,130,0.0,1937.6141592969473,False,0.26397100218807934,0,6.050000000000002,-22116.833333333332,651,0,0.0,6510.0,True,-2.3920172201722014,0,0.2,17776,314,174,1.0,8853.898166190505,False,0.2405268232816657,0,5.4650000000000025,-17886.972222222223,431,0,0.0,6423.936174284495,True,-1.8199242448921653,0,0.2,28717,0,0,0.0,0.0,False,0.001255186360308218,11,6.3850000000000025,2307,1084,0,0.0,26002.386051932277,False,-0.46626013646783104,0.16666666666666666,64958,0.0,0.25,1,0,0,0,5,5.0,0,0,0,0.0,6.0,0,2,0,112,0.08770995499799028,81.71579047688283
