index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,14.0,0,,20.0,0,,26.0,0,,0,0.2,15652,2,10,1.0,160.0,False,-0.00253613999492772,0,0.2,15692.0,8,0,0.0,80.0,False,-0.00253613999492772,0,0.2,24805,0,0,0.0,0.0,False,0.0,0,0.2,24805,0,0,0.0,0.0,False,0.0,0,0.2,33480,0,0,0.0,0.0,False,0.0,0,0.2,33480,0,0,0.0,0.0,False,0.0,0.16666666666666666,147914,0.0,0.0,8,0,0,140,0,0.0,443,583,136,0.0,0.0,0,0,136,200,2.634034377988428,2.634034377988428
1,136,0,0,0,10.0,20,10.0,14.0,0,,20.0,0,,26.0,0,,0,0.2,15532,4,20,1.0,320.0,False,-0.00507227998985544,0,0.2,15612.0,16,0,0.0,160.0,False,-0.00507227998985544,0,0.2,24805,0,0,0.0,0.0,False,0.0,0,0.2,24805,0,0,0.0,0.0,False,0.0,0,0.2,33480,0,0,0.0,0.0,False,0.0,0,0.2,33480,0,0,0.0,0.0,False,0.0,0.16666666666666666,147714,0.0,0.0,7,0,0,63,0,0.0,42,105,64,1647.0,225.0,91,45,64,200,5.9591161359567195,8.593150513945147
2,64,0,0,0,10.0,20,10.0,12.909090909090908,10,8.0,20.0,0,,26.0,0,,0,0.2,15442,7,25,1.0,392.7272727272727,False,-0.008473013164872176,5,0.25,15497.0,23,0,0.0,230.0,False,-0.01014455997971088,0,0.2,24805,0,0,0.0,0.0,False,0.0,0,0.2,24725,0,10,1.0,200.0,False,0.0008062890546260835,0,0.2,33480,0,0,0.0,0.0,False,0.0,0,0.2,33480,0,0,0.0,0.0,False,0.0,0.3333333333333333,147429,0.0,0.0,9,0,0,15,1,1.0,40,55,42,676.0,77.0,40,24,42,240,2.292020294989925,10.885170808935072
3,42,0,0,0,10.0,20,10.0,10.867924528301886,30,7.5,20.0,0,,26.0,15,26.0,0,0.2,15412,8,25,1.0,351.6981132075472,False,-0.011675814316270959,20,0.44500000000000006,15102.0,32,0,0.0,320.0,False,-0.03233578493532843,0,0.2,24690,5,10,1.0,254.33962264150944,False,0.00049061928323939,0,0.2,24615,5,20,1.0,454.33962264150944,False,0.0014984806015219943,0,0.2,33480,0,0,0.0,0.0,False,0.0,15,0.35000000000000003,33292,0,0,0.0,0.0,False,-0.0056152927120669055,0.5,146591,0.0,0.0,10,0,0,20,9,9.0,19,39,30,311.0,56.0,22,20,30,280,2.1773154680267908,13.062486276961863
4,30,0,0,0,10.0,20,10.0,10.086584714056654,22,7.545454545454546,20.0,0,,26.0,11,26.0,0,0.2,15302,9,35,1.0,443.0304649919829,False,-0.015754803924930835,22,0.645,14667.0,41,0,0.0,410.0,False,-0.0570631498858737,0,0.2,24580,10,20,1.0,500.86584714056653,False,0.0010253143950930289,0,0.2,24559,2,30,1.0,620.1731694281133,False,0.002583615590165523,0,0.2,33480,0,0,0.0,0.0,False,0.0,11,0.44500000000000006,33176,0,0,0.0,0.0,False,-0.00908004778972521,0.5,145764,0.0,0.0,7,0,0,9,10,10.0,17,26,27,172.0,51.0,12,18,27,200,1.6198706129798666,14.68235688994173
5,27,0,0,0,10.0,20,10.0,10.062092845824285,1,8.0,20.0,0,,26.0,10,26.0,0,0.2,15202,9,45,1.0,542.7941780620929,False,-0.018932469627755102,1,0.633,14558.0,51,0,0.0,510.0,False,-0.06080395637839209,0,0.2,24580,0,30,1.0,600.0,False,0.003023583954847813,0,0.2,24551,0,33,0.3,660.0,False,0.003063898407579117,0,0.2,33480,0,0,0.0,0.0,False,0.0,10,0.534,33079,0,0,0.0,0.0,False,-0.011977299880525687,0.3833333333333333,145450,0.0,0.0,8,0,0,9,5,5.0,19,28,25,173.0,46.0,11,16,25,200,1.3984647440374829,16.080821633979212
6,25,0,0,0,10.0,20,10.0,10.542256784061218,28,11.857142857142858,20.0,0,,26.0,6,26.0,0,0.2,15112,8,55,1.0,659.824123123367,False,-0.02092873056291637,28,0.9120000000000001,14159.0,62,0,0.0,620.0,False,-0.08261476033477048,0,0.2,24248,18,40,1.0,989.7606221131019,False,-0.002504321263594052,0,0.2,24551,0,33,0.0,660.0,False,0.003063898407579117,0,0.2,33480,0,0,0.0,0.0,False,0.0,6,0.5840000000000001,33037,0,0,0.0,0.0,False,-0.013231780167264038,0.3333333333333333,144587,0.0,0.0,9,0,0,8,5,5.0,17,25,28,165.0,60.0,10,15,28,200,1.475210567994509,17.55603220197372
7,28,0,0,0,10.0,20,10.0,11.248714924495966,42,12.833333333333334,20.0,0,,26.0,9,26.0,0,0.2,14972,12,65,1.0,851.1664700922378,False,-0.023739333309274746,42,1.3040000000000003,13749.0,68,0,0.0,680.0,False,-0.10670809028658382,0,0.2,23758,43,50,1.0,1483.6947417533265,False,-0.012302061242626025,0,0.2,24502,0,40,0.7,800.0,False,0.003910501914936504,0,0.2,33480,0,0,0.0,0.0,False,0.0,9,0.6680000000000001,32957,0,0,0.0,0.0,False,-0.01562126642771804,0.45,143418,0.0,0.0,9,0,0,12,6,6.0,15,27,22,168.0,81.0,11,17,22,200,1.4883891419740394,19.04442134394776
8,22,0,0,0,10.0,20,10.0,12.575074444148179,72,14.833333333333334,18.641509433962263,8,11.0,26.0,7,26.0,0,0.2,15480,16,44,1.0,713.3032755425198,False,0.00409914010723178,41,1.6720000000000002,12994.0,74,0,0.0,740.0,False,-0.15267562769464874,0,0.2,23082,79,60,1.0,2111.921447125442,False,-0.026891323379854098,0,0.2,24198,16,42,1.0,984.1445873327859,False,-0.004633247584503467,0,0.2,33480,0,0,0.0,0.0,False,0.0,7,0.7290000000000001,32812,8,0,0.0,149.1320754716981,False,-0.01772502874146204,0.5,142046,0.0,0.0,12,0,0,6,8,8.0,17,23,28,111.0,60.0,7,15,28,936,1.3705288769560866,20.414950220903847
9,28,0,0,0,10.000000000000002,20,10.0,13.806297404529836,60,17.4,16.305676855895193,21,11.0,26.0,8,26.0,4,0.24000000000000002,16262,17,10,1.0,308.06297404529835,False,0.040833850305772905,12,1.7510000000000006,12754.0,83,0,0.0,830.0000000000001,False,-0.16503931016992138,0,0.2,22504,111,58,1.0,2478.228269544733,False,-0.04280934751975941,0,0.2,23963,24,43,1.0,1032.4952425122094,False,-0.013132528874980648,0,0.2,33480,0,0,0.0,0.0,False,0.0,8,0.802,32515,29,0,0.0,472.8646288209606,False,-0.021761280931586562,0.5,141478,0.0,0.0,11,0,0,12,7,6.25,21,33,26,243.0,66.0,16,12,26,1071,1.474274901964236,21.889225122868083
10,26,0,0,0,10.000000000000002,20,10.0,14.351086602037487,59,16.305084745762713,20.019075214294332,21,30.952380952380953,26.0,9,26.0,22,0.45600000000000007,16374,16,10,1.0,303.5108660203749,False,0.04779073250128002,27,2.0090000000000003,12403.0,94,0,0.0,940.0000000000001,False,-0.1838067461323865,0,0.2,22888,120,47,1.0,2663.026927316332,False,-0.02360356929416794,0,0.2,23267,54,53,1.0,1835.9696628676238,False,-0.02499557220585316,0,0.2,33480,0,0,0.0,0.0,False,0.0,9,0.8840000000000001,31779,50,0,0.0,1000.9537607147166,False,-0.0358579187467934,0.5,140191,0.0,0.0,11,0,0,9,8,7.375,19,28,24,186.0,55.0,12,14,24,850,1.9100774170365185,23.799302539904602
11,24,0,0,0,10.000000000000002,20,10.0,14.290177001504611,27,13.74074074074074,20.151190649529426,1,30.0,26.0,12,26.0,4,0.4740000000000001,16516,13,10,1.0,272.90177001504617,False,0.05582366757592707,13,2.1120000000000005,12110.0,107,0,0.0,1070.0000000000002,False,-0.19826274410347453,0,0.2,22603,129,56,1.0,2971.899509567743,False,-0.02886717376400432,0,0.2,23211,52,63,1.0,2012.6142149985938,False,-0.02369251733524295,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,0.9950000000000001,31622,51,0,0.0,1027.7107231260006,False,-0.04014768932010153,0.5,139542,0.0,0.0,7,0,0,8,8,7.285714285714286,20,28,24,158.0,69.0,11,13,24,230,1.1387271340354346,24.938029673940036
12,24,0,0,0,10.000000000000002,20,10.0,13.846575197148846,39,11.076923076923077,18.740876309344767,12,10.75,25.999999999999996,16,26.0,0,0.4700000000000001,16462,14,13,1.0,320.005477562935,False,0.053893148540544396,32,2.419000000000001,11656.0,116,0,0.0,1160.0000000000002,False,-0.22419477555161044,0,0.2,22283,144,66,1.0,3230.8046648061886,False,-0.036548988816646116,0,0.2,23228,56,61,1.0,1918.6016659103661,False,-0.024902203871994304,0,0.2,33480,0,0,0.0,0.0,False,0.0,16,1.1430000000000002,31273,63,0,0.0,1180.6752074887204,False,-0.04828740729556871,0.5,138382,0.0,0.0,11,0,0,10,10,10.0,18,28,19,219.0,48.0,13,11,19,385,1.1821041269577108,26.120133800897747
13,19,0,0,0,10.000000000000002,20,10.0,13.301669017656456,25,7.76,19.18166204391039,40,19.975,26.0,12,26.0,0,0.4700000000000001,16332,17,23,1.0,475.9383874060985,False,0.05059403967176309,25,2.637000000000001,11186.0,123,0,0.0,1230.0000000000002,False,-0.2517752979964494,0,0.2,22778,149,55,1.0,3036.9400960458834,False,-0.020501106711431554,0,0.2,23338,56,52,1.0,1742.3398912721018,False,-0.02402056256254581,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,1.247,30349,103,0,0.0,1975.71119052277,False,-0.06401267636614737,0.5,137463,0.0,0.0,13,0,0,13,10,10.0,13,26,18,153.0,39.0,11,8,18,999,1.0459896490210667,27.166123449918814
14,18,0,0,0,10.000000000000002,20,10.0,12.793056735519217,25,7.68,19.287939065579092,1,30.0,26.0,7,26.0,0,0.4700000000000001,16229,18,32,1.0,589.377815536615,False,0.04765970756836851,24,2.852000000000001,10741.0,132,0,0.0,1320.0000000000002,False,-0.2771366979457266,0,0.2,22743,144,65,1.0,3095.9162091774083,False,-0.020723317694468755,0,0.2,23211,66,61,1.0,2020.906027544593,False,-0.02352537739277171,0,0.2,33480,0,0,0.0,0.0,False,0.0,7,1.3050000000000004,30263,104,0,0.0,2005.9456628202256,False,-0.06612984374521767,0.5,136667,0.0,0.0,11,0,0,10,8,8.0,16,26,18,132.0,26.0,9,9,18,237,1.1531669739633799,28.319290423882194
15,18,0,0,0,10.000000000000002,20,10.0,13.231875931639518,21,18.428571428571427,19.403602099326967,1,30.0,26.0,11,26.0,0,0.4700000000000001,16501,16,26,1.0,504.0287742226275,False,0.06219974556881271,5,2.878000000000001,10571.0,144,0,0.0,1440.0000000000002,False,-0.28411108293177784,0,0.2,22386,155,74,1.0,3486.8073247543207,False,-0.027236296618538165,0,0.2,23211,56,71,1.0,2118.6408012240277,False,-0.02155531543591961,0,0.2,33480,0,0,0.0,0.0,False,0.0,11,1.4080000000000004,30117,105,0,0.0,2037.3782204293316,False,-0.07002123326718442,0.5,136266,0.0,0.0,9,0,0,12,5,5.0,14,26,17,135.0,39.0,10,8,17,582,1.14060410996899,29.459894533851184
16,17,0,0,0,10.000000000000002,20,10.0,13.123246679534326,76,12.776315789473685,19.936453762803573,38,21.105263157894733,26.0,12,26.0,9,0.56,16846,13,10,1.0,261.23246679534327,False,0.07637688520147551,41,3.283000000000001,9701.0,157,0,0.0,1570.0000000000002,False,-0.3351509003296982,0,0.2,22755,170,63,1.0,3486.9485225774606,False,-0.01235741740420354,0,0.2,22673,97,64,1.0,2548.8879687342583,False,-0.03457190145667696,0,0.2,33480,0,0,0.0,0.0,False,0.0,12,1.5170000000000001,29182,143,0,0.0,2850.912888080911,False,-0.08579879199401262,0.5,134637,0.0,0.0,15,0,0,12,11,10.818181818181818,16,28,21,180.0,21.0,10,7,21,1482,1.0641516129835509,30.524046146834735
17,21,0,0,0,10.000000000000002,20,10.0,13.01834271833024,5,7.0,19.195250298080254,10,11.1,26.0,9,26.0,0,0.5510000000000002,16746,13,20,1.0,390.3668543666048,False,0.07413032127715592,5,3.2920000000000007,9551.0,167,0,0.0,1670.0000000000002,False,-0.3414912503170175,0,0.2,22785,160,72,1.0,3464.992856394617,False,-0.011590549155520742,0,0.2,22719,92,65,1.0,2445.3787994615986,False,-0.0348038943869865,0,0.2,33480,0,0,0.0,0.0,False,0.0,9,1.5950000000000002,28997,153,0,0.0,2936.8732956062786,False,-0.09004072139178194,0.5,134278,0.0,0.0,10,0,0,16,4,4.0,16,32,19,213.0,30.0,16,5,19,311,1.2799794470192865,31.80402559385402
18,19,0,0,0,10.000000000000002,20,10.0,12.921145224867136,44,12.340909090909092,17.593431030242638,20,9.0,26.0,9,26.0,7,0.6210000000000001,16955,11,10,1.0,239.21145224867138,False,0.08258976199114486,17,3.4570000000000007,9229.0,179,0,0.0,1790.0000000000002,False,-0.35810296728379404,0,0.2,22465,166,82,1.0,3587.5714518078407,False,-0.02202032953421007,0,0.2,22676,110,55,1.0,2388.96468139873,False,-0.03767456800244452,0,0.2,33480,0,0,0.0,0.0,False,0.0,9,1.6760000000000002,28737,173,0,0.0,3043.663568231976,False,-0.09621171493082474,0.5,133542,0.0,0.0,11,0,0,10,8,7.4375,15,25,28,147.0,30.0,9,10,28,468,1.0278267009998672,32.83185229485389
19,28,0,0,0,10.000000000000002,20,10.0,13.036363248963719,33,14.0,16.84788807452546,17,11.823529411764707,26.000000000000004,11,26.0,7,0.6840000000000002,17066,12,10,1.0,250.3636324896372,False,0.08998109410631613,16,3.600000000000001,8929.0,188,0,0.0,1880.0000000000002,False,-0.3742708597514583,0,0.2,22183,183,82,1.0,3767.1812966714483,False,-0.02976856890402238,0,0.2,22697,106,58,1.0,2359.032012712631,False,-0.037431324073520816,0,0.2,33480,0,0,0.0,0.0,False,0.0,11,1.7770000000000001,28420,190,0,0.0,3201.0987341598375,False,-0.10332887195101796,0.5,132775,0.0,0.0,11,0,0,13,9,8.411764705882353,17,30,20,203.0,45.0,13,15,20,401,1.1991686149849556,34.031020909838844
20,20,0,0,0,10.000000000000002,20,10.0,13.237135394244909,26,15.384615384615385,16.95803084615623,1,30.0,26.000000000000004,8,26.0,6,0.7370000000000001,17204,10,10,1.0,232.3713539424491,False,0.09816039037352428,10,3.684000000000001,8699.0,200,0,0.0,2000.0000000000005,False,-0.3850494547299011,0,0.2,21783,199,92,1.0,4194.32878130111,False,-0.03728424145734505,0,0.2,22727,96,67,1.0,2406.9530645399786,False,-0.035255935002217714,0,0.2,33480,0,0,0.0,0.0,False,0.0,8,1.8460000000000003,28322,191,0,0.0,3238.98389161584,False,-0.10569020472497251,0.5,132215,0.0,0.0,8,0,0,8,6,5.375,18,26,27,150.0,45.0,10,10,27,230,1.1801146030193195,35.211135512858164
21,27,0,0,0,10.000000000000002,20,10.0,13.017277083662142,10,7.0,17.07826801023614,1,30.0,26.000000000000004,10,26.0,0,0.7310000000000001,17104,10,20,1.0,360.34554167324285,False,0.09587704608398553,10,3.7740000000000005,8479.0,210,0,0.0,2100.0000000000005,False,-0.3958280497083439,0,0.2,21743,199,101,1.0,4315.343208682616,False,-0.036457504360358516,0,0.2,22727,86,77,1.0,2434.512465983127,False,-0.0347004139088263,0,0.2,33480,0,0,0.0,0.0,False,0.0,10,1.9380000000000006,28197,192,0,0.0,3279.0274579653387,False,-0.1088257548093587,0.5,131730,0.0,0.0,9,0,0,16,6,6.0,18,34,18,283.0,57.0,18,9,18,230,1.3567837319569662,36.56791924481513
22,18,0,0,0,10.000000000000002,20,10.0,12.901702451634069,5,7.0,17.209291047637098,1,30.0,26.000000000000004,11,26.0,0,0.7310000000000001,17004,10,30,1.0,487.0510735490221,False,0.09355348318377582,5,3.8140000000000005,8329.0,220,0,0.0,2200.0000000000005,False,-0.4021683996956632,0,0.2,21738,194,110,1.0,4395.952290857091,False,-0.035034221107496585,0,0.2,22727,76,87,1.0,2477.737707468617,False,-0.033829112931493335,0,0.2,33480,0,0,0.0,0.0,False,0.0,11,2.0380000000000007,28051,193,0,0.0,3321.39317219396,False,-0.11255386540928974,0.5,131329,0.0,0.0,9,0,0,10,6,6.0,14,24,24,162.0,42.0,9,9,24,230,1.034461700997781,37.60238094581291
23,24,0,0,0,10.000000000000002,20,10.0,12.147092978427077,53,8.81132075471698,20.739412305197934,55,26.436363636363637,26.0,11,26.0,0,0.7310000000000001,17131,10,19,1.0,330.7947665901145,False,0.09665212929844394,32,4.129000000000001,7623.0,230,0,0.0,2300.0000000000005,False,-0.4437610956124778,0,0.2,22865,211,77,1.0,4159.971365948354,False,0.005643446199321773,0,0.2,22587,92,85,1.0,2880.3825999571154,False,-0.03135693207101164,0,0.2,33480,0,0,0.0,0.0,False,0.0,11,2.1370000000000005,26490,248,0,0.0,5143.374251689088,False,-0.13196872383976874,0.5,130176,0.0,0.0,18,0,0,13,10,10.0,15,28,29,189.0,63.0,13,11,29,1881,1.3547772819874808,38.95715822780039
