index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
108,33,0,0,0,10.0,20,10.0,19.592630266689504,52,17.23076923076923,30.323023946843563,0,,34.99999999999999,18,35.0,24,5.120000000000001,40991,5,10,1.0,245.92630266689503,False,0.2568465135526243,0,0.2,34322,27,556,1.0,11163.502428279364,False,0.219850550689034,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38259,1048,20,1.0,21139.536998427473,False,0.03181895693877684,0,2.5760000000000005,59304,0,85,0.0,2974.9999999999995,False,-0.0692566791701753,0,3.7460000000000004,56579,56,93,1.0,4953.089341023239,False,-0.09583488217849469,0.6666666666666666,276986,0.0,0.0,22,0,0,10,1,0.5106382978723404,7,17,28,291.0,138.0,17,16,28,880,1.4926447680336423,270.8679964848561
109,28,0,0,0,10.0,20,10.0,19.592630266689504,0,,30.323023946843563,0,,34.999999999999986,20,35.0,0,5.096000000000001,40861,8,20,1.0,471.85260533379005,False,0.25632570013043815,0,0.2,34252,24,566,1.0,11329.42873094626,False,0.22024683191101532,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38259,1038,30,1.0,21246.84093522901,False,0.0329526967355092,0,2.5760000000000005,59689,0,74,0.0,2589.999999999999,False,-0.06630942356273443,0,3.7460000000000004,56894,46,94,1.0,4684.859101554803,False,-0.0930654589178994,0.6666666666666666,277486,0.0,0.0,25,0,0,6,0,0.0,3,9,21,147.0,132.0,9,19,21,900,1.4148623559740372,272.28285884083016
110,21,0,0,0,10.0,20,10.0,19.480447979512213,25,18.36,30.323023946843563,0,,34.999999999999986,20,35.0,5,5.146000000000002,41107,8,10,1.0,274.8044797951221,False,0.26083401320303123,0,0.2,34152,24,576,1.0,11460.738036199034,False,0.21919690077340176,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,37800,1053,40,1.0,21725.832680300104,False,0.028314272978256987,0,2.5760000000000005,60074,0,63,0.0,2204.999999999999,False,-0.06336216795529358,0,3.7460000000000004,57209,36,95,1.0,4416.628862086367,False,-0.09029603565730411,0.6666666666666666,277873,0.0,0.0,22,0,0,7,2,1.1666666666666667,3,10,15,165.0,48.0,10,11,15,900,1.1189128489932045,273.40177168982336
111,15,0,0,0,10.0,20,10.0,19.626458305182204,19,21.526315789473685,29.624299307919454,8,12.0,34.999999999999986,20,35.0,0,5.141000000000002,41042,9,15,1.0,384.39687457773306,False,0.2605220847789456,0,0.2,34426,23,572,1.0,11456.33415056422,False,0.2275057188579759,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,37487,1062,42,1.0,22087.519291036115,False,0.025521620470343405,0,2.576000000000001,60389,0,54,0.0,1889.9999999999993,False,-0.06095077700375105,0,3.746000000000001,57498,34,94,1.0,4297.22617646926,False,-0.08678537719919416,0.6666666666666666,278373,0.0,0.0,26,0,0,4,0,0.0,2,6,15,63.0,27.0,6,9,15,1405,0.9698196559911594,274.3715913458145
112,15,0,0,0,10.0,20,10.0,19.623468713143076,22,19.59090909090909,29.43632862938304,8,25.0,34.999999999999986,20,35.0,0,5.141000000000001,41087,4,15,1.0,334.3520306971461,False,0.2611327957736786,0,0.2,34612,28,570,1.0,11465.377166491553,False,0.23332992734304772,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,37256,1074,44,1.0,22370.803857608516,False,0.023633369160963206,0,2.5760000000000005,60574,0,51,0.8,1784.9999999999993,False,-0.05892214652070734,0,3.746000000000001,57813,24,95,1.0,4031.471887105192,False,-0.08399700002216039,0.7999999999999999,278873,0.0,0.0,27,0,0,1,0,0.0,5,6,24,108.0,27.0,6,9,24,1531,0.9838530839770101,275.35544442979153
113,24,0,0,0,10.0,20,10.0,19.7730324812396,45,20.555555555555557,29.67142839962763,5,38.0,34.99999999999999,20,35.0,0,5.141000000000002,41152,2,10,1.0,217.730324812396,False,0.2613372818050317,0,0.2,35272,30,550,1.0,11175.16786468178,False,0.24907018624177327,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,36521,1109,49,1.0,23382.193013276472,False,0.018787830582132032,0,2.576000000000001,60994,0,39,0.0,1364.9999999999998,False,-0.05570695858531731,0,3.746000000000001,57903,19,97,1.0,3958.757139592924,False,-0.08317570895205599,0.6666666666666666,279373,0.0,0.0,32,0,0,11,0,0.0,1,12,23,141.0,36.0,12,12,23,2015,1.4355151540366933,276.7909595838282
114,23,0,0,0,10.0,20,10.0,19.7730324812396,0,,31.248724104987694,34,38.85294117647059,34.99999999999999,20,35.0,0,5.141000000000002,41032,4,20,1.0,435.460649624792,False,0.2609968918076667,0,0.2,35192,28,560,1.0,11352.898189494175,False,0.24934119267385338,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,37842,1099,25,1.0,22511.78079950701,False,0.0375058724035566,0,2.5760000000000005,61239,0,32,0.0,1119.9999999999998,False,-0.053831432289673124,0,3.746000000000001,57037,43,94,1.0,4633.6951365144705,False,-0.09126773990266812,0.6666666666666666,279873,0.0,0.0,26,0,0,5,0,0.0,3,8,23,129.0,60.0,8,15,23,2221,1.146884488989599,277.9378440728178
115,23,0,0,0,10.0,20,10.0,19.362470887079443,10,9.0,31.60759773542715,10,38.0,34.99999999999999,9,35.0,0,5.141000000000002,40992,7,20,1.0,457.24941774158884,False,0.26010713832449245,0,0.2,35122,25,570,1.0,11286.608405635283,False,0.24618807174179635,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38132,1099,25,1.0,22069.545448285986,False,0.03896145054504145,0,2.5760000000000005,60859,0,42,1.0,1469.9999999999998,False,-0.05697006813136339,0,3.746000000000001,57352,33,95,1.0,4368.050725269095,False,-0.0884785215856304,0.8333333333333334,279988,0.0,0.0,20,0,0,7,0,0.0,3,10,27,135.0,69.0,10,13,27,985,1.3197767100064084,279.25762078282423
116,27,0,0,0,10.0,20,10.0,19.698405229089413,21,23.476190476190474,31.826376211896644,6,38.0,34.99999999999999,10,35.0,1,5.151000000000002,41363,7,10,1.0,266.98405229089417,False,0.268540352963605,0,0.2,35022,25,580,1.0,11675.07503287186,False,0.2490687673158452,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,37867,1110,29,1.0,22788.19471443425,False,0.04095465962041968,0,2.5760000000000005,60631,0,48,0.6,1679.9999999999995,False,-0.05885324963637756,0,3.7460000000000004,57702,23,95,1.0,4057.0066528736224,False,-0.08550098252412447,0.7666666666666666,280116,0.0,0.0,20,0,0,9,1,0.2,5,14,29,160.0,69.0,14,13,29,1226,1.3933449040050618,280.6509656868293
117,29,0,0,0,10.0,20,10.0,20.488304300628222,27,27.25925925925926,32.612717728549875,26,37.38461538461539,34.99999999999999,11,35.0,0,5.150000000000002,41543,5,10,1.0,254.8830430062822,False,0.2738579579818764,0,0.2,35378,27,573,1.0,12009.798364259972,False,0.26506784000152805,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38103,1127,13,1.0,23514.284277279156,False,0.053613298790008694,0,2.5760000000000005,60335,0,56,0.8,1959.9999999999995,False,-0.06124167495981015,0,3.7460000000000004,57411,31,94,1.0,4300.9942495850455,False,-0.0880885382409474,0.7999999999999999,280301,0.0,0.0,22,0,0,10,0,0.0,5,15,33,228.0,87.0,15,14,33,2293,1.3618528209626675,282.01281850779196
118,33,0,0,0,10.0,20,10.0,20.13956275303404,8,10.0,32.612717728549875,0,,34.99999999999999,0,,0,5.150000000000002,41533,4,12,1.0,281.67475303640845,False,0.2739617686634325,0,0.2,35268,28,583,1.0,12021.365085018844,False,0.26188195593389035,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38023,1125,23,1.0,23407.10060491994,False,0.05079031976966734,0,2.5760000000000005,60335,0,56,0.0,1959.9999999999995,False,-0.06124167495981015,0,3.7460000000000004,57411,21,104,1.0,4324.867072299547,False,-0.08790578678481555,0.6666666666666666,280101,0.0,0.0,14,0,0,5,0,0.0,7,12,28,186.0,168.0,12,21,28,280,1.1723123280098662,283.18513083580183
119,28,0,0,0,10.0,20,10.0,19.62681639216028,16,12.6875,32.612717728549875,0,,34.99999999999999,0,,4,5.190000000000001,41558,3,10,1.0,226.2681639216028,False,0.27387912943142584,0,0.2,35158,29,593,1.0,11928.702120551046,False,0.2571029304315091,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,37820,1131,33,1.0,23274.14902457542,False,0.045095926130797125,0,2.576000000000001,60335,0,56,0.0,1959.9999999999995,False,-0.06124167495981015,0,3.746000000000001,57411,11,114,1.0,4348.739895014048,False,-0.0877230353286837,0.6666666666666666,279813,0.0,0.0,11,0,0,5,1,0.8,2,7,27,111.0,108.0,7,21,27,358,1.0546793139656074,284.23981014976744
120,27,0,0,0,10.0,20,10.0,18.829212740161147,18,9.555555555555555,32.31232950030411,15,29.0,34.99999999999999,10,35.0,5,5.2360000000000015,41513,1,10,1.0,198.29212740161148,False,0.27207587624421636,0,0.2,35065,31,600,1.0,11607.527644096688,False,0.24935081383126506,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38083,1139,28,1.0,22351.21853705206,False,0.04090208288836359,0,2.5760000000000005,60210,0,61,0.5,2134.9999999999995,False,-0.06181581566255837,0,3.746000000000001,57451,11,114,1.0,4345.435624503344,False,-0.0871359134616601,0.75,279853,0.0,0.0,22,0,0,6,1,1.0,0,6,26,93.0,76.0,6,21,26,1112,0.9527500239782967,285.19256017374573
121,26,0,0,0,10.0,20,10.0,18.371093485245257,10,9.0,31.705492017881358,5,12.0,34.99999999999999,0,,0,5.231000000000002,41483,3,10,1.0,213.71093485245257,False,0.27139445669559265,0,0.2,34985,29,610,1.0,11496.367025999607,False,0.24520614798849985,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38053,1139,33,1.0,21970.956716284436,False,0.03625041434698172,0,2.576000000000001,60210,0,61,0.0,2134.9999999999995,False,-0.06181581566255837,0,3.746000000000001,57391,6,124,1.0,4530.232952107287,False,-0.08663987635223698,0.6666666666666666,279653,0.0,0.0,14,0,0,4,0,0.0,2,6,26,78.0,105.0,6,20,26,350,0.9717074930085801,286.1642676667543
122,26,0,0,0,10.0,20,10.0,17.83178607269977,17,11.705882352941176,31.43206763819929,12,28.0,34.99999999999999,0,,2,5.251000000000001,41488,3,10,1.0,208.3178607269977,False,0.2714648731463529,0,0.2,34935,29,615,1.0,11256.54843471036,False,0.24001205115416915,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38190,1146,31,1.0,21409.620936098116,False,0.03321451446546199,0,2.5760000000000005,60197,0,62,0.1,2169.9999999999995,False,-0.061746918778228584,0,3.746000000000001,57068,7,134,1.0,4910.024473467394,False,-0.08867775799228822,0.6833333333333332,279409,0.0,0.0,19,0,0,1,1,0.4,1,2,28,36.0,87.0,2,24,28,685,0.6933459090068936,286.8576135757612
123,28,0,0,0,10.000000000000002,20,10.0,17.630029691312245,5,10.0,31.43206763819929,0,,34.99999999999999,0,,0,5.249000000000001,41398,2,20,1.0,372.6005938262449,False,0.2712246361247591,0,0.2,34875,30,620,1.0,11230.618408613593,False,0.23778152373156014,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38140,1141,41,1.0,21404.578650953445,False,0.0321046705719571,0,2.5760000000000005,60197,0,62,0.0,2169.9999999999995,False,-0.061746918778228584,0,3.746000000000001,57068,0,141,0.7,4934.999999999999,False,-0.08848656510755569,0.6166666666666667,279209,0.0,0.0,10,0,0,3,0,0.0,2,5,20,75.0,69.0,5,23,20,250,0.7914159530191682,287.6490295287804
124,20,0,0,0,10.000000000000002,20,10.0,17.389881252065244,5,9.0,32.04260883542633,15,38.0,34.99999999999999,0,,0,5.249000000000001,41323,4,25,1.0,474.7470313016311,False,0.2704931986931652,0,0.2,34795,28,630,1.0,11235.625188801103,False,0.23541246620202225,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38665,1136,36,1.0,20908.439020421465,False,0.03795658580839626,0,2.5760000000000005,60007,0,67,0.5,2344.9999999999995,False,-0.06331623669907371,0,3.7460000000000004,56688,0,151,1.0,5284.999999999999,False,-0.09162520094924596,0.75,279009,0.0,0.0,16,0,0,1,0,0.0,1,2,14,21.0,54.0,2,18,14,815,1.3752922539715655,289.02432178275194
125,14,0,0,0,10.000000000000002,17,10.0,17.168246479111477,5,10.0,32.04260883542633,0,,34.99999999999999,0,,0,5.249000000000001,41323,0,29,0.9,497.87914789423286,False,0.2708467710304205,0,0.2,34675,30,640,1.0,11287.677746631345,False,0.23253970632537527,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38615,1131,46,1.0,20891.24677430469,False,0.036718369231712775,0,2.5760000000000005,60007,0,67,0.0,2344.9999999999995,False,-0.06331623669907371,0,3.7460000000000004,56688,0,151,0.0,5284.999999999999,False,-0.09162520094924596,0.48333333333333334,278839,0.0,0.0,11,0,0,1,0,0.0,1,2,13,36.0,36.0,2,12,13,220,0.37988179200328887,289.40420357475523
126,13,0,0,0,10.000000000000002,10,10.0,16.937074964927028,5,10.0,32.04260883542633,0,,34.999999999999986,7,35.0,0,5.249000000000002,41373,0,24,0.0,406.4897991582487,False,0.270978384066371,0,0.2,34575,30,650,1.0,11309.098727202569,False,0.2298101419540622,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38565,1126,56,1.0,20865.532505291707,False,0.03539011162956388,0,2.5760000000000005,60252,0,60,0.0,2099.999999999999,False,-0.061440710403429535,0,3.7460000000000004,56688,0,151,0.0,5284.999999999998,False,-0.09162520094924596,0.3333333333333333,278984,0.0,0.0,12,0,0,2,0,0.0,0,2,8,24.0,33.0,2,11,8,395,0.3385507420171052,289.74275431677233
127,8,0,0,0,10.000000000000002,0,,16.937074964927028,0,,31.912382512812908,1,13.0,34.999999999999986,9,35.0,0,5.249000000000001,41373,0,24,0.0,406.4897991582487,False,0.270978384066371,0,0.2,34575,20,660,1.0,11378.469476851838,False,0.23087046767014915,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38578,1116,65,1.0,20976.080524191402,False,0.0368328352407012,0,2.576000000000001,60567,0,51,0.0,1784.9999999999993,False,-0.05902931945188701,0,3.746000000000001,56675,0,152,0.1,5319.999999999998,False,-0.09155630406491617,0.35000000000000003,279299,0.0,0.0,6,0,0,0,0,0.0,0,0,5,0.0,24.0,0,8,5,328,0.15908092400059104,289.9018352407729
128,5,0,0,0,10.000000000000002,0,,16.937074964927028,0,,31.912382512812908,0,,34.999999999999986,1,35.0,0,5.249000000000001,41373,0,24,0.0,406.4897991582487,False,0.270978384066371,0,0.2,34575,10,670,1.0,11447.840226501108,False,0.2319307933862361,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38578,1106,75,1.0,21125.833599670263,False,0.03841507934482457,0,2.5760000000000005,60602,0,50,0.0,1749.9999999999993,False,-0.05876138712393784,0,3.746000000000001,56675,0,152,0.0,5319.999999999998,False,-0.09155630406491617,0.3333333333333333,279334,0.0,0.0,1,0,0,0,0,0.0,0,0,0,0.0,20.0,0,5,0,35,0.1484423279762268,290.05027756874915
129,0,0,0,0,10.000000000000002,0,,16.937074964927028,0,,31.912382512812908,0,,34.999999999999986,0,,0,5.2490000000000006,41373,0,24,0.0,406.4897991582487,False,0.270978384066371,0,0.2,34575,0,680,1.0,11517.21097615038,False,0.23299111910232304,0,0.2,47531,0,0,0.0,0.0,False,0.004395325740126366,0,0.8030000000000002,38578,1096,85,1.0,21275.58667514912,False,0.03999732344894794,0,2.576000000000001,60602,0,50,0.0,1749.9999999999993,False,-0.05876138712393784,0,3.746000000000001,56675,0,152,0.0,5319.999999999998,False,-0.09155630406491617,0.3333333333333333,279334,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.12351400702027604,290.1737915757694
