index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
12,14,0,0,0,10.000000000000002,20,10.0,13.434964701683556,10,20.0,26.62916335430212,3,23.333333333333332,30.0,20,30.0,0,0.29900000000000004,13384,5,23,1.0,359.0041881387218,False,0.039189556701605975,0,0.7940000000000003,10981,134,0,0.0,1340.0000000000002,False,-0.10733987128409439,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18869,53,34,1.0,1617.4446832355006,False,0.03977396785298554,9,0.9920000000000004,26205,61,0,0.0,1624.3789646124292,False,-0.06261919775497142,11,1.228,26751,27,0,0.0,718.9874105661572,False,-0.05938194069519537,0.3333333333333333,115546,0.0,0.0,9,0,0,5,6,6.0,15,20,15,105.0,31.0,8,6,15,470,0.5650932881981134,19.266602989286184
13,15,0,0,0,10.000000000000002,20,10.0,13.195044774213507,40,12.5,26.62916335430212,0,,29.999999999999996,20,30.0,2,0.31900000000000006,13550,10,10,1.0,231.95044774213505,False,0.04704070057240791,15,0.9440000000000002,10826,139,0,0.0,1390.0000000000002,False,-0.1173000306466442,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18369,83,44,1.0,2266.8719038490144,False,0.030511807235112716,6,1.0430000000000004,26157,61,0,0.0,1624.3789646124292,False,-0.0642845922452913,14,1.357,26561,27,0,0.0,718.9874105661572,False,-0.06597412721937829,0.3333333333333333,114819,0.0,0.0,6,0,0,6,8,7.08,14,20,11,102.0,50.0,8,7,11,200,0.6311667822301388,19.897769771516323
14,11,0,0,0,10.000000000000002,20,10.0,13.037691118226208,2,2.0,26.671774882804428,1,30.0,29.999999999999996,20,30.0,0,0.31700000000000006,13460,9,20,1.0,350.7538223645242,False,0.044696361567749164,2,0.9490000000000001,10686,150,0,0.0,1500.0000000000002,False,-0.12381244253754214,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18395,75,53,1.0,2391.4309026556,False,0.03517650997769089,8,1.1170000000000002,26102,61,0,0.0,1626.97826785107,False,-0.06614776441865472,12,1.463,26385,28,0,0.0,746.809696718524,False,-0.07159791657902771,0.3333333333333333,114384,0.0,0.0,7,0,0,4,7,7.0,13,17,15,49.0,24.0,6,5,15,230,0.6100498121231794,20.507819583639503
15,15,0,0,0,10.000000000000002,20,10.0,13.05480370177923,33,13.121212121212121,25.3849122435491,12,17.75,30.0,20,30.0,10,0.4170000000000001,13630,7,10,1.0,200.5480370177923,False,0.05196705627558205,3,0.9770000000000001,10526,162,0,0.0,1620.0000000000002,False,-0.13147410358565736,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18175,98,51,1.0,2574.0012871953686,False,0.028375199133298966,8,1.189,25920,64,0,0.0,1624.6343835871423,False,-0.07250304656881644,12,1.5710000000000004,26136,37,0,0.0,939.2417530113166,False,-0.07689886626515655,0.3333333333333333,113743,0.0,0.0,8,0,0,2,10,9.333333333333332,14,16,15,69.0,84.0,4,11,15,413,0.6586598325520754,21.166479416191578
16,15,0,0,0,10.000000000000002,20,10.0,13.167349565237187,28,13.75,22.473483996132316,19,11.0,30.000000000000004,20,30.0,12,0.5270000000000001,13700,5,10,1.0,181.67349565237186,False,0.05660716731736026,6,1.0340000000000003,10306,174,0,0.0,1740.0000000000002,False,-0.14373276126264173,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,17999,116,42,1.0,2471.298877405071,False,0.01636192542681818,13,1.3110000000000002,25753,64,0,0.0,1438.3029757524682,False,-0.08152968260786082,7,1.6290000000000002,25869,56,0,0.0,1258.5151037834098,False,-0.08062391395837541,0.3333333333333333,112983,0.0,0.0,9,0,0,4,10,9.538461538461538,13,17,13,60.0,45.0,6,9,13,493,0.6725834012031555,21.839062817394733
17,13,0,0,0,10.000000000000002,20,10.0,13.274541466786502,23,14.0,24.205165215640346,18,32.333333333333336,30.000000000000004,20,30.0,13,0.645,13671,8,10,1.0,212.74541466786502,False,0.05557559817146279,0,1.0280000000000002,10236,181,0,0.0,1810.0000000000002,False,-0.14641434262948208,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18259,129,34,1.0,2535.3914665472307,False,0.03179369792727168,9,1.3880000000000001,25552,67,0,0.0,1621.7460694479032,False,-0.08532117706182948,11,1.7320000000000002,25281,71,0,0.0,1718.5667303104644,False,-0.09304408558895177,0.3333333333333333,112355,0.0,0.0,8,0,0,5,7,6.565217391304348,15,20,8,105.0,22.0,8,5,8,782,0.5528017375618219,22.391864554956555
18,8,0,0,0,10.000000000000002,20,10.0,13.248210376932333,9,12.777777777777779,24.205165215640346,0,,30.000000000000004,20,30.0,0,0.6320000000000001,13674,4,17,1.0,265.2195764078497,False,0.05781564420808496,6,1.088,10039,195,0,0.0,1950.0000000000005,False,-0.15614465216058843,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18144,128,44,1.0,2760.798197735514,False,0.03167234340120253,8,1.4590000000000003,25484,67,0,0.0,1621.7460694479032,False,-0.087680485923116,12,1.8410000000000002,25135,71,0,0.0,1718.5667303104644,False,-0.09810966049700812,0.3333333333333333,111832,0.0,0.0,7,0,0,4,9,9.0,13,17,7,66.0,20.0,5,3,7,263,0.4575149230659008,22.849379478022456
19,7,0,0,0,10.000000000000002,20,10.0,13.649744668272936,41,15.146341463414634,25.678099087369837,12,37.0,30.000000000000007,20,30.0,18,0.812,13873,4,10,1.0,176.49744668272936,False,0.06966355526673038,6,1.1420000000000001,9849,205,0,0.0,2050.0000000000005,False,-0.16687097762794975,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,17967,159,42,1.0,3248.78956392493,False,0.03521240591611447,9,1.5410000000000001,24950,79,0,0.0,2028.5698279022172,False,-0.09915047831687221,11,1.9390000000000003,25012,71,0,0.0,1823.1450352032584,False,-0.10056302416204192,0.3333333333333333,111007,0.0,0.0,11,0,0,3,9,8.9,11,14,6,21.0,25.0,3,4,6,969,0.4252454899251461,23.274624967947602
20,6,0,0,0,10.000000000000002,20,10.0,13.81451764621225,4,21.0,25.72368124528521,1,30.0,30.000000000000007,20,30.0,0,0.794,13877,2,16,1.0,241.032282339396,False,0.07244224189164092,0,1.1360000000000001,9729,217,0,0.0,2170.0000000000005,False,-0.17146797425681887,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,17913,153,51,1.0,3425.52894338002,False,0.037028505769617456,12,1.6520000000000004,24803,79,0,0.0,2032.1708183775315,False,-0.10418827946746351,8,2.0080000000000005,24914,72,0,0.0,1852.105049660535,False,-0.10346081032439562,0.3333333333333333,110592,0.0,0.0,8,0,0,1,6,6.0,14,15,9,44.0,15.0,3,3,9,314,0.4533694703131914,23.727994438260794
21,9,0,0,0,10.000000000000002,20,10.0,13.906004669908274,18,14.722222222222221,26.612530729594937,28,29.321428571428573,30.00000000000001,20,30.0,0,0.794,14037,2,13,1.0,200.77806070880757,False,0.0831588285591789,5,1.1860000000000002,9549,227,0,0.0,2270.0000000000005,False,-0.1814281336193687,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18469,161,33,1.0,3117.080265931865,False,0.05825839540110608,11,1.7500000000000002,24413,88,0,0.0,2341.9027042043544,False,-0.11234642453326708,9,2.0900000000000003,24277,91,0,0.0,2421.740296393139,False,-0.11568003094176084,0.3333333333333333,110101,0.0,0.0,9,0,0,3,7,7.0,15,18,13,74.0,37.0,6,3,13,1281,0.6311792749911547,24.35917371325195
22,13,0,0,0,10.000000000000002,20,10.0,13.152967606617977,46,10.521739130434783,27.670747330666806,15,34.86666666666667,30.00000000000001,20,30.0,18,0.9740000000000002,14025,6,10,1.0,191.52967606617977,False,0.08188513929153311,15,1.3310000000000002,9229,233,0,0.0,2330.0000000000005,False,-0.20364695065890284,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18508,197,28,1.0,3365.915543762412,False,0.06689340934643102,7,1.8090000000000004,24033,96,0,0.0,2656.391743744013,False,-0.12007508598043143,13,2.2110000000000003,23911,98,0,0.0,2711.733238405347,False,-0.12334790718192103,0.3333333333333333,109062,0.0,0.0,8,0,0,5,10,9.580645161290322,16,21,13,117.0,41.0,9,4,13,723,0.656163714826107,25.015337428078055
23,13,0,0,0,10.000000000000002,20,10.0,13.242532583065682,22,14.0,28.245546750365243,6,38.333333333333336,30.00000000000001,20,30.0,12,1.0760000000000003,14039,5,10,1.0,182.42532583065682,False,0.08260899961042967,0,1.316,9119,244,0,0.0,2440.0000000000005,False,-0.20786086423536623,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18430,209,32,1.0,3671.5468058724155,False,0.07084667915118664,8,1.8820000000000001,23767,101,0,0.0,2852.8002217868893,False,-0.12589688047694655,12,2.3180000000000005,23731,99,0,0.0,2796.309128286159,False,-0.12812592588498098,0.3333333333333333,108442,0.0,0.0,8,0,0,7,7,6.545454545454545,16,23,9,151.0,17.0,11,2,9,430,0.646769056096673,25.66210648417473
24,9,0,0,0,10.000000000000002,20,10.0,13.241420242518975,34,13.235294117647058,28.684704067965463,19,31.0,30.000000000000007,20,30.0,22,1.2840000000000003,14033,3,10,1.0,162.41420242518976,False,0.08138270772391927,2,1.336,8967,256,0,0.0,2560.0000000000005,False,-0.21490959239963223,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18569,233,23,1.0,3744.9991100701272,False,0.08013207688428349,8,1.954,23699,101,0,0.0,2897.1551108645117,False,-0.12748672696439328,12,2.426000000000001,22992,118,0,0.0,3384.7950800199246,False,-0.14355709041669687,0.3333333333333333,107616,0.0,0.0,6,0,0,2,8,7.6875,15,17,14,46.0,21.0,5,4,14,789,1.3455996736884117,27.00770615786314
25,14,0,0,0,10.000000000000002,20,10.0,12.400694905753472,16,1.9375,28.709113344908747,9,29.0,30.000000000000004,20,30.0,0,1.2620000000000002,13933,3,20,1.0,278.0138981150694,False,0.07814947510400974,16,1.4940000000000002,8560,266,0,0.0,2660.0000000000005,False,-0.2422617223414036,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18799,239,24,1.0,3652.78480275289,False,0.08984900403574343,9,2.0360000000000005,23606,101,0,0.0,2899.6204478357836,False,-0.1306706604705471,11,2.5240000000000005,22609,127,0,0.0,3646.0573948034107,False,-0.152313208750201,0.3333333333333333,106863,0.0,0.0,7,0,0,5,10,10.0,16,21,11,136.0,30.0,9,5,11,461,0.6555107049643993,27.66321686282754
26,11,0,0,0,10.000000000000002,20,10.0,12.169928313728297,4,1.0,29.158775822631796,6,37.0,30.000000000000004,20,30.0,0,1.2620000000000002,13823,4,30,1.0,405.0978494118489,False,0.07459001874853853,4,1.518,8406,275,0,0.0,2750.0000000000005,False,-0.2506129328838492,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,19017,233,28,1.0,3652.0390201323835,False,0.10134845495726241,12,2.1470000000000002,23241,107,0,0.0,3119.989013021602,False,-0.1395116748833946,8,2.593000000000001,22537,127,0,0.0,3703.164529474238,False,-0.1538206139498605,0.3333333333333333,106380,0.0,0.0,7,0,0,4,7,7.0,16,20,13,94.0,9.0,8,3,13,422,0.5669534895569086,28.230170352384448
27,13,0,0,0,10.000000000000002,20,10.0,11.71969270087664,14,6.0,29.158775822631796,0,,30.000000000000004,20,30.0,0,1.2620000000000002,13833,1,30,1.0,361.5907810262992,False,0.07368950279751371,4,1.5540000000000003,8212,288,0,0.0,2880.0000000000005,False,-0.2604964756359179,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18933,237,38,1.0,3885.600651367772,False,0.10308059845093187,9,2.2250000000000005,23155,107,0,0.0,3119.989013021602,False,-0.1424955066785511,11,2.6950000000000007,22416,127,0,0.0,3703.164529474238,False,-0.15801879589420856,0.3333333333333333,105905,0.0,0.0,8,0,0,4,7,7.0,14,18,14,98.0,25.0,7,6,14,280,0.6488371789455414,28.87900753132999
28,14,0,0,0,10.000000000000002,20,10.0,11.298719231344057,9,3.2222222222222223,29.158775822631796,0,,30.0,20,30.0,0,1.2620000000000002,13753,0,39,0.9,440.6500500224182,False,0.07058880056782169,9,1.6400000000000003,7953,300,0,0.0,3000.0000000000005,False,-0.2757431811216672,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18904,236,48,1.0,4066.118978083524,False,0.10631754235359384,12,2.3360000000000007,23014,107,0,0.0,3119.989013021602,False,-0.14738760299386577,8,2.7640000000000002,22347,127,0,0.0,3703.164529474238,False,-0.1604128004740434,0.31666666666666665,105327,0.0,0.0,5,0,0,5,8,8.0,14,19,16,75.0,21.0,7,7,16,200,0.6196715366095304,29.49867906793952
29,16,0,0,0,10.000000000000002,20,10.0,11.43040692870107,22,12.409090909090908,29.158775822631796,0,,29.999999999999996,20,30.0,0,1.2620000000000002,13923,0,35,0.9,400.06424250453745,False,0.08205885084678735,9,1.721,7688,311,0,0.0,3110.0000000000005,False,-0.2918326693227092,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18631,248,58,1.0,4525.9499160305095,False,0.10404094890437288,7,2.3940000000000006,22956,107,0,0.0,3119.989013021602,False,-0.149399954669669,13,2.886000000000001,22180,127,0,0.0,3703.164529474238,False,-0.16620698547161472,0.31666666666666665,104734,0.0,0.0,7,0,0,8,8,8.0,14,22,12,118.0,18.0,10,6,12,460,0.7050011344254017,30.20368020236492
30,12,0,0,0,10.000000000000002,20,10.0,11.301579137893668,5,7.0,29.475877869593248,3,40.0,30.0,20,30.0,0,1.2620000000000002,13798,6,40,1.0,512.0631655157467,False,0.07677226346597259,0,1.7120000000000002,7648,315,0,0.0,3150.0000000000005,False,-0.2933650015323322,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18716,243,65,1.0,4662.215792031722,False,0.11213251762303107,8,2.4670000000000005,22767,110,0,0.0,3242.346565655257,False,-0.1538348038710836,12,2.993000000000001,22038,127,0,0.0,3743.4364894383425,False,-0.17043514521132572,0.3333333333333333,104323,0.0,0.0,8,0,0,3,6,6.0,17,20,13,97.0,26.0,8,4,13,355,0.6491191014647484,30.85279930382967
31,13,0,0,0,10.000000000000002,20,10.0,11.909466455093337,45,14.0,28.359673897812407,14,21.0,30.0,20,30.0,0,1.2620000000000002,14354,2,14,1.0,186.73253037130672,False,0.10690823361826952,9,1.802,7353,329,0,0.0,3290.0000000000005,False,-0.3106037388905915,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18380,278,61,1.0,5040.771782282504,False,0.10437970362701472,7,2.529000000000001,22514,115,0,0.0,3261.3624982484266,False,-0.16228293494121807,13,3.111000000000001,21780,136,0,0.0,3856.9156501024872,False,-0.17741802008704316,0.3333333333333333,103737,0.0,0.0,10,0,0,4,9,9.0,13,17,17,63.0,52.0,6,7,17,1110,0.6084111165255308,31.4612104203552
32,17,0,0,0,10.000000000000002,20,10.0,11.909466455093337,0,,28.359673897812407,0,,30.0,20,30.0,0,1.2620000000000002,14244,3,24,1.0,315.8271949222401,False,0.10342580427988966,0,1.7930000000000004,7263,338,0,0.0,3380.0000000000005,False,-0.31405148636224334,0,0.2,19356,0,0,0.0,0.0,False,0.022774108322324967,0,0.2,18380,268,71,1.0,5205.273856709695,False,0.1087258614718546,13,2.6520000000000006,22343,115,0,0.0,3261.3624982484266,False,-0.1682159028129827,7,3.168000000000001,21722,136,0,0.0,3856.9156501024872,False,-0.17943037176284635,0.3333333333333333,103308,0.0,0.0,6,0,0,5,6,6.0,17,22,17,123.0,49.0,10,7,17,200,0.7610589060932398,32.22226932644844
