index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
94,10,0,0,0,10.0,20,10.0,35.87471852658956,16,37.0625,4.262413835377038,12,5.166666666666667,41.000000000000014,16,41.0,0,0.2,65670,7,175,1.0,6348.075742153173,False,0.436015891847825,0,2.1530000000000005,35229,944,0,0.0,9440.0,False,-0.1667049081162262,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,12,9.437000000000003,6911.0,980,0,0.0,35157.22415605777,False,-0.6775815988463204,0,2.3150000000000004,109777,0,87,0.0,3567.0000000000014,False,0.1114371108343711,0,1.3880000000000003,115507,2,103,1.0,4231.524827670756,False,0.17183324945290532,0.3333333333333333,409502,0.0,0.0,17,0,0,7,2,2.0,12,19,13,52.0,32.0,4,6,13,1449,1.1673673830227926,125.20932282484137
95,13,0,0,0,10.0,20,10.0,36.17733197584232,20,37.95,4.262413835377038,0,,41.00000000000001,20,41.0,0,0.2,66329,7,165,1.0,6039.259776013983,False,0.44654116284614415,0,2.1530000000000005,35129,954,0,0.0,9540.0,False,-0.16774785674057696,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,9.425,6152.0,1000,0,0.0,36177.331975842324,False,-0.6808591027973937,0,2.3150000000000004,110146,0,78,0.0,3198.0000000000005,False,0.11327521793275218,0,1.3880000000000003,115958,0,94,0.2,3854.0000000000005,False,0.17444582814445828,0.19999999999999998,410122,0.0,0.0,16,0,0,8,0,0.0,15,23,14,98.0,9.0,10,3,14,1779,1.2108155940077268,126.42013841884909
96,14,0,0,0,10.0,20,10.0,36.17733197584232,0,,4.000850628721307,21,2.9523809523809526,41.00000000000001,17,41.0,0,0.2,66229,7,175,1.0,6401.033095772406,False,0.4482283754591311,0,2.1530000000000005,35029,964,0,0.0,9640.0,False,-0.16879080536492772,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,21,9.635000000000002,5283.0,1000,0,0.0,36177.331975842324,False,-0.6922999369645431,0,2.3150000000000004,110342,5,82,1.0,3382.004253143607,False,0.11614447946771417,0,1.3880000000000001,116397,0,89,0.6,3649.0000000000005,False,0.17779825653798256,0.43333333333333335,409688,0.0,0.0,12,0,0,5,3,3.0,16,21,12,78.0,29.0,7,7,12,897,1.1524962699622847,127.57263468881138
97,12,0,0,0,10.0,20,10.0,36.17733197584232,0,,4.000850628721307,0,,41.00000000000001,9,41.0,0,0.2,66149,5,185,1.0,6742.806415530829,False,0.4501241777969882,0,2.1530000000000005,34909,976,0,0.0,9760.0,False,-0.17004234371414864,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,9.614000000000003,5283.0,1000,0,0.0,36177.331975842324,False,-0.6922999369645431,0,2.3150000000000004,110547,0,82,0.5,3362.0000000000005,False,0.11808717310087173,0,1.3880000000000001,116561,0,85,0.0,3485.0000000000005,False,0.17861519302615192,0.25,409857,0.0,0.0,11,0,0,6,0,0.0,14,20,12,67.0,18.0,6,6,12,569,1.146964427025523,128.7195991158369
98,12,0,0,0,10.0,20,10.0,36.238982051156945,10,37.0,5.033644792603203,7,19.0,41.00000000000001,20,41.0,0,0.2,66409,6,185,1.0,6764.211679464035,False,0.45577075654934224,0,2.153000000000001,34819,985,0,0.0,9850.0,False,-0.17098099747606432,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,9.684000000000003,4801.0,1010,0,0.0,36601.37187166852,False,-0.6958543638970686,0,2.3150000000000004,110957,0,72,0.0,2952.0000000000005,False,0.12012951432129515,0,1.3880000000000003,116838,0,82,0.7,3362.0000000000005,False,0.18076214196762141,0.2833333333333333,410232,0.0,0.0,13,0,0,7,1,1.0,14,21,9,38.0,15.0,7,5,9,1390,1.1041229540132917,129.8237220698502
99,9,0,0,0,10.0,20,10.0,36.238982051156945,0,,4.990035071562089,1,1.0,41.00000000000001,20,41.0,0,0.2,66309,6,195,1.0,7126.601499975604,False,0.4574643989484533,0,2.1530000000000005,34719,995,0,0.0,9950.0,False,-0.1720239461004151,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,1,9.687000000000003,4767.0,1010,0,0.0,36601.37187166852,False,-0.6963019914709271,0,2.3150000000000004,111448,0,61,0.1,2501.0000000000005,False,0.12277459526774595,0,1.3880000000000003,117166,0,74,0.0,3034.0000000000005,False,0.18239601494396016,0.18333333333333335,410817,0.0,0.0,13,0,0,1,1,1.0,17,18,11,28.0,18.0,3,6,11,1020,1.0116072850069031,130.8353293548571
100,11,0,0,0,10.0,20,10.0,36.238982051156945,0,,4.9911981518731405,11,5.0,41.00000000000001,15,41.0,0,0.2,66219,5,205,1.0,7478.991320487174,False,0.45926233620999946,0,2.1530000000000005,34609,1006,0,0.0,10060.0,False,-0.17317118958720093,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,11,9.796000000000001,4395.0,1010,0,0.0,36601.37187166852,False,-0.7011995637496148,0,2.3150000000000004,111810,0,59,0.7,2419.0000000000005,False,0.12597260273972602,0,1.3880000000000003,117364,0,72,0.4,2952.0000000000005,False,0.18396014943960148,0.35000000000000003,410805,0.0,0.0,13,0,0,6,2,2.0,17,23,11,71.0,9.0,8,3,11,815,1.0995993269607425,131.93492868181784
101,11,0,0,0,10.0,20,10.0,36.238982051156945,0,,5.0965706354746665,11,5.909090909090909,41.00000000000001,20,41.0,0,0.2,66099,7,215,1.0,7861.381140998743,False,0.46074738888424044,0,2.1530000000000005,34529,1014,0,0.0,10140.0,False,-0.17400554848668154,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,11,9.895000000000003,4035.0,1010,0,0.0,36601.37187166852,False,-0.7059391498257641,0,2.3150000000000004,112327,0,50,0.4,2050.0000000000005,False,0.1292851805728518,0,1.3880000000000003,117602,0,72,0.7,2952.0000000000005,False,0.18633125778331258,0.3499999999999999,411000,0.0,0.0,15,0,0,7,2,2.0,13,20,12,66.0,12.0,7,4,12,1020,1.1742188719799742,133.1091475537978
102,12,0,0,0,10.0,20,10.0,35.96373047107826,26,34.69230769230769,4.346700263253076,25,1.76,41.00000000000001,20,41.0,0,0.2,66881,9,199,1.0,7246.782363744574,False,0.4706491558764374,0,2.1530000000000005,34449,1022,0,0.0,10220.0,False,-0.17483990738616215,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,25,10.134000000000002,1987.0,1036,0,0.0,37258.424768037075,False,-0.7285769078937998,0,2.3150000000000004,112715,5,50,1.0,2071.733501316266,False,0.13325894645736613,0,1.3880000000000003,117990,0,72,1.0,2952.0000000000005,False,0.19019676214196762,0.5,410430,0.0,0.0,16,0,0,5,4,4.0,16,21,10,61.0,18.0,6,6,10,1922,1.23791564500425,134.34706319880206
103,10,0,0,0,10.0,20,10.0,36.06175096133765,18,36.77777777777778,4.147723838178376,13,2.6153846153846154,41.00000000000001,11,41.0,0,0.2,67453,8,191,1.0,6967.7944336154915,False,0.4796707873596242,0,2.1530000000000005,34339,1033,0,0.0,10330.0,False,-0.175987150872948,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,13,10.239,849.0,1054,0,0.0,38009.085513249884,False,-0.7386178477457351,0,2.3150000000000004,112838,0,52,0.5,2132.0000000000005,False,0.13478455790784558,0,1.3880000000000003,118284,3,74,1.0,3046.4431715145356,False,0.19359622999509116,0.4166666666666667,410171,0.0,0.0,13,0,0,3,2,2.0,16,19,10,60.0,12.0,6,4,10,1313,1.1864885620307177,135.53355176083278
104,10,0,0,0,10.0,20,10.0,35.83691583806262,23,34.52173913043478,4.138219807457046,7,4.0,41.00000000000001,20,41.0,0,0.2,68147,8,178,1.0,6458.971019175147,False,0.4888401474643326,0,2.1530000000000005,34239,1043,0,0.0,10430.0,False,-0.17703009949729875,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,7,10.296000000000001,-162.0,1077,0,0.0,38596.358357593446,False,-0.7480623100374332,0,2.3150000000000004,113179,0,50,0.7,2050.0000000000005,False,0.1377733499377335,0,1.3880000000000001,118735,0,66,0.3,2706.0000000000005,False,0.19639352428393525,0.3333333333333333,410546,0.0,0.0,17,0,0,7,1,1.0,14,21,10,75.0,6.0,8,2,10,1814,1.2172573489951901,136.75080910982797
105,10,0,0,0,10.0,20,10.0,35.89626582231258,4,38.0,3.85419097932741,15,2.0,41.0,20,41.0,0,0.2,68169,11,184,1.0,6714.912911305514,False,0.49196838730215814,0,2.1530000000000005,34169,1050,0,0.0,10500.0,False,-0.1777601635343443,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,15,10.439000000000002,-1283.0,1081,0,0.0,38803.8633539199,False,-0.7614548991921645,0,2.3150000000000004,113548,0,41,0.0,1681.0,False,0.13961145703611458,0,1.3880000000000001,119156,5,65,1.0,2684.2709548966372,False,0.2004795564378413,0.3333333333333333,410167,0.0,0.0,14,0,0,9,3,4.144736842105264,12,21,10,63.0,9.0,7,3,10,1020,1.2039860590011813,137.95479516882915
106,10,0,0,0,10.0,20,10.0,35.89626582231258,0,,3.7847008767999113,9,3.0,40.99999999999999,20,41.0,0,0.2,68069,11,194,1.0,7073.87556952864,False,0.49362628615932747,0,2.153000000000001,34069,1060,0,0.0,10600.0,False,-0.17880311215869507,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,9,10.514,-1673.0,1081,0,0.0,38803.8633539199,False,-0.7665894507746597,0,2.3150000000000004,113849,0,42,0.9,1721.9999999999998,False,0.14281444582814445,0,1.3880000000000003,119648,0,58,0.5,2377.9999999999995,False,0.2038555417185554,0.39999999999999997,410370,0.0,0.0,15,0,0,5,1,1.0,15,20,14,63.0,12.0,6,4,14,1020,1.3501345129916444,139.3049296818208
107,14,0,0,0,10.0,20,10.0,35.89626582231258,0,,3.5646921568985857,14,2.0,40.99999999999999,20,41.0,0,0.2,67959,12,204,1.0,7442.838227751766,False,0.4951798901540618,0,2.1530000000000005,33979,1069,0,0.0,10690.0,False,-0.17974176592061075,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,14,10.645000000000001,-2338.0,1081,0,0.0,38803.8633539199,False,-0.7753445194986577,0,2.3150000000000004,114272,4,41,1.0,1695.258768627594,False,0.14689543595829438,0,1.3880000000000003,120017,0,49,0.0,2008.9999999999995,False,0.2056936488169365,0.3333333333333333,410297,0.0,0.0,14,0,0,4,2,2.0,16,20,15,51.0,30.0,7,7,15,1020,2.620471145026386,141.92540082684718
108,15,0,0,0,10.0,20,10.0,35.906267293389185,14,36.0,3.5646921568985857,0,,40.99999999999999,20,41.0,0,0.2,68353,13,200,1.0,7311.2534586778365,False,0.5020259637750344,0,2.1530000000000005,33889,1078,0,0.0,10780.0,False,-0.18068041968252643,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,10.631,-6664.0,1095,0,0.0,39317.362686261156,False,-0.8289183034502794,0,2.3150000000000004,114641,0,36,0.4,1475.9999999999998,False,0.14947945205479451,0,1.3880000000000003,120468,0,38,0.0,1557.9999999999998,False,0.20794022415940225,0.2333333333333333,407095,0.0,0.0,14,0,0,6,1,6.009920634920635,18,24,14,101.0,18.0,9,6,14,1020,1.2157011740491726,143.14110200089635
109,14,0,0,0,10.0,20,10.0,35.906267293389185,0,,4.029173032527945,18,6.666666666666667,40.99999999999999,20,41.0,0,0.2,68283,10,210,1.0,7640.316131611728,False,0.5039977903215591,0,2.1530000000000005,33759,1091,0,0.0,10910.0,False,-0.18203625289418243,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,18,10.811,-7843.0,1095,0,0.0,39317.362686261156,False,-0.8444404478496685,0,2.3150000000000004,115103,0,33,0.9,1352.9999999999998,False,0.1534694894146949,0,1.3880000000000003,120706,0,39,0.9,1598.9999999999998,False,0.21051556662515566,0.4666666666666666,406416,0.0,0.0,15,0,0,7,3,3.0,16,23,12,76.0,15.0,9,5,12,1020,1.1801088249776512,144.321210825874
110,12,0,0,0,10.0,20,10.0,35.906267293389185,0,,4.120106738443223,18,4.666666666666667,40.99999999999999,20,41.0,0,0.2,68193,9,220,1.0,7989.37880454562,False,0.5057610271432137,0,2.1530000000000005,33649,1102,0,0.0,11020.0,False,-0.18318349638096829,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,18,10.973,-9126.0,1095,0,0.0,39317.362686261156,False,-0.8613318060043896,0,2.3150000000000004,115554,0,22,0.0,901.9999999999999,False,0.15571606475716065,0,1.3880000000000003,120991,8,40,1.0,1672.9608539075455,False,0.21372334173802013,0.3333333333333333,405669,0.0,0.0,13,0,0,4,2,2.0,15,19,12,30.0,21.0,5,7,12,1020,1.117419992981013,145.43863081885502
111,12,0,0,0,10.0,20,10.0,35.906267293389185,0,,3.918024438872352,25,3.0,41.0,20,41.0,0,0.2,68113,7,230,1.0,8328.441477479513,False,0.5076285588273034,0,2.1530000000000005,33529,1114,0,0.0,11140.0,False,-0.18443503473018918,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,25,11.205000000000002,-10936.0,1095,0,0.0,39317.362686261156,False,-0.8851613915539184,0,2.3150000000000004,116113,5,18,1.0,757.5901221943618,False,0.16056582875314745,0,1.3880000000000003,121177,8,44,1.0,1835.3441955109788,False,0.21638527619183556,0.5,404404,0.0,0.0,14,0,0,7,3,3.0,14,21,11,76.0,12.0,8,4,11,1020,1.1388659779913723,146.5774967968464
112,11,0,0,0,10.0,20,10.0,35.906267293389185,0,,3.918024438872352,0,,41.0,20,41.0,0,0.2,68003,8,240,1.0,8697.504150413404,False,0.5091832059240881,0,2.1530000000000005,33439,1123,0,0.0,11230.0,False,-0.18537368849210487,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.180000000000001,-11810.0,1095,0,0.0,39317.362686261156,False,-0.8966680533054587,0,2.3150000000000004,116482,0,14,0.5,574.0,False,0.16332752179327523,0,1.3880000000000001,121628,0,41,0.8,1681.0,False,0.2201095890410959,0.3833333333333333,404150,0.0,0.0,12,0,0,5,0,0.0,17,22,10,66.0,9.0,8,3,10,1020,1.111303833022248,147.68880062986864
113,10,0,0,0,10.0,20,10.0,35.906267293389185,0,,4.369499098800875,10,10.0,41.0,20,41.0,0,0.2,67943,4,250,1.0,9016.566823347297,False,0.5112593273330479,0,2.1530000000000005,33299,1137,0,0.0,11370.0,False,-0.18683381656619594,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,10,11.280000000000001,-13004.0,1095,0,0.0,39317.362686261156,False,-0.9123876804580208,0,2.3150000000000004,116851,0,5,0.0,205.0,False,0.16516562889165629,0,1.3880000000000001,121979,0,40,1.0,1640.0,False,0.22340224159402242,0.3333333333333333,403476,0.0,0.0,14,0,0,4,1,1.0,17,21,12,46.0,21.0,6,4,12,1020,1.1340042980154976,148.82280492788414
114,12,0,0,0,10.0,20,10.0,35.90837071826904,3,36.0,4.153789890848608,14,2.2857142857142856,41.0,20,41.0,0,0.2,67961,3,257,1.0,9258.451274595143,False,0.5141575193946218,0,2.153000000000001,33189,1148,0,0.0,11480.0,False,-0.1879810600529818,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,14,11.410000000000002,-31653.0,1098,0,0.0,39427.3910486594,False,-1.1571871145883184,6,2.3750000000000004,116972,0,4,0.4,164.0,False,0.16616687422166873,0,1.3880000000000003,122328,0,41,1.0,1681.0,False,0.22708343711083437,0.39999999999999997,385205,0.0,0.0,11,0,0,7,6,135.53703703703704,15,22,11,76.0,21.0,8,4,11,692,1.1848388660000637,150.0076437938842
115,11,0,0,1,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.0,20,41.0,0,0.2,67871,2,267,1.0,9607.534981777833,False,0.5159209755926851,0,2.1530000000000005,33079,1159,0,0.0,11590.0,False,-0.18912830353976764,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,6,2.4290000000000007,117066,0,0,0.0,0.0,False,0.16628642590286427,0,1.3880000000000003,122738,0,31,0.0,1271.0,False,0.22912577833125777,0.16666666666666666,417162,0.0,0.125,12,0,0,7,6,405.4389293139293,14,21,6,95.0,12.0,7,4,6,733,1.1860836460255086,151.1937274399097
116,6,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.0,20,41.0,0,0.2,67811,0,275,0.8,9874.801947523985,False,0.5174568943860577,0,2.1530000000000005,32939,1173,0,0.0,11730.0,False,-0.1905884316138587,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,9,2.513000000000001,116964,0,0,0.0,0.0,False,0.16527023661270238,0,1.3880000000000003,123189,0,20,0.0,820.0,False,0.23137235367372352,0.13333333333333333,417311,0.0,0.125,11,0,0,3,4,119.88690476190476,15,18,4,24.0,9.0,3,3,4,651,1.0798218399868347,152.27354927989654
117,4,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.0,20,41.0,0,0.2,67701,1,285,1.0,10243.885654706677,False,0.5190117608592508,0,2.1530000000000005,32849,1182,0,0.0,11820.0,False,-0.1915270853757744,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,7,2.574000000000001,116876,0,0,0.0,0.0,False,0.16439352428393525,0,1.3880000000000003,123722,0,7,0.0,287.0,False,0.23402739726027397,0.16666666666666666,417556,0.0,0.125,11,0,0,3,4,4.0,14,17,3,24.0,3.0,3,1,3,733,1.0254651459981687,153.2990144258947
118,3,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.00000000000001,20,41.0,0,0.2,67611,0,295,1.0,10592.969361889367,False,0.520775217057314,0,2.1530000000000005,32739,1193,0,0.0,11930.0,False,-0.19267432886256022,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,11,2.677000000000001,116700,0,0,0.0,0.0,False,0.162640099626401,2,1.4080000000000004,123993,0,0,0.0,0.0,False,0.23529763387297634,0.16666666666666666,417451,0.0,0.125,9,0,0,2,6,218.97587719298247,15,17,4,21.0,3.0,2,1,4,405,0.9348495709709823,154.2338639968657
119,4,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.0,20,41.0,0,0.2,67501,1,305,1.0,10962.053069072057,False,0.5223300835305067,0,2.1530000000000005,32649,1202,0,0.0,12020.0,False,-0.1936129826244759,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,7,2.7360000000000007,116612,0,0,0.0,0.0,False,0.16176338729763387,13,1.5360000000000003,123759,0,0,0.0,0.0,False,0.23296637608966375,0.16666666666666666,416929,0.0,0.125,6,0,0,2,8,8.0,15,17,5,21.0,6.0,2,2,5,200,1.0291811249917373,155.26304512185743
120,5,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.0,20,41.0,0,0.2,67391,2,315,1.0,11331.136776254747,False,0.5238849500036998,0,2.1530000000000005,32559,1211,0,0.0,12110.0,False,-0.1945516363863916,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,7,2.7990000000000004,116524,0,0,0.0,0.0,False,0.16088667496886674,13,1.6530000000000002,123529,0,0,0.0,0.0,False,0.23067496886674968,0.16666666666666666,416411,0.0,0.125,6,0,0,3,8,8.0,13,16,7,24.0,6.0,3,2,7,200,1.1345682649989612,156.3976133868564
121,7,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.0,20,41.0,0,0.2,67291,2,325,1.0,11690.220483437439,False,0.525544111339328,0,2.1530000000000005,32459,1221,0,0.0,12210.0,False,-0.19559458501074237,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,12,2.9120000000000013,116334,0,0,0.0,0.0,False,0.15899377334993772,8,1.7200000000000002,123423,0,0,0.0,0.0,False,0.2296189290161893,0.16666666666666666,415915,0.0,0.125,8,0,0,4,8,139.5472972972973,15,19,9,27.0,9.0,4,3,9,200,1.2186002600356005,157.616213646892
122,9,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.0,20,41.0,0,0.2,67151,6,335,1.0,12089.304190620129,False,0.5267860932252157,0,2.153000000000001,32399,1227,0,0.0,12270.0,False,-0.19622035418535283,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,10,3.000000000000001,116180,0,0,0.0,0.0,False,0.15745952677459527,10,1.812,123269,0,0,0.0,0.0,False,0.22808468244084681,0.16666666666666666,415407,0.0,0.125,7,0,0,4,9,173.4341216216216,16,20,9,27.0,15.0,4,5,9,200,1.1760877689812332,158.79230141587323
123,9,0,0,0,10.000000000000002,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.00000000000001,20,41.0,0,0.2,67011,10,345,1.0,12488.387897802819,False,0.5280280751111033,0,2.1530000000000005,32339,1233,0,0.0,12330.000000000002,False,-0.1968461233599633,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,8,3.0700000000000007,116074,0,0,0.0,0.0,False,0.15640348692403486,12,1.9220000000000002,123073,0,0,0.0,0.0,False,0.22613200498132005,0.16666666666666666,414905,0.0,0.125,6,0,0,4,7,7.0,14,18,9,27.0,15.0,4,5,9,200,1.0828416289878078,159.87514304486103
124,9,0,0,0,10.000000000000002,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.00000000000001,20,41.0,0,0.2,66921,9,355,1.0,12837.471604985509,False,0.5297915313091666,0,2.1530000000000005,32229,1244,0,0.0,12440.000000000002,False,-0.19799336684674912,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,10,3.1620000000000013,115928,0,0,0.0,0.0,False,0.15494894146948943,10,2.0100000000000002,122919,0,0,0.0,0.0,False,0.2245977584059776,0.16666666666666666,414405,0.0,0.125,7,0,0,4,9,169.10690789473685,15,19,9,27.0,15.0,4,5,9,200,1.051128325983882,160.92627137084492
125,9,0,0,0,10.000000000000002,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.000000000000014,15,41.0,0,0.2,66791,12,365,1.0,13226.5553121682,False,0.5311378080574894,0,2.1530000000000005,32159,1251,0,0.0,12510.000000000002,False,-0.19872343088379466,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,8,3.2320000000000007,115822,0,0,0.0,0.0,False,0.15389290161892902,7,2.0700000000000003,122839,0,0,0.0,0.0,False,0.22380074719800747,0.16666666666666666,414019,0.0,0.125,8,0,0,3,5,5.0,15,18,8,24.0,18.0,3,6,8,200,1.018154081015382,161.9444254518603
126,8,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.000000000000014,0,,0,0.2,66691,12,375,1.0,13585.63901935089,False,0.5327969693931176,0,2.1530000000000005,32059,1261,0,0.0,12610.0,False,-0.19976637950814544,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,0,3.224000000000001,115822,0,0,0.0,0.0,False,0.15389290161892902,0,2.063,122839,0,0,0.0,0.0,False,0.22380074719800747,0.16666666666666666,413819,0.0,0.125,8,0,0,3,0,0.0,14,17,7,24.0,15.0,3,5,7,200,1.0809255299973302,163.02535098185763
127,7,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.000000000000014,0,,0,0.2,66601,11,385,1.0,13934.72272653358,False,0.5345604255911804,0,2.1530000000000005,31949,1272,0,0.0,12720.0,False,-0.20091362299493126,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,0,3.224000000000001,115822,0,0,0.0,0.0,False,0.15389290161892902,0,2.0630000000000006,122839,0,0,0.0,0.0,False,0.22380074719800747,0.16666666666666666,413619,0.0,0.125,7,0,0,6,0,0.0,12,18,7,27.0,9.0,4,3,7,200,1.0907282370026223,164.11607921886025
128,7,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.000000000000014,0,,0,0.2,66521,9,395,1.0,14273.80643371627,False,0.5364281766516787,0,2.1530000000000005,31829,1284,0,0.0,12840.0,False,-0.2021651613441522,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,0,3.2240000000000006,115822,0,0,0.0,0.0,False,0.15389290161892902,0,2.0630000000000006,122839,0,0,0.0,0.0,False,0.22380074719800747,0.16666666666666666,413419,0.0,0.125,7,0,0,6,0,0.0,11,17,7,24.0,12.0,3,4,7,200,0.9681469119968824,165.08422613085713
129,7,0,0,0,10.0,20,10.0,35.90837071826904,0,,4.153789890848608,0,,41.000000000000014,0,,0,0.2,66461,5,405,1.0,14592.89014089896,False,0.5385045174370472,0,2.1530000000000005,31689,1298,0,0.0,12980.0,False,-0.20362528941824326,0,0.2,76408,0,0,0.0,0.0,False,0.005950813628943072,0,11.396,-48672.5,1098,0,0.0,39427.3910486594,True,-1.3812576290967178,0,3.2240000000000006,115822,0,0,0.0,0.0,False,0.15389290161892902,0,2.0630000000000006,122839,0,0,0.0,0.0,False,0.22380074719800747,0.16666666666666666,413219,0.0,0.125,7,0,0,7,0,0.0,8,15,7,24.0,12.0,3,4,7,200,0.9843834129860625,166.0686095438432
