index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
160,0,0,0,0,10.0,14,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,68269,15,829,1.0,23439.23962332954,False,0.23393526798199388,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,186964,0,402,0.0,19697.999999999993,False,0.3251348276024589,11,13.594000000000003,90577,3125,0,0.0,35103.86995671208,False,-0.27197178229394753,0.16666666666666666,411315,0.0,0.25,10,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,581,0.4084363579750061,327.8174249584554
161,0,0,0,0,10.0,7,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,68199,12,839,1.0,23690.171343755712,False,0.2347909057120488,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,187405,0,393,0.0,19256.999999999993,False,0.3266194461463881,11,13.693000000000003,90371,3125,0,0.0,35103.86995671208,False,-0.2733587728610651,0.16666666666666666,411480,0.0,0.25,7,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,511,0.403600579011254,328.22102553746663
162,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.504000000000001,68099,12,849,1.0,23971.103064181883,False,0.23541514766276297,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,187993,0,381,0.0,18668.999999999996,False,0.3285989375382937,8,13.762000000000002,90240,3125,0,0.0,35103.86995671208,False,-0.27424079113432914,0.16666666666666666,411837,0.0,0.25,11,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,688,0.3973988450015895,328.6184243824682
163,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.5040000000000004,67999,12,859,1.0,24252.034784608055,False,0.23603938961347692,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,188385,0,373,0.0,18276.999999999996,False,0.32991859846623084,12,13.874000000000002,89983,3125,0,0.0,35103.86995671208,False,-0.27597116286126705,0.16666666666666666,411872,0.0,0.25,10,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,492,0.3999747160123661,329.0183990984806
164,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,20,49.0,0,2.5040000000000004,67919,10,869,1.0,24512.966505034223,False,0.23681789541708484,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,189022,0,360,0.0,17640.0,False,0.33206304747412857,7,13.932000000000002,89885,3125,0,0.0,35103.86995671208,False,-0.2766309933252356,0.16666666666666666,412331,0.0,0.25,11,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,717,0.3925180300138891,329.4109171284945
165,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.5040000000000004,67829,9,879,1.0,24783.898225460394,False,0.237519269294246,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,189512,0,350,0.0,17149.999999999996,False,0.33371262363404997,10,14.025000000000002,89690,3125,0,0.0,35103.86995671208,False,-0.27794392128925466,0.16666666666666666,412536,0.0,0.25,9,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,580,0.39367430499987677,329.80459143349435
166,0,0,0,0,10.000000000000002,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,20,49.0,0,2.504000000000001,67729,9,889,1.0,25064.829945886566,False,0.23814351124495994,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,190051,0,339,0.0,16611.0,False,0.3355271574099634,9,14.105000000000002,89529,3125,0,0.0,35103.86995671208,False,-0.27902792848006014,0.16666666666666666,412814,0.0,0.25,8,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,639,0.3857183600193821,330.19030979351373
167,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,13,49.0,0,2.5040000000000004,67619,10,899,1.0,25355.761666312737,False,0.23869062126922688,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,190051,0,339,0.0,16611.0,False,0.3355271574099634,13,14.226,89232,3125,0,0.0,35103.86995671208,False,-0.2810276187637199,0.16666666666666666,412407,0.0,0.25,5,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,110,0.4204123640083708,330.6107221575221
168,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,18,49.0,0,2.5040000000000004,67519,10,909,1.0,25636.693386738905,False,0.23931486321994105,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,190492,0,330,0.0,16170.0,False,0.33701177595389264,9,14.303000000000004,89071,3125,0,0.0,35103.86995671208,False,-0.2821116259545253,0.16666666666666666,412587,0.0,0.25,9,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,541,0.3854648800333962,330.9961870375555
169,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,20,49.0,0,2.5040000000000004,67429,9,919,1.0,25907.625107165077,False,0.240016237097102,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,191031,0,319,0.0,15631.000000000002,False,0.33882630972980615,9,14.384000000000002,88916,3125,0,0.0,35103.86995671208,False,-0.2831552353618225,0.16666666666666666,412881,0.0,0.25,9,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,629,0.3801859469967894,331.3763729845523
170,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,20,49.0,0,2.504000000000001,67329,9,929,1.0,26188.55682759125,False,0.2406404790478159,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,191521,0,309,0.0,15141.000000000002,False,0.3404758858897275,10,14.475000000000001,88729,3125,0,0.0,35103.86995671208,False,-0.2844142996144972,0.16666666666666666,413084,0.0,0.25,10,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,590,0.38525368698174134,331.76162667153403
171,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,20,49.0,0,2.5040000000000004,67219,10,939,1.0,26479.48854801742,False,0.24118758907208307,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,192109,0,297,0.0,14553.000000000004,False,0.34245537728163317,8,14.545000000000002,88600,3125,0,0.0,35103.86995671208,False,-0.2852828519599252,0.16666666666666666,413433,0.0,0.25,13,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,698,0.3750358970137313,332.13666256854776
172,0,0,0,0,9.999999999999998,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,20,49.0,0,2.5040000000000004,67109,11,949,1.0,26770.420268443588,False,0.24173469909635,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,192452,0,290,0.0,14210.000000000004,False,0.3436100805935781,13,14.667,88307,3125,0,0.0,35103.86995671208,False,-0.28725561038791275,0.16666666666666666,413373,0.0,0.25,8,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,453,0.37232213903917,332.50898470758693
173,0,0,0,0,9.999999999999998,15,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,20,49.0,0,2.5040000000000004,66959,16,959,1.0,27101.35198886976,False,0.241973281414829,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,192942,0,280,0.0,13720.000000000004,False,0.34525965675349946,10,14.754000000000003,88125,3125,0,0.0,35103.86995671208,False,-0.2884810098209972,0.16666666666666666,413531,0.0,0.25,12,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,640,0.3700446659931913,332.8790293735801
174,0,0,0,0,9.999999999999998,13,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,20,49.0,0,2.504000000000001,66829,19,969,1.0,27412.28370929593,False,0.24236612758620216,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,193481,0,269,0.0,13181.000000000004,False,0.34707419052941296,9,14.834000000000003,87974,3125,0,0.0,35103.86995671208,False,-0.2894976873726222,0.16666666666666666,413789,0.0,0.25,12,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,669,0.3658974450081587,333.2449268185883
175,0,0,0,0,10.0,13,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,20,49.0,0,2.5040000000000004,66699,22,979,1.0,27723.215429722102,False,0.2427589737575751,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,194020,0,258,0.0,12642.000000000005,False,0.34888872430532647,9,14.915000000000003,87829,3125,0,0.0,35103.86995671208,False,-0.2904739671407389,0.16666666666666666,414053,0.0,0.25,11,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,669,0.3668410879909061,333.6117679065792
176,0,0,0,0,10.0,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,20,49.0,0,2.5040000000000004,66619,20,989,1.0,27984.14715014827,False,0.24353747956118305,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,194314,0,252,0.0,12348.000000000005,False,0.34987847000127925,14,15.046000000000001,87495,3125,0,0.0,35103.86995671208,False,-0.2927227770893664,0.16666666666666666,413933,0.0,0.25,6,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,374,0.36186678003286943,333.97363468661206
177,0,0,0,0,9.999999999999998,12,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,20,49.0,0,2.5040000000000004,66499,22,999,1.0,28285.07887057444,False,0.24400745765900322,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,194804,0,242,0.0,11858.000000000005,False,0.35152804616120065,10,15.132000000000003,87313,3125,0,0.0,35103.86995671208,False,-0.29394817652245087,0.16666666666666666,414121,0.0,0.25,11,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,610,0.36511227901792154,334.33874696563
178,0,0,0,0,9.999999999999998,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000003,16,49.0,0,2.504000000000001,66409,21,1009,1.0,28556.010591000613,False,0.24470883153616416,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000007,False,0.3528477070891377,8,15.202,87177,3125,0,0.0,35103.86995671208,False,-0.29486385961530515,0.16666666666666666,414287,0.0,0.25,9,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,482,0.3570207380107604,334.69576770364074
179,0,0,0,0,9.999999999999998,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000003,8,49.0,0,2.5040000000000004,66329,19,1019,1.0,28816.942311426785,False,0.2454873373397723,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000007,False,0.3528477070891377,8,15.274000000000003,87050,3125,0,0.0,35103.86995671208,False,-0.29571894603289706,0.16666666666666666,414080,0.0,0.25,4,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,80,0.3546252019586973,335.05039290559944
180,0,0,0,0,10.0,6,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,12,49.0,0,2.5040000000000004,66269,15,1029,1.0,29057.874031852953,False,0.24642010699627423,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000005,False,0.3528477070891377,12,15.386000000000001,86794,3125,0,0.0,35103.86995671208,False,-0.2974425847959169,0.16666666666666666,413764,0.0,0.25,4,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,60,0.35195233195554465,335.402345237555
181,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,10,49.0,0,2.5040000000000004,66159,16,1039,1.0,29348.805752279124,False,0.24696721702054117,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000005,False,0.3528477070891377,10,15.474000000000004,86604,3125,0,0.0,35103.86995671208,False,-0.29872184794034573,0.16666666666666666,413464,0.0,0.25,4,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,110,0.3490597389754839,335.75140497653047
182,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,9,49.0,0,2.504000000000001,66049,17,1049,1.0,29639.737472705296,False,0.24751432704480833,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000005,False,0.3528477070891377,9,15.554000000000004,86451,3125,0,0.0,35103.86995671208,False,-0.2997519914198068,0.16666666666666666,413201,0.0,0.25,3,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,110,0.3445204910240136,336.0959254675545
183,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,9,49.0,0,2.5040000000000004,65939,18,1059,1.0,29930.669193131467,False,0.24806143706907527,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000004,False,0.3528477070891377,9,15.635000000000002,86302,3125,0,0.0,35103.86995671208,False,-0.3007552030435957,0.16666666666666666,412942,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,110,0.3385314979823306,336.4344569655368
184,0,0,0,0,10.0,7,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,11,49.0,0,2.5040000000000004,65869,15,1069,1.0,30181.600913557635,False,0.2489170747991302,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000004,False,0.3528477070891377,11,15.736,86086,3125,0,0.0,35103.86995671208,False,-0.30220952324989375,0.16666666666666666,412656,0.0,0.25,3,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,70,0.1768836280098185,336.61134059354663
185,0,0,0,0,10.0,13,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,14,49.0,0,2.5040000000000004,65739,18,1079,1.0,30492.532633983807,False,0.24930992097050336,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000005,False,0.3528477070891377,14,15.865000000000002,85767,3125,0,0.0,35103.86995671208,False,-0.3043573387397505,0.16666666666666666,412207,0.0,0.25,6,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,130,0.17962579400045797,336.7909663875471
186,0,0,0,0,10.0,7,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,15,49.0,0,2.504000000000001,65669,15,1089,1.0,30743.464354409978,False,0.2501655587005583,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000004,False,0.3528477070891377,15,16.001,85395,3125,0,0.0,35103.86995671208,False,-0.30686200131726377,0.16666666666666666,411765,0.0,0.25,4,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,70,0.17806874099187553,336.96903512853896
187,0,0,0,0,10.0,0,,28.09317204261706,0,,11.233238386147864,0,,49.00000000000002,11,49.0,0,2.5040000000000004,65669,5,1099,1.0,30924.39607483615,False,0.2515611199157422,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000005,False,0.3528477070891377,11,16.096000000000004,85173,3125,0,0.0,35103.86995671208,False,-0.3083567193070701,0.16666666666666666,411543,0.0,0.25,0,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,0,0.17272696300642565,337.1417620915454
188,0,0,0,0,10.0,0,,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,10,49.0,0,2.5040000000000004,65669,0,1104,0.5,31014.861935049234,False,0.2522589005233342,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000004,False,0.3528477070891377,10,16.185000000000002,84988,3125,0,0.0,35103.86995671208,False,-0.30960231763190865,0.08333333333333333,411358,0.0,0.25,0,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,0,0.17192358803004026,337.3136856795754
189,0,0,0,0,10.0,0,,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,6,49.0,0,2.5040000000000004,65669,0,1104,0.0,31014.861935049234,False,0.2522589005233342,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,195196,0,234,0.0,11466.000000000002,False,0.3528477070891377,6,16.235000000000003,84904,3125,0,0.0,35103.86995671208,False,-0.31016788660102457,0.0,411274,0.0,0.25,0,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,0,0.17022155597805977,337.4839072355535
