index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
57,10,0,0,0,9.999999999999996,8,10.0,21.038334579056432,7,29.0,9.476852505109175,22,8.636363636363637,48.99999999999999,20,49.0,0,1.6940000000000004,72831,24,18,1.0,618.6900224230156,False,0.1282911423425199,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,12,13.307000000000002,18267.0,223,0,0.0,4691.548611129584,False,-0.807969235375441,10,13.107,35680,532,0,0.0,11192.393996058021,False,-0.615466625073094,0,0.37100000000000005,164302,500,20,1.0,5718.426252554587,False,0.12549041647608308,14,4.885000000000001,122356,1828,0,0.0,17323.68637933957,False,-0.11786158918369688,0.3333333333333333,478941,0.0,0.0,8,0,0,6,10,10.0,23,29,14,133.0,6.0,8,2,14,577,1.6443163399817422,244.6340671412181
58,14,0,0,0,9.999999999999998,11,10.0,20.70558269584624,29,19.24137931034483,9.435371408640671,17,8.470588235294118,48.99999999999999,20,49.0,11,1.804,73015,25,10,1.0,457.0558269584623,False,0.12988288154818026,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,13,13.425000000000002,17403.0,233,0,0.0,4824.400768132174,False,-0.8153995175742159,4,13.137,35429,551,0,0.0,11408.776065411277,False,-0.6167970483533259,0,0.37100000000000005,164711,498,21,1.0,5727.814961503054,False,0.12827580563785754,11,4.981000000000002,122048,1837,0,0.0,17332.777277672914,False,-0.11990473772522463,0.3333333333333333,478111,0.0,0.0,12,0,0,16,10,9.578947368421053,15,31,9,159.0,17.0,11,3,9,938,2.615291930967942,247.24935907218605
59,9,0,0,0,9.999999999999998,10,10.0,20.70061196442659,1,20.0,9.201901176551607,28,6.107142857142857,48.99999999999999,20,49.0,0,1.7930000000000004,72935,25,19,1.0,643.3116273241051,False,0.13008539759444124,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,24,13.652000000000003,16297.0,234,0,0.0,4843.943199675822,False,-0.8256120997583597,4,13.173000000000002,35337,551,0,0.0,11406.03719239905,False,-0.6176668878042918,0,0.37100000000000005,165342,490,18,1.0,5390.931576510287,False,0.13139019403227215,7,5.040000000000002,121784,1863,0,0.0,17143.141891915642,False,-0.12232064430453317,0.3333333333333333,477200,0.0,0.0,11,0,0,6,8,8.0,19,25,12,67.0,16.0,5,4,12,757,1.4355656179832295,248.68492469016928
60,12,0,0,0,9.999999999999998,9,10.0,22.806283244118738,31,31.483870967741936,9.220046324098963,34,9.411764705882353,48.99999999999999,20,49.0,12,1.913,73533,24,10,1.0,468.0628324411873,False,0.1379586482818183,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,15,13.778000000000002,15470.0,241,0,0.0,5496.314261832616,False,-0.83027773981129,19,13.359000000000004,34010,575,0,0.0,13113.612865368274,False,-0.6220753818887086,0,0.37100000000000005,165789,496,17,1.0,5406.142976753085,False,0.1344510378081276,9,5.123000000000001,121409,1881,0,0.0,17342.90713563015,False,-0.12417299968479581,0.3333333333333333,475716,0.0,0.0,13,0,0,5,11,10.8,24,29,13,157.0,30.0,10,2,13,1170,1.8661944569903426,250.55111914715962
61,13,0,0,0,9.999999999999998,8,10.0,21.74952625681195,28,16.357142857142858,9.19328560949284,49,9.0,49.0,20,49.0,18,2.0810000000000004,73372,22,10,1.0,437.4952625681195,False,0.13523922669511385,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,24,14.003000000000002,14053.0,254,0,0.0,5524.379669230236,False,-0.8433479301048517,25,13.59,33003,590,0,0.0,12832.22049151905,False,-0.6327674397875972,0,0.37100000000000005,166106,503,15,1.0,5359.222661574899,False,0.1364274309755893,8,5.194000000000002,121108,1913,0,0.0,17586.755370959803,False,-0.12537871113915078,0.3333333333333333,473147,0.0,0.0,11,0,0,6,13,12.75,27,33,15,170.0,32.0,11,2,15,740,1.8193099470227025,252.37042909418233
62,15,0,0,0,9.999999999999998,11,10.0,21.586290153051504,7,18.0,9.605953596033242,60,12.1,49.0,20,49.0,0,2.063,73388,23,13,1.0,510.62177198966947,False,0.13605008771434718,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,12,14.099,13440.0,261,0,0.0,5634.021729946442,False,-0.8485479838554401,48,14.045000000000002,30442,590,0,0.0,12735.911190300387,False,-0.6570745978223587,0,0.37100000000000005,166564,511,12,1.0,5496.642287572987,False,0.13997374914179272,7,5.256000000000001,120461,1955,0,0.0,18779.63928024499,False,-0.12571911663430918,0.3333333333333333,469800,0.0,0.0,14,0,0,8,12,12.0,22,30,13,209.0,18.0,13,2,13,873,1.7209112690179609,254.0913403632003
63,13,0,0,0,9.999999999999998,13,10.0,21.644032708867453,1,30.0,9.818191791327214,26,12.923076923076923,49.00000000000001,15,49.0,0,2.0630000000000006,73288,26,22,1.0,736.168719595084,False,0.13624713624271176,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,1,14.097000000000003,13404.0,261,0,0.0,5649.092537014405,False,-0.8488131630177919,25,14.247,29507,591,0,0.0,12791.623330940665,False,-0.6655256456948385,0,0.37100000000000005,167053,502,12,1.0,5516.732279246262,False,0.1433338010922425,5,5.299000000000001,120059,1980,0,0.0,19440.019746827886,False,-0.1262026092025212,0.3333333333333333,468816,0.0,0.0,11,0,0,6,7,7.0,21,27,14,136.0,33.0,9,4,14,650,1.6494467050069943,255.74078706820728
64,14,0,0,0,9.999999999999998,9,10.0,19.87824428122132,20,8.3,9.89671601290828,36,10.694444444444445,49.00000000000001,16,49.0,0,2.0630000000000006,73364,25,12,1.0,488.5389313746558,False,0.1355095252635956,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,14,14.236000000000004,12914.0,261,0,0.0,5188.221757398765,False,-0.8555248145750516,22,14.442,28551,611,0,0.0,12145.607255826228,False,-0.6774410185491739,0,0.37100000000000005,167241,514,12,1.0,5674.912030634856,False,0.14513210758816775,6,5.354000000000001,119889,1994,0,0.0,19734.051729739112,False,-0.12635735970274262,0.3333333333333333,467464,0.0,0.0,12,0,0,10,10,10.0,23,33,14,171.0,18.0,12,2,14,746,1.6477921979967505,257.38857926620403
65,14,0,0,0,10.0,11,10.0,18.783129036290465,14,8.142857142857142,9.906003240460322,57,9.964912280701755,49.0,20,49.0,2,2.0830000000000006,73319,26,10,1.0,447.8312903629046,False,0.1345013520483378,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,22,14.442000000000002,11874.0,262,0,0.0,4921.1798075081015,False,-0.8664574589042952,35,14.770000000000001,26935,624,0,0.0,11720.67251864525,False,-0.6944752120874352,0,0.37100000000000005,167620,510,13,1.0,5689.061652634764,False,0.14773153536029693,11,5.458000000000001,119178,2045,0,0.0,20257.776626741357,False,-0.12938138663122423,0.3333333333333333,464431,0.0,0.0,11,0,0,7,15,14.076923076923077,22,29,14,161.0,27.0,10,4,14,551,1.5835657010320574,258.9721449672361
66,14,0,0,0,10.0,12,10.0,18.783129036290465,0,,9.844930349363135,58,9.448275862068966,49.0,20,49.0,0,2.081000000000001,73199,28,20,1.0,655.6625807258092,False,0.13425322859377542,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,19,14.610000000000005,11034.0,262,0,0.0,4921.1798075081015,False,-0.8742829868945319,39,15.125000000000002,25012,624,0,0.0,11720.67251864525,False,-0.7123900815222272,0,0.37100000000000005,168003,513,12,1.0,5638.449269223289,False,0.1501398748652507,9,5.537000000000002,118625,2090,0,0.0,20575.904430168954,False,-0.13203374416700125,0.3333333333333333,461378,0.0,0.0,11,0,0,7,15,15.0,25,32,14,180.0,23.0,11,3,14,659,1.557619747996796,260.5297647152329
67,14,0,0,0,9.999999999999998,10,10.0,20.80707647849549,17,36.88235294117647,10.039239523837129,25,13.08,49.0,20,49.0,0,2.0810000000000004,73726,28,13,1.0,550.4919942204413,False,0.14157173264701686,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,4,14.631000000000004,10391.0,275,0,0.0,5721.94603158626,False,-0.8765432312369632,21,15.296000000000003,24204,628,0,0.0,13066.844028495167,False,-0.7136469567616514,0,0.37100000000000005,168248,517,13,1.0,5827.286833823796,False,0.15242516927958558,11,5.638000000000001,118269,2101,0,0.0,21092.442239581807,False,-0.132691764105284,0.3333333333333333,460343,0.0,0.0,13,0,0,10,10,10.0,23,33,14,181.0,3.0,13,1,14,1168,1.652356785023585,262.18212150025647
68,14,0,0,0,10.0,7,10.0,19.502208266324555,15,7.6,9.597995932578288,54,6.537037037037037,48.99999999999999,20,49.0,2,2.101000000000001,73721,25,10,1.0,445.02208266324556,False,0.1406810909745099,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,31,14.937000000000003,8737.0,275,0,0.0,5363.107273239252,False,-0.8936235582245402,23,15.505000000000003,23235,643,0,0.0,12539.919915246688,False,-0.7251287023819105,0,0.37100000000000005,168690,523,11,1.0,5558.751872738444,False,0.1544971212295012,8,5.707000000000002,117933,2139,0,0.0,20530.113299784956,False,-0.13684711021261034,0.3333333333333333,457821,0.0,0.0,10,0,0,8,15,14.071428571428571,24,32,13,144.0,12.0,10,4,13,658,1.7020820530015044,263.884203553258
69,13,0,0,0,10.0,6,10.0,19.722568386322493,4,27.25,9.43744078001906,73,8.58904109589041,48.99999999999999,20,49.0,0,2.0990000000000006,73770,21,16,1.0,525.5610941811599,False,0.14205819676494158,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,33,15.236,6831.0,279,0,0.0,5502.596579783975,False,-0.91073030538292,40,15.882000000000003,21302,643,0,0.0,12681.611472405362,False,-0.7424767261698448,0,0.37100000000000005,168820,546,11,1.0,5691.842665890406,False,0.1558204542929055,10,5.799000000000001,117473,2179,0,0.0,20564.18345966153,False,-0.13982957703634616,0.3333333333333333,453701,0.0,0.0,12,0,0,7,17,17.0,24,31,12,144.0,15.0,10,3,12,659,1.6825908710015938,265.56679442425957
70,12,0,0,0,10.0,11,10.0,21.120559262946657,17,31.529411764705884,9.61011504841566,70,10.62857142857143,48.99999999999999,17,49.0,1,2.1090000000000004,74172,22,10,1.0,431.20559262946654,False,0.14753182149072466,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,31,15.513000000000002,5228.0,280,0,0.0,5913.756593625064,False,-0.9237488164185863,39,16.232,19031,659,0,0.0,13918.448554281847,False,-0.7578723481508378,0,0.37100000000000005,169147,552,12,1.0,5892.783506725444,False,0.15869859720960877,8,5.869000000000001,116722,2233,0,0.0,21459.38690311217,False,-0.14187234669676693,0.3333333333333333,449805,0.0,0.0,12,0,0,6,14,14.0,21,27,14,128.0,20.0,8,4,14,1047,1.5782026770175435,267.1449971012771
71,14,0,0,0,10.0,10,10.0,22.841514317689178,15,37.666666666666664,9.278336663642767,33,4.909090909090909,49.0,18,49.0,5,2.1580000000000004,74513,22,10,1.0,448.4151431768918,False,0.1529249594531106,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,25,15.732000000000003,3477.0,295,0,0.0,6738.246723718307,False,-0.9362207976275687,8,16.273000000000003,18807,659,0,0.0,15052.557935357168,False,-0.7546764147187135,0,0.37100000000000005,169555,553,12,1.0,5718.9201749944505,False,0.16086033871856362,8,5.941000000000001,116511,2255,0,0.0,20922.64917651444,False,-0.14509991995679308,0.3333333333333333,448368,0.0,0.0,10,0,0,6,12,11.09090909090909,23,29,11,159.0,21.0,10,4,11,590,1.6176320859813131,268.7626291872584
72,11,0,0,0,10.0,10,10.0,23.19905747446825,8,29.0,9.383669476334678,20,11.6,49.0,16,49.0,0,2.1530000000000005,74645,22,12,1.0,498.388689693619,False,0.15534669790273367,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,6,15.767000000000003,3291.0,295,0,0.0,6843.721954968134,False,-0.9374622839596792,14,16.405,18176,667,0,0.0,15473.771335470323,False,-0.758592842737303,0,0.37100000000000005,169813,556,14,1.0,5903.320228842081,False,0.16321822286394055,8,6.013000000000001,116292,2262,0,0.0,21225.86035546904,False,-0.1455536840911204,0.3333333333333333,447722,0.0,0.0,8,0,0,6,6,6.0,24,30,11,116.0,9.0,8,3,11,724,1.473573601047974,270.2362027883064
73,11,0,0,0,10.0,15,10.0,22.933953098429917,17,21.0,9.302879844797427,53,8.69811320754717,49.00000000000001,20,49.0,5,2.2030000000000007,74728,27,10,1.0,499.3395309842992,False,0.15663442190380328,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,32,16.081000000000003,1518.0,296,0,0.0,6788.450117135256,False,-0.9542371967974248,21,16.601000000000003,17196,683,0,0.0,15663.889966227634,False,-0.7668370428530215,0,0.37100000000000005,170024,564,18,1.0,6128.824232465749,False,0.16539803341053494,14,6.145000000000001,115586,2297,0,0.0,21368.715003499692,False,-0.14982623902190334,0.3333333333333333,444557,0.0,0.0,11,0,0,5,19,18.4,25,30,12,139.0,14.0,9,2,12,474,1.4834059259737842,271.7196087142802
74,12,0,0,0,10.0,10,10.0,22.933953098429917,0,,10.124965897521658,114,13.043859649122806,49.00000000000001,20,49.0,0,2.1980000000000004,74628,27,20,1.0,728.6790619685984,False,0.15686072335839046,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,17,16.219000000000005,798.0,296,0,0.0,6788.450117135256,False,-0.9609447922176277,97,17.550000000000004,8260,683,0,0.0,15663.889966227634,False,-0.8500857549015398,0,0.37100000000000005,170232,584,14,1.0,6598.9800841526485,False,0.1683812610981217,6,6.191000000000002,114499,2381,0,0.0,24107.54380199907,False,-0.1479247530618185,0.3333333333333333,433922,0.0,0.0,13,0,0,9,21,21.0,21,30,12,160.0,21.0,10,2,12,786,1.5792880080407485,273.29889672232093
75,12,0,0,0,10.0,14,10.0,24.73779112333081,15,40.0,10.384620021120172,132,11.303030303030303,49.0,20,49.0,0,2.1980000000000004,75088,31,15,1.0,681.0668668499621,False,0.16358961855832682,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,52,16.722,-3243.0,311,0,0.0,7693.453039355882,False,-0.9943756205021573,80,18.253000000000004,2028,683,0,0.0,16895.911337234942,False,-0.902404899631851,0,0.37100000000000005,170412,610,12,1.0,6922.618212883305,False,0.17068271652499378,8,6.2650000000000015,113286,2477,0,0.0,25722.703792314667,False,-0.15065443132607523,0.3333333333333333,423076,0.0,0.0,13,0,0,8,22,22.0,21,29,12,157.0,15.0,10,2,12,1328,1.5428064680309035,274.84170319035184
76,12,0,0,0,10.0,12,10.0,26.409318321983196,33,32.878787878787875,10.506570070930078,117,11.068376068376068,48.99999999999999,20,49.0,18,2.3780000000000006,75604,33,10,1.0,594.093183219832,False,0.17087878859079847,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,46,17.130000000000006,-11780.0,325,0,0.0,8583.028454644538,False,-1.0697635178792608,71,18.883000000000003,-3567,702,0,0.0,18539.341462032204,False,-0.9468733221134878,0,0.37100000000000005,170371,646,11,1.0,7326.24426582083,False,0.1717654648297598,9,6.347000000000002,112419,2548,0,0.0,26770.74054072984,False,-0.1529637142370884,0.3333333333333333,408552,0.0,0.0,15,0,0,8,25,31.654135338345863,21,29,10,150.0,14.0,10,2,10,719,2.2090504380175844,277.0507536283694
77,10,0,0,0,10.0,5,10.0,27.607264483719245,16,38.4375,10.77027047785706,151,11.80132450331126,48.99999999999999,20,49.0,6,2.420000000000001,76020,28,10,1.0,556.0726448371925,False,0.17700290513418795,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,39,17.474000000000004,-31535.0,340,0,0.0,9386.469924464544,False,-1.2500606947742963,112,19.932000000000002,-20085,703,0,0.0,19407.90693205463,False,-1.0967109169280393,0,0.37100000000000005,170474,662,12,1.0,7717.919056341374,False,0.17377752622941026,11,6.448000000000002,110747,2673,0,0.0,28788.932987311924,False,-0.1574270214468065,0.3333333333333333,371126,0.0,0.0,8,0,0,6,31,182.48034188034188,24,30,9,115.0,15.0,8,2,9,491,1.2334650499979034,278.2842186783673
78,9,0,0,0,10.0,10,10.0,28.019540482147796,20,31.0,11.058295994921796,134,12.492537313432836,48.99999999999999,16,49.0,10,2.5140000000000007,76300,28,10,1.0,560.195404821478,False,0.1813540926572063,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,25,17.685000000000002,-35182.0,340,0,0.0,9526.643763930251,False,-1.283383591712718,109,20.91,-59998,723,0,0.0,20258.127768592858,False,-1.4645842326390064,0,0.37100000000000005,170797,662,13,1.0,7957.591948638229,False,0.17675912804292335,7,6.5070000000000014,109092,2797,0,0.0,30930.053897796264,False,-0.1613620318139404,0.3333333333333333,326514,0.0,0.0,11,0,0,6,22,57.48548387096774,22,28,11,124.0,3.0,8,1,11,541,1.205419145990163,279.4896378243575
79,11,0,0,0,10.0,9,10.0,28.019540482147796,0,,11.088994659295263,167,11.221556886227546,48.99999999999999,20,49.0,0,2.5040000000000004,76210,27,20,1.0,830.3908096429559,False,0.18204978719026105,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,50,18.160000000000004,-41301.0,340,0,0.0,9526.643763930251,False,-1.3403888366796926,117,21.971000000000004,-77336,723,0,0.0,20258.127768592858,False,-1.6261068567993924,0,0.37100000000000005,170883,688,14,1.0,8315.22832559514,False,0.17854213935079127,11,6.610000000000001,107356,2928,0,0.0,32468.57636241653,False,-0.16787104905497288,0.3333333333333333,301317,0.0,0.0,10,0,0,7,29,29.0,25,32,11,143.0,0.0,11,0,11,531,1.26193181599956,280.75156964035705
80,11,0,0,0,10.000000000000002,13,10.0,28.09317204261706,1,39.0,11.055854256236627,152,10.881578947368421,48.999999999999986,20,49.0,0,2.5040000000000004,76119,30,29,1.0,1114.7019892358949,False,0.18283893302816764,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,56,18.67,-102214.0,341,0,0.0,9579.771666532417,False,-1.9076132527807064,96,22.814000000000004,-92138,723,0,0.0,20311.363386812132,False,-1.7637558650151752,0,0.37100000000000005,171193,704,12,1.0,8371.321396390586,False,0.18081819447624461,8,6.679000000000002,105849,3054,0,0.0,33764.57889854666,False,-0.17365465652273834,0.3333333333333333,224314,0.0,0.0,14,0,0,6,26,1169.7179487179487,21,27,11,137.0,13.0,9,2,11,718,1.1668011189904064,281.91837075934745
81,11,0,32,2,10.000000000000002,4,10.0,28.09317204261706,0,,11.233238386147864,82,13.085365853658537,49.0,20,49.0,0,2.5040000000000004,76079,24,39,1.0,1335.6337096620653,False,0.1839259665375638,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,82,23.538000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,171529,705,12,1.0,8507.433062234244,False,0.1835386878201836,10,6.771000000000002,104742,3125,0,0.0,35103.86995671208,False,-0.17659934839482078,0.3333333333333333,417855,0.0,0.25,16,0,0,9,27,2769.3105413105413,17,26,2,154.0,0.0,11,0,2,1590,1.1315567690180615,283.0499275283655
82,2,13,0,0,10.000000000000002,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,18,49.0,0,2.504000000000001,75999,22,49,1.0,1596.5654300882359,False,0.1847044723411717,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,172068,695,11,1.0,8346.100678372764,False,0.1866246328123347,7,6.831000000000001,104639,3125,0,0.0,35103.86995671208,False,-0.17729284367837955,0.3333333333333333,418211,0.0,0.25,9,0,0,5,12,1383.1552706552707,14,19,0,36.0,0.0,2,0,0,619,0.8621492519741878,283.9120767803397
83,0,5,0,0,10.000000000000004,7,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,16,49.0,0,2.5040000000000004,75929,19,59,1.0,1847.4971505144065,False,0.18556011007122686,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,172509,685,12,1.0,8282.768294511287,False,0.18938066257250158,7,6.894,104538,3125,0,0.0,35103.86995671208,False,-0.17797287303410225,0.3333333333333333,418481,0.0,0.25,7,0,0,4,10,10.0,14,18,0,0.0,0.0,0,0,0,511,0.8307651709765196,284.7428419513162
84,0,0,0,0,10.000000000000004,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,20,49.0,0,2.5040000000000004,75829,19,69,1.0,2128.4288709405773,False,0.1861843520219408,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173048,675,11,1.0,8121.435910649808,False,0.19246660756465273,9,6.977000000000002,104379,3125,0,0.0,35103.86995671208,False,-0.17904341429707163,0.3333333333333333,418761,0.0,0.25,13,0,0,5,7,304.08364197530864,15,20,0,0.0,0.0,0,0,0,639,0.8145321399788372,285.55737409129506
85,0,1,0,0,10.000000000000004,12,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,17,49.0,0,2.5040000000000004,75709,21,79,1.0,2429.3605913667475,False,0.18665433011976074,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173489,665,12,1.0,8058.10352678833,False,0.19522263732481956,8,7.048000000000002,104242,3125,0,0.0,35103.86995671208,False,-0.17996583035384398,0.3333333333333333,418945,0.0,0.25,11,0,0,4,6,1342.8763888888889,17,21,0,0.0,0.0,0,0,0,561,0.8304393909638748,286.38781348225893
86,0,1,0,0,10.000000000000004,11,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,16,49.0,0,2.504000000000001,75599,22,89,1.0,2720.292311792918,False,0.18720144014402793,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,655,14,1.0,8043.771142926851,False,0.1978137094689941,8,7.120000000000003,104108,3125,0,0.0,35103.86995671208,False,-0.18086804751886218,0.3333333333333333,419093,0.0,0.25,11,0,0,5,5,5.0,16,21,0,0.0,0.0,0,0,0,502,0.7990078059956431,287.1868212882546
87,0,1,0,0,10.000000000000004,7,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,8,49.0,0,2.5040000000000004,75529,19,99,1.0,2971.2240322190887,False,0.18805707787408285,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,645,24,1.0,8421.438759065371,False,0.19908512068523174,8,7.192000000000002,103971,3125,0,0.0,35103.86995671208,False,-0.18179046357563453,0.3333333333333333,418886,0.0,0.25,4,0,0,2,6,501.13940329218104,16,18,0,0.0,0.0,0,0,0,70,0.8209167739842087,288.0077380622388
88,0,0,0,0,10.000000000000002,14,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,9,49.0,0,2.5040000000000004,75389,23,109,1.0,3292.1557526452593,False,0.1883727921190088,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,635,34,1.0,8799.106375203894,False,0.20035653190146938,9,7.274000000000003,103840,3125,0,0.0,35103.86995671208,False,-0.18267248184889862,0.3333333333333333,418615,0.0,0.25,6,0,0,4,3,3.0,16,20,0,0.0,0.0,0,0,0,140,0.8057291110162623,288.81346717325505
89,0,0,0,0,10.000000000000002,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.00000000000001,14,49.0,0,2.5040000000000004,75309,21,119,1.0,3553.08747307143,False,0.18915129792261695,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,625,44,1.0,9176.773991342416,False,0.20162794311770701,14,7.405000000000001,103507,3125,0,0.0,35103.86995671208,False,-0.18491455883360805,0.3333333333333333,418202,0.0,0.25,4,0,0,4,7,7.0,15,19,0,0.0,0.0,0,0,0,80,0.8152133300318383,289.6286805032869
90,0,1,0,0,10.000000000000002,9,10.0,28.09317204261706,0,,11.233238386147864,0,,49.000000000000014,8,49.0,0,2.504000000000001,75219,20,129,1.0,3824.0191934976006,False,0.18985267179977788,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,615,54,1.0,9554.441607480938,False,0.20289935433394465,8,7.471000000000001,103371,3125,0,0.0,35103.86995671208,False,-0.18583024192646236,0.3333333333333333,417976,0.0,0.25,3,0,0,6,5,5.0,14,20,0,0.0,0.0,0,0,0,90,0.7850584179977886,290.4137389212847
