index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,28,0,0,0,10.0,20,10.0,4.890464588266654,24,2.4166666666666665,32.14393476211026,0,,36.00000000000001,12,36.0,24,3.914000000000001,21594.0,379,0,0.0,3790.0,False,-0.3375169223826715,0,1.2170000000000003,30245,361,0,0.0,3610.0,False,-0.09606272563176896,0,0.2,57154,1,151,1.0,4858.624613666916,False,0.1055853692842013,0,0.3440000000000001,55572,33,103,1.0,3472.210611910157,False,0.06336825387258227,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.0460000000000003,73010,0,6,0.3,216.00000000000006,False,0.0043267447770009475,0.3833333333333333,310378,0.0,0.0,17,0,0,14,5,5.0,17,31,24,217.0,69.0,14,14,24,632,1.4697927520028315,52.120175945048686
37,24,0,0,0,10.0,20,10.0,4.711190393634859,18,3.277777777777778,32.14393476211026,0,,36.00000000000001,9,36.0,16,4.050000000000001,21069.0,390,0,0.0,3900.0,False,-0.35077278880866425,2,1.2370000000000003,30128,370,0,0.0,3700.0,False,-0.09809341155234658,0,0.2,57130,0,159,0.8,5110.885627175532,False,0.10748042999253647,0,0.3440000000000001,55537,34,113,1.0,3792.445101502045,False,0.06568984006737466,0,0.2,72803,0,0,0.0,0.0,False,0.0,3,1.076,73199,0,0,0.0,0.0,False,0.005439336291086906,0.3,309866,0.0,0.0,11,0,0,13,9,8.5,21,34,23,190.0,28.0,13,11,23,380,1.2691301959566772,53.38930614100536
38,23,0,0,0,10.0,20,10.0,4.7871148363644735,5,7.0,30.085518042039013,19,20.31578947368421,36.00000000000001,7,36.0,3,4.064,20915.0,400,0,0.0,4000.0,False,-0.3537060018050541,2,1.2550000000000003,30001,380,0,0.0,3800.0,False,-0.10026511732851985,0,0.2,57295,0,158,0.4,4753.511850642164,False,0.10722646587351008,0,0.3440000000000001,55723,25,109,1.0,3398.9993374913643,False,0.06549087393067153,0,0.2,72803,0,0,0.0,0.0,False,0.0,7,1.1430000000000002,72736,9,10,1.0,630.7696623783511,False,0.0034117389556636117,0.39999999999999997,309473,0.0,0.0,13,0,0,16,6,6.0,14,30,25,139.0,51.0,10,13,25,586,1.3741268329904415,54.763432973995805
39,25,0,0,0,10.0,20,10.0,4.705176048642402,3,1.0,30.908946053631407,10,39.0,36.00000000000001,11,36.0,3,4.091000000000001,20749.0,410,0,0.0,4100.0,False,-0.35697766245487367,0,1.2530000000000003,29901,390,0,0.0,3900.0,False,-0.10167531588447654,0,0.2,57482,0,156,0.3,4821.7955843664995,False,0.11132981634318462,0,0.3440000000000001,55923,15,114,1.0,3594.1974908436164,False,0.07101290975491817,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,1.1460000000000001,72699,9,10,1.0,638.1805144826827,False,0.002954414752707265,0.3833333333333333,309557,0.0,0.0,15,0,0,19,2,1.25,13,32,27,181.0,58.0,15,10,27,842,1.594183081004303,56.35761605500011
40,27,0,0,0,9.999999999999998,20,10.0,4.5482787537907,12,2.9166666666666665,31.56898083369159,10,38.0,36.00000000000001,11,36.0,11,4.198000000000001,20413.0,418,0,0.0,4179.999999999999,False,-0.36532603790613716,1,1.2630000000000001,29768,402,0,0.0,4019.999999999999,False,-0.10373420577617329,0,0.2,57668,0,155,0.4,4893.192029222197,False,0.11544349014920482,0,0.3440000000000001,56082,13,119,1.0,3815.8363430085783,False,0.07601948623205772,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,1.1550000000000002,72672,9,10,1.0,644.1208275032243,False,0.002624348086639365,0.39999999999999997,309406,0.0,0.0,17,0,0,13,4,3.5,22,35,34,207.0,68.0,14,13,34,904,1.282557295053266,57.640173350053374
41,34,0,0,0,9.999999999999998,20,10.0,5.0228732999900885,25,7.36,32.171750837680946,10,38.0,36.00000000000001,11,36.0,11,4.297000000000001,20075.0,426,0,0.0,4259.999999999999,False,-0.37373082129963897,14,1.4020000000000001,29466,414,0,0.0,4139.999999999999,False,-0.11055956678700361,0,0.2,58034,0,148,0.3,4761.41912397678,False,0.12101218269512537,0,0.3440000000000001,55912,25,129,1.0,4275.727690560594,False,0.07713179532184697,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,1.1640000000000001,72645,9,10,1.0,649.5457575391285,False,0.002290741848132177,0.3833333333333333,308935,0.0,0.0,15,0,0,21,6,6.0,20,41,30,291.0,64.0,19,15,30,940,1.9346396420150995,59.57481299206847
42,30,0,0,0,9.999999999999998,20,10.0,5.540319282464788,13,10.846153846153847,32.27927173070726,6,34.0,36.00000000000001,11,36.0,0,4.286000000000001,19965.0,437,0,0.0,4369.999999999999,False,-0.37528203971119134,13,1.518,29195,423,0,0.0,4229.999999999999,False,-0.1169336642599278,0,0.2,58214,0,144,0.1,4648.215129221845,False,0.12330186786059273,0,0.3440000000000001,55795,27,138,1.0,4604.1281194641515,False,0.07800760877538965,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,1.1730000000000003,72794,5,10,1.0,521.3963586535364,False,0.003457250104072117,0.35000000000000003,308766,0.0,0.0,15,0,0,13,4,4.0,22,35,30,239.0,89.0,15,15,30,764,1.1816491020144895,60.75646209408296
43,30,0,0,0,9.999999999999998,20,10.0,5.396300663768509,10,3.5,31.474457928871487,4,13.0,36.00000000000001,10,36.0,10,4.386000000000001,19615.0,450,0,0.0,4499.999999999999,False,-0.3833201714801444,0,1.5050000000000001,29125,430,0,0.0,4299.999999999999,False,-0.11792080324909747,0,0.2,58199,0,149,0.5,4689.6942314018515,False,0.12340836686955498,0,0.3440000000000001,55827,22,144,1.0,4651.040556360402,False,0.07903661473995138,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.1720000000000002,73102,0,9,0.9,324.00000000000006,False,0.0063321566418966255,0.39999999999999997,308671,0.0,0.0,18,0,0,16,2,2.0,20,36,28,226.0,84.0,17,13,28,612,1.3623889880254865,62.11885108210845
44,28,0,0,0,9.999999999999998,20,10.0,5.734399745043421,23,7.608695652173913,31.174447547182176,5,26.0,36.00000000000001,8,36.0,8,4.456000000000001,19335.0,459,0,0.0,4589.999999999999,False,-0.3899481046931408,15,1.6550000000000002,28820,441,0,0.0,4409.999999999999,False,-0.12497179602888087,0,0.2,58164,12,154,1.0,4869.6777192065765,False,0.12442875437632511,0,0.3440000000000001,55817,13,154,1.0,4875.41211895162,False,0.08093270108317978,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.1720000000000002,73260,0,6,0.5,216.00000000000006,False,0.007760669203192176,0.4166666666666667,308199,0.0,0.0,14,0,0,11,5,5.0,18,29,24,164.0,92.0,11,17,24,618,1.3255520919919945,63.444403174100444
45,24,0,0,0,10.0,20,10.0,5.535848859225627,11,3.090909090909091,29.478001539228647,9,14.0,36.00000000000001,9,36.0,11,4.558000000000001,19010.0,468,0,0.0,4680.0,False,-0.3978452166064982,0,1.6400000000000003,28710,452,0,0.0,4520.0,False,-0.1265230144404332,0,0.2,58148,4,164,1.0,4856.535647870401,False,0.12400994236608098,0,0.3440000000000001,55925,12,155,1.0,4635.520424891148,False,0.08071104248131619,0,0.2,72803,0,0,0.0,0.0,False,0.0,3,1.2020000000000002,73325,0,9,0.9,324.00000000000006,False,0.009395217230059202,0.48333333333333334,307921,0.0,0.0,14,0,0,11,4,3.5,20,31,22,125.0,51.0,10,14,22,506,1.3125351349590346,64.75693830905948
46,22,0,0,0,10.0,20,10.0,5.55680052492348,13,5.769230769230769,29.359962484433716,13,28.615384615384617,36.00000000000001,10,36.0,12,4.667000000000001,18669.0,480,0,0.0,4800.0,False,-0.4057705324909747,1,1.6500000000000001,28617,460,0,0.0,4600.0,False,-0.12801782490974728,0,0.2,58423,5,164,1.0,4842.817850071747,False,0.12898537704406646,0,0.3440000000000001,55947,4,162,1.0,4778.541124577956,False,0.08244615371734691,0,0.2,72803,0,0,0.0,0.0,False,0.0,1,1.209,73270,3,10,1.0,448.07988745330124,False,0.009491915768946967,0.5,307729,0.0,0.0,18,0,0,15,4,3.5,18,33,18,164.0,68.0,13,9,18,860,1.3768749510054477,66.13381326006493
47,18,0,0,0,10.0,20,10.0,5.495681564669148,8,4.5,28.084921069099025,12,19.0,36.00000000000001,7,36.0,8,4.735000000000001,18449.0,486,0,0.0,4860.0,False,-0.4111292870036101,0,1.649,28477,474,0,0.0,4740.0,False,-0.12999210288808663,0,0.2,58553,0,164,0.5,4605.92705533224,False,0.12919977599439855,0,0.3440000000000001,56009,2,165,1.0,4645.003339530677,False,0.08235766555518047,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73294,5,13,1.0,608.4246053454953,False,0.010922795800622907,0.4166666666666667,307585,0.0,0.0,16,0,0,12,2,2.0,18,30,23,118.0,55.0,10,8,23,680,1.089246738993097,67.22305999905802
48,23,0,0,0,10.0,20,10.0,5.347616081508536,7,2.7142857142857144,28.36448885133481,15,30.0,36.0,8,36.0,6,4.787000000000002,18225.0,495,0,0.0,4950.0,False,-0.416177797833935,1,1.659,28354,485,0,0.0,4850.0,False,-0.1319099729241877,0,0.2,58994,0,155,0.6,4396.495771956896,False,0.1354396282630109,0,0.3440000000000001,55999,0,168,0.3,4765.234127024248,False,0.08328757099274717,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73132,10,15,1.0,823.6448885133481,False,0.010175713147214696,0.31666666666666665,307507,0.0,0.0,15,0,0,13,3,3.0,20,33,24,218.0,70.0,15,8,24,938,1.3202741959830746,68.5433341950411
49,24,0,0,0,10.0,20,10.0,5.290631863811798,6,4.166666666666667,28.59274873031992,15,30.0,36.0,11,36.0,5,4.831000000000001,17995.0,508,0,0.0,5080.0,False,-0.42083145306859204,1,1.6680000000000004,28271,492,0,0.0,4920.0,False,-0.13326376353790614,0,0.2,59169,0,155,0.5,4431.876053199588,False,0.13901504883008547,0,0.3440000000000001,56249,0,159,0.1,4546.2470481208675,False,0.08589470847903134,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73078,15,14,1.0,932.8912309547989,False,0.010184272838720854,0.26666666666666666,307565,0.0,0.0,18,0,0,13,2,2.0,19,32,30,181.0,79.0,13,11,30,1046,1.2669943220098503,69.81032851705095
50,30,0,0,0,10.0,20,10.0,5.123299813585462,14,3.7857142857142856,29.055115938343544,5,38.0,36.0,10,36.0,13,4.956000000000001,17567.0,520,0,0.0,5200.0,False,-0.43121051444043323,1,1.6770000000000005,28178,500,0,0.0,5000.0,False,-0.13475857400722022,0,0.2,59336,0,159,0.9,4619.763434196623,False,0.143856933499681,0,0.3440000000000001,56219,0,164,0.5,4765.039013888341,False,0.08736792360685375,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73248,10,14,1.0,794.5511593834354,False,0.011569242746751082,0.39999999999999997,307351,0.0,0.0,17,0,0,12,4,4.0,20,32,30,233.0,163.0,16,14,30,750,1.1785748720285483,70.9889033890795
51,30,0,0,0,10.000000000000002,20,10.0,5.667317881888983,29,7.793103448275862,29.055115938343544,0,,36.0,12,36.0,7,5.013000000000001,17333.0,529,0,0.0,5290.000000000001,False,-0.43654106498194944,22,1.8960000000000001,27740,511,0,0.0,5110.000000000001,False,-0.14556069494584836,0,0.2,59299,0,167,0.8,4852.204361703371,False,0.14532689181993375,0,0.3440000000000001,56030,11,174,1.0,5117.930669972556,False,0.08713497736229711,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73680,0,12,1.0,432.0,False,0.01501311759130805,0.4666666666666666,306885,0.0,0.0,16,0,0,16,4,4.0,22,38,24,271.0,111.0,18,12,24,632,1.2696657449705526,72.25856913405005
52,24,0,0,0,10.000000000000002,20,10.0,5.094554014227637,25,2.16,28.275512951786393,5,14.0,36.0,8,36.0,25,5.256000000000001,16549.0,541,0,0.0,5410.000000000001,False,-0.45696074007220217,0,1.8740000000000003,27660,519,0,0.0,5190.000000000001,False,-0.14668885379061372,0,0.2,59284,0,170,0.3,4806.837201803687,False,0.14462766223631723,0,0.3440000000000001,56061,23,179,1.0,5178.491560697,False,0.08827205351990984,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73898,0,9,0.5,324.0,False,0.017265772014889498,0.3,306255,0.0,0.0,15,0,0,9,3,3.0,20,29,19,147.0,41.0,10,14,19,558,1.299214466009289,73.55778360005934
53,19,0,0,0,10.000000000000002,20,10.0,5.0138135024120585,9,3.7777777777777777,28.04068351705679,10,26.0,36.0,0,,8,5.311000000000001,16264.0,552,0,0.0,5520.000000000001,False,-0.46344765342960287,1,1.8840000000000003,27557,528,0,0.0,5280.000000000001,False,-0.14832468411552346,0,0.2,59275,0,173,0.3,4851.0382484508245,False,0.14487074618643264,0,0.3440000000000001,56296,19,179,1.0,5114.544806098995,False,0.09203927046275956,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73638,0,19,1.0,684.0,False,0.016166916198508303,0.3833333333333333,305833,0.0,0.0,11,0,0,10,3,3.0,18,28,19,101.0,39.0,8,11,19,460,1.1672106030164286,74.72499420307577
54,19,0,0,0,10.000000000000002,20,10.0,4.8988212528979584,8,3.0,27.080199510443336,22,23.272727272727273,36.0,0,,7,5.373000000000001,15997.0,563,0,0.0,5630.000000000001,False,-0.4694268953068592,1,1.893,27454,537,0,0.0,5370.000000000001,False,-0.1499605144404332,0,0.2,59331,0,175,0.7,4739.0349143275835,False,0.14487071525362832,0,0.3440000000000001,56728,10,172,1.0,4706.782528325233,False,0.09627208105250433,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,73126,12,29,1.0,1368.96239412532,False,0.013838457166087408,0.45,305439,0.0,0.0,11,0,0,11,3,3.0,21,32,16,170.0,24.0,11,8,16,712,1.1383901250083,75.86338432808407
55,16,0,0,0,10.000000000000002,20,10.0,4.879519634462198,13,4.6923076923076925,27.027909632699494,5,26.0,36.0,0,,12,5.4860000000000015,15639.0,572,0,0.0,5720.000000000001,False,-0.47825473826714804,1,1.9020000000000001,27331,548,0,0.0,5480.000000000001,False,-0.1518783844765343,0,0.2,59445,0,172,0.2,4648.800456824313,False,0.14614885473831776,0,0.3440000000000001,56683,11,182,1.0,4972.754269130392,False,0.09790468399542053,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,72996,7,39,1.0,1593.1953674288964,False,0.013592814632837319,0.3666666666666667,304897,0.0,0.0,10,0,0,10,4,4.0,21,31,21,96.0,66.0,8,8,21,330,1.1938929129973985,77.05727724108147
56,21,0,0,0,10.000000000000002,20,10.0,5.239445258445724,29,6.793103448275862,26.87951210914354,10,25.5,36.0,0,,14,5.614000000000001,15278.0,578,0,0.0,5780.000000000001,False,-0.4875902527075812,15,2.051,26983,562,0,0.0,5620.000000000001,False,-0.15971908844765342,0,0.2,59607,0,170,0.3,4569.517058554402,False,0.14841924794086797,0,0.3440000000000001,56579,27,187,1.0,5167.933786387876,False,0.09778574013682552,0,0.2,72803,0,0,0.0,0.0,False,0.0,0,1.2080000000000002,72741,7,49,1.0,1952.1565847640047,False,0.012555503102646979,0.3833333333333333,303991,0.0,0.0,11,0,0,13,4,4.0,19,32,27,199.0,40.0,13,8,27,455,1.025419001991395,78.08269624307286
