index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,27,0,0,0,10.0,20,10.0,31.268948897662394,30,29.600000000000005,37.85249401737195,10,50.0,45.000000000000014,0,,0,1.8740000000000003,67313,41,23,1.0,1129.1858246462352,False,0.27659048940819464,4,1.3650000000000002,66236,2,10,1.0,332.6894889766239,False,0.24884513634289943,0,0.47900000000000004,96444,96,65,1.0,5462.231205304766,False,0.11258950181909581,0,4.385000000000001,40067.0,828,0,0.0,25890.68968726446,False,-0.4052845012437628,0,0.2,118113,405,170,1.0,22980.260077035644,False,0.019357333049014634,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,515323,0.0,0.0,17,0,0,17,1,0.25,15,32,30,151.0,137.0,12,15,30,1092,2.3426374876871705,145.0585641246289
65,30,0,0,0,10.0,20,10.0,31.302365997534878,1,38.0,38.729790127827705,12,50.0,45.000000000000014,0,,0,1.874,67193,43,33,1.0,1462.978077918651,False,0.27747247633031763,0,1.3610000000000002,66194,0,19,1.0,594.7449539531626,False,0.25051950267959194,0,0.47900000000000004,97044,86,63,1.0,5131.980253841145,False,0.11746811302483283,0,4.385000000000001,40029.0,829,0,0.0,25949.661411956415,False,-0.40538001653621636,0,0.2,117513,407,180,1.0,23863.02458202588,False,0.01810976932101857,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,515123,0.0,0.0,12,0,0,23,0,0.0,16,39,27,212.0,96.0,18,12,27,838,2.468714939430356,147.52727906405926
66,27,0,0,0,10.0,20,10.0,30.994515328129488,35,29.4,38.565518988014134,1,14.0,45.000000000000014,6,45.0,0,1.8740000000000003,67586,43,26,1.0,1235.8573985313667,False,0.2827279663588363,0,1.3610000000000002,66630,0,11,1.0,340.93966860942436,False,0.2563327722688064,0,0.47900000000000004,96496,98,73,1.0,5852.745388281722,False,0.11536333921337313,1,4.395000000000001,39521.0,842,0,0.0,26097.381906285027,False,-0.4102503847570366,0,0.2,117769,398,184,1.0,23629.07655722963,False,0.01920323951656267,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,515152,0.0,0.0,17,0,0,18,1,1.0,13,31,25,109.0,74.0,12,15,25,1499,1.8749834671616554,149.4022625312209
67,25,0,0,0,10.000000000000002,20,10.0,31.148235567533334,41,31.878048780487806,38.565518988014134,0,,45.000000000000014,6,45.0,10,1.9740000000000004,68508,42,10,1.0,731.4823556753333,False,0.29532529344638375,0,1.3610000000000002,66575,1,16,1.0,508.37176908053334,False,0.25687284204811384,0,0.47900000000000004,95852,112,83,1.0,6689.540459568907,False,0.11283243282720752,0,4.394000000000001,38858.0,859,0,0.0,26756.334352511134,False,-0.4139919992791532,0,0.2,118039,388,188,1.0,23423.421367349485,False,0.02051808752162732,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,514982,0.0,0.0,15,0,0,21,1,0.5882352941176471,14,35,25,135.0,82.0,12,13,25,1114,1.694256211631,151.0965187428519
68,25,0,0,0,10.0,20,10.0,31.62224872538617,12,40.0,41.42412393729255,37,51.891891891891895,45.000000000000014,0,,0,1.964,68728,46,11,1.0,807.8447359792478,False,0.3001809702279367,0,1.3610000000000002,66635,0,20,0.7,632.4449745077234,False,0.2591680142794731,0,0.47900000000000004,97772,102,56,1.0,5545.220310477773,False,0.12795308625000154,0,4.394000000000001,38378.0,871,0,0.0,27542.978639811354,False,-0.41496438910122757,0,0.2,116119,415,198,1.0,26101.01143397641,False,0.015946781684952303,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6166666666666667,514782,0.0,0.0,20,0,0,18,0,0.0,17,35,23,177.0,92.0,12,13,23,2600,1.6784702381119132,152.77498898096383
69,23,0,0,0,10.0,20,10.0,32.244970024375,18,39.22222222222222,39.23743135612065,23,24.47826086956522,45.000000000000014,0,,0,1.9640000000000004,68818,43,17,1.0,978.164490414375,False,0.3034752448742207,0,1.3610000000000002,67051,3,16,1.0,545.91952039,False,0.266178175324801,0,0.47900000000000004,98294,92,54,1.0,5085.358535473015,False,0.13122964435024514,11,4.504000000000001,37252.0,889,0,0.0,28665.778351669374,False,-0.42129831862782074,0,0.2,115556,428,208,1.0,26153.620620419642,False,0.011725553398639512,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,514121,0.0,0.0,14,0,0,18,2,2.0,15,33,26,158.0,93.0,12,11,26,1428,1.876579181291163,154.651568162255
70,26,0,0,0,10.0,20,10.0,33.08942731352552,34,38.0,39.23743135612065,0,,45.000000000000014,0,,17,2.1340000000000003,69612,42,10,1.0,750.8942731352552,False,0.3162710337696795,0,1.3610000000000002,66941,4,26,1.0,900.3251101516635,False,0.2674420747226088,0,0.47900000000000004,98294,82,64,1.0,5224.528646500814,False,0.13201027971202733,0,4.493000000000001,35960.0,923,0,0.0,30541.541410384056,False,-0.4252709733652831,0,0.2,115556,418,218,1.0,26211.246306858437,False,0.011952172794428407,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,513513,0.0,0.0,13,0,0,19,1,1.0,12,31,27,123.0,108.0,10,16,27,846,2.5053686778992414,157.15693684015423
71,27,0,0,0,10.0,20,10.0,33.111741530788,21,33.333333333333336,36.300046450432966,44,25.59090909090909,45.000000000000014,0,,0,2.1170000000000004,69747,42,14,1.0,883.564381431032,False,0.3200575913696473,0,1.3610000000000002,67306,4,21,1.0,735.346572146548,False,0.2727553231286467,0,0.47900000000000004,98907,87,52,1.0,4768.32392860107,False,0.1363282285453117,22,4.713000000000001,34676.0,929,0,0.0,30760.807882102054,False,-0.43844552955439225,0,0.2,114430,452,228,1.0,26667.620995595706,False,0.00489067733556064,0,0.2,127150,0,5,0.0,225.00000000000006,False,0.0009477591983766183,0.6666666666666666,512216,0.0,0.0,15,0,0,19,2,2.0,14,33,22,174.0,102.0,13,14,22,1978,2.0703349886462092,159.22727182880044
72,22,0,0,0,10.0,20,10.0,33.33749424025914,7,40.0,36.300046450432966,0,,45.00000000000001,12,45.0,0,2.1170000000000004,69667,40,24,1.0,1200.0998617662194,False,0.32152959189940206,0,1.3610000000000002,67466,6,24,1.0,860.0998617662194,False,0.2769376150699273,0,0.47900000000000004,98907,77,62,1.0,4817.589936426797,False,0.1366045722771558,0,4.691000000000002,34396.0,936,0,0.0,31203.894608882554,False,-0.4391013214817165,0,0.2,114970,442,226,1.0,26214.620531091372,False,0.007356422468937799,0,0.2,127150,0,5,0.0,225.00000000000003,False,0.0009477591983766183,0.6666666666666666,512556,0.0,0.0,21,0,0,14,0,0.0,16,30,25,126.0,81.0,10,12,25,1020,1.8615585509687662,161.0888303797692
73,25,0,0,0,10.0,20,10.0,33.34132453423602,33,33.36363636363637,34.30849565138281,11,1.0,45.00000000000001,14,45.0,0,2.1170000000000004,70102,39,16,1.0,923.4611925477764,False,0.32710933772684153,0,1.3610000000000002,67932,7,19,1.0,703.4851661504845,False,0.284229045590176,0,0.47900000000000004,98352,86,72,1.0,5337.5655968438605,False,0.13329499768251757,11,4.801000000000001,33410.0,950,0,0.0,31674.258307524222,False,-0.4475243254494428,0,0.2,115589,443,222,1.0,25188.66357356259,False,0.008190305223932985,0,0.2,127150,0,5,0.0,225.00000000000003,False,0.0009477591983766183,0.6666666666666666,512535,0.0,0.0,25,0,0,17,1,1.0,17,34,23,178.0,86.0,11,14,23,1931,1.884965824894607,162.9737962046638
74,23,0,0,0,10.0,20,10.0,33.911968573113725,19,40.0,34.30849565138281,0,,45.0,7,45.0,3,2.1470000000000002,70720,36,10,1.0,699.1196857311372,False,0.33662259206833733,0,1.3610000000000002,67802,10,29,1.0,1083.447088620298,False,0.28535712219650095,0,0.47900000000000004,98352,76,82,1.0,5390.606254970034,False,0.1335925142472433,0,4.790000000000001,32650.0,969,0,0.0,32860.6975473472,False,-0.44939534015780297,0,0.2,115904,433,225,1.0,24980.578617048755,False,0.009849532872885203,0,0.2,127150,0,5,0.0,225.0,False,0.0009477591983766183,0.6666666666666666,512578,0.0,0.0,14,0,0,11,1,0.15789473684210525,16,27,28,103.0,76.0,7,16,28,515,1.6382959792390466,164.61209218390286
75,28,0,0,0,10.0,20,10.0,33.70404048996637,22,31.818181818181817,32.046249023662604,21,13.142857142857142,45.0,10,45.0,0,2.144,70732,39,16,1.0,929.2646478394619,False,0.33901247529517475,0,1.3610000000000002,68290,7,21,1.0,777.7848502892937,False,0.29166072530410647,0,0.47900000000000004,98054,84,87,1.0,5619.163066215821,False,0.13153144564228797,16,4.950000000000001,31780.0,973,0,0.0,32794.03139673728,False,-0.4595293227614328,0,0.2,116078,444,225,1.0,24353.534566506198,False,0.008752161231167475,0,0.2,127150,0,5,0.0,225.0,False,0.0009477591983766183,0.6666666666666666,512084,0.0,0.0,19,0,0,11,2,2.0,18,29,21,129.0,98.0,9,19,21,1610,1.7020010044798255,166.31409318838269
76,21,0,0,0,10.0,20,10.0,33.509811364333906,23,31.82608695652174,32.140309311059006,24,32.833333333333336,45.0,11,45.0,0,2.144,70941,40,15,1.0,902.6471704650086,False,0.34269288870309944,0,1.3610000000000002,68613,6,19,1.0,696.6864159223442,False,0.29697284625004544,0,0.47900000000000004,98288,92,82,1.0,5718.4080090255575,False,0.13471324565580475,9,5.024000000000001,31233.0,978,0,0.0,32772.595514318564,False,-0.4657860447485469,0,0.2,115785,458,224,1.0,24800.261664465026,False,0.008204455115009248,0,0.2,127150,0,5,0.0,225.0,False,0.0009477591983766183,0.6666666666666666,512010,0.0,0.0,22,0,0,12,1,1.0,18,30,24,127.0,90.0,11,10,24,2197,1.7176035437732935,168.03169673215598
77,24,0,0,0,10.0,20,10.0,33.785688943417234,29,35.689655172413794,35.332839355190174,75,43.026666666666664,45.0,7,45.0,0,2.1440000000000006,71309,40,13,1.0,839.213956264424,False,0.3490174527116702,0,1.3610000000000002,69080,6,12,1.0,465.42826732100684,False,0.3035811651776438,0,0.47900000000000004,101206,91,29,1.0,4099.150035151483,False,0.15836586698948543,12,5.135000000000001,30015.0,998,0,0.0,33718.1175655304,False,-0.47414645909461395,0,0.2,112873,523,227,1.0,28694.07498276446,False,0.0006137821599646903,0,0.2,127150,0,5,0.0,225.0,False,0.0009477591983766183,0.6666666666666666,511633,0.0,0.0,21,0,0,12,1,1.0,21,33,25,139.0,103.0,12,12,25,4729,1.7939014248549938,169.82559815701097
78,25,0,0,0,10.0,20,10.0,34.01742606875958,12,38.0,35.332839355190174,0,,44.99999999999999,13,45.0,0,2.144,71199,41,23,1.0,1192.4007995814704,False,0.35026989147826315,0,1.3610000000000002,69446,5,10,1.0,390.17426068759585,False,0.3097569564300804,0,0.47900000000000004,101206,81,39,1.0,4133.392246421943,False,0.15855793898530357,0,5.123000000000001,29559.0,1010,0,0.0,34357.60032944718,False,-0.47567506742588994,0,0.2,113458,513,224,1.0,28205.746589212555,False,0.0032945312690242485,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,512018,0.0,0.0,20,0,0,11,0,0.0,19,30,29,146.0,117.0,11,14,29,1241,1.7838271567597985,171.60942531377077
79,29,0,0,0,10.0,20,10.0,34.12006070565806,32,34.75,35.332839355190174,0,,44.99999999999999,9,45.0,0,2.144,71591,39,17,1.0,970.041031996187,False,0.3555513440785033,6,1.4210000000000003,69822,7,10,1.0,411.2006070565806,False,0.3170262042001898,0,0.47900000000000004,100771,86,49,1.0,4665.634349090911,False,0.15666338162359303,0,5.123000000000002,28882.0,1027,0,0.0,35041.30234471083,False,-0.47943491432083135,0,0.2,113863,503,225,1.0,27897.418195660655,False,0.005267410437387577,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,512079,0.0,0.0,16,0,0,16,1,0.375,20,36,25,160.0,113.0,14,15,25,1077,3.4916197415441275,175.1010450553149
80,25,0,0,0,10.0,20,10.0,34.499537971915025,16,39.375,35.332839355190174,0,,44.99999999999999,0,,0,2.144,71897,38,17,1.0,966.4921455225555,False,0.36127298852309114,0,1.4150000000000003,69946,8,14,1.0,562.9935316068104,False,0.32078570585099775,0,0.47900000000000004,100771,76,59,1.0,4706.6024078217615,False,0.1568931803577658,0,5.123000000000002,28252.0,1043,0,0.0,35983.01810470737,False,-0.4812202397115327,0,0.2,113863,493,235,1.0,27994.089802108756,False,0.005647582239184389,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,511879,0.0,0.0,11,0,0,14,0,0.0,20,34,23,154.0,69.0,12,13,23,830,1.6440792372450233,176.74512429255992
81,23,0,0,0,10.0,20,10.0,34.074692590481455,23,30.391304347826086,35.20595151832964,1,6.0,44.99999999999999,9,45.0,6,2.2040000000000006,72352,38,10,1.0,720.7469259048146,False,0.3675193895723686,0,1.4150000000000003,69846,8,24,1.0,897.792622171555,False,0.3220533055817226,0,0.47900000000000004,100072,89,69,1.0,5461.858295317596,False,0.1532878891131693,1,5.133000000000001,28217.0,1043,0,0.0,35539.90437187216,False,-0.48409840601828513,0,0.2,114262,484,236,1.0,27659.680534871542,False,0.007470704153118277,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,511899,0.0,0.0,16,0,0,9,2,1.375,17,26,24,117.0,74.0,8,15,24,808,1.730181978084147,178.47530627064407
82,24,0,0,0,10.0,20,10.0,33.917238978288125,30,32.86666666666667,35.2782976282509,7,37.42857142857143,44.99999999999999,12,45.0,5,2.248,72630,36,10,1.0,699.1723897828813,False,0.37254492476898005,0,1.4150000000000003,70227,10,19,1.0,744.4275405874744,False,0.32777667845806424,0,0.47900000000000004,99610,102,74,1.0,6070.152400275955,False,0.15151702621902846,2,5.152000000000001,27873.0,1050,0,0.0,35613.10092720253,False,-0.48754697199204317,0,0.2,114540,481,234,1.0,27498.86115918868,False,0.009024795737005367,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,512030,0.0,0.0,18,0,0,9,4,3.090909090909091,20,29,19,134.0,74.0,9,15,19,1491,1.4931090865284204,179.9684153571725
83,19,0,0,0,10.0,20,10.0,32.861732273045355,17,20.0,37.47177209727076,37,48.945945945945944,44.999999999999986,1,45.0,0,2.2430000000000003,72520,37,20,1.0,1027.2346454609071,False,0.37356110140359317,0,1.4150000000000003,70477,9,12,1.0,484.34078727654423,False,0.33003273200876926,0,0.47900000000000004,101009,109,51,1.0,5492.9891947227525,False,0.1639741818660898,4,5.190000000000001,27781.0,1050,0,0.0,34504.81888669762,False,-0.49479566246705925,0,0.2,112774,508,243,1.0,29970.660225413543,False,0.004855438114130405,0,0.2,127150,0,5,0.0,224.99999999999994,False,0.0009477591983766183,0.6666666666666666,511711,0.0,0.0,15,0,0,5,1,1.0,18,23,23,66.0,89.0,4,15,23,2324,1.3980726143345237,181.366487971507
84,23,0,0,0,10.0,20,10.0,32.98107485097235,4,39.0,36.104628382273795,16,18.375,44.999999999999986,11,45.0,0,2.2430000000000003,72430,36,30,1.0,1349.4322455291704,False,0.3748982739230894,0,1.4150000000000003,70523,10,18,1.0,693.6593473175022,False,0.3328662179319319,0,0.47900000000000004,101259,99,56,1.0,5286.985599653595,False,0.1656232715178182,11,5.296000000000001,27218.0,1054,0,0.0,34762.052892924854,False,-0.4996687595052398,0,0.2,112975,514,242,1.0,29447.778988488728,False,0.004380059258501191,0,0.2,127150,0,5,0.0,224.99999999999994,False,0.0009477591983766183,0.6666666666666666,511555,0.0,0.0,20,0,0,16,1,1.0,19,35,27,147.0,102.0,11,12,27,1101,1.7848667418584228,183.15135471336544
85,27,0,0,0,10.0,20,10.0,32.363457585556155,23,27.391304347826086,35.96978173039979,29,35.03448275862069,44.999999999999986,8,45.0,0,2.2430000000000008,72980,34,17,1.0,890.1787789544546,False,0.380923612297629,0,1.4150000000000003,70403,12,28,1.0,1026.1768123955724,False,0.3337362172273943,0,0.47900000000000004,102129,99,46,1.0,4858.59226056845,False,0.17298035798342173,9,5.375000000000001,26365.0,1067,0,0.0,34531.80924378842,False,-0.5105295704249071,0,0.2,112319,533,244,1.0,30151.893662303082,False,0.001989482870739311,0,0.2,127150,0,5,0.0,224.99999999999994,False,0.0009477591983766183,0.6666666666666666,511346,0.0,0.0,17,0,0,21,1,1.0,16,37,21,212.0,96.0,15,12,21,2170,1.7954709576442838,184.94682567100972
86,21,0,0,0,10.0,20,10.0,32.18871519645109,41,31.390243902439025,35.835395683204446,1,8.0,44.999999999999986,10,45.0,0,2.2430000000000003,73075,36,18,1.0,939.3968735361196,False,0.38317312890049193,4,1.455,71299,10,10,1.0,421.8871519645109,False,0.3449049966331694,0,0.47900000000000004,101610,110,56,1.0,5547.540829869069,False,0.17102245274161185,1,5.376000000000001,25564.0,1087,0,0.0,34989.13341854234,False,-0.5169503055983221,0,0.2,112761,524,244,1.0,29757.747337999124,False,0.0039158867172103375,0,0.2,127150,0,5,0.0,224.99999999999994,False,0.0009477591983766183,0.6666666666666666,511459,0.0,0.0,17,0,0,19,2,1.25,12,31,15,123.0,76.0,11,10,15,1473,1.7589749423786998,186.70580061338842
87,15,0,0,0,10.0,20,10.0,33.09798080565185,32,38.9375,36.06115073327173,28,37.57142857142857,44.99999999999999,11,45.0,0,2.2430000000000003,73269,37,20,1.0,1031.959616113037,False,0.38769215941126783,14,1.5910000000000004,71770,9,10,1.0,420.9798080565185,False,0.353754676497118,0,0.47900000000000004,102590,100,46,1.0,4968.611014295685,False,0.17876917518872598,8,5.455000000000001,24062.0,1119,0,0.0,37036.64052152442,False,-0.5223154818792873,0,0.2,112204,542,243,1.0,30480.143697433276,False,0.0023758620181894654,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,511045,0.0,0.0,18,0,0,14,3,2.333333333333333,12,26,16,115.0,68.0,7,8,16,1979,1.8085404830053449,188.51434109639376
88,16,0,0,0,10.0,20,10.0,32.56330750989553,52,30.365384615384617,36.06115073327173,0,,44.999999999999986,6,45.0,3,2.2730000000000006,73909,37,10,1.0,695.6330750989553,False,0.39656610817079746,19,1.7670000000000003,71897,9,10,1.0,415.6330750989553,False,0.35609291789790437,0,0.47900000000000004,101544,128,56,1.0,6187.527802329845,False,0.1738718619365814,0,5.447000000000001,23529.0,1133,0,0.0,36894.22740871164,False,-0.5290937333338289,0,0.2,112474,532,247,1.0,30299.532190100555,False,0.0037891970792521424,0,0.2,127150,0,5,0.0,224.99999999999994,False,0.0009477591983766183,0.6666666666666666,510503,0.0,0.0,14,0,0,12,3,1.745098039215686,18,30,19,101.0,65.0,8,8,19,1003,2.0886857863515615,190.60302688274533
89,19,0,0,0,10.0,20,10.0,32.59010647343414,1,39.0,34.69546410895729,11,10.636363636363637,44.99999999999999,10,45.0,0,2.2700000000000005,73848,37,19,1.0,989.2120229952486,False,0.39817957178720786,0,1.7480000000000004,71797,9,20,1.0,741.8021294686828,False,0.3572793640280292,0,0.47900000000000004,101580,118,64,1.0,6066.142266838495,False,0.17359484774811526,9,5.537000000000001,23202.0,1134,0,0.0,36957.18074087431,False,-0.5324090423895583,0,0.2,112807,533,247,1.0,29607.68237007423,False,0.003687539798313063,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,510384,0.0,0.0,16,0,0,8,1,1.0,20,28,27,120.0,42.0,9,10,27,725,2.059484994970262,192.6625118777156
90,27,0,0,0,10.0,20,10.0,32.110552149718224,6,14.833333333333334,35.15251403601311,5,52.0,44.99999999999999,5,45.0,0,2.2700000000000005,73767,39,28,1.0,1289.0954601921103,False,0.399476175548627,0,1.7480000000000004,71767,7,25,1.0,872.7638037429556,False,0.35794666080892723,0,0.47900000000000004,101790,113,69,1.0,6054.015861403064,False,0.17588269927530628,0,5.5280000000000005,23163.0,1135,0,0.0,36445.47668993018,False,-0.535716820415698,0,0.2,112772,528,252,1.0,29900.52741101492,False,0.004563902608952661,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,510409,0.0,0.0,14,0,0,11,0,0.0,23,34,29,159.0,72.0,13,14,29,774,2.144526803866029,194.80703868158162
91,29,0,0,0,10.0,20,10.0,32.66110844666768,15,40.0,36.35392143076365,15,50.0,44.99999999999999,8,45.0,0,2.2700000000000005,74287,37,23,1.0,1121.2054942733566,False,0.4076771688916267,0,1.7480000000000004,71647,9,35,1.0,1233.138795633369,False,0.35907862176405714,0,0.47900000000000004,102540,103,64,1.0,5690.745141575645,False,0.18225886055248341,0,5.5280000000000005,22563.0,1150,0,0.0,37560.27471366784,False,-0.5361947367949615,0,0.2,112382,533,254,1.0,30806.640122597026,False,0.005059854818223005,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,510569,0.0,0.0,18,0,0,13,0,0.0,20,33,26,139.0,96.0,12,17,26,1910,1.9723203713074327,196.77935905288905
92,26,0,0,0,10.0,20,10.0,32.55197999882469,31,31.870967741935484,34.68087929703721,9,3.6666666666666665,44.99999999999999,14,45.0,0,2.270000000000001,74671,32,19,1.0,938.4876199776692,False,0.413180940926235,0,1.7480000000000004,72051,14,28,1.0,1051.4554399670915,False,0.3649682669121053,0,0.47900000000000004,101672,121,74,1.0,6505.174647838541,False,0.17708957161196864,9,5.618000000000001,22099.0,1153,0,0.0,37532.432938644866,False,-0.541556260791321,0,0.2,112979,532,250,1.0,29700.227786023795,False,0.0054043030077543614,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,510622,0.0,0.0,22,0,0,13,2,2.0,19,32,24,120.0,96.0,11,15,24,1818,1.9156787805259228,198.69503783341497
93,24,0,0,0,10.0,20,10.0,31.892429864280636,35,28.085714285714285,34.68087929703721,0,,44.99999999999999,8,45.0,0,2.2700000000000005,75075,25,15,1.0,728.3864479642095,False,0.4188033556634651,0,1.7480000000000004,72430,21,17,1.0,752.1713076927708,False,0.36928185766388416,0,0.47900000000000004,100689,146,84,1.0,7569.488621136098,False,0.17203181896328254,0,5.609000000000001,22099.0,1153,0,0.0,36771.971633515575,False,-0.545821853321691,0,0.2,113339,522,252,1.0,29443.41899305342,False,0.007225853742482555,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,510782,0.0,0.0,17,0,0,9,0,0.0,20,29,26,79.0,92.0,8,16,26,1543,1.9450146546587348,200.6400524880737
94,26,0,0,0,10.0,20,10.0,32.33312992470518,24,36.25,36.59267967585171,48,42.895833333333336,44.99999999999999,0,,0,2.2700000000000005,75239,22,19,1.0,834.3294685693985,False,0.4228839919182392,1,1.7580000000000005,72912,24,10,1.0,563.3312992470519,False,0.37657116942738567,0,0.47900000000000004,102698,136,56,1.0,6446.495731607601,False,0.1882705422520311,10,5.709000000000001,20869.0,1177,0,0.0,38056.093921378,False,-0.552417606651533,0,0.2,111280,560,262,1.0,32281.90061847696,False,0.002194005987309338,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,510148,0.0,0.0,15,0,0,13,2,1.0833333333333333,17,30,21,159.0,87.0,12,14,21,2671,1.740055125206709,202.38010761328042
95,21,0,0,0,10.0,20,10.0,32.146102661767216,27,30.666666666666668,37.27802311683831,10,50.0,44.99999999999999,3,45.0,0,2.2700000000000005,75425,24,20,1.0,882.9220532353443,False,0.4268390857162302,8,1.8370000000000004,73162,22,10,1.0,541.4610266176721,False,0.3810673207821714,0,0.47900000000000004,102676,144,56,1.0,6716.608077837424,False,0.18953885548321955,0,5.699000000000001,20563.0,1186,0,0.0,38125.27775685592,False,-0.5554623803449897,0,0.2,110915,560,269,1.0,32980.69294542945,False,0.0020712783558125723,0,0.2,127150,0,5,0.0,224.99999999999997,False,0.0009477591983766183,0.6666666666666666,509891,0.0,0.0,16,0,0,7,1,0.4444444444444444,15,22,27,42.0,66.0,4,17,27,1141,1.3609693413600326,203.74107695464045
96,27,0,0,0,10.0,20,10.0,32.40453057956355,10,38.0,36.33146311688806,5,3.0,44.999999999999986,9,45.0,0,2.270000000000001,75325,24,30,1.0,1212.1359173869064,False,0.42805416408744346,0,1.8290000000000004,73442,22,10,1.0,544.0453057956355,False,0.38635765084158324,0,0.47900000000000004,102676,134,66,1.0,6740.083663376128,False,0.18967053513824553,5,5.749000000000001,19984.0,1196,0,0.0,38755.818573158,False,-0.5584210133995333,0,0.2,111305,555,270,1.0,32313.96202987287,False,0.0025167215785219265,0,0.2,127150,0,5,0.0,224.99999999999994,False,0.0009477591983766183,0.6666666666666666,509882,0.0,0.0,16,0,0,10,2,2.0,17,27,22,87.0,98.0,7,20,22,985,1.7055371114984155,205.44661406613886
97,22,0,0,0,10.0,20,10.0,33.350426983276435,29,40.0,38.39307330864659,23,53.0,44.999999999999986,7,45.0,0,2.2700000000000005,75805,26,25,1.0,1093.7606745819107,False,0.4359684854016468,4,1.869,73826,20,10,1.0,533.5042698327643,False,0.3934805088284288,0,0.47900000000000004,103895,124,53,1.0,6170.285831284547,False,0.2001496866202478,0,5.744000000000001,18824.0,1225,0,0.0,40854.27305451364,False,-0.5596637103034943,0,0.2,110401,568,273,1.0,34092.265639311256,False,0.0023999372328233617,0,0.2,127150,0,5,0.0,224.99999999999994,False,0.0009477591983766183,0.6666666666666666,509901,0.0,0.0,17,0,0,10,1,0.2857142857142857,20,30,18,132.0,77.0,9,13,18,2334,1.636096072383225,207.0827101385221
