index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,e22e5196-65ea-4d51-a404-11461cabb2e4,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,21,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,21,,-1,-1
43,2bcdf4ba-9274-40a6-a490-724b2db11715,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,22,1,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
44,0551b7a3-da45-4d77-9a53-1682b6920ed4,SELLER,01Ran@0,_SystemAgent,RandomAgent,22,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,22,,-1,-1
45,c4995a91-ee17-4ede-8929-752cf6d55905,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,31,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
46,fd3b5db8-3ba9-4164-953d-419fc43f0571,SELLER,01Ran@0,_SystemAgent,RandomAgent,32,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,32,,-1,-1
47,fa1c2f62-3090-4cd7-904b-834944d12e66,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,33,3,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
48,980fe99d-0d6f-49ff-8b9d-cbe3bb9e0c99,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,4,1,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
49,dc28cb90-7129-4e13-8be2-6a293768eb23,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,14,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,14,,-1,-1
50,176624d3-3fef-4942-bc4a-810cd868c62e,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,25,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,25,,-1,-1
51,7e89e39c-62a6-4ec1-b25b-e1129c5940a7,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,1,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
52,7514fe15-3442-463c-a01d-7024e2c574b7,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,9,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
53,030f203f-6a40-420b-8151-6d42e8c73cff,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,29,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,29,,-1,-1
54,51537cdf-5aa5-4787-ae95-60e6ddc20396,SELLER,01Ran@0,_SystemAgent,RandomAgent,23,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,23,,-1,-1
55,e4bb4bc3-6901-4650-b841-345581537c3b,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,27,1,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
56,16aa834f-31cb-4524-8d65-83a83080cf38,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,9,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
57,7790197e-2479-45b4-9db2-183fff2cfa99,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,4,3,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
58,564e3dc1-8903-42bd-ae6c-627118f409eb,SELLER,01Ran@0,_SystemAgent,RandomAgent,4,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,4,,-1,-1
59,abc2c08c-aa99-4587-bb10-5c0fddc36b1c,SELLER,01Ran@0,_SystemAgent,RandomAgent,22,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,22,,-1,-1
60,586615a4-9bf6-4d59-a590-99ec14093cb6,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,24,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
61,0c394245-d506-4802-9a7f-4a33ad4c0583,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,30,3,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
62,3fd2f057-406e-4392-b4d4-0f369600ebf6,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,32,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
63,20d5a4ac-4122-4a18-9f1e-10a9ab7fe7be,SELLER,01Ran@0,_SystemAgent,RandomAgent,16,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,16,,-1,-1
64,c1e527ab-b532-45a0-95fc-cff95faa0d0d,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,26,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,26,,-1,-1
65,686ccae0-8819-47e4-9758-bed598e75f66,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,33,3,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,33,,-1,-1
66,7cee2c6b-53a6-4627-8388-1544da67d858,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,22,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,22,,-1,-1
67,fea2cc62-356a-436a-ac5c-6c9150a85bcb,SELLER,01Ran@0,_SystemAgent,RandomAgent,22,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,22,,-1,-1
68,9c5ddbf5-974e-4653-81eb-2e159b8d54c9,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,26,1,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
69,8d93592c-1da0-4011-967d-2546f79bdc42,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,28,5,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,28,,-1,-1
70,ead62067-e911-4e93-801f-545ccb90787c,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,14,5,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,14,,-1,-1
71,b3ca1d4a-9863-4237-a2a6-21e1bb46494f,SELLER,01Ran@0,_SystemAgent,RandomAgent,27,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,27,,-1,-1
72,71a4ace2-697d-48e5-81fb-9bd8f52d8098,SELLER,01Ran@0,_SystemAgent,RandomAgent,20,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,20,,-1,-1
73,43a8cb02-9a53-4587-b5aa-73b451830bd0,SELLER,01Ran@0,_SystemAgent,RandomAgent,32,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,32,,-1,-1
74,5a95cfc9-8b2b-4700-8348-7b23d486b582,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,9,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
75,7bc53afd-1cc9-4ae2-8659-2c46a212a6da,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,11,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
76,8984bd71-870e-408a-95cf-27b8413669b1,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,10,3,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
77,37be5ad9-6ad2-4a10-8729-7becd94dcfe9,SELLER,01Ran@0,_SystemAgent,RandomAgent,8,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,8,,-1,-1
78,a497b5e2-a88e-404a-8d7c-50c7de363313,SELLER,01Ran@0,_SystemAgent,RandomAgent,17,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,17,,-1,-1
79,2d65716c-55ee-4d7c-a9dc-0753f8018b4a,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,11,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
80,8abec1d8-9720-4ccc-94c1-7edb79295309,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
81,5ca96ab2-5adc-4b5c-8cd8-522358bbe3eb,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,25,3,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
82,f716ee5a-a098-4bc9-8d98-35daca343798,SELLER,01Ran@0,_SystemAgent,RandomAgent,27,5,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,27,,-1,-1
83,5d7a3d68-9bd4-4a67-9d4a-012bdb92a99a,SELLER,01Ran@0,_SystemAgent,RandomAgent,23,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,23,,-1,-1
84,6e90075d-8de0-498d-805b-5f45ad5965be,SELLER,01Ran@0,_SystemAgent,RandomAgent,12,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,12,,-1,-1
85,a824dde5-38b2-4902-b356-a55bbc41e6d1,SELLER,01Ran@0,_SystemAgent,RandomAgent,9,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,9,,-1,-1
86,00191f15-150d-49c7-8ea7-7bd096437e6b,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,1,,-1,-1
87,d6f40f2b-5d02-4725-8b96-2ac507d320d0,SELLER,01Ran@0,_SystemAgent,RandomAgent,17,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,17,,-1,-1
88,090922d2-b09d-42e5-a596-ba88d5d93099,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,5,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
89,be84cdde-e06d-4e36-b04b-d749c09d6128,SELLER,01Ran@0,_SystemAgent,RandomAgent,31,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,31,,-1,-1
90,659b72b3-028d-4616-b280-59588897081d,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,9,3,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,9,,-1,-1
91,a0fdff1d-fbbb-4a4f-bcb8-812268ab9837,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,6,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,6,,-1,-1
92,8ad2f161-bf74-4702-9c76-764a7b0b8bd6,SELLER,01Ran@0,_SystemAgent,RandomAgent,31,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,31,,-1,-1
93,a08c8877-e470-4c42-9ae0-7efa8fcddc99,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,24,3,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
94,646d3842-fe21-429c-8fc5-b3f379fea6e6,SELLER,01Ran@0,_SystemAgent,RandomAgent,4,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,4,,-1,-1
95,2b1f568a-4419-4060-8194-c07da83ffc6d,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,23,5,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
96,d495a9f3-55d5-415b-8b1d-270392d12018,SELLER,01Ran@0,_SystemAgent,RandomAgent,18,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,18,,-1,-1
97,368dfd5b-f315-49df-a0c5-468fa05f498c,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,3,1,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
98,41aabf00-33bb-4a9f-9004-10a0f38dcd39,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,33,1,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
99,1d038e04-0793-4eee-a72b-1a54d13e566a,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,20,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,20,,-1,-1
100,2120ad44-b668-4be4-bef0-ab1701588bf2,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,7,2,36,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
101,abd52bb1-e540-496c-9138-ee37b4ce844b,SELLER,01Ran@0,_SystemAgent,RandomAgent,31,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,31,,-1,-1
102,8aff9b22-2926-43c9-8ff6-e685b194dc49,SELLER,01Ran@0,_SystemAgent,RandomAgent,30,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,30,,-1,-1
103,eac5094c-3e09-41b5-b48e-36378e077751,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,26,4,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,26,,-1,-1
104,15a441b9-75cc-43e3-bd4e-de1c3a9fc53b,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,1,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
