index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,14,0,0,0,10.0,20,10.0,16.612551644817263,31,15.96774193548387,35.04473304366734,14,22.642857142857142,38.000000000000014,20,38.0,31,4.416000000000001,28640,381,0,0.0,3810.0,False,-0.17208760232016046,0,0.2,37964,2,171,1.0,2860.746331263752,False,0.06777181020306494,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,64475,317,48,1.0,6948.326057503105,False,0.05244742389219147,11,2.2450000000000006,82232,0,5,0.5,190.00000000000006,False,-0.04169528221722986,9,3.2420000000000004,74372,164,0,0.0,5747.336219161444,False,-0.10084312342617503,0.4166666666666667,352492,0.0,0.0,13,0,0,3,13,13.0,18,21,18,65.0,54.0,4,10,18,517,0.8866329155862331,56.568426663056016
37,18,0,0,0,10.0,20,10.0,16.612551644817263,0,,34.70978393586831,2,20.0,38.000000000000014,20,38.0,0,4.385000000000001,28510,394,0,0.0,3940.0,False,-0.17384940640754595,0,0.2,37894,0,180,0.9,2990.2592960671072,False,0.06762968634557248,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,64515,307,56,1.0,7043.801255367525,False,0.053806369401727935,5,2.2840000000000007,82379,0,0,0.0,0.0,False,-0.04108999057141859,10,3.333000000000001,74188,166,0,0.0,5761.824133354139,False,-0.10290060335148732,0.31666666666666665,352295,0.0,0.0,13,0,0,7,7,6.8,23,30,22,154.0,36.0,11,7,22,392,1.106422177515924,57.67484884057194
38,22,0,0,0,10.0,20,10.0,16.967765983763513,10,25.0,36.07788590047768,5,58.2,38.000000000000014,20,38.0,0,4.385000000000001,28410,404,0,0.0,4040.0,False,-0.1752046403209194,0,0.2,38044,0,180,1.0,3054.197877077432,False,0.07256190541927454,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,64556,307,61,1.0,7409.855196944537,False,0.05727626656865794,9,2.369000000000001,82256,0,0,0.0,0.0,False,-0.04252173811824139,11,3.4330000000000007,73730,171,0,0.0,6169.318488981684,False,-0.10586016314366545,0.3333333333333333,351805,0.0,0.0,12,0,0,8,9,9.0,25,33,21,154.0,63.0,11,11,21,741,1.1337922913953662,58.808641131967306
39,21,0,0,0,10.0,20,10.0,16.967765983763513,0,,37.737182981625054,16,45.75,38.000000000000014,20,38.0,0,4.385000000000002,28360,409,0,0.0,4090.0,False,-0.17588225727760612,0,0.2,37894,5,190,1.0,3273.8755369150676,False,0.07147334982537892,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,65288,297,55,1.0,7114.971561167142,False,0.06633034060659478,10,2.4600000000000004,81490,4,10,1.0,530.9487319265004,False,-0.04834796859510353,10,3.522000000000001,73469,173,0,0.0,6528.5326558211345,False,-0.10680759492124735,0.5,351310,0.0,0.0,14,0,0,7,11,11.0,26,33,22,160.0,88.0,11,10,22,932,1.2759663807228208,60.08460751269013
40,22,0,0,0,9.999999999999998,20,10.0,16.967765983763513,0,,38.84527658508093,13,46.0,38.000000000000014,6,38.0,0,4.385000000000001,28250,420,0,0.0,4199.999999999999,False,-0.1773730145823169,0,0.2,37804,4,200,1.0,3433.5531967527027,False,0.07119793457950759,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,65886,287,52,1.0,6889.703219764337,False,0.07384804934532427,0,2.4500000000000006,80892,7,20,1.0,1031.9169360955668,False,-0.05239313147577337,6,3.5720000000000014,73405,173,0,0.0,6720.232849219001,False,-0.10643685266259065,0.5,351046,0.0,0.0,12,0,0,9,3,3.0,29,38,21,206.0,42.0,15,7,21,798,1.2999473083764315,61.38455482106656
41,21,0,0,0,9.999999999999998,20,10.0,17.412283135263785,11,26.0,38.84527658508093,0,,38.000000000000014,9,38.0,0,4.385000000000002,28130,432,0,0.0,4319.999999999999,False,-0.17899929527836506,0,0.2,38010,2,199,1.0,3485.0443439174933,False,0.07747932379136852,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,65600,288,62,1.0,7423.1446912309875,False,0.073549437690558,0,2.4500000000000006,80892,0,27,0.7,1026.0000000000005,False,-0.052427568706421915,9,3.656000000000001,73278,173,0,0.0,6720.232849219001,False,-0.10791516110524509,0.45,350719,0.0,0.0,12,0,0,6,6,6.0,27,33,14,137.0,33.0,10,11,14,486,1.141352049075067,62.525906870141625
42,14,0,0,0,9.999999999999998,20,10.0,17.895734775971913,12,26.0,39.88720440062369,8,51.25,38.00000000000001,10,38.0,0,4.385000000000001,28040,441,0,0.0,4409.999999999999,False,-0.18021900580040115,0,0.2,38212,3,197,1.0,3555.459750866467,False,0.08390876227660966,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,65698,290,64,1.0,7742.544166671771,False,0.07754088383959684,0,2.4500000000000006,80662,0,32,0.5,1216.0000000000002,False,-0.05399899894073962,10,3.747000000000001,72954,176,0,0.0,7020.1479745097695,False,-0.10994105405423311,0.4166666666666667,350375,0.0,0.0,11,0,0,3,5,5.0,24,27,14,56.0,27.0,5,9,14,922,0.9241314548999071,63.45003832504153
43,14,0,0,0,9.999999999999998,20,10.0,18.3514738015032,13,25.076923076923077,41.374680511685334,20,47.75,38.0,13,38.0,0,4.385000000000001,27940,451,0,0.0,4509.999999999999,False,-0.1815742397137746,0,0.2,38438,3,194,1.0,3590.185917491621,False,0.09050504035197617,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,66327,293,54,1.0,7611.214571471446,False,0.08626624050517667,0,2.4500000000000006,80662,0,32,0.0,1216.0,False,-0.05399899894073962,13,3.867000000000001,71773,196,0,0.0,8109.437380290326,False,-0.11734837222939198,0.3333333333333333,349949,0.0,0.0,14,0,0,5,6,6.0,22,27,12,56.0,21.0,7,7,12,1481,1.0569190979003906,64.50695742294192
44,12,0,0,0,9.999999999999998,20,10.0,18.818893141943327,12,26.0,40.915783313627564,4,30.0,38.0,12,38.0,0,4.385000000000001,27790,466,0,0.0,4659.999999999999,False,-0.18360709058383476,0,0.2,38700,0,190,0.8,3575.589696969232,False,0.09740865312746282,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,66135,295,60,1.0,8006.520475690935,False,0.08635379765261003,0,2.450000000000001,80662,0,32,0.0,1216.0,False,-0.05399899894073962,12,3.974000000000001,71468,200,0,0.0,8183.156662725512,False,-0.1204695860577732,0.3,349564,0.0,0.0,11,0,0,6,5,5.0,19,25,15,48.0,18.0,6,6,15,632,0.9166523041203618,65.42360972706228
45,15,0,0,0,10.0,20,10.0,18.550356601390774,19,16.05263157894737,42.03344447785707,8,54.5,38.0,12,38.0,10,4.485,27530,477,0,0.0,4770.0,False,-0.1891635496286659,0,0.2,38835,0,190,0.9,3524.567754264247,False,0.10037631802277133,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,66266,304,62,1.0,8245.381964449934,False,0.09023265619975795,0,2.4500000000000006,80662,0,32,0.0,1216.0,False,-0.05399899894073962,12,4.082000000000001,70830,208,0,0.0,8742.95645139427,False,-0.12463795148707194,0.31666666666666665,348932,0.0,0.0,14,0,0,6,9,9.0,21,27,12,75.0,27.0,6,9,12,861,0.9282318679615855,66.35184159502387
46,12,0,0,0,10.0,20,10.0,18.675105484686195,3,26.0,42.26944937632524,5,46.4,38.0,9,38.0,0,4.4750000000000005,27430,487,0,0.0,4870.0,False,-0.19051878354203935,0,0.2,38813,0,197,1.0,3678.9957804831806,False,0.10187287608395917,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,66420,297,67,1.0,8378.559437165592,False,0.09364929942200323,0,2.450000000000001,80646,0,33,0.1,1254.0,False,-0.053964078268865893,9,4.160000000000001,70493,212,0,0.0,8961.123267780951,False,-0.12729095165942475,0.35000000000000003,348611,0.0,0.0,13,0,0,5,4,4.0,21,26,16,44.0,51.0,5,7,16,510,0.8624832574278116,67.21432485245168
47,16,0,0,0,10.0,20,10.0,18.62472219328101,5,17.0,42.77326955317834,13,46.0,38.0,11,38.0,0,4.475000000000001,27360,494,0,0.0,4940.0,False,-0.19146744728140078,0,0.2,38768,3,202,1.0,3792.193883042764,False,0.10218726463710587,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,66933,292,64,1.0,8175.908131841468,False,0.10002561940927043,0,2.4500000000000006,80048,3,43,1.0,1762.319808659535,False,-0.05796645398817631,11,4.261000000000001,70319,212,0,0.0,9067.933145273808,False,-0.12869470518063417,0.5,348237,0.0,0.0,12,0,0,13,6,6.0,15,28,17,113.0,50.0,9,7,17,883,1.3122637458145618,68.52658859826624
48,17,0,0,0,10.0,20,10.0,18.078595935839928,9,9.0,43.77415959385425,12,51.0,38.0,9,38.0,4,4.5150000000000015,27212,504,0,0.0,5040.0,False,-0.19412370575161272,0,0.2,38713,3,207,1.0,3772.269358718865,False,0.10042648342167927,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,67464,291,62,1.0,7974.869312148383,False,0.10669322454152065,0,2.4500000000000006,79872,0,50,0.7,1900.0,False,-0.05921381927388283,9,4.340000000000001,69758,220,0,0.0,9630.315110647934,False,-0.1319517448075991,0.45,347828,0.0,0.0,15,0,0,7,6,6.0,22,29,14,119.0,37.0,9,8,14,857,1.1888881055638194,69.71547670383006
49,14,0,0,0,10.0,20,10.0,17.235857677462096,14,8.642857142857142,44.26327066506463,25,46.0,38.0,9,38.0,14,4.651000000000002,26877,515,0,0.0,5150.0,False,-0.20171301566650404,0,0.2,38623,2,217,1.0,3760.181116009275,False,0.09782323841287575,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,68493,295,47,1.0,7164.951736109357,False,0.11635884125667458,0,2.4500000000000006,78722,15,60,1.0,2943.9490599759692,False,-0.06652417639609369,9,4.421000000000001,69637,220,0,0.0,9737.919546314219,False,-0.1327339420414961,0.5,347161,0.0,0.0,14,0,0,11,8,8.0,15,26,17,92.0,46.0,7,7,17,1350,1.0103451451286674,70.72582184895873
50,17,0,0,0,10.0,20,10.0,17.008780932081162,4,9.0,44.26327066506463,0,,38.0,7,38.0,4,4.6770000000000005,26719,526,0,0.0,5260.0,False,-0.20450479752805334,0,0.2,38533,1,227,1.0,3870.993271582424,False,0.096885581281271,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,68457,289,57,1.0,7438.54411728014,False,0.11792004799405338,0,2.4500000000000006,78722,5,70,1.0,2881.3163533253232,False,-0.06688870576234549,7,4.482000000000001,69554,220,0,0.0,9737.919546314219,False,-0.13370008063000255,0.5,346794,0.0,0.0,11,0,0,10,5,5.0,18,28,20,125.0,54.0,9,8,20,200,1.1889280676841736,71.9147499166429
51,20,0,0,0,10.000000000000002,20,10.0,17.64841314752272,10,26.0,44.26327066506463,0,,38.0,8,38.0,0,4.673000000000001,26629,535,0,0.0,5350.000000000001,False,-0.20572450805008943,0,0.2,38683,2,227,1.0,4026.1897844876576,False,0.10305455879665598,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,68197,289,67,1.0,8066.030534193396,False,0.11875246297564693,0,2.4500000000000006,78722,0,75,0.5,2850.0,False,-0.06707097044547138,8,4.555000000000001,69450,220,0,0.0,9737.919546314219,False,-0.13491066392162507,0.4166666666666667,346490,0.0,0.0,11,0,0,12,4,4.0,20,32,23,129.0,56.0,11,9,23,460,1.322004783898592,73.2367547005415
52,23,0,0,0,10.000000000000002,20,10.0,18.21876400549793,13,23.76923076923077,44.26327066506463,0,,38.0,10,38.0,1,4.683000000000001,26517,545,0,0.0,5450.000000000001,False,-0.20740499810267252,0,0.2,38883,2,225,1.0,4119.221901237034,False,0.10973629724666657,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,67888,292,77,1.0,8728.150930815373,False,0.11909414781543126,0,2.450000000000001,78722,0,75,0.0,2850.0,False,-0.06707097044547138,10,4.647000000000001,69301,220,0,0.0,9737.919546314219,False,-0.1366450572913535,0.3333333333333333,346120,0.0,0.0,11,0,0,13,7,7.0,20,33,19,199.0,28.0,14,9,19,500,1.340666671283543,74.57742137182504
53,19,0,0,0,10.000000000000002,20,10.0,18.927684294735773,14,25.285714285714285,44.949384696261454,5,59.0,38.0,10,38.0,0,4.682000000000001,26427,554,0,0.0,5540.000000000001,False,-0.20862470862470864,0,0.2,39127,3,221,1.0,4213.018229136605,False,0.11762099838912299,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,67829,296,82,1.0,9288.444096335228,False,0.12251943137970076,0,2.4500000000000006,78722,0,75,0.0,2850.0,False,-0.06707097044547138,10,4.737000000000001,68862,225,0,0.0,10113.611556658827,False,-0.1395685460390715,0.3333333333333333,345776,0.0,0.0,13,0,0,16,5,5.0,16,32,15,123.0,53.0,10,9,15,849,1.127806176431477,75.70522754825652
54,15,0,0,0,10.000000000000002,20,10.0,19.544435874516264,12,26.0,45.5490568271704,11,50.81818181818182,37.99999999999999,14,38.0,0,4.682000000000001,26337,563,0,0.0,5630.000000000001,False,-0.20984441914674473,0,0.2,39329,4,219,1.0,4320.231456519062,False,0.12454913341626092,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,68076,298,81,1.0,9513.715493606649,False,0.12808973788088096,0,2.450000000000001,78502,0,80,0.5,3039.9999999999995,False,-0.06852599844020998,14,4.867000000000002,68270,231,0,0.0,10521.832127076363,False,-0.14408366919021073,0.4166666666666667,345323,0.0,0.0,14,0,0,11,7,7.0,17,28,15,81.0,18.0,9,6,15,1071,1.2284645279869437,76.93369207624346
55,15,0,0,0,10.000000000000002,20,10.0,19.90924776015306,13,23.384615384615383,43.350987204866804,17,30.823529411764707,37.99999999999999,11,38.0,2,4.702000000000002,26243,570,0,0.0,5700.000000000001,False,-0.2114435951645254,0,0.2,39485,7,218,1.0,4410.216011713367,False,0.12999696443477748,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,68296,301,74,1.0,9200.656628966215,False,0.12907281747259433,0,2.4500000000000006,78218,0,89,0.9,3381.9999999999995,False,-0.0698413437474537,11,4.963000000000001,67861,239,0,0.0,10360.885941963166,False,-0.14978124560893982,0.48333333333333334,344912,0.0,0.0,14,0,0,10,6,6.0,17,27,11,75.0,22.0,7,8,11,1010,1.0607602577656507,77.99445233400911
56,11,0,0,0,10.000000000000002,20,10.0,19.90924776015306,0,,43.350987204866804,0,,37.99999999999999,20,38.0,0,4.700000000000001,26153,579,0,0.0,5790.000000000001,False,-0.2126633056865615,0,0.2,39375,8,228,1.0,4619.308489314898,False,0.12984914199212463,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,68296,291,84,1.0,9435.074023413352,False,0.13088823337990302,0,2.4500000000000006,78598,0,79,0.0,3001.9999999999995,False,-0.067629701195451,10,5.052000000000001,67717,239,0,0.0,10360.885941963166,False,-0.15145743785887872,0.3333333333333333,344948,0.0,0.0,17,0,0,5,5,5.0,19,24,13,55.0,21.0,4,7,13,580,1.7008750829845667,79.69532741699368
57,13,0,0,0,10.000000000000002,20,10.0,20.361224601529702,12,25.0,43.20058750031478,27,42.629629629629626,38.0,11,38.0,0,4.700000000000001,26063,588,0,0.0,5880.000000000001,False,-0.2138830162085976,0,0.2,39565,9,226,1.0,4691.636759945713,False,0.13597924811548917,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,69147,293,67,1.0,8860.278170769292,False,0.13961772354730478,0,2.4500000000000006,77954,4,89,1.0,3554.802350001259,False,-0.07190863384510782,11,5.152000000000001,67041,252,0,0.0,10886.548050079326,False,-0.15626681692209593,0.5,344579,0.0,0.0,12,0,0,8,5,5.0,20,28,18,105.0,21.0,6,7,18,1651,1.0226299315690994,80.71795734856278
58,18,0,0,0,10.000000000000002,20,10.0,20.361224601529702,0,,43.77655183964205,14,48.57142857142857,37.99999999999999,20,38.0,0,4.700000000000001,25973,597,0,0.0,5970.000000000001,False,-0.21510272673063371,0,0.2,39455,10,236,1.0,4905.24900596101,False,0.13589267910718564,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,69827,283,63,1.0,8520.149328130356,False,0.1475159869285067,0,2.4500000000000006,77828,5,89,1.0,3600.88275919821,False,-0.07310710892224216,10,5.241000000000001,66718,255,0,0.0,11163.020719108723,False,-0.15841750736762897,0.5,344610,0.0,0.0,17,0,0,10,6,6.0,18,28,17,121.0,24.0,10,8,17,1260,1.1833023335784674,81.90125968214124
59,17,0,0,0,10.000000000000002,20,10.0,19.81997418327872,12,14.333333333333334,45.166684498028225,28,51.0,38.0,20,38.0,4,4.740000000000001,25822,607,0,0.0,6070.000000000001,False,-0.21784029923564807,0,0.2,39491,10,238,1.0,4817.153855620336,False,0.13567455217136026,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71083,285,45,1.0,7681.193444645705,False,0.16047266580429737,0,2.4500000000000006,77580,7,91,1.0,3774.1667914861973,False,-0.07498535199172261,12,5.351000000000002,65641,271,0,0.0,12240.171498965648,False,-0.1646848904133115,0.5,344426,0.0,0.0,17,0,0,9,11,11.0,18,27,18,84.0,45.0,7,10,18,2068,1.0367955937981606,82.9380552759394
60,18,0,0,0,10.000000000000002,20,10.0,19.471727178433753,4,9.0,45.166684498028225,0,,38.0,20,38.0,4,4.776000000000001,25694,615,0,0.0,6150.000000000001,False,-0.22022551092318535,0,0.2,39371,12,248,1.0,4948.988340251571,False,0.13420865642450763,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71047,279,55,1.0,7916.779530174569,False,0.16173953758479753,0,2.450000000000001,77884,0,90,0.7,3420.0,False,-0.07350801429419503,12,5.459000000000001,65452,271,0,0.0,12240.171498965648,False,-0.1668848927413563,0.45,344257,0.0,0.0,16,0,0,7,6,6.0,19,26,16,124.0,48.0,7,11,16,504,1.1629067435860634,84.10096201952547
61,16,0,0,0,10.000000000000002,20,10.0,18.693401017601097,52,17.019230769230766,45.166684498028225,0,,38.0,20,38.0,30,5.072,25155,627,0,0.0,6270.000000000001,False,-0.23320865181330297,0,0.2,39759,10,236,1.0,4511.642640153859,False,0.13879821434588094,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,70162,321,65,1.0,8936.416219021787,False,0.155928443683083,0,2.4500000000000006,78302,0,79,0.0,3002.0,False,-0.07107520748699205,9,5.537000000000002,65327,271,0,0.0,12240.171498965648,False,-0.1683399207360949,0.3333333333333333,343514,0.0,0.0,18,0,0,7,9,9.0,21,28,18,89.0,27.0,7,9,18,1086,1.1013586753979325,85.2023206949234
62,18,0,0,0,10.000000000000002,20,10.0,18.9695975198877,24,20.666666666666668,43.96316515516053,11,29.636363636363637,38.0,20,38.0,0,5.042000000000001,25025,640,0,0.0,6400.000000000001,False,-0.23497045590068846,0,0.2,40185,7,222,1.0,4281.250649415069,False,0.14722245689563443,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,69992,335,64,1.0,9168.457739092653,False,0.1550923728690786,0,2.450000000000001,78280,1,81,1.0,3121.9631651551604,False,-0.07063309335951329,12,5.648000000000002,65133,271,0,0.0,11914.017757048505,False,-0.172496375484242,0.5,343424,0.0,0.0,18,0,0,9,6,6.0,23,32,16,138.0,18.0,12,6,16,1326,1.1939440499991179,86.39626474492252
63,16,0,0,0,10.0,20,10.0,18.9695975198877,0,,43.366688869256464,6,30.666666666666668,38.0,20,38.0,0,5.042000000000002,24965,646,0,0.0,6460.0,False,-0.23578359624871253,0,0.2,40045,11,232,1.0,4510.946624613946,False,0.1465407196917378,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,70176,325,68,1.0,9114.054037072941,False,0.15752097979549376,0,2.4500000000000006,78584,0,74,0.1,2812.0,False,-0.06889848560686307,12,5.756000000000001,64754,277,0,0.0,12012.57281678404,False,-0.17633441888053622,0.35000000000000003,343333,0.0,0.0,18,0,0,6,5,5.0,21,27,14,47.0,38.0,7,9,14,688,1.0681274440139532,87.46439218893647
64,14,0,0,0,10.0,20,10.0,19.726149784427708,21,25.285714285714285,41.94346206186939,12,27.666666666666668,38.00000000000001,20,38.0,2,5.062000000000001,24831,657,0,0.0,6570.0,False,-0.23792486583184258,0,0.2,40468,10,223,1.0,4498.931401927379,False,0.15784316422626135,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,69977,336,66,1.0,9396.25482365109,False,0.15662418741114165,0,2.4500000000000006,78518,2,77,1.0,3009.8869241237394,False,-0.06851501633051403,13,5.874000000000002,64552,277,0,0.0,11618.338991137822,False,-0.1809802291311863,0.5,343155,0.0,0.0,15,0,0,7,7,7.0,20,27,14,106.0,18.0,8,6,14,1311,1.1352667463943362,88.59965893533081
65,14,0,0,0,10.0,20,10.0,19.726149784427708,0,,41.87266494982457,28,41.57142857142857,38.00000000000001,20,38.0,0,5.060000000000001,24741,666,0,0.0,6660.0,False,-0.23914457635387867,0,0.2,40358,11,233,1.0,4706.192899771656,False,0.15767052772499132,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71141,326,48,1.0,8440.612747315012,False,0.1672522400393029,0,2.4500000000000006,78086,13,77,1.0,3470.3446443477196,False,-0.07086367758705299,10,5.961,64060,284,0,0.0,11891.836845750177,False,-0.1851154311786299,0.5,343195,0.0,0.0,18,0,0,8,4,4.0,20,28,13,107.0,21.0,7,7,13,1744,0.9891915060579777,89.58885044138879
66,13,0,0,0,10.0,20,10.0,19.726149784427708,0,,41.5482195473313,20,39.4,38.0,20,38.0,0,5.060000000000001,24701,670,0,0.0,6700.0,False,-0.23968666991922805,0,0.2,40198,17,243,1.0,4963.454397615933,False,0.15682027426703438,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71929,316,38,1.0,7812.295674677745,False,0.1745914507897537,0,2.4500000000000006,78316,10,78,1.0,3379.482195473313,False,-0.06871525570386511,11,6.061000000000002,63209,297,0,0.0,12339.821205557397,False,-0.1924139426279122,0.5,343162,0.0,0.0,18,0,0,4,7,7.0,23,27,16,105.0,18.0,7,6,16,1330,0.9683714052662253,90.55722184665501
67,16,0,0,0,10.000000000000002,20,10.0,19.726149784427708,0,,41.5482195473313,0,,38.0,8,38.0,0,5.060000000000001,24571,683,0,0.0,6830.000000000001,False,-0.24144847400661354,0,0.2,40128,14,253,1.0,5130.71589546021,False,0.15718973133111352,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71929,306,48,1.0,8030.516372306781,False,0.1762814334239949,0,2.4500000000000006,78316,0,88,1.0,3344.0,False,-0.0689217660547789,8,6.130000000000002,63127,297,0,0.0,12339.821205557397,False,-0.19336844099246073,0.5,342880,0.0,0.0,10,0,0,8,3,3.0,22,30,17,99.0,31.0,9,7,17,200,1.1887553734704852,91.7459772201255
68,17,0,0,0,10.0,20,10.0,20.10006586643754,10,26.0,41.5482195473313,0,,38.0,20,38.0,0,5.06,24451,695,0,0.0,6950.0,False,-0.24307475470266168,0,0.2,40308,12,253,1.0,5205.316664208697,False,0.16307958833697486,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71669,306,58,1.0,8560.416888875103,False,0.17635810672424687,0,2.450000000000001,78734,0,77,0.0,2926.0,False,-0.06648895924757592,9,6.212000000000003,63006,297,0,0.0,12339.821205557397,False,-0.19477690809136772,0.3333333333333333,342977,0.0,0.0,17,0,0,11,5,5.0,23,34,14,167.0,12.0,13,4,14,878,1.1450339164584875,92.89101113658398
69,14,0,0,0,10.0,20,10.0,19.44446823019347,45,17.244444444444444,40.37797785833833,12,27.0,38.0,10,38.0,34,5.400000000000001,23953,703,0,0.0,7030.0,False,-0.25548869734916246,0,0.2,40463,14,252,1.0,5040.005994008754,False,0.1650404672034579,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71217,341,56,1.0,8891.73042656292,False,0.171923008740013,0,2.4500000000000006,78734,0,77,0.0,2926.0,False,-0.06648895924757592,10,6.303000000000002,62538,309,0,0.0,12476.795158226545,False,-0.1994273291609346,0.3333333333333333,341714,0.0,0.0,11,0,0,5,8,8.0,21,26,11,75.0,21.0,7,7,11,799,0.937967611476779,93.82897874806076
70,11,0,0,0,10.0,20,10.0,19.3273830294157,2,9.0,39.691642127075404,6,24.333333333333332,38.0,20,38.0,2,5.386,23789,717,0,0.0,7170.0,False,-0.25803653710630453,0,0.2,40403,10,262,1.0,5163.774353706914,False,0.16509153729206535,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71345,333,60,1.0,8817.517076419952,False,0.1733308324924489,0,2.450000000000001,78990,0,72,0.3,2736.0,False,-0.06461488319035258,12,6.413000000000002,62245,312,0,0.0,12383.792343647527,False,-0.20337920157580963,0.3833333333333333,341581,0.0,0.0,17,0,0,5,7,7.0,20,25,13,24.0,24.0,3,8,13,650,0.8591266693547368,94.6881054174155
71,13,0,0,0,10.0,20,10.0,19.3273830294157,0,,40.448290101145595,10,50.0,38.0,20,38.0,0,5.384000000000002,23699,726,0,0.0,7260.0,False,-0.25925624762834065,0,0.2,40293,11,272,1.0,5367.048184001071,False,0.1648648585678034,0,0.2,64809,0,0,0.0,0.0,False,0.0038102318665489522,0,0.2,71845,323,60,1.0,8669.642124570006,False,0.1799300073151031,0,2.4500000000000006,79150,0,67,0.5,2546.0,False,-0.0638582686330885,10,6.501000000000001,61820,317,0,0.0,12822.107962063154,False,-0.20577525077661732,0.4166666666666667,341616,0.0,0.0,18,0,0,10,5,5.0,15,25,14,84.0,21.0,6,7,14,1080,0.9627196351066232,95.65082505252212
