index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,22,0,0,0,10.000000000000002,20,10.0,16.254560507073077,42,20.0,19.12474484205507,20,17.7,35.00000000000001,20,35.0,2,0.22000000000000003,12841,2,10,1.0,182.54560507073077,False,0.059761763708544316,6,0.44900000000000007,12304,5,10,1.0,212.54560507073077,False,0.016985397241282167,0,0.2,19847,0,6,0.0,114.74846905233042,False,0.019430178464848322,20,2.803000000000001,7408.0,206,0,0.0,3348.439464457054,False,-0.5348414989895761,10,0.9120000000000001,21498,175,0,0.0,3346.830347359637,False,-0.1293196868568061,0,0.23600000000000002,27742,32,12,1.0,1031.9918349457623,False,0.06181174303809728,0.5,101640,0.0,0.0,16,0,0,12,11,9.528846153846153,26,38,21,228.0,39.0,14,8,21,810,1.1000649919733405,22.504450235923287
11,21,0,0,0,10.000000000000002,20,10.0,16.51750230337783,13,20.0,20.50403674432077,51,25.431372549019606,35.00000000000001,20,35.0,0,0.21800000000000003,12731,3,20,1.0,360.3500460675566,False,0.0580328626594918,3,0.4730000000000001,12423,4,10,1.0,205.1750230337783,False,0.026435098870514564,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,45,3.233000000000001,6399.0,219,0,0.0,3617.3330044397453,False,-0.579632957632785,13,1.0320000000000003,20985,182,0,0.0,3731.7346874663804,False,-0.1413644706071022,0,0.23600000000000002,26991,66,15,1.0,1878.2664251251708,False,0.049492098318963854,0.5,99657,0.0,0.0,16,0,0,13,11,10.23076923076923,24,37,17,215.0,21.0,14,7,17,726,1.2665919089922681,23.771042144915555
12,17,0,0,0,10.000000000000002,20,10.0,16.51750230337783,0,,20.589884643344757,61,20.885245901639344,35.00000000000001,20,35.0,0,0.21800000000000003,12631,3,30,1.0,525.525069101335,False,0.05660596038274749,0,0.4700000000000001,12323,4,20,1.0,370.3500460675566,False,0.025008196593770255,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,61,3.7980000000000005,3880.0,219,0,0.0,3617.3330044397453,False,-0.7086470421398273,12,1.139,20114,211,0,0.0,4344.465659745743,False,-0.16258096306794154,0,0.23600000000000002,26680,88,17,1.0,2406.909848614339,False,0.04773813265348403,0.5,95756,0.0,0.0,14,0,0,10,14,14.0,23,33,18,133.0,23.0,9,8,18,480,1.128166467009578,24.899208611925133
13,18,0,0,0,10.000000000000002,20,10.0,15.589765488938518,18,7.0,20.924257300880914,20,25.0,35.00000000000001,20,35.0,0,0.21800000000000003,12561,0,40,1.0,623.5906195575408,False,0.05488775791024915,0,0.4700000000000001,12319,7,12,1.0,257.07718586726224,False,0.02003921928489975,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,20,3.9370000000000007,3533.0,237,0,0.0,3694.774420878429,False,-0.7244359943437022,12,1.247,19752,218,0,0.0,4561.488091592039,False,-0.1721059615302289,0,0.23600000000000002,26635,91,19,1.0,2569.1074143801634,False,0.049094566835384344,0.5,94928,0.0,0.0,15,0,0,11,10,10.0,22,33,16,127.0,23.0,10,8,16,606,1.2008732730173506,26.100081884942483
14,16,0,0,0,10.000000000000002,20,10.0,15.57318039567338,24,15.458333333333334,20.916553120856246,38,20.86842105263158,35.0,20,35.0,0,0.21800000000000003,12704,4,37,1.0,616.207674639915,False,0.06630368248135353,0,0.4700000000000001,12347,3,11,1.0,201.30498435240716,False,0.020048552993215025,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,38,4.2970000000000015,2148.0,261,0,0.0,4064.600083270752,False,-0.7859001259085595,7,1.305,19000,246,0,0.0,5145.472067730637,False,-0.18939104821458236,0,0.23600000000000002,26970,91,16,1.0,2463.4063339979184,False,0.05969650798478034,0.5,93297,0.0,0.0,25,0,0,8,8,8.0,22,30,17,140.0,18.0,10,6,17,1026,1.032023489009589,27.132105373952072
15,17,0,0,0,10.000000000000002,20,10.0,15.907868411946772,14,20.0,20.674991430784637,25,18.28,35.0,20,35.0,0,0.21800000000000003,12904,2,33,1.0,544.9596575942435,False,0.07977381207876116,0,0.4700000000000001,12227,5,21,1.0,384.06523665088224,False,0.017703238410672943,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,25,4.509000000000001,1314.0,275,0,0.0,4374.663813285362,False,-0.8206744221949971,7,1.3680000000000003,18599,260,0,0.0,5375.497772004005,False,-0.20013719287558704,0,0.23600000000000002,27293,92,13,1.0,2357.099211632187,False,0.06983615548100904,0.5,92465,0.0,0.0,20,0,0,4,7,7.0,29,33,14,128.0,36.0,10,7,14,935,1.1459339839639142,28.278039357915986
16,14,0,0,0,10.000000000000002,20,10.0,15.9682530655196,2,21.0,20.84195549698197,19,23.0,35.0,20,35.0,0,0.21800000000000003,12824,0,43,1.0,686.6348818173427,False,0.0790229813085857,0,0.4700000000000001,12149,7,29,1.0,533.0793389000684,False,0.017417001511926093,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,19,4.674000000000001,994.0,277,0,0.0,4423.206099148929,False,-0.8358205864494513,10,1.461,18025,279,0,0.0,5814.90558365797,False,-0.21345008860974013,0,0.23600000000000002,27643,82,13,1.0,2164.0403507525216,False,0.07936046952152179,0.5,91763,0.0,0.0,16,0,0,4,8,8.0,27,31,18,154.0,45.0,9,5,18,592,0.9368329580174759,29.214872315933462
17,18,0,0,0,10.000000000000002,20,10.0,16.02262615687756,33,16.272727272727273,20.63532812222391,68,19.91176470588235,35.0,20,35.0,0,0.21800000000000003,12734,0,52,0.9,833.1765601576332,False,0.07765207572554428,4,0.51,12508,8,10,1.0,240.2262615687756,False,0.03483677216949832,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,68,5.335000000000001,-2711.0,310,0,0.0,4967.014108632044,False,-1.0116513672565417,10,1.5510000000000004,16851,324,0,0.0,6685.846311600547,False,-0.2412007982639961,0,0.23600000000000002,27671,95,13,1.0,2415.3561716112717,False,0.08513426091780849,0.48333333333333334,87181,0.0,0.0,18,0,0,9,16,15.571428571428571,23,32,13,179.0,19.0,12,6,13,1031,1.1475903300452046,30.362462645978667
18,13,0,0,1,10.000000000000002,20,10.0,16.63044110196432,30,20.0,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,13264,0,29,0.7,482.28279195696524,False,0.10670666196660512,0,0.506,12378,11,20,1.0,442.6088220392864,False,0.032475982219097144,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,13,1.6710000000000003,16637,324,0,0.0,6685.846311600547,False,-0.24924198114454318,0,0.23600000000000002,27916,85,16,1.0,2314.0028903890325,False,0.09243608180943588,0.45,90323,0.0,0.125,15,0,0,7,14,104.34641025641025,22,29,12,125.0,27.0,9,4,12,445,0.9973346660262905,31.359797312004957
19,12,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,13144,2,39,1.0,668.5872029766084,False,0.10450656408164415,0,0.506,12298,9,30,1.0,588.9132330589296,False,0.03191482557809272,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,8,1.738,16545,324,0,0.0,6685.846311600547,False,-0.2526989382707597,0,0.23600000000000002,28336,75,14,1.0,2037.6496091667932,False,0.10302576953306268,0.5,90451,0.0,0.125,17,0,0,6,13,1287.7069561157796,20,26,8,90.0,30.0,7,5,8,620,0.7526892759487964,32.112486587953754
20,8,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,13054,1,49,1.0,824.8916139962516,False,0.10353567212965062,0,0.506,12188,10,40,1.0,765.2176440785728,False,0.030124463004120847,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,6,1.79,16491,324,0,0.0,6685.846311600547,False,-0.25472802180136506,0,0.23600000000000002,28826,65,10,1.0,1691.2963279445542,False,0.11493060398948923,0.5,90687,0.0,0.125,17,0,0,5,10,1417.8816492149824,23,28,7,45.0,10.0,5,3,7,690,1.2919366789865308,33.404423266940285
21,7,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,12964,0,59,1.0,981.1960250158949,False,0.10256478017765695,0,0.506,12078,11,50,1.0,941.5220550982159,False,0.02833410043014897,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,10,1.8840000000000001,16363,324,0,0.0,6685.846311600547,False,-0.2595377012813185,0,0.23600000000000002,29176,55,10,1.0,1484.943046722315,False,0.12420514498031626,0.5,90709,0.0,0.125,15,0,0,5,5,85.93204775022957,21,26,5,45.0,6.0,5,2,5,550,0.7302467709523626,34.13467003789265
22,5,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,12824,4,69,1.0,1187.500436035538,False,0.09954521167071777,0,0.506,12018,7,60,1.0,1067.8264661178591,False,0.0285924144111226,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,1.984,16209,324,0,0.0,6685.846311600547,False,-0.2653243469056374,0,0.23600000000000002,29491,45,11,1.0,1313.589765500076,False,0.13282211260474341,0.5,90670,0.0,0.125,15,0,0,4,5,94.02525252525253,22,26,7,57.0,3.0,4,1,7,515,0.653587543987669,34.788257581880316
23,7,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,12724,4,79,1.0,1353.8048470551812,False,0.098164584407735,0,0.506,11918,7,70,1.0,1234.1308771375022,False,0.027211787148139828,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,9,2.0630000000000006,16090,324,0,0.0,6685.846311600547,False,-0.2697958457971566,0,0.23600000000000002,29876,35,10,1.0,1072.236484277837,False,0.14275422696197035,0.5,90736,0.0,0.125,15,0,0,8,11,891.8024240420074,19,27,4,45.0,6.0,5,2,4,585,0.6891876200097613,35.47744520189008
24,4,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,9,35.0,0,0.21800000000000003,12584,8,89,1.0,1560.1092580748243,False,0.09514501590079581,0,0.506,11858,3,80,1.0,1360.4352881571456,False,0.02747010112911361,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,9,2.1440000000000006,15975,324,0,0.0,6685.846311600547,False,-0.2741170422049272,0,0.23600000000000002,29876,25,20,1.0,1215.8832030555977,False,0.14545303428879872,0.5,90421,0.0,0.125,12,0,0,2,6,74.48096348096348,11,13,5,21.0,6.0,2,2,5,200,0.49758173601003364,35.97502693790011
25,5,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,11,35.0,0,0.21800000000000003,12484,8,99,1.0,1726.4136690944677,False,0.0937643886378132,0,0.506,11758,3,90,1.0,1526.7396991767887,False,0.026089473866130836,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,2.2450000000000006,15819,324,0,0.0,6685.846311600547,False,-0.2799788390711204,0,0.23600000000000002,29876,15,30,1.0,1359.529921833359,False,0.14815184161562694,0.5,90065,0.0,0.125,11,0,0,2,7,1009.5939153439152,11,13,5,36.0,9.0,2,3,5,200,0.5656880000024103,36.54071493790252
26,5,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,11,35.0,0,0.21800000000000003,12364,10,109,1.0,1912.7180801141108,False,0.09156429075285222,0,0.506,11678,1,100,1.0,1673.0441101964318,False,0.025528317225126263,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,2.3440000000000007,15658,324,0,0.0,6685.846311600547,False,-0.2860285140419993,0,0.23600000000000002,29876,5,40,1.0,1503.1766406111196,False,0.1508506489424552,0.5,89704,0.0,0.125,10,0,0,2,7,317.88183421516754,9,11,6,36.0,9.0,2,3,6,200,0.4943804520298727,37.035095389932394
27,6,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,11,35.0,0,0.21800000000000003,12294,7,119,1.0,2049.022491133754,False,0.09141286942283675,0,0.506,11548,4,110,1.0,1869.3485212160751,False,0.022918484029176185,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,2.4430000000000005,15498,324,0,0.0,6685.846311600547,False,-0.2920406133919411,0,0.23600000000000002,29876,0,45,0.5,1575.0,False,0.1522000526058693,0.4166666666666667,89344,0.0,0.125,12,0,0,4,8,394.21089404422736,0,4,4,27.0,6.0,4,2,4,200,0.5872528610052541,37.62234825093765
28,4,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,13,35.0,0,0.21800000000000003,12174,9,129,1.0,2235.326902153397,False,0.08921277153787577,0,0.506,11468,2,120,1.0,2015.6529322357183,False,0.022357327388171616,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,13,2.5620000000000003,15284,324,0,0.0,6685.846311600547,False,-0.30008179627248815,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000002,False,0.1522000526058693,0.3333333333333333,88930,0.0,0.125,10,0,0,2,15,1398.8480920314253,0,2,4,21.0,6.0,2,2,4,200,0.47719665098702535,38.09954490192467
29,4,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,13,35.0,0,0.21800000000000003,12064,10,139,1.0,2411.6313131730403,False,0.08742240896390405,0,0.506,11378,1,130,1.0,2171.9573432553616,False,0.021386435436178092,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,13,2.6790000000000003,15070,324,0,0.0,6685.846311600547,False,-0.30812297915303527,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000002,False,0.1522000526058693,0.3333333333333333,88516,0.0,0.125,11,0,0,3,8,8.0,0,3,3,39.0,3.0,3,1,3,200,0.46853510197252035,38.568080003897194
30,3,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.000000000000014,11,35.0,0,0.21800000000000003,11944,12,149,1.0,2597.9357241926837,False,0.08522231107894307,0,0.506,11298,0,139,0.9,2311.6313131730403,False,0.020553606210482755,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,2.7760000000000002,14914,324,0,0.0,6685.846311600547,False,-0.3139847760192285,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000007,False,0.1522000526058693,0.31666666666666665,88160,0.0,0.125,10,0,0,1,4,4.0,0,1,4,18.0,6.0,1,2,4,200,0.3645219680038281,38.93260197190102
31,4,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.000000000000014,11,35.0,0,0.21800000000000003,11814,15,159,1.0,2794.2401352123265,False,0.08261247788299299,0,0.506,11228,0,146,0.7,2428.0444008867908,False,0.019587167126394845,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,2.875000000000001,14754,324,0,0.0,6685.846311600547,False,-0.31999687536917026,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000007,False,0.1522000526058693,0.2833333333333333,87800,0.0,0.125,11,0,0,4,5,5.0,0,4,3,42.0,0.0,4,0,3,200,0.5081421349896118,39.440744106890634
