index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
72,9,0,0,0,10.0,20,10.0,13.0137420818884,11,8.545454545454545,22.252029893860556,15,11.333333333333334,32.0,0,,0,4.6640000000000015,44341,20,35,1.0,655.480972866094,False,0.10415870687017786,6,6.641000000000002,23311,719,0,0.0,7190.0,False,-0.3349153380299098,0,0.2,58337,391,318,1.0,12164.518660266021,False,0.10405256958478461,15,13.634000000000002,19582.0,796,0,0.0,10358.938697183166,False,-0.5756243684686436,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,59360,1191,104,1.0,29830.16760358792,False,-0.09073556622480991,0.5,286744,0.0,0.0,9,0,0,1,4,4.0,2,3,11,54.0,33.0,3,6,11,240,0.7364466013386846,118.15401020552963
73,11,0,0,0,10.0,20,10.0,13.233895999652031,36,15.0,21.836485346857113,11,13.454545454545455,32.0,0,,0,4.664000000000001,44677,20,22,1.0,491.1457119923447,False,0.11043314438255275,13,6.7650000000000015,23062,729,0,0.0,7290.0,False,-0.33983438388332715,0,0.2,57830,417,327,1.0,12659.065340277173,False,0.09960123174982151,10,13.719000000000003,19407.0,796,0,0.0,10534.181215723016,False,-0.5771219132127664,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,59212,1192,114,1.0,29677.09053345368,False,-0.09348433328770991,0.5,286001,0.0,0.0,10,0,0,3,5,5.0,3,6,18,78.0,15.0,6,5,18,669,1.0217203544452786,119.17573055997491
74,18,0,0,0,10.0,20,10.0,13.551912776432488,20,18.2,21.687665130358095,25,20.44,32.0,0,,0,4.6640000000000015,44957,18,14,1.0,369.72677887005483,False,0.1158537483484125,2,6.772000000000001,22912,741,0,0.0,7410.0,False,-0.34205907798788776,0,0.2,57859,409,336,1.0,12829.787809361207,False,0.1015612172598993,24,13.949000000000003,18796.0,814,0,0.0,11031.257000016045,False,-0.5833339874544453,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,58701,1207,124,1.0,30145.01181234222,False,-0.09687580758050722,0.5,285038,0.0,0.0,11,0,0,4,3,3.0,6,10,22,159.0,24.0,10,8,22,593,1.0328559596091509,120.20858651958406
75,22,0,0,0,10.0,20,10.0,13.43740303840716,5,7.0,21.729884057096786,33,22.0,32.0,0,,0,4.6640000000000015,44912,16,19,1.0,415.310657729736,False,0.11530479122147731,0,6.770000000000001,22792,753,0,0.0,7530.0,False,-0.34354220739092817,0,0.2,57824,404,346,1.0,12947.25071127198,False,0.1019679398717349,33,14.255000000000006,18664.0,814,0,0.0,10938.046073263427,False,-0.5863950257655496,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,57975,1230,134,1.0,31015.757390229046,False,-0.10043362230080043,0.5,283980,0.0,0.0,10,0,0,3,1,1.0,9,12,31,166.0,41.0,12,10,31,235,1.387514928355813,121.59610144793987
76,31,0,0,0,10.0,20,10.0,13.339645061584443,27,12.407407407407407,21.24043836967743,48,19.000000000000004,32.0,0,,0,4.6640000000000015,45113,18,11,1.0,326.73609567742886,False,0.1191785452438195,9,6.860000000000001,22557,761,0,0.0,7610.0,False,-0.34836237795080954,0,0.2,57808,408,355,1.0,12982.930806361941,False,0.10199947561494772,47,14.692000000000005,17415.0,827,0,0.0,11031.886465930334,False,-0.6069969282072193,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,57063,1268,144,1.0,31540.87585275098,False,-0.10838397876803535,0.5,281769,0.0,0.0,11,0,0,8,6,6.0,11,19,16,273.0,58.0,19,12,16,554,1.6647672848775983,123.26086873281747
77,16,0,0,0,10.0,20,10.0,13.170049940227482,26,11.5,20.907713467989996,9,12.0,32.0,0,,10,4.764000000000001,45177,14,10,1.0,271.70049940227483,False,0.1200803423483163,5,6.901000000000002,22337,775,0,0.0,7750.0,False,-0.35207020145841056,0,0.2,57509,424,365,1.0,13215.416590472802,False,0.09886728414403921,9,14.735000000000005,17265.0,827,0,0.0,10891.631300568128,False,-0.6107695953540128,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,56955,1267,154,1.0,31418.072963943327,False,-0.11045776583824031,0.5,281056,0.0,0.0,8,0,0,3,4,3.4761904761904763,6,9,15,135.0,42.0,9,7,15,200,1.0543208681046963,124.31518960092217
78,15,0,0,0,10.0,20,10.0,13.120366382129463,30,12.7,20.438389972413813,15,13.4,32.0,0,,8,4.8340000000000005,45311,13,10,1.0,261.20366382129464,False,0.12326292996936458,12,7.016000000000002,22024,786,0,0.0,7860.0,False,-0.35844765789148436,0,0.2,57521,426,374,1.0,13233.233928469917,False,0.09922562837175149,14,14.866000000000003,16635.0,845,0,0.0,11086.709592899397,False,-0.6198952012674008,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,56754,1272,164,1.0,31245.63204491037,False,-0.11397387561723184,0.5,280058,0.0,0.0,10,0,0,3,7,6.444444444444445,6,9,13,130.0,24.0,9,6,13,233,1.022043950855732,125.3372335517779
79,13,0,0,0,10.0,20,10.0,12.636360100016613,12,2.3333333333333335,19.868693802579124,15,11.666666666666666,32.0,0,,0,4.826000000000001,45191,15,20,1.0,402.7272020003323,False,0.12204581883574749,12,7.124000000000001,21736,794,0,0.0,7940.0,False,-0.3645779260907181,0,0.2,57493,428,384,1.0,13037.940542997494,False,0.09707222649445997,15,15.002,16335.0,845,0,0.0,10677.724284514039,False,-0.628541472848135,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,56579,1277,174,1.0,30940.32198589354,False,-0.11798497933640889,0.5,279147,0.0,0.0,9,0,0,2,7,7.0,5,7,11,95.0,34.0,7,6,11,200,0.9082704428583384,126.24550399463624
80,11,0,0,0,10.0,20,10.0,12.302258266588575,8,2.25,19.241601148320324,18,12.0,32.0,0,,0,4.826000000000001,45051,19,30,1.0,559.0677479976573,False,0.12051746073412012,8,7.192000000000001,21545,800,0,0.0,8000.0,False,-0.3685576566555432,0,0.2,57475,426,394,1.0,12821.95287400494,False,0.09491287511144292,18,15.167000000000003,15945.0,845,0,0.0,10395.408235267347,False,-0.6376447501605252,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,56363,1285,184,1.0,30613.45747559162,False,-0.1226299320847159,0.5,278192,0.0,0.0,8,0,0,2,7,7.0,4,6,15,71.0,23.0,6,5,15,200,0.8999684890732169,127.14547248370945
81,15,0,0,0,10.0,20,10.0,11.694175316702774,16,3.1875,19.0437482007759,5,11.0,32.0,0,,0,4.826000000000001,44961,22,35,1.0,629.296136084597,False,0.11916074819039173,11,7.294000000000001,21275,807,0,0.0,8070.0,False,-0.37436658015078483,0,0.2,57424,432,404,1.0,12745.558009929064,False,0.09338416063900278,5,15.199000000000003,15870.0,845,0,0.0,9881.578142613844,False,-0.6433332921212909,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,56308,1280,194,1.0,30583.997696993152,False,-0.12348355492922286,0.5,277651,0.0,0.0,8,0,0,3,4,4.0,5,8,17,112.0,62.0,8,7,17,240,1.1011764677241445,128.2466489514336
82,17,0,0,0,10.0,20,10.0,11.513935447236772,29,10.172413793103448,18.75913391656267,11,13.909090909090908,32.0,0,,0,4.826000000000001,45168,20,22,1.0,453.306579839209,False,0.12210241725175139,6,7.343000000000001,21057,819,0,0.0,8190.0,False,-0.3782721542454579,0,0.2,57162,451,413,1.0,12940.307194244167,False,0.09056272018101884,10,15.294000000000002,15700.0,845,0,0.0,9729.275452915072,False,-0.6475519687657241,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,56155,1281,204,1.0,30558.450547116783,False,-0.12551293016565193,0.5,277055,0.0,0.0,10,0,0,7,4,4.0,5,12,18,192.0,29.0,12,5,18,520,1.1029909132048488,129.34963986463845
83,18,0,0,0,10.0,20,10.0,11.638295971959362,26,12.692307692307692,18.92803560833353,44,19.613636363636363,32.0,0,,0,4.826000000000001,45383,20,13,1.0,351.2978476354717,False,0.12615619636182768,7,7.407000000000002,20844,829,0,0.0,8290.0,False,-0.38230132245705106,0,0.2,57112,453,423,1.0,13278.707137622674,False,0.09260563462006124,44,15.724000000000004,14734.0,859,0,0.0,9997.296239913092,False,-0.6618110625907221,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,55292,1315,214,1.0,31738.366824958593,False,-0.12885546766952766,0.5,275178,0.0,0.0,10,0,0,3,5,5.0,7,10,21,161.0,24.0,10,8,21,515,0.9917987044900656,130.3414385691285
84,21,0,0,0,10.0,20,10.0,12.153512863320165,18,18.5,19.116976584606824,44,19.977272727272727,32.0,0,,2,4.846000000000001,45549,23,10,1.0,351.5351286332017,False,0.13026245369711037,3,7.4300000000000015,20726,836,0,0.0,8360.0,False,-0.3843529847979236,0,0.2,57142,446,432,1.0,13679.000621590942,False,0.09655001560971188,43,16.110000000000007,13737.0,874,0,0.0,10622.170242541824,False,-0.6735434784179251,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,54413,1349,224,1.0,32956.80141263461,False,-0.1321581070878193,0.5,273380,0.0,0.0,9,0,0,3,5,4.133333333333333,5,8,28,120.0,39.0,8,13,28,233,1.1187194623053074,131.46015803143382
85,28,0,0,0,10.0,20,10.0,12.648375949500332,42,15.190476190476193,19.347891085328133,38,20.68421052631579,32.0,0,,28,5.124000000000002,45461,24,10,1.0,366.4837594950033,False,0.12827195352237064,4,7.4670000000000005,20572,845,0,0.0,8450.0,False,-0.38704733654678036,0,0.2,56504,478,442,1.0,14597.691563576194,False,0.09348813638493349,38,16.447000000000003,13350.0,874,0,0.0,11054.68057986329,False,-0.6764697969093775,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,53627,1377,234,1.0,34130.04602449684,False,-0.13459885890963774,0.5,271327,0.0,0.0,7,0,0,4,5,4.523809523809524,8,12,24,165.0,68.0,12,16,24,200,1.4112200597301126,132.87137809116393
86,24,0,0,0,10.0,20,10.0,13.129218845560425,19,19.0,18.69601425764069,22,11.818181818181818,32.0,0,,8,5.176000000000001,45575,25,10,1.0,381.2921884556042,False,0.13127292285818315,1,7.473,20466,854,0,0.0,8540.0,False,-0.3885551847732048,0,0.2,56503,469,452,1.0,14608.202083021431,False,0.09356106535803653,22,16.629000000000005,12460.0,892,0,0.0,11711.263210239898,False,-0.6860966681785159,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,53367,1389,244,1.0,33776.76380386292,False,-0.13994415388089348,0.5,270184,0.0,0.0,8,0,0,7,7,6.444444444444445,5,12,21,160.0,49.0,12,12,21,200,1.3637347966432571,134.2351128878072
87,21,0,0,0,10.0,20,10.0,12.92351401314598,7,6.285714285714286,18.323582972759873,16,13.0,32.0,0,,0,5.168000000000002,45525,24,15,1.0,433.8527101971897,False,0.13068659881593356,2,7.492000000000002,20326,865,0,0.0,8650.0,False,-0.3906562847608454,0,0.2,56492,466,461,1.0,14469.529280568328,False,0.09218421608768362,15,16.757000000000005,12160.0,892,0,0.0,11527.774499726214,False,-0.6928105976235156,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,53159,1395,254,1.0,33689.39824700002,False,-0.14302521669910753,0.5,269475,0.0,0.0,11,0,0,5,4,4.0,6,11,21,119.0,55.0,11,10,21,273,1.1509973974898458,135.38611028529704
88,21,0,0,0,10.0,20,10.0,12.92351401314598,0,,18.101931850064137,8,12.0,32.0,0,,0,5.168000000000001,45455,21,25,1.0,533.0878503286494,False,0.13018276913025154,0,7.490000000000002,20196,878,0,0.0,8780.0,False,-0.39226300828080585,0,0.2,56492,456,471,1.0,14419.132291374775,False,0.0917523504779493,8,16.822000000000003,12028.0,892,0,0.0,11527.774499726214,False,-0.6950728859624475,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,53063,1393,264,1.0,33663.991067139345,False,-0.14435594974023194,0.5,269047,0.0,0.0,9,0,0,7,2,2.0,5,12,17,189.0,36.0,12,9,17,200,2.147991195321083,137.53410148061812
89,17,0,0,0,10.0,20,10.0,12.525202470587555,39,10.384615384615385,18.101931850064137,0,,32.0,0,,0,5.168000000000002,45653,22,21,1.0,483.02925188233866,False,0.13445840133336226,25,7.740000000000002,19595,887,0,0.0,8870.0,False,-0.40600667408231367,0,0.2,56087,485,481,1.0,14781.752418115813,False,0.08791862975693947,0,16.814000000000004,12028.0,892,0,0.0,11172.4806037641,False,-0.6981174967114203,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,53063,1383,274,1.0,33802.9717486387,False,-0.1435052594131337,0.5,268239,0.0,0.0,9,0,0,6,6,6.0,6,12,13,142.0,21.0,12,5,13,508,1.3248227471485734,138.8589242277667
90,13,0,0,0,10.0,20,10.0,12.696828306760619,31,13.935483870967742,17.78194481624457,15,13.4,32.0,0,,5,5.218000000000001,45915,20,10,1.0,326.9682830676062,False,0.13900591129733783,5,7.7650000000000015,19395,899,0,0.0,8990.0,False,-0.40946730935607467,0,0.2,56040,490,490,1.0,14934.598830272542,False,0.08842290078728102,14,16.954000000000004,11406.0,908,0,0.0,11528.720102538642,False,-0.7057249597026578,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,52862,1388,284,1.0,33769.33940494747,False,-0.14617173231390873,0.5,267431,0.0,0.0,11,0,0,2,5,5.0,5,7,12,71.0,59.0,7,6,12,625,0.8661675788462162,139.7250918066129
91,12,0,0,0,10.0,20,10.0,12.592035356986456,22,11.5,17.78194481624457,0,,32.0,0,,7,5.283000000000002,45964,17,10,1.0,295.9203535698646,False,0.13983339950030726,5,7.810000000000001,19195,912,0,0.0,9120.0,False,-0.4128043505129156,0,0.2,55787,502,500,1.0,15212.174157329488,False,0.08646546717393472,0,16.94000000000001,11406.0,908,0,0.0,11433.568104143702,False,-0.7065403432496083,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,52862,1378,294,1.0,33911.51995678502,False,-0.14530145582047926,0.5,267027,0.0,0.0,9,0,0,3,2,1.4117647058823528,3,6,15,103.0,28.0,6,6,15,200,0.855138055048883,140.5802298616618
92,15,0,0,0,10.0,20,10.0,13.103863828489871,41,15.926829268292684,17.78194481624457,0,,32.0,0,,22,5.496000000000001,46076,16,10,1.0,291.0386382848987,False,0.142541572590346,9,7.895000000000001,18930,923,0,0.0,9230.0,False,-0.41799530342355706,0,0.2,55454,517,510,1.0,15843.489455613995,False,0.08616824446094118,0,16.940000000000005,11086.0,924,0,0.0,12107.970177524641,False,-0.7062455424562569,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,52862,1368,304,1.0,34053.70050862257,False,-0.14443117932704977,0.5,266221,0.0,0.0,9,0,0,2,5,4.375,6,8,16,124.0,33.0,8,7,16,200,0.9840507907792926,141.56428065244108
93,16,0,0,0,10.0,20,10.0,12.710167622387369,15,6.4,18.93456392766998,71,22.154929577464788,32.0,2,32.0,0,5.474000000000001,45946,19,20,1.0,444.20335244774736,False,0.1412211513094518,15,8.036,18658,930,0,0.0,9300.0,False,-0.42385366456556667,0,0.2,55391,522,519,1.0,16461.746177346926,False,0.09038652719327935,70,17.640000000000004,9462.0,924,0,0.0,11744.19488308593,False,-0.7371958346208445,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,51353,1429,312,1.0,37041.49185264041,False,-0.14461608424449174,0.5,262623,0.0,0.0,11,0,0,2,5,5.0,6,8,19,109.0,24.0,8,8,19,297,1.2071625348180532,142.77144318725914
94,19,0,0,0,10.0,20,10.0,12.588611674297503,5,7.0,19.434903399180815,43,22.25581395348837,32.0,9,32.0,0,5.474000000000001,45911,16,25,1.0,474.7152918574376,False,0.14073310211169748,0,8.020999999999999,18528,943,0,0.0,9430.0,False,-0.4254603880855271,0,0.2,55389,517,528,1.0,16769.941230379278,False,0.09299325795553642,42,17.990000000000002,9294.0,924,0,0.0,11631.877187050894,False,-0.7410375918021963,0,0.2,81813,0,0,0.0,0.0,False,0.0015424730985346506,0,0.542,50684,1462,313,1.0,38429.82876960235,False,-0.14430797575132917,0.5,261619,0.0,0.0,13,0,0,1,1,1.0,5,6,20,78.0,39.0,6,13,20,556,0.9244596408680081,143.69590282812715
