index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,25,0,0,0,10.000000000000002,20,10.0,9.21156391508293,27,9.62962962962963,19.04586504829143,21,27.0,25.999999999999996,10,26.0,0,0.36200000000000004,28430,3,10,1.0,122.11563915082931,False,0.028261073320896973,16,2.3850000000000007,21675.0,120,0,0.0,1200.0000000000002,False,-0.19608055435253358,0,0.2,37872,95,10,1.0,1065.5572224157927,False,0.01726428657875924,0,0.8030000000000002,35100,183,0,0.0,1685.7161964601762,False,-0.04794696849971963,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.37100000000000005,55518,47,11,1.0,1181.155657269697,False,-0.002052898608515039,0.5,234799,0.0,0.0,18,0,0,13,3,3.0,16,29,24,174.0,105.0,10,15,24,1247,2.3022232860093936,83.50973259005696
11,24,0,0,0,10.000000000000002,20,10.0,9.45874904711699,29,11.482758620689655,19.04586504829143,0,,25.999999999999996,5,26.0,6,0.42200000000000004,28561,1,10,1.0,104.5874904711699,False,0.03267264852156719,13,2.4990000000000006,21353.0,132,0,0.0,1320.0000000000002,False,-0.20553630720369567,0,0.2,37812,88,20,1.0,1213.2872171121237,False,0.01763154209085539,0,0.8030000000000002,34827,209,0,0.0,1976.878550847451,False,-0.051322033337119516,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.37100000000000005,55648,37,16,1.0,1120.6970067867828,False,-0.0002783775008290005,0.5,234405,0.0,0.0,14,0,0,16,3,2.4615384615384617,18,34,29,147.0,99.0,11,13,29,390,1.6058202889980748,85.11555287905503
12,29,0,0,0,10.000000000000002,20,10.0,10.156845352688363,42,14.142857142857142,18.288874828053878,9,9.444444444444445,25.999999999999996,12,26.0,16,0.5760000000000001,28709,0,10,1.0,101.56845352688363,False,0.03795958664513644,16,2.646000000000001,21028.0,143,0,0.0,1430.0000000000002,False,-0.21528078533275588,0,0.2,37522,96,30,1.0,1523.7233986996991,False,0.014061444106424677,9,0.8930000000000002,34381,233,0,0.0,2366.5449671763886,False,-0.05797492957941895,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.371,55875,36,14,1.0,1022.3994938099395,False,0.0028848845138191425,0.5,233719,0.0,0.0,17,0,0,20,6,5.230769230769231,12,32,26,183.0,90.0,14,15,26,512,2.5679163920576684,87.6834692711127
13,26,0,0,0,10.000000000000002,20,10.0,9.458628621820818,22,1.4090909090909092,19.082422395203352,30,21.8,26.0,10,26.0,0,0.56,28579,3,20,1.0,219.17257243641637,False,0.03539000599892477,22,2.85,20545.0,150,0,0.0,1500.0000000000002,False,-0.23144940089504837,0,0.2,38050,92,22,1.0,1290.007125901989,False,0.02495175384607832,12,1.0040000000000002,34164,249,0,0.0,2355.1985268333838,False,-0.06387308920041611,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55481,56,14,1.0,1432.6156541313876,False,-0.00047474695742580526,0.5,233023,0.0,0.0,16,0,0,19,7,7.0,16,35,18,154.0,69.0,13,13,18,1000,2.991018539003562,90.67448781011626
14,18,0,0,0,10.000000000000002,20,10.0,9.091365372936103,34,6.411764705882353,19.369426287111267,29,20.551724137931036,25.999999999999996,10,26.0,0,0.56,28650,3,21,1.0,220.91867283165817,False,0.037983951797886106,25,3.0780000000000003,19936.0,160,0,0.0,1600.0000000000002,False,-0.2516240796881767,0,0.2,38455,93,14,1.0,1116.6689477026152,False,0.033383690669650204,11,1.1020000000000003,33850,272,0,0.0,2472.85138143862,False,-0.07063211689880772,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.37100000000000005,55145,75,14,1.0,1816.706971533345,False,-0.003035118707906329,0.5,232240,0.0,0.0,19,0,0,16,8,8.0,13,29,18,130.0,51.0,11,7,18,1117,2.3420475580496714,93.01653536816593
15,18,0,0,0,10.000000000000002,20,10.0,9.321512611037509,36,10.944444444444445,18.629103683394334,11,9.636363636363637,25.999999999999993,6,26.0,0,0.56,28932,0,12,0.9,111.8581513324501,False,0.04619348475769549,18,3.233000000000001,19485.0,174,0,0.0,1740.0000000000002,False,-0.26537462104807275,0,0.2,38440,90,23,1.0,1267.4055197114455,False,0.03498272348835126,10,1.1910000000000003,33323,301,0,0.0,2805.7752959222903,False,-0.0801820345943066,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,55195,76,18,1.0,1883.8118799379695,False,-0.0015490548525720904,0.48333333333333334,231579,0.0,0.0,17,0,0,18,6,6.0,11,29,19,134.0,82.0,11,7,19,708,2.9059980390011333,95.92253340716707
16,19,0,0,0,10.000000000000002,20,10.0,9.214434408654816,37,8.45945945945946,18.071010500248,9,10.0,25.999999999999993,9,26.0,1,0.5700000000000001,29066,1,10,1.0,102.14434408654816,False,0.050854344306455676,24,3.455000000000001,18931.0,183,0,0.0,1830.0000000000002,False,-0.2837447668543381,0,0.2,38155,103,33,1.0,1545.4300905996301,False,0.031115806566360756,9,1.2710000000000001,33158,315,0,0.0,2902.5468387262667,False,-0.08327090775930036,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.371,55339,75,19,1.0,1849.3257875186,False,0.0007054441832544417,0.5,230853,0.0,0.0,16,0,0,15,7,6.076923076923077,15,30,22,117.0,75.0,9,10,22,434,3.292262561037205,99.21479596820427
17,22,0,0,0,10.000000000000002,20,10.0,8.748364623432135,32,4.84375,17.862509648063135,21,16.61904761904762,25.999999999999996,8,26.0,0,0.5690000000000001,29020,0,15,0.7,131.22546935148202,False,0.049718952456898446,30,3.731000000000001,18236.0,197,0,0.0,1970.0000000000005,False,-0.3063014291901256,0,0.2,38279,102,35,1.0,1517.5210292722875,False,0.034030686690756914,13,1.3920000000000001,32878,338,0,0.0,2956.9472427200617,False,-0.08996705900564105,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.37100000000000005,55198,86,21,1.0,2082.1758297334295,False,0.00026835363664476803,0.45,229815,0.0,0.0,16,0,0,16,8,8.0,15,31,22,147.0,114.0,9,13,22,654,3.6652166610001586,102.88001262920443
18,22,0,0,0,10.000000000000002,20,10.0,9.369075435477097,66,11.909090909090908,17.51970811917461,6,10.0,26.0,9,26.0,22,0.7890000000000001,29266,0,7,0.7,65.58352804833967,False,0.057412724268231866,29,3.991000000000001,17514.0,210,0,0.0,2100.0000000000005,False,-0.3300129926375054,0,0.2,38275,93,45,1.0,1659.7108808622274,False,0.035807894483381834,6,1.4390000000000003,32013,403,0,0.0,3775.73740049727,False,-0.10203510448842124,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55372,82,22,1.0,2008.616065772318,False,0.002708950499540437,0.45,228644,0.0,0.0,16,0,0,21,8,7.928571428571429,13,34,22,155.0,91.0,12,10,22,714,3.2362345150322653,106.1162471442367
19,22,0,0,0,10.000000000000002,20,10.0,9.679982356720144,22,13.954545454545455,18.10528216836897,14,23.285714285714285,26.0,11,26.0,8,0.8470000000000002,29328,1,10,1.0,106.79982356720144,False,0.060394106820542776,7,4.032000000000001,17319.0,219,0,0.0,2190.0000000000005,False,-0.3354265915980944,0,0.2,38265,98,45,1.0,1763.375968535178,False,0.03691595328232436,4,1.473,31950,410,0,0.0,3968.792766255259,False,-0.10114702452447151,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55332,86,21,1.0,2103.0542664797313,False,0.0028373494102138315,0.5,228398,0.0,0.0,18,0,0,18,3,2.533333333333333,15,33,27,171.0,89.0,12,10,27,776,3.2984376429812983,109.414684787218
20,27,0,0,0,10.000000000000002,20,10.0,9.679982356720144,0,,18.973120625341686,25,23.28,26.0,15,26.0,0,0.839,29248,0,19,0.9,183.91966477768273,False,0.05889850701562156,0,4.025,17199.0,231,0,0.0,2310.0000000000005,False,-0.33759203118233,0,0.2,38777,88,37,1.0,1553.843910529015,False,0.04770275091421895,7,1.5390000000000004,31853,410,0,0.0,3968.792766255259,False,-0.10371635676296911,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.371,55140,101,16,1.0,2332.2851831595103,False,0.0014609880403342302,0.48333333333333334,228421,0.0,0.0,20,0,0,23,2,2.0,16,39,19,238.0,76.0,17,10,19,1102,3.7483536700019613,113.16303845721995
21,19,0,0,0,10.000000000000002,20,10.0,10.06883541904643,21,15.476190476190476,17.882982094595235,32,13.3125,26.0,12,26.0,0,0.8390000000000002,29458,1,13,1.0,140.89486044760358,False,0.06570114877377657,5,4.075,17034.0,240,0,0.0,2400.0000000000005,False,-0.3419229103508012,0,0.2,38743,94,30,1.0,1482.9599922282214,False,0.045863374993089574,15,1.6820000000000004,31593,415,0,0.0,4178.566698904268,False,-0.10782498478393418,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55026,123,14,1.0,2563.6067976352138,False,0.0014905271559762785,0.5,228058,0.0,0.0,21,0,0,16,3,3.0,14,30,21,114.0,62.0,8,11,21,1118,2.7871098599862307,115.95014831720619
22,21,0,0,0,10.000000000000002,20,10.0,9.90057206650346,6,2.0,17.882982094595235,0,,26.0,7,26.0,0,0.8390000000000002,29368,0,23,1.0,227.71315752957955,False,0.06401965420690016,6,4.13,16840.0,251,0,0.0,2510.0000000000005,False,-0.34693951205428036,0,0.2,38743,84,40,1.0,1546.9673373700998,False,0.0467110870310981,0,1.6670000000000005,31581,421,0,0.0,4168.140839997956,False,-0.10828092019179991,0,0.2,56204,0,2,0.0,52.0,False,0.00010671599317017644,0,0.37100000000000005,55208,113,17,1.0,2462.7769766892616,False,0.0038308994085200247,0.5,227944,0.0,0.0,15,0,0,15,1,1.0,19,34,18,147.0,43.0,12,9,18,382,2.843061065010261,118.79320938221645
23,18,0,0,0,10.000000000000002,20,10.0,10.55277960107759,40,14.775,16.732917795771897,30,11.0,25.999999999999996,9,26.0,5,0.8890000000000002,29690,3,10,1.0,135.52779601077592,False,0.0739773313846322,12,4.2440000000000015,16617.0,258,0,0.0,2580.0000000000005,False,-0.35372455608488523,0,0.2,39024,81,20,1.0,1189.4335036027228,False,0.049419032972250136,0,1.667,31039,454,0,0.0,4790.961938889226,False,-0.11438876461619962,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.37100000000000005,55112,133,18,1.0,2693.4780668376625,False,0.0041750681811829685,0.5,227686,0.0,0.0,23,0,0,12,4,3.357142857142857,18,30,22,109.0,72.0,9,9,22,1030,2.608551506011281,121.40176088822773
24,22,0,0,0,10.000000000000002,20,10.0,11.179314982073507,47,14.76595744680851,16.036022018148103,17,9.411764705882353,25.999999999999996,8,26.0,25,1.1340000000000001,29705,7,10,1.0,181.7931498207351,False,0.07535356485168061,12,4.352000000000001,16370.0,264,0,0.0,2640.0000000000005,False,-0.3615562292478707,0,0.2,38343,111,30,1.0,1721.9846235546024,False,0.038433828087232794,17,1.8370000000000004,30725,461,0,0.0,5153.664206735886,False,-0.11790236263693095,0,0.2,56204,0,2,0.0,51.99999999999999,False,0.00010671599317017644,0,0.371,55160,140,20,1.0,2765.0430825407343,False,0.005665223770460465,0.5,226507,0.0,0.0,13,0,0,17,8,7.375,16,33,25,206.0,106.0,14,8,25,408,2.7527998379664496,124.15456072619418
25,25,0,0,0,10.000000000000002,20,10.0,10.850588723228853,10,1.5,15.662939179504788,9,9.0,25.999999999999993,6,26.0,0,1.1090000000000002,29615,6,20,1.0,277.01177446457706,False,0.07382365696666263,10,4.440000000000001,16100.0,275,0,0.0,2750.0000000000005,False,-0.36931572109138155,0,0.2,38328,111,40,1.0,1830.9329154585942,False,0.03947941773446615,9,1.9100000000000006,30599,461,0,0.0,5002.121401408501,False,-0.12324687572631979,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,55235,139,24,1.0,2801.148545951165,False,0.007320259550647059,0.5,226081,0.0,0.0,14,0,0,17,3,3.0,16,33,31,172.0,131.0,12,13,31,356,2.8210286010289565,126.97558932722313
26,31,0,0,0,10.000000000000002,20,10.0,11.082545302851209,67,12.0,15.951144475915157,21,18.047619047619047,25.999999999999993,8,26.0,12,1.2290000000000003,29983,4,10,1.0,150.8254530285121,False,0.08482794595475156,35,4.78,15438.0,287,0,0.0,2870.0000000000005,False,-0.3910422982532121,0,0.2,38124,152,40,1.0,2322.5926650699903,False,0.04058740583622472,11,2.0110000000000006,30125,477,0,0.0,5286.374109460026,False,-0.1320375319913646,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,55064,150,26,1.0,3068.671671387274,False,0.006657936747539075,0.5,224938,0.0,0.0,15,0,0,20,5,4.75,18,38,22,225.0,72.0,17,14,22,1008,2.9718471369706094,129.94743646419374
27,22,0,0,0,10.000000000000002,20,10.0,10.851750837512446,7,1.0,17.375445323561582,30,24.8,25.999999999999993,8,26.0,0,1.217,29873,5,20,1.0,267.03501675024893,False,0.08295501329490125,7,4.815,15237.0,296,0,0.0,2960.0000000000005,False,-0.3966724411722246,0,0.2,38813,149,26,1.0,2068.6724532019557,False,0.05547469675525068,6,2.0600000000000005,30035,477,0,0.0,5176.285149493437,False,-0.13587946455257283,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,54528,170,28,1.0,3681.825705005469,False,0.0025774198296587506,0.5,224690,0.0,0.0,19,0,0,13,3,3.0,14,27,27,118.0,66.0,10,12,27,1104,2.852818039013073,132.80025450320682
28,27,0,0,0,10.000000000000002,20,10.0,10.626672204055026,43,9.186046511627907,17.375445323561582,0,,25.999999999999993,10,26.0,0,1.217,30063,4,16,1.0,210.02675526488042,False,0.08878350576124008,29,5.098000000000002,14567.0,307,0,0.0,3070.0000000000005,False,-0.41886819691063953,0,0.2,38438,170,36,1.0,2432.050306337572,False,0.05035428053846801,0,2.0540000000000007,30015,489,0,0.0,5196.442707782908,False,-0.1361422574658582,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.371,54788,160,28,1.0,3508.071251769853,False,0.005656581279968125,0.5,224075,0.0,0.0,20,0,0,15,5,5.0,17,32,21,184.0,102.0,13,14,21,740,3.8138777390122414,136.61413224221906
29,21,0,0,0,10.000000000000002,20,10.0,10.1777346677094,37,6.702702702702703,17.180464811901007,15,15.0,25.999999999999993,14,26.0,0,1.217,30167,3,12,1.0,152.1328160125128,False,0.09149221914271172,23,5.299000000000001,14026.0,318,0,0.0,3180.0000000000005,False,-0.4364082575429479,0,0.2,38419,189,36,1.0,2542.088585425513,False,0.05130835410994514,5,2.1040000000000005,29896,497,0,0.0,5058.334129851572,False,-0.14112343217954104,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,54927,165,24,1.0,3458.776693963666,False,0.00769045864722951,0.5,223639,0.0,0.0,21,0,0,14,6,6.0,15,29,17,95.0,63.0,10,11,17,943,2.5317574350046925,139.14588967722375
30,17,0,0,0,10.000000000000002,20,10.0,9.749990785735775,50,7.260000000000002,17.238900828215684,10,18.2,25.999999999999993,11,26.0,2,1.237,30281,5,10,1.0,147.49990785735775,False,0.09552295199684857,36,5.636,13150.0,326,0,0.0,3260.0000000000005,False,-0.46658004908329725,0,0.2,38244,205,41,1.0,2705.543045032677,False,0.04883774858994891,5,2.1490000000000005,29771,521,0,0.0,5079.745199368339,False,-0.1441508595427074,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,55031,165,23,1.0,3442.4186366555878,False,0.009394730334515336,0.5,222681,0.0,0.0,16,0,0,12,9,8.142857142857142,13,25,23,89.0,54.0,7,10,23,626,2.312868206994608,141.45875788421836
31,23,0,0,0,10.000000000000002,20,10.0,9.749242926516896,27,9.74074074074074,17.601845492991302,5,29.0,25.999999999999993,10,26.0,0,1.235,30191,4,20,1.0,234.98485853033793,False,0.09385348741392993,27,5.870000000000001,12763.0,337,0,0.0,3370.0000000000005,False,-0.47856214811606756,0,0.2,38126,222,46,1.0,2974.0168223643504,False,0.04926783066728943,0,2.144,29771,521,0,0.0,5079.3555647153025,False,-0.14415601985649745,0,0.2,56204,0,2,0.0,51.999999999999986,False,0.00010671599317017644,0,0.37100000000000005,55146,160,23,1.0,3414.2952788786083,False,0.011190019198906215,0.5,222201,0.0,0.0,17,0,0,18,3,3.0,11,29,22,145.0,114.0,11,12,22,605,2.600944546982646,144.059702431201
