index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,20,0,0,0,10.0,20,10.0,18.856643736129325,0,,32.1623178649177,5,47.0,32.0,8,32.0,0,0.2,34248,11,308,1.0,5917.846270727832,False,0.14634510692189417,0,2.846000000000001,36244,14,25,1.0,611.4160934032332,False,0.1260963134825034,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,32131,631,33,1.0,12959.898687039888,False,0.018812321059684948,8,6.139000000000001,37625,299,0,0.0,9616.533041610393,False,-0.2616192225098281,0,1.433,51638,31,124,1.0,4965.031853812448,False,-0.058249531445217724,0.6666666666666666,230031,0.0,0.0,12,0,0,16,4,4.0,20,36,20,215.0,15.0,15,5,20,435,1.8645453119534068,191.7785773728392
66,20,0,0,0,10.0,20,10.0,17.429187585102042,38,9.0,32.1623178649177,0,,32.0,20,32.0,0,0.2,34445,11,285,1.0,5077.318461754082,False,0.13946634719404263,0,2.846000000000001,36189,14,30,1.0,662.8756275530612,False,0.1251944977593903,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,31789,659,43,1.0,12868.814286773708,False,0.008586393566595919,11,6.241000000000001,37479,299,0,0.0,9616.533041610393,False,-0.2641597668127445,0,1.4330000000000003,51926,21,125,1.0,4675.408675163272,False,-0.05575791157545702,0.6666666666666666,229973,0.0,0.0,20,0,0,14,6,6.0,18,32,20,171.0,84.0,12,8,20,830,2.0757787610054947,193.8543561338447
67,20,0,0,0,10.000000000000002,20,10.0,18.036543729664547,43,21.372093023255815,32.1623178649177,0,,32.0,13,32.0,0,0.2,34877,11,276,1.0,5088.086069387415,False,0.1529421398987493,0,2.846000000000001,36476,14,16,1.0,428.5846996746328,False,0.13042771512577603,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,30870,692,53,1.0,14185.891107768506,False,0.0017136934372328921,13,6.360000000000001,37289,299,0,0.0,9616.533041610393,False,-0.2674659546042111,0,1.4330000000000003,51926,11,135,1.0,4673.785496514095,False,-0.055772034031860325,0.6666666666666666,229583,0.0,0.0,15,0,0,8,7,7.0,22,30,23,114.0,93.0,9,11,23,1119,2.557676304015331,196.41203243786003
68,23,0,0,0,10.0,20,10.0,18.425286703590256,29,21.79310344827586,30.588998011518168,48,25.0,32.0,20,32.0,0,0.2,34787,10,286,1.0,5369.631997226813,False,0.1545064546511817,13,2.976000000000001,36667,15,10,1.0,334.25286703590257,False,0.13485924249061684,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.559,31438,711,15,1.0,13559.213816425445,False,0.00843334498423984,7,6.417000000000002,37219,299,0,0.0,9146.110405443933,False,-0.27277693320244367,0,1.4330000000000003,51142,49,132,1.0,5722.86090256439,False,-0.06028693444556626,0.6666666666666666,229398,0.0,0.0,17,0,0,8,7,6.157894736842105,15,23,16,177.0,91.0,13,10,16,1816,1.390946300001815,197.80297873786185
69,16,0,0,0,10.0,20,10.0,18.344643485895322,30,17.666666666666668,30.588998011518168,0,,32.0,20,32.0,0,0.2,34787,9,286,1.0,5336.568036966062,False,0.15399710442995432,10,3.0630000000000015,36757,16,10,1.0,343.44643485895324,False,0.13777376890746146,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,30908,731,25,1.0,14174.659338477435,False,0.0025682006765189646,11,6.520000000000001,37071,299,0,0.0,9146.110405443933,False,-0.2753522794821123,0,1.4330000000000003,51430,39,133,1.0,5448.970922449209,False,-0.057658427973400754,0.6666666666666666,229098,0.0,0.0,15,0,0,3,9,8.333333333333332,14,17,15,83.0,26.0,7,9,15,578,1.0989933490054682,198.90197208686732
70,15,0,0,0,10.0,20,10.0,18.89745389645253,43,22.162790697674417,30.370530501206865,8,25.0,32.0,20,32.0,0,0.2,35545,9,263,1.0,5060.030374767015,False,0.17309101849781267,0,3.053000000000001,36752,16,10,1.0,348.9745389645253,False,0.137704879362919,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,30155,764,27,1.0,15257.659100422317,False,-0.00301257189795879,12,6.629000000000002,36699,307,0,0.0,9323.752863870508,False,-0.28027986998094145,0,1.433,51686,29,135,1.0,5200.745384534999,False,-0.055363459799062126,0.6666666666666666,228982,0.0,0.0,21,0,0,6,7,7.0,12,18,16,106.0,36.0,8,7,16,1609,1.274154813028872,200.1761268998962
71,16,0,0,0,10.0,20,10.0,18.89745389645253,0,,31.365302361676726,24,39.0,32.0,20,32.0,0,0.2,35405,13,273,1.0,5289.00491373154,False,0.17230497140418918,0,3.053000000000001,36692,12,20,1.0,497.9490779290506,False,0.13815123205978758,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,31091,754,13,1.0,14656.429168627003,False,0.013753089458902855,10,6.717000000000002,36584,307,0,0.0,9629.147825034755,False,-0.2796238965595222,0,1.4330000000000003,51070,43,135,1.0,5668.708001552099,False,-0.062010962609173007,0.6666666666666666,228987,0.0,0.0,18,0,0,7,4,4.0,1,8,23,74.0,54.0,8,8,23,1456,1.1368094600038603,201.31293635990005
72,23,0,0,0,10.0,20,10.0,18.837893830145706,19,18.0,31.326203454611043,1,24.0,32.0,20,32.0,0,0.2,35627,15,264,1.0,5123.203971158467,False,0.17659062715528956,0,3.053000000000001,36612,10,30,1.0,665.1368149043711,False,0.13826195912906877,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.559,30773,763,22,1.0,15062.489468402617,False,0.01071942409101565,8,6.787000000000001,36476,308,0,0.0,9648.470664020202,False,-0.28133508505585536,0,1.4330000000000003,51454,33,133,1.0,5289.7647140021645,False,-0.05862597694367162,0.6666666666666666,229087,0.0,0.0,18,0,0,8,4,4.0,5,13,26,147.0,39.0,13,10,26,950,1.3264231150387786,202.63935947493883
73,26,0,0,0,10.0,20,10.0,19.23190164435978,15,26.0,31.164044853609425,3,22.0,32.0,16,32.0,0,0.2,35917,15,259,1.0,5131.062525889183,False,0.1856465866514031,0,3.0530000000000013,36512,10,40,1.0,869.2760657743912,False,0.1383257242778814,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,30449,768,29,1.0,15673.857763622984,False,0.010236130714325152,6,6.839000000000001,36354,311,0,0.0,9692.01794947253,False,-0.28307912273376024,0,1.433,51774,23,133,1.0,4972.773031633017,False,-0.05581564495342615,0.6666666666666666,229151,0.0,0.0,20,0,0,7,3,3.0,4,11,19,168.0,54.0,11,15,19,976,1.8210211180266924,204.46038059296552
74,19,0,0,0,10.0,20,10.0,20.145449115702547,40,25.75,32.62862850736526,20,44.0,32.0,17,32.0,0,0.2,36359,14,250,1.0,5176.362278925637,False,0.1999624469132334,0,3.053000000000001,36900,11,29,1.0,694.2180243553739,False,0.14758323357604483,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,30299,798,19,1.0,16696.012335970572,False,0.01976373866655992,8,6.913000000000002,35386,331,0,0.0,10800.076035937902,False,-0.2902826265405277,0,1.4330000000000003,52062,13,134,1.0,4712.172170595748,False,-0.05307151657795864,0.6666666666666666,229151,0.0,0.0,19,0,0,6,4,4.0,3,9,16,103.0,77.0,9,10,16,2398,0.9923207869869657,205.4527013799525
75,16,0,0,0,10.0,20,10.0,20.015198135857435,30,18.9,32.62862850736526,0,,32.0,11,32.0,0,0.2,36701,14,243,1.0,5003.693147013357,False,0.20783949759702616,0,3.053000000000001,36925,11,26,1.0,630.3951515322933,False,0.14737029225640538,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.5590000000000004,29732,818,29,1.0,17318.662301844975,False,0.013017339989510997,9,6.995000000000002,35280,331,0,0.0,10800.076035937902,False,-0.2921271313083985,0,1.4330000000000003,52126,3,142,1.0,4641.885885522096,False,-0.052569378736670065,0.6666666666666666,228909,0.0,0.0,15,0,0,6,5,5.0,2,8,17,114.0,45.0,8,8,17,831,0.9944791659945622,206.44718054594705
76,17,0,0,0,10.0,20,10.0,20.16091788044492,21,21.952380952380953,31.418405218606154,50,27.6,32.0,9,32.0,0,0.2,36611,13,253,1.0,5230.712223752565,False,0.20856382635105775,0,3.053000000000001,37276,12,15,1.0,422.4137682066738,False,0.15498064775251377,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,21,1.7690000000000001,29881,829,10,1.0,17027.5849750749,False,0.013108672952067444,9,7.076000000000001,35173,331,0,0.0,10399.492127358637,False,-0.29747431503307376,0,1.4330000000000003,50746,43,152,1.0,6214.991424400065,False,-0.06289594709751455,0.6666666666666666,227832,0.0,0.0,14,0,0,9,7,6.275,0,9,17,98.0,70.0,9,8,17,661,0.9206542450119741,207.36783479095902
77,17,0,0,0,10.0,20,10.0,19.943147776975962,5,9.0,30.79821133950518,20,25.0,32.0,14,32.0,0,0.2,36481,16,263,1.0,5405.047865344678,False,0.20724416713412633,0,3.0530000000000013,37251,9,20,1.0,488.86295553951925,False,0.15523404744029817,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,10,1.8480000000000003,30036,824,10,1.0,16741.135881623246,False,0.01341938732417612,14,7.207000000000002,34958,331,0,0.0,10194.207953376215,False,-0.30300160129658055,0,1.4330000000000003,50246,53,162,1.0,6816.305200993775,False,-0.06636471426712447,0.6666666666666666,227117,0.0,0.0,11,0,0,5,8,7.5,2,7,23,91.0,72.0,7,10,23,245,1.0309327240101993,208.39876751496922
78,23,0,0,0,10.0,20,10.0,19.943147776975962,0,,30.79821133950518,0,,32.0,9,32.0,0,0.2,36381,16,273,1.0,5604.479343114438,False,0.20723540905065835,0,3.053000000000001,37151,9,30,1.0,688.2944333092789,False,0.1552252893568302,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,30036,814,20,1.0,16849.686517248538,False,0.014851529332003554,9,7.283000000000002,34853,331,0,0.0,10194.207953376215,False,-0.30482870507607523,0,1.433,50246,43,172,1.0,6828.323087598723,False,-0.06626015271456531,0.6666666666666666,226812,0.0,0.0,11,0,0,3,6,6.0,3,6,22,101.0,104.0,6,17,22,200,1.0121124450233765,209.4108799599926
79,22,0,0,0,10.0,20,10.0,20.032364450459195,44,20.5,30.884721209906637,1,47.0,32.0,17,32.0,0,0.2,36731,13,268,1.0,5498.673672723065,False,0.21638897114217365,0,3.053000000000001,37503,12,11,1.0,340.35600895505115,False,0.16071041699718158,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,29181,848,29,1.0,17883.10196907669,False,0.005925140760418741,14,7.414000000000002,34588,332,0,0.0,10253.727441689003,False,-0.30892211803361,0,1.4330000000000003,50342,33,179,1.0,6747.195799926919,False,-0.06529550532533826,0.6666666666666666,226490,0.0,0.0,15,0,0,10,8,8.0,3,13,24,209.0,57.0,13,9,24,1245,1.19695920398226,210.60783916397486
80,24,0,0,0,10.0,20,10.0,20.073753282553092,24,20.5,30.884721209906637,0,,32.0,10,32.0,0,0.2,37023,13,264,1.0,5429.470866594016,False,0.22431942056557927,0,3.053000000000001,37503,12,11,1.0,340.811286108084,False,0.1607174305405319,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28689,862,39,1.0,18508.079456747124,False,0.0011884460492259644,10,7.500000000000002,34467,332,0,0.0,10253.727441689003,False,-0.31102763762712293,0,1.4330000000000003,50342,23,189,1.0,6758.3485878278525,False,-0.06519847055902538,0.6666666666666666,226169,0.0,0.0,14,0,0,7,6,6.0,2,9,22,129.0,73.0,9,15,22,692,1.127107783977408,211.73494694795227
81,22,0,0,0,10.0,20,10.0,19.590511157695385,49,17.183673469387756,31.51764698256869,18,37.44444444444444,32.0,11,32.0,0,0.2,37735,11,230,1.0,4615.817566269939,False,0.2337218098756807,0,3.0530000000000013,37433,14,16,1.0,453.44817852312616,False,0.16029590193984553,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28521,901,31,1.0,18628.097609543172,False,-0.0016610690598030397,11,7.600000000000001,33649,350,0,0.0,11031.176443899041,False,-0.3184974555935561,0,1.433,50342,13,199,1.0,6777.729410773393,False,-0.06502984782162777,0.6666666666666666,225825,0.0,0.0,15,0,0,11,6,6.0,0,11,26,121.0,92.0,11,11,26,1716,1.2013561649946496,212.93630311294692
82,26,0,0,0,10.0,20,10.0,19.300756690531976,28,16.571428571428573,31.994749716546117,20,36.0,32.0,10,32.0,0,0.2,37625,12,240,1.0,4752.181605727675,False,0.23243339812255714,12,3.173000000000001,37513,13,10,1.0,323.0075669053198,False,0.16075126424046152,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28777,919,21,1.0,18409.285142646353,False,0.002207044469976592,10,7.689000000000002,33523,350,0,0.0,11198.162400791141,False,-0.31923711978152064,0,1.4330000000000003,49622,23,209,1.0,7423.879243480561,False,-0.0719367365883573,0.6666666666666666,225205,0.0,0.0,11,0,0,10,8,7.304347826086957,3,13,33,184.0,80.0,13,13,33,920,1.2684888429939747,214.2047919559409
83,33,0,0,0,10.0,20,10.0,19.300756690531976,0,,31.994749716546117,0,,32.0,20,32.0,0,0.2,37525,12,250,1.0,4945.189172632994,False,0.2323256797090457,0,3.161000000000001,37413,13,20,1.0,516.0151338106396,False,0.16064354582695006,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28777,909,31,1.0,18536.225072906494,False,0.003881802112334399,13,7.809000000000003,33331,350,0,0.0,11198.162400791141,False,-0.3225781095497395,0,1.4330000000000003,49846,13,212,1.0,7199.931746315099,False,-0.06998736908962297,0.6666666666666666,225037,0.0,0.0,15,0,0,12,7,7.0,4,16,27,224.0,54.0,16,17,27,424,1.3949019120191224,215.59969386796
84,27,0,0,0,10.0,20,10.0,19.10826967871591,5,9.0,31.994749716546117,0,,32.0,20,32.0,0,0.2,37395,15,260,1.0,5118.150116466137,False,0.2309848432767374,0,3.161000000000001,37388,10,25,1.0,577.7067419678978,False,0.16082365501999404,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28732,904,41,1.0,18585.660527937576,False,0.0033466215623196463,10,7.896000000000002,33203,350,0,0.0,11198.162400791141,False,-0.32480543606188533,0,1.4330000000000003,50166,3,212,1.0,6879.984249149638,False,-0.0672027541488338,0.6666666666666666,225029,0.0,0.0,18,0,0,8,6,6.0,5,13,24,148.0,42.0,13,14,24,565,1.2111571549903601,216.81085102295037
85,24,0,0,0,10.0,20,10.0,19.599944331821938,31,23.419354838709676,31.994749716546117,0,,32.0,17,32.0,0,0.2,37931,19,244,1.0,4972.386416964553,False,0.24525351106024207,0,3.161000000000001,37378,6,30,1.0,647.9983299546582,False,0.16159839680122406,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28006,925,51,1.0,19761.680742479144,False,-0.00029446484670500107,12,8.006000000000002,33034,350,0,0.0,11198.162400791141,False,-0.32774620309745295,0,1.4330000000000003,50326,0,210,0.3,6720.0,False,-0.06581053803856059,0.5499999999999999,224820,0.0,0.0,16,0,0,8,6,6.0,3,11,25,146.0,38.0,11,13,25,1086,1.0204507840098813,217.83130180696025
86,25,0,0,0,10.0,20,10.0,19.581405689420237,25,19.4,30.683920911867414,39,25.0,32.0,20,32.0,0,0.2,38256,20,234,1.0,4782.048931324335,False,0.25233461089016745,0,3.161000000000001,37338,5,35,1.0,735.3491991297083,False,0.16171163692161483,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28496,940,22,1.0,19081.567608116107,False,0.0036620350429588276,6,8.054000000000002,32980,350,0,0.0,10739.372319153596,False,-0.33267755690859613,0,1.433,49799,29,206,1.0,7481.833706444155,False,-0.0683525291775931,0.6666666666666666,225014,0.0,0.0,21,0,0,7,3,3.0,4,11,25,142.0,54.0,11,14,25,2108,0.9179292210028507,218.7492310279631
87,25,0,0,0,10.0,20,10.0,20.10213947371742,16,28.0,30.683920911867414,0,,32.0,20,32.0,0,0.2,38644,16,228,1.0,4743.287800007572,False,0.26369177373151514,0,3.161000000000001,37198,9,45,1.0,994.5962763172838,False,0.1613919382000383,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28048,946,32,1.0,19998.509411316434,False,0.003938326710069631,14,8.188000000000002,32759,350,0,0.0,10739.372319153596,False,-0.336523175339723,0,1.4330000000000003,49991,19,210,1.0,7302.994497325481,False,-0.06656752890891039,0.6666666666666666,224785,0.0,0.0,16,0,0,6,8,8.0,3,9,22,124.0,73.0,9,16,22,840,0.9439509749645367,219.69318200292764
88,22,0,0,0,10.0,20,10.0,19.66548126819093,10,9.5,30.443230918826067,25,28.64,32.0,11,32.0,0,0.2,38594,11,238,1.0,4790.384541829441,False,0.26287679917782664,0,3.161000000000001,37143,14,45,1.0,1024.9466570685918,False,0.1601649360241025,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28669,946,17,1.0,19121.080205328664,False,0.008748221612336543,11,8.284000000000002,32296,359,0,0.0,10929.119899858559,False,-0.3429289352347519,0,1.4330000000000003,49591,25,220,1.0,7801.080772970652,False,-0.06919432751295801,0.6666666666666666,224438,0.0,0.0,15,0,0,8,7,7.0,2,10,28,148.0,64.0,10,12,28,1011,1.0578943460131995,220.75107634894084
89,28,0,0,0,10.0,20,10.0,18.855032172243707,20,10.0,30.232543849023276,14,27.357142857142858,32.0,18,32.0,0,0.2,38464,14,248,1.0,4816.0479787164395,False,0.25926684503676306,0,3.161000000000001,37273,11,35,1.0,769.9261260285298,False,0.16024164473038985,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28852,956,13,1.0,18418.433826702287,False,0.00430674213286035,7,8.343000000000002,32026,368,0,0.0,11125.576136440566,False,-0.3459179357517178,0,1.433,49758,20,219,1.0,7612.650876980466,False,-0.06792779566906397,0.6666666666666666,224518,0.0,0.0,22,0,0,5,4,4.0,1,6,30,95.0,92.0,6,22,30,1135,0.8473042839905247,221.59838063293137
90,30,0,0,0,10.0,20,10.0,19.41492134325403,14,28.0,30.176449258724837,2,25.0,32.0,7,32.0,0,0.2,38394,11,258,1.0,5119.049706559539,False,0.2617778862273091,0,3.161000000000001,37535,14,31,1.0,741.8625616408749,False,0.16788154422221505,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,28510,960,21,1.0,19272.02992395709,False,0.006544275739578455,7,8.406,31913,370,0,0.0,11165.28622572819,False,-0.34753875003716683,0,1.4330000000000003,49758,10,229,1.0,7629.764492587248,False,-0.06777889875594031,0.6666666666666666,224255,0.0,0.0,11,0,0,6,2,2.0,3,9,26,130.0,88.0,9,21,26,642,0.8458181410096586,222.44419877394103
91,26,0,0,0,10.0,20,10.0,19.41492134325403,0,,31.849207958424206,19,46.63157894736842,32.0,7,32.0,0,0.2,38284,12,268,1.0,5323.19891999208,False,0.26153370490174815,0,3.161000000000001,37445,13,41,1.0,926.0117750734152,False,0.16794546284427736,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,29396,950,12,1.0,18826.36577159242,False,0.024043033558399124,7,8.469000000000001,30959,389,0,0.0,12389.341895827016,False,-0.3534894037044353,0,1.4330000000000003,49758,0,239,1.0,7648.0,False,-0.06762024082967913,0.6666666666666666,223987,0.0,0.0,11,0,0,4,3,3.0,2,6,24,49.0,70.0,6,20,24,1086,0.7126563880010508,223.15685516194208
92,24,0,0,0,10.0,20,10.0,19.41492134325403,0,,32.675082288706065,9,48.111111111111114,32.0,18,32.0,0,0.2,38164,14,278,1.0,5537.34813342462,False,0.2611354736023757,0,3.161000000000001,37365,11,51,1.0,1100.1609885059556,False,0.16816343144015095,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,29829,940,13,1.0,18674.802132411965,False,0.03346881276600298,11,8.572000000000001,30384,398,0,0.0,13004.682750905014,False,-0.3581412024874276,0,1.4330000000000003,49982,0,232,0.0,7424.0,False,-0.06567133013155148,0.5,223869,0.0,0.0,16,0,0,2,5,5.0,3,5,26,33.0,57.0,5,19,26,857,0.6111949990154244,223.7680501609575
93,26,0,0,0,10.0,8,10.0,20.507158927034613,30,28.0,32.77679942298505,1,49.0,32.0,10,32.0,0,0.2,39004,4,258,1.0,5330.84700317493,False,0.2838347198320074,0,3.161000000000001,37285,9,61,1.0,1340.9366945491115,False,0.1694077809802062,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,29038,960,22,1.0,20407.962157258902,False,0.03546311358460749,10,8.661000000000001,30210,399,0,0.0,13077.942969771035,False,-0.3605315743564155,0,1.4330000000000003,49982,0,232,0.0,7424.0,False,-0.06567133013155148,0.5,223664,0.0,0.0,8,0,0,0,5,5.0,4,4,28,44.0,66.0,4,22,28,969,0.5839559190208092,224.3520060799783
94,28,0,0,0,10.0,20,10.0,20.507158927034613,0,,32.386881505895836,6,23.0,32.0,8,32.0,0,0.2,38894,5,268,1.0,5545.918592445276,False,0.28375879767762385,0,3.161000000000001,37195,8,71,1.0,1536.0082838194576,False,0.16963995877344565,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,29176,950,26,1.0,20323.859899836174,False,0.03799487967486636,5,8.701,30029,405,0,0.0,13116.687009887813,False,-0.36334406095663835,0,1.433,50078,0,229,0.0,7328.0,False,-0.06483608268949677,0.5,223517,0.0,0.0,16,0,0,2,3,3.0,3,5,23,40.0,69.0,5,23,23,434,0.5689410630147904,224.9209471429931
95,23,0,0,0,10.0,20,10.0,20.507158927034613,0,,32.26252599698692,7,29.857142857142858,32.0,12,32.0,0,0.2,38794,5,278,1.0,5750.990181715622,False,0.2838369254970518,0,3.161000000000001,37095,8,81,1.0,1741.0798730898036,False,0.1697180865928738,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,29385,940,29,1.0,20212.342645325156,False,0.042038401041283965,12,8.816,29654,412,0,0.0,13292.160710758613,False,-0.3683427236831052,0,1.4330000000000003,50078,0,229,0.0,7328.0,False,-0.06483608268949677,0.5,223151,0.0,0.0,14,0,0,3,6,6.0,0,3,15,23.0,59.0,3,20,15,409,0.35731825698167086,225.27826539997477
96,15,0,0,0,10.0,20,10.0,20.507158927034613,0,,30.332742265582937,22,19.09090909090909,32.0,11,32.0,0,0.2,38714,3,288,1.0,5936.061770985969,False,0.28422315326410275,0,3.161000000000001,36975,10,91,1.0,1966.1514623601497,False,0.1694881144646787,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,29805,930,17,1.0,19587.3144206571,False,0.0448745899606457,11,8.914000000000001,29515,412,0,0.0,12497.08981342017,False,-0.3776789707887853,0,1.4330000000000003,49658,12,239,1.0,8011.992907186996,False,-0.06619342149381395,0.6666666666666666,222812,0.0,0.0,13,0,0,1,6,6.0,0,1,11,3.0,42.0,1,14,11,620,0.23737455997616053,225.51563995995093
97,11,0,0,0,10.0,14,10.0,20.507158927034613,0,,30.604796659034943,7,35.857142857142854,32.0,20,32.0,0,0.2,38674,0,295,0.7,6049.611883475211,False,0.2847399926591369,0,3.161000000000001,36875,10,101,1.0,2171.223051630496,False,0.16956624228410666,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,30056,920,20,1.0,19478.682146052543,False,0.050064411658300424,9,8.993,29311,415,0,0.0,12700.990613499502,False,-0.3794547346914849,0,1.433,49858,6,238,1.0,7799.62877995421,False,-0.06456089667332947,0.6166666666666667,222919,0.0,0.0,16,0,0,1,6,6.0,0,1,7,3.0,30.0,1,10,7,743,0.21193869697162881,225.72757865692256
98,7,0,0,0,10.0,0,,20.507158927034613,0,,30.903346805143894,2,50.0,32.0,20,32.0,0,0.2,38674,0,295,0.0,6049.611883475211,False,0.2847399926591369,0,3.161000000000001,36875,0,111,1.0,2276.294640900842,False,0.17118486984164963,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,30156,910,28,1.0,19526.808334145528,False,0.05333801696851444,9,9.074000000000002,29107,417,0,0.0,12886.695617745003,False,-0.3813888110100838,0,1.4330000000000003,50210,0,233,0.6,7456.0,False,-0.06142548896777337,0.43333333333333335,223167,0.0,0.0,6,0,0,0,5,5.0,0,0,5,0.0,21.0,0,7,5,452,0.1389716019621119,225.86655025888467
99,5,0,0,0,10.0,0,,20.507158927034613,0,,31.065270184217944,1,50.0,32.0,20,32.0,0,0.2,38674,0,295,0.0,6049.611883475211,False,0.2847399926591369,0,3.161000000000001,36875,0,111,0.0,2276.294640900842,False,0.17118486984164963,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,30206,900,37,1.0,19605.858031147214,False,0.055700274831748615,7,9.135000000000002,28989,418,0,0.0,12985.282937003101,False,-0.3825843692402459,0,1.4330000000000003,50626,0,220,0.0,7040.0,False,-0.0578060833855363,0.16666666666666666,223515,0.0,0.0,7,0,0,0,4,4.0,0,0,1,0.0,15.0,0,5,1,466,0.1256935199489817,225.99224377883365
100,1,0,0,0,10.0,0,,20.507158927034613,0,,32.28473563045664,9,46.666666666666664,32.0,20,32.0,0,0.2,38674,0,295,0.0,6049.611883475211,False,0.2847399926591369,0,3.161000000000001,36875,0,111,0.0,2276.294640900842,False,0.17118486984164963,0,0.2,38145,0,0,0.0,0.0,False,0.0065174943268774075,0,1.8380000000000003,30626,890,38,1.0,19478.191399018157,False,0.06509830860491535,12,9.248000000000001,28405,427,0,0.0,13785.582114204984,False,-0.3857835481119494,0,1.4330000000000003,50882,0,212,0.0,6784.0,False,-0.05557875687339041,0.16666666666666666,223607,0.0,0.0,8,0,0,0,6,6.0,0,0,0,0.0,3.0,0,1,0,676,0.11355757003184408,226.1058013488655
