index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,12,0,0,0,10.000000000000002,20,10.0,3.697955157584034,54,1.9814814814814814,20.741443252137497,6,14.0,34.99999999999999,9,35.0,12,2.255000000000001,43379,129,0,0.0,1290.0000000000002,False,-0.1389959124601514,42,1.8890000000000002,45431,91,0,0.0,910.0000000000001,False,-0.10257964835422738,0,0.2,82143,25,67,1.0,1482.1255768328133,False,0.013128746955340585,6,0.7550000000000001,79801,298,0,0.0,1101.9906369600421,False,-0.017821839402517723,0,0.3440000000000001,112821,11,11,1.0,613.1558757735124,False,0.0056857437049886135,0,0.2,112423,0,5,0.0,174.99999999999997,False,0.00020002133560913165,0.3333333333333333,475998,0.0,0.0,15,0,0,16,7,7.0,16,32,8,118.0,23.0,9,3,8,515,1.1029673544690013,49.128383692353964
11,8,0,0,0,10.000000000000002,20,10.0,3.643477464111332,21,2.9523809523809526,20.88519505753209,16,21.5,34.99999999999999,10,35.0,12,2.363000000000001,43057,135,0,0.0,1350.0000000000002,False,-0.14470673368406642,9,1.9370000000000005,45107,105,0,0.0,1050.0000000000002,False,-0.10754728051475622,0,0.2,82288,24,72,1.0,1591.1775032809824,False,0.01556764150642331,11,0.8590000000000002,79557,310,0,0.0,1129.478013874513,False,-0.020636364662788616,0,0.3440000000000001,112827,17,11,1.0,740.0483159780455,False,0.006303109291560238,0,0.2,112423,0,5,0.0,174.99999999999997,False,0.00020002133560913165,0.3333333333333333,475259,0.0,0.0,17,0,0,12,6,6.0,14,26,10,58.0,42.0,4,4,10,740,1.0397755270823836,50.16815921943635
12,10,0,0,0,10.000000000000002,20,10.0,3.643477464111332,0,,21.480032202286193,10,26.0,35.0,7,35.0,0,2.3510000000000004,42947,146,0,0.0,1460.0000000000002,False,-0.14578240206528328,0,1.9280000000000004,45017,114,0,0.0,1140.0000000000002,False,-0.10842737282666093,0,0.2,82478,14,77,1.0,1704.9711640735954,False,0.01858557122646126,5,0.8980000000000001,79472,310,0,0.0,1129.478013874513,False,-0.021675357450956324,0,0.3440000000000001,113002,12,14,1.0,747.7603864274342,False,0.00789311031588893,0,0.2,112233,0,10,0.5,350.0,False,-0.0007111869710546903,0.4166666666666667,475149,0.0,0.0,13,0,0,16,1,1.0,11,27,15,84.0,48.0,6,4,15,635,1.262083251029253,51.4302424704656
13,15,0,0,0,10.000000000000002,20,10.0,3.845745187526048,28,5.714285714285714,20.96163606404915,23,19.217391304347824,34.99999999999999,9,35.0,13,2.4810000000000008,42651,160,0,0.0,1600.0000000000002,False,-0.15020242123173808,15,2.0780000000000007,44657,120,0,0.0,1200.0000000000002,False,-0.11488138311396218,0,0.2,82668,4,82,1.0,1734.2371380021345,False,0.021086891199132877,18,1.0730000000000002,78873,338,0,0.0,1299.8618733838043,False,-0.027955861915512723,0,0.3440000000000001,112875,25,15,1.0,1049.0409016012286,False,0.008103268355741178,0,0.2,112233,0,10,0.0,349.99999999999994,False,-0.0007111869710546903,0.3333333333333333,473957,0.0,0.0,17,0,0,16,5,5.0,16,32,16,141.0,70.0,10,5,16,705,1.605788047425449,53.03603051789105
14,16,0,0,0,10.000000000000002,20,10.0,3.5829156412563035,58,2.413793103448276,21.959985693884082,5,40.0,34.99999999999999,9,35.0,38,2.8480000000000008,41509,170,0,0.0,1700.0000000000002,False,-0.17155932800062584,20,2.263000000000001,44021,130,0,0.0,1300.0000000000002,False,-0.1263421407756547,0,0.2,82816,16,87,1.0,1967.8454056280161,False,0.024323709849822774,0,1.0550000000000002,78785,374,0,0.0,1340.0104498298574,False,-0.02878614808807077,0,0.3440000000000001,112990,20,16,1.0,999.1997138776815,False,0.008904059605814368,0,0.2,112233,0,10,0.0,349.99999999999994,False,-0.0007111869710546903,0.3333333333333333,472354,0.0,0.0,18,0,0,16,9,9.0,15,31,19,136.0,56.0,10,6,19,715,1.801894947886467,54.837925465777516
15,19,0,0,0,10.000000000000002,20,10.0,3.259287948465741,58,1.6724137931034482,21.38028530154813,23,19.217391304347824,34.99999999999999,6,35.0,35,3.1600000000000006,40336,177,0,0.0,1770.0000000000002,False,-0.19381588468834954,23,2.4730000000000008,43276,143,0,0.0,1430.0000000000002,False,-0.1396413134888815,0,0.2,82975,17,92,1.0,2022.3941428663456,False,0.026600624268832286,18,1.235,78277,421,0,0.0,1372.160226304077,False,-0.03479916742266175,0,0.3440000000000001,112758,33,20,1.0,1405.5494149510882,False,0.008647808721601825,0,0.2,112233,0,10,0.0,349.99999999999994,False,-0.0007111869710546903,0.3333333333333333,469855,0.0,0.0,16,0,0,16,11,11.0,17,33,21,165.0,93.0,11,8,21,600,1.7285477072000504,56.56647317297757
16,21,0,0,0,10.000000000000002,20,10.0,3.1382882200606086,31,1.935483870967742,19.57717485377551,27,13.037037037037036,34.99999999999999,11,35.0,17,3.295000000000001,39835,185,0,0.0,1850.0000000000002,False,-0.20283194148364006,14,2.5900000000000007,42820,155,0,0.0,1550.0000000000002,False,-0.147386125833643,0,0.2,82938,21,102,1.0,2062.7758877063748,False,0.026395158829644147,27,1.487,77415,438,0,0.0,1374.5702403865466,False,-0.04532104730236794,0,0.3440000000000001,112791,50,19,1.0,1643.8587426887752,False,0.010000438903210932,0,0.2,112233,0,10,0.0,349.99999999999994,False,-0.0007111869710546903,0.3333333333333333,468032,0.0,0.0,12,0,0,18,10,10.0,17,35,20,163.0,96.0,12,9,20,585,2.220584752969444,58.78705792594701
17,20,0,0,0,10.000000000000002,20,10.0,3.0906503408771737,17,2.235294117647059,20.446678552390203,5,40.0,34.99999999999999,11,35.0,7,3.3480000000000008,39603,193,0,0.0,1930.0000000000005,False,-0.2065870020144335,10,2.676000000000001,42488,167,0,0.0,1670.0000000000002,False,-0.1527057949189337,0,0.2,83130,19,107,1.0,2246.516961582418,False,0.029865034602019388,0,1.4600000000000002,77385,447,0,0.0,1381.5207023720966,False,-0.04564527134597175,0,0.34400000000000003,112976,45,18,1.0,1550.100534857559,False,0.01122831117478118,0,0.2,112233,0,10,0.0,349.99999999999994,False,-0.0007111869710546903,0.3333333333333333,467815,0.0,0.0,17,0,0,16,4,4.0,16,32,15,132.0,51.0,12,8,15,785,1.6012957114726305,60.38835363741964
18,15,0,0,0,10.000000000000002,20,10.0,2.9830073291334966,46,2.3043478260869565,20.308387318412322,2,13.0,35.0,11,35.0,23,3.571000000000001,38847,205,0,0.0,2050.0000000000005,False,-0.22019909643855978,23,2.896000000000001,41789,175,0,0.0,1750.0000000000002,False,-0.165594257886605,0,0.2,83075,29,117,1.0,2462.588528799113,False,0.030513314563006516,2,1.4800000000000002,77298,473,0,0.0,1410.962466680144,False,-0.04652877113629047,0,0.3440000000000001,113335,37,17,1.0,1346.4103307812559,False,0.013514376336948151,0,0.2,112233,0,10,0.0,350.0,False,-0.0007111869710546903,0.3333333333333333,466577,0.0,0.0,17,0,0,15,11,11.0,19,34,10,144.0,25.0,12,3,10,585,1.2562345461919904,61.64458818361163
19,10,0,0,0,10.000000000000002,20,10.0,2.814524211926374,38,1.4736842105263157,19.82740948366602,8,14.0,35.0,11,35.0,22,3.7680000000000002,38139,214,0,0.0,2140.0000000000005,False,-0.23316578983395592,16,3.033000000000001,41280,186,0,0.0,1860.0000000000002,False,-0.17447341143337702,0,0.2,83064,30,127,1.0,2602.516730783376,False,0.031234058982907723,8,1.558,77117,500,0,0.0,1407.262105963187,False,-0.04876383017990959,0,0.3440000000000001,113608,35,16,1.0,1253.9593319283108,False,0.0155303647141398,0,0.2,112233,0,10,0.0,350.0,False,-0.0007111869710546903,0.3333333333333333,465441,0.0,0.0,18,0,0,12,9,9.0,14,26,11,80.0,45.0,5,5,11,585,1.2391117112711072,62.88369989488274
20,11,0,0,0,10.000000000000002,20,10.0,2.788982241672601,34,2.5588235294117645,20.84178612094291,5,40.0,35.0,12,35.0,20,3.946000000000001,37559,222,0,0.0,2220.0000000000005,False,-0.2437268975768125,14,3.1570000000000014,40828,198,0,0.0,1980.0000000000005,False,-0.18213999335041364,0,0.2,83187,44,132,1.0,2873.830986598058,False,0.03439574004765964,0,1.5500000000000003,77107,510,0,0.0,1422.3809432530265,False,-0.048793662490813926,0,0.3440000000000001,113828,30,14,1.0,1115.2535836282873,False,0.016869593128281582,0,0.2,112233,0,10,0.0,350.0,False,-0.0007111869710546903,0.3333333333333333,464742,0.0,0.0,16,0,0,19,7,7.0,11,30,18,107.0,42.0,7,4,18,820,1.3750610146671534,64.25876090954989
21,18,0,0,0,10.000000000000002,20,10.0,2.7353108040815295,21,1.9523809523809523,21.259738687651353,10,25.0,35.0,13,35.0,13,4.056,37186,232,0,0.0,2320.0000000000005,False,-0.25004400461559523,8,3.2230000000000008,40560,208,0,0.0,2080.0000000000005,False,-0.1864035516614187,0,0.2,83377,34,137,1.0,3005.5847675470072,False,0.03752343703426842,5,1.6000000000000003,76971,531,0,0.0,1452.4500369672921,False,-0.05027227700178896,0,0.3440000000000001,114033,30,11,1.0,1022.7921606295406,False,0.01828102624559743,0,0.2,112233,0,10,0.0,350.0,False,-0.0007111869710546903,0.3333333333333333,464360,0.0,0.0,19,0,0,14,4,4.0,16,30,17,155.0,37.0,11,7,17,845,1.5979977445676923,65.85675865411758
22,17,0,0,0,10.000000000000002,20,10.0,2.5735279671708966,43,1.4651162790697674,21.539652867678544,11,23.818181818181817,35.0,9,35.0,20,4.243,36583,242,0,0.0,2420.0000000000005,False,-0.26085936124855763,23,3.4450000000000007,39864,218,0,0.0,2180.0000000000005,False,-0.19903776573898418,0,0.2,83567,24,142,1.0,3120.3953784224545,False,0.04054758207078876,6,1.655,76794,574,0,0.0,1477.2050531560947,False,-0.05228453090602557,0,0.3440000000000001,114086,31,12,1.0,1087.729238898035,False,0.019040827638939387,0,0.2,112233,0,10,0.0,350.0,False,-0.0007111869710546903,0.3333333333333333,463127,0.0,0.0,15,0,0,17,7,7.0,11,28,27,118.0,91.0,8,9,27,705,1.4225553534924984,67.27931400761008
23,27,0,0,0,10.000000000000002,20,10.0,2.526884995107036,25,1.96,22.749802378272545,14,30.571428571428573,35.0,14,35.0,8,4.303000000000001,36294,253,0,0.0,2530.0000000000005,False,-0.26543584127046216,17,3.5920000000000014,39382,227,0,0.0,2270.0000000000005,False,-0.20758443996792553,0,0.2,83914,23,142,1.0,3288.590292602163,False,0.04581707794036283,4,1.6890000000000003,76702,590,0,0.0,1490.8621471131512,False,-0.05332561944069696,2,0.364,114254,30,10,1.0,1032.4940713481765,False,0.020288804456244945,0,0.2,112043,0,15,0.5,525.0,False,-0.0016223952777185122,0.4166666666666667,462589,0.0,0.0,22,0,0,16,7,7.0,16,32,21,194.0,90.0,15,12,21,1000,1.8497441718354821,69.12905817944556
24,21,0,0,0,10.000000000000002,20,10.0,2.5244519912536485,9,2.4444444444444446,22.014946049832297,7,12.142857142857142,35.0,8,35.0,0,4.295000000000001,36174,265,0,0.0,2650.0000000000005,False,-0.2666092976863351,9,3.665000000000001,39107,235,0,0.0,2350.0000000000005,False,-0.21218047759676126,0,0.2,83904,18,152,1.0,3391.711935417075,False,0.04632509433698256,7,1.7550000000000003,76550,594,0,0.0,1499.5244828046673,False,-0.0551306412247606,0,0.36200000000000004,114449,27,12,1.0,1014.403543345472,False,0.021941911774346973,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.3333333333333333,462227,0.0,0.0,14,0,0,17,5,5.0,13,30,16,126.0,100.0,9,12,16,480,1.3475882802158594,70.47664645966142
25,16,0,0,0,10.000000000000002,20,10.0,2.715862986477589,23,5.0,22.014946049832297,0,,35.0,10,35.0,10,4.395000000000001,35929,271,0,0.0,2710.0000000000005,False,-0.27081418317654654,13,3.7860000000000005,38706,249,0,0.0,2490.0000000000005,False,-0.2186540454909937,0,0.2,83829,23,162,1.0,3628.8861087618166,False,0.046857878674745314,0,1.7480000000000004,76510,602,0,0.0,1634.9495178595084,False,-0.05479189880296116,0,0.36200000000000004,114799,17,12,1.0,794.254082847149,False,0.024074808347766666,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.3333333333333333,461816,0.0,0.0,17,0,0,17,4,4.0,14,31,20,115.0,96.0,7,9,20,550,1.3658473324030638,71.84249379206449
26,20,0,0,0,10.000000000000002,20,10.0,2.715862986477589,0,,22.014946049832297,0,,35.0,14,35.0,0,4.385000000000001,35799,284,0,0.0,2840.0000000000005,False,-0.27208542762707555,0,3.773000000000001,38636,256,0,0.0,2560.0000000000005,False,-0.2193385617335863,0,0.2,83829,13,172,1.0,3821.876939395364,False,0.04803738503480843,0,1.7480000000000004,76510,602,0,0.0,1634.9495178595084,False,-0.05479189880296116,2,0.38200000000000006,115205,7,10,1.0,504.10462234882607,False,0.02639439150108822,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.3333333333333333,462022,0.0,0.0,18,0,0,18,1,0.6666666666666666,12,30,11,162.0,56.0,11,9,11,585,1.3862741235643625,73.22876791562885
27,11,0,0,0,10.000000000000002,20,10.0,2.86653250865448,25,4.48,21.12179745882113,10,13.0,35.0,8,35.0,15,4.535000000000001,35406,296,0,0.0,2960.0000000000005,False,-0.27859811073517043,10,3.873000000000001,38346,264,0,0.0,2640.0000000000005,False,-0.22422796346639026,0,0.2,83829,3,182,1.0,3852.766735031409,False,0.04822617488712514,10,1.848,76183,627,0,0.0,1797.315882926359,False,-0.05779662704482111,0,0.38000000000000006,115355,7,12,1.0,567.8525822117479,False,0.028011221562352213,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.3333333333333333,461162,0.0,0.0,14,0,0,15,5,5.0,12,27,11,49.0,38.0,5,6,11,480,1.1958556082099676,74.42462352383882
28,11,0,0,0,10.000000000000002,20,10.0,2.858339467353936,13,2.6923076923076925,21.12179745882113,0,,35.0,10,35.0,11,4.630000000000001,35044,308,0,0.0,3080.0000000000005,False,-0.28450450802839766,2,3.883000000000001,38226,272,0,0.0,2720.0000000000005,False,-0.2257925720208875,0,0.2,83798,2,192,1.0,4061.101791028365,False,0.049120534109695455,0,1.838,76179,631,0,0.0,1803.6122039003335,False,-0.05780703945788825,0,0.38000000000000006,115705,0,9,0.7,315.0,False,0.029998755422800654,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.2833333333333333,460995,0.0,0.0,16,0,0,14,4,4.0,15,29,10,107.0,24.0,8,3,10,550,0.9262796146795154,75.35090313851833
29,10,0,0,0,10.000000000000002,20,10.0,2.637786325873162,39,1.2307692307692308,21.91179437252079,20,25.5,35.0,9,35.0,9,4.7090000000000005,34722,321,0,0.0,3210.0000000000005,False,-0.2895308130097201,30,4.181000000000001,37285,279,0,0.0,2790.0000000000005,False,-0.24351176390056914,0,0.2,84173,0,187,0.5,4097.505547661388,False,0.05392681547281135,10,1.9380000000000002,75924,667,0,0.0,1759.403479357399,False,-0.0611942092692984,0,0.38000000000000006,115510,10,10,1.0,569.1179437252079,False,0.029394770747658415,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.25,459657,0.0,0.0,16,0,0,10,8,8.0,16,26,14,82.0,39.0,6,4,14,895,0.8827730948105454,76.23367623332888
30,14,0,0,0,10.000000000000002,20,10.0,2.7956008480167354,63,3.4444444444444446,23.377597902063744,10,38.0,35.0,9,35.0,23,4.9300000000000015,34099,328,0,0.0,3280.0000000000005,False,-0.3010306858852751,40,4.551000000000001,35910,292,0,0.0,2920.0000000000005,False,-0.26913222898046196,0,0.2,84513,0,187,1.0,4371.61080768592,False,0.05975804185115456,0,1.9280000000000002,75747,720,0,0.0,2012.8326105720494,False,-0.06180887048910862,0,0.38000000000000006,115445,10,11,1.0,618.7759790206375,False,0.029037657256865766,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.3333333333333333,457757,0.0,0.0,17,0,0,13,8,8.0,17,30,17,137.0,53.0,9,5,17,895,1.0540253072977066,77.28770154062659
31,17,0,0,0,10.000000000000002,20,10.0,2.6610789352907562,62,2.032258064516129,24.08208003699112,5,38.0,35.0,11,35.0,42,5.327000000000002,32616,337,0,0.0,3370.0000000000005,False,-0.32915452465236356,20,4.711000000000002,35286,303,0,0.0,3030.0000000000005,False,-0.2802605073243238,0,0.2,84693,0,190,0.8,4575.595207028313,False,0.06320495787207141,0,1.9280000000000004,75631,774,0,0.0,2059.6750959150454,False,-0.06294050179736561,0,0.38000000000000006,115640,5,10,1.0,470.4104001849556,False,0.030111702582430785,0,0.2,112043,0,15,0.0,525.0,False,-0.0016223952777185122,0.3,455909,0.0,0.0,15,0,0,15,9,9.0,17,32,22,132.0,68.0,10,7,22,775,1.317219952121377,78.60492149274796
