index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
132,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,60165,17,637,1.0,19375.864021372196,False,0.3299493938024503,0,1.9370000000000003,55768,20,658,1.0,20039.024373725126,False,0.25254673546565426,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,427099,0.0,0.125,9,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,200,0.7763720219954848,252.91816191375256
133,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,60035,20,647,1.0,19707.368951064065,False,0.33063009492093054,0,1.9370000000000005,55698,17,668,1.0,20310.529303416995,False,0.2537986149250518,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,426899,0.0,0.125,13,0,0,3,0,0.0,0,3,3,39.0,0.0,3,0,3,200,0.8066436778753996,253.72480559162796
134,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,59945,19,657,1.0,19998.87388075594,False,0.3316915816000223,0,1.9370000000000005,55588,18,678,1.0,20622.03423310887,False,0.25466970882383777,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000007,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,426699,0.0,0.125,10,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,200,0.6892704851925373,254.4140760768205
135,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,59815,22,667,1.0,20330.378810447808,False,0.3323722827185025,0,1.9370000000000003,55518,15,688,1.0,20893.53916280074,False,0.2559215882832353,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.6210000000000004,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,426499,0.0,0.125,12,0,0,1,0,0.0,0,1,4,18.0,6.0,1,2,4,200,0.6329950299113989,255.0470711067319
136,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,59695,24,677,1.0,20651.88374013968,False,0.3331481802271356,0,1.9370000000000003,55438,13,698,1.0,21175.044092492608,False,0.25707827135247996,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,2.621000000000001,116762,0,0,0.0,0.0,False,0.08773662244745864,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,426299,0.0,0.125,11,0,0,2,0,0.0,0,2,4,21.0,6.0,2,2,4,200,0.7614726200699806,255.80854372680187
137,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,4,39.0,0,1.199,59595,24,687,1.0,20953.38866983155,False,0.3341144705160745,0,1.9370000000000005,55338,13,708,1.0,21476.54902218448,False,0.2580445616414188,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,4,2.6610000000000005,116721,0,0,0.0,0.0,False,0.08735467282754508,0,2.6390000000000002,116080,0,0,0.0,0.0,False,0.08138321657475034,0.3333333333333333,426058,0.0,0.125,12,0,0,3,4,4.0,0,3,4,39.0,3.0,3,1,4,200,0.8270387519150972,256.63558247871697
138,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,15,39.0,0,1.1990000000000003,59505,23,697,1.0,21244.893599523424,False,0.33517595719516624,0,1.9370000000000005,55228,14,718,1.0,21788.05395187635,False,0.2589156555402048,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,11,2.7670000000000003,116550,0,0,0.0,0.0,False,0.08576166343717395,4,2.6790000000000007,116043,0,0,0.0,0.0,False,0.08103853033238932,0.3333333333333333,425650,0.0,0.125,12,0,0,2,7,7.0,0,2,2,6.0,6.0,2,2,2,200,0.7128782961517572,257.3484607748687
139,2,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,14,39.0,0,1.199,59415,22,707,1.0,21536.398529215294,False,0.336237443874258,0,1.9370000000000003,55118,15,728,1.0,22099.558881568224,False,0.2597867494389908,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,10,2.8560000000000008,116396,0,0,0.0,0.0,False,0.08432702340140111,4,2.7150000000000007,116006,0,0,0.0,0.0,False,0.08069384409002832,0.3333333333333333,425259,0.0,0.125,11,0,0,1,8,8.0,0,1,3,18.0,3.0,1,1,3,200,0.5773905124515295,257.92585128732026
140,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,12,39.0,0,1.1990000000000003,59365,17,717,1.0,21787.903458907163,False,0.337679716113961,0,1.9370000000000003,54968,20,738,1.0,22451.063811260094,False,0.26027705777716525,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,5,2.896000000000001,116340,0,0,0.0,0.0,False,0.08380533611566553,7,2.781000000000001,115930,0,0,0.0,0.0,False,0.07998583991653004,0.3333333333333333,424927,0.0,0.125,10,0,0,0,7,7.0,0,0,3,0.0,9.0,0,3,3,200,0.4655819293111563,258.3914332166314
141,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,20,39.0,0,1.199,59265,17,727,1.0,22089.408388599037,False,0.33864600640289994,0,1.9370000000000005,54868,20,748,1.0,22752.568740951967,False,0.2612433480661041,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,13,3.021000000000001,116120,0,0,0.0,0.0,False,0.08175585035027574,7,2.8440000000000003,115844,0,0,0.0,0.0,False,0.0791846772991504,0.3333333333333333,424421,0.0,0.125,12,0,0,1,10,10.0,0,1,2,3.0,6.0,1,2,2,200,0.5991908041760325,258.99062402080745
142,2,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000002,17,39.0,0,1.1990000000000003,59185,15,737,1.0,22370.913318290906,False,0.3398026894721446,0,1.9370000000000005,54748,22,758,1.0,23074.073670643837,False,0.2620192455747372,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,3.0980000000000008,115990,0,0,0.0,0.0,False,0.08054479057981816,8,2.9170000000000007,115736,0,0,0.0,0.0,False,0.07817856610523177,0.3333333333333333,423983,0.0,0.125,10,0,0,2,11,11.0,0,2,3,36.0,0.0,2,0,3,200,0.5784518476575613,259.569075868465
143,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000002,18,39.0,0,1.199,59075,16,747,1.0,22682.41824798278,False,0.34067378337093057,0,1.9370000000000003,54658,21,768,1.0,23365.578600335706,False,0.2630807322538287,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,3.179000000000001,115865,0,0,0.0,0.0,False,0.07938031003130123,9,2.999000000000001,115607,0,0,0.0,0.0,False,0.07697682217916232,0.3333333333333333,423529,0.0,0.125,11,0,0,0,10,10.0,0,0,3,0.0,9.0,0,3,3,200,0.3757562143728137,259.9448320828378
144,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,14,39.0,0,1.1990000000000003,58985,15,757,1.0,22973.92317767465,False,0.34173527005002236,0,1.9370000000000003,54548,22,778,1.0,23677.08353002758,False,0.263951826152615,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,5,3.2200000000000015,115812,0,0,0.0,0.0,False,0.07888657027873007,9,3.080000000000001,115477,0,0,0.0,0.0,False,0.07576576240870472,0.3333333333333333,423146,0.0,0.125,13,0,0,0,9,9.0,0,0,1,0.0,9.0,0,3,1,200,0.20291138719767332,260.1477434700355
145,1,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000002,20,39.0,0,1.199,58835,20,767,1.0,23325.428107366522,False,0.3422255783881968,0,1.9370000000000005,54498,17,788,1.0,23928.58845971945,False,0.26539409839231803,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,3.3050000000000015,115684,0,0,0.0,0.0,False,0.07769414219704875,11,3.1810000000000005,115303,0,0,0.0,0.0,False,0.07414480548516918,0.3333333333333333,422644,0.0,0.125,12,0,0,0,13,13.0,0,0,1,0.0,3.0,0,1,1,200,0.2020970629528165,260.3498405329883
146,1,0,0,0,10.0,17,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,20,39.0,0,1.1990000000000003,58735,20,777,1.0,23626.933037058392,False,0.34319186867713564,0,1.9370000000000005,54428,14,798,1.0,24200.093389411322,False,0.26664597785171557,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,8,3.3760000000000017,115580,0,0,0.0,0.0,False,0.07672529438068267,12,3.2900000000000014,115096,0,0,0.0,0.0,False,0.07221642569682515,0.3333333333333333,422163,0.0,0.125,7,0,0,1,12,12.0,0,1,0,3.0,0.0,1,0,0,170,0.2523206453770399,260.60216117836535
147,0,0,0,0,10.0,0,,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,17,39.0,0,1.199,58735,10,787,1.0,23828.43796675026,False,0.3451101228676034,0,1.9370000000000003,54428,4,808,1.0,24401.598319103192,False,0.26856423204218327,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,7,3.438000000000001,115495,0,0,0.0,0.0,False,0.07593344760769116,10,3.378000000000001,114941,0,0,0.0,0.0,False,0.07077246981666419,0.3333333333333333,421923,0.0,0.125,0,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,0,0.17299943137913942,260.7751606097445
148,0,0,0,0,10.0,0,,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,18,39.0,0,1.1990000000000003,58735,0,797,1.0,24029.942896442135,False,0.3470283770580711,0,1.9370000000000003,54428,0,812,0.4,24482.20029097994,False,0.2693315337183704,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,3.5210000000000004,115377,0,0,0.0,0.0,False,0.0748341779698912,9,3.458000000000001,114817,0,0,0.0,0.0,False,0.0696173051125354,0.2333333333333333,421681,0.0,0.125,0,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,0,0.1704669278115034,260.945627537556
149,0,0,0,0,10.0,0,,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.199,58735,0,797,0.0,24029.942896442135,False,0.3470283770580711,0,1.9370000000000005,54428,0,812,0.0,24482.20029097994,False,0.2693315337183704,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,11,3.6220000000000008,115200,0,0,0.0,0.0,False,0.07318527351319123,9,3.539000000000001,114691,0,0,0.0,0.0,False,0.06844350871963034,0.0,421378,0.0,0.125,0,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,0,0.17005535773932934,261.1156828952953
