index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
61,15,0,0,0,10.000000000000002,20,10.0,30.075283788336808,0,,13.920676668926784,1,14.0,39.00000000000001,0,,0,1.199,63693,31,40,1.0,1513.0113515334724,False,0.22707205749417841,0,1.9370000000000005,60507,6,31,1.0,992.333797438441,False,0.16145625533041177,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.471000000000002,4885.0,1429,0,0.0,42977.5805335333,False,-0.6624284473330093,0,0.35300000000000004,119703,0,16,0.0,624.0000000000001,False,0.1180410642420629,0,0.272,119750,0,6,0.1,234.00000000000006,False,0.11666231927261887,0.35000000000000003,446862,0.0,0.0,11,0,0,14,1,1.0,16,30,14,90.0,73.0,5,10,14,200,1.3182322308421135,171.4001554735005
62,14,0,0,0,10.000000000000002,20,10.0,30.097203788071045,9,31.0,13.921381323813895,1,14.0,39.00000000000001,0,,0,1.1990000000000003,63882,30,41,1.0,1533.9853553109128,False,0.2308701459866241,0,1.9370000000000005,60397,7,41,1.0,1303.9853553109128,False,0.1623287450765466,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.48,4588.0,1438,0,0.0,43279.779047246164,False,-0.6642959051348674,0,0.35300000000000004,119703,0,16,0.0,624.0000000000001,False,0.1180410642420629,0,0.272,119736,0,7,0.1,273.00000000000006,False,0.11671355641675361,0.35000000000000003,446630,0.0,0.0,14,0,0,15,1,1.0,15,30,16,96.0,65.0,7,7,16,479,1.5068828165531158,172.9070382900536
63,16,0,0,0,10.0,20,10.0,30.097203788071045,0,,13.922149734005087,1,14.0,39.00000000000001,0,,0,1.199,63782,30,51,1.0,1834.9573931916234,False,0.23183136333788648,0,1.9370000000000003,60297,7,51,1.0,1604.9573931916234,False,0.163289962427809,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.489000000000003,4570.0,1438,0,0.0,43279.779047246164,False,-0.6645262962878471,0,0.35300000000000004,119703,0,16,0.0,624.0000000000001,False,0.1180410642420629,0,0.272,119722,0,8,0.1,312.00000000000006,False,0.11676479356088836,0.35000000000000003,446398,0.0,0.0,13,0,0,16,1,1.0,15,31,15,147.0,51.0,9,7,15,200,1.4786288607865572,174.38566715084016
64,15,0,0,0,10.0,20,10.0,30.135167637812984,15,31.0,13.922986095484516,1,14.0,39.00000000000001,0,,0,1.1990000000000003,64157,29,46,1.0,1676.2177113393973,False,0.23745994813071797,0,1.9370000000000003,60187,8,61,1.0,1918.245225906592,False,0.1641780289197741,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.498000000000003,4087.0,1453,0,0.0,43786.398577742264,False,-0.6674662183996629,0,0.35300000000000004,119703,0,16,0.0,624.0000000000001,False,0.1180410642420629,0,0.272,119708,0,9,0.1,351.00000000000006,False,0.1168160307050231,0.35000000000000003,446166,0.0,0.0,11,0,0,19,1,1.0,15,34,18,135.0,30.0,10,5,18,665,1.6037525357678533,175.98941968660802
65,18,0,0,0,10.0,20,10.0,30.05927766447996,23,29.0,13.923894558231792,1,14.0,39.00000000000001,0,,0,1.199,64714,30,33,1.0,1291.9561629278387,False,0.24440679476541546,0,1.9370000000000005,60097,7,71,1.0,2204.208714178077,False,0.16518676307691943,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.507000000000001,3402.0,1476,0,0.0,44367.49383277242,False,-0.6725150148936846,0,0.35300000000000004,119689,0,17,0.1,663.0000000000001,False,0.11809230138619764,0,0.272,119708,0,9,0.0,351.00000000000006,False,0.1168160307050231,0.35000000000000003,445934,0.0,0.0,14,0,0,22,1,1.0,15,37,18,174.0,30.0,13,5,18,867,1.8097983775660396,177.79921806417406
66,18,0,0,0,10.0,20,10.0,30.142372495437343,30,31.0,13.925838590383336,2,14.0,39.00000000000001,0,,0,1.1990000000000003,65089,29,28,1.0,1133.9864298722455,False,0.25004270919285126,0,1.9370000000000005,60452,8,66,1.0,2069.396584698865,False,0.1706623439702499,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,2,9.526000000000002,2434.0,1506,0,0.0,45394.41297812864,False,-0.6783329089562727,0,0.35300000000000004,119675,0,18,0.1,702.0000000000001,False,0.1181435385303324,0,0.272,119694,0,10,0.1,390.00000000000006,False,0.11686726784915785,0.3666666666666667,445668,0.0,0.0,11,0,0,21,2,2.0,13,34,17,165.0,38.0,10,8,17,1130,1.5497400173917413,179.3489580815658
67,17,0,0,0,10.000000000000002,20,10.0,30.148407131300715,28,30.214285714285715,13.926876294213027,1,14.0,39.00000000000001,0,,0,1.199,65369,26,26,1.0,1043.8585854138187,False,0.2545157224969424,0,1.9370000000000003,60818,11,60,1.0,1918.904427878043,False,0.1761980887218747,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.534,1570.0,1534,0,0.0,46247.65653941529,False,-0.6839311351921507,0,0.35300000000000004,119675,0,18,0.0,702.0000000000001,False,0.1181435385303324,0,0.272,119680,0,11,0.1,429.00000000000006,False,0.1169185049932926,0.35000000000000003,445436,0.0,0.0,15,0,0,25,1,1.0,12,37,16,153.0,48.0,11,6,16,1046,1.6682363795116544,181.01719446107745
68,16,0,0,0,10.0,20,10.0,30.083464625493985,18,29.0,13.929081467239508,2,14.0,39.00000000000001,0,,0,1.1990000000000003,65289,24,36,1.0,1323.0047265177834,False,0.2556499507503167,0,1.9370000000000003,61220,13,52,1.0,1694.3401605256872,False,0.18171410772923938,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,2,9.553,1010.0,1552,0,0.0,46689.53709876666,False,-0.6882709329640676,0,0.35300000000000004,119661,0,19,0.1,741.0000000000001,False,0.11819477567446714,0,0.272,119666,0,12,0.1,468.0000000000001,False,0.11696974213742733,0.3666666666666667,445170,0.0,0.0,15,0,0,15,2,2.0,15,30,17,144.0,53.0,8,8,17,722,1.4876774419099092,182.50487190298736
69,17,0,0,0,10.0,20,10.0,30.195760440088215,40,31.0,13.930250040471337,1,14.0,39.00000000000001,0,,0,1.199,65933,24,22,1.0,904.3067296819407,False,0.2639253920157068,0,1.9370000000000005,61616,13,46,1.0,1519.0049802440578,False,0.18758453420638638,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.561,-524.0,1592,0,0.0,48071.650620620436,False,-0.6990601921166519,0,0.35300000000000004,119647,0,20,0.1,780.0000000000001,False,0.11824601281860188,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.35000000000000003,444662,0.0,0.0,14,0,0,18,2,1.618279569892473,14,32,20,111.0,72.0,7,10,20,1068,1.5853214878588915,184.09019339084625
70,20,0,0,0,10.0,20,10.0,30.226576463617505,13,30.923076923076923,13.930250040471337,0,,39.00000000000001,0,,0,1.1990000000000003,66265,21,19,1.0,784.3049528087327,False,0.2691040587248324,0,1.9370000000000005,61486,16,56,1.0,1852.6882819625803,False,0.1882859726402012,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.56,-3699.0,1605,0,0.0,48513.65522410609,False,-0.7368699107611477,0,0.35300000000000004,119647,0,20,0.0,780.0000000000001,False,0.11824601281860188,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,441689,0.0,0.0,12,0,0,19,2,24.352150537634408,18,37,15,185.0,36.0,15,5,15,200,1.8104450330138206,185.90063842386007
71,15,0,0,0,10.0,20,10.0,30.15049296918712,20,29.1,13.931504100302172,1,14.0,39.00000000000001,0,,0,1.199,66255,18,27,1.0,994.0633101680522,False,0.27091048978702703,0,1.9370000000000003,61878,19,48,1.0,1637.2236625209816,False,0.19369822423053687,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.570000000000002,-44161.0,1625,0,0.0,48994.55107492907,False,-1.2516860083777321,0,0.35300000000000004,119633,0,21,0.1,819.0000000000001,False,0.11829724996273662,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.35000000000000003,401595,0.0,0.0,8,0,0,16,4,469.672030651341,15,31,12,132.0,63.0,9,6,12,200,1.6054074438288808,187.50604586768895
72,12,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.932845647491522,1,14.0,39.00000000000001,0,,0,1.1990000000000003,66145,19,37,1.0,1305.5682398599233,False,0.27178158368581307,0,1.9370000000000003,61788,18,58,1.0,1928.7285922128528,False,0.19475971090962865,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.579000000000002,-47711.0,1625,0,0.0,48994.55107492907,False,-1.2971242635487337,0,0.35300000000000004,119619,0,22,0.1,858.0000000000001,False,0.11834848710687136,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.35000000000000003,397831,0.0,0.0,11,0,0,19,1,1.0,16,35,13,114.0,13.0,8,4,13,200,1.4940735697746277,189.00011943746358
73,13,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,1,14.0,39.00000000000001,0,,0,1.199,66045,19,47,1.0,1607.0731695517945,False,0.2727478739747519,0,1.9370000000000005,61688,18,68,1.0,2230.233521904724,False,0.1957260011985675,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,1,9.588000000000001,-51545.0,1625,0,0.0,48994.55107492907,False,-1.3461975791334153,0,0.35300000000000004,119605,0,23,0.1,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.35000000000000003,393783,0.0,0.0,11,0,0,14,1,1.0,16,30,12,93.0,50.0,6,7,12,200,1.5173123106360435,190.51743174809963
74,12,0,0,1,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,65945,19,57,1.0,1908.5780992436657,False,0.2737141642636908,0,1.9370000000000005,61588,18,78,1.0,2531.7384515965955,False,0.1966922914875064,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,445128,0.0,0.125,11,0,0,19,5,2407.7834615622296,14,33,9,129.0,42.0,8,4,9,200,1.4977758200839162,192.01520756818354
75,9,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,65795,24,67,1.0,2260.083028935537,False,0.27420447260186526,0,1.9370000000000003,61538,13,88,1.0,2783.2433812884665,False,0.1981345637272097,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,444928,0.0,0.125,12,0,0,18,8,3797.826947637292,11,29,7,78.0,24.0,6,3,7,200,1.4537491677328944,193.46895673591644
76,7,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,65655,28,77,1.0,2601.587958627408,False,0.27478997733019256,0,1.9370000000000003,61478,9,98,1.0,3044.748310980338,False,0.19948163957676013,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,444728,0.0,0.125,11,0,0,15,1,1.0,10,25,5,42.0,9.0,4,3,5,200,1.2847971729934216,194.75375390890986
77,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,65515,32,87,1.0,2943.0928883192796,False,0.2753754820585199,0,1.9370000000000005,61418,5,108,1.0,3306.253240672209,False,0.2008287154263104,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,444528,0.0,0.125,11,0,0,12,4,319.4735663082437,11,23,5,21.0,9.0,2,3,5,200,1.1517018843442202,195.90545579325408
78,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,65425,31,97,1.0,3234.5978180111506,False,0.2764369687376117,0,1.9370000000000005,61308,6,118,1.0,3617.7581703640803,False,0.2016998093250964,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,444328,0.0,0.125,10,0,0,16,0,0.0,9,25,6,39.0,6.0,3,2,6,200,1.5540440818294883,197.45949987508357
79,6,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,65325,31,107,1.0,3536.102747703022,False,0.27740325902655055,0,1.9370000000000003,61208,6,128,1.0,3919.2631000559513,False,0.20266609961403526,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,444128,0.0,0.125,13,0,0,13,1,230.43532095144997,13,26,5,24.0,9.0,3,3,5,200,1.617472861893475,199.07697273697704
80,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.1990000000000003,65215,32,117,1.0,3847.607677394893,False,0.27827435292533653,0,1.9370000000000003,61118,5,138,1.0,4210.768029747823,False,0.20372758629312704,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,443928,0.0,0.125,11,0,0,14,3,3006.8885325258516,10,24,4,24.0,6.0,3,2,4,200,1.377247678115964,200.454220415093
81,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,0,,0,1.199,65145,29,127,1.0,4119.112607086764,False,0.27952623238473406,0,1.9370000000000005,60988,8,148,1.0,4542.272959439693,False,0.20440828741160724,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119605,0,23,0.0,897.0000000000001,False,0.11839972425100612,0,0.272,119666,0,12,0.0,468.0000000000001,False,0.11696974213742733,0.3333333333333333,443728,0.0,0.125,12,0,0,14,1,246.25844653430858,12,26,5,36.0,6.0,2,2,5,200,1.2822935311123729,201.73651394620538
82,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,4,39.0,0,1.1990000000000003,65075,26,137,1.0,4390.617536778635,False,0.2807781118441316,0,1.9370000000000005,60858,11,158,1.0,4873.777889131565,False,0.20508898853008747,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,119761,0,19,0.0,741.0000000000002,False,0.11912636011328066,0,0.272,119666,0,12,0.0,468.00000000000017,False,0.11696974213742733,0.3333333333333333,443684,0.0,0.125,15,0,0,15,1,133.83097528768155,11,26,5,39.0,6.0,3,2,5,356,1.393971810117364,203.13048575632274
83,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,19,39.0,0,1.199,64955,28,147,1.0,4712.122466470507,False,0.2815540093527644,0,1.9370000000000003,60778,9,168,1.0,5155.282818823436,False,0.20624567159933213,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,0,0.35300000000000004,120190,0,8,0.0,312.0000000000001,False,0.1211246087345357,0,0.272,119978,0,4,0.0,156.00000000000006,False,0.11842301386197646,0.3333333333333333,444225,0.0,0.125,26,0,0,13,0,0.0,16,29,4,39.0,6.0,3,2,4,941,1.4012857424095273,204.53177149873227
84,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,10,39.0,0,1.1990000000000003,64885,25,157,1.0,4983.627396162377,False,0.28280588881216195,0,1.9370000000000003,60648,12,178,1.0,5486.787748515308,False,0.20692637271781233,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,2,0.373,120485,0,0,0.0,0.0,False,0.12241951110448651,0,0.272,119978,0,4,0.0,156.00000000000006,False,0.11842301386197646,0.3333333333333333,444320,0.0,0.125,14,0,0,7,3,2610.9148148148147,19,26,4,39.0,3.0,3,1,4,512,1.3699097158387303,205.901681214571
85,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,15,39.0,0,1.199,64805,23,167,1.0,5265.132325854249,False,0.2839625718814066,0,1.9370000000000005,60528,14,188,1.0,5808.292678207178,False,0.2077022702264453,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,7,0.44100000000000006,120399,0,0,0.0,0.0,False,0.12161834848710687,4,0.31200000000000006,120099,0,0,0.0,0.0,False,0.11882359517066626,0.3333333333333333,444155,0.0,0.125,13,0,0,7,6,5.5,19,26,4,39.0,3.0,3,1,4,317,1.3605915820226073,207.2622727965936
86,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.000000000000014,19,39.0,0,1.1990000000000003,64705,23,177,1.0,5566.63725554612,False,0.2849288621703455,0,1.9370000000000005,60428,14,198,1.0,6109.79760789905,False,0.20866856051538418,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,11,0.544,120225,0,0,0.0,0.0,False,0.11999739156357132,8,0.38800000000000007,119994,0,0,0.0,0.0,False,0.11784543150991206,0.3333333333333333,443676,0.0,0.125,10,0,0,4,11,11.0,17,21,4,21.0,6.0,2,2,4,200,1.3222455875948071,208.5845183841884
87,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.00000000000001,20,39.0,0,1.199,64625,21,187,1.0,5848.142185237992,False,0.2860855452395901,0,1.9370000000000003,60308,16,208,1.0,6431.302537590921,False,0.2094444580240173,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,0.623,120095,0,0,0.0,0.0,False,0.11878633179311372,11,0.49000000000000005,119821,0,0,0.0,0.0,False,0.11623379043076465,0.3333333333333333,443173,0.0,0.125,12,0,0,1,11,11.0,22,23,5,18.0,9.0,1,3,5,200,1.3151878220960498,209.89970620628446
88,5,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,39.0,20,39.0,0,1.1990000000000003,64525,21,197,1.0,6149.647114929862,False,0.28705183552852903,0,1.9370000000000003,60208,16,218,1.0,6732.8074672827925,False,0.21041074831295617,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,10,0.7140000000000002,119944,0,0,0.0,0.0,False,0.1173796392905053,10,0.5790000000000001,119679,0,0,0.0,0.0,False,0.11491094052764943,0.3333333333333333,442680,0.0,0.125,11,0,0,5,10,10.0,21,26,4,24.0,6.0,3,2,4,200,1.4790120776742697,211.37871828395873
89,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,38.99999999999999,19,39.0,0,1.199,64455,18,207,1.0,6421.152044621734,False,0.28830371498792656,0,1.9370000000000005,60078,19,228,1.0,7064.312396974663,False,0.21109144943143637,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,4,0.7440000000000002,119906,0,0,0.0,0.0,False,0.11702563720375615,15,0.7190000000000001,119389,0,0,0.0,0.0,False,0.11220934565509018,0.3333333333333333,442152,0.0,0.125,12,0,0,4,9,9.0,21,25,4,39.0,3.0,3,1,4,200,1.4209362072870135,212.79965449124575
90,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,38.99999999999999,16,39.0,0,1.1990000000000003,64345,19,217,1.0,6732.656974313605,False,0.28917480888671254,0,1.9370000000000005,59988,18,238,1.0,7355.817326666534,False,0.21215293611052816,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,12,0.8600000000000001,119713,0,0,0.0,0.0,False,0.11522767923684603,4,0.7440000000000002,119350,0,0,0.0,0.0,False,0.1118460277239529,0.3333333333333333,441720,0.0,0.125,12,0,0,6,8,8.0,22,28,3,24.0,3.0,3,1,3,200,1.3429305758327246,214.14258506707847
91,3,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,38.99999999999999,20,39.0,0,1.199,64285,15,227,1.0,6994.161904005477,False,0.29052188473626295,0,1.9370000000000003,59848,22,248,1.0,7697.322256358406,False,0.21273844083885535,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,13,0.9780000000000002,119475,0,0,0.0,0.0,False,0.11301050827246982,7,0.81,119266,0,0,0.0,0.0,False,0.11106349679534953,0.3333333333333333,441198,0.0,0.125,10,0,0,1,13,13.0,25,26,4,18.0,6.0,1,2,4,200,1.1652839044108987,215.30786897148937
92,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,38.99999999999999,20,39.0,0,1.1990000000000003,64155,18,237,1.0,7325.666833697347,False,0.2912025858547432,0,1.9370000000000003,59778,19,258,1.0,7968.827186050277,False,0.21399032029825288,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,1.0550000000000004,119344,0,0,0.0,0.0,False,0.11179013265762408,11,0.913,119090,0,0,0.0,0.0,False,0.10942390818303771,0.3333333333333333,440691,0.0,0.125,11,0,0,6,12,12.0,19,25,4,39.0,3.0,3,1,4,200,1.2411791682243347,216.5490481397137
93,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,38.99999999999999,20,39.0,0,1.199,64075,16,247,1.0,7607.1717633892185,False,0.29235926892398784,0,1.9370000000000005,59658,21,268,1.0,8290.332115742149,False,0.21476621780688598,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,11,1.1560000000000004,119173,0,0,0.0,0.0,False,0.11019712326725295,9,0.9920000000000002,118960,0,0,0.0,0.0,False,0.10821284841258011,0.3333333333333333,440190,0.0,0.125,12,0,0,4,11,11.0,11,15,4,39.0,3.0,3,1,4,200,1.0586120234802365,217.60766016319394
94,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,38.99999999999999,20,39.0,0,1.1990000000000003,63955,18,257,1.0,7928.67669308109,False,0.29313516643262094,0,1.9370000000000005,59578,19,278,1.0,8571.83704543402,False,0.21592290087613064,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,9,1.2350000000000003,119046,0,0,0.0,0.0,False,0.10901401102995975,11,1.0930000000000002,118782,0,0,0.0,0.0,False,0.10655462811149202,0.3333333333333333,439685,0.0,0.125,12,0,0,3,12,12.0,10,13,4,21.0,6.0,2,2,4,200,1.0496915262192488,218.6573516894132
95,4,0,0,0,10.0,20,10.0,30.15049296918712,0,,13.934275934808305,0,,38.99999999999999,20,39.0,0,1.199,63885,15,267,1.0,8200.181622772961,False,0.2943870458920185,0,1.9370000000000003,59448,22,288,1.0,8903.34197512589,False,0.21660360199461084,0,0.2,78324,0,0,0.0,0.0,False,0.002508703665779234,0,9.587000000000002,-78237.44444444444,1625,0,0.0,48994.55107492907,True,-1.6878477486557943,8,1.306,118938,0,0,0.0,0.0,False,0.10800789983604114,12,1.202,118577,0,0,0.0,0.0,False,0.10464488001192428,0.3333333333333333,439172,0.0,0.125,14,0,0,4,12,12.0,11,15,3,42.0,0.0,4,0,3,200,1.1159611577168107,219.77331284713
