index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,15,0,0,0,10.000000000000002,20,10.0,14.339278298155774,5,1.0,28.588455329138533,17,36.88235294117647,36.0,20,36.0,0,0.2,39960,6,20,1.0,346.78556596311546,False,0.01920899974557631,5,0.655,37499,109,0,0.0,1090.0000000000002,False,-0.03385224877466542,7,0.42300000000000004,65688,47,10,1.0,959.8306333047067,False,0.00569840737848018,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000002,91878,16,11,1.0,853.4152852662165,False,-0.00777499631688197,1,0.7140000000000002,92117,3,10,1.0,445.76536598741563,False,-0.007396883916737945,0.6666666666666666,393474,0.0,0.0,20,0,0,17,3,2.466666666666667,13,30,17,87.0,33.0,9,6,17,956,1.626580821000971,21.209833715925924
11,17,0,0,0,10.000000000000002,20,10.0,13.742414765294098,5,1.0,27.402374787602486,13,18.307692307692307,35.99999999999999,20,36.0,0,0.2,39890,3,30,1.0,442.272442958823,False,0.018643782448622637,5,0.7000000000000002,37285,122,0,0.0,1220.0000000000002,False,-0.03763618355893034,3,0.44600000000000006,65834,42,10,1.0,851.205168018377,False,0.0070919791468574125,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000001,91964,18,13,1.0,961.2427461768447,False,-0.006271000418278162,2,0.7330000000000001,92425,0,4,0.4,143.99999999999997,False,-0.005707958894096401,0.5666666666666667,393730,0.0,0.0,22,0,0,21,5,3.6333333333333333,14,35,14,127.0,36.0,10,7,14,884,1.6351071859826334,22.844940901908558
12,14,0,0,0,10.000000000000002,20,10.0,14.604907017425338,12,21.833333333333332,30.018398269869326,38,37.0,36.0,20,36.0,0,0.2,40022,6,28,1.0,468.9373964879095,False,0.022334578516493196,0,0.6950000000000001,37215,129,0,0.0,1290.0000000000002,False,-0.038525027300200625,28,0.7230000000000001,65957,44,10,1.0,942.7998914654082,False,0.009657561529839053,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000001,91585,27,14,1.0,1314.4967532864719,False,-0.008446399184726732,7,0.8010000000000002,91786,9,10,1.0,630.1655844288239,False,-0.009963851827251914,0.6666666666666666,392897,0.0,0.0,21,0,0,16,6,5.473684210526316,10,26,13,78.0,39.0,6,8,13,930,1.2259697149856947,24.070910616894253
13,13,0,0,0,10.000000000000002,20,10.0,14.604907017425338,0,,30.018398269869326,0,,36.00000000000001,20,36.0,0,0.2,39942,4,38,1.0,594.9864666621629,False,0.02190347749526574,0,0.6950000000000001,37095,141,0,0.0,1410.0000000000002,False,-0.040048759428092544,0,0.6950000000000001,65957,34,20,1.0,1096.9348039898482,False,0.01082892407999226,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000001,91909,17,15,1.0,1050.3127705877787,False,-0.006383493299932437,1,0.804,92139,0,9,0.9,324.00000000000006,False,-0.007814851442576428,0.65,393374,0.0,0.0,21,0,0,18,1,0.5,13,31,14,93.0,5.0,11,2,14,848,1.512297748005949,25.5832083649002
14,14,0,0,0,10.000000000000002,20,10.0,13.965057188911977,5,1.0,30.018398269869326,0,,36.00000000000001,20,36.0,0,0.2,39832,5,48,1.0,720.3227450677749,False,0.020701459545772665,5,0.7450000000000001,36925,150,0,0.0,1500.0000000000002,False,-0.043223201361200704,0,0.6950000000000001,65952,29,30,1.0,1305.538606574527,False,0.01233823208072687,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000001,92269,7,15,1.0,750.1287878890854,False,-0.004127097283134717,1,0.813,92456,0,0,0.0,0.0,False,-0.006148686416992733,0.5,393766,0.0,0.0,19,0,0,18,2,1.3333333333333333,11,29,11,126.0,12.0,10,4,11,812,1.4537769299931824,27.036985294893384
15,11,0,0,0,10.000000000000002,20,10.0,16.13521469230482,47,20.5531914893617,30.018398269869326,0,,36.00000000000001,20,36.0,0,0.2,40688,6,11,1.0,237.48736161535305,False,0.03630910635161832,0,0.7400000000000002,36835,159,0,0.0,1590.0000000000002,False,-0.044366000457119636,0,0.6950000000000001,64986,66,40,1.0,2265.660100486891,False,0.004952351317669708,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000002,92701,0,10,0.7,360.00000000000006,False,-0.0015801694113600207,8,0.8920000000000001,92354,0,0,0.0,0.0,False,-0.007245130498344584,0.45,393896,0.0,0.0,21,0,0,14,5,5.0,13,27,15,77.0,30.0,6,5,15,1598,1.2683221040060744,28.30530739889946
16,15,0,0,0,10.000000000000002,20,10.0,16.13521469230482,0,,27.678655941641573,20,13.0,36.00000000000001,20,36.0,0,0.2,40578,7,21,1.0,408.8395085384012,False,0.035691387212565664,0,0.7400000000000002,36745,168,0,0.0,1680.0000000000002,False,-0.045508799553038576,0,0.6950000000000001,65246,56,30,1.0,1733.9317010183172,False,0.004863220259133414,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000002,92895,0,11,1.0,396.00000000000006,False,0.000698714365567356,11,0.9940000000000002,92064,0,10,1.0,360.00000000000006,False,-0.00842757019392011,0.6666666666666666,393860,0.0,0.0,15,0,0,16,5,5.0,15,31,17,110.0,51.0,8,7,17,784,1.4651228649890982,29.770430263888557
17,17,0,0,0,10.000000000000002,20,10.0,16.656026961250674,20,20.0,26.865091913490946,11,17.181818181818183,36.00000000000001,20,36.0,0,0.2,40888,6,11,1.0,243.2162965737574,False,0.04146095813004738,0,0.7400000000000002,36635,179,0,0.0,1790.0000000000002,False,-0.046905554003606166,0,0.6950000000000001,65035,66,29,1.0,1878.3854449337819,False,0.00275398176807397,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000002,92958,0,15,1.0,540.0000000000001,False,0.0021498903555918648,4,1.0230000000000004,92360,0,1,0.1,36.00000000000001,False,-0.006987143655673561,0.5166666666666667,394208,0.0,0.0,27,0,0,18,1,1.0,12,30,13,133.0,34.0,11,6,13,1365,1.8716220010537654,31.642052264942322
18,13,0,0,0,10.000000000000002,20,10.0,16.646818429983423,22,16.59090909090909,28.196651961039848,25,35.0,36.00000000000001,20,36.0,6,0.26,41036,5,10,1.0,216.46818429983423,False,0.044879856061912284,5,0.79,36465,190,0,0.0,1900.0000000000002,False,-0.049826040582065675,0,0.6950000000000001,65545,78,14,1.0,1693.2049649932649,False,0.0090982700666732,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000002,92443,15,15,1.0,962.9497794155978,False,-0.0011128381808939757,9,1.1090000000000002,92276,0,0,0.0,0.0,False,-0.008083587737025411,0.5,394097,0.0,0.0,18,0,0,17,7,6.019607843137255,13,30,13,87.0,42.0,9,4,13,1435,3.221678404021077,34.8637306689634
19,13,0,0,0,10.000000000000002,20,10.0,16.646818429983423,0,,27.13041033190686,12,14.916666666666666,36.00000000000001,20,36.0,0,0.254,40946,4,20,1.0,372.93636859966847,False,0.04458105453182905,0,0.7850000000000001,36355,201,0,0.0,2010.0000000000005,False,-0.051222795032633266,0,0.6950000000000001,65724,68,12,1.0,1457.5485772217548,False,0.010028031684387022,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000001,92911,5,12,1.0,567.6520516595344,False,0.0017932883199656758,7,1.1700000000000002,92026,2,10,1.0,414.2608206638138,False,-0.008544412323903421,0.6666666666666666,394294,0.0,0.0,21,0,0,17,3,3.0,11,28,15,114.0,45.0,8,5,15,847,1.5311338840401731,36.39486455300357
20,15,0,0,0,10.000000000000002,20,10.0,15.768911915051499,9,2.111111111111111,26.1816269610396,64,24.1875,36.00000000000001,20,36.0,0,0.254,40826,6,30,1.0,533.067357451545,False,0.04356689637925107,9,0.875,36125,209,0,0.0,2090.0000000000005,False,-0.05604794677095767,52,1.2150000000000003,65684,67,10,1.0,1318.3333679188463,False,0.008362085388406448,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000001,91759,59,11,1.0,1940.7159907013365,False,-0.0032102378278510714,0,1.1630000000000003,92350,0,3,0.2,108.00000000000003,False,-0.006707657909446618,0.5333333333333333,393076,0.0,0.0,20,0,0,17,4,3.8095238095238093,14,31,18,180.0,12.0,11,4,18,920,1.6627346359891817,38.057599188992754
21,18,0,0,0,10.000000000000002,20,10.0,16.357886969860033,14,22.0,26.1816269610396,0,,36.00000000000001,20,36.0,0,0.254,41004,9,26,1.0,515.3050612163609,False,0.04786176018000818,0,0.8660000000000001,36055,216,0,0.0,2160.0000000000005,False,-0.05693679051222795,0,1.1630000000000003,65376,71,20,1.0,1685.0425140808545,False,0.006467576444917021,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5690000000000001,92155,49,10,1.0,1642.8997210909404,False,-0.0005541357382135283,6,1.223,92392,0,0,0.0,0.0,False,-0.00683665133078213,0.5,393314,0.0,0.0,20,0,0,17,4,4.0,14,31,11,131.0,21.0,10,8,11,1012,1.499342496972531,39.556941685965285
22,11,0,0,0,10.000000000000002,20,10.0,16.01957411392608,5,7.0,26.1816269610396,0,,36.0,20,36.0,0,0.254,40959,7,31,1.0,566.6067975317085,False,0.04737037861609204,0,0.8660000000000001,35935,228,0,0.0,2280.0000000000005,False,-0.05846052264011987,0,1.1630000000000003,65341,66,30,1.0,1842.7407003503092,False,0.007134046937746551,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,2,0.5890000000000001,92501,39,10,1.0,1381.0834514805445,False,0.0017579838945293164,8,1.2970000000000002,92290,0,0,0.0,0.0,False,-0.00793309541213398,0.5,393358,0.0,0.0,20,0,0,17,7,6.666666666666667,14,31,15,62.0,9.0,8,3,15,559,1.3410598440095782,40.89800152997486
23,15,0,0,0,10.000000000000002,20,10.0,16.01008218800235,18,15.944444444444445,26.023096681792953,14,24.0,36.0,20,36.0,0,0.254,41139,7,27,1.0,502.27221907606344,False,0.05112466946537406,4,0.9060000000000001,35772,238,0,0.0,2380.0000000000005,False,-0.06133021814764964,0,1.1630000000000003,65390,74,26,1.0,1861.3465956387906,False,0.00802020424390726,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5870000000000002,92489,43,11,1.0,1514.993157317097,False,0.0023487184359392075,11,1.399,92121,0,0,0.0,0.0,False,-0.009749752762609106,0.5,393243,0.0,0.0,16,0,0,17,9,9.0,15,32,9,105.0,15.0,10,5,9,1140,1.2748679020442069,42.17286943201907
24,9,0,0,0,10.000000000000002,20,10.0,16.72519062749901,28,20.0,26.023096681792953,0,,36.0,20,36.0,1,0.264,41602,5,10,1.0,217.25190627499012,False,0.05926368065463332,0,0.9020000000000001,35652,250,0,0.0,2500.0000000000005,False,-0.06285395027554155,0,1.1630000000000003,64830,92,36,1.0,2475.549018274455,False,0.004176348686596361,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5870000000000002,92885,33,10,1.0,1218.7621904991674,False,0.00501334109353726,9,1.4780000000000004,92001,0,0,0.0,0.0,False,-0.011039686975964226,0.5,393302,0.0,0.0,20,0,0,16,7,6.071428571428571,10,26,16,12.0,15.0,4,5,16,876,1.1906403329921886,43.36350976501126
25,16,0,0,0,10.000000000000002,20,10.0,16.72519062749901,0,,26.023096681792953,0,,36.0,20,36.0,0,0.263,41502,5,20,1.0,384.50381254998024,False,0.05884785296683324,0,0.9020000000000001,35552,260,0,0.0,2600.0000000000005,False,-0.06412372704878483,0,1.1630000000000003,64830,82,46,1.0,2568.528078817395,False,0.004882951672802457,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5870000000000002,93101,23,14,1.0,1102.5312236812379,False,0.006710513091118972,14,1.6090000000000002,91766,0,0,0.0,0.0,False,-0.013565808143784667,0.5,393083,0.0,0.0,13,0,0,21,6,6.0,16,37,14,171.0,9.0,13,3,14,416,1.4264256419846788,44.78993540699594
26,14,0,0,0,10.000000000000002,20,10.0,16.453675074239698,7,11.0,25.63269387145636,9,18.11111111111111,36.0,20,36.0,0,0.263,41464,3,28,1.0,490.70290207871153,False,0.059231313991400004,5,0.9520000000000002,35382,272,0,0.0,2720.0000000000005,False,-0.06691723594992001,0,1.1630000000000003,64916,79,47,1.0,2504.5769428233853,False,0.005704079026821932,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5870000000000002,93461,13,14,1.0,837.2250203289327,False,0.009154367611519887,10,1.6950000000000003,91465,0,9,0.9,324.0,False,-0.015059981940921013,0.65,393020,0.0,0.0,19,0,0,14,6,6.0,18,32,13,82.0,33.0,8,6,13,765,1.3415173270041123,46.13145273400005
27,13,0,0,0,10.000000000000002,20,10.0,16.618309787152107,18,17.833333333333332,24.635895456261895,12,11.0,36.0,20,36.0,0,0.263,41685,3,20,1.0,362.3661957430421,False,0.06321413764053946,0,0.9470000000000003,35282,282,0,0.0,2820.0000000000005,False,-0.06818701272316327,0,1.1630000000000003,64727,87,45,1.0,2554.4082470140183,False,0.003210130614305571,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5870000000000002,93725,15,13,1.0,837.5384318439285,False,0.01199390738188458,0,1.6850000000000003,91789,0,0,0.0,0.0,False,-0.013318570752891603,0.5,393540,0.0,0.0,21,0,0,15,0,0.0,14,29,12,77.0,36.0,6,7,12,1373,1.2903612410300411,47.42181397503009
28,12,0,0,0,10.000000000000002,20,10.0,16.618309787152107,0,,23.880944764657656,11,13.0,36.0,20,36.0,0,0.263,41615,0,30,1.0,498.5492936145632,False,0.06316567150385453,0,0.9470000000000001,35152,295,0,0.0,2950.0000000000005,False,-0.06983772252837951,0,1.1630000000000003,64870,77,44,1.0,2330.371423255649,False,0.003681025513775418,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.5870000000000002,94014,16,11,1.0,778.0951162345225,False,0.014781007418382262,8,1.7650000000000003,91689,0,0,0.0,0.0,False,-0.014393515930687535,0.5,393672,0.0,0.0,18,0,0,4,4,4.0,23,27,17,63.0,18.0,6,6,17,775,1.2622222430072725,48.68403621803736
29,17,0,0,0,10.000000000000002,20,10.0,16.342085539878774,19,14.368421052631579,23.29518201790364,25,19.72,35.99999999999999,20,36.0,0,0.263,41755,2,27,1.0,461.2363095767269,False,0.06624725486421923,6,1.0070000000000001,34978,303,0,0.0,3030.0000000000005,False,-0.07324072428067145,0,1.1630000000000003,65090,86,29,1.0,2080.97963494878,False,0.005129570280643635,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,2,0.6070000000000001,94137,13,10,1.0,662.8373662327473,False,0.01548371117423107,7,1.8270000000000004,91385,8,10,1.0,546.3614561432291,False,-0.014724806208113507,0.6666666666666666,393677,0.0,0.0,21,0,0,16,6,6.0,16,32,19,153.0,18.0,11,6,19,1349,1.597252597042825,50.28128881508019
30,19,0,0,0,10.000000000000002,20,10.0,16.9575401352669,17,22.0,23.29518201790364,0,,35.99999999999999,20,36.0,0,0.263,42029,2,20,1.0,359.150802705338,False,0.0719093735264918,0,1.0010000000000001,34878,313,0,0.0,3130.0000000000005,False,-0.07451050105391473,0,1.1630000000000003,64716,93,39,1.0,2485.5633312780637,False,0.0025197462593138337,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.6050000000000001,94425,3,12,1.0,501.8855460537108,False,0.0177144813714887,2,1.8400000000000005,91731,0,8,0.8,287.99999999999994,False,-0.0123941178999871,0.6333333333333333,394111,0.0,0.0,22,0,0,17,1,0.6666666666666666,17,34,18,144.0,21.0,12,7,18,1186,1.5683783270069398,51.84966714208713
31,18,0,0,0,10.000000000000002,20,10.0,17.443470113845933,15,22.0,22.673115485121187,14,15.571428571428571,35.99999999999999,20,36.0,0,0.263,42239,4,15,1.0,301.652051707689,False,0.07651233018904038,0,1.0010000000000001,34798,321,0,0.0,3210.0000000000005,False,-0.07552632247250933,0,1.1630000000000003,64604,98,35,1.0,2503.019113136143,False,0.0009500943347782839,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.6050000000000001,94495,7,14,1.0,662.7118083958483,False,0.019331340071783946,4,1.8780000000000003,91983,0,0,0.0,0.0,False,-0.011233177107967493,0.5,394451,0.0,0.0,24,0,0,18,2,2.0,16,34,15,136.0,33.0,12,6,15,1324,1.6301492069615051,53.47981634904863
32,15,0,0,0,10.000000000000002,20,10.0,17.443470113845933,0,,23.07512081297347,68,24.0,35.99999999999999,20,36.0,0,0.263,42139,4,25,1.0,476.08675284614833,False,0.0761877079620864,0,1.0010000000000001,34698,331,0,0.0,3310.0000000000005,False,-0.07679609924575259,33,1.4930000000000003,65279,88,10,1.0,1765.776578148177,False,0.0056068014693674605,0,0.2,66332,0,0,0.0,0.0,False,0.008192360889456326,0,0.6050000000000001,94927,0,9,0.7,323.99999999999994,False,0.022154620114374166,8,1.9540000000000004,90254,58,10,1.0,1698.3570071524612,False,-0.020690775856986827,0.6166666666666667,393629,0.0,0.0,20,0,0,7,5,4.485294117647059,24,31,13,105.0,36.0,8,7,13,632,1.2014867620309815,54.681303111079615
