index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,22,0,0,0,10.000000000000002,20,10.0,18.853444145848286,38,7.815789473684211,33.73810014395434,5,47.0,43.0,12,43.0,38,1.3450000000000002,30795.0,107,0,0.0,1070.0000000000002,False,-0.0928306694463748,0,0.4700000000000001,35792,7,20,1.0,447.0688829169657,False,0.04284035329680575,0,0.2,58251,13,48,1.0,1864.523580805836,False,-0.00294380217657405,0,0.2,57760,90,37,1.0,2945.1196784526564,False,-0.002113281457826623,2,0.6340000000000001,75104,0,5,0.5,215.0,False,-0.004427765864506394,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.5833333333333334,333248,0.0,0.0,15,0,0,16,6,5.5,17,33,26,193.0,90.0,12,10,26,779,1.6654756078496575,25.92394570633769
11,26,0,0,0,10.000000000000002,20,10.0,18.520920563498215,6,8.5,30.326808320603668,30,24.066666666666666,43.0,8,43.0,1,1.3170000000000002,30702.0,114,0,0.0,1140.0000000000002,False,-0.0945100764419736,0,0.4700000000000001,35712,10,25,1.0,563.0230140874554,False,0.04220267277749954,0,0.2,58973,3,28,1.0,904.7133946673973,False,0.0011347534845126206,0,0.2,57709,86,47,1.0,3018.159159529219,False,-0.0023572293580544153,3,0.6620000000000001,74566,20,10,1.0,1036.5361664120733,False,-0.00611193070174406,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,333208,0.0,0.0,15,0,0,17,4,3.5,16,33,28,207.0,99.0,13,13,28,1144,1.9116097213700414,27.83555542770773
12,28,0,0,0,10.000000000000002,20,10.0,20.3426447795655,40,28.0,31.075557017624064,62,32.0,42.99999999999999,8,43.0,1,1.326,30599.0,123,0,0.0,1230.0000000000002,False,-0.09618948343757239,14,0.6100000000000001,36330,11,10,1.0,313.426447795655,False,0.056483473010708544,34,0.54,59138,10,10,1.0,514.1820179718957,False,0.0006248695876873589,0,0.2,57116,99,57,1.0,3785.228583181556,False,-0.005886076155012354,0,0.6590000000000001,72926,72,12,1.0,2753.4401052689327,False,-0.016457257132945918,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,331655,0.0,0.0,16,0,0,13,4,3.0777988614800758,16,29,27,150.0,88.0,10,18,27,1071,1.6718334956094623,29.507388923317194
13,27,0,0,0,10.000000000000002,20,10.0,19.421849879969812,13,6.153846153846154,31.075557017624064,0,,42.99999999999999,8,43.0,12,1.445,30206.0,134,0,0.0,1340.0000000000002,False,-0.10597637248088951,0,0.5960000000000001,36270,10,19,1.0,469.0151477194264,False,0.05699871362808997,0,0.506,59108,1,20,1.0,640.9329902324512,False,0.0011871440263524163,0,0.2,57066,101,67,1.0,4043.669158057763,False,-0.004551457612640581,0,0.6590000000000001,73270,62,14,1.0,2528.684535092692,False,-0.013391281238631408,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,331466,0.0,0.0,17,0,0,14,3,3.0,15,29,31,117.0,110.0,10,17,31,574,1.8351116608828306,31.342500584200025
14,31,0,0,0,10.000000000000002,20,10.0,19.39584775851213,27,19.22222222222222,31.075557017624064,0,,42.99999999999999,9,43.0,11,1.5430000000000001,29827.0,144,0,0.0,1440.0000000000002,False,-0.11550266388695854,0,0.5960000000000001,36666,10,13,1.0,352.1460208606577,False,0.06677301975997016,0,0.506,58605,14,30,1.0,1203.8085791478916,False,-0.0025454986762702986,0,0.2,57050,95,77,1.0,4235.423427415705,False,-0.0032057732115662076,0,0.6590000000000001,73657,52,15,1.0,2260.928964916451,False,-0.01004071052791384,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,331351,0.0,0.0,17,0,0,18,3,3.0,14,32,31,222.0,80.0,14,17,31,1083,1.9277705196291208,33.270271103829145
15,31,0,0,0,10.000000000000002,20,10.0,20.751660453540516,36,27.77777777777778,34.457670420110816,29,49.0,42.99999999999999,5,43.0,4,1.572,29666.0,151,0,0.0,1510.0000000000002,False,-0.11915103080843178,19,0.786,37024,13,10,1.0,337.51660453540524,False,0.0769272151455785,0,0.506,58299,36,26,1.0,1642.95920725034,False,-0.004001489207433339,0,0.2,57777,89,72,1.0,4327.850050613085,False,0.009820496399921497,0,0.6590000000000001,72451,71,20,1.0,3306.494599827868,False,-0.019084434650227303,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,330763,0.0,0.0,17,0,0,18,4,3.1875,14,32,27,158.0,125.0,11,20,27,1836,2.0333110243082047,35.30358212813735
16,27,0,0,0,10.000000000000002,20,10.0,20.714571094695938,2,17.0,34.836834065705595,15,38.333333333333336,42.99999999999999,8,43.0,2,1.5880000000000003,29532.0,163,0,0.0,1630.0000000000002,False,-0.12129372249247163,0,0.7670000000000001,36944,11,20,1.0,524.2914218939188,False,0.07731485148676635,0,0.506,58629,26,26,1.0,1444.3365341704398,False,-0.00011509371802929783,0,0.2,57988,81,77,1.0,4360.316481729702,False,0.013648678204536099,0,0.659,72220,76,22,1.0,3593.5993889936253,False,-0.020241975822719693,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,330859,0.0,0.0,19,0,0,17,1,1.0,15,32,35,143.0,95.0,12,15,35,1119,1.8638415494933724,37.16742367763072
17,35,0,0,0,10.000000000000002,20,10.0,21.29504641541011,18,27.166666666666668,34.836834065705595,0,,42.99999999999999,7,43.0,3,1.6160000000000005,29374.0,174,0,0.0,1740.0000000000002,False,-0.12427611767431086,0,0.7670000000000001,37319,10,15,1.0,419.4256962311516,False,0.08665487746454639,0,0.506,58629,16,36,1.0,1594.8467690119633,False,0.0011527238873610785,0,0.2,57499,89,87,1.0,4926.063694687887,False,0.010176081528082822,0,0.659,72521,66,25,1.0,3374.231048336569,False,-0.017709534268283082,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,330888,0.0,0.0,14,0,0,21,1,1.0,17,38,31,246.0,88.0,19,16,31,966,2.3696251614019275,39.53704883903265
18,31,0,0,0,10.000000000000002,20,10.0,20.7953589313297,5,2.8,37.66392481552113,42,46.95238095238095,42.99999999999999,7,43.0,5,1.6630000000000003,29224.0,178,0,0.0,1780.0000000000002,False,-0.12804030576789438,0,0.7670000000000001,37159,16,25,1.0,679.8839732832425,False,0.08579285344688502,0,0.506,58860,11,41,1.0,1772.969865680993,False,0.0065447780053319886,0,0.2,59226,79,60,1.0,3902.668844506314,False,0.03065019748396441,0,0.659,70850,98,28,1.0,4895.06463192107,False,-0.02976289524315606,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,330865,0.0,0.0,21,0,0,21,2,2.0,12,33,32,221.0,73.0,16,15,32,2473,2.0944060012698174,41.63145484030247
19,32,0,0,0,10.000000000000002,20,10.0,20.218434998027465,5,1.0,37.66392481552113,0,,42.99999999999999,9,43.0,5,1.7080000000000002,28979.0,191,0,0.0,1910.0000000000002,False,-0.13325225851285616,0,0.7670000000000001,37089,13,35,1.0,837.6452249309613,False,0.0860499945698831,0,0.506,58860,1,51,1.0,1941.078600589605,False,0.00796083594957384,0,0.2,59221,74,70,1.0,4132.638926940512,False,0.03250310764295044,0,0.659,71237,88,29,1.0,4561.425383765859,False,-0.026848374607749838,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,330932,0.0,0.0,16,0,0,18,1,1.0,23,41,26,222.0,68.0,18,14,26,587,2.2176408544182777,43.849095694720745
20,26,0,0,0,10.000000000000002,20,10.0,21.476127988775296,29,28.17241379310345,38.003343382396,5,49.0,42.99999999999999,9,43.0,1,1.713,28880.0,199,0,0.0,1990.0000000000005,False,-0.13496062080148252,0,0.7670000000000001,37781,15,17,1.0,515.0941758091801,False,0.1014172772731234,0,0.506,58293,19,56,1.0,2536.2336612009067,False,0.0034218947841985026,0,0.2,59216,65,80,1.0,4436.2157898620735,False,0.034976041897150166,0,0.6590000000000001,71379,83,30,1.0,4444.277500738867,False,-0.025744066524112093,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,331095,0.0,0.0,19,0,0,17,1,1.0,15,32,29,117.0,87.0,10,16,29,1644,1.9719010833650827,45.82099677808583
21,29,0,0,0,10.000000000000002,20,10.0,22.489117754774373,65,25.06153846153846,36.49685518917107,27,28.11111111111111,42.99999999999999,11,43.0,15,1.862,28416.0,210,0,0.0,2100.0000000000005,False,-0.14680333564975678,33,1.0970000000000002,38165,14,10,1.0,364.8911775477437,False,0.11036152388156918,0,0.506,58060,41,39,1.0,2345.431180323421,False,-0.002110657532906972,0,0.2,58579,88,90,1.0,5263.759329445542,False,0.03121533179559237,0,0.6590000000000001,71093,100,29,1.0,4896.685518917107,False,-0.02653558415457401,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,329859,0.0,0.0,19,0,0,19,7,6.055555555555555,14,33,32,178.0,111.0,12,17,32,1432,2.001227687112987,47.822224465198815
22,32,0,0,0,10.000000000000002,20,10.0,22.487711853673808,17,22.470588235294116,34.877402938582655,13,15.0,42.99999999999999,10,43.0,5,1.8970000000000002,28186.0,222,0,0.0,2220.0000000000005,False,-0.1517257354644429,2,1.084,38409,12,10,1.0,344.87711853673807,False,0.11713685890862777,0,0.506,58255,31,36,1.0,1952.7055732528636,False,-0.0021336165870407702,0,0.2,58197,95,100,1.0,5624.072919957277,False,0.027814893695519403,0,0.6590000000000001,71328,103,29,1.0,4839.372502674013,False,-0.0238042219133111,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,329921,0.0,0.0,16,0,0,17,2,1.1666666666666667,18,35,27,219.0,96.0,15,17,27,825,1.8735952489078045,49.69581971410662
23,27,0,0,0,10.000000000000002,20,10.0,22.85348305788614,12,29.0,36.82807568919262,23,50.0,42.99999999999999,9,43.0,0,1.8920000000000001,28096.0,231,0,0.0,2310.0000000000005,False,-0.15302872365068335,2,1.1020000000000003,38599,13,10,1.0,358.53483057886143,False,0.12283609611099816,0,0.506,57907,33,46,1.0,2448.2564226131035,False,-0.003822092871954015,0,0.2,59347,85,87,1.0,5146.58864488008,False,0.043166790027292644,0,0.6590000000000001,70565,116,30,1.0,5562.056779946344,False,-0.02912095425339299,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,330060,0.0,0.0,14,0,0,21,1,0.16666666666666666,11,32,27,165.0,112.0,11,16,27,1737,1.8635050673037767,51.559324781410396
24,27,0,0,0,10.000000000000002,20,10.0,22.11999323339269,17,13.823529411764707,36.842772015849555,15,37.0,42.99999999999999,7,43.0,17,2.0620000000000007,27731.0,241,0,0.0,2410.0000000000005,False,-0.16214964095436646,0,1.1,38499,13,20,1.0,572.3998646678539,False,0.12303682917344007,0,0.506,58217,25,46,1.0,2247.7673435638967,False,-0.0002883575628904209,0,0.2,59357,90,92,1.0,5380.334416463501,False,0.04530420850149521,0,0.659,70311,121,33,1.0,5876.975413917796,False,-0.03039886020492285,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,329661,0.0,0.0,16,0,0,16,4,4.0,14,30,21,148.0,94.0,11,16,21,1056,2.0416810382157564,53.60100581962615
25,21,0,0,0,10.000000000000002,20,10.0,22.6586576919773,16,29.0,35.868889299523254,32,31.0625,42.999999999999986,14,43.0,0,2.0450000000000004,27661.0,248,0,0.0,2480.0000000000005,False,-0.16316307621033124,0,1.1,38833,16,14,1.0,477.2212076876822,False,0.13132993409323154,0,0.506,58073,31,46,1.0,2352.3872962293663,False,-0.0018330528637305159,0,0.2,60031,80,80,1.0,4682.203759320044,False,0.05077835977728403,0,0.659,69919,143,29,1.0,6376.251169831825,False,-0.032283303087974134,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,330063,0.0,0.0,21,0,0,18,0,0.0,13,31,33,147.0,111.0,9,12,33,2260,1.8987524965777993,55.49975831620395
26,33,0,0,0,10.000000000000002,20,10.0,19.388639130211743,68,10.544117647058824,34.5615214943943,24,25.25,42.999999999999986,8,43.0,53,2.575000000000001,25645.0,259,0,0.0,2590.0000000000005,False,-0.21994440583738709,1,1.11,39154,15,10,1.0,343.88639130211743,False,0.13869420881546965,0,0.506,58190,63,32,1.0,2327.4529530239574,False,-7.199574594871431e-05,0,0.2,59803,96,90,1.0,4971.846290995814,False,0.04937705356477491,0,0.659,69657,157,31,1.0,6759.158874619905,False,-0.033217120200805486,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327995,0.0,0.0,18,0,0,20,5,4.066666666666666,15,35,26,220.0,98.0,16,17,26,1150,2.1108686216175556,57.61062693782151
27,26,0,0,0,10.000000000000002,20,10.0,19.40968162353006,3,21.0,34.90618728842308,5,47.0,42.99999999999999,9,43.0,1,2.5320000000000005,25544.0,267,0,0.0,2670.0000000000005,False,-0.22171067871206857,0,1.1090000000000002,39094,17,18,1.0,519.3742692235411,False,0.1394975426978159,0,0.506,58365,55,37,1.0,2359.061418965807,False,0.003142469582582029,0,0.2,59800,87,100,1.0,5179.261030089423,False,0.05107366344965658,0,0.659,69809,152,32,1.0,6681.740467840307,False,-0.03171749352817945,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,328158,0.0,0.0,16,0,0,19,1,1.0,16,35,32,148.0,87.0,12,14,32,882,1.9197382079437375,59.530365145765245
28,32,0,0,0,10.000000000000002,20,10.0,20.38541635693205,37,25.83783783783784,34.90618728842308,0,,42.99999999999999,11,43.0,0,2.5310000000000006,25444.0,277,0,0.0,2770.0000000000005,False,-0.22315844336344684,19,1.2990000000000002,39443,17,10,1.0,373.8541635693206,False,0.14749615131412622,0,0.506,57809,63,47,1.0,2924.872033042604,False,-0.0014583372667323665,0,0.2,59400,96,110,1.0,5796.680571992016,False,0.04953570346029186,0,0.6590000000000001,70282,142,31,1.0,6289.678594956077,False,-0.028051262840149794,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327924,0.0,0.0,19,0,0,18,4,4.0,14,32,30,188.0,88.0,12,20,30,1043,1.6979087525978684,61.22827389836311
29,30,0,0,0,10.000000000000002,20,10.0,20.773640739899477,14,26.857142857142858,32.832303790483245,37,23.72972972972973,43.0,16,43.0,2,2.5510000000000006,25300.0,287,0,0.0,2870.0000000000005,False,-0.225880240908038,2,1.3000000000000003,39667,17,10,1.0,377.7364073989948,False,0.15403834270614705,0,0.506,58311,67,20,1.0,2048.48000538293,False,-0.0003834360542561745,0,0.2,59400,86,120,1.0,5726.409558489344,False,0.048943778079528766,0,0.6590000000000001,70092,169,25,1.0,6623.659340591668,False,-0.028355840543565082,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,328316,0.0,0.0,19,0,0,17,2,1.1666666666666667,15,32,29,152.0,114.0,12,18,29,1766,1.8031864566728473,63.03146035503596
30,29,0,0,0,10.000000000000002,20,10.0,21.270769982643056,28,25.0,32.73750426648202,19,31.842105263157894,43.00000000000001,12,43.0,4,2.5890000000000004,25128.0,295,0,0.0,2950.0000000000005,False,-0.22970233958767663,14,1.4380000000000002,39883,19,10,1.0,402.7076998264306,False,0.16065421154485787,0,0.506,58094,73,21,1.0,2240.253798329066,False,-0.0024238198867122572,0,0.2,59522,88,120,1.0,5800.328270450432,False,0.051621755032602495,0,0.6590000000000001,70003,178,23,1.0,6816.2757594338,False,-0.028259102007824347,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,328176,0.0,0.0,19,0,0,18,3,2.166666666666667,16,34,26,195.0,76.0,14,15,26,1321,6.162974774837494,69.19443512987345
31,26,0,0,0,10.000000000000002,20,10.0,19.328067900802377,25,2.68,34.30810813445922,21,47.666666666666664,43.00000000000001,7,43.0,25,2.835000000000001,24292.0,302,0,0.0,3020.0000000000005,False,-0.25289552930275655,0,1.4240000000000002,39753,22,20,1.0,606.5613580160476,False,0.15984134465508518,0,0.506,58052,77,31,1.0,2551.8125805300187,False,-0.0005069865853800466,0,0.2,60498,89,109,1.0,5459.781829827466,False,0.06519577672619921,0,0.6590000000000001,69303,189,26,1.0,7602.232437412792,False,-0.032323137972806115,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327444,0.0,0.0,15,0,0,16,5,5.0,14,30,24,108.0,90.0,11,15,24,1502,1.629569404758513,70.82400453463197
32,24,0,0,0,10.000000000000002,20,10.0,18.81478086275217,8,5.0,34.4648950832508,19,35.94736842105263,43.00000000000001,9,43.0,8,2.8900000000000006,24028.0,312,0,0.0,3120.0000000000005,False,-0.25909196201065554,0,1.4240000000000002,39653,22,30,1.0,784.4434258825651,False,0.15952112905204083,0,0.506,58171,67,34,1.0,2432.3967506349227,False,0.0004919029501914573,0,0.2,61022,87,107,1.0,5324.629708967274,False,0.07288511834097572,0,0.659,69007,198,27,1.0,7985.0492264836585,False,-0.033707613728829786,0,0.2,75546,0,0,0.0,0.0,False,0.0,0.6666666666666666,327427,0.0,0.0,17,0,0,12,2,2.0,23,35,24,174.0,84.0,11,13,24,1270,1.5818637814372778,72.40586831606925
