index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
89,19,0,0,0,10.0,20,10.0,19.39840624276954,14,24.285714285714285,13.709350924681683,2,13.5,36.0,11,36.0,0,5.537000000000002,24046,885,0,0.0,8850.0,False,-0.2800171960347967,0,3.314000000000001,52818,22,24,1.0,685.5617498264689,False,0.3443450555055946,0,0.2,71286,111,280,1.0,5991.84135185829,False,0.07578561131847153,2,10.381,5606.0,822,0,0.0,15945.489931556562,False,-0.803346247363781,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,86127,850,355,1.0,24432.94828597943,False,0.06350611697710322,0.5,332380,0.0,0.0,19,0,0,16,2,2.0,23,39,17,216.0,43.0,16,3,17,936,1.3498127087950706,129.32655214797705
90,17,0,0,0,10.0,20,10.0,19.138839672659255,23,17.043478260869566,14.226035466677654,10,21.5,36.0,12,36.0,5,5.5870000000000015,23891,895,0,0.0,8950.0,False,-0.2826724661136961,0,3.3140000000000005,53070,22,16,1.0,526.2214347625481,False,0.34870298192851684,0,0.2,71130,123,285,1.0,6408.49738774022,False,0.0765434502146317,5,10.429,5415.0,823,0,0.0,15751.265050598568,False,-0.8075188268432666,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,86344,850,353,1.0,24800.130146676005,False,0.06783818790040123,0.5,332347,0.0,0.0,22,0,0,16,2,2.0,17,33,19,172.0,27.0,14,3,19,1189,1.4821409406140447,130.8086930885911
91,19,0,0,0,10.0,20,10.0,19.729744281546555,11,29.818181818181817,16.64490309930305,88,20.375,35.99999999999999,11,36.0,0,5.582000000000002,23801,904,0,0.0,9040.0,False,-0.283810439004653,0,3.314000000000001,53288,23,15,1.0,525.9461642231984,False,0.3542123478179143,0,0.2,72729,116,233,1.0,6166.912758797011,False,0.097951547153449,26,10.684000000000003,4032.0,831,0,0.0,16395.417497965187,False,-0.8228836225146984,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,84947,928,352,1.0,28118.47007615323,False,0.07067334665004828,0.5,331294,0.0,0.0,21,0,0,12,7,7.0,24,36,9,197.0,14.0,16,3,9,2595,1.321792934089899,132.130486022681
92,9,0,0,0,10.0,20,10.0,19.100856880744224,25,14.6,16.64490309930305,0,,35.999999999999986,7,36.0,9,5.6720000000000015,23602,912,0,0.0,9120.0,False,-0.2878312765527008,1,3.3240000000000007,53442,25,10,1.0,441.00856880744226,False,0.3570327808113424,0,0.2,72364,131,243,1.0,6546.9237045081345,False,0.09541719434393069,0,10.658000000000001,4032.0,831,0,0.0,15872.81206789845,False,-0.8266679309772882,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,85199,918,355,1.0,28060.021045160196,False,0.07308248556390755,0.5,331136,0.0,0.0,15,0,0,8,3,2.2,19,27,12,67.0,22.0,6,3,12,705,1.115201131440699,133.2456871541217
93,12,0,0,0,10.0,20,10.0,18.578927726656993,10,9.0,16.250033975755876,6,3.0,35.999999999999986,0,,5,5.713000000000002,23462,921,0,0.0,9210.0,False,-0.29023366376694315,0,3.323000000000001,53377,26,15,1.0,538.6839158998548,False,0.3566240632700264,0,0.2,72274,131,253,1.0,6545.098128058303,False,0.09410055270936804,6,10.718000000000002,3846.0,831,0,0.0,15439.088940851962,False,-0.8325023610707472,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,85181,914,365,1.0,27992.531053840867,False,0.07252290476928379,0.5,330637,0.0,0.0,12,0,0,8,2,2.0,16,24,17,81.0,37.0,6,6,17,245,1.2515370501205325,134.49722420424223
94,17,0,0,0,10.0,20,10.0,19.13886775040718,25,23.04,15.69863738552247,7,1.0,35.999999999999986,0,,9,5.798000000000002,23306,933,0,0.0,9330.0,False,-0.2926613392676512,1,3.333000000000001,53719,24,10,1.0,431.3886775040718,False,0.3639160008788195,0,0.2,72025,131,263,1.0,6635.93330769575,False,0.09115217677081316,7,10.782000000000002,3272.0,846,0,0.0,16191.482116844474,False,-0.8353670428475106,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,85174,911,375,1.0,27801.458658210966,False,0.07141405769490415,0.5,329993,0.0,0.0,12,0,0,13,4,3.111111111111111,23,36,9,156.0,24.0,12,5,9,416,1.3439047932624817,135.8411289975047
95,9,0,0,0,10.0,20,10.0,20.070270982210893,29,25.82758620689655,16.065314071654672,17,19.823529411764707,35.999999999999986,3,36.0,5,5.839000000000002,23151,943,0,0.0,9430.0,False,-0.2953166093465507,14,3.4720000000000013,54015,24,10,1.0,440.70270982210894,False,0.3715191016313741,0,0.2,72313,126,265,1.0,6786.1623727470605,False,0.09641097172114772,9,10.865000000000002,2266.0,870,0,0.0,17461.135754523475,False,-0.8407425469266501,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,84945,918,382,1.0,28499.958317778983,False,0.07271446354953973,0.5,329187,0.0,0.0,13,0,0,9,5,4.411764705882353,16,25,12,75.0,17.0,7,2,12,636,0.935531142167747,136.77666013967246
96,12,0,0,0,10.0,20,10.0,20.37827646104341,6,30.0,16.065314071654672,0,,35.999999999999986,0,,0,5.834000000000002,23031,955,0,0.0,9550.0,False,-0.2968339065344932,0,3.458000000000001,54115,22,14,1.0,505.2958704546077,False,0.374864655452845,0,0.2,72313,116,275,1.0,6781.84143918607,False,0.09637968282803568,0,10.856,2086.0,876,0,0.0,17851.370179874026,False,-0.8405236123631478,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,84945,908,392,1.0,28699.305177062437,False,0.07379235207287922,0.5,328987,0.0,0.0,14,0,0,13,0,0.0,17,30,14,118.0,16.0,9,3,14,380,1.1534538930281997,137.93011403270066
97,14,0,0,0,10.0,20,10.0,20.71257362279164,32,22.53125,14.711177640834745,24,5.0,35.999999999999986,0,,5,5.884000000000001,22921,961,0,0.0,9610.0,False,-0.29885696945174994,13,3.588000000000001,54404,26,10,1.0,467.1257362279164,False,0.38169034159705534,0,0.2,71877,128,285,1.0,6843.895051355232,False,0.09051467111294328,24,11.096,819.0,886,0,0.0,18351.340229793394,False,-0.855252500182527,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,84825,922,402,1.0,28035.70578484963,False,0.06890649925300699,0.5,327343,0.0,0.0,11,0,0,11,6,5.764705882352941,22,33,17,145.0,14.0,11,3,17,485,1.2673939820379019,139.19750801473856
98,17,0,0,0,10.0,20,10.0,18.743253762832907,34,8.0,16.441038877432508,31,26.29032258064516,35.999999999999986,0,,34,6.219000000000002,22447,971,0,0.0,9710.0,False,-0.3095792029132106,0,3.5750000000000006,54304,26,20,1.0,634.8650752566582,False,0.3812824331789483,0,0.2,72385,152,269,1.0,7271.614029979946,False,0.10096897876855526,5,11.122,684.0,886,0,0.0,16606.522833869956,False,-0.8698422653921856,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,84010,943,412,1.0,30335.89966141885,False,0.07253030496814604,0.5,326327,0.0,0.0,14,0,0,18,2,2.0,18,36,23,151.0,37.0,13,4,23,980,1.2437429782003164,140.44125099293888
99,23,0,0,0,10.0,20,10.0,18.698340697456214,17,18.176470588235293,15.629519933687819,12,3.0,35.999999999999986,0,,5,6.235000000000001,22297,981,0,0.0,9810.0,False,-0.3121080315597815,0,3.5750000000000006,54468,26,18,1.0,596.5701325542118,False,0.38494550541870093,0,0.2,72300,152,279,1.0,7202.783847512246,False,0.09923955341505482,12,11.237000000000002,88.0,893,0,0.0,16697.618242828397,False,-0.8778141736822518,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83974,945,422,1.0,29961.896337334983,False,0.07011872012487698,0.5,325624,0.0,0.0,12,0,0,17,2,2.0,8,25,22,190.0,57.0,15,8,22,464,1.2801274405792356,141.7213784335181
100,22,0,0,0,10.0,20,10.0,19.6826913848441,38,24.68421052631579,16.468905721814952,53,19.30188679245283,35.999999999999986,4,36.0,5,6.280000000000001,22142,991,0,0.0,9910.0,False,-0.31476330163868094,15,3.725000000000001,54941,26,10,1.0,456.826913848441,False,0.3951399316438454,0,0.2,73144,152,256,1.0,7207.808955280931,False,0.11149914521050938,20,11.425,-2961.0,921,0,0.0,18127.758765441416,False,-0.9116152387040983,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83095,988,428,1.0,31679.27885315317,False,0.06989909730160358,0.5,322858,0.0,0.0,18,0,0,22,7,7.992690058479532,7,29,20,165.0,40.0,16,6,20,1268,1.4889945900067687,143.21037302352488
101,20,0,0,0,10.0,20,10.0,19.848644777352714,10,23.3,16.468905721814952,0,,35.999999999999986,5,36.0,0,6.275000000000001,22092,996,0,0.0,9960.0,False,-0.3153955088003237,0,3.7100000000000004,55024,31,10,1.0,508.4864477735272,False,0.39789204996679045,0,0.2,72937,151,266,1.0,7377.8742833830365,False,0.1097327570521155,0,11.405000000000001,-7091.0,922,0,0.0,18300.450484719204,False,-0.9701773343225882,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83275,978,433,1.0,31694.58979593502,False,0.07192844132720001,0.5,318734,0.0,0.0,14,0,0,15,1,123.96153846153847,8,23,25,166.0,62.0,13,7,25,587,1.416098621673882,144.62647164519876
102,25,0,0,0,10.0,20,10.0,19.777301492079417,9,18.22222222222222,16.24734925138379,5,7.0,35.999999999999986,0,,5,6.325000000000001,21937,1006,0,0.0,10060.0,False,-0.3180507788792231,0,3.710000000000001,55048,31,16,1.0,626.4368238732707,False,0.39999035029174174,0,0.2,72897,146,276,1.0,7371.75441122552,False,0.10910914286394827,5,11.455000000000002,-17256.0,926,0,0.0,18313.78118166554,False,-1.117295100713511,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83240,973,443,1.0,31756.67082159642,False,0.07188562263626667,0.5,308363,0.0,0.0,10,0,0,9,3,64.75806451612902,8,17,16,204.0,65.0,17,8,16,200,1.453392405062914,146.07986405026168
103,16,0,0,1,10.0,20,10.0,19.645861105770223,19,18.36842105263158,16.24734925138379,0,,35.999999999999986,6,36.0,5,6.370000000000001,21827,1012,0,0.0,10120.0,False,-0.32007384179647985,0,3.710000000000001,55212,35,12,1.0,585.7503332692427,False,0.4036231834572785,0,0.2,72804,147,286,1.0,7534.683468443986,False,0.10894208075746196,0,11.450000000000001,-51940.77777777778,934,0,0.0,18349.23427278939,True,-1.6193595945108994,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83456,963,447,1.0,31738.197329082584,False,0.07412160206487756,0.5,325796,0.0,0.125,17,0,0,9,5,2291.9930555555557,2,11,17,117.0,40.0,11,5,17,464,1.1432851813733578,147.22314923163503
104,17,0,0,0,10.0,20,10.0,19.169194665523932,14,12.928571428571429,16.92524418175061,5,43.0,35.999999999999986,4,36.0,5,6.415000000000002,21667,1023,0,0.0,10230.0,False,-0.32272911187537934,0,3.710000000000001,55258,34,13,1.0,589.1995306518111,False,0.40483005678044465,0,0.2,72838,151,291,1.0,7819.794451383541,False,0.11149904018438757,0,11.450000000000001,-51940.77777777778,934,0,0.0,17904.02781759935,True,-1.6225834388474576,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83385,958,453,1.0,32522.38392611708,False,0.07759396960191355,0.5,325645,0.0,0.125,20,0,0,3,7,4094.102389314602,5,8,4,180.0,6.0,15,2,4,695,0.9804432177916169,148.20359244942665
105,4,0,0,0,10.0,20,10.0,19.275622335208165,4,24.0,16.92524418175061,0,,35.999999999999986,0,,0,6.410000000000001,21547,1035,0,0.0,10350.0,False,-0.32424640906332186,0,3.7100000000000004,55274,32,19,1.0,686.2368243689551,False,0.4064616228045842,0,0.2,72742,145,301,1.0,7889.463737312118,False,0.1106132147989987,0,11.450000000000001,-51940.77777777778,934,0,0.0,18003.431261084428,True,-1.6218636352045008,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83385,948,463,1.0,32713.13148429957,False,0.0786253608390716,0.5,325445,0.0,0.125,10,0,0,2,2,272.5248842592593,0,2,7,36.0,6.0,2,2,7,296,0.543857017531991,148.74744946695864
106,7,0,0,0,10.0,20,10.0,18.625377538942896,10,8.0,16.92524418175061,0,,35.999999999999986,0,,11,6.520000000000001,21288,1044,6,0.0,10551.752265233657,False,-0.32824509071877334,0,3.710000000000001,55204,33,24,1.0,777.0090609346295,False,0.4058391799126874,0,0.2,72662,145,311,1.0,7964.43068367116,False,0.10999747051855312,0,11.450000000000001,-51940.77777777778,934,0,0.0,17396.102621372665,True,-1.6262614442945074,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83385,938,473,1.0,32903.87904248206,False,0.07965675207622964,0.5,325036,0.0,0.125,12,0,0,3,5,854.4077434289127,3,6,4,108.0,3.0,6,1,4,280,0.8358533540740609,149.5833028210327
107,4,0,0,0,10.0,20,10.0,18.625377538942896,0,,16.92524418175061,0,,35.999999999999986,0,,0,6.509000000000001,21198,1053,6,0.0,10641.752265233657,False,-0.32938306360973024,0,3.710000000000001,55094,34,34,1.0,973.2628363240584,False,0.405538929247472,0,0.2,72662,135,321,1.0,7947.429350099237,False,0.10987435987559005,0,11.450000000000001,-51940.77777777778,934,0,0.0,17396.102621372665,True,-1.6262614442945074,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83385,928,483,1.0,33094.62660066456,False,0.08068814331338785,0.5,324836,0.0,0.125,11,0,0,2,2,1863.6766228594186,1,3,7,39.0,3.0,3,1,7,200,0.7107008034363389,150.29400362446904
108,7,0,0,0,10.0,20,10.0,17.985545961825505,10,8.0,17.58450372237134,5,41.0,35.999999999999986,0,,0,6.509000000000002,21138,1063,1,0.0,10647.985545961825,False,-0.3308215463033352,0,3.710000000000001,55034,34,39,1.0,1041.4362925111946,False,0.40488362700423824,0,0.2,72787,135,326,1.0,8160.596918339501,False,0.11322826484336841,0,11.450000000000001,-51940.77777777778,934,0,0.0,16798.49992834502,True,-1.6305888255239795,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83180,923,493,1.0,33978.49693574874,False,0.08325040788868254,0.5,324636,0.0,0.125,14,0,0,3,2,1677.5089605734768,3,6,7,93.0,3.0,6,1,7,485,1.0055191963911057,151.29952282086015
109,7,0,0,0,10.0,20,10.0,17.985545961825505,0,,18.95981044081529,25,28.0,35.999999999999986,0,,0,6.509000000000001,21058,1071,1,0.0,10727.985545961825,False,-0.3318330777619636,0,3.7100000000000004,54914,36,49,1.0,1241.2917521294498,False,0.4043760336856343,0,0.2,73487,125,311,1.0,8144.694292321743,False,0.12325083847935338,0,11.450000000000001,-51940.77777777778,934,0,0.0,16798.49992834502,True,-1.6305888255239795,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,82480,938,503,1.0,35892.302193484735,False,0.0860286046083893,0.5,324436,0.0,0.125,11,0,0,2,2,449.7653256704981,5,7,4,126.0,0.0,7,0,4,900,0.7976367669180036,152.09715958777815
110,4,0,0,0,10.0,20,10.0,18.471810965012875,24,21.5,18.95981044081529,0,,35.999999999999986,0,,4,6.549000000000001,20897,1084,0,0.0,10840.0,False,-0.3344881650819341,0,3.710000000000001,55315,33,40,1.0,1068.8724386005151,False,0.4123365420620134,0,0.2,72971,139,321,1.0,8653.680875638496,False,0.11946357569000637,0,11.450000000000001,-51940.77777777778,934,0,0.0,17252.671441322025,True,-1.6273000631018084,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,82480,928,513,1.0,36062.70408907658,False,0.08694998480105427,0.5,324160,0.0,0.125,15,0,0,3,4,1024.8132728494625,1,4,6,57.0,0.0,4,0,6,671,0.7946576057001948,152.89181719347835
111,6,0,0,0,10.0,20,10.0,17.84140747496234,10,8.0,18.95981044081529,0,,35.99999999999999,9,36.0,5,6.5950000000000015,20732,1095,0,0.0,10950.0,False,-0.33726987659316204,0,3.710000000000001,55265,32,45,1.0,1122.8633363733054,False,0.41175479638343754,0,0.2,72891,139,331,1.0,8755.652894929626,False,0.1190433814749644,0,11.450000000000001,-51940.77777777778,934,0,0.0,16663.874581614826,True,-1.6315636792273656,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,82804,918,514,1.0,35909.10598466844,False,0.08962326558958172,0.5,324189,0.0,0.125,17,0,0,4,2,298.80444444444447,2,6,8,78.0,0.0,6,0,8,564,1.1942743780091405,154.0860915714875
112,8,0,0,0,10.0,20,10.0,18.413668839915786,18,23.166666666666668,19.64511683159656,5,43.0,35.99999999999999,9,36.0,0,6.590000000000002,20642,1104,0,0.0,11040.0,False,-0.33840784948411895,0,3.710000000000001,55572,33,37,1.0,1011.3057470768841,False,0.4181077501906343,0,0.2,72689,147,336,1.0,9307.568574884064,False,0.12011447359761954,0,11.450000000000001,-51940.77777777778,934,0,0.0,17198.366696481346,True,-1.6276932964928834,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,82913,913,515,1.0,36475.991667247654,False,0.09386722143833022,0.5,324313,0.0,0.125,19,0,0,3,1,310.1712962962963,3,6,3,93.0,6.0,6,2,3,1156,0.9309587404131889,155.01705031190068
113,3,0,0,0,10.0,20,10.0,18.413668839915786,0,,19.421063640489212,8,15.0,35.99999999999999,10,36.0,0,6.590000000000002,20542,1114,0,0.0,11140.0,False,-0.3396722638074044,0,3.7100000000000004,55472,33,47,1.0,1195.442435476042,False,0.41790717220660584,0,0.2,72809,137,338,1.0,9086.992141553816,False,0.12025512419842295,0,11.450000000000001,-51940.77777777778,934,0,0.0,17198.366696481346,True,-1.6276932964928834,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,83153,911,515,1.0,36232.58897648567,False,0.09514652689213729,0.5,324473,0.0,0.125,14,0,0,0,1,109.2099537037037,3,3,6,54.0,0.0,3,0,6,680,0.5159764550626278,155.5330267669633
114,6,0,0,0,10.0,20,10.0,18.413668839915786,0,,19.421063640489212,0,,35.999999999999986,8,36.0,0,6.590000000000002,20462,1122,0,0.0,11220.0,False,-0.34068379526603276,0,3.710000000000001,55352,35,57,1.0,1399.5791238752,False,0.41745371135792025,0,0.2,72809,127,348,1.0,9097.06608955955,False,0.1203280720181288,0,11.450000000000001,-51940.77777777778,934,0,0.0,17198.366696481346,True,-1.6276932964928834,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83441,901,517,1.0,36110.37834008077,False,0.09760021163435449,0.5,324561,0.0,0.125,14,0,0,2,0,0.0,2,4,3,72.0,6.0,4,2,3,488,0.714873906224966,156.24790067318827
115,3,0,0,0,10.0,20,10.0,18.764821657540757,38,20.157894736842106,19.960198150480302,12,26.666666666666668,35.999999999999986,13,36.0,5,6.6400000000000015,20302,1133,0,0.0,11330.0,False,-0.34333906534493225,0,3.710000000000001,55983,34,34,1.0,978.0039363563858,False,0.4280801630633773,0,0.2,72363,155,346,1.0,9814.775916985001,False,0.1190659960099712,0,11.450000000000001,-51940.77777777778,934,0,0.0,17526.343428143067,True,-1.6253183400730822,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83589,903,514,1.0,36528.0589298837,False,0.10145915438290762,0.5,324734,0.0,0.125,24,0,0,2,1,1.0,1,3,7,24.0,0.0,3,0,7,1709,0.8345921756699681,157.08249284885824
116,7,0,0,0,10.0,20,10.0,19.27071504561159,15,25.0,19.960198150480302,0,,35.999999999999986,2,36.0,0,6.635000000000002,20212,1142,0,0.0,11420.0,False,-0.34447703823588915,0,3.710000000000001,56248,35,29,1.0,908.8507363227361,False,0.43390717601055456,0,0.2,71988,160,356,1.0,10189.144948868841,False,0.11634596408976841,0,11.450000000000001,-51940.77777777778,934,0,0.0,17998.847852601222,True,-1.6218968247400711,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83661,893,522,1.0,36616.4569483789,False,0.10271575384920088,0.5,324606,0.0,0.125,15,0,0,3,0,0.0,3,6,5,108.0,3.0,6,1,5,647,0.7265416299924254,157.80903447885066
117,5,0,0,0,10.0,20,10.0,19.27071504561159,0,,22.16610835247396,17,41.0,35.999999999999986,9,36.0,0,6.635000000000002,20082,1155,0,0.0,11550.0,False,-0.3461207768561602,0,3.7100000000000004,56178,32,39,1.0,1071.557886778852,False,0.4341942884733317,0,0.2,72685,150,349,1.0,10626.579071855149,False,0.12960780801934238,0,11.450000000000001,-51940.77777777778,934,0,0.0,17998.847852601222,True,-1.6218968247400711,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,83288,900,523,1.0,38777.497517226555,False,0.1103670205644286,0.5,324730,0.0,0.125,17,0,0,3,0,0.0,1,4,7,57.0,3.0,4,1,7,1221,0.6532373344525695,158.46227181330323
118,7,0,0,0,10.0,20,10.0,18.218096089604586,19,9.0,23.88539881067623,34,31.264705882352942,35.999999999999986,0,,14,6.775000000000001,19802,1165,0,0.0,11650.0,False,-0.3519370827432733,0,3.710000000000001,56123,32,44,1.0,1121.5962279426017,False,0.4334361246705265,0,0.2,73577,159,325,1.0,10659.431891716904,False,0.14276406531388508,0,11.450000000000001,-51940.77777777778,934,0,0.0,17015.701747690684,True,-1.6290160162193867,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,82225,924,533,1.0,41258.108501064824,False,0.11228443782950775,0.5,324224,0.0,0.125,13,0,0,2,2,2.0,1,3,4,39.0,12.0,3,4,4,1308,0.6732440842315555,159.1355158975348
119,4,0,0,0,10.0,20,10.0,18.218096089604586,0,,23.88539881067623,0,,35.999999999999986,12,36.0,0,6.761,19722,1173,0,0.0,11730.0,False,-0.35294861420190166,0,3.710000000000001,56003,34,54,1.0,1323.7771888386476,False,0.43295793532316723,0,0.2,73577,149,335,1.0,10716.10491892762,False,0.14317444799292983,0,11.450000000000001,-51940.77777777778,934,0,0.0,17015.701747690684,True,-1.6290160162193867,0,0.2,92497,0,1,0.0,35.999999999999986,False,0.00047582485319721857,0,0.29000000000000004,82657,914,531,1.0,40947.25451295807,False,0.11527535396480007,0.5,324456,0.0,0.125,16,0,0,1,0,0.0,1,2,6,36.0,6.0,2,2,6,632,0.48524736147373915,159.62076325900853
120,6,0,0,0,10.0,20,10.0,18.40979283698684,22,19.863636363636363,23.193012289658775,11,13.0,35.99999999999999,10,36.0,5,6.811000000000002,19542,1186,0,0.0,11860.0,False,-0.3558567671454582,0,3.710000000000001,56325,31,47,1.0,1175.2602633383813,False,0.43922289428659694,0,0.2,73283,161,334,1.0,10710.442751500912,False,0.1388756010333307,0,11.450000000000001,-51940.77777777778,934,0,0.0,17194.746509745706,True,-1.627719511113918,0,0.2,92497,0,1,0.0,35.99999999999999,False,0.00047582485319721857,0,0.29000000000000004,82874,915,531,1.0,40337.60624503778,False,0.11432560610914654,0.5,324521,0.0,0.125,19,0,0,2,1,1.0,2,4,7,72.0,6.0,4,2,7,1095,0.5926689421758056,160.21343220118433
121,7,0,0,0,10.0,20,10.0,18.14088750942781,5,9.0,22.745153010775358,9,15.0,36.0,9,36.0,5,6.856000000000001,19372,1198,0,0.0,11980.0,False,-0.35863847865668624,0,3.7100000000000004,56245,29,57,1.0,1324.030588037385,False,0.43908090466363264,0,0.2,73373,156,335,1.0,10449.604710080483,False,0.13829023382004435,0,11.450000000000001,-51940.77777777778,934,0,0.0,16943.588933805575,True,-1.6295382020141491,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,83063,914,532,1.0,39941.069851848675,False,0.11422537796632823,0.5,324550,0.0,0.125,13,0,0,2,1,1.0,1,3,6,39.0,12.0,3,4,6,659,0.5724085438996553,160.785840745084
122,6,0,0,0,10.0,20,10.0,18.18447658467828,17,18.58823529411765,22.745153010775358,0,,36.0,9,36.0,5,6.901000000000001,19187,1211,0,0.0,12110.0,False,-0.3616730730325713,0,3.710000000000001,56451,26,55,1.0,1260.1462121573054,False,0.44348252847659947,0,0.2,73057,163,345,1.0,10811.147472020057,False,0.1363317895409062,0,11.450000000000001,-51940.77777777778,934,0,0.0,16984.301130089512,True,-1.6292433954544314,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,83387,904,533,1.0,39749.61832174093,False,0.11669398147387257,0.5,324579,0.0,0.125,20,0,0,2,1,1.0,2,4,6,72.0,6.0,4,2,6,800,0.5469631245359778,161.33280386961997
123,6,0,0,0,10.000000000000002,20,10.0,17.90104266631276,5,9.0,22.492339430005273,5,15.0,36.0,7,36.0,5,6.946000000000001,19037,1221,0,0.0,12210.000000000002,False,-0.36420190167914224,0,3.710000000000001,56351,26,65,1.0,1423.5677733103296,False,0.44302002545658425,0,0.2,73087,158,350,1.0,10700.68354177926,False,0.1359663683889648,0,11.450000000000001,-51940.77777777778,934,0,0.0,16719.57385033612,True,-1.631160347761875,0,0.2,92497,0,1,0.0,36.0,False,0.00047582485319721857,0,0.29000000000000004,83564,899,536,1.0,39516.61314757474,False,0.11734821266978154,0.5,324536,0.0,0.125,13,0,0,1,1,1.0,1,2,2,36.0,12.0,2,4,2,527,0.43009266909211874,161.76289653871208
