index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
58,8,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,20,29.0,0,0.2,10886,13,418,1.0,7664.293384568811,False,0.0762025952240717,0,0.30800000000000005,11266,7,387,1.0,7045.529999588828,False,0.08136626204989862,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,13,2.4720000000000004,27268,0,0,0.0,0.0,False,0.0007707270525195434,7,5.310000000000001,15826,488,0,0.0,5380.841105118593,False,-0.32042351258636564,0.3333333333333333,84989,0.0,0.125,6,0,0,0,6,6.0,0,0,7,0.0,24.0,0,8,7,200,0.3454077339847572,52.538201630697586
59,7,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,10746,17,428,1.0,7884.539637788161,False,0.07401797447309749,0,0.30800000000000005,11206,3,397,1.0,7185.776252808178,False,0.0821064731210945,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,2.569000000000001,27157,0,0,0.0,0.0,False,-0.0033031159393694717,9,5.393000000000001,15745,488,0,0.0,5380.841105118593,False,-0.32339631693179816,0.3333333333333333,84597,0.0,0.125,6,0,0,0,6,6.0,0,0,6,0.0,21.0,0,7,6,200,0.31823276600334793,52.856434396700934
60,6,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,20,29.0,0,0.2,10626,19,438,1.0,8084.78589100751,False,0.07256456167766556,0,0.30800000000000005,11126,1,407,1.0,7346.022506027527,False,0.08211547623674781,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,2.6680000000000006,27077,0,0,0.0,0.0,False,-0.0062392189965867805,9,5.474000000000002,15660,488,0,0.0,5380.841105118593,False,-0.3265159264300916,0.3333333333333333,84232,0.0,0.125,6,0,0,0,5,5.0,0,0,5,0.0,18.0,0,6,5,200,0.2928511429927312,53.149285539693665
61,5,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,10506,21,448,1.0,8285.03214422686,False,0.0711111488822339,0,0.30800000000000005,11046,0,416,0.9,7498.244133924942,False,0.08183109585861881,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,10,2.7570000000000006,26972,0,0,0.0,0.0,False,-0.010092854259184497,10,5.565000000000001,15554,488,0,0.0,5380.841105118593,False,-0.3304062629809045,0.31666666666666665,83821,0.0,0.125,6,0,0,0,6,6.0,0,0,4,0.0,15.0,0,5,4,200,0.2668953960528597,53.416180935746524
62,4,0,0,0,10.000000000000002,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,20,29.0,0,0.2,10406,21,458,1.0,8465.278397446209,False,0.07038894404234451,0,0.30800000000000005,10946,0,426,1.0,7678.490387144291,False,0.08110889101872956,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,11,2.8570000000000007,26850,0,0,0.0,0.0,False,-0.014570411421440893,9,5.645000000000001,15464,488,0,0.0,5380.841105118593,False,-0.33370937892027397,0.3333333333333333,83409,0.0,0.125,6,0,0,0,6,6.0,0,0,3,0.0,12.0,0,4,3,200,0.23289810202550143,53.649079037772026
63,3,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.000000000000004,20,29.0,0,0.2,10296,22,468,1.0,8655.524650665559,False,0.06930113522468413,0,0.30800000000000005,10856,0,435,0.9,7840.712015041706,False,0.08045890666282929,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,12,2.966000000000001,26710,0,0,0.0,0.0,False,-0.019708591771571183,8,5.716000000000001,15395,488,0,0.0,5380.841105118593,False,-0.3362417678071239,0.31666666666666665,83000,0.0,0.125,6,0,0,0,5,5.0,0,0,2,0.0,9.0,0,3,2,200,0.19685093802399933,53.845929975796025
64,2,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,8,29.0,0,0.2,10186,23,478,1.0,8845.770903884908,False,0.06821332640702348,0,0.30800000000000005,10766,0,444,0.9,8002.933642939121,False,0.07980892230692888,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,2,2.9740000000000006,26698,0,0,0.0,0.0,False,-0.020149007230153778,6,5.768000000000001,15347,488,0,0.0,5380.841105118593,False,-0.3380034296414543,0.31666666666666665,82740,0.0,0.125,6,0,0,0,3,3.0,0,0,0,0.0,6.0,0,2,0,200,0.09786127699771896,53.943791252793744
65,0,0,0,0,10.0,20,10.0,18.024625321934955,0,,11.026313739997118,0,,29.0,13,29.0,0,0.2,10096,22,488,1.0,9016.017157104257,False,0.06785672554490564,0,0.30800000000000005,10656,1,454,1.0,8193.17989615847,False,0.0787211134892685,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.6720000000000015,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,2.9720000000000004,26698,0,0,0.0,0.0,False,-0.020149007230153778,13,5.892000000000002,15182,488,0,0.0,5380.841105118593,False,-0.344059142196965,0.3333333333333333,82375,0.0,0.125,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.09828994900453836,54.04208120179828
66,0,0,0,0,10.0,16,10.0,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,10,29.0,0,0.2,10026,19,498,1.0,9166.263410323609,False,0.06823133263833024,0,0.30800000000000005,10566,0,464,1.0,8363.42614937782,False,0.0783645126271504,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,1,2.982000000000001,26692,0,0,0.0,0.0,False,-0.020369214959445076,9,5.969000000000002,15093,488,0,0.0,5380.841105118593,False,-0.3473255568481192,0.3333333333333333,82120,0.0,0.125,5,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,160,0.091637676989194,54.13371887878748
67,0,0,0,0,10.0,0,,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,9,29.0,0,0.2,10026,9,508,1.0,9246.509663542958,False,0.07116516757615378,0,0.30800000000000005,10566,0,464,0.0,8363.42614937782,False,0.0783645126271504,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,2.9810000000000008,26692,0,0,0.0,0.0,False,-0.020369214959445076,9,6.050000000000002,15003,488,0,0.0,5380.841105118593,False,-0.3506286727874887,0.16666666666666666,82030,0.0,0.125,0,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,0,0.08684378303587437,54.22056266182335
68,0,0,0,0,10.0,0,,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,10,29.0,0,0.2,10026,0,517,0.9,9318.731291440372,False,0.073805619020195,0,0.30800000000000005,10566,0,464,0.0,8363.42614937782,False,0.0783645126271504,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,2.9810000000000008,26692,0,0,0.0,0.0,False,-0.020369214959445076,10,6.141000000000002,14899,488,0,0.0,5380.841105118593,False,-0.3544456067618712,0.15,81926,0.0,0.125,0,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,0,0.08621529798256233,54.30677795980591
69,0,0,0,0,10.0,0,,18.024625321934955,0,,11.026313739997118,0,,28.999999999999996,5,29.0,0,0.2,10026,0,517,0.0,9318.731291440372,False,0.073805619020195,0,0.30800000000000005,10566,0,464,0.0,8363.42614937782,False,0.0783645126271504,0,0.2,19743,0,0,0.0,0.0,False,0.008994736035161242,0,5.672000000000001,-16002.277777777777,359,0,0.0,6470.840490574649,True,-1.6524688267230772,0,2.9810000000000008,26692,0,0,0.0,0.0,False,-0.020369214959445076,5,6.181000000000002,14861,488,0,0.0,5380.841105118593,False,-0.3558402557140494,0.0,81888,0.0,0.125,0,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,0,0.08504650404211134,54.391824463848025
