index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
99,13,0,0,0,10.0,20,10.0,13.546705515146229,5,2.0,34.59143374431669,15,21.533333333333335,36.00000000000001,20,36.0,0,1.5770000000000004,57496,0,33,0.6,447.04128199982557,False,0.20787512327878283,5,5.812,25323,1022,0,0.0,10220.0,False,-0.3631398317498849,0,1.0730000000000004,64570,733,143,1.0,14876.310168039472,False,0.098405282182219,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,8.462000000000002,68196,499,0,0.0,17261.125438414027,False,-0.19236202134867794,11,9.418000000000001,63639,443,0,0.0,15324.005148732293,False,-0.2504493816098172,0.26666666666666666,345102,0.0,0.0,11,0,0,4,12,12.0,5,9,12,118.0,25.0,9,4,12,523,0.8539617154747248,260.20290218200535
100,12,0,0,0,10.0,20,10.0,14.270577256670974,34,17.5,35.13365423640629,4,46.0,36.0,20,36.0,0,1.5770000000000002,57986,0,12,0.8,171.24692708005168,False,0.21524344920144028,5,5.857,25118,1034,0,0.0,10340.0,False,-0.36617419327836603,0,1.0730000000000002,64159,757,149,1.0,16037.741464524464,False,0.10099410791009711,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,8.553,68063,499,0,0.0,17531.693463966738,False,-0.19233801070188308,10,9.507,63312,447,0,0.0,15704.74344367361,False,-0.25188571120276676,0.3,344516,0.0,0.0,14,0,0,3,11,11.0,2,5,13,46.0,31.0,5,7,13,954,0.7877206765115261,260.9906228585169
101,13,0,0,0,10.0,20,10.0,13.644281748367968,15,6.666666666666667,34.274239020365776,4,18.0,36.0,20,36.0,0,1.5770000000000004,57881,5,17,1.0,281.9527897222555,False,0.21420450330350163,10,5.951999999999999,24883,1039,0,0.0,10390.0,False,-0.370568785836856,0,1.0730000000000004,64131,762,155,1.0,15709.449740413085,False,0.09806313391714906,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,8.643,67925,499,0,0.0,17102.84527116252,False,-0.19604286322647824,10,9.597000000000001,63102,451,0,0.0,15457.681798184965,False,-0.25539194849837077,0.3333333333333333,343800,0.0,0.0,11,0,0,3,12,12.0,5,8,16,113.0,39.0,8,5,16,317,1.0413776896893978,262.03200054820627
102,16,0,0,0,10.0,20,10.0,13.573669570586222,1,2.0,32.47256663788357,7,14.0,36.0,20,36.0,0,1.5770000000000002,57761,7,27,1.0,436.489078405828,False,0.21331026951832988,1,5.952000000000001,24783,1047,0,0.0,10470.0,False,-0.37182438371071025,0,1.0730000000000004,64227,753,158,1.0,15351.638715437028,False,0.09679850142194603,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,8.743,67662,506,0,0.0,16431.118718769085,False,-0.20233840358071442,9,9.677000000000001,62989,451,0,0.0,14645.127553685488,False,-0.26085084071650205,0.3333333333333333,343300,0.0,0.0,12,0,0,10,11,11.0,3,13,18,150.0,15.0,13,3,18,298,1.1950649907812476,263.2270655389875
103,18,0,0,0,10.0,20,10.0,14.204574687545005,36,16.805555555555557,34.65696533532754,20,42.4,36.0,20,36.0,0,1.5770000000000004,58241,7,12,1.0,240.45489625054006,False,0.2213038849898562,11,6.061000000000002,24429,1057,0,0.0,10570.0,False,-0.3781860796049052,0,1.0730000000000004,64470,779,148,1.0,16194.594551226035,False,0.1069343819212749,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,8.832,66884,522,0,0.0,18090.935905040977,False,-0.2017927153480107,10,9.768,62640,455,0,0.0,15768.919227574032,False,-0.2586127767276004,0.3333333333333333,342542,0.0,0.0,16,0,0,9,16,16.0,4,13,15,151.0,43.0,13,5,15,1628,1.2019064035266638,264.4289719425142
104,15,0,0,0,10.0,20,10.0,13.67020160510206,7,1.0,35.41883777564422,4,51.0,36.0,20,36.0,0,1.5770000000000002,58121,9,22,1.0,390.7444353122453,False,0.2203652161230511,7,6.120000000000001,24194,1065,0,0.0,10650.0,False,-0.3822667726949316,0,1.0730000000000002,64667,776,154,1.0,16062.577463008409,False,0.1089325126455482,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,13,8.952000000000002,66678,522,0,0.0,18488.633318886285,False,-0.20186789319902088,7,9.828000000000001,62352,459,0,0.0,16257.246539020698,False,-0.2590736055767637,0.3333333333333333,341890,0.0,0.0,11,0,0,6,13,13.0,4,10,12,112.0,35.0,10,5,12,404,1.0381853403523564,265.46715728286654
105,12,0,0,0,10.0,20,10.0,15.073902778849195,20,26.0,35.575796730488655,5,38.0,36.0,20,36.0,0,1.5770000000000004,58511,12,12,1.0,300.8868333461903,False,0.22758639385328536,0,6.113,24124,1072,0,0.0,10720.0,False,-0.38299920478801325,0,1.0730000000000004,64337,786,159,1.0,17504.639264323163,False,0.11489725936454663,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,9.029000000000002,66370,527,0,0.0,18748.444876967522,False,-0.20374010577152418,11,9.931000000000001,62191,459,0,0.0,16329.290699294292,False,-0.26038743390646885,0.3333333333333333,341411,0.0,0.0,12,0,0,4,11,11.0,5,9,10,96.0,9.0,9,3,10,910,0.9059113999828696,266.3730686828494
106,10,0,0,0,10.0,20,10.0,15.096258890835953,36,15.194444444444445,34.77987738937229,5,23.0,36.0,20,36.0,14,1.717,58548,13,10,1.0,280.9625889083595,False,0.22815220555087634,10,6.213,23829,1081,0,0.0,10810.0,False,-0.38823086259573936,0,1.0730000000000004,63905,812,164,1.0,17962.062111215848,False,0.11179631550571137,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,9.120000000000001,66230,527,0,0.0,18328.995384199196,False,-0.2074165814233945,10,10.020000000000001,61945,464,0,0.0,16137.863108668742,False,-0.26397969456678716,0.3333333333333333,340335,0.0,0.0,13,0,0,5,16,15.2,4,9,10,92.0,10.0,9,1,10,315,0.9053180953487754,267.2783867781982
107,10,0,0,0,10.0,20,10.0,14.55016362471626,8,2.625,34.991444915297635,5,38.0,36.0,20,36.0,0,1.7030000000000003,58478,10,20,1.0,391.0032724943252,False,0.2278387317676132,8,6.2829999999999995,23532,1094,0,0.0,10940.0,False,-0.39308584104130917,0,1.0730000000000004,64074,810,169,1.0,17699.186726705473,False,0.11236928723633985,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,9.200000000000003,65918,532,0,0.0,18615.448694938343,False,-0.20919080843659224,11,10.12,61785,464,0,0.0,16236.030440698103,False,-0.2651457007059232,0.3333333333333333,339665,0.0,0.0,13,0,0,6,13,13.0,1,7,12,96.0,18.0,7,3,12,390,0.9628006322309375,268.2411874104291
108,12,0,0,0,10.0,20,10.0,14.55016362471626,0,,33.31894848701991,8,19.0,35.99999999999999,20,36.0,0,1.7030000000000003,58368,11,30,1.0,546.5049087414878,False,0.2271638650309869,0,6.275,23442,1103,0,0.0,11030.0,False,-0.3940275394466999,0,1.0730000000000002,64226,800,171,1.0,17337.671091053413,False,0.11193061832491878,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,7,9.261000000000001,65836,532,0,0.0,17725.680595094593,False,-0.2147296683569272,13,10.238999999999999,61416,472,0,0.0,15726.543685873397,False,-0.2717027927155144,0.3333333333333333,339166,0.0,0.0,14,0,0,4,11,11.0,4,8,13,106.0,37.0,8,4,13,352,0.9760622046887875,269.2172496151179
109,13,0,0,0,10.0,20,10.0,14.415883051022664,5,10.0,33.341033291649794,19,33.421052631578945,35.99999999999999,20,36.0,0,1.7030000000000003,58298,13,35,1.0,634.5559067857932,False,0.22662030622761686,0,6.275,23362,1111,0,0.0,11110.0,False,-0.39486460469593604,0,1.0730000000000004,64811,795,162,1.0,16861.874418810286,False,0.11722527280694892,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,9.364000000000003,65673,532,0,0.0,17737.42971115769,False,-0.21638144698471648,9,10.316,60662,491,0,0.0,16370.447346200048,False,-0.27624469200420465,0.3333333333333333,338684,0.0,0.0,14,0,0,5,12,12.0,3,8,11,77.0,31.0,8,5,11,885,0.8337898859754205,270.0510395010933
110,11,0,0,0,10.0,20,10.0,13.651756880115387,10,2.0,37.235923468486575,30,47.5,35.99999999999999,20,36.0,0,1.7030000000000003,58158,17,45,1.0,784.3290596051925,False,0.22525770162396094,10,6.375,23082,1117,0,0.0,11170.0,False,-0.40009626250366215,0,1.0730000000000004,66216,795,142,1.0,16140.647852216825,False,0.13315624458270525,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,9.443000000000001,65555,532,0,0.0,19809.511285234857,False,-0.20673055829048698,11,10.417000000000002,59080,521,0,0.0,19399.916127081506,False,-0.27695182061980816,0.3333333333333333,337969,0.0,0.0,11,0,0,5,12,12.0,3,8,9,94.0,36.0,8,3,9,1625,0.86277970764786,270.9138192087412
111,9,0,0,0,10.0,20,10.0,14.956916612098992,20,24.5,37.235923468486575,0,,35.99999999999999,20,36.0,0,1.7030000000000003,58516,18,37,1.0,733.4059146476627,False,0.23221661066680266,2,6.385000000000002,22970,1126,0,0.0,11260.0,False,-0.4014983467961328,0,1.0730000000000004,65726,805,152,1.0,17700.178239949648,False,0.1375762942168621,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,9.524000000000003,65435,532,0,0.0,19809.511285234857,False,-0.2079920563193963,11,10.516,58927,521,0,0.0,19399.916127081506,False,-0.27856023060666757,0.3333333333333333,337452,0.0,0.0,13,0,0,2,11,11.0,3,5,11,68.0,22.0,5,4,11,668,0.7707113958895206,271.6845306046307
112,11,0,0,0,10.0,20,10.0,14.773331623218386,20,13.4,37.235923468486575,0,,35.99999999999999,20,36.0,0,1.7030000000000003,58628,22,33,1.0,707.5199435662067,False,0.23428954027922622,6,6.4430000000000005,22789,1132,0,0.0,11320.0,False,-0.40465826811199934,0,1.0730000000000002,65458,815,162,1.0,18072.484874817812,False,0.13632781300866273,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,9.635000000000002,65249,532,0,0.0,19809.511285234857,False,-0.20994737826420576,8,10.585,58828,521,0,0.0,19399.916127081506,False,-0.27960096648051774,0.3333333333333333,336830,0.0,0.0,12,0,0,3,13,13.0,5,8,10,111.0,13.0,8,3,10,452,0.8863821886479855,272.5709127932787
113,10,0,0,0,10.0,20,10.0,14.198367938874062,19,9.578947368421053,37.27295982905538,5,38.0,36.0,20,36.0,0,1.7030000000000003,58700,17,34,1.0,652.7445099217182,False,0.23522312507765575,10,6.537000000000001,22479,1147,0,0.0,11470.0,False,-0.4095760264512619,0,1.0730000000000004,65466,824,167,1.0,17924.039473084475,False,0.13531765847342367,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,9.723,64916,537,0,0.0,20015.57942820274,False,-0.2123648913103667,10,10.677000000000001,58684,521,0,0.0,19419.212070937854,False,-0.28101333996878924,0.3333333333333333,336123,0.0,0.0,13,0,0,4,13,13.0,2,6,14,62.0,22.0,6,4,14,512,0.764526647515595,273.3354394407943
114,14,0,0,0,10.0,20,10.0,13.978697277608301,3,2.6666666666666665,37.31011551728918,5,38.0,36.0,20,36.0,0,1.7030000000000003,58580,19,44,1.0,805.0626802147652,False,0.23430568241969155,3,6.557,22339,1155,0,0.0,11550.0,False,-0.4116686895743523,0,1.0730000000000004,65648,817,172,1.0,17837.93554477972,False,0.13743715808212492,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,9.803000000000003,64611,542,0,0.0,20222.082610370733,False,-0.21448576814522607,11,10.777,58523,521,0,0.0,19438.570184507662,False,-0.282604098898777,0.3333333333333333,335579,0.0,0.0,12,0,0,5,13,13.0,3,8,14,105.0,40.0,8,6,14,390,0.9444746654480696,274.27991410624236
115,14,0,0,0,10.0,20,10.0,13.198518053924358,13,4.6923076923076925,37.30196494746774,9,37.22222222222222,36.0,20,36.0,0,1.7030000000000003,58535,18,49,1.0,826.7273846422936,False,0.23359066865444159,8,6.634,22059,1166,0,0.0,11660.0,False,-0.4163771816013058,0,1.0730000000000004,65922,820,173,1.0,17276.02474012989,False,0.13733106106235707,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,9.884000000000002,64492,542,0,0.0,20217.665001527515,False,-0.21575997371076203,11,10.875999999999998,58020,530,0,0.0,19770.0414221579,False,-0.2861495851660557,0.3333333333333333,334906,0.0,0.0,13,0,0,6,14,14.0,3,9,11,104.0,25.0,9,5,11,580,0.9603614211082458,275.2402755273506
116,11,0,0,0,10.0,20,10.0,14.637755030043715,15,28.0,37.44804477951346,5,40.0,36.0,20,36.0,0,1.7030000000000003,58845,19,44,1.0,834.0612213219234,False,0.2401546605838732,0,6.6259999999999994,21969,1175,0,0.0,11750.0,False,-0.41731888000669654,0,1.0730000000000002,65702,825,178,1.0,18741.899870539462,False,0.14515535999618243,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,9.965000000000002,64169,547,0,0.0,20484.080494393864,False,-0.2177551616589022,11,10.975,57855,530,0,0.0,19847.463733142133,False,-0.2874771945695552,0.3333333333333333,334418,0.0,0.0,14,0,0,4,12,12.0,4,8,14,97.0,9.0,8,3,14,820,0.8080822415649891,276.0483577689156
117,14,0,0,0,10.0,20,10.0,14.242065536410815,8,7.375,36.036385570133625,9,23.0,36.0,20,36.0,0,1.7030000000000003,58735,20,54,1.0,969.071538966184,False,0.23926538671332795,8,6.7059999999999995,21750,1184,0,0.0,11840.0,False,-0.4209601138408739,0,1.0730000000000004,65850,823,179,1.0,18171.73295352002,False,0.14306430246594587,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,10.066,64011,547,0,0.0,19711.90290686309,False,-0.22347488616629133,9,11.054000000000002,57529,539,0,0.0,19423.611822302024,False,-0.29313213234006824,0.3333333333333333,333753,0.0,0.0,11,0,0,5,12,12.0,2,7,18,99.0,30.0,7,7,18,407,1.0924395322799683,277.14079730119556
118,18,0,0,0,10.0,20,10.0,14.483326229899433,23,15.869565217391305,36.261842391806894,5,40.0,35.99999999999999,20,36.0,0,1.7030000000000003,59005,19,44,1.0,827.266354115575,False,0.24343182474067276,3,6.728,21577,1195,0,0.0,11950.0,False,-0.4234294563261206,0,1.0730000000000004,65685,836,184,1.0,18780.239728288394,False,0.1451884598768126,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,14,10.195000000000002,63565,552,0,0.0,20016.537000277407,False,-0.22656222338881787,6,11.105000000000002,57463,539,0,0.0,19545.133049183914,False,-0.2931872113052094,0.3333333333333333,333173,0.0,0.0,13,0,0,7,13,13.0,3,10,12,106.0,24.0,10,8,12,760,0.9980613142251968,278.13885861542076
119,12,0,0,0,10.0,20,10.0,14.483326229899433,0,,36.261842391806894,0,,35.99999999999999,20,36.0,0,1.7030000000000003,58895,20,54,1.0,982.0996164145694,False,0.2427499645964778,0,6.725000000000001,21487,1204,0,0.0,12040.0,False,-0.4243711547315113,0,1.0730000000000004,65685,826,194,1.0,18998.02488990747,False,0.14684949654428572,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,8,10.261000000000001,63469,552,0,0.0,20016.537000277407,False,-0.22757142181194534,12,11.219,57275,539,0,0.0,19545.133049183914,False,-0.2951635582171674,0.3333333333333333,332689,0.0,0.0,10,0,0,4,11,11.0,2,6,16,84.0,25.0,6,6,16,200,0.6760742124170065,278.81493282783777
120,16,0,0,0,10.0,20,10.0,14.483326229899433,0,,37.81786722219172,28,42.214285714285715,35.99999999999999,20,36.0,0,1.7030000000000003,58805,19,64,1.0,1116.9328787135637,False,0.24227737076459172,0,6.725000000000001,21377,1215,0,0.0,12150.0,False,-0.4255221194492111,0,1.0730000000000002,66867,816,176,1.0,18474.33883470368,False,0.16088548007614495,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,10.353000000000003,63235,559,0,0.0,21140.187777205174,False,-0.22412516280049846,10,11.307,56046,560,0,0.0,21178.005644427365,False,-0.2995006273617483,0.3333333333333333,332208,0.0,0.0,13,0,0,6,11,11.0,3,9,12,118.0,25.0,9,7,12,1382,0.7046956466510892,279.51962847448885
121,12,0,0,0,10.0,20,10.0,17.36546819084553,48,25.75,37.81786722219172,0,,36.0,20,36.0,0,1.7030000000000003,59943,18,28,1.0,666.2331093436749,False,0.2613760631706324,2,6.745000000000002,21231,1226,0,0.0,12260.0,False,-0.4274264428912234,0,1.0730000000000004,65631,854,186,1.0,21864.23313830974,False,0.1678862145789903,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,10.433000000000002,63119,559,0,0.0,21140.187777205174,False,-0.22534461089511082,11,11.407000000000002,55883,560,0,0.0,21178.005644427365,False,-0.30121416218435015,0.3333333333333333,331685,0.0,0.0,11,0,0,4,10,10.0,2,6,15,73.0,31.0,6,6,15,1428,0.6266994839534163,280.14632795844227
122,15,0,0,0,10.0,20,10.0,17.09727016081353,3,2.0,38.629316352156685,6,51.666666666666664,36.0,20,36.0,0,1.7030000000000003,59853,17,38,1.0,819.6962661109142,False,0.2610983998044502,3,6.773000000000001,21061,1237,0,0.0,12370.0,False,-0.42983300548277736,0,1.0730000000000004,65935,847,190,1.0,21820.95793311883,False,0.17219334268742337,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,9,10.514000000000003,63000,559,0,0.0,21593.787840855588,False,-0.2242113648312452,11,11.506,55406,566,0,0.0,21864.193055320684,False,-0.30262184990633023,0.3333333333333333,331133,0.0,0.0,12,0,0,4,11,11.0,3,7,14,101.0,46.0,7,8,14,510,0.6636561388149858,280.80998409725726
123,14,0,0,0,10.000000000000002,20,10.0,16.99399090859945,4,13.0,39.28651193137155,5,51.4,36.0,20,36.0,0,1.7030000000000003,59793,13,48,1.0,945.7115636127736,False,0.26116133976073297,4,6.8100000000000005,20885,1251,0,0.0,12510.000000000002,False,-0.4320512283932533,0,1.0730000000000004,66140,841,195,1.0,21952.816180749593,False,0.17632606877030366,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,10.615000000000004,62847,559,0,0.0,21961.160169636696,False,-0.22388877703213306,9,11.584999999999999,55034,571,0,0.0,22432.598312813156,False,-0.30354481832949726,0.3333333333333333,330577,0.0,0.0,16,0,0,5,9,9.0,1,6,13,86.0,57.0,6,8,13,457,0.5750394752249122,281.38502357248217
124,13,0,0,0,10.000000000000002,20,10.0,16.12246702714288,12,5.75,39.61872527104081,8,43.25,36.0,20,36.0,0,1.7030000000000003,59748,12,53,1.0,974.4907524385726,False,0.2605207670911834,7,6.876,20635,1262,0,0.0,12620.000000000002,False,-0.4361319214832796,0,1.0730000000000002,66417,843,197,1.0,21396.128582276488,False,0.17630557058953653,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,11,10.714000000000004,62496,564,0,0.0,22344.961052867016,False,-0.22556130852632325,9,11.666,54768,574,0,0.0,22741.148305577426,False,-0.30471932559486237,0.3333333333333333,329942,0.0,0.0,13,0,0,5,11,11.0,2,7,8,89.0,35.0,7,6,8,591,0.3999886102974415,281.7850121827796
125,8,0,0,0,10.000000000000002,20,10.0,15.87573573582364,5,9.0,39.604647329727726,2,39.0,36.0,20,36.0,0,1.7030000000000003,59693,12,58,1.0,1040.7926726777712,False,0.2600635402908568,0,6.869,20535,1272,0,0.0,12720.000000000002,False,-0.4371782530448248,0,1.0730000000000004,66450,838,205,1.0,21422.819249214393,False,0.1770125177266684,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,12,10.823000000000004,62274,565,0,0.0,22376.625741296164,False,-0.227728642621308,8,11.737000000000002,54631,575,0,0.0,22772.672214593444,False,-0.30599383855667045,0.3333333333333333,329461,0.0,0.0,16,0,0,3,10,10.0,0,3,6,42.0,21.0,3,5,6,323,0.27359057404100895,282.0586027568206
126,6,0,0,0,10.0,18,10.0,15.224689096551703,7,3.142857142857143,43.73639337805888,45,51.0,36.0,20,36.0,0,1.7030000000000003,59593,12,68,1.0,1155.2788585655157,False,0.2591687822643193,7,6.939,20315,1280,0,0.0,12800.0,False,-0.4409450466663876,0,1.0730000000000004,68723,835,170,1.0,20147.802269890683,False,0.20196014361464582,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,14,10.951000000000002,62028,565,0,0.0,24711.062258603266,False,-0.2180443508089185,6,11.789000000000003,52275,620,0,0.0,27116.563894396506,False,-0.307928704891477,0.3333333333333333,328812,0.0,0.0,10,0,0,3,13,13.0,0,3,3,38.0,9.0,3,3,3,2475,0.24992736615240574,282.308530122973
127,3,0,0,0,10.0,0,,15.224689096551703,0,,43.73639337805888,0,,36.0,20,36.0,0,1.7030000000000003,59593,2,78,1.0,1207.525749531033,False,0.2597154579744176,0,6.932000000000002,20315,1280,0,0.0,12800.0,False,-0.4409450466663876,0,1.0730000000000004,68723,825,180,1.0,20432.91931270575,False,0.20413471721330867,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,13,11.067000000000002,61806,565,0,0.0,24711.062258603266,False,-0.22037812216240077,7,11.853000000000002,52194,620,0,0.0,27116.563894396506,False,-0.30878021606099076,0.3333333333333333,328509,0.0,0.0,0,0,0,0,12,12.0,0,0,3,0.0,9.0,0,3,3,0,0.1561003467068076,282.46463046967983
128,3,0,0,0,10.0,0,,15.224689096551703,0,,43.76741576290981,2,45.5,36.0,20,36.0,0,1.7030000000000003,59593,0,80,0.2,1217.9751277241362,False,0.25982479311643714,0,6.932000000000002,20315,1280,0,0.0,12800.0,False,-0.4409450466663876,0,1.0730000000000002,68814,815,188,1.0,20636.395777116682,False,0.20707472716198633,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,10,11.154000000000002,61628,566,0,0.0,24772.357321806954,False,-0.2219271625660607,10,11.946000000000003,52004,621,0,0.0,27179.565188766996,False,-0.31044643790398435,0.19999999999999998,328232,0.0,0.0,2,0,0,0,10,10.0,0,0,3,0.0,9.0,0,3,3,91,0.15276510920375586,282.6173955788836
129,3,0,0,0,10.0,0,,15.224689096551703,0,,43.76741576290981,0,,36.0,20,36.0,0,1.7030000000000003,59593,0,80,0.0,1217.9751277241362,False,0.25982479311643714,0,6.932,20315,1280,0,0.0,12800.0,False,-0.4409450466663876,0,1.0730000000000004,68814,805,198,1.0,20921.823043780263,False,0.20925166682261434,0,0.2,65878,0,0,0.0,0.0,False,0.0048965022804582274,7,11.214000000000002,61546,566,0,0.0,24772.357321806954,False,-0.22278918621914875,13,12.066,51784,621,0,0.0,27179.565188766996,False,-0.312759184290318,0.16666666666666666,327930,0.0,0.0,0,0,0,0,12,12.0,0,0,0,0.0,9.0,0,3,0,0,0.14167651627212763,282.7590720951557
