index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,20,0,0,0,10.000000000000002,13,10.0,28.106401207466046,21,32.0,24.601681882196754,86,29.488372093023255,33.99999999999999,20,34.0,0,0.2,38428,0,2,0.0,56.21280241493209,False,0.004600480700299476,11,0.31900000000000006,40014,10,10,1.0,381.06401207466047,False,0.05027513077422484,10,0.36300000000000004,45989,6,10,1.0,414.6552260667638,False,0.0010472309316413146,61,1.6650000000000003,41546.0,66,0,0.0,1855.0224796927591,False,-0.07962400884444867,0,0.272,64992,32,13,1.0,1229.253820230296,False,0.009814325449293372,8,0.6580000000000001,63065,51,10,1.0,1594.6857759920345,False,-0.017033617756221902,0.6666666666666666,294034,0.0,0.0,14,0,0,20,9,7.833333333333334,12,32,19,144.0,95.0,8,12,19,1014,1.3719960969756357,25.87732283998048
11,19,0,0,0,10.0,11,10.0,28.462131148840882,11,31.90909090909091,24.759270958112403,44,25.363636363636363,33.99999999999999,20,34.0,0,0.2,38459,0,1,0.0,28.462131148840882,False,0.005047833478955649,0,0.30800000000000005,40224,11,10,1.0,394.6213114884088,False,0.05593810490449864,10,0.45300000000000007,46104,6,10,1.0,418.36549647416933,False,0.00357941293744228,24,1.8440000000000003,40828.0,67,0,0.0,1906.962786972339,False,-0.09461988832698781,0,0.272,64250,66,12,1.0,2042.1118832354186,False,0.004649231812367636,0,0.6500000000000001,63371,41,11,1.0,1389.1301092826084,False,-0.013905631075723781,0.6666666666666666,293236,0.0,0.0,21,0,0,19,6,5.5,13,32,22,150.0,88.0,10,9,22,1331,1.5746839049970731,27.452006744977552
12,22,0,0,0,10.0,7,10.0,28.50920314780573,2,31.0,24.82842456592937,83,24.987951807228917,34.0,20,34.0,0,0.2,38459,0,1,0.0,28.50920314780573,False,0.005048448316977697,0,0.30800000000000005,40216,8,18,1.0,593.1656566605031,False,0.058322435431824825,0,0.44300000000000006,46294,0,11,0.6,273.1126702252231,False,0.006122829485841448,78,2.6000000000000005,39174.0,69,0,0.0,1967.1350171985955,False,-0.12980914647223502,0,0.272,64354,68,14,1.0,2164.3328704831974,False,0.007190605292394793,1,0.6600000000000001,61832,102,10,1.0,2872.4993057247957,False,-0.026177874788554604,0.6,290329,0.0,0.0,14,0,0,21,4,3.25,14,35,14,204.0,57.0,13,9,14,866,1.5536829340271652,29.005689679004718
13,14,0,0,0,10.0,12,10.0,28.50920314780573,0,,24.793213834429356,74,24.675675675675677,34.0,20,34.0,0,0.2,38459,0,1,0.0,28.50920314780573,False,0.005048448316977697,0,0.30800000000000005,40096,10,28,1.0,898.2576881385605,False,0.05917264482939605,0,0.44300000000000006,46320,0,9,0.0,223.1389245098642,False,0.006144783354748515,72,3.2420000000000004,38226.0,69,0,0.0,1967.1350171985955,False,-0.15035174853516298,0,0.272,64644,64,13,1.0,2028.7656854034788,False,0.010610950494878224,0,0.659,60396,160,11,1.0,4340.914213508697,False,-0.03697983489426725,0.5,288141,0.0,0.0,19,0,0,23,2,2.0,7,30,17,96.0,36.0,7,7,17,826,1.1256842120201327,30.13137389102485
14,17,0,0,0,10.0,8,10.0,26.667823877016826,28,20.285714285714285,24.127225192061605,19,14.0,34.0,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.30800000000000005,40553,8,11,1.0,373.3460626471851,False,0.06425478138253891,0,0.44300000000000006,46243,0,10,0.9,241.27225192061604,False,0.00467270793881224,11,3.280000000000001,37628.0,88,0,0.0,2346.7685011774806,False,-0.15919683950358116,0,0.272,64908,57,14,1.0,1851.2518359475114,False,0.013308284227458535,0,0.659,60546,166,10,1.0,4345.119381882227,False,-0.03463867858607781,0.65,288368,0.0,0.0,19,0,0,22,2,2.0,8,30,22,114.0,56.0,8,9,22,1440,1.2819696179940365,31.413343509018887
15,22,0,0,0,10.0,6,10.0,26.567051973461236,20,26.0,23.80350402769341,32,21.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,9,0.398,40788,4,10,1.0,305.67051973461236,False,0.06950980302683668,2,0.4630000000000001,46089,10,10,1.0,503.7055600115465,False,0.004179006240915552,20,3.469000000000001,37096.0,88,0,0.0,2337.9005736645886,False,-0.17082104778468632,0,0.272,64542,79,15,1.0,2390.4768181877794,False,0.011824691916050527,1,0.669,60879,156,10,1.0,4053.346628320172,False,-0.03175863389985862,0.6666666666666666,287884,0.0,0.0,15,0,0,19,6,5.4,13,32,19,168.0,93.0,11,11,19,1382,1.2874771929928102,32.7008207020117
16,19,0,0,0,10.0,8,10.0,27.209588496604514,16,32.0,23.365870149134164,13,14.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,6,0.44900000000000007,41070,2,10,1.0,292.09588496604516,False,0.07669926704501095,0,0.4610000000000001,46089,0,20,1.0,467.3174029826833,False,0.003784751267472879,13,3.5790000000000006,36295.0,104,0,0.0,2829.7972036468695,False,-0.18284869112803512,0,0.272,64812,74,15,1.0,2239.074391035928,False,0.014815330319351661,0,0.6680000000000001,61107,154,10,1.0,3938.3440029666613,False,-0.02913432557860928,0.6666666666666666,287863,0.0,0.0,16,0,0,18,4,3.75,13,31,16,165.0,102.0,10,9,16,1016,1.1702681879978627,33.87108889000956
17,16,0,0,0,10.0,11,10.0,27.209588496604514,0,,22.948150874633235,10,12.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.44300000000000006,40960,3,20,1.0,574.1917699320903,False,0.07751034182251948,0,0.4610000000000001,46089,0,20,0.0,458.9630174926647,False,0.0036942339591387653,10,3.6660000000000013,36105.0,104,0,0.0,2829.7972036468695,False,-0.18696587930520422,0,0.272,65066,74,14,1.0,2174.163164722859,False,0.018225331809962057,0,0.6680000000000001,61413,144,11,1.0,3678.5337259471858,False,-0.026423881189896834,0.5,288123,0.0,0.0,18,0,0,17,1,1.0,14,31,15,133.0,99.0,8,8,15,790,1.097122406004928,34.96821129601449
18,15,0,0,0,10.0,11,10.0,27.649451171766135,13,31.76923076923077,23.17084029551989,32,24.875,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.44300000000000006,41263,4,17,1.0,510.0406699200243,False,0.0845877830449324,0,0.4610000000000001,46566,0,8,0.3,185.36672236415913,False,0.011066207878609617,17,3.826000000000001,35346.0,114,0,0.0,3152.0374335813394,False,-0.19992158453691017,0,0.272,65212,75,12,1.0,2145.8130221639917,False,0.020254375334113096,0,0.6680000000000001,61151,155,13,1.0,4033.4802458055833,False,-0.02772491306772785,0.5499999999999999,288028,0.0,0.0,21,0,0,21,4,4.0,7,28,16,129.0,67.0,8,7,16,1773,1.124497327953577,36.092708623968065
19,16,0,0,0,10.0,14,10.0,28.0112216066114,11,32.0,22.650155878196387,15,14.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.44300000000000006,41475,8,16,1.0,528.1795457057824,False,0.09036284673074436,0,0.4610000000000001,46664,0,1,0.0,22.650155878196387,False,0.011426824086397993,8,3.889000000000001,34858.0,125,0,0.0,3501.402700826425,False,-0.20671098746612612,0,0.272,65338,73,15,1.0,2163.461379108336,False,0.022329583178964885,0,0.6680000000000001,61495,152,10,1.0,3782.8236934858505,False,-0.024359127480137886,0.5,288320,0.0,0.0,23,0,0,24,1,1.0,7,31,17,144.0,68.0,8,8,17,1270,1.9896334579680115,38.082342081936076
20,17,0,0,0,10.0,9,10.0,28.30829355027427,28,29.571428571428573,23.16566289924073,75,24.8,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,12,0.5630000000000001,41863,7,10,1.0,353.0829355027427,False,0.09821163708859376,0,0.4610000000000001,46559,0,6,0.5,138.99397739544438,False,0.010412086952797947,75,4.631000000000001,33030.0,148,0,0.0,4189.627445440592,False,-0.23886595902920393,0,0.272,65518,70,17,1.0,2199.596402946851,False,0.02537822963988102,2,0.6880000000000002,60053,210,10,1.0,5204.789208840553,False,-0.035610912828883394,0.5833333333333334,285513,0.0,0.0,16,0,0,22,7,6.4,12,34,23,142.0,48.0,11,6,23,1115,1.6848656900110655,39.76720777194714
21,23,0,0,0,10.0,8,10.0,28.6433860902796,15,31.6,23.039053855879573,42,22.19047619047619,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,5,0.6010000000000001,42126,5,10,1.0,336.43386090279597,False,0.10486460110897063,9,0.5510000000000002,46502,2,10,1.0,287.67731073935494,False,0.010787870663293673,27,4.826000000000001,32105.0,151,0,0.0,4325.151299632219,False,-0.25744180354910057,0,0.272,65852,74,12,1.0,2112.889985335088,False,0.029851852309063464,0,0.6860000000000002,59467,228,15,1.0,5762.904279140543,False,-0.04033535779263543,0.6666666666666666,284542,0.0,0.0,17,0,0,24,7,6.266666666666667,10,34,21,187.0,81.0,11,12,21,1042,1.435520461993292,41.202728233940434
22,21,0,0,0,9.999999999999998,9,10.0,28.878749283506426,10,32.0,22.771515707944427,88,21.886363636363637,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.5960000000000001,42356,4,10,1.0,328.78749283506426,False,0.1107730863745437,5,0.5920000000000001,46677,0,2,0.2,45.543031415888855,False,0.011956564005112762,73,5.529000000000001,29453.0,161,0,0.0,4649.478634644534,False,-0.31139509150294126,3,0.30200000000000005,66047,69,10,1.0,1911.2345838481656,False,0.0313013482110557,0,0.6860000000000002,57901,301,20,1.0,7534.226228091273,False,-0.05080710624997099,0.5333333333333333,280924,0.0,0.0,16,0,0,16,6,4.75,15,31,24,165.0,78.0,10,11,24,1076,1.5257323620026,42.728460595943034
23,24,0,0,0,9.999999999999998,6,10.0,29.18571556456107,14,32.0,22.771515707944427,0,,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,4,0.6360000000000001,42640,0,10,1.0,291.8571556456107,False,0.11770973296297826,0,0.5870000000000002,46293,2,12,1.0,331.62961962445524,False,0.0067351740013050524,0,5.456,29389.0,163,0,0.0,4757.271637023455,False,-0.3116140283758402,0,0.29900000000000004,66319,59,12,1.0,1751.5194267687211,False,0.03425879593936133,0,0.6860000000000002,58309,291,18,1.0,7238.511071011829,False,-0.046803005502533274,0.6666666666666666,281440,0.0,0.0,16,0,0,14,2,2.0,22,36,15,186.0,66.0,12,12,15,1060,1.5729715180350468,44.30143211397808
24,15,0,0,0,9.999999999999998,10,10.0,29.45971602373918,15,31.8,23.39537877999219,18,35.22222222222222,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,5,0.6820000000000002,42892,0,10,1.0,294.5971602373918,False,0.12432859404698786,4,0.6270000000000001,46777,0,2,0.2,46.79075755998438,False,0.014137023896593373,2,5.476000000000002,28876.0,178,0,0.0,5243.829452225574,False,-0.3174587257061457,0,0.29900000000000004,65923,67,15,1.0,2077.4903782594765,False,0.03067224659652663,0,0.6860000000000002,58751,281,15,1.0,7084.101437177806,False,-0.04118809403578784,0.5333333333333333,281709,0.0,0.0,19,0,0,8,3,2.0833333333333335,15,23,14,73.0,33.0,4,11,14,1065,0.985408374981489,45.28684048895957
25,14,0,0,0,9.999999999999998,11,10.0,29.517534827732128,3,32.0,23.11349805866163,10,14.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.6770000000000002,42878,1,17,1.0,511.79809207144615,False,0.12679987058609518,0,0.623,46681,0,5,0.3,115.56749029330815,False,0.01280193605674471,10,5.5740000000000025,28706.0,178,0,0.0,5254.121199336319,False,-0.32103101760275293,0,0.29900000000000004,66089,67,16,1.0,2092.604369930329,False,0.033343628268330594,0,0.6860000000000002,59125,271,14,1.0,6739.757973897302,False,-0.0380815621765973,0.5499999999999999,281969,0.0,0.0,18,0,0,13,1,1.0,19,32,10,132.0,15.0,9,5,10,886,1.0719009230379015,46.35874141199747
26,10,0,0,0,9.999999999999998,11,10.0,29.931420534036842,16,33.0,22.905684482637326,7,14.0,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.6770000000000002,43296,2,11,1.0,349.2456258744053,False,0.13559620723451418,0,0.623,46681,0,5,0.0,114.52842241318663,False,0.01279067806203075,7,5.634000000000001,28059.0,194,0,0.0,5806.6955836031475,False,-0.3290641459694554,0,0.29900000000000004,66225,57,22,1.0,2053.6240155103274,False,0.035136942353355564,2,0.7060000000000002,59489,268,10,1.0,6478.723441346803,False,-0.03448780617412296,0.5,282240,0.0,0.0,15,0,0,4,2,1.6666666666666665,21,25,17,72.0,18.0,4,6,17,1216,1.0633437469950877,47.42208515899256
27,17,0,0,0,9.999999999999998,9,10.0,30.28936975150026,16,33.0,22.607079179482085,14,16.714285714285715,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,5,0.7270000000000001,43609,1,10,1.0,312.8936975150026,False,0.14329798455479362,0,0.623,46231,6,13,1.0,475.62824784226865,False,0.0069518532530365934,12,5.747000000000001,27782.0,194,0,0.0,5876.13773179105,False,-0.33431418770270593,0,0.29900000000000004,66603,61,14,1.0,1855.031829948407,False,0.0394267406759256,0,0.7040000000000002,59557,258,18,1.0,6444.626428306378,False,-0.03370356302000663,0.6666666666666666,282272,0.0,0.0,17,0,0,11,4,3.3125,23,34,13,132.0,24.0,9,8,13,848,1.3761697740410455,48.798254933033604
28,13,0,0,0,9.999999999999998,8,10.0,30.3426218600833,10,31.0,22.785882426788135,8,28.625,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.7220000000000002,43839,0,9,0.9,273.0835967407497,False,0.148786358369132,0,0.623,46421,0,14,0.6,319.0023539750339,False,0.00937204596055127,3,5.765,27418.0,204,0,0.0,6189.894859456994,False,-0.3388023873249437,0,0.29900000000000004,66714,59,14,1.0,1820.3670631804998,False,0.04086846852483866,0,0.7040000000000002,59897,248,18,1.0,6262.898841843457,False,-0.029868869446632546,0.5833333333333334,282779,0.0,0.0,16,0,0,5,1,1.0,26,31,19,96.0,33.0,7,6,19,1260,1.3264095010235906,50.124664434057195
29,19,0,0,0,9.999999999999996,9,10.0,30.3426218600833,0,,23.563536802998257,111,25.26126126126126,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.7220000000000002,43749,0,18,0.9,546.1671934814995,False,0.15000218382290353,2,0.643,46999,0,0,0.0,0.0,False,0.018440669151425847,95,6.7120000000000015,24252.0,204,0,0.0,6189.894859456994,False,-0.4074077440034563,0,0.29900000000000004,66838,60,16,1.0,1957.8122081798952,False,0.04383484591251142,0,0.7040000000000002,57649,338,16,1.0,8508.47543941341,False,-0.04718807862662649,0.48333333333333334,277977,0.0,0.0,16,0,0,8,5,4.125,25,33,17,162.0,45.0,9,10,17,770,1.4113659569993615,51.536030391056556
30,17,0,0,0,9.999999999999996,9,10.0,30.334208177494734,12,30.25,23.477788611849242,78,23.12820512820513,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,0,0.7220000000000002,44022,0,15,0.9,455.013122662421,False,0.15594322260530855,0,0.641,46647,1,10,1.0,265.11209429598716,False,0.013685447844933502,78,7.397000000000001,22063.0,205,0,0.0,6218.51267638642,False,-0.4545320200616883,0,0.29900000000000004,67040,58,17,1.0,1939.7117394872557,False,0.046804720247250596,0,0.7040000000000002,56323,398,15,1.0,9854.159867515998,False,-0.05724145463593413,0.65,274585,0.0,0.0,17,0,0,17,4,4.0,13,30,14,126.0,60.0,7,10,14,1133,1.2745091120013967,52.81053950305795
31,14,0,0,0,9.999999999999996,10,10.0,30.15258149057211,17,28.88235294117647,23.37565027289821,41,22.487804878048784,33.99999999999999,20,34.0,0,0.2,38490,0,0,0.0,0.0,False,0.0054858934169279,2,0.7420000000000002,44362,0,10,1.0,301.5258149057211,False,0.1628203476346097,5,0.6910000000000002,46582,7,10,1.0,444.8245731629869,False,0.014224067924536132,26,7.579000000000002,21274.0,206,0,0.0,6211.431787057855,False,-0.4717059050548469,0,0.29900000000000004,66564,79,18,1.0,2458.6763715589586,False,0.04347208954700663,0,0.7040000000000002,56557,398,14,1.0,9779.508808613487,False,-0.05421424980672711,0.6666666666666666,273829,0.0,0.0,17,0,0,9,7,5.395833333333333,19,28,14,72.0,60.0,4,10,14,780,1.0554084600298665,53.86594796308782
