index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,14.0,0,,25.0,0,,38.0,0,,0,0.2,33575,9,0,0.0,90.0,False,-0.0013366998366255755,0,0.2,33555,1,10,1.0,150.0,False,-0.0010396554284865587,0,0.2,57230,0,0,0.0,0.0,False,0.0,0,0.2,57230,0,0,0.0,0.0,False,0.0,0,0.2,91175,0,0,0.0,0.0,False,0.0,0,0.2,91175,0,0,0.0,0.0,False,0.0,0.16666666666666666,363940,0.0,0.0,11,0,0,0,0,0.0,744,744,114,0.0,0.0,0,0,114,200,2.7301008609938435,2.7301008609938435
1,114,0,0,0,10.0,20,10.0,12.943396226415095,8,7.0,25.0,0,,38.0,0,,8,0.28,33355,23,0,0.0,230.0,False,-0.005792365958710828,0,0.2,33495,0,17,0.7,220.03773584905662,False,-0.0017817059876867462,0,0.2,57174,0,8,0.8,200.0,False,0.0007688275380045431,0,0.2,57230,0,0,0.0,0.0,False,0.0,0,0.2,91175,0,0,0.0,0.0,False,0.0,0,0.2,91175,0,0,0.0,0.0,False,0.0,0.25,363604,0.0,0.0,12,0,0,18,1,1.0,27,45,47,415.0,813.0,23,91,47,200,5.234020555973984,7.964121416967828
2,47,0,0,0,10.0,20,10.0,11.884678747940692,13,8.0,25.0,0,,38.0,0,,13,0.402,33086,35,0,0.0,350.0,False,-0.012000594088816279,0,0.2,33415,0,25,0.8,297.11696869851727,False,-0.0030132634977198406,0,0.2,57110,0,16,0.8,400.0,False,0.001397868250917351,0,0.2,57190,0,5,0.5,125.0,False,0.00039315044557050496,0,0.2,91175,0,0,0.0,0.0,False,0.0,0,0.2,91175,0,0,0.0,0.0,False,0.0,0.35000000000000003,363151,0.0,0.0,8,0,0,20,2,2.0,24,44,43,363.0,174.0,24,23,43,200,2.1368479190277867,10.100969335995615
3,43,0,0,0,10.0,20,10.0,10.904207956340658,15,7.333333333333333,25.0,0,,38.0,20,38.0,10,0.4890000000000001,32911,41,0,0.0,410.0,False,-0.01630773800683202,0,0.2,33310,4,30,1.0,367.12623869021974,False,-0.005092436674733053,0,0.2,57110,0,16,0.0,400.0,False,0.001397868250917351,0,0.2,57080,5,15,1.0,429.5210397817033,False,0.001131583433354002,10,0.30000000000000004,91025,0,0,0.0,0.0,False,-0.0016451878256100905,10,0.30000000000000004,91039,0,0,0.0,0.0,False,-0.001491636961886482,0.3333333333333333,362475,0.0,0.0,12,0,0,16,11,11.0,23,39,35,279.0,180.0,18,25,35,235,2.08902248297818,12.189991818973795
4,35,0,0,0,10.0,20,10.0,10.366934096632585,10,7.0,25.0,0,,38.0,20,38.0,10,0.5790000000000002,32691,51,0,0.0,510.0,False,-0.021357492945195306,0,0.2,33210,4,40,1.0,454.6773638653034,False,-0.006762552148146289,0,0.2,57110,0,16,0.0,400.0,False,0.001397868250917351,0,0.2,57010,5,25,1.0,676.8346704831629,False,0.002069147916155546,9,0.38000000000000006,90902,0,0,0.0,0.0,False,-0.0029942418426103646,11,0.4,90868,0,0,0.0,0.0,False,-0.0033671510830819854,0.3333333333333333,361791,0.0,0.0,10,0,0,13,14,14.0,20,33,25,214.0,135.0,15,20,25,200,1.9790173969813623,14.169009215955157
5,25,0,0,0,10.0,20,10.0,9.863154739472366,15,7.666666666666667,25.566666666666666,15,27.266666666666666,38.0,20,38.0,15,0.7190000000000001,32406,60,0,0.0,600.0,False,-0.02848655874053171,0,0.2,33100,5,50,1.0,543.1577369736183,False,-0.008715910634581632,0,0.2,57414,0,8,0.0,204.53333333333333,False,0.00500203855786598,0,0.2,57000,10,28,1.0,814.4982140613903,False,0.0030971362402707195,11,0.4810000000000001,90640,0,7,0.7,266.0,False,-0.004409103372635043,9,0.47900000000000004,90439,8,0,0.0,204.53333333333333,False,-0.006950735764555385,0.45,360999,0.0,0.0,11,0,0,17,11,11.0,17,34,23,170.0,75.0,15,10,23,609,1.978162051003892,16.14717126695905
6,23,0,0,0,10.0,20,10.0,11.09394784645558,10,20.0,24.009836065573772,7,12.0,38.0,20,38.0,0,0.7040000000000002,32296,71,0,0.0,710.0,False,-0.0301203029852963,0,0.2,33210,4,50,1.0,594.697392322779,False,-0.004682943824108453,0,0.2,57414,0,8,0.0,192.07868852459018,False,0.004893226354399709,0,0.2,56884,10,31,1.0,855.2443964973428,False,0.001426213493773807,1,0.48000000000000004,90899,0,0,0.0,0.0,False,-0.0030271455991225664,12,0.5900000000000001,90165,15,0,0.0,360.1475409836066,False,-0.009102563526275852,0.3333333333333333,360868,0.0,0.0,16,0,0,11,7,6.25,20,31,20,165.0,144.0,10,13,20,636,1.5895466380170546,17.736717904976103
7,20,0,0,0,10.0,20,10.0,11.826879585854693,25,14.0,25.53481717011129,8,36.0,38.0,20,38.0,25,0.9540000000000002,32111,82,0,0.0,820.0,False,-0.03398188029110352,0,0.2,33120,3,60,1.0,739.6127751512815,False,-0.005204028291232985,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,56534,25,41,1.0,1342.5994936209302,False,-0.0004315962465408723,10,0.5790000000000001,90470,0,8,0.8,304.0,False,-0.006065259117082534,10,0.6780000000000002,90033,15,0,0.0,383.0222575516693,False,-0.01042488479543917,0.4666666666666666,359970,0.0,0.0,11,0,0,14,9,9.0,15,29,16,153.0,72.0,11,9,16,488,1.5688316749874502,19.305549579963554
8,16,0,0,0,10.0,20,10.0,11.707949022331432,39,11.435897435897436,25.53481717011129,0,,38.0,20,38.0,39,1.3190000000000002,31488,91,0,0.0,910.0,False,-0.05115104708153869,0,0.2,33010,4,70,1.0,859.5564315632002,False,-0.006690087159316689,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,56088,54,51,1.0,1934.504922881573,False,-0.003053425450973467,3,0.5990000000000002,90749,0,0,0.0,0.0,False,-0.004672333424732657,9,0.758,89910,15,0,0.0,383.0222575516693,False,-0.011773938812439445,0.3333333333333333,358947,0.0,0.0,14,0,0,7,11,10.5,20,27,17,111.0,87.0,7,9,17,466,1.3726396599668078,20.67818923993036
9,17,0,0,0,10.000000000000002,20,10.0,12.338102721854405,60,13.55,23.517358985570617,12,14.0,37.99999999999999,20,38.0,37,1.6500000000000001,30897,101,0,0.0,1010.0000000000002,False,-0.0672211495618595,0,0.2,33305,4,57,1.0,743.2718551457011,False,0.000345638721902679,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55443,104,49,1.0,2435.5132733658183,False,-0.009946590307829593,9,0.6860000000000002,90624,0,0,0.0,0.0,False,-0.006043323279407733,11,0.8590000000000002,89575,27,0,0.0,634.9686926104066,False,-0.014066527597420244,0.3333333333333333,357546,0.0,0.0,14,0,0,11,14,14.0,16,27,18,147.0,39.0,9,8,18,763,1.3921771879540756,22.070366427884437
10,18,0,0,0,10.000000000000002,20,10.0,12.549299893323203,54,13.166666666666666,23.517358985570617,0,,38.0,20,38.0,39,2.003,30165,112,0,0.0,1120.0000000000002,False,-0.08733105599287093,0,0.2,33515,3,52,1.0,682.5635944528066,False,0.0056819188244884,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,54732,148,59,1.0,3244.8205643605006,False,-0.015299488342123857,12,0.7970000000000002,90425,0,0,0.0,0.0,False,-0.008225939128050452,8,0.9280000000000002,89469,27,0,0.0,634.9686926104066,False,-0.015229126994184708,0.3333333333333333,356008,0.0,0.0,11,0,0,13,16,16.0,18,31,24,153.0,66.0,11,7,24,500,1.3585095049929805,23.428875932877418
11,24,0,0,0,10.000000000000002,20,10.0,12.353322587160033,35,11.285714285714286,23.517358985570617,0,,37.99999999999999,20,38.0,35,2.3140000000000005,29560,126,0,0.0,1260.0000000000002,False,-0.10322293182830833,0,0.2,33455,0,61,0.9,753.552677816762,False,0.004953997888263107,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,54337,173,69,1.0,3759.8225775830583,False,-0.017702056809513672,9,0.8750000000000002,90304,0,0,0.0,0.0,False,-0.009553057307375925,11,1.0300000000000002,89294,27,0,0.0,634.9686926104066,False,-0.017148512790729813,0.31666666666666665,354652,0.0,0.0,11,0,0,8,16,16.0,19,27,27,168.0,130.0,11,13,27,200,1.4728980869986117,24.90177401987603
12,27,0,0,0,10.000000000000002,20,10.0,12.242328519753103,27,11.407407407407407,29.422246816965732,53,36.301886792452834,38.00000000000001,20,38.0,10,2.3790000000000004,29360,134,0,0.0,1340.0000000000002,False,-0.1079756423585326,0,0.2,33573,2,54,1.0,681.0857400666675,False,0.007382826972622485,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55953,190,26,1.0,3091.020835994199,False,0.0046917773544837005,5,0.9160000000000001,89949,0,8,0.8,304.00000000000006,False,-0.011779544831368248,15,1.1690000000000003,87383,72,0,0.0,2118.401770821533,False,-0.029973118887734906,0.4666666666666666,353920,0.0,0.0,16,0,0,14,13,13.0,21,35,25,223.0,100.0,14,13,25,2362,1.5241917970124632,26.425965816888493
13,25,0,0,0,10.000000000000002,20,10.0,11.824667437126383,20,7.5,30.179503169744898,10,38.0,38.0,20,38.0,15,2.5190000000000006,29080,142,0,0.0,1420.0000000000002,False,-0.115104708153869,0,0.2,33493,4,59,1.0,737.6553787904566,False,0.005846656450177571,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,56183,200,26,1.0,3149.6005698386443,False,0.009222440763923147,4,0.9510000000000001,90029,0,5,0.5,190.0,False,-0.011527282698108035,8,1.2340000000000002,87089,77,0,0.0,2323.821744070357,False,-0.032071172228843654,0.4166666666666667,353576,0.0,0.0,17,0,0,11,9,8.5,19,30,28,153.0,101.0,11,14,28,886,1.564637444971595,27.990603261860088
14,28,0,0,0,10.000000000000002,20,10.0,11.797586450552748,27,11.592592592592593,30.878094332221888,10,38.0,38.00000000000001,20,38.0,10,2.6040000000000005,28875,151,0,0.0,1510.0000000000002,False,-0.11985741868409328,0,0.2,33621,5,52,1.0,663.4744954287429,False,0.008547074044686548,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,56250,217,26,1.0,3362.9067124077155,False,0.012256742201709872,4,0.9870000000000001,89993,0,5,0.5,190.00000000000003,False,-0.011922127776254456,11,1.336,86726,82,0,0.0,2532.003735242195,False,-0.03491086517552943,0.4166666666666667,353167,0.0,0.0,17,0,0,14,10,10.0,20,34,30,252.0,132.0,14,14,30,1008,1.7520579289994203,29.742661190859508
15,30,0,0,0,10.000000000000002,20,10.0,12.405024170568907,21,18.428571428571427,30.878094332221888,0,,38.00000000000001,20,38.0,5,2.644000000000001,28725,161,0,0.0,1610.0000000000002,False,-0.12282786276548344,0,0.2,33873,5,46,1.0,620.6311118461697,False,0.01539627375384189,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55863,228,36,1.0,3939.956906849699,False,0.010536055450372995,2,1.0030000000000003,90169,0,0,0.0,0.0,False,-0.011033726350425007,13,1.4550000000000003,86498,82,0,0.0,2532.003735242195,False,-0.03741155067045677,0.3333333333333333,352830,0.0,0.0,14,0,0,13,9,8.666666666666666,24,37,24,195.0,123.0,14,16,24,704,1.5445467249955982,31.287207915855106
16,24,0,0,0,10.000000000000002,20,10.0,12.083878966715444,15,7.666666666666667,30.878094332221888,0,,38.00000000000001,20,38.0,10,2.7390000000000008,28510,171,0,0.0,1710.0000000000002,False,-0.1277290954997772,0,0.2,33813,5,51,1.0,666.2778273024876,False,0.014291962383818338,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55748,233,46,1.0,4235.936138526906,False,0.011112494657757297,10,1.1010000000000002,90043,0,0,0.0,0.0,False,-0.012415684123937483,10,1.5420000000000005,86347,82,0,0.0,2532.003735242195,False,-0.039067706414904264,0.3333333333333333,352163,0.0,0.0,12,0,0,10,11,11.0,21,31,23,153.0,130.0,11,13,23,240,1.3981562719563954,32.6853641878115
17,23,0,0,0,10.000000000000002,20,10.0,12.083878966715444,0,,30.878094332221888,0,,38.00000000000001,20,38.0,0,2.7290000000000005,28410,181,0,0.0,1810.0000000000002,False,-0.1292143175404723,0,0.2,33713,5,61,1.0,787.1166169696421,False,0.013116242640273832,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55748,223,56,1.0,4423.878292181969,False,0.012754484467778836,7,1.161,89962,0,0,0.0,0.0,False,-0.013304085549766932,13,1.6620000000000001,86124,82,0,0.0,2532.003735242195,False,-0.041513552315644596,0.3333333333333333,351659,0.0,0.0,12,0,0,14,10,10.0,20,34,21,234.0,60.0,13,10,21,200,1.1971330759697594,33.88249726378126
18,21,0,0,0,10.000000000000002,20,10.0,13.10714687614672,39,18.333333333333332,29.684409644994453,15,21.666666666666668,38.00000000000001,20,38.0,5,2.7790000000000004,28280,189,0,0.0,1890.0000000000002,False,-0.13188771721372344,0,0.2,34273,7,37,1.0,554.9644344174286,False,0.026302754112838708,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55358,252,51,1.0,4816.90590468369,False,0.009373631877369316,10,1.2540000000000002,89487,5,10,1.0,528.4220482249723,False,-0.015616001929119933,10,1.749,85984,82,0,0.0,2434.121590889545,False,-0.043585842660326,0.5,351084,0.0,0.0,12,0,0,6,11,11.0,24,30,22,121.0,63.0,10,11,22,1205,1.1746380709810182,35.05713533476228
19,22,0,0,0,10.000000000000002,20,10.0,13.10714687614672,0,,28.357638948800677,9,13.0,38.00000000000001,20,38.0,0,2.7740000000000005,28170,200,0,0.0,2000.0000000000005,False,-0.13352146145848803,0,0.2,34183,6,47,1.0,676.0359031788959,False,0.025427534578626135,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55475,242,52,1.0,4646.526769365141,False,0.009929466795082477,0,1.2440000000000002,89791,0,7,0.5,266.00000000000006,False,-0.013720866465588155,12,1.8590000000000004,85669,91,0,0.0,2580.5451443408615,False,-0.04623775626903829,0.4166666666666667,350990,0.0,0.0,16,0,0,8,6,6.0,19,27,22,114.0,72.0,8,14,22,621,1.182327640010044,36.23946297477232
20,22,0,0,0,10.000000000000002,20,10.0,12.655584421396922,18,7.277777777777778,27.541574525666615,15,22.0,38.00000000000001,20,38.0,18,2.9540000000000006,27863,208,0,0.0,2080.0000000000005,False,-0.1414525471557998,0,0.2,34063,8,57,1.0,801.3683120196246,False,0.023724466241194446,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55674,250,47,1.0,4458.350108055562,False,0.011762625441687559,1,1.2540000000000002,90050,0,0,0.0,0.0,False,-0.012338908692075679,12,1.9670000000000005,85141,106,0,0.0,2919.4068997206614,False,-0.05017051330013346,0.3333333333333333,350493,0.0,0.0,15,0,0,12,9,8.333333333333332,19,31,24,153.0,123.0,11,11,24,720,2.2444505720050074,38.48391354677733
21,24,0,0,0,10.000000000000002,20,10.0,13.04767703351813,21,16.952380952380953,27.27020871102203,2,13.0,38.000000000000014,20,38.0,5,2.986,27723,217,0,0.0,2170.0000000000005,False,-0.14427446903312044,0,0.2,34274,9,51,1.0,755.4315287094247,False,0.02930984002241826,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55344,261,55,1.0,4905.305184854444,False,0.009901320853175275,11,1.3630000000000002,89862,0,1,0.1,38.000000000000014,False,-0.01419248697559638,9,2.0450000000000004,85001,107,0,0.0,2917.912332079357,False,-0.051714218085663045,0.35000000000000003,349906,0.0,0.0,13,0,0,9,13,13.0,23,32,20,142.0,99.0,11,13,20,547,1.3332125440356322,39.81712609081296
22,20,0,0,0,10.000000000000002,20,10.0,12.792162707721669,10,7.5,28.278118201279906,10,38.0,38.00000000000001,20,38.0,10,3.0810000000000004,27478,230,0,0.0,2300.0000000000005,False,-0.14962126837962275,0,0.2,34204,6,61,1.0,840.3219251710218,False,0.02849134004412632,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55649,261,55,1.0,4894.050967785751,False,0.015132369105239804,8,1.4320000000000004,89416,0,10,1.0,380.00000000000006,False,-0.017208664655881546,11,2.146000000000001,84834,107,0,0.0,3025.75864753695,False,-0.0529544357140831,0.5,349283,0.0,0.0,11,0,0,9,12,11.5,23,32,17,180.0,45.0,10,10,17,580,1.2065725779975764,41.02369866881054
23,17,0,0,0,10.000000000000002,20,10.0,12.724053757017318,17,11.941176470588236,28.760305078486574,5,38.0,38.00000000000001,20,38.0,5,3.121000000000001,27338,239,0,0.0,2390.0000000000005,False,-0.15244319025694342,0,0.2,34262,7,59,1.0,820.7191716640217,False,0.02992305319566349,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55636,268,60,1.0,5135.664711589836,False,0.017016116648522085,2,1.4440000000000002,89590,0,5,0.5,190.00000000000003,False,-0.0163421990677269,8,2.2150000000000007,84734,107,0,0.0,3077.3526433980633,False,-0.05376828821827215,0.4166666666666667,349262,0.0,0.0,15,0,0,5,7,6.5,23,28,18,96.0,45.0,7,10,18,900,1.1143131160060875,42.13801178481663
24,18,0,0,0,10.000000000000002,20,10.0,13.813750198499195,50,17.98,30.51385402731655,29,36.0,38.00000000000001,20,38.0,10,3.216000000000001,27143,247,0,0.0,2470.0000000000005,False,-0.15704737858309817,0,0.2,34966,9,29,1.0,490.59875575647663,False,0.045931958350757175,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55781,308,41,1.0,5505.703076257731,False,0.022782658363251215,4,1.4820000000000004,89742,0,0,0.0,0.0,False,-0.015717027693995064,11,2.3170000000000006,83515,136,0,0.0,4149.884147715051,False,-0.06125646203611156,0.3333333333333333,348849,0.0,0.0,15,0,0,5,11,10.333333333333334,22,27,22,99.0,75.0,8,10,22,2182,1.2085090670152567,43.34652085183188
25,22,0,0,0,10.000000000000002,20,10.0,13.535671514240594,10,7.5,27.14147394437289,24,12.0,38.0,20,38.0,10,3.3060000000000005,26938,256,0,0.0,2560.0000000000005,False,-0.16180008911332244,0,0.2,34856,10,39,1.0,627.8911890553832,False,0.04470356734078994,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55994,308,27,1.0,4901.806622884171,False,0.021228434587490633,11,1.5880000000000003,89576,0,0,0.0,0.0,False,-0.017537702221003565,9,2.3960000000000004,83102,160,0,0.0,4342.635831099662,False,-0.06472917010639061,0.3333333333333333,348168,0.0,0.0,13,0,0,7,12,12.0,21,28,20,132.0,69.0,9,13,20,488,1.2278754189610481,44.57439627079293
26,20,0,0,0,10.000000000000002,20,10.0,13.857244870030785,26,16.384615384615383,27.58080324879768,5,38.0,37.99999999999999,20,38.0,10,3.3960000000000004,26753,263,0,0.0,2630.0000000000005,False,-0.1662557552354077,0,0.2,35077,13,33,1.0,587.2890807110159,False,0.05066521729854461,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55758,324,32,1.0,5372.3330418515,False,0.02121556038661101,9,1.667,89453,0,0,0.0,0.0,False,-0.01888675623800384,11,2.4970000000000008,82739,165,0,0.0,4550.832536051617,False,-0.06756878236330337,0.3333333333333333,347482,0.0,0.0,14,0,0,6,12,12.0,24,30,16,147.0,63.0,9,11,16,741,1.107010289968457,45.68140656076139
27,16,0,0,0,10.000000000000002,20,10.0,13.740906513808051,42,13.166666666666666,26.130512896416928,10,10.0,37.99999999999999,20,38.0,42,3.8060000000000005,26392,270,0,0.0,2700.0000000000005,False,-0.17593940294073965,0,0.2,34947,16,43,1.0,750.8589800937461,False,0.04923301619031261,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55305,356,32,1.0,5727.939131601008,False,0.016406946807627252,11,1.7680000000000005,89280,0,0,0.0,0.0,False,-0.02078420619687414,9,2.5760000000000005,82518,175,0,0.0,4572.839756872962,False,-0.0698720057204663,0.3333333333333333,346144,0.0,0.0,10,0,0,7,13,13.0,22,29,13,129.0,69.0,8,8,13,300,1.0286299709696323,46.71003653173102
28,13,0,0,0,10.000000000000002,20,10.0,13.643677722035804,37,13.054054054054054,24.626040371894426,13,12.0,37.99999999999999,20,38.0,37,4.134,26056,278,0,0.0,2780.0000000000005,False,-0.18473191742165454,0,0.2,34827,18,53,1.0,903.1149192678976,False,0.04792982205952622,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,54978,383,29,1.0,5939.683738324651,False,0.012543104476014727,10,1.8570000000000002,89140,0,0,0.0,0.0,False,-0.022319714834110226,10,2.6670000000000007,82220,188,0,0.0,4629.695589916152,False,-0.07282865045288653,0.3333333333333333,344923,0.0,0.0,12,0,0,7,10,10.0,23,30,13,102.0,42.0,9,4,13,356,1.0137090520001948,47.723745583731215
29,13,0,0,0,10.000000000000002,20,10.0,13.526218994108993,5,8.0,23.59454899213922,9,11.0,37.99999999999999,20,38.0,5,4.147,25901,289,0,0.0,2890.0000000000005,False,-0.1877023615030447,0,0.2,34737,17,63,1.0,1022.1517966288666,False,0.04702438432539532,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,55037,378,30,1.0,5820.747249537376,False,0.012534922676370613,12,1.967,88938,0,0,0.0,0.0,False,-0.024535234439265148,8,2.7370000000000005,82023,197,0,0.0,4648.126151451426,False,-0.07488825801233105,0.3333333333333333,344338,0.0,0.0,12,0,0,7,12,12.0,21,28,13,132.0,27.0,9,4,13,299,1.0175456859869882,48.741291269718204
30,13,0,0,0,10.000000000000002,20,10.0,12.052942411226768,67,7.298507462686567,23.59454899213922,0,,38.0,20,38.0,31,4.452000000000001,25319,300,0,0.0,3000.0000000000005,False,-0.20335660181197088,0,0.2,34914,16,37,1.0,605.9588692153905,False,0.04610068125969689,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,54548,435,40,1.0,6186.811908569213,False,0.007188641521660108,8,2.0350000000000006,88834,0,0,0.0,0.0,False,-0.02567589799835481,12,2.8490000000000006,81827,197,0,0.0,4648.126151451426,False,-0.07703797010446156,0.3333333333333333,343144,0.0,0.0,14,0,0,7,14,14.0,20,27,17,147.0,57.0,9,4,17,467,1.1042771969805472,49.84556846669875
31,17,0,0,0,10.000000000000002,20,10.0,11.540022789333227,31,7.32258064516129,22.269574177414913,14,12.142857142857142,38.00000000000001,20,38.0,31,4.731000000000002,24752,310,0,0.0,3100.0000000000005,False,-0.21871379771275806,0,0.2,34814,16,47,1.0,702.3810710986617,False,0.04456232097280051,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,54491,456,36,1.0,6063.955062322888,False,0.005119299863034126,6,2.087,88770,0,0,0.0,0.0,False,-0.02637784480394845,14,2.977000000000001,81403,211,0,0.0,4698.880151434547,False,-0.08141003481527535,0.3333333333333333,341932,0.0,0.0,12,0,0,6,13,13.0,21,27,20,114.0,117.0,8,9,20,370,1.2257892929483205,51.07135775964707
32,20,0,0,0,10.000000000000002,20,10.0,11.388884065557573,10,7.5,21.419162878765828,11,13.0,38.00000000000001,20,38.0,5,4.750000000000001,24602,320,0,0.0,3200.0000000000005,False,-0.22168424179414822,0,0.2,34754,16,52,1.0,752.2219714089938,False,0.04352030256065629,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,54559,456,35,1.0,5943.001834651057,False,0.005250758646261247,9,2.1710000000000007,88643,0,0,0.0,0.0,False,-0.02777077049629833,11,3.073000000000001,81082,222,0,0.0,4755.054159086014,False,-0.08462268078373444,0.3333333333333333,341342,0.0,0.0,11,0,0,8,13,13.0,26,34,19,192.0,54.0,12,8,19,383,1.2605751329683699,52.33193289261544
33,19,0,0,0,10.000000000000002,20,10.0,11.79064100324472,27,15.37037037037037,19.929659634391196,18,11.0,38.00000000000001,20,38.0,5,4.795000000000002,24467,329,0,0.0,3290.0000000000005,False,-0.22435764146739937,0,0.2,35019,17,40,1.0,641.6256401297888,False,0.049749378287981386,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,54342,473,27,1.0,6115.0740046633155,False,0.0029623799114390577,10,2.2620000000000005,88496,0,0,0.0,0.0,False,-0.029383054565396215,10,3.162000000000001,80736,240,0,0.0,4783.118312253887,False,-0.08826367802438236,0.3333333333333333,340762,0.0,0.0,12,0,0,7,11,11.0,25,32,24,168.0,40.0,11,8,24,773,1.1247239549993537,53.456656847614795
34,24,0,0,0,10.000000000000002,20,10.0,12.365497901548949,59,14.711864406779661,19.272637339158834,9,11.0,38.00000000000001,20,38.0,42,5.210000000000001,23961,337,0,0.0,3370.0000000000005,False,-0.23819991088667755,0,0.2,35239,19,33,1.0,598.0614307511154,False,0.05563733002749314,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,53573,522,28,1.0,6994.423750104998,False,-0.002792034334221616,11,2.3620000000000005,88327,0,0,0.0,0.0,False,-0.03123663284891692,9,3.2420000000000013,80516,249,0,0.0,4798.88669745055,False,-0.09059014698409358,0.3333333333333333,339318,0.0,0.0,13,0,0,6,12,12.0,26,32,17,186.0,111.0,12,12,17,639,1.2060894360183738,54.66274628363317
35,17,0,0,0,10.0,20,10.0,12.428510285149487,49,12.775510204081632,19.272637339158834,0,,38.00000000000001,20,38.0,44,5.608000000000003,23594,344,0,0.0,3440.0,False,-0.24806178523689293,0,0.2,35149,22,38,1.0,692.2833908356805,False,0.054363335672592966,0,0.2,57702,0,0,0.0,0.0,False,0.008247422680412371,0,0.2,52947,561,38,1.0,7704.754488856898,False,-0.007524423476700196,13,2.4810000000000008,88099,0,0,0.0,0.0,False,-0.033737318343844254,7,3.3030000000000004,80433,249,0,0.0,4798.88669745055,False,-0.09150048424759782,0.3333333333333333,337924,0.0,0.0,12,0,0,5,13,13.0,27,32,13,153.0,63.0,11,6,13,240,1.1351709029986523,55.79791718663182
