index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,15.0,0,,24.0,0,,31.0,0,,0,0.2,31859,9,0,0.0,90.0,False,-0.0014084947885692823,0,0.2,31839,11,0,0.0,110.0,False,-0.0017214936304735672,0,0.2,47581,0,0,0.0,0.0,False,0.0,0,0.2,47581,0,0,0.0,0.0,False,0.0,0,0.2,61045,0,0,0.0,0.0,False,0.0,0,0.2,61045,0,0,0.0,0.0,False,0.0,0.0,280950,0.0,0.0,11,0,0,1,0,0.0,966,967,75,0.0,0.0,0,0,75,200,2.0270293860230595,2.0270293860230595
1,75,0,0,0,10.0,20,10.0,14.5625,3,8.0,24.0,0,,31.0,0,,0,0.2,31739,21,0,0.0,210.0,False,-0.0032864878399949922,3,0.23,31729,19,0,0.0,190.0,False,-0.0039124855238035616,0,0.2,47557,0,3,0.3,72.0,False,0.0002522015090056956,0,0.2,47581,0,0,0.0,0.0,False,0.0,0,0.2,61045,0,0,0.0,0.0,False,0.0,0,0.2,61045,0,0,0.0,0.0,False,0.0,0.049999999999999996,280696,0.0,0.0,10,0,0,17,1,1.0,26,43,22,401.0,253.0,24,51,22,200,3.6460450640297495,5.673074450052809
2,22,0,0,0,10.0,20,10.0,10.08815028901734,26,2.6538461538461537,24.0,0,,31.0,0,,22,0.42000000000000004,31133,32,0,0.0,320.0,False,-0.020532724028921093,4,0.267,31596,28,0,0.0,280.0,False,-0.006666875332561269,0,0.2,47517,5,13,1.0,362.4407514450867,False,0.0024635963036200035,0,0.2,47552,1,10,1.0,250.08815028901734,False,0.0020185383902083976,0,0.2,61045,0,0,0.0,0.0,False,0.0,0,0.2,61045,0,0,0.0,0.0,False,0.0,0.3333333333333333,279888,0.0,0.0,12,0,0,16,7,7.0,17,33,25,142.0,50.0,9,13,25,200,1.0466610160074197,6.719735466060229
3,25,0,0,0,10.0,20,10.0,9.412752675386447,5,1.0,24.0,0,,31.0,20,31.0,5,0.44800000000000006,30968,40,0,0.0,400.0,False,-0.024445209552724653,0,0.263,31476,40,0,0.0,400.0,False,-0.00854486838398698,0,0.2,47517,0,18,0.5,432.0,False,0.003194552447405477,0,0.2,47547,0,16,0.6,384.0,False,0.003320653201908325,11,0.31000000000000005,60905,0,0,0.0,0.0,False,-0.0022933901220411174,9,0.29000000000000004,60944,0,0,0.0,0.0,False,-0.0016545171594725204,0.18333333333333335,279357,0.0,0.0,9,0,0,18,12,12.0,16,34,24,128.0,45.0,10,15,24,200,1.0107885419856757,7.730524008045904
4,24,0,0,0,10.0,20,10.0,9.308568364959713,1,3.0,24.0,0,,31.0,20,31.0,1,0.45300000000000007,30863,49,0,0.0,490.0,False,-0.026323202604150366,0,0.263,31366,51,0,0.0,510.0,False,-0.010266362014460547,0,0.2,47517,0,18,0.0,432.0,False,0.003194552447405477,0,0.2,47544,0,17,0.1,408.0,False,0.0035098043336625963,7,0.369,60835,0,0,0.0,0.0,False,-0.003440085183061676,13,0.41100000000000003,60756,0,0,0.0,0.0,False,-0.004734212466213449,0.016666666666666666,278881,0.0,0.0,12,0,0,13,13,13.0,14,27,25,104.0,52.0,6,18,25,200,1.0216314849676564,8.75215549301356
5,25,0,0,0,10.0,20,10.0,9.308568364959713,0,,25.14,5,35.4,31.0,20,31.0,0,0.45200000000000007,30753,60,0,0.0,600.0,False,-0.028044696234623932,0,0.263,31276,60,0,0.0,600.0,False,-0.01167485680302983,0,0.2,47622,0,15,0.0,377.1,False,0.004824404699354846,0,0.2,47616,0,15,0.0,377.1,False,0.004698303944851998,8,0.44200000000000006,60612,0,4,0.4,124.0,False,-0.006077483823408961,12,0.5180000000000001,60556,0,1,0.1,31.0,False,-0.00775657301990335,0.08333333333333333,278435,0.0,0.0,14,0,0,12,11,11.0,15,27,31,104.0,57.0,6,19,31,377,1.1290664249681868,9.881221917981748
6,31,0,0,0,10.0,20,10.0,9.308568364959713,0,,25.37608695652174,1,36.0,31.0,20,31.0,0,0.45200000000000007,30633,72,0,0.0,720.0,False,-0.02992268928604964,0,0.263,31196,68,0,0.0,680.0,False,-0.012926852170646968,0,0.2,47622,0,15,0.0,380.64130434782606,False,0.004861618128536855,0,0.2,47652,0,14,0.0,355.26521739130436,False,0.005225459925088884,6,0.49400000000000005,60644,0,1,0.1,31.0,False,-0.006315013514620362,9,0.5960000000000001,60487,0,0,0.0,0.0,False,-0.00914079777213531,0.016666666666666666,278234,0.0,0.0,13,0,0,14,8,7.0,17,31,22,118.0,69.0,7,24,22,329,1.0122712040320039,10.893493122013751
7,22,0,0,0,10.0,20,10.0,9.308568364959713,0,,26.63649789029536,6,35.333333333333336,31.0,20,31.0,0,0.45200000000000007,30543,81,0,0.0,810.0,False,-0.03133118407461893,0,0.263,31086,79,0,0.0,790.0,False,-0.014648345801120536,0,0.2,47762,0,11,0.0,293.00147679324897,False,0.006883015035342305,0,0.2,47724,0,12,0.0,319.6379746835443,False,0.006364283796930966,13,0.6180000000000001,60312,0,5,0.5,155.0,False,-0.010737980178556802,6,0.6470000000000001,60401,0,1,0.1,31.0,False,-0.010295683512163159,0.09999999999999999,277828,0.0,0.0,16,0,0,12,10,9.666666666666666,12,24,23,71.0,51.0,5,17,23,412,1.2348473779857159,12.128340499999467
8,23,0,0,0,10.0,20,10.0,9.308568364959713,0,,27.251708278580814,3,36.0,31.0,20,31.0,0,0.45200000000000007,30453,90,0,0.0,900.0,False,-0.03273967886318821,0,0.263,30976,90,0,0.0,900.0,False,-0.016369839431594105,0,0.2,47762,0,11,0.0,299.76879106438895,False,0.006954128654971387,0,0.2,47832,0,9,0.0,245.26537450722734,False,0.007852560628267913,4,0.645,60362,0,2,0.2,62.0,False,-0.010680645425505774,10,0.7410000000000001,60276,0,1,0.1,31.0,False,-0.012343353263985585,0.05000000000000001,277661,0.0,0.0,19,0,0,11,8,7.5,16,27,19,49.0,71.0,3,20,19,463,0.8792461009579711,13.007586600957438
9,19,0,0,0,10.000000000000002,20,10.0,8.761104736140318,7,4.428571428571429,28.20067036924545,5,36.0,31.0,20,31.0,5,0.502,30294,98,0,0.0,980.0000000000002,False,-0.0364643650818492,2,0.28300000000000003,30836,102,0,0.0,1020.0000000000002,False,-0.018873830166828382,0,0.2,47798,0,10,0.0,282.0067036924545,False,0.007524082130393006,0,0.2,47945,0,12,0.7,338.40804443094544,False,0.011206238250887447,11,0.7510000000000001,60211,0,2,0.2,62.0,False,-0.013154230485707265,6,0.7910000000000001,60143,0,3,0.3,93.0,False,-0.014014251781472684,0.19999999999999998,277227,0.0,0.0,18,0,0,11,13,12.0,15,26,16,100.0,39.0,6,13,16,380,0.8950388379744254,13.902625438931864
10,16,0,0,0,10.000000000000002,20,10.0,8.642814928393877,1,2.0,29.950556421848532,12,36.0,31.0,20,31.0,1,0.5070000000000001,30148,111,0,0.0,1110.0000000000002,False,-0.03899965570127391,0,0.281,30766,109,0,0.0,1090.0000000000002,False,-0.01996932611349338,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48015,0,11,0.1,329.45612064033384,False,0.012583343358066565,9,0.8300000000000001,59775,1,10,1.0,339.95055642184855,False,-0.01801989879251502,6,0.8450000000000002,60147,0,1,0.1,31.0,False,-0.014456548447866329,0.20000000000000004,277009,0.0,0.0,17,0,0,11,9,9.0,14,25,15,66.0,36.0,4,12,15,787,0.8830405829939991,14.785666021925863
11,15,0,0,0,10.000000000000002,20,10.0,8.052485131775061,7,3.7142857142857144,30.305458663872557,3,36.0,30.999999999999996,20,31.0,5,0.556,29968,121,0,0.0,1210.0000000000002,False,-0.04306864064602961,2,0.30100000000000005,30646,119,0,0.0,1190.0000000000002,False,-0.022160318006823373,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48097,0,15,0.7,454.58187995808834,False,0.015621591391081402,3,0.8510000000000002,60028,0,2,0.2,61.99999999999999,False,-0.016152019002375298,6,0.899,60052,0,2,0.2,61.99999999999999,False,-0.015758866410025392,0.18333333333333332,276949,0.0,0.0,19,0,0,13,7,6.666666666666667,11,24,15,34.0,39.0,2,13,15,618,0.7616137709701434,15.547279792896006
12,15,0,0,0,10.000000000000002,20,10.0,7.794139412530891,2,1.0,30.54261992174256,2,36.0,31.0,20,31.0,2,0.5710000000000002,29864,128,0,0.0,1280.0000000000002,False,-0.04522833265516918,0,0.29900000000000004,30516,132,0,0.0,1320.0000000000002,False,-0.024194810479201228,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48167,0,15,0.2,458.1392988261384,False,0.01713014962722658,1,0.8580000000000001,60048,0,1,0.1,31.0,False,-0.01607830289130969,15,1.0430000000000001,59847,0,1,0.1,31.0,False,-0.019370955852240152,0.06666666666666667,276600,0.0,0.0,14,0,0,12,9,8.333333333333332,15,27,15,68.0,33.0,4,11,15,334,0.8364622789667919,16.383742071862798
13,15,0,0,0,10.000000000000002,20,10.0,7.696721323485691,4,6.5,30.66603345265613,1,36.0,31.0,20,31.0,2,0.5890000000000002,29768,135,0,0.0,1350.0000000000002,False,-0.04713762559078531,2,0.319,30366,145,0,0.0,1450.0000000000002,False,-0.026855300635387647,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48177,0,18,0.4,551.9886021478103,False,0.018326523214600533,6,0.9170000000000003,60027,0,0,0.0,0.0,False,-0.016676222458841837,12,1.1480000000000001,59674,0,1,0.1,31.0,False,-0.02220493078876239,0.08333333333333333,276170,0.0,0.0,11,0,0,15,13,12.166666666666668,16,31,15,74.0,36.0,5,10,15,236,0.8664289090083912,17.25017098087119
14,15,0,0,0,10.000000000000002,20,10.0,7.005628836040041,9,3.3333333333333335,30.92125787234528,2,36.0,31.0,20,31.0,6,0.6470000000000001,29551,146,0,0.0,1460.0000000000002,False,-0.05220820682963473,3,0.34700000000000003,30246,154,0,0.0,1540.0000000000002,False,-0.029202791949669786,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48219,0,25,0.9,773.0314468086319,False,0.021532034286885826,12,1.0310000000000001,59825,0,1,0.1,31.0,False,-0.019731345728560896,7,1.2060000000000002,59599,0,1,0.1,31.0,False,-0.023433532639855845,0.18333333333333335,275598,0.0,0.0,16,0,0,12,15,15.0,18,30,15,95.0,27.0,6,9,15,303,0.8015502250054851,18.051721205876675
15,15,0,0,0,10.000000000000002,20,10.0,6.8300333545054235,6,5.333333333333333,31.05276874038281,1,36.0,31.0,20,31.0,4,0.681,29425,153,0,0.0,1530.0000000000002,False,-0.05505649629096372,2,0.364,30096,167,0,0.0,1670.0000000000002,False,-0.031863282105856205,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48223,0,30,0.6,931.5830622114843,False,0.023282224650716547,9,1.1090000000000002,59753,0,0,0.0,0.0,False,-0.021164714554836594,9,1.2890000000000001,59491,0,1,0.1,31.0,False,-0.02520271930543042,0.11666666666666665,275146,0.0,0.0,12,0,0,10,12,11.666666666666666,16,26,15,99.0,27.0,6,9,15,267,0.8679829810280353,18.91970418690471
16,15,0,0,0,10.000000000000002,20,10.0,6.5691781735607195,6,4.333333333333333,27.691157624077363,7,11.0,31.0,20,31.0,4,0.7170000000000001,29261,163,0,0.0,1630.0000000000002,False,-0.05862468308867257,2,0.38200000000000006,29976,177,0,0.0,1770.0000000000002,False,-0.0340542739991862,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48274,0,29,0.6,803.0435710982435,False,0.023003337162924718,6,1.1600000000000001,59623,0,7,0.7,217.0,False,-0.021516913752150053,13,1.4100000000000001,59334,0,0,0.0,0.0,False,-0.028028503562945367,0.21666666666666665,274626,0.0,0.0,12,0,0,12,13,13.0,14,26,16,66.0,33.0,4,11,16,308,0.8072124139871448,19.726916600891855
17,16,0,0,0,10.000000000000002,20,10.0,6.420542436454422,4,4.5,28.110998400224396,2,36.0,31.000000000000004,20,31.0,2,0.7330000000000001,29117,174,0,0.0,1740.0000000000002,False,-0.06141037278162071,2,0.4,29866,186,0,0.0,1860.0000000000002,False,-0.03608876647156405,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48328,0,31,0.4,871.4409504069563,False,0.024856990714854275,4,1.1940000000000002,59774,0,1,0.1,31.000000000000004,False,-0.020566794987304446,9,1.487,59198,0,1,0.1,31.000000000000004,False,-0.030002457203702187,0.09999999999999999,274441,0.0,0.0,16,0,0,11,9,8.5,14,25,16,68.0,33.0,5,11,16,458,1.013335081981495,20.74025168287335
18,16,0,0,0,10.000000000000002,20,10.0,5.768380481279559,10,2.5,28.53037151804379,2,36.0,31.0,20,31.0,8,0.8110000000000002,28848,186,0,0.0,1860.0000000000002,False,-0.06795204857742027,2,0.41800000000000004,29766,194,0,0.0,1940.0000000000005,False,-0.037966759522989765,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48375,0,39,1.0,1112.6844892037077,False,0.028379862646893763,8,1.2700000000000002,59684,0,1,0.1,31.0,False,-0.022041117208616595,10,1.5780000000000003,59079,0,1,0.1,31.0,False,-0.031951838807437134,0.20000000000000004,273910,0.0,0.0,15,0,0,11,13,13.0,13,24,16,69.0,36.0,4,12,16,334,0.7991362150060013,21.53938789787935
19,16,0,0,0,10.000000000000002,20,10.0,5.78054867867412,3,6.0,28.53037151804379,0,,31.0,20,31.0,1,0.8130000000000002,28762,193,0,0.0,1930.0000000000005,False,-0.06954834267113212,2,0.43600000000000005,29616,207,0,0.0,2070.0000000000005,False,-0.040627249679176185,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48357,0,42,0.3,1198.2756037578392,False,0.0289009857270532,12,1.3820000000000001,59550,0,0,0.0,0.0,False,-0.024490130231796216,6,1.6280000000000001,59054,0,0,0.0,0.0,False,-0.0326152838070276,0.049999999999999996,273497,0.0,0.0,12,0,0,11,13,12.666666666666666,14,25,17,75.0,39.0,5,11,17,231,0.8469911239808425,22.386379021860193
20,17,0,0,0,10.000000000000002,20,10.0,5.774267731357965,3,5.666666666666667,28.74464321689363,1,36.0,31.000000000000004,20,31.0,1,0.8220000000000001,28635,204,0,0.0,2040.0000000000005,False,-0.07180193433284297,2,0.45400000000000007,29506,216,0,0.0,2160.0000000000005,False,-0.04266174215155404,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48376,0,44,0.3,1264.7643015433196,False,0.029998994362700586,12,1.4900000000000002,59357,0,1,0.1,31.000000000000004,False,-0.02739782127938406,8,1.7020000000000002,58967,0,0,0.0,0.0,False,-0.03404046195429601,0.06666666666666667,272999,0.0,0.0,9,0,0,10,12,12.0,20,30,16,101.0,33.0,6,11,16,236,0.8439240650041029,23.230303086864296
21,16,0,0,0,10.000000000000002,20,10.0,5.507764122559367,6,3.3333333333333335,28.74464321689363,0,,31.000000000000007,20,31.0,4,0.861,28457,215,0,0.0,2150.0000000000005,False,-0.07565182008826567,2,0.47200000000000003,29396,225,0,0.0,2250.0000000000005,False,-0.044696234623931894,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48356,0,50,0.6,1437.2321608446814,False,0.03139101911314054,9,1.5680000000000003,59293,0,0,0.0,0.0,False,-0.028700139241543125,10,1.7940000000000003,58845,0,0,0.0,0.0,False,-0.0360389876320747,0.09999999999999999,272505,0.0,0.0,10,0,0,8,12,12.0,21,29,19,81.0,47.0,5,11,19,231,0.9253921660128981,24.155695252877194
22,19,0,0,0,10.000000000000002,20,10.0,5.283060299303804,11,4.2727272727272725,28.968750419991693,1,36.0,31.000000000000007,20,31.0,9,0.9470000000000003,28219,224,0,0.0,2240.0000000000005,False,-0.08169269773701837,2,0.4900000000000001,29266,236,0,0.0,2360.0000000000005,False,-0.04704372593821403,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48345,1,59,1.0,1714.4393350788137,False,0.03407283721526256,8,1.6390000000000002,59208,0,0,0.0,0.0,False,-0.030092554672782372,12,1.9040000000000001,58648,0,1,0.1,31.000000000000007,False,-0.03901220411172086,0.18333333333333335,271844,0.0,0.0,12,0,0,7,14,14.0,21,28,13,92.0,39.0,6,13,13,236,0.7962730510043912,24.951968303881586
23,13,0,0,0,10.000000000000002,20,10.0,5.283362805775013,7,5.285714285714286,29.202059629954498,1,36.0,31.000000000000004,20,31.0,4,0.9780000000000002,28038,236,0,0.0,2360.0000000000005,False,-0.08547998372406022,3,0.5180000000000001,29154,244,0,0.0,2440.0000000000005,False,-0.04929731759992488,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48344,0,66,0.8,1927.335935576997,False,0.03628902225233805,13,1.7610000000000006,58988,0,1,0.1,31.000000000000004,False,-0.03344254238676386,6,1.9520000000000002,58623,0,0,0.0,0.0,False,-0.03967564911131133,0.15,271305,0.0,0.0,12,0,0,6,15,15.0,23,29,16,33.0,33.0,2,11,16,267,0.7679183519794606,25.719886655861046
24,16,0,0,0,10.000000000000002,20,10.0,5.230497113823467,4,4.5,29.87907028963552,3,36.0,31.000000000000004,20,31.0,2,0.994,27884,248,0,0.0,2480.0000000000005,False,-0.0884221728379605,2,0.5350000000000001,29054,252,0,0.0,2520.0000000000005,False,-0.05117531065135059,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48434,0,67,0.4,2001.89770940558,False,0.03896405823128532,3,1.7780000000000005,58962,0,1,0.1,31.000000000000004,False,-0.03386845769514293,16,2.1060000000000003,58297,0,2,0.2,62.00000000000001,False,-0.044508149725612255,0.11666666666666665,270789,0.0,0.0,15,0,0,2,11,10.666666666666668,25,27,17,69.0,36.0,4,12,17,308,0.8725617720047012,26.592448427865747
25,17,0,0,0,10.000000000000002,20,10.0,5.230497113823467,0,,30.66604966506274,4,36.0,31.000000000000004,20,31.0,0,0.992,27774,259,0,0.0,2590.0000000000005,False,-0.09014366646843407,0,0.5330000000000001,28964,261,0,0.0,2610.0000000000005,False,-0.052583805439919876,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48578,0,63,0.0,1931.9611288989527,False,0.04125555504191752,8,1.8550000000000002,58835,0,2,0.2,62.00000000000001,False,-0.03569497911376853,9,2.1800000000000006,58189,0,2,0.2,62.00000000000001,False,-0.04627733639118683,0.06666666666666667,270498,0.0,0.0,18,0,0,2,9,8.666666666666666,23,25,16,99.0,33.0,6,11,16,406,0.9350835689692758,27.527531996835023
26,16,0,0,0,10.000000000000002,20,10.0,4.7711001981317605,24,3.7500000000000004,31.021647492041343,2,36.0,31.0,20,31.0,13,1.122,27412,270,0,0.0,2700.0000000000005,False,-0.09975273091489562,11,0.6430000000000001,28753,270,0,0.0,2700.0000000000005,False,-0.057779586215531004,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48560,14,71,1.0,2269.33237470878,False,0.04442248349875775,10,1.9470000000000003,58741,0,1,0.1,31.0,False,-0.03748873781636498,6,2.2310000000000003,58157,0,1,0.1,31.0,False,-0.047055450896879354,0.20000000000000004,269781,0.0,0.0,15,0,0,2,14,13.75,25,27,16,65.0,36.0,4,12,16,365,0.8581929809879512,28.385724977822974
27,16,0,0,0,10.000000000000002,20,10.0,4.7711001981317605,0,,31.364983170728852,2,36.0,31.0,20,31.0,0,1.1090000000000002,27342,277,0,0.0,2770.0000000000005,False,-0.10084822686156061,0,0.6320000000000001,28623,283,0,0.0,2830.0000000000005,False,-0.059814078687908855,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48632,4,79,1.0,2496.9180712801062,False,0.04832725322376687,8,2.017000000000001,58616,0,2,0.2,62.0,False,-0.03928249651896142,10,2.3250000000000006,58065,0,0,0.0,0.0,False,-0.048816446883446635,0.19999999999999998,269436,0.0,0.0,13,0,0,0,10,9.5,29,29,15,68.0,36.0,4,12,15,303,0.8120991570176557,29.19782413484063
28,15,0,0,0,10.000000000000002,20,10.0,4.7711001981317605,0,,27.767116266915874,9,17.333333333333332,31.000000000000004,20,31.0,0,1.1090000000000002,27232,288,0,0.0,2880.0000000000005,False,-0.10256972049203418,0,0.6320000000000001,28533,292,0,0.0,2920.0000000000005,False,-0.06122257347647814,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48788,0,74,0.4,2054.7666037517747,False,0.046959570035852306,8,2.0890000000000004,58474,0,8,0.8,248.00000000000003,False,-0.040085183061675814,10,2.4150000000000005,57912,0,1,0.1,31.000000000000004,False,-0.0510688836104513,0.2166666666666667,269097,0.0,0.0,15,0,0,0,10,9.333333333333332,29,29,17,69.0,33.0,4,11,17,356,0.8320498350076377,30.029873969848268
29,17,0,0,0,10.000000000000002,20,10.0,4.808101849042641,3,5.666666666666667,28.257315783867163,2,36.0,31.0,20,31.0,1,1.1190000000000002,27125,297,0,0.0,2970.0000000000005,False,-0.10451031331184074,2,0.6520000000000001,28403,303,0,0.0,3030.0000000000005,False,-0.06357006479076027,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48843,0,75,0.3,2119.298683790037,False,0.048793622284000325,1,2.0910000000000006,58680,0,1,0.1,31.0,False,-0.03848800065525432,10,2.505000000000001,57789,0,1,0.1,31.0,False,-0.05308379064624457,0.08333333333333333,268998,0.0,0.0,17,0,0,7,9,8.666666666666666,25,32,17,102.0,30.0,7,10,17,520,1.0306803040439263,31.060554273892194
30,17,0,0,0,10.000000000000002,20,10.0,4.695016614269779,2,1.0,28.257315783867163,0,,31.000000000000004,20,31.0,2,1.1380000000000003,26971,309,0,0.0,3090.0000000000005,False,-0.10745250242574103,0,0.6500000000000001,28323,311,0,0.0,3110.0000000000005,False,-0.06482206015837741,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48841,0,77,0.2,2175.8133153577714,False,0.04934546683926111,9,2.1800000000000006,58607,0,0,0.0,0.0,False,-0.0399377508395446,9,2.585000000000001,57717,0,0,0.0,0.0,False,-0.05451715947252027,0.03333333333333333,268617,0.0,0.0,13,0,0,4,13,13.0,26,30,21,70.0,39.0,5,12,21,262,0.904382201959379,31.964936475851573
31,21,0,0,0,10.000000000000002,20,10.0,4.756558588679267,3,6.0,28.737766241364003,2,36.0,31.000000000000004,20,31.0,1,1.1460000000000001,26875,317,0,0.0,3170.0000000000005,False,-0.10920529594040503,2,0.6700000000000002,28183,323,0,0.0,3230.0000000000005,False,-0.0673260508936117,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48895,0,78,0.3,2241.545766826392,False,0.05117111627357978,10,2.271000000000001,58449,0,1,0.1,31.000000000000004,False,-0.042272094356622165,10,2.6760000000000006,57557,0,1,0.1,31.000000000000004,False,-0.056884265705627,0.08333333333333333,268117,0.0,0.0,13,0,0,1,14,14.0,27,28,19,100.0,45.0,6,15,19,272,0.8451716880081221,32.810108163859695
32,19,0,0,0,10.000000000000002,20,10.0,4.630794891484267,13,4.076923076923077,29.206178938509844,2,36.0,31.0,20,31.0,9,1.235,26653,323,0,0.0,3230.0000000000005,False,-0.11521487370496729,4,0.7080000000000002,27999,337,0,0.0,3370.0000000000005,False,-0.07089423769132054,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48914,3,86,1.0,2525.6237733862995,False,0.054555639576577775,11,2.371000000000001,58338,0,0,0.0,0.0,False,-0.044344336145466456,7,2.736000000000001,57446,0,2,0.2,62.0,False,-0.05844868539601933,0.19999999999999998,267508,0.0,0.0,13,0,0,1,16,15.75,29,30,21,103.0,39.0,6,13,21,303,0.8833402239833958,33.69344838784309
33,21,0,0,0,10.000000000000002,20,10.0,4.613881287224945,5,4.4,29.66050786910551,2,36.0,30.999999999999996,20,31.0,3,1.256,26475,336,0,0.0,3360.0000000000005,False,-0.1187517606184857,2,0.7240000000000002,27909,344,0,0.0,3440.0000000000005,False,-0.07261573132179411,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,48964,0,92,0.8,2728.7667239577067,False,0.057741185809017395,10,2.4600000000000004,58180,0,1,0.1,30.999999999999996,False,-0.04667867966254403,8,2.8090000000000006,57384,0,1,0.1,30.999999999999996,False,-0.059718240642149235,0.16666666666666666,267070,0.0,0.0,12,0,0,2,14,13.333333333333334,26,28,19,135.0,39.0,8,13,19,272,0.9594799429760315,34.65292833081912
34,19,0,0,0,10.000000000000002,20,10.0,4.571995406852947,1,2.0,30.09897893862148,2,36.0,30.999999999999996,20,31.0,1,1.2630000000000001,26349,347,0,0.0,3470.0000000000005,False,-0.12097405239600613,0,0.7220000000000002,27819,353,0,0.0,3530.0000000000005,False,-0.0740242261103634,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,49034,0,91,0.1,2739.007083414555,False,0.059319971032708,8,2.5300000000000007,58051,0,2,0.2,61.99999999999999,False,-0.04853796379719879,10,2.9010000000000002,57290,0,0,0.0,0.0,False,-0.06151199934474568,0.05000000000000001,266701,0.0,0.0,12,0,0,1,14,13.0,29,30,18,132.0,33.0,8,11,18,272,0.9049280710169114,35.557856401836034
35,18,0,0,0,10.0,20,10.0,4.244080498851486,14,2.9285714285714284,30.708909526847158,3,36.0,30.999999999999993,20,31.0,12,1.3820000000000001,26058,353,0,0.0,3530.0,False,-0.12914332216970797,2,0.7420000000000002,27659,367,0,0.0,3670.0,False,-0.07684121568750196,0,0.2,48158,0,0,0.0,0.0,False,0.012126689224690528,0,0.2,49101,4,98,1.0,3026.4494556264276,False,0.0637486544589902,5,2.572000000000001,58037,0,1,0.1,30.999999999999993,False,-0.04902121385862888,13,3.021000000000001,57026,0,2,0.2,61.999999999999986,False,-0.06532885576214269,0.21666666666666667,266039,0.0,0.0,17,0,0,0,15,15.0,25,25,17,66.0,42.0,4,14,17,370,0.7852747059660032,36.34313110780204
