index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,8,0,0,0,10.0,12,10.0,22.289506452539847,1,39.0,5.221106426947396,41,2.317073170731707,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.31700000000000006,14244,115,0,0.0,1150.0,False,-0.04307116104868914,7,1.5480000000000003,15996,11,0,0.0,245.1845709779383,False,-0.2532157021178202,34,1.7820000000000003,14409,9,0,0.0,200.60555807285863,False,-0.3277750751002396,0,0.227,29401,46,15,1.0,765.1708956395803,False,0.09309595360295779,0,0.21800000000000003,29390,95,10,1.0,846.0051105600028,False,0.09417559934231291,0.3333333333333333,119122,0.0,0.0,10,0,0,7,5,5.0,11,18,8,77.0,14.0,7,1,8,859,0.43386141303926706,6.800128103233874
11,8,0,0,0,10.0,10,10.0,22.289506452539847,0,,5.012656695446673,11,1.0,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.31700000000000006,14144,125,0,0.0,1250.0,False,-0.04629988376598218,0,1.5410000000000001,15996,11,0,0.0,245.1845709779383,False,-0.2532157021178202,11,1.8580000000000003,14069,9,0,0.0,200.60555807285863,False,-0.3435274842922337,0,0.227,29881,46,11,1.0,615.582207990547,False,0.10796752317669006,0,0.21800000000000003,29599,86,14,1.0,921.088475808414,False,0.10322399669336833,0.3333333333333333,119371,0.0,0.0,8,0,0,9,2,2.0,9,18,6,117.0,0.0,8,0,6,800,0.43781143333762884,7.237939536571503
12,6,0,0,0,10.0,11,10.0,22.289506452539847,0,,4.465025892291909,49,2.2244897959183674,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.31700000000000006,14034,136,0,0.0,1360.0,False,-0.04985147875500452,40,1.9410000000000003,14037,11,0,0.0,245.1845709779383,False,-0.3439773774328684,9,1.9370000000000005,13799,9,0,0.0,200.60555807285863,False,-0.35603675041528776,0,0.227,30167,80,10,1.0,707.2020713833527,False,0.12014537511255102,0,0.21800000000000003,29904,81,15,1.0,886.6670972756447,False,0.11378623513186126,0.3333333333333333,117623,0.0,0.0,8,0,0,9,6,6.0,6,15,6,62.0,10.0,5,1,6,810,0.38902757596224546,7.626967112533748
13,6,0,0,0,10.0,9,10.0,21.664756842327293,4,16.0,4.3833669422341845,40,3.925,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,4,0.35700000000000004,13912,145,0,0.0,1450.0,False,-0.0548237117396358,24,2.1410000000000005,13052,15,0,0.0,324.9713526349094,False,-0.38776474813206757,16,2.088,13285,9,0,0.0,194.98281158094562,False,-0.3799809393166015,2,0.24700000000000003,30435,87,10,1.0,731.3529239743741,False,0.13042450405502207,0,0.21800000000000003,30095,94,17,1.0,1007.0364925700135,False,0.12300503711546248,0.3333333333333333,116461,0.0,0.0,6,0,0,7,8,7.5,8,15,8,63.0,14.0,5,1,8,650,0.4076990997418761,8.034666212275624
14,8,0,0,0,10.0,9,10.0,21.664756842327293,0,,4.464772810473916,25,5.24,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13822,154,0,0.0,1540.0,False,-0.057729562185199534,15,2.2670000000000003,12619,15,0,0.0,324.9713526349094,False,-0.4078259045442247,10,2.172,13031,9,0,0.0,194.98281158094562,False,-0.3917489155953265,2,0.265,30719,90,10,1.0,751.8295529426525,False,0.141223429238864,0,0.21800000000000003,30296,96,19,1.0,1093.618189805496,False,0.13197082595892196,0.3333333333333333,116169,0.0,0.0,6,0,0,4,5,4.4,14,18,6,96.0,0.0,8,0,6,615,0.3813231950625777,8.415989407338202
15,6,0,0,0,10.000000000000002,9,10.0,21.664756842327293,0,,4.417934936805329,5,2.2,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13732,163,0,0.0,1630.0000000000002,False,-0.06063541263076327,4,2.2920000000000007,12503,15,0,0.0,324.9713526349094,False,-0.41320025591561094,1,2.1720000000000006,13003,9,0,0.0,194.98281158094562,False,-0.39304617282290244,0,0.263,31069,80,10,1.0,703.4347949444264,False,0.15318080513349042,0,0.21800000000000003,30635,91,19,1.0,1067.0320792492848,False,0.14392469041085781,0.3333333333333333,116624,0.0,0.0,8,0,0,5,2,2.0,12,17,6,75.0,0.0,6,0,6,790,0.34969954658299685,8.765688953921199
16,6,0,0,0,10.000000000000002,10,10.0,21.664756842327293,0,,4.367975585486245,54,4.166666666666667,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13632,173,0,0.0,1730.0000000000002,False,-0.06386413534805631,13,2.4180000000000006,12055,15,0,0.0,324.9713526349094,False,-0.43395637155682665,41,2.581000000000001,11041,9,0,0.0,194.98281158094562,False,-0.48394683998376237,6,0.32300000000000006,31191,112,10,1.0,839.2132655744595,False,0.16014998468775382,0,0.21800000000000003,30736,93,25,1.0,1281.2217294502207,False,0.15156203856296507,0.3333333333333333,114337,0.0,0.0,7,0,0,5,12,11.857142857142858,11,16,4,75.0,0.0,6,0,4,555,0.3482443355023861,9.113933289423585
17,4,0,0,0,10.000000000000002,11,10.0,21.664756842327293,0,,4.30634894963045,10,2.8,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13522,184,0,0.0,1840.0000000000002,False,-0.06741573033707865,5,2.455000000000001,11920,15,0,0.0,324.9713526349094,False,-0.4402110046183537,5,2.5900000000000007,10885,9,0,0.0,194.98281158094562,False,-0.4911744159659714,1,0.32700000000000007,31508,110,10,1.0,823.6983844593494,False,0.17149958499026222,0,0.21800000000000003,31049,85,26,1.0,1276.0396607185883,False,0.1629544474752925,0.3333333333333333,114566,0.0,0.0,7,0,0,2,4,3.3333333333333335,13,15,6,51.0,0.0,4,0,6,705,0.4001721190288663,9.514105408452451
18,6,0,0,0,10.000000000000002,14,10.0,21.664756842327293,0,,4.2894556563669,3,3.0,35.0,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13382,198,0,0.0,1980.0000000000005,False,-0.0719359421412889,0,2.450000000000001,11920,15,0,0.0,324.9713526349094,False,-0.4402110046183537,3,2.6150000000000007,10801,9,0,0.0,194.98281158094562,False,-0.49506618764869936,0,0.32600000000000007,31744,103,13,1.0,896.8139326057907,False,0.18150280641182137,0,0.21800000000000003,31504,75,23,1.0,1126.7091742275175,False,0.17691322300120224,0.3333333333333333,115033,0.0,0.0,7,0,0,5,1,1.0,10,15,6,67.0,11.0,5,1,6,840,0.35375901497900486,9.867864423431456
19,6,0,0,0,10.000000000000002,9,10.0,21.664756842327293,0,,4.196651372154033,7,1.4285714285714286,35.00000000000001,20,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13292,207,0,0.0,2070.0000000000005,False,-0.07484179258685264,0,2.4500000000000006,11920,15,0,0.0,324.9713526349094,False,-0.4402110046183537,7,2.682000000000001,10578,9,0,0.0,194.98281158094562,False,-0.5053979148540366,0,0.32600000000000007,32090,97,13,1.0,862.0751830989414,False,0.1935639737053426,0,0.21800000000000003,31848,68,23,1.0,1090.3722933064744,False,0.18887166097747404,0.3333333333333333,115410,0.0,0.0,7,0,0,3,2,2.0,13,16,6,74.0,0.0,6,0,6,790,0.35613286588341,10.223997289314866
20,6,0,0,0,10.0,11,10.0,21.664756842327293,0,,4.126401724275264,13,3.076923076923077,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13182,218,0,0.0,2180.0,False,-0.07839338757587498,13,2.5800000000000005,11477,15,0,0.0,324.9713526349094,False,-0.46073546718321656,0,2.6750000000000007,10578,9,0,0.0,194.98281158094562,False,-0.5053979148540366,0,0.32600000000000007,32073,92,23,1.0,1184.6289586333244,False,0.19885912134608072,0,0.21800000000000003,31825,66,33,1.0,1427.3425138021676,False,0.1942111519397029,0.3333333333333333,114817,0.0,0.0,3,0,0,4,4,4.0,12,16,6,56.0,11.0,5,1,6,110,0.35086421202868223,10.574861501343548
21,6,0,0,0,10.0,7,10.0,21.664756842327293,0,,4.119225390018786,28,4.071428571428571,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13112,225,0,0.0,2250.0,False,-0.0806534934779801,17,2.737000000000001,10903,15,0,0.0,324.9713526349094,False,-0.4873292403485242,11,2.785000000000001,10202,9,0,0.0,194.98281158094562,False,-0.5228182261957712,0,0.32600000000000007,32020,94,33,1.0,1542.2071866617662,False,0.2034757438738533,0,0.21800000000000003,31764,72,43,1.0,1801.5842280813529,False,0.19883994986753317,0.3333333333333333,113683,0.0,0.0,2,0,0,2,7,7.0,13,15,8,63.0,16.0,5,1,8,70,0.3701312309131026,10.944992732256651
22,8,0,0,0,10.0,11,10.0,21.664756842327293,0,,4.102493554192206,12,3.8333333333333335,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,13002,236,0,0.0,2360.0,False,-0.08420508846700245,6,2.7800000000000007,10736,15,0,0.0,324.9713526349094,False,-0.4950664530987095,6,2.834000000000001,10022,9,0,0.0,194.98281158094562,False,-0.531157736944474,0,0.32600000000000007,31990,92,43,1.0,1882.4294069856833,False,0.20861800211006137,0,0.21800000000000003,31748,66,53,1.0,2125.764574576686,False,0.2042016474213068,0.3333333333333333,113180,0.0,0.0,3,0,0,9,5,5.0,9,18,6,90.0,9.0,7,1,6,110,0.38967396039515734,11.334666692651808
23,6,0,0,0,10.0,11,10.0,21.664756842327293,0,,4.2308759712087,10,6.6,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12892,247,0,0.0,2470.0,False,-0.0877566834560248,0,2.774000000000001,10736,15,0,0.0,324.9713526349094,False,-0.4950664530987095,10,2.9280000000000004,9738,9,0,0.0,194.98281158094562,False,-0.5443156316813161,0,0.32600000000000007,31944,88,53,1.0,2227.317085466366,False,0.21325865389705953,0,0.21800000000000003,31728,60,63,1.0,2458.8525582725224,False,0.20958000070232552,0.3333333333333333,112720,0.0,0.0,3,0,0,6,3,3.0,10,16,6,74.0,0.0,6,0,6,110,0.3730740565806627,11.707740749232471
24,6,0,0,0,10.0,9,10.0,21.664756842327293,0,,4.078253492443957,22,2.8636363636363638,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12802,256,0,0.0,2560.0,False,-0.09066253390158853,16,2.9340000000000006,10157,15,0,0.0,324.9713526349094,False,-0.52189187934037,6,2.9780000000000006,9554,9,0,0.0,194.98281158094562,False,-0.5528404648911012,0,0.32600000000000007,31884,97,63,1.0,2600.590588767064,False,0.21790638581801788,0,0.21800000000000003,31725,53,73,1.0,2771.14743509953,False,0.21520070897896149,0.3333333333333333,111804,0.0,0.0,2,0,0,8,7,7.0,8,16,6,55.0,9.0,5,1,6,90,0.36804533656686544,12.075786085799336
25,6,0,0,0,10.0,14,10.0,21.664756842327293,0,,3.909570246446512,23,2.608695652173913,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12662,270,0,0.0,2700.0,False,-0.09518274570579878,6,2.9780000000000006,9975,15,0,0.0,324.9713526349094,False,-0.5303240513196139,17,3.142000000000001,8924,9,0,0.0,194.98281158094562,False,-0.5820287525115607,0,0.32600000000000007,31855,100,73,1.0,2945.9570246446515,False,0.22317974501127927,0,0.21800000000000003,31694,53,83,1.0,3112.2072230616654,False,0.2203216358325992,0.3333333333333333,110792,0.0,0.0,3,0,0,9,7,7.0,6,15,6,66.0,11.0,5,1,6,140,0.3764980584383011,12.452284144237638
26,6,0,0,0,10.0,12,10.0,21.664756842327293,0,,3.848715791790056,20,3.3,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12542,282,0,0.0,2820.0,False,-0.09905721296655043,0,2.9720000000000004,9975,15,0,0.0,324.9713526349094,False,-0.5303240513196139,20,3.3250000000000006,8198,9,0,0.0,194.98281158094562,False,-0.6156647791979951,0,0.32600000000000007,31831,98,83,1.0,3282.174147595426,False,0.2284687148602675,0,0.21800000000000003,31652,55,93,1.0,3466.6793685484536,False,0.22528497391544866,0.3333333333333333,109880,0.0,0.0,3,0,0,7,3,3.0,8,15,8,48.0,21.0,4,2,8,120,0.3801824199035764,12.832466564141214
27,8,0,0,0,9.999999999999998,13,10.0,21.664756842327293,0,,3.692900073507408,29,2.7241379310344827,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12412,295,0,0.0,2949.9999999999995,False,-0.10325455249903139,8,3.0520000000000014,9767,15,0,0.0,324.9713526349094,False,-0.5399608192958926,21,3.5150000000000015,7379,9,0,0.0,194.98281158094562,False,-0.6536095531045927,0,0.32600000000000007,31800,101,93,1.0,3627.982907424249,False,0.23367678840650796,0,0.21800000000000003,31604,61,103,1.0,3830.2669044839527,False,0.23019537755503278,0.3333333333333333,108644,0.0,0.0,2,0,0,9,5,5.0,7,16,6,93.0,12.0,7,1,6,130,0.42644236236810684,13.25890892650932
28,6,0,0,0,9.999999999999998,8,10.0,21.664756842327293,0,,3.740871448307141,4,6.0,35.00000000000001,0,,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12332,303,0,0.0,3029.9999999999995,False,-0.10583753067286582,4,3.084000000000001,9667,15,0,0.0,324.9713526349094,False,-0.5445938808229497,0,3.494000000000001,7379,9,0,0.0,194.98281158094562,False,-0.6536095531045927,0,0.32600000000000007,31776,95,103,1.0,3960.3827875891793,False,0.23889570939166097,0,0.21800000000000003,31604,51,113,1.0,4145.784443863665,False,0.2359853276298981,0.3333333333333333,108440,0.0,0.0,2,0,0,8,1,1.0,7,15,4,61.0,16.0,5,1,4,80,0.3862148402258754,13.645123766735196
29,4,0,0,0,10.0,10,10.0,21.664756842327293,0,,3.821332504288677,22,4.454545454545454,35.00000000000001,9,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12232,313,0,0.0,3130.0,False,-0.10906625339015885,17,3.250000000000001,9102,15,0,0.0,324.9713526349094,False,-0.5707706784508222,5,3.5440000000000014,7244,9,0,0.0,194.98281158094562,False,-0.6598641861661197,0,0.32600000000000007,31711,95,113,1.0,4318.026587907425,False,0.2430731197546047,0,0.21800000000000003,31886,53,114,1.0,4192.5306227273,False,0.24719291339830615,0.3333333333333333,107857,0.0,0.0,5,0,0,7,4,4.0,6,13,6,45.0,12.0,3,1,6,415,0.37647465988993645,14.021598426625133
30,6,0,0,0,10.0,11,10.0,21.664756842327293,0,,3.8038158288004293,20,3.65,35.00000000000001,3,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12122,324,0,0.0,3240.0,False,-0.11261784837918119,3,3.263000000000001,9015,15,0,0.0,324.9713526349094,False,-0.5748014419793619,17,3.7090000000000005,6650,9,0,0.0,194.98281158094562,False,-0.6873845716368387,0,0.32600000000000007,31701,90,123,1.0,4647.34342459204,False,0.2487492829410951,0,0.21800000000000003,31928,58,121,1.0,4455.621318070426,False,0.25356225122161014,0.3333333333333333,107098,0.0,0.0,4,0,0,7,5,5.0,8,15,4,77.0,0.0,6,0,4,215,0.40134812984615564,14.422946556471288
31,4,0,0,0,10.000000000000002,9,10.0,21.664756842327293,0,,3.79339408304547,25,3.72,35.00000000000001,8,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,12032,333,0,0.0,3330.0000000000005,False,-0.11552369882474493,19,3.4500000000000006,8346,15,0,0.0,324.9713526349094,False,-0.6057966235953737,6,3.7520000000000007,6494,9,0,0.0,194.98281158094562,False,-0.6946121476190479,0,0.32600000000000007,31918,95,125,1.0,4735.37243788932,False,0.2583288515779595,0,0.21800000000000003,31898,58,131,1.0,4805.016856816638,False,0.2588728457594715,0.3333333333333333,106370,0.0,0.0,4,0,0,8,4,4.0,6,14,4,57.0,0.0,4,0,4,370,0.37347317673265934,14.796419733203948
32,4,0,0,0,10.000000000000002,9,10.0,21.664756842327293,0,,3.8163881259695014,39,3.923076923076923,35.00000000000001,7,35.0,0,0.2,15682,0,0,0.0,0.0,False,0.012656593051788713,0,0.35300000000000004,11942,342,0,0.0,3420.0000000000005,False,-0.11842954927030866,21,3.641000000000001,7600,15,0,0.0,324.9713526349094,False,-0.6403592625872195,18,3.926000000000001,5918,9,0,0.0,194.98281158094562,False,-0.7212985820148966,0,0.32600000000000007,31793,105,135,1.0,5125.7207532267985,False,0.26090433356381976,0,0.21800000000000003,32115,67,134,1.0,4945.698004439958,False,0.26941861497485875,0.3333333333333333,105050,0.0,0.0,4,0,0,6,5,5.0,7,13,6,38.0,11.0,3,1,6,335,0.37695856392383575,15.173378297127783
