index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
57,23,0,0,0,9.999999999999998,7,10.0,7.094667063293557,3,7.0,15.954458271487841,7,8.857142857142858,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.4260000000000006,21225,554,0,0.0,5539.999999999999,False,-0.16666666666666666,3,1.7600000000000002,39217,0,3,0.3,47.863374814463526,False,0.03385319020463779,0,1.6130000000000004,39445,0,2,0.0,31.908916542975682,False,0.039649975188942144,9,3.071000000000001,56285,0,0,0.0,0.0,False,-0.04434860858787375,1,2.1180000000000008,58862,12,10,1.0,451.45349925785416,False,0.003238310094383887,0.21666666666666667,243988,0.0,0.0,9,0,0,16,7,6.5,16,32,24,164.0,79.0,11,12,24,338,1.0851877530221827,75.67956643301295
58,24,0,0,0,9.999999999999998,14,10.0,7.088646609146484,3,7.0,15.954458271487841,0,,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.4530000000000007,21058,568,0,0.0,5679.999999999999,False,-0.1700354240466764,0,1.7570000000000001,39196,0,6,0.3,95.72674962892705,False,0.03393042930800042,0,1.6130000000000004,39445,0,2,0.0,31.908916542975682,False,0.039649975188942144,12,3.182000000000001,56147,0,0,0.0,0.0,False,-0.04669168208907075,0,2.1170000000000004,59070,2,12,1.0,343.9089165429757,False,0.005856910509389068,0.21666666666666667,243870,0.0,0.0,11,0,0,12,7,7.0,17,29,19,169.0,101.0,10,14,19,348,1.0985229309881106,76.77808936400106
59,19,0,0,0,10.0,13,10.0,7.082796048960072,3,7.0,16.198130588068597,6,20.333333333333332,26.000000000000004,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.4800000000000004,20901,581,0,0.0,5810.0,False,-0.17323053413905676,0,1.7570000000000003,39196,0,6,0.0,97.18878352841159,False,0.033949688896727975,4,1.6530000000000002,39462,0,3,0.3,48.594391764205795,False,0.04031766244815312,11,3.2800000000000007,55903,0,6,0.6,156.00000000000003,False,-0.04951016180790193,0,2.1170000000000004,59304,0,5,0.2,130.00000000000003,False,0.008013990525833235,0.18333333333333332,243720,0.0,0.0,12,0,0,13,9,9.0,18,31,20,138.0,95.0,9,10,20,382,1.0873203540104441,77.8654097180115
60,20,0,0,0,10.000000000000002,8,10.0,7.077139280560014,3,7.0,17.49294124855684,21,23.476190476190474,26.0,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.507000000000001,20794,589,0,0.0,5890.000000000001,False,-0.17555740779329027,0,1.7570000000000001,39300,0,4,0.3,69.97176499422736,False,0.03633116984131932,13,1.7790000000000004,39510,0,0,0.0,0.0,False,0.04094214353461903,7,3.3390000000000004,55878,0,5,0.5,130.0,False,-0.050155355960405455,2,2.1370000000000005,59056,6,10,1.0,364.95764749134105,False,0.0057978984285390915,0.3,243492,0.0,0.0,11,0,0,8,9,8.066666666666666,21,29,17,129.0,96.0,8,12,17,465,1.0509083829820156,78.91631810099352
61,17,0,0,0,10.000000000000002,14,10.0,7.071696576803191,3,7.0,18.22482023227003,10,26.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.5340000000000003,20627,603,0,0.0,6030.000000000001,False,-0.17892616517329998,6,1.8170000000000002,39434,0,0,0.0,0.0,False,0.038939825060596484,0,1.7660000000000005,39489,0,3,0.3,54.67446069681009,False,0.041109106079365756,0,3.3320000000000007,55748,0,10,0.5,260.0,False,-0.051258977537056216,0,2.1350000000000002,58926,1,20,1.0,538.2248202322701,False,0.005061589047254242,0.3,243178,0.0,0.0,7,0,0,11,3,2.2,18,29,23,136.0,59.0,9,8,23,140,1.1052109359879978,80.02152903698152
62,23,0,0,0,10.000000000000002,7,10.0,7.061978745024925,6,7.0,19.199868087378363,15,26.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,2.591000000000001,20497,610,0,0.0,6100.000000000001,False,-0.18222546363825798,10,1.9110000000000003,39443,0,3,0.3,57.59960426213509,False,0.039935709825352265,2,1.7860000000000005,39556,0,3,0.3,57.59960426213509,False,0.042912841240675265,0,3.3320000000000007,55748,0,10,0.0,260.0,False,-0.051258977537056216,0,2.1350000000000002,58536,6,30,1.0,895.1992085242701,False,0.0014703567968170476,0.26666666666666666,242734,0.0,0.0,3,0,0,13,5,4.4,19,32,18,190.0,81.0,12,11,18,70,1.144550868018996,81.16607990500052
63,18,0,0,0,10.000000000000002,10,10.0,7.057638529058108,3,7.0,19.199868087378363,0,,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.6150000000000007,20370,620,0,0.0,6200.000000000001,False,-0.1848996318677502,0,1.9010000000000005,39443,0,3,0.0,57.59960426213509,False,0.039935709825352265,0,1.7840000000000003,39535,0,6,0.3,115.19920852427018,False,0.04311833713410616,0,3.332000000000001,55748,0,10,0.0,260.0,False,-0.051258977537056216,0,2.1350000000000002,58536,0,36,0.6,936.0,False,0.0018167309031020256,0.15,242586,0.0,0.0,5,0,0,9,1,1.0,20,29,18,180.0,54.0,10,8,18,100,1.0695817479863763,82.23566165298689
64,18,0,0,0,10.000000000000002,13,10.0,7.0498768595109444,6,7.0,19.501690920904064,5,26.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,2.6720000000000006,20180,633,0,0.0,6330.000000000001,False,-0.18924081405848442,0,1.9010000000000005,39422,0,6,0.3,117.01014552542438,False,0.04016506145965617,0,1.7840000000000003,39644,0,4,0.3,78.00676368361626,False,0.04550014179159576,0,3.3320000000000007,55618,0,15,0.5,390.0,False,-0.05236259911370698,0,2.1350000000000002,58536,0,36,0.0,936.0,False,0.0018167309031020256,0.18333333333333335,242354,0.0,0.0,9,0,0,13,2,2.0,15,28,7,114.0,58.0,8,10,7,260,0.9780987349804491,83.21376038796734
65,7,0,0,0,10.000000000000002,8,10.0,7.0498768595109444,0,,19.995317743614624,10,25.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,2.666000000000001,20100,641,0,0.0,6410.000000000001,False,-0.19062999235951936,4,1.9410000000000005,39588,0,0,0.0,0.0,False,0.04299715460006323,0,1.7840000000000003,39644,0,4,0.0,79.9812709744585,False,0.045526152268079594,0,3.332000000000001,55618,0,15,0.0,390.0,False,-0.05236259911370698,0,2.1350000000000002,58286,0,46,1.0,1196.0,False,-0.00022072431533015264,0.16666666666666666,242190,0.0,0.0,5,0,0,16,1,0.8,11,27,8,75.0,5.0,5,2,8,205,0.8763150890008546,84.0900754769682
66,8,0,0,0,10.0,9,10.0,7.0433853869528305,6,7.0,20.952458532886975,20,25.75,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,2.726000000000001,19950,650,0,0.0,6500.0,False,-0.19427658539973605,10,2.0370000000000004,39592,0,3,0.3,62.85737559866092,False,0.04393056928547078,6,1.844,39757,0,3,0.3,62.85737559866092,False,0.04827770807775659,0,3.332000000000001,55233,5,25,1.0,754.7622926644349,False,-0.055802822786691686,0,2.1350000000000002,58156,0,51,0.5,1326.0,False,-0.0013243458919809158,0.35000000000000003,241642,0.0,0.0,4,0,0,14,6,5.2,11,25,14,90.0,54.0,5,3,14,90,1.3698510930407792,85.45992657000897
67,14,0,0,0,10.0,11,10.0,7.0404599109337616,3,7.0,20.920631363532205,7,20.428571428571427,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.750000000000001,19813,661,0,0.0,6610.0,False,-0.19712440091685768,0,2.027,39610,0,1,0.0,20.920631363532205,False,0.043852363675881766,2,1.8580000000000003,39819,0,3,0.3,62.76189409059661,False,0.049909920619804454,0,3.3320000000000007,55233,0,30,0.5,780.0,False,-0.0555885698762246,0,2.1350000000000002,58013,0,58,0.7,1508.0,False,-0.002207243153301526,0.25,241442,0.0,0.0,6,0,0,17,2,1.4,13,30,17,144.0,62.0,8,6,17,128,1.0257567499647848,86.48568331997376
68,17,0,0,0,10.0,8,10.0,6.770918357896803,14,6.0,21.1542722123443,5,26.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,14,2.8870000000000013,19593,669,0,0.0,6690.0,False,-0.2033757032715149,0,2.027,39526,4,11,1.0,259.7806677673745,False,0.044785813412469434,2,1.8760000000000006,39907,0,0,0.0,0.0,False,0.051401622931815785,0,3.3320000000000007,55103,0,35,0.5,910.0,False,-0.05669219145287536,0,2.1350000000000002,58013,0,58,0.0,1508.0,False,-0.002207243153301526,0.25,241096,0.0,0.0,4,0,0,19,2,1.4,12,31,17,151.0,114.0,9,8,17,80,1.0675331089878455,87.5532164289616
69,17,0,0,0,10.0,10,10.0,6.784227416749603,3,7.0,21.1542722123443,0,,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.903000000000001,19466,679,0,0.0,6790.0,False,-0.20604987150100715,0,2.027,39505,0,18,0.7,380.7768998221974,False,0.04582644245734801,0,1.8740000000000003,39907,0,0,0.0,0.0,False,0.051401622931815785,0,3.3320000000000007,55103,0,35,0.0,910.0,False,-0.05669219145287536,0,2.1350000000000002,58013,0,58,0.0,1508.0,False,-0.002207243153301526,0.11666666666666665,240948,0.0,0.0,4,0,0,23,1,1.0,7,30,13,180.0,96.0,10,7,13,100,1.0679176659905352,88.62113409495214
70,13,0,0,0,10.0,14,10.0,6.808899527458046,6,7.0,20.77093140419095,24,19.208333333333336,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,2.960000000000001,19266,693,0,0.0,6930.0,False,-0.2105647009793707,1,2.0370000000000004,39794,0,3,0.3,62.312794212572854,False,0.049245347167938824,5,1.9240000000000006,39911,0,3,0.3,62.312794212572854,False,0.05232786376610512,0,3.3320000000000007,54897,4,45,1.0,1253.0837256167638,False,-0.05727724904819636,0,2.1350000000000002,57758,0,68,1.0,1768.0,False,-0.0043295923391683784,0.43333333333333335,240580,0.0,0.0,9,0,0,19,4,3.2,9,28,19,126.0,92.0,7,6,19,346,1.0281989779905416,89.64933307294268
71,19,0,0,0,10.0,11,10.0,6.820313899474077,3,7.0,20.189209799662642,20,17.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,2.9840000000000004,19129,704,0,0.0,7040.0,False,-0.21341251649649232,0,2.0360000000000005,39773,0,6,0.3,121.13525879797585,False,0.049466951981214806,17,2.0890000000000004,39894,0,0,0.0,0.0,False,0.051059121087575085,0,3.332000000000001,54557,14,55,1.0,1712.648937195277,False,-0.0591486074231686,0,2.1350000000000002,57758,0,68,0.0,1768.0,False,-0.0043295923391683784,0.21666666666666667,240065,0.0,0.0,6,0,0,23,2,1.85,10,33,29,183.0,115.0,11,8,29,110,1.2250073369941674,90.87434040993685
72,29,0,0,0,10.0,8,10.0,6.831496834858889,3,7.0,20.189209799662642,0,,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.011000000000001,19022,712,0,0.0,7120.0,False,-0.21573939015072585,0,2.0360000000000005,39752,0,9,0.3,181.70288819696378,False,0.04971154610861208,0,2.0720000000000005,39894,0,0,0.0,0.0,False,0.051059121087575085,0,3.3320000000000007,54557,4,65,1.0,1770.7568391986506,False,-0.05865530638913139,0,2.1350000000000002,57758,0,68,0.0,1768.0,False,-0.0043295923391683784,0.21666666666666667,239937,0.0,0.0,4,0,0,21,1,1.0,16,37,23,247.0,143.0,16,13,23,80,1.281882781011518,92.15622319094837
73,23,0,0,0,10.0,10,10.0,6.842395362138721,3,7.0,20.56896138103126,10,25.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.0380000000000007,18895,722,0,0.0,7220.0,False,-0.21841355838021811,1,2.0460000000000003,39981,0,0,0.0,0.0,False,0.05335124881441669,0,2.0720000000000005,39873,0,3,0.3,61.70688414309379,False,0.05131872278616145,0,3.332000000000001,54432,0,74,0.9,1924.0,False,-0.059476713584732666,0,2.1350000000000002,57633,0,73,0.5,1898.0,False,-0.005348319948384468,0.2833333333333333,239768,0.0,0.0,6,0,0,19,2,1.2,14,33,14,183.0,124.0,11,12,14,225,1.1828660640167072,93.33908925496507
74,14,0,0,0,10.0,13,10.0,6.862201178268931,6,7.0,20.797128857093416,5,26.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,3.0950000000000006,18705,735,0,0.0,7350.0,False,-0.2227547405709523,5,2.0950000000000006,39985,0,3,0.3,62.39138657128025,False,0.05427852495746762,0,2.0720000000000005,39852,0,6,0.3,124.7827731425605,False,0.05159635858813579,0,3.332000000000001,54432,0,74,0.0,1924.0,False,-0.059476713584732666,0,2.1350000000000002,57503,0,78,0.5,2028.0,False,-0.006451941525035231,0.18333333333333335,239431,0.0,0.0,7,0,0,20,3,3.0,8,28,18,144.0,31.0,8,6,18,130,1.03059659502469,94.36968584998976
75,18,0,0,0,10.0,10,10.0,6.862201178268931,0,,21.19554691325633,17,23.705882352941178,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,3.0890000000000004,18605,745,0,0.0,7450.0,False,-0.22449121344724596,4,2.1300000000000003,40047,0,0,0.0,0.0,False,0.05509010433133101,4,2.1120000000000005,40023,0,0,0.0,0.0,False,0.05445779323427126,0,3.3320000000000007,54302,0,79,0.5,2054.0,False,-0.06058033516138343,0,2.1350000000000002,57230,2,88,1.0,2330.3910938265126,False,-0.008520034179784046,0.25,239161,0.0,0.0,6,0,0,20,3,2.2,9,29,18,144.0,57.0,8,10,18,230,1.0737703919876367,95.4434562419774
76,18,0,0,0,10.0,11,10.0,6.871193832650394,3,7.0,21.179479175702166,10,21.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.119000000000001,18468,756,0,0.0,7560.0,False,-0.22733902896436758,0,2.126000000000001,40047,0,0,0.0,0.0,False,0.05509010433133101,10,2.2080000000000006,39982,0,3,0.3,63.538437527106495,False,0.05421459634217396,0,3.3320000000000007,54092,0,89,1.0,2314.0,False,-0.06193863864033822,0,2.1350000000000002,57230,0,90,0.2,2340.0,False,-0.008438460363006604,0.25,238773,0.0,0.0,6,0,0,20,3,3.0,12,32,21,170.0,84.0,10,8,21,110,1.1158929700031877,96.55934921198059
77,21,0,0,0,10.0,7,10.0,6.628239819829147,16,6.0,21.179479175702166,0,,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,16,3.2760000000000002,18238,763,0,0.0,7630.0,False,-0.2341112731819129,0,2.126,40047,0,0,0.0,0.0,False,0.05509010433133101,0,2.1980000000000004,39886,6,13,1.0,315.102668203103,False,0.05499924475976272,0,3.3320000000000007,54092,0,89,0.0,2314.0,False,-0.06193863864033822,0,2.1350000000000002,57230,0,90,0.0,2340.0,False,-0.008438460363006604,0.16666666666666666,238447,0.0,0.0,3,0,0,22,1,1.0,9,31,16,153.0,105.0,11,10,16,70,1.0896700320299715,97.64901924401056
78,16,0,0,0,10.0,15,10.0,6.648652716935402,3,7.0,21.3184626661599,15,22.333333333333332,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.290000000000001,18061,778,0,0.0,7780.0,False,-0.237653677849552,10,2.2260000000000004,40027,0,0,0.0,0.0,False,0.054563178417114555,0,2.1980000000000004,39990,0,17,0.9,362.4138653247183,False,0.05836249690858785,0,3.3320000000000007,53882,0,99,1.0,2574.0,False,-0.063296942119293,0,2.1350000000000002,57105,0,95,0.5,2470.0,False,-0.009457187972222694,0.39999999999999997,238019,0.0,0.0,8,0,0,20,3,3.0,7,27,18,126.0,102.0,7,9,18,275,1.0164749289979227,98.66549417300848
79,18,0,0,0,9.999999999999998,15,10.0,6.648652716935402,0,,21.06681047568184,33,20.21212121212121,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,3.2870000000000013,17911,793,0,0.0,7929.999999999998,False,-0.2402583871639925,15,2.3660000000000005,40037,0,0,0.0,0.0,False,0.05482664137422279,1,2.2080000000000006,40251,0,0,0.0,0.0,False,0.06046474865633892,0,3.332000000000001,53345,18,109,1.0,3213.2025885622734,False,-0.06698810984802052,0,2.1350000000000002,56975,0,100,0.5,2600.0,False,-0.010560809548873456,0.25,237473,0.0,0.0,10,0,0,25,4,3.3333333333333335,6,31,22,151.0,121.0,9,9,22,405,1.1122090690187179,99.7777032420272
80,22,0,0,0,9.999999999999998,11,10.0,6.686861697896806,6,7.0,21.06681047568184,0,,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,3.3470000000000013,17741,804,0,0.0,8039.999999999998,False,-0.24425227477946795,0,2.3510000000000004,40016,0,3,0.3,63.20043142704552,False,0.05510591779200977,0,2.2070000000000007,40230,0,3,0.3,63.20043142704552,False,0.0607440250741259,0,3.3320000000000007,53345,8,119,1.0,3262.534483805455,False,-0.06656931181719393,0,2.1350000000000002,56975,0,100,0.0,2600.0,False,-0.010560809548873456,0.26666666666666666,237261,0.0,0.0,5,0,0,20,2,2.0,12,32,23,201.0,135.0,12,10,23,110,1.195341263024602,100.9730445050518
81,23,0,0,0,9.999999999999998,13,10.0,6.730311474822527,8,7.0,21.06681047568184,0,,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,8,3.421000000000001,17529,817,0,0.0,8169.999999999998,False,-0.24935750503577134,0,2.351000000000001,39981,0,8,0.5,168.53448380545473,False,0.055571378488321464,0,2.2070000000000003,40209,0,6,0.3,126.40086285409105,False,0.06102330149191288,0,3.332000000000001,53345,0,127,0.8,3302.0,False,-0.06623427339253272,0,2.1350000000000002,56975,0,100,0.0,2600.0,False,-0.010560809548873456,0.26666666666666666,236993,0.0,0.0,8,0,0,21,2,2.0,8,29,16,198.0,139.0,11,12,16,130,1.1758776070200838,102.14892211207189
82,16,0,0,0,9.999999999999996,15,10.0,6.730311474822527,0,,21.21187119353638,5,25.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,3.4130000000000016,17379,832,0,0.0,8319.999999999996,False,-0.2519622143502119,0,2.3510000000000004,40106,0,3,0.0,63.63561358060913,False,0.05748281712483682,0,2.2070000000000007,40209,0,6,0.0,127.27122716121826,False,0.06103476692961884,0,3.332000000000001,53220,0,132,0.5,3432.0,False,-0.06725300100174882,0,2.1350000000000002,56975,0,100,0.0,2600.0,False,-0.010560809548873456,0.08333333333333333,236843,0.0,0.0,9,0,0,15,0,0.0,15,30,13,144.0,97.0,8,8,13,275,1.051042424980551,103.19996453705244
83,13,0,0,0,9.999999999999998,7,10.0,6.758263445981276,6,7.0,20.848309322045345,24,19.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,3.4730000000000003,17249,839,0,0.0,8389.999999999998,False,-0.25526151281516984,11,2.4610000000000007,40031,0,3,0.3,62.544927966136036,False,0.05549247718366188,4,2.2470000000000008,40354,0,3,0.3,62.544927966136036,False,0.06400233069825773,0,3.3320000000000007,52894,9,142,1.0,3879.634783898408,False,-0.06898793840179969,0,2.1350000000000002,56845,0,105,0.5,2730.0,False,-0.01166443112552422,0.35000000000000003,236327,0.0,0.0,4,0,0,20,6,5.2,5,25,20,126.0,93.0,7,6,20,195,1.0468065519817173,104.24677108903416
84,20,0,0,0,10.0,12,10.0,6.783227321364095,6,7.0,21.17725512613333,10,25.5,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,3.5270000000000015,17069,851,0,0.0,8510.0,False,-0.25942904771827463,0,2.4500000000000006,40010,0,6,0.3,127.06353075679996,False,0.05578911806772053,7,2.3130000000000006,40436,0,3,0.3,63.53176537839998,False,0.06617572670168617,0,3.3320000000000007,52639,9,152,1.0,4142.5952961351995,False,-0.0710851546247245,0,2.1350000000000002,56845,0,105,0.0,2730.0,False,-0.01166443112552422,0.26666666666666666,235953,0.0,0.0,5,0,0,21,4,3.4,12,33,20,183.0,102.0,11,9,20,120,1.2058089679921977,105.45258005702635
85,20,0,0,0,10.0,9,10.0,6.7949891288071775,3,7.0,21.359560767521277,5,26.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.551000000000001,16952,860,0,0.0,8600.0,False,-0.2619295686601375,0,2.4500000000000006,39989,0,9,0.3,192.2360469076915,False,0.05609437304915818,2,2.326000000000001,40524,0,0,0.0,0.0,False,0.06765728738539362,0,3.3320000000000007,52509,4,162,1.0,4297.438243070085,False,-0.07197787456856819,0,2.1350000000000002,56845,0,105,0.0,2730.0,False,-0.01166443112552422,0.21666666666666667,235773,0.0,0.0,6,0,0,23,2,1.4,6,29,19,154.0,104.0,10,10,19,90,1.0992081920267083,106.55178824905306
86,19,0,0,0,10.0,13,10.0,6.806645953797436,3,7.0,21.641669625927484,10,25.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.5780000000000016,16795,873,0,0.0,8730.0,False,-0.2651246787525179,1,2.4600000000000004,40218,0,0,0.0,0.0,False,0.059595320897881755,0,2.3240000000000007,40503,0,3,0.3,64.92500887778246,False,0.0679592819169272,0,3.3320000000000007,52259,4,172,1.0,4558.56667850371,False,-0.07400575005090494,0,2.1350000000000002,56845,0,105,0.0,2730.0,False,-0.01166443112552422,0.21666666666666667,235574,0.0,0.0,9,0,0,22,2,1.2,7,29,18,147.0,120.0,9,10,18,255,1.1154329259879887,107.66722117504105
87,18,0,0,0,10.0,12,10.0,6.828336426654846,6,7.0,21.91467367857023,20,23.5,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,3.6350000000000007,16615,885,0,0.0,8850.0,False,-0.2692922136556227,15,2.6090000000000004,40207,0,3,0.3,65.74402103571069,False,0.06017156735477548,2,2.3440000000000007,40525,0,3,0.3,65.74402103571069,False,0.06854968939081721,0,3.332000000000001,51914,9,182,1.0,4929.2320631071325,False,-0.07671670829492899,0,2.1350000000000002,56720,0,110,0.5,2860.0,False,-0.01268315873474031,0.35000000000000003,234935,0.0,0.0,7,0,0,20,6,5.4,11,31,23,144.0,105.0,8,10,23,120,1.1235231889877468,108.7907443640288
88,23,0,0,0,10.0,10,10.0,6.847361928297469,6,7.0,22.14748376316999,10,25.0,26.0,0,,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,6,3.6890000000000014,16455,895,0,0.0,8950.0,False,-0.2731124539834688,0,2.5940000000000003,40186,0,6,0.3,132.88490257901995,False,0.060502751904560885,7,2.412000000000001,40602,0,3,0.3,66.44245128950998,False,0.07058755468555045,0,3.3320000000000007,51914,0,191,0.9,4966.0,False,-0.07640457069120668,0,2.1350000000000002,56470,0,120,1.0,3120.0,False,-0.014720613953172488,0.4166666666666667,234581,0.0,0.0,5,0,0,23,4,3.4,11,34,20,196.0,123.0,12,11,20,100,1.1931941719958559,109.98393853602465
89,20,0,0,0,9.999999999999998,11,10.0,6.856215097223718,3,7.0,22.262251984787177,5,25.0,26.000000000000004,4,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.7130000000000014,16318,906,0,0.0,9059.999999999998,False,-0.2759602695005904,0,2.5940000000000003,40165,0,9,0.3,200.3602678630846,False,0.06083834265811841,2,2.4250000000000007,40685,0,0,0.0,0.0,False,0.07189904099483613,0,3.332000000000001,51992,0,188,0.0,4888.000000000001,False,-0.07574239774521623,0,2.1350000000000002,56371,0,124,0.5,3224.0000000000005,False,-0.015518617247058424,0.13333333333333333,234485,0.0,0.0,10,0,0,24,2,1.4,7,31,16,132.0,106.0,9,11,16,214,1.1197831119643524,111.103721647989
90,16,0,0,0,10.0,9,10.0,6.856215097223718,0,,22.31007563183475,15,22.666666666666668,26.000000000000004,10,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,0,3.7100000000000013,16228,915,0,0.0,9150.0,False,-0.2775230950892547,1,2.6040000000000005,40354,0,0,0.0,0.0,False,0.0631784171145537,5,2.4730000000000003,40710,0,0,0.0,0.0,False,0.0725576983876067,0,3.332000000000001,51907,0,193,0.5,5018.000000000001,False,-0.07608197361495492,0,2.1350000000000002,56376,0,124,1.0,3224.0000000000005,False,-0.01543372327962375,0.25,234529,0.0,0.0,11,0,0,22,2,1.2,5,27,17,98.0,75.0,6,10,17,475,1.0042591970413923,112.1079808450304
91,17,0,0,0,9.999999999999998,8,10.0,6.864920385986675,3,7.0,22.08726477130212,5,17.0,26.0,19,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.7400000000000015,16121,923,0,0.0,9229.999999999998,False,-0.2798499687434882,5,2.653000000000001,40313,0,3,0.3,66.26179431390636,False,0.06297109540407188,0,2.468000000000001,40710,0,0,0.0,0.0,False,0.0725576983876067,0,3.3320000000000007,52056,0,189,0.5,4914.0,False,-0.07443503064672224,0,2.1350000000000002,56636,0,114,0.0,2964.0,False,-0.013226480126322224,0.13333333333333333,234790,0.0,0.0,13,0,0,24,2,2.0,8,32,19,140.0,84.0,9,8,19,574,1.0971689859870821,113.20514983101748
92,19,0,0,0,9.999999999999998,13,10.0,6.8734345599142515,3,7.0,21.634820968472344,15,18.4,25.999999999999996,20,26.0,0,0.2,28954,0,0,0.0,0.0,False,0.0055567132041397516,3,3.7670000000000017,15964,936,0,0.0,9359.999999999998,False,-0.2830450788358686,5,2.6980000000000004,40362,0,0,0.0,0.0,False,0.06338918748024028,7,2.5380000000000003,40661,0,3,0.3,64.90446290541703,False,0.07212172598410543,0,3.3320000000000007,52238,0,182,0.5,4731.999999999999,False,-0.07288996043941118,0,2.1350000000000002,56698,0,116,1.0,3015.9999999999995,False,-0.011732346299471959,0.3,234877,0.0,0.0,18,0,0,20,4,3.4,12,32,19,153.0,99.0,11,8,19,650,1.1293195440084673,114.33446937502595
