index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
91,27,0,0,0,10.0,20,10.0,25.85395772668113,45,25.155555555555555,30.806820451815348,9,23.22222222222222,36.000000000000014,12,36.0,2,6.718000000000001,51963,29,10,1.0,548.5395772668113,False,0.2628374178323077,0,0.31700000000000006,57754,3,14,1.0,391.95540817353583,False,0.4009422870563706,7,9.189,4833.0,1033,0,0.0,26707.13833166161,False,-0.7143754940739276,0,0.2,56304,593,307,1.0,24789.090810629223,False,0.07892741672788481,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,12,8.501000000000001,41221,1577,0,0.0,48582.3558525128,False,-0.289332444607997,0.5,304556,0.0,0.0,15,0,0,14,9,8.4,22,36,31,167.0,43.0,15,12,31,1378,1.7292771820211783,270.4825560153695
92,31,0,0,0,10.0,20,10.0,26.194499191076737,29,28.896551724137932,33.53174815132501,35,41.82857142857143,36.000000000000014,9,36.0,7,6.786000000000003,52161,28,10,1.0,541.9449919107674,False,0.26754436107712765,0,0.31700000000000006,58040,4,12,1.0,354.3339902929208,False,0.4074015954344605,0,9.182,4437.0,1045,0,0.0,27373.25165467519,False,-0.71536403456194,0,0.2,57326,600,282,1.0,25172.652493319696,False,0.09799014098063313,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,8.579000000000002,39636,1612,0,0.0,54053.17801993592,False,-0.2768529353253498,0.5,304081,0.0,0.0,15,0,0,12,6,5.411764705882353,26,38,21,236.0,42.0,17,14,21,2060,1.690913996018935,272.1734700113884
93,21,0,0,0,10.0,20,10.0,26.049188361320432,18,24.166666666666668,33.34070695756307,1,9.0,36.000000000000014,10,36.0,0,6.779000000000001,52116,27,15,1.0,660.7378254198065,False,0.2678923948437062,1,0.32700000000000007,58298,5,10,1.0,310.4918836132043,False,0.4131088103905862,1,9.192000000000002,4025.0,1058,0,0.0,27560.041286277017,False,-0.720367806713387,0,0.2,57281,595,292,1.0,25234.753506594076,False,0.09777106078395925,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,8.670000000000002,39482,1613,0,0.0,53778.56032254924,False,-0.28001301569388803,0.5,303683,0.0,0.0,13,0,0,16,9,8.076923076923077,19,35,16,127.0,60.0,11,10,16,245,1.4937167459866032,273.667186757375
94,16,0,0,0,10.0,20,10.0,25.783787079138737,37,24.16216216216216,33.34070695756307,0,,36.000000000000014,9,36.0,3,6.809000000000002,52248,22,10,1.0,477.8378707913874,False,0.26887269274497033,9,0.41600000000000004,58596,10,10,1.0,357.8378707913874,False,0.4208852637591127,0,9.191,3271.0,1080,0,0.0,27846.490045469836,False,-0.7299601868494509,0,0.2,57141,600,302,1.0,25539.165748667292,False,0.09796276089290039,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,8.750000000000002,39367,1613,0,0.0,53778.56032254924,False,-0.281260520683908,0.5,303104,0.0,0.0,13,0,0,9,6,5.292307692307692,22,31,17,107.0,21.0,9,7,17,607,1.6575709189637564,275.3247576763388
95,17,0,0,0,10.0,20,10.0,25.76888320264891,28,25.642857142857142,32.12306195154865,14,22.071428571428573,36.00000000000001,12,36.0,9,6.896000000000002,52324,24,10,1.0,497.68883202648914,False,0.27094994357580665,0,0.40700000000000003,58825,8,11,1.0,363.45771522913805,False,0.42648927493326644,14,9.331000000000001,2751.0,1089,0,0.0,28062.313807684666,False,-0.7364321312983159,0,0.2,56732,609,312,1.0,25715.645199296363,False,0.09292514251956367,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,12,8.861000000000002,38868,1627,0,0.0,52264.22179516965,False,-0.29488728089923605,0.5,301981,0.0,0.0,16,0,0,10,12,11.285714285714285,22,32,24,104.0,69.0,8,9,24,509,1.931377766013611,277.2561354423524
96,24,0,0,0,10.0,20,10.0,26.1486702811818,37,28.594594594594593,31.480890685516645,6,19.0,36.000000000000014,11,36.0,9,6.977000000000002,52511,28,10,1.0,541.4867028118181,False,0.27600008102032897,7,0.47700000000000004,59119,4,10,1.0,301.486702811818,False,0.4328476574738525,6,9.377,1721.0,1116,0,0.0,29181.91603379889,False,-0.7438167195373323,0,0.2,56632,609,322,1.0,26061.387001976076,False,0.09406959780421906,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,8.959000000000001,38591,1633,0,0.0,51408.29448944868,False,-0.3025346345925069,0.5,301055,0.0,0.0,13,0,0,14,11,9.43956043956044,22,36,21,180.0,91.0,14,10,21,200,2.8484898260212503,280.10462526837364
97,21,0,0,0,10.0,20,10.0,25.909425394141543,8,18.5,29.78566197127681,9,9.0,36.000000000000014,9,36.0,0,6.968000000000001,52479,29,14,1.0,652.7319555179815,False,0.27657115865487714,0,0.4700000000000001,59099,3,18,1.0,496.3696570945478,False,0.43471980728991355,9,9.461000000000002,1420.0,1119,0,0.0,28992.647016044386,False,-0.7500302560265388,0,0.2,56587,604,332,1.0,25538.132712525392,False,0.08925394368512088,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,9.038000000000002,38396,1642,0,0.0,48908.056956836524,False,-0.3182110943502315,0.5,300462,0.0,0.0,16,0,0,14,5,5.0,20,34,26,134.0,44.0,12,9,26,348,1.8849435719894245,281.98956884036306
98,26,0,0,0,10.0,20,10.0,26.128202597175882,44,27.272727272727273,30.890043321240885,33,34.484848484848484,36.00000000000001,11,36.0,7,7.038000000000001,52813,27,10,1.0,531.2820259717588,False,0.2831775900637224,5,0.52,59485,5,10,1.0,311.2820259717588,False,0.44181411852981695,9,9.542000000000002,571.0,1138,0,0.0,29733.894555586154,False,-0.7575432714369815,0,0.2,57067,619,318,1.0,25996.391183806474,False,0.10039099134489082,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,9.139000000000001,37089,1675,0,0.0,51740.82256307848,False,-0.3170245239787898,0.5,299506,0.0,0.0,14,0,0,19,13,11.225,10,29,25,170.0,52.0,16,10,25,1250,1.838432485004887,283.82800132536795
99,25,0,0,0,10.0,20,10.0,25.51431435242114,34,21.058823529411764,30.890043321240885,0,,36.00000000000001,12,36.0,11,7.141000000000002,52859,26,10,1.0,515.1431435242114,False,0.28409456235373154,3,0.5450000000000002,59647,6,10,1.0,315.1431435242114,False,0.44577714424663617,0,9.533000000000001,571.0,1138,0,0.0,29035.28973305526,False,-0.7630291510290449,0,0.2,56351,643,328,1.0,26537.638337973804,False,0.09339624595962022,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,12,9.248000000000001,36898,1675,0,0.0,51740.82256307848,False,-0.3190964670491708,0.5,298807,0.0,0.0,12,0,0,12,9,7.754578754578755,15,27,23,185.0,56.0,16,9,23,200,1.5337126579834148,285.36171398335136
100,23,0,0,0,10.0,20,10.0,25.483144300225625,37,25.27027027027027,30.954428949484786,3,33.666666666666664,36.00000000000001,14,36.0,16,7.290000000000002,52883,31,10,1.0,564.8314430022563,False,0.28527537100208217,1,0.552,59960,1,10,1.0,264.83144300225626,False,0.45273578439504725,1,9.543000000000001,-14.0,1154,0,0.0,29407.548522460373,False,-0.7692935112020765,0,0.2,56071,654,336,1.0,27066.66449937445,False,0.09315302011350537,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,14,9.376000000000001,36545,1678,0,0.0,51941.53177723547,False,-0.321837131295911,0.5,297926,0.0,0.0,11,0,0,11,13,11.757575757575758,12,23,17,134.0,42.0,13,10,17,406,1.3716574479476549,286.733371431299
101,17,0,0,0,10.0,20,10.0,25.172984723156965,5,9.0,30.954428949484786,0,,36.00000000000001,12,36.0,0,7.274000000000003,52783,31,20,1.0,813.4596944631393,False,0.2858631656528845,0,0.5510000000000002,59905,1,15,1.0,387.5947708473545,False,0.45289006129393633,0,9.542,-15.0,1154,0,0.0,29049.62437052314,False,-0.7721198595124845,0,0.2,56026,649,346,1.0,27047.49950185061,False,0.09229578865335858,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,12,9.482000000000001,36358,1678,0,0.0,51941.53177723547,False,-0.32386568288837825,0.5,297538,0.0,0.0,15,0,0,8,6,6.0,2,10,17,86.0,45.0,10,7,17,245,1.30068945401581,288.03406088531483
102,17,0,0,0,10.0,20,10.0,25.20739787723797,23,25.565217391304348,32.40058202110079,24,39.416666666666664,36.00000000000001,6,36.0,0,7.274000000000003,52723,32,25,1.0,950.1849469309492,False,0.2860653323695268,3,0.5810000000000001,60287,0,10,1.0,252.0739787723797,False,0.460486812266075,6,9.602000000000002,-2661.0,1167,0,0.0,29417.033322736712,False,-0.8107908114684662,0,0.2,56794,649,338,1.0,27310.99794545951,False,0.10642656970348108,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,6,9.530000000000001,35354,1702,0,0.0,55145.79059991354,False,-0.3173772531029596,0.5,294978,0.0,0.0,13,0,0,8,8,14.911265031265032,3,11,22,152.0,55.0,11,6,22,1158,1.3626099809771404,289.39667086629197
103,22,0,0,0,10.0,20,10.0,25.372379877216538,19,27.42105263157895,32.91047858887444,5,45.8,36.00000000000001,10,36.0,0,7.274000000000001,52658,33,30,1.0,1091.1713963164962,False,0.2861981312258733,4,0.6180000000000001,60585,0,9,0.9,228.35141889494884,False,0.46740422360564426,1,9.606000000000002,-7378.0,1181,0,0.0,29964.78063499273,False,-0.8805711947372299,0,0.2,56957,644,344,1.0,27661.017275500257,False,0.11173509396055044,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,9.624000000000002,34986,1707,0,0.0,56178.18695120867,False,-0.31576961863659275,0.48333333333333334,290289,0.0,0.0,11,0,0,8,8,14.321428571428571,5,13,22,135.0,61.0,13,9,22,453,1.5241447169682942,290.92081558326026
104,22,0,0,0,10.0,20,10.0,24.897422797042,10,14.0,31.916830887216268,18,25.38888888888889,36.00000000000001,10,36.0,0,7.274000000000003,52668,31,35,1.0,1181.40979789647,False,0.28753063940404294,0,0.6140000000000001,60515,2,14,1.0,368.563919158588,False,0.4674067922054707,13,9.735000000000003,-8202.0,1181,0,0.0,29403.8563233066,False,-0.897917042362488,0,0.2,57077,644,349,1.0,27172.914260933525,False,0.1097868347724587,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,9.714000000000002,34386,1725,0,0.0,55056.533280448064,False,-0.3283621166338624,0.5,288925,0.0,0.0,16,0,0,11,8,8.0,4,15,26,145.0,69.0,15,7,26,600,1.4668399430229329,292.3876555262832
105,26,0,0,0,10.0,20,10.0,24.902996516137108,33,24.939393939393938,31.613259932403025,2,13.0,36.00000000000001,7,36.0,0,7.274000000000003,53146,25,27,1.0,922.3809059357019,False,0.2959552871501958,1,0.6240000000000001,60638,8,10,1.0,329.0299651613711,False,0.46990245334414815,2,9.742,-20554.0,1194,0,0.0,29734.17784026771,False,-1.0893143260073523,0,0.2,56722,654,359,1.0,27635.720037286355,False,0.10784571197592657,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,7,9.774000000000003,34277,1727,0,0.0,54596.09990326002,False,-0.33204189499663705,0.5,276710,0.0,0.0,14,0,0,8,8,26.127350427350425,7,15,28,174.0,65.0,15,11,28,510,1.5442141950479709,293.93186972133117
106,28,0,0,1,10.0,20,10.0,25.28787161528158,31,28.06451612903226,31.99684577441012,8,37.375,36.0,6,36.0,0,7.274000000000003,53582,26,15,1.0,639.3180742292237,False,0.303074073180578,13,0.7530000000000001,60586,7,24,1.0,676.908918766758,False,0.4728503435122296,0,9.740000000000002,-64586.5,1203,0,0.0,30421.309553183743,True,-1.7754596960000022,0,0.2,56475,666,361,1.0,28392.583820339583,False,0.10990988189923188,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,6,9.827000000000002,33916,1735,0,0.0,55514.52741860156,False,-0.330976484972438,0.5,297040,0.0,0.125,16,0,0,8,9,1052.67514329806,10,18,24,180.0,39.0,18,10,24,1045,1.7675085539813153,295.6993782753125
107,24,0,0,0,10.0,20,10.0,25.48341546447852,19,27.842105263157894,31.99684577441012,0,,36.0,15,36.0,1,7.284000000000002,53898,27,10,1.0,524.8341546447853,False,0.30932955584001925,0,0.7400000000000002,60577,6,31,1.0,849.9858793988341,False,0.47472483838267665,0,9.740000000000002,-64586.5,1203,0,0.0,30656.54880376766,True,-1.7736124510878422,0,0.2,55946,675,371,1.0,29072.135220829154,False,0.10693806810444902,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,15,9.971000000000002,33644,1735,0,0.0,55514.52741860156,False,-0.33392710547057214,0.5,296546,0.0,0.125,13,0,0,3,9,180.75367647058823,6,9,18,169.0,53.0,16,8,18,281,1.5053693579975516,297.20474763331003
108,18,0,0,0,10.0,20,10.0,24.798501046913078,10,9.5,31.99684577441012,0,,36.0,14,36.0,0,7.283000000000001,53808,26,20,1.0,755.9700209382615,False,0.30994766131921014,0,0.7400000000000002,60562,7,31,1.0,838.7535324543054,False,0.4742264418282884,0,9.740000000000002,-64586.5,1203,0,0.0,29832.596759436434,True,-1.7800826350302608,0,0.2,55851,675,381,1.0,28929.786446716582,False,0.10432825881234258,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,14,10.096000000000002,33392,1735,0,0.0,55514.52741860156,False,-0.33666076857913757,0.5,296094,0.0,0.125,15,0,0,2,10,173.09722222222223,6,8,17,101.0,72.0,8,10,17,295,1.305355694028549,298.5101033273386
109,17,0,0,0,10.0,20,10.0,24.211890351388423,34,20.58823529411765,31.99684577441012,0,,36.0,8,36.0,1,7.293000000000001,54202,21,10,1.0,452.1189035138842,False,0.31579981752101877,0,0.7400000000000002,60646,12,28,1.0,797.9329298388758,False,0.47576372452361754,0,9.74,-64586.5,1203,0,0.0,29126.904092720273,True,-1.7856241727834383,0,0.2,55151,699,391,1.0,29434.87805341487,False,0.0973008814836341,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,8,10.162,33295,1735,0,0.0,55514.52741860156,False,-0.33771301191854575,0.5,295775,0.0,0.125,15,0,0,4,7,1276.9991898148148,3,7,13,111.0,30.0,7,10,13,850,1.0820312449941412,299.5921345723327
110,13,0,0,0,10.0,20,10.0,23.895542739830944,5,10.0,32.83658404054086,5,51.0,36.0,9,36.0,5,7.342000000000002,54082,17,20,1.0,647.9108547966189,False,0.3152654521309878,0,0.7400000000000002,60506,16,38,1.0,1068.0306241135759,False,0.4756440302685068,0,9.740000000000002,-64586.5,1203,0,0.0,28746.337916016626,True,-1.7886126151114552,0,0.2,55356,694,396,1.0,29586.793941496857,False,0.10171339454318841,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,10.244000000000002,32917,1740,0,0.0,57135.6562305411,False,-0.3330206097015692,0.5,295342,0.0,0.125,14,0,0,3,8,291.0351851851852,2,5,10,59.0,24.0,5,8,10,505,1.1470327920396812,300.7391673643724
111,10,0,0,0,10.0,20,10.0,23.66026504003695,16,20.6875,32.83658404054086,0,,36.0,5,36.0,0,7.337000000000002,53997,20,25,1.0,791.5066260009238,False,0.3149462906563631,0,0.7400000000000002,60722,13,37,1.0,1005.4298064813672,False,0.48010914790863485,0,9.740000000000002,-64586.5,1203,0,0.0,28463.29884316445,True,-1.7908352139591,0,0.2,55025,700,406,1.0,29893.838648485456,False,0.09892606480364877,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,5,10.285000000000002,32868,1740,0,0.0,57135.6562305411,False,-0.33355215530601245,0.5,295093,0.0,0.125,16,0,0,2,5,1218.1326719576718,2,4,16,48.0,43.0,4,6,16,531,1.0248226179974154,301.7639899823698
112,16,0,0,0,10.0,20,10.0,23.160859071187673,19,18.0,34.26753067371207,16,43.375,36.0,13,36.0,0,7.337000000000002,54209,23,16,1.0,600.5737451390028,False,0.3177634926282969,0,0.7400000000000002,60652,10,47,1.0,1188.5603763458207,False,0.48063048925838053,0,9.740000000000002,-64586.5,1203,0,0.0,27862.51346263877,True,-1.7955529544497764,0,0.2,55377,709,400,1.0,30128.06135095689,False,0.1062935730290459,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,13,10.410000000000004,31952,1756,0,0.0,60173.7838630384,False,-0.3270101977401805,0.5,294671,0.0,0.125,16,0,0,6,8,8.0,3,9,15,122.0,47.0,9,7,15,1236,1.2483893450116739,303.0123793273815
113,15,0,0,0,10.0,20,10.0,22.093482578507285,20,11.75,36.27484349616295,15,50.46666666666667,36.0,14,36.0,0,7.337000000000002,54244,24,11,1.0,483.0283083635801,False,0.31718878651472954,0,0.7400000000000002,60652,9,52,1.0,1238.8610940823787,False,0.4812384998680332,0,9.740000000000002,-64586.5,1203,0,0.0,26578.459541944263,True,-1.8056361445043876,0,0.2,55899,719,395,1.0,30213.777154931104,False,0.11516480419432962,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,14,10.537000000000004,30945,1771,0,0.0,64242.74783170459,False,-0.31586420728269227,0.5,294221,0.0,0.125,21,0,0,3,11,609.0231481481482,3,6,10,83.0,42.0,6,9,10,1192,0.9775935499928892,303.9899728773744
114,10,0,0,0,10.0,20,10.0,21.47136774166771,10,9.5,36.27484349616295,0,,36.0,11,36.0,0,7.337000000000002,54219,26,11,1.0,496.1850451583448,False,0.31674344306972496,0,0.7400000000000002,60572,7,62,1.0,1401.224799983398,False,0.48126707119525436,0,9.740000000000002,-64586.5,1203,0,0.0,25830.055393226256,True,-1.8115130793803789,0,0.2,55804,719,405,1.0,30129.22502220508,False,0.11300885007935148,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,10.633000000000003,30781,1771,0,0.0,64242.74783170459,False,-0.3176432578771555,0.5,293857,0.0,0.125,12,0,0,2,8,175.75714285714287,4,6,13,72.0,12.0,6,4,13,295,0.8838314799941145,304.8738043573685
115,13,0,0,0,10.0,20,10.0,21.386759007281405,14,20.285714285714285,36.27484349616295,0,,36.0,9,36.0,0,7.337000000000002,54169,26,16,1.0,602.1881441165025,False,0.31681600561001455,0,0.7400000000000002,60706,7,63,1.0,1417.3658174587285,False,0.4847016296078657,0,9.740000000000002,-64586.5,1203,0,0.0,25728.27108575953,True,-1.8123123530714782,0,0.2,55520,723,415,1.0,30516.68681317208,False,0.11159115176897641,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,10.712000000000003,30669,1771,0,0.0,64242.74783170459,False,-0.3188582192587402,0.5,293545,0.0,0.125,14,0,0,7,5,620.1095238095238,4,11,14,126.0,21.0,11,2,14,484,1.2244343630154617,306.09823872038396
116,14,0,0,0,10.0,20,10.0,21.859538749201015,39,24.0,37.370214892311836,18,44.0,35.99999999999999,11,36.0,19,7.527000000000002,54461,26,10,1.0,478.59538749201016,False,0.32238118442514213,0,0.7400000000000002,60714,7,69,1.0,1578.30817369487,False,0.48684042274501227,0,9.740000000000002,-64586.5,1203,0,0.0,26297.02511528882,True,-1.807846142672021,0,0.2,55376,752,407,1.0,31648.05060057008,False,0.11821376879187469,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,10.813000000000002,29710,1789,0,0.0,66855.31444234587,False,-0.3150909352905826,0.5,292742,0.0,0.125,17,0,0,4,9,8.066666666666666,2,6,14,57.0,48.0,6,8,14,1154,1.2051615410018712,307.30340026138583
117,14,0,0,0,10.0,20,10.0,21.859538749201015,0,,36.6934486146868,12,30.25,35.99999999999999,11,36.0,0,7.508000000000001,54361,26,20,1.0,697.1907749840203,False,0.3226059564243203,0,0.7400000000000002,60614,7,79,1.0,1796.90356118688,False,0.4870651947441904,0,9.74,-64586.5,1203,0,0.0,26297.02511528882,True,-1.807846142672021,0,0.2,55739,742,405,1.0,31080.62444085531,False,0.11945898921721387,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,11,10.912000000000004,29182,1801,0,0.0,66084.90095505092,False,-0.3249972828524965,0.5,292377,0.0,0.125,13,0,0,7,6,6.0,1,8,14,90.0,18.0,8,6,14,563,1.2079823350068182,308.51138259639265
118,14,0,0,0,10.0,20,10.0,21.859538749201015,0,,36.6934486146868,0,,35.99999999999999,13,36.0,0,7.508000000000001,54271,25,30,1.0,905.7861624760304,False,0.322951603559483,0,0.7400000000000002,60504,8,89,1.0,2025.4989486788902,False,0.4871690916073841,0,9.740000000000002,-64586.5,1203,0,0.0,26297.02511528882,True,-1.807846142672021,0,0.2,55739,732,415,1.0,31228.963539510165,False,0.12062384008535919,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,13,11.031000000000002,28964,1801,0,0.0,66084.90095505092,False,-0.3273621183987952,0.5,291959,0.0,0.125,14,0,0,1,8,8.0,3,4,14,53.0,57.0,4,10,14,200,1.1663994229747914,309.67778201936744
119,14,0,0,0,10.0,20,10.0,22.156684533591598,15,26.0,36.80953517783512,1,50.0,35.99999999999999,10,36.0,0,7.508000000000001,54171,25,40,1.0,1136.267381343664,False,0.32332004570704304,0,0.7400000000000002,60794,8,84,1.0,1941.1615008216943,False,0.49316041944665406,0,9.740000000000002,-64586.5,1203,0,0.0,26654.491493910693,True,-1.8050390943263965,0,0.2,55399,737,424,1.0,31936.7194166591,False,0.1208417964966241,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,11.118000000000004,28772,1802,0,0.0,66330.78239045889,False,-0.3281112644794168,0.5,291617,0.0,0.125,16,0,0,5,5,5.0,1,6,15,78.0,24.0,6,8,15,640,2.2103734069969505,311.8881554263644
120,15,0,0,0,10.0,20,10.0,22.28578093154856,20,23.5,36.965301480062905,2,45.0,35.99999999999999,9,36.0,0,7.508000000000001,54541,25,30,1.0,918.5734279464568,False,0.3296334271479083,0,0.7400000000000002,60694,8,94,1.0,2174.863407565565,False,0.49356779170271453,0,9.740000000000002,-64586.5,1203,0,0.0,26809.79446065292,True,-1.8038195588345693,0,0.2,55019,747,432,1.0,32616.48859525395,False,0.1202117741841437,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,11.198000000000004,28561,1804,0,0.0,66685.40387003348,False,-0.3284767211770292,0.5,291296,0.0,0.125,14,0,0,1,6,6.0,4,5,20,77.0,54.0,5,10,20,760,0.9731070940033533,312.86126252036775
121,20,0,0,0,10.0,20,10.0,22.11081801319087,25,20.8,37.335041869858784,3,49.0,35.99999999999999,10,36.0,0,7.508000000000001,54871,29,20,1.0,732.2163602638174,False,0.3353585925331055,0,0.7400000000000002,60684,4,99,1.0,2228.970983305896,False,0.49398006748828605,0,9.740000000000002,-64586.5,1203,0,0.0,26599.314069868615,True,-1.8054723817798077,0,0.2,54646,762,439,1.0,33238.52670691945,False,0.11923834833382636,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,10,11.289000000000001,28267,1807,0,0.0,67464.42065883482,False,-0.3274406585804759,0.5,290949,0.0,0.125,17,0,0,5,8,8.0,5,10,18,139.0,55.0,10,10,18,867,1.2654864630312659,314.126748983399
122,18,0,0,0,10.0,20,10.0,22.100317393034576,20,22.0,37.335041869858784,0,,35.99999999999999,9,36.0,0,7.508000000000001,54831,28,25,1.0,832.5079348258644,False,0.33560386721655816,0,0.7400000000000002,60964,5,94,1.0,2127.42983494525,False,0.4995216950918076,0,9.740000000000002,-64586.5,1203,0,0.0,26586.681823820596,True,-1.8055715780329133,0,0.2,54206,772,449,1.0,33824.87882698928,False,0.116932442534428,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,11.369000000000002,28151,1807,0,0.0,67464.42065883482,False,-0.3286990114399743,0.5,290633,0.0,0.125,13,0,0,3,5,5.0,5,8,17,109.0,59.0,8,10,17,640,1.049113294982817,315.1758622783818
123,17,0,0,0,10.000000000000002,20,10.0,21.470183427571296,10,9.5,37.335041869858784,0,,35.99999999999999,9,36.0,0,7.508000000000001,54796,31,25,1.0,846.7545856892825,False,0.33492994785071056,0,0.7400000000000002,60894,2,104,1.0,2252.899076467415,False,0.49934605435111096,0,9.740000000000002,-64586.5,1203,0,0.0,25828.63066336827,True,-1.8115242672453924,0,0.2,54111,772,459,1.0,33711.76582435022,False,0.11455221070430353,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,9,11.450000000000001,28030,1807,0,0.0,67464.42065883482,False,-0.3300116036468649,0.5,290312,0.0,0.125,13,0,0,4,5,5.0,6,10,16,105.0,70.0,10,7,16,295,1.2220765959937125,316.39793887437554
124,16,0,0,0,10.000000000000002,20,10.0,21.06961668594899,30,18.666666666666668,37.786117747270644,3,51.0,36.0,12,36.0,0,7.508000000000001,54781,32,25,1.0,846.7404171487249,False,0.3345671511803303,0,0.7400000000000002,61269,1,94,1.0,1990.543968479205,False,0.5052404686145197,0,9.740000000000002,-64586.5,1203,0,0.0,25346.748873196633,True,-1.8153083027877073,0,0.2,53704,792,466,1.0,34295.46728549972,False,0.11274376333375005,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,12,11.561000000000003,27683,1810,0,0.0,68392.87312255986,False,-0.32873994878417157,0.5,289918,0.0,0.125,17,0,0,7,7,7.0,1,8,16,109.0,44.0,8,8,16,913,1.0847304799826816,317.4826693543582
125,16,0,0,0,10.000000000000002,20,10.0,21.802611748358267,33,26.0,40.44669148030236,21,50.80952380952381,36.0,8,36.0,8,7.588000000000001,55383,30,10,1.0,518.0261174835828,False,0.3451471789856591,0,0.7400000000000002,61149,3,104,1.0,2297.4716218292597,False,0.5060494575345009,0,9.74,-64586.5,1203,0,0.0,26228.541933274995,True,-1.808383915213081,0,0.2,53913,815,455,1.0,36172.37319844957,False,0.1307647919718684,0,0.2,92481,0,0,0.0,0.0,False,0.0032218172350950273,8,11.629000000000003,26515,1831,0,0.0,74057.89210043363,False,-0.3106835671025686,0.5,289441,0.0,0.125,16,0,0,6,7,6.571428571428571,3,9,14,141.0,36.0,9,7,14,1761,1.152512784989085,318.6351821393473
