index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
106,26,0,0,0,10.0,20,10.0,27.113260699695218,14,33.357142857142854,45.362289578352375,13,45.69230769230769,37.99999999999999,12,38.0,1,11.793000000000003,17350,1131,0,0.0,11310.0,False,-0.5626425855513308,0,1.7660000000000005,75478,3,11,1.0,328.2458676966474,False,0.43806317364730657,0,0.2,56407,421,498,1.0,34005.10296459117,False,0.1259479045721585,0,0.758,66267,11,179,1.0,8418.095702221723,False,0.08095413741389101,0,0.2,87205,0,0,0.0,0.0,False,0.0,12,9.599000000000002,15535,1410,0,0.0,63960.82830547685,False,-0.4551297041140024,0.5,318242,0.0,0.0,14,0,0,16,6,6.0,3,19,18,255.0,48.0,19,7,18,1249,1.482165946625173,179.572941634804
107,18,0,0,0,10.0,20,10.0,27.113260699695218,0,,43.892986584268506,20,35.5,37.99999999999999,9,38.0,0,11.792000000000005,17240,1142,0,0.0,11420.0,False,-0.5636882129277566,0,1.7660000000000002,75388,2,21,1.0,589.3784746935996,False,0.43883439614727754,0,0.2,56852,411,493,1.0,32782.79253361911,False,0.12339943352264714,0,0.7580000000000002,66532,1,184,1.0,8103.4227922051,False,0.0826054694331505,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,9.677000000000001,14704,1430,0,0.0,62766.97081550396,False,-0.47150409485979033,0.5,317921,0.0,0.0,15,0,0,8,4,4.0,4,12,21,146.0,17.0,12,6,21,910,1.004102559760213,180.57704419456422
108,21,0,0,0,10.0,20,10.0,27.58514843500891,23,32.30434782608695,45.841303490537435,34,52.76470588235294,37.99999999999999,10,38.0,2,11.812000000000005,17127,1150,0,0.0,11500.0,False,-0.5650760456273765,0,1.7660000000000005,75987,4,10,1.0,315.8514843500891,False,0.44762216239876523,0,0.2,57107,415,489,1.0,33864.23400740151,False,0.13560411367987904,0,0.758,67328,0,174,1.0,7976.386807353513,False,0.09384020067604472,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,9.768000000000002,12758,1464,0,0.0,67111.66831014681,False,-0.4689085011745496,0.5,317512,0.0,0.0,16,0,0,7,8,8.0,2,9,22,112.0,59.0,9,12,22,2713,1.2023492958396673,181.7793934904039
109,22,0,0,0,10.0,20,10.0,27.613195900460195,1,34.0,46.329714900967076,15,50.86666666666667,37.99999999999999,10,38.0,0,11.810000000000004,17007,1162,0,0.0,11620.0,False,-0.5662167300380229,0,1.7660000000000005,75941,2,19,1.0,544.6507221087437,False,0.4489225353812619,0,0.2,57297,406,495,1.0,34144.166411565544,False,0.14066510024514217,0,0.7580000000000002,67867,0,163,0.0,7551.7435288576335,False,0.09885075868015601,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,9.858,11849,1479,0,0.0,68521.6483385303,False,-0.47124793109036006,0.3333333333333333,317166,0.0,0.0,14,0,0,5,5,5.0,6,11,23,161.0,48.0,11,11,23,997,0.9087967416271567,182.68819023203105
110,23,0,0,0,10.0,20,10.0,27.613195900460195,0,,46.45278127176851,2,55.0,37.99999999999999,8,38.0,0,11.810000000000004,16947,1168,0,0.0,11680.0,False,-0.566787072243346,0,1.7660000000000005,75801,6,29,1.0,860.7826811133457,False,0.44926599506761733,0,0.2,57297,396,505,1.0,34393.48011882533,False,0.1425770738276123,0,0.758,67977,0,161,0.0,7478.897784754729,False,0.09997927685477101,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,9.928,11641,1481,0,0.0,68796.56906348917,False,-0.47205682550605377,0.3333333333333333,316868,0.0,0.0,10,0,0,5,4,4.0,4,9,24,111.0,57.0,9,14,24,310,0.9950743354856968,183.68326456751674
111,24,0,0,0,10.0,20,10.0,26.37087636208845,37,19.45945945945946,46.00322700785447,3,27.0,38.0,8,38.0,36,12.170000000000002,16242,1176,0,0.0,11760.0,False,-0.5794296577946768,0,1.7660000000000002,75693,8,38,1.0,1082.093301759361,False,0.44931647625246546,0,0.2,56577,423,515,1.0,34846.54261020847,False,0.13500830248020243,0,0.7580000000000002,68058,0,158,0.0,7268.509867241006,False,0.09960819248474642,0,0.2,87205,0,0,0.0,0.0,False,0.0,8,10.000000000000002,11462,1484,0,0.0,68268.78887965603,False,-0.47713554911039485,0.3333333333333333,315237,0.0,0.0,10,0,0,8,7,7.0,4,12,24,178.0,36.0,12,12,24,293,0.9691293062642217,184.65239387378097
112,24,0,0,0,10.0,20,10.0,27.21751299597808,32,33.0,46.237631586529965,11,48.72727272727273,38.0,10,38.0,0,12.134000000000002,16152,1185,0,0.0,11850.0,False,-0.5802851711026616,0,1.7660000000000005,76639,9,16,1.0,525.4802079356493,False,0.4620102681362704,0,0.2,56954,413,517,1.0,35145.68839757494,False,0.14308482160169742,0,0.758,67161,22,165,1.0,8227.994497688962,False,0.0932083384282413,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,10.092000000000002,10776,1495,0,0.0,69125.2592218623,False,-0.4800913983036391,0.5,314887,0.0,0.0,16,0,0,3,6,6.0,4,7,29,114.0,51.0,7,17,29,1792,0.900899269618094,185.55329314339906
113,29,0,0,0,10.0,20,10.0,27.150328278852985,1,12.0,46.68847490671743,6,55.333333333333336,38.0,10,38.0,0,12.134000000000002,16042,1196,0,0.0,11960.0,False,-0.5813307984790874,0,1.7660000000000005,76561,8,25,1.0,758.7582069713246,False,0.4627448498761534,0,0.2,57274,404,521,1.0,35293.42805105639,False,0.1491259551754379,0,0.7580000000000002,67161,12,175,1.0,8496.287048021786,False,0.09526585975046625,0,0.2,87205,0,0,0.0,0.0,False,0.0,10,10.182,10304,1501,0,0.0,70079.40083498287,False,-0.4800332501864408,0.5,314547,0.0,0.0,15,0,0,6,4,4.0,4,10,18,121.0,57.0,10,19,18,544,0.9329648027196527,186.4862579461187
114,18,0,0,0,10.0,20,10.0,27.43562656064246,18,30.666666666666668,46.85633443458182,2,56.0,38.0,11,38.0,2,12.154000000000005,15929,1204,0,0.0,12040.0,False,-0.5827186311787073,0,1.7660000000000005,76969,10,19,1.0,621.2769046522068,False,0.4691946473826256,0,0.2,57374,395,529,1.0,35624.073407347554,False,0.1531954462356786,0,0.758,66621,19,185,1.0,9189.698775049843,False,0.09230113481279988,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,10.282000000000002,10034,1503,0,0.0,70425.07065517647,False,-0.4811474648519209,0.5,314132,0.0,0.0,13,0,0,1,6,6.0,1,2,14,31.0,45.0,2,16,14,840,0.43738640286028385,186.923644348979
115,14,0,0,0,10.0,20,10.0,27.207139161244047,3,12.0,47.60120083243883,21,51.142857142857146,38.0,9,38.0,2,12.172000000000004,15796,1214,0,0.0,12140.0,False,-0.584296577946768,0,1.7660000000000002,76881,10,28,1.0,861.7998965148333,False,0.4698079838071752,0,0.2,57640,387,534,1.0,35948.20409992378,False,0.15976106705668716,0,0.7580000000000002,67393,10,179,1.0,8792.686340618991,False,0.10109732154835267,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,10.361,8839,1524,0,0.0,72544.23006863677,False,-0.4827003608242832,0.5,313754,0.0,0.0,12,0,0,2,6,6.0,0,2,11,6.0,36.0,2,12,11,1286,1.9276704424992204,188.85131479147822
116,11,0,0,0,10.0,20,10.0,27.042203080391495,2,12.0,48.575284147560204,14,56.142857142857146,38.00000000000001,9,38.0,2,12.190000000000003,15653,1225,0,0.0,12250.0,False,-0.5859695817490495,0,1.7660000000000005,76791,9,38,1.0,1117.6037170548768,False,0.47052855244348746,0,0.2,58127,378,535,1.0,36209.72978333269,False,0.1692362479165977,0,0.758,67668,1,184,1.0,8964.89448623147,False,0.10663589746795506,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,10.442000000000002,7930,1538,0,0.0,74708.7870189476,False,-0.48071333628262375,0.5,313374,0.0,0.0,15,0,0,2,7,7.0,0,2,6,6.0,27.0,2,9,6,986,0.3701978027820587,189.22151259426028
117,6,0,0,0,10.0,0,,26.952108619928488,1,12.0,47.25361617006522,8,29.0,38.00000000000001,6,38.0,1,12.198000000000006,15637,1225,0,0.0,12250.0,False,-0.5862737642585552,0,1.7660000000000005,76791,0,47,0.9,1266.749105136639,False,0.4719462842693597,0,0.2,58115,369,545,1.0,35698.548893439154,False,0.16513197408999622,0,0.7580000000000002,67900,0,177,0.1,8363.890062101544,False,0.10558521781420853,0,0.2,87205,0,0,0.0,0.0,False,0.0,6,10.493,7638,1546,0,0.0,73054.09059892083,False,-0.49354916232486196,0.3333333333333333,313286,0.0,0.0,1,0,0,0,4,4.0,0,0,6,0.0,18.0,0,6,6,232,0.16056480631232262,189.3820774005726
118,6,0,0,0,10.0,0,,26.952108619928488,0,,47.35345295204236,1,58.0,38.00000000000001,11,38.0,0,12.197000000000006,15637,1225,0,0.0,12250.0,False,-0.5862737642585552,0,1.7660000000000005,76791,0,47,0.0,1266.749105136639,False,0.4719462842693597,0,0.2,58173,359,554,1.0,35909.61992998579,False,0.16764026450186956,0,0.758,67900,0,177,0.0,8381.561172511498,False,0.10572073662161022,0,0.2,87205,0,0,0.0,0.0,False,0.0,11,10.597,7411,1547,0,0.0,73255.79171680953,False,-0.49499574728049117,0.16666666666666666,313117,0.0,0.0,1,0,0,0,6,6.0,0,0,2,0.0,18.0,0,6,2,58,0.1499582827091217,189.53203568328172
119,2,0,0,0,10.0,0,,26.952108619928488,0,,48.784763422900085,17,56.94117647058823,38.00000000000001,9,38.0,0,12.197000000000003,15637,1225,0,0.0,12250.0,False,-0.5862737642585552,0,1.7660000000000002,76791,0,47,0.0,1266.749105136639,False,0.4719462842693597,0,0.2,58623,349,556,1.0,36530.61437148749,False,0.17930469010926325,0,0.7580000000000002,68418,0,168,0.0,8195.840255047215,False,0.11224148175593748,0,0.2,87205,0,0,0.0,0.0,False,0.0,9,10.676,6328,1564,0,0.0,76299.36999341573,False,-0.4899640502642295,0.16666666666666666,313002,0.0,0.0,5,0,0,0,3,3.0,0,0,0,0.0,6.0,0,2,0,968,0.12603267282247543,189.6580683561042
