index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
108,11,0,0,0,9.999999999999998,8,10.0,2.5660101514890745,5,1.0,28.417850936487977,4,16.0,40.99999999999999,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,8.485000000000001,3568,1078,0,0.0,10779.999999999998,False,-0.7626894140086892,0,1.2440000000000002,67185,0,9,0.0,255.7606584283918,False,0.22732938880871906,4,17.151000000000003,-5286,593,0,0.0,1521.6440198330213,False,-1.0825084873750295,0,0.7310000000000001,60887,484,372,1.0,29006.23985326018,False,-0.017295776338620086,0,1.0100000000000002,81277,0,203,0.4,8322.999999999998,False,0.11368405959565676,0.2333333333333333,245977,0.0,0.0,8,0,0,4,2,475.2,4,8,5,116.0,9.0,8,3,5,900,0.6901412298902869,111.61711142398417
109,5,0,0,0,9.999999999999998,13,10.0,2.589242332659706,4,3.0,29.318028404572985,39,33.58974358974359,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,8.520000000000001,3354,1091,0,0.0,10909.999999999998,False,-0.7666366430009537,1,1.2540000000000002,67577,0,4,0.4,117.27211361829194,False,0.23321425940029442,29,17.437000000000005,-5882,593,0,0.0,1535.4207032672057,False,-1.0932498796310766,0,0.7310000000000001,60330,508,369,1.0,30022.558429523076,False,-0.017932411137537442,0,1.0100000000000002,81344,0,201,0.5,8241.0,False,0.11402296753001291,0.31666666666666665,245069,0.0,0.0,9,0,0,0,3,2.2,2,2,7,30.0,9.0,2,3,7,1170,0.48703131917864084,112.10414274316281
110,7,0,0,0,10.0,13,10.0,2.629986254873854,2,4.0,29.177424026476576,2,15.0,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,8.536,3184,1104,0,0.0,11040.0,False,-0.7694182473243616,0,1.2530000000000003,67569,0,6,0.2,175.06454415885946,False,0.23359526432818736,2,17.428,-6394,593,0,0.0,1559.5818491401956,False,-1.1023650118594202,0,0.7310000000000001,60699,498,370,1.0,29700.357165185334,False,-0.015222459395014617,0,1.0100000000000002,81765,0,192,0.2,7872.0,False,0.11710572624059856,0.2333333333333333,245169,0.0,0.0,8,0,0,1,2,2.0,1,2,9,33.0,15.0,2,5,9,950,0.5507294600829482,112.65487220324576
111,9,0,0,0,10.0,11,10.0,2.5534926279168624,5,1.6,29.155592521246586,45,29.066666666666666,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,8.584000000000001,2956,1115,0,0.0,11150.0,False,-0.7740012715905479,0,1.2530000000000001,67561,0,11,0.5,320.71151773371247,False,0.23477720410004307,45,17.876,-7406,593,0,0.0,1514.2211283546994,False,-1.1212305485609018,0,0.7310000000000001,59890,530,369,1.0,30581.464036260688,False,-0.020025131090497066,0,1.0100000000000002,82086,0,186,0.3,7626.0,False,0.1196866405099261,0.3,243433,0.0,0.0,8,0,0,1,4,4.0,3,4,8,69.0,30.0,4,5,8,930,0.6946927970275283,113.34956500027329
112,8,0,0,0,10.0,9,10.0,2.457289927028539,4,1.0,29.25630535256596,9,31.555555555555557,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,8.619000000000002,2774,1124,0,0.0,11240.0,False,-0.7776306029458514,0,1.2530000000000003,67841,0,6,0.4,175.53783211539576,False,0.23855901022987874,0,17.831000000000003,-7998,593,0,0.0,1457.1729267279236,False,-1.132544690247717,0,0.7310000000000001,60236,524,369,1.0,30459.30400474456,False,-0.016311221732180817,0,1.0100000000000002,82276,0,181,0.5,7421.0,False,0.12082719605824002,0.31666666666666665,243475,0.0,0.0,10,0,0,0,1,1.0,4,4,11,68.0,27.0,4,4,11,1194,0.6478314725682139,113.9973964728415
113,11,0,0,0,10.0,10,10.0,2.432645746456094,1,1.0,29.25630535256596,0,,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,1,8.625000000000002,2651,1134,0,0.0,11340.0,False,-0.7795644802373636,0,1.2530000000000001,67840,0,7,0.1,204.79413746796172,False,0.2388074950995346,0,17.831000000000003,-8637,593,0,0.0,1442.5589276484639,False,-1.1443289367522247,0,0.7310000000000001,60646,514,369,1.0,30166.740951218904,False,-0.012873672385397602,0,1.0100000000000002,82686,0,171,0.0,7011.0,False,0.12349935477143267,0.18333333333333335,243532,0.0,0.0,9,0,0,1,1,1.0,5,6,14,106.0,60.0,6,5,14,920,0.9413648908957839,114.93876136373729
114,14,0,0,0,10.0,11,10.0,2.432645746456094,0,,29.61055151897812,78,30.487179487179485,41.0,6,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.624,2541,1145,0,0.0,11450.0,False,-0.7810215110734343,3,1.2830000000000004,68182,0,0,0.0,0.0,False,0.2431762239037287,68,18.511000000000003,-10567,593,0,0.0,1442.5589276484639,False,-1.1795190178899766,0,0.7310000000000001,58718,572,379,1.0,32476.235468855484,False,-0.022952960433440587,0,1.0100000000000002,82482,0,175,1.0,7175.0,False,0.12190909446406924,0.3333333333333333,239702,0.0,0.0,6,0,0,4,3,2.6,3,7,16,107.0,51.0,7,7,16,576,1.0595022728666663,115.99826363660395
115,16,0,0,0,10.0,7,10.0,2.902015999581555,10,5.4,29.466781800310713,13,26.76923076923077,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,10,8.724,2256,1152,0,0.0,11520.0,False,-0.7876443785101197,5,1.33,68168,0,10,1.0,294.66781800310713,False,0.24560732808827698,8,18.523000000000003,-11572,593,0,0.0,1720.895487751862,False,-1.1953059031110231,0,0.7310000000000001,59128,562,379,1.0,32099.33137177462,False,-0.020065100487671534,0,1.0100000000000002,82544,3,175,1.0,7263.400345400933,False,0.12329340527784544,0.5,238870,0.0,0.0,8,0,0,4,5,5.0,4,8,22,124.0,54.0,8,8,22,890,1.0865080915391445,117.0847717281431
116,22,0,0,0,10.000000000000002,13,10.0,2.902015999581555,0,,28.488195267695197,19,16.57894736842105,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.714,2126,1165,0,0.0,11650.000000000002,False,-0.7893663240436579,0,1.3250000000000002,68168,0,10,0.0,284.881952676952,False,0.24551811425541936,19,18.705000000000002,-13022,593,0,0.0,1720.895487751862,False,-1.2217440469709921,0,0.7310000000000001,59205,567,381,1.0,31773.806716783176,False,-0.02118300561294644,0,1.0100000000000002,82972,0,170,0.7,6970.0,False,0.12696012617803096,0.2833333333333333,237795,0.0,0.0,8,0,0,5,3,3.0,5,10,18,132.0,71.0,10,12,18,950,0.9589795209467411,118.04375124908984
117,18,0,0,0,10.000000000000002,7,10.0,2.902015999581555,0,,28.130807280818217,19,23.894736842105264,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.714000000000002,2056,1172,0,0.0,11720.000000000002,False,-0.7902935254847939,0,1.3250000000000002,68398,0,5,0.0,140.65403640409107,False,0.24839688245422645,14,18.826,-14413,593,0,0.0,1720.895487751862,False,-1.2471064318739002,0,0.7310000000000001,59421,564,383,1.0,31568.775306381474,False,-0.01970374684632181,0,1.0100000000000002,83122,2,168,1.0,6944.261614561637,False,0.12874761535618987,0.3333333333333333,236930,0.0,0.0,8,0,0,5,2,2.0,3,8,17,136.0,56.0,8,10,17,1120,0.9282773789018393,118.97202862799168
118,17,0,0,0,10.000000000000002,7,10.0,2.9099309674807694,5,3.0,27.808442260548404,6,16.0,41.0,10,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,8.764000000000001,1881,1179,0,0.0,11790.000000000002,False,-0.7940023312493377,0,1.3250000000000002,68383,0,10,0.5,278.08442260548406,False,0.24937628245606244,6,18.872000000000003,-15686,593,0,0.0,1725.5890637160962,False,-1.2702745094018042,0,0.7310000000000001,59421,554,393,1.0,31518.877012343815,False,-0.020028956995556294,0,1.0100000000000002,83436,0,166,0.8,6806.0,False,0.13193946582895577,0.3833333333333333,235781,0.0,0.0,5,0,0,6,2,2.0,1,7,13,94.0,45.0,7,10,13,480,0.9814385501667857,119.95346717815846
119,13,0,0,0,10.000000000000002,8,10.0,2.8123330091162533,3,1.0,27.580486154132608,4,16.0,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,3,8.789000000000001,1732,1187,0,0.0,11870.000000000002,False,-0.7968899014517326,0,1.3250000000000002,68380,0,13,0.3,358.5463200037239,False,0.2500551218889937,4,18.906000000000002,-17020,593,0,0.0,1667.713474405938,False,-1.2951252304275145,0,0.7310000000000001,59808,548,392,1.0,31186.10641246467,False,-0.017153261907630217,0,1.0100000000000002,83805,0,157,0.0,6437.0,False,0.13434440867082914,0.21666666666666667,235051,0.0,0.0,7,0,0,6,2,2.0,2,8,10,138.0,44.0,8,5,10,900,0.9339445605874062,120.88741173874587
120,10,0,0,0,10.0,11,10.0,2.5485602641665235,9,1.0,28.373009898470244,22,35.09090909090909,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,9,8.876000000000001,1395,1198,0,0.0,11980.0,False,-0.8043604959203137,2,1.3450000000000002,68959,0,9,0.9,255.35708908623218,False,0.25967141115038955,7,18.972000000000005,-18521,593,0,0.0,1511.2962366507484,False,-1.3239192612211619,0,0.7310000000000001,59957,543,393,1.0,31519.544374869343,False,-0.013037890070849026,0,1.0100000000000002,83704,7,156,1.0,6594.611069289292,False,0.1340551055782245,0.48333333333333334,233840,0.0,0.0,10,0,0,5,4,3.4,1,6,15,71.0,11.0,6,4,15,1370,0.9138687802478671,121.80128051899374
121,15,0,0,0,10.0,12,10.0,2.50333949808411,5,2.0,28.13881549037865,14,25.0,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,8.917000000000002,1165,1210,0,0.0,12100.0,False,-0.8088640457772597,0,1.3430000000000002,68949,0,14,0.5,393.9434168653011,False,0.2607525154240615,14,19.105000000000004,-20221,593,0,0.0,1484.4803223638771,False,-1.3551601757465233,0,0.7310000000000001,60099,547,391,1.0,31422.93207323712,False,-0.011816598190511148,0,1.0100000000000002,84032,0,155,0.7,6355.0,False,0.13676890389353077,0.3666666666666667,232370,0.0,0.0,8,0,0,6,3,3.0,2,8,13,142.0,66.0,8,7,13,940,0.8702856982126832,122.67156621720642
122,13,0,0,0,10.0,10,10.0,2.4502069039828345,2,1.0,28.57319903124198,16,33.5,41.0,12,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,2,8.932,1019,1220,0,0.0,12200.0,False,-0.8114072268729469,0,1.3430000000000002,69387,0,6,0.2,171.43919418745187,False,0.26671017589741514,6,19.151000000000003,-21958,593,0,0.0,1452.972694061821,False,-1.387118491256616,0,0.7310000000000001,59783,548,401,1.0,32099.113069120605,False,-0.01152865030488275,0,1.0100000000000002,84304,0,148,0.5,6068.0,False,0.13844389118448322,0.2833333333333333,230881,0.0,0.0,8,0,0,5,2,2.0,3,8,16,139.0,30.0,8,5,16,1032,0.7884103758260608,123.45997659303248
123,16,0,0,0,10.0,10,10.0,2.856951224457406,5,7.0,28.515861535322955,12,27.666666666666668,41.0,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,5,8.98,834,1230,0,0.0,12300.0,False,-0.814983575288757,0,1.3430000000000002,69572,0,6,0.5,171.09516921193773,False,0.27008018205134415,7,19.215000000000003,-23854,593,0,0.0,1694.1720761032418,False,-1.419489724896497,0,0.7310000000000001,60204,545,398,1.0,31859.14453675101,False,-0.007604934129651822,0,1.0100000000000002,84371,0,146,0.5,5986.0,False,0.13878279911883937,0.3333333333333333,229473,0.0,0.0,9,0,0,4,2,2.0,3,7,17,106.0,42.0,7,9,17,1140,0.7602172456681728,124.22019383870065
124,17,0,0,0,10.0,10,10.0,2.8207790526741046,1,1.0,28.515861535322955,0,,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,1,8.985000000000003,711,1240,0,0.0,12400.0,False,-0.8169174525802692,0,1.3430000000000002,69571,0,7,0.1,199.61103074726068,False,0.2703219165899104,0,19.208000000000006,-25762,593,0,0.0,1672.721978235744,False,-1.454474227566453,0,0.7310000000000001,60573,535,399,1.0,31614.985921397783,False,-0.004386342522532319,0,1.0100000000000002,84822,0,135,0.0,5535.000000000001,False,0.14172217370335127,0.18333333333333335,228261,0.0,0.0,8,0,0,6,1,1.0,2,8,11,123.0,42.0,8,9,11,920,0.7562136771157384,124.97640751581639
125,11,0,0,0,10.0,10,10.0,2.8207790526741046,0,,28.460101365422677,12,27.666666666666668,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,8.984000000000002,611,1250,0,0.0,12500.0,False,-0.8182420260676062,0,1.3430000000000002,69791,0,2,0.0,56.920202730845354,False,0.2730323657829413,7,19.278000000000006,-27962,593,0,0.0,1672.721978235744,False,-1.4945872734229577,0,0.7310000000000001,60830,532,400,1.0,31540.773926404865,False,-0.0015200416700023609,0,1.0100000000000002,85053,0,129,0.5,5289.000000000001,False,0.14312994512298446,0.25,226669,0.0,0.0,9,0,0,3,1,1.0,0,3,10,54.0,24.0,3,8,10,1140,0.4246095744892955,125.40101709030569
126,10,0,0,0,10.0,10,10.0,2.759423276266466,9,2.4444444444444446,27.01719073512954,19,14.526315789473685,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,9,9.074000000000002,297,1260,0,0.0,12600.0,False,-0.825235774080746,0,1.3430000000000002,69769,0,11,0.9,297.1890980864249,False,0.27482167105557853,19,19.461000000000002,-30711,593,0,0.0,1636.3380028260144,False,-1.5450420457395748,0,0.7310000000000001,61078,527,402,1.0,30720.05951741327,False,-0.0036363549316757605,0,1.0100000000000002,85349,4,127,1.0,5315.068762940519,False,0.14715818373333506,0.48333333333333334,224128,0.0,0.0,8,0,0,2,4,4.0,0,2,9,36.0,24.0,2,8,9,920,0.36039500776678324,125.76141209807247
127,9,0,0,0,10.0,9,10.0,2.777349161252259,4,3.0,27.01719073512954,0,,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,4,9.105,123,1269,0,0.0,12690.0,False,-0.8286531736780757,0,1.3430000000000002,69757,0,15,0.4,405.2578610269431,False,0.2755880924516997,0,19.442000000000004,-33167,593,0,0.0,1646.9680526225898,False,-1.5897258815514395,0,0.7310000000000001,61488,517,402,1.0,30449.887610061975,False,-5.287217916519624e-05,0,1.0100000000000002,85759,0,121,0.4,4961.000000000001,False,0.1501948720622548,0.3,222306,0.0,0.0,8,0,0,2,1,1.0,0,2,4,21.0,19.0,2,7,4,910,0.31748811434954405,126.07890021242201
128,4,0,0,0,10.0,0,,2.777349161252259,0,,27.2249123262493,12,30.083333333333332,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,9.101,123,1269,0,0.0,12690.0,False,-0.8286531736780757,0,1.3430000000000002,70022,0,9,0.0,245.0242109362437,False,0.2789591048494507,6,19.502000000000002,-35940,593,0,0.0,1646.9680526225898,False,-1.6402865525332977,0,0.7310000000000001,61514,512,406,1.0,30585.155111039647,False,0.001167636319457483,0,1.0100000000000002,86192,0,114,0.7,4674.000000000001,False,0.15396848156210488,0.2833333333333333,220257,0.0,0.0,8,0,0,0,1,1.0,0,0,2,0.0,12.0,0,4,2,1085,0.15167201776057482,126.23057223018259
129,2,0,0,0,10.0,0,,2.777349161252259,0,,27.2249123262493,0,,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,9.101,123,1269,0,0.0,12690.0,False,-0.8286531736780757,0,1.3430000000000002,70022,0,9,0.0,245.0242109362437,False,0.2789591048494507,0,19.496000000000002,-38815,593,0,0.0,1646.9680526225898,False,-1.6927070101866846,0,0.7310000000000001,62047,502,403,1.0,30189.90598777715,False,0.0055392285137398824,0,1.0100000000000002,86479,0,107,0.0,4387.000000000001,False,0.15583899266133974,0.16666666666666666,218202,0.0,0.0,5,0,0,0,0,0.0,0,0,0,0.0,6.0,0,2,0,820,0.1369632063433528,126.36753543652594
130,0,0,0,0,10.0,0,,2.777349161252259,0,,27.2249123262493,0,,41.00000000000001,20,41.0,0,0.2,38346,0,0,0.0,0.0,False,0.015841898908551446,0,9.101,123,1269,0,0.0,12690.0,False,-0.8286531736780757,0,1.3430000000000002,70022,0,9,0.0,245.0242109362437,False,0.2789591048494507,0,19.496000000000006,-41920,593,0,0.0,1646.9680526225898,False,-1.7493211044523422,0,0.7310000000000001,62457,492,403,1.0,29917.656864514658,False,0.0091091730940643,0,1.0100000000000002,86889,0,97,0.0,3977.000000000001,False,0.15851115137453237,0.16666666666666666,215917,0.0,0.0,6,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,820,0.1306742737069726,126.49820971023291
