index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
21,24,0,0,0,10.000000000000002,20,10.0,10.975601303881042,7,9.571428571428571,31.61369077203432,5,44.0,40.999999999999986,6,41.0,4,0.546,43119,241,0,0.0,2410.0000000000005,False,-0.03791973258665972,3,0.5449999999999999,43539,199,0,0.0,1990.0000000000005,False,-0.03336155065008357,0,0.5510000000000002,70206,4,21,1.0,707.7899114282449,False,-0.004347590510327414,2,0.6790000000000002,71940,0,1,0.1,31.61369077203432,False,0.015349760757831713,0,0.2,93091,0,0,0.0,0.0,False,0.0,6,1.7630000000000006,86035,142,0,0.0,4489.144089628873,False,-0.051685210763506226,0.18333333333333335,407930,0.0,0.0,6,0,0,12,6,5.4,12,24,24,186.0,51.0,12,12,24,200,2.023218665039167,58.80075342010241
22,24,0,0,0,10.000000000000002,20,10.0,10.9334233896328,1,9.0,31.220493800150347,12,28.5,40.999999999999986,10,41.0,1,0.552,43015,250,0,0.0,2500.0000000000005,False,-0.039200364654554926,0,0.542,43429,210,0,0.0,2100.0000000000005,False,-0.03455536020490113,0,0.551,70539,0,14,0.5,437.0869132021049,False,-0.0015586236862751633,0,0.6770000000000002,71940,0,1,0.0,31.220493800150347,False,0.0153469866074967,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,1.8570000000000004,85567,154,0,0.0,4807.9560452231535,False,-0.05500018237411153,0.08333333333333333,407581,0.0,0.0,8,0,0,11,4,4.0,12,23,22,168.0,70.0,11,13,22,542,1.7531773080118,60.55393072811421
23,22,0,0,0,10.000000000000002,20,10.0,10.769203097668063,9,10.0,30.200757710111244,16,24.75,40.999999999999986,12,41.0,5,0.6010000000000001,42866,258,0,0.0,2580.0000000000005,False,-0.04156627813592064,4,0.5820000000000001,43257,222,0,0.0,2220.0000000000005,False,-0.03698639057107508,0,0.551,70635,0,11,0.8,332.20833481122366,False,-0.0009439497741488716,4,0.7170000000000001,72006,0,1,0.1,30.200757710111244,False,0.01627110090386435,0,0.2,93091,0,0,0.0,0.0,False,0.0,12,1.967,84973,170,0,0.0,5134.128810718911,False,-0.05962913272647776,0.15,406828,0.0,0.0,7,0,0,12,8,7.8,14,26,22,210.0,54.0,14,8,22,376,1.5810714369872585,62.13500216510147
24,22,0,0,0,10.000000000000002,20,10.0,10.67227877576147,23,10.478260869565217,28.55225095227954,12,16.0,40.999999999999986,11,41.0,10,0.6960000000000001,42646,267,0,0.0,2670.0000000000005,False,-0.04536476308306744,13,0.7080000000000002,42966,233,0,0.0,2330.0000000000005,False,-0.0421089188426559,1,0.5609999999999999,70560,12,10,1.0,413.58985483193305,False,-0.001428078576847634,0,0.7130000000000001,71996,0,2,0.1,57.10450190455908,False,0.01631980937732524,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,2.0650000000000004,84617,182,0,0.0,5196.509673314877,False,-0.0631182946078844,0.18333333333333335,405876,0.0,0.0,6,0,0,13,8,7.083333333333333,9,22,23,168.0,63.0,11,11,23,200,1.599927571020089,63.73492973612156
25,23,0,0,0,10.000000000000002,20,10.0,10.651314661615931,2,10.0,29.442127958509644,5,46.0,40.999999999999986,10,41.0,1,0.6960000000000002,42523,278,0,0.0,2780.0000000000005,False,-0.046840745805387336,1,0.7050000000000001,42863,242,0,0.0,2420.0000000000005,False,-0.04336784528228169,0,0.56,70550,3,20,1.0,620.7965031550407,False,-0.00010726630386756657,3,0.7430000000000001,72108,0,1,0.1,29.442127958509644,False,0.017705044081662544,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,2.1540000000000004,84249,187,0,0.0,5505.677928241304,False,-0.06541084568733127,0.18333333333333335,405384,0.0,0.0,6,0,0,13,6,5.6,14,27,23,240.0,54.0,15,8,23,200,1.5235144830076024,65.25844421912916
26,23,0,0,0,10.000000000000002,20,10.0,10.376054579197861,13,9.153846153846153,30.924129563088112,10,44.0,40.99999999999999,10,41.0,12,0.8150000000000002,42255,287,0,0.0,2870.0000000000005,False,-0.05168110090946582,1,0.7140000000000002,42740,253,0,0.0,2530.0000000000005,False,-0.04484382800460159,0,0.56,70451,4,30,1.0,969.2281052094348,False,0.0009540843907648564,9,0.8300000000000001,72174,0,2,0.2,61.848259126176224,False,0.01886499025742356,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,2.244,83665,197,0,0.0,6092.053523928358,False,-0.06853480183944546,0.19999999999999998,404376,0.0,0.0,6,0,0,11,8,7.8,15,26,24,252.0,87.0,14,9,24,200,1.558438631996978,66.81688285112614
27,24,0,0,0,10.000000000000002,20,10.0,10.052028618040277,12,8.333333333333334,30.924129563088112,0,,40.999999999999986,10,41.0,1,0.8130000000000002,42152,296,0,0.0,2960.0000000000005,False,-0.05294002734909162,11,0.8230000000000002,42458,264,0,0.0,2640.0000000000005,False,-0.04977100562175772,0,0.56,70371,4,40,1.0,1277.1732969956854,False,0.001997892539620801,0,0.8210000000000002,72154,0,4,0.2,123.69651825235245,False,0.01901913782138865,0,0.2,93091,0,0,0.0,0.0,False,0.0,10,2.3340000000000005,83523,197,0,0.0,6092.053523928358,False,-0.07006019097480765,0.19999999999999998,403749,0.0,0.0,6,0,0,12,6,6.0,14,26,21,207.0,61.0,14,10,21,200,1.619951311033219,68.43683416215936
28,21,0,0,0,10.000000000000002,20,10.0,10.19167951120184,13,10.923076923076923,32.2528696967905,10,44.0,40.999999999999986,11,41.0,12,0.9319999999999999,41898,307,0,0.0,3070.0000000000005,False,-0.05725944737470426,1,0.8220000000000001,42355,273,0,0.0,2730.0000000000005,False,-0.051029932061383516,0,0.56,70229,7,50,1.0,1683.985241417938,False,0.002864376315247698,6,0.881,72373,0,0,0.0,0.0,False,0.021236665349664164,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,2.4340000000000006,82917,207,0,0.0,6676.344027235633,False,-0.07343167423684546,0.16666666666666666,402863,0.0,0.0,6,0,0,8,7,6.2,13,21,25,162.0,79.0,9,12,25,200,1.282076063042041,69.7189102252014
29,25,0,0,0,10.000000000000002,20,10.0,10.186566470990263,2,10.0,28.28381892501151,23,13.0,40.999999999999986,11,41.0,1,0.9299999999999999,41805,315,0,0.0,3150.0000000000005,False,-0.058409845672983005,1,0.8310000000000002,42222,285,0,0.0,2850.0000000000005,False,-0.052614442925050464,0,0.56,70518,0,35,0.8,989.9336623754028,False,0.0020455894224149554,0,0.8750000000000002,72363,0,1,0.1,28.28381892501151,False,0.021295110761733103,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,2.533000000000001,82460,230,0,0.0,6505.278352752647,False,-0.07925965800801019,0.15,402459,0.0,0.0,8,0,0,10,5,5.0,14,24,20,186.0,84.0,12,13,20,499,1.4745720730279572,71.19348229822936
30,20,0,0,0,10.000000000000002,20,10.0,10.006976038081156,17,9.294117647058824,28.28381892501151,0,,40.999999999999986,9,41.0,3,0.9590000000000003,41654,326,0,0.0,3260.0000000000005,False,-0.06049358598684639,14,0.9700000000000002,41914,294,0,0.0,2940.0000000000005,False,-0.05832302315990536,0,0.56,70370,6,45,1.0,1332.8137078540049,False,0.002376345514576513,0,0.8750000000000002,72353,0,2,0.1,56.56763785002302,False,0.02135355617380225,0,0.2,93091,0,0,0.0,0.0,False,0.0,9,2.612000000000001,82342,230,0,0.0,6505.278352752647,False,-0.08052723489514213,0.18333333333333335,401724,0.0,0.0,6,0,0,10,7,7.0,12,22,16,165.0,59.0,10,10,16,200,1.3598871600115672,72.55336945824092
31,16,0,0,0,10.000000000000002,20,10.0,9.993981841711252,2,9.5,29.124161196228044,5,46.0,40.99999999999999,11,41.0,1,0.9660000000000002,41531,337,0,0.0,3370.0000000000005,False,-0.061969568709166284,1,0.9660000000000002,41810,303,0,0.0,3030.0000000000005,False,-0.05960365522780057,0,0.56,70361,0,52,0.7,1514.4563822038583,False,0.0035309052195902748,3,0.9050000000000002,72465,0,1,0.1,29.124161196228044,False,0.022740335279648305,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,2.713000000000001,81944,235,0,0.0,6844.17788111359,False,-0.0829823619838996,0.13333333333333333,401202,0.0,0.0,6,0,0,7,6,5.6,13,20,17,147.0,51.0,9,7,17,200,2.127969194960315,74.68133865320124
32,17,0,0,0,10.000000000000002,20,10.0,9.914624335390492,5,8.8,28.28545789793001,16,23.3125,40.99999999999999,11,41.0,4,1.0050000000000001,41360,348,0,0.0,3480.0000000000005,False,-0.06448742158841787,1,0.9750000000000001,41707,312,0,0.0,3120.0000000000005,False,-0.06086258166742636,0,0.56,70480,0,44,0.3,1244.5601475089204,False,0.0033058654647296426,4,0.9420000000000002,72531,0,2,0.2,56.57091579586002,False,0.02386529121603448,0,0.2,93091,0,0,0.0,0.0,False,0.0,11,2.8120000000000007,81431,251,0,0.0,7099.649932380432,False,-0.0871209357919646,0.08333333333333333,400600,0.0,0.0,7,0,0,9,7,6.8,11,20,18,165.0,52.0,10,7,18,343,1.1679298730450682,75.8492685262463
