index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,24,0,0,0,10.0,20,10.0,19.576584483262153,44,21.318181818181817,34.80351736154691,0,,38.00000000000001,20,38.0,15,3.8870000000000013,44883,33,10,1.0,525.7658448326215,False,0.13320823621115774,0,0.2,35987,0,517,1.0,10121.094177846533,False,0.030335778732479918,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,0.6410000000000001,63036,538,124,1.0,14847.838604826855,False,0.04474836603916594,7,5.967000000000001,73571,207,0,0.0,7204.32809384021,False,-0.1498505767282089,13,5.793000000000001,68025,348,0,0.0,12111.624041818324,False,-0.18391632126433025,0.5,353142,0.0,0.0,10,0,0,11,9,8.6,19,30,29,168.0,84.0,11,13,29,713,2.4851137530058622,380.2683046369348
66,29,0,0,0,10.0,20,10.0,20.277918184182344,37,25.324324324324323,35.6537349618645,24,40.0,38.00000000000001,20,38.0,17,4.042000000000001,45059,33,10,1.0,532.7791818418234,False,0.13771403877910865,0,0.2,36137,0,517,1.0,10483.683701222271,False,0.03865161903188167,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,0.6410000000000001,63059,565,110,1.0,15378.93461986812,False,0.04902682764351677,10,6.060000000000001,73427,207,0,0.0,7380.323137105952,False,-0.15046750717642346,10,5.880000000000002,66928,372,0,0.0,13263.189405813595,False,-0.18965811775241484,0.5,352250,0.0,0.0,12,0,0,16,12,11.916666666666666,21,37,27,254.0,91.0,16,13,27,1635,2.5670898760436103,382.8353945129784
67,27,0,0,0,10.000000000000002,20,10.0,20.806295590726513,32,25.3125,31.269390819752484,29,11.310344827586206,38.0,20,38.0,10,4.125000000000001,45239,35,10,1.0,558.0629559072652,False,0.14254954888309532,0,0.2,36357,0,513,0.8,10673.629638042701,False,0.046557765481597284,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,0.6410000000000001,62577,587,91,1.0,15058.81007635394,False,0.039506613655837276,11,6.16,72925,236,0,0.0,7379.5762334615865,False,-0.156001717229986,9,5.960000000000003,66809,372,0,0.0,11632.213384947923,False,-0.19995255692612632,0.4666666666666666,351547,0.0,0.0,15,0,0,8,11,11.0,22,30,20,168.0,123.0,11,16,20,1078,2.447841896035243,385.2832364090136
68,20,0,0,0,10.0,20,10.0,20.5156717374243,48,18.854166666666668,28.225619731751184,27,11.88888888888889,37.99999999999999,20,38.0,33,4.445000000000001,45201,33,10,1.0,535.156717374243,False,0.14130822457107656,0,0.2,36257,2,518,1.0,10647.117959985786,False,0.043714927081324656,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,0.6410000000000001,61993,625,74,1.0,14910.990696039775,False,0.029751421191837272,10,6.249000000000001,72634,249,0,0.0,7028.179313206045,False,-0.16114292702252767,10,6.051000000000002,66481,386,0,0.0,10895.089216455957,False,-0.2076259737350403,0.5,350206,0.0,0.0,16,0,0,8,13,12.8,22,30,17,132.0,123.0,9,11,17,741,2.2175838300026953,387.5008202390163
69,17,0,0,0,10.0,20,10.0,20.235911686573026,5,4.0,24.90703132615517,38,11.394736842105264,37.99999999999999,20,38.0,0,4.412000000000002,45131,30,20,1.0,704.7182337314605,False,0.14167923684996434,0,0.2,36147,5,523,1.0,10633.381812077692,False,0.0407814178578489,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,0.6410000000000001,62406,620,46,1.0,13691.988686678415,False,0.02683779163339171,10,6.339000000000001,72278,269,0,0.0,6699.991426735741,False,-0.16687234827082192,10,6.141000000000002,66110,404,0,0.0,10062.440655766688,False,-0.2162992384784156,0.5,349712,0.0,0.0,15,0,0,6,10,10.0,22,28,12,81.0,30.0,7,10,12,653,1.7496810219599865,389.2505012609763
70,12,0,0,0,10.0,20,10.0,20.713022642107404,27,25.40740740740741,21.145376079694604,72,12.083333333333334,37.99999999999999,20,38.0,7,4.482000000000001,45570,30,10,1.0,507.13022642107404,False,0.15021875833255188,0,0.2,36047,5,533,1.0,11090.041068243247,False,0.044002623914295554,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,26,0.901,61414,637,10,1.0,13405.649183819363,False,0.010005999109007454,8,6.409,71740,305,0,0.0,6449.339704306854,False,-0.17417963060551878,12,6.251000000000003,65477,440,0,0.0,9303.965475065626,False,-0.22745017694618824,0.5,347888,0.0,0.0,16,0,0,4,14,13.666666666666666,18,22,12,57.0,24.0,4,8,12,1238,1.5717986779636703,390.82229993894
71,12,0,0,0,10.0,20,10.0,20.854666873525485,9,25.0,20.14013813651778,29,12.482758620689655,37.99999999999999,20,38.0,0,4.475000000000001,45695,30,11,1.0,529.4013356087803,False,0.15363590119742943,0,0.2,35947,5,543,1.0,11374.084112324339,False,0.0450574074691175,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,19,1.0650000000000002,60745,636,10,1.0,13464.969512927386,False,0.0005261521969053041,11,6.511000000000002,71312,326,0,0.0,6565.685032504796,False,-0.178253695731775,9,6.3290000000000015,65246,448,0,0.0,9022.781885159966,False,-0.23154367957852318,0.5,346585,0.0,0.0,12,0,0,3,14,13.75,21,24,15,72.0,24.0,4,8,15,529,1.4611379520501941,392.2834378909902
72,15,0,0,0,10.0,20,10.0,20.854666873525485,0,,19.699145780881842,16,13.5,37.99999999999999,20,38.0,0,4.475000000000001,45625,27,21,1.0,707.9480043440351,False,0.1541196817734386,0,0.2,35817,8,553,1.0,11612.630781059594,False,0.04478815709555448,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,6,1.1060000000000003,60757,626,10,1.0,13252.012920635772,False,-0.0008747299855002707,11,6.610000000000001,71033,334,0,0.0,6579.514690814535,False,-0.18125102069481724,9,6.410000000000001,65017,456,0,0.0,8982.81047608212,False,-0.23428653787299444,0.5,345889,0.0,0.0,10,0,0,4,11,10.75,21,25,13,75.0,45.0,5,10,13,304,1.4466321319923736,393.73007002298255
73,13,0,0,0,10.0,20,10.0,20.348088845736438,58,18.20689655172414,18.394886621142142,40,11.325,37.99999999999999,20,38.0,11,4.585000000000001,45894,27,10,1.0,473.48088845736436,False,0.15792917603927506,0,0.2,36173,8,537,1.0,11006.923710160467,False,0.046122188184448236,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,30,1.4000000000000001,58679,674,10,1.0,13898.560748237782,False,-0.02689302846714386,10,6.699000000000002,70801,342,0,0.0,6291.051224430613,False,-0.18539563747890073,10,6.501000000000001,64512,488,0,0.0,8976.704671117364,False,-0.23988331347978892,0.5,343699,0.0,0.0,17,0,0,8,13,11.94,22,30,12,99.0,30.0,8,5,12,891,2.2345241880393587,395.9645942110219
74,12,0,0,0,10.0,20,10.0,19.66640771741173,45,15.533333333333333,17.65641292413533,30,11.966666666666667,37.99999999999999,20,38.0,25,4.824000000000001,45948,25,10,1.0,446.6640771741173,False,0.15894806693408622,0,0.2,36093,10,537,1.0,10660.860944250098,False,0.03977083943183945,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,20,1.5700000000000003,57477,709,10,1.0,14120.047200886269,False,-0.0430736988754317,10,6.789000000000002,70599,347,0,0.0,6126.77528467496,False,-0.1885257376141549,10,6.591000000000002,64063,513,0,0.0,9057.739830081426,False,-0.24438320795099233,0.5,341820,0.0,0.0,14,0,0,4,14,13.47138047138047,23,27,9,78.0,49.0,6,6,9,500,1.6291968270088546,397.59379103803076
75,9,0,0,0,10.0,20,10.0,18.634482855626537,46,12.217391304347826,16.66769798727374,41,11.0,37.99999999999999,20,38.0,16,4.959000000000001,45924,28,10,1.0,466.3448285562654,False,0.15859264575612167,0,0.2,36143,7,527,1.0,9890.372464915185,False,0.03135586316066147,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,31,1.8600000000000003,55794,745,10,1.0,14049.366707314508,False,-0.0685524843027008,11,6.889000000000001,70061,381,0,0.0,6350.392933151295,False,-0.19322071399295349,9,6.671000000000003,63858,520,0,0.0,8667.202953382344,False,-0.24879261614643552,0.5,339420,0.0,0.0,14,0,0,5,15,13.990384615384615,18,23,18,90.0,57.0,5,4,18,370,1.5355118900188245,399.1293029280496
76,18,0,0,0,10.0,20,10.0,18.362280247216265,12,11.583333333333334,15.970915140719544,31,10.387096774193548,37.99999999999999,20,38.0,0,4.943000000000001,45854,25,20,1.0,617.2456049443254,False,0.15872945612269795,0,0.2,36152,10,525,1.0,9740.19712978854,False,0.02969699452532125,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,21,2.0390000000000006,55051,747,10,1.0,13876.332496077746,False,-0.08085219524867476,11,6.988000000000002,69750,394,0,0.0,6292.540565443501,False,-0.196965384212548,9,6.752000000000001,63551,538,0,0.0,8592.352345707115,False,-0.2525868492459068,0.5,337998,0.0,0.0,11,0,0,6,14,13.285714285714285,26,32,15,168.0,67.0,11,7,15,389,1.9017044510110281,401.0310073790606
77,15,0,0,0,10.0,20,10.0,18.742519567148776,17,25.0,15.970915140719544,0,,37.99999999999999,20,38.0,0,4.943000000000001,46159,27,13,1.0,513.652754372934,False,0.1650851270661027,0,0.2,36072,8,535,1.0,10107.247968424595,False,0.03229558935245101,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0180000000000007,54626,754,20,1.0,14451.278056444567,False,-0.08289138773728114,11,7.087000000000001,69579,394,0,0.0,6292.540565443501,False,-0.1988491420339986,9,6.833000000000002,63428,538,0,0.0,8592.352345707115,False,-0.2539418329420379,0.5,337504,0.0,0.0,11,0,0,7,9,9.0,21,28,16,135.0,60.0,10,5,16,625,1.7015797580243088,402.7325871370849
78,16,0,0,0,10.0,20,10.0,18.71662666495311,25,18.44,15.970915140719544,0,,37.99999999999999,20,38.0,0,4.943000000000001,46283,28,14,1.0,542.0327733093436,False,0.16855383886780972,0,0.2,36209,7,529,1.0,9971.095505760195,False,0.034025647051384285,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0180000000000007,54165,769,30,1.0,14872.213359570529,False,-0.08660617004559085,10,7.176000000000001,69431,394,0,0.0,6292.540565443501,False,-0.20047952892040027,10,6.924000000000002,63293,538,0,0.0,8592.352345707115,False,-0.2554290101694989,0.5,337021,0.0,0.0,13,0,0,4,9,9.0,25,29,16,111.0,72.0,7,9,16,661,1.5972452250425704,404.3298323621275
79,16,0,0,0,10.0,20,10.0,18.535264172200375,5,9.0,18.47845705218659,28,41.0,37.99999999999999,20,38.0,0,4.943000000000001,46163,30,24,1.0,744.846340132809,False,0.16808712994970762,0,0.2,36174,5,534,1.0,9947.831067955,False,0.03285513024868853,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0180000000000007,55268,764,12,1.0,14382.683312187326,False,-0.07388064327728032,10,7.266000000000002,68709,408,0,0.0,7539.210477292129,False,-0.20156643563666538,10,7.014000000000002,62576,552,0,0.0,10200.108292806999,False,-0.2544719513263031,0.5,336530,0.0,0.0,14,0,0,9,10,10.0,20,29,18,150.0,48.0,10,6,18,1393,1.6881382479914464,406.01797061011894
80,18,0,0,0,10.0,20,10.0,18.6809514118538,38,19.605263157894736,18.424007120456356,4,15.0,37.99999999999999,20,38.0,14,5.083000000000001,46484,33,10,1.0,516.809514118538,False,0.1732825813162797,0,0.2,36104,2,544,1.0,10182.437568048468,False,0.034042490625372956,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0180000000000007,54583,792,18,1.0,15126.945646356424,False,-0.07851972327068868,13,7.386000000000002,68432,412,0,0.0,7590.690933628019,False,-0.20433434534663342,7,7.0740000000000025,62493,552,0,0.0,10170.051930491909,False,-0.2555518422793916,0.5,335736,0.0,0.0,11,0,0,6,11,10.518518518518519,20,26,17,129.0,75.0,8,10,17,546,1.6361871549743228,407.65415776509326
81,17,0,0,0,10.0,20,10.0,18.6809514118538,0,,19.691417609651147,21,33.57142857142857,37.99999999999999,20,38.0,0,5.069000000000002,46424,29,20,1.0,663.619028237076,False,0.17361905454751728,0,0.2,35964,6,554,1.0,10409.247082167007,False,0.03337492259051449,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,3,2.0480000000000005,55186,782,10,1.0,14805.418180166185,False,-0.07196244046613245,10,7.473000000000001,67580,433,0,0.0,8526.383824978946,False,-0.20856622992322335,10,7.167000000000002,62349,552,0,0.0,10869.662520527432,False,-0.2532846648864929,0.5,335143,0.0,0.0,9,0,0,5,10,9.5,22,27,21,111.0,75.0,7,10,21,815,1.5299537259852514,409.1841114910785
82,21,0,0,0,10.0,20,10.0,18.291147981072886,10,8.5,20.45599159715899,16,31.25,37.99999999999999,20,38.0,0,5.069000000000001,46334,32,25,1.0,777.2786995268222,False,0.17278644920212385,0,0.2,35939,3,559,1.0,10254.751721419743,False,0.0308084003290713,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,6,2.1050000000000004,55397,782,10,1.0,14508.237637170587,False,-0.07103705675120407,7,7.533000000000001,66997,449,0,0.0,9184.740227124386,False,-0.21136236325061475,13,7.287000000000002,62124,552,0,0.0,11291.707361631763,False,-0.2534386436853807,0.5,334431,0.0,0.0,13,0,0,7,12,12.0,22,29,20,135.0,78.0,10,11,20,695,1.71716198901413,410.90127348009264
83,20,0,0,0,10.0,20,10.0,18.413647982236213,15,20.333333333333332,20.45599159715899,0,,37.999999999999986,20,38.0,0,5.069000000000002,46509,35,20,1.0,718.2729596447243,False,0.17643857726906714,0,0.2,35869,0,569,1.0,10477.365701892406,False,0.03184524839845896,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,55092,787,20,1.0,14900.660793963081,False,-0.07265012311346729,11,7.636000000000001,66832,449,0,0.0,9184.740227124386,False,-0.21318002430640043,9,7.3640000000000025,62003,552,0,0.0,11291.707361631763,False,-0.25477159512629016,0.5,333945,0.0,0.0,11,0,0,5,9,9.0,25,30,17,162.0,78.0,9,11,17,505,1.526669897022657,412.4279433771153
84,17,0,0,0,10.0,20,10.0,18.533599748601127,15,20.333333333333332,20.45599159715899,0,,37.999999999999986,20,38.0,0,5.069000000000001,46734,33,15,1.0,608.0039962290168,False,0.1807023770203697,0,0.2,35749,2,579,1.0,10750.954254440052,False,0.0322668020587872,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,54787,792,30,1.0,15292.290748806861,False,-0.07426907009870067,8,7.705000000000002,66736,449,0,0.0,9184.740227124386,False,-0.21423757255703935,12,7.475000000000002,61803,552,0,0.0,11291.707361631763,False,-0.2569748206484546,0.5,333449,0.0,0.0,12,0,0,4,9,9.0,21,25,18,75.0,66.0,5,12,18,505,1.4382918479968794,413.8662352251122
85,18,0,0,0,10.0,20,10.0,18.31795764263318,5,9.0,22.26873899462023,20,42.0,37.999999999999986,20,38.0,0,5.069000000000002,46679,33,20,1.0,696.3591528526636,False,0.1804307230710191,0,0.2,35649,2,589,1.0,10809.277051510942,False,0.030488680081213686,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,55582,787,20,1.0,14861.607444644716,False,-0.06567415375697105,9,7.787000000000001,66199,459,0,0.0,10221.351198530685,False,-0.21444351371215575,11,7.573000000000002,61212,562,0,0.0,12515.031314976568,False,-0.2567472056767396,0.5,332961,0.0,0.0,16,0,0,5,9,9.0,23,28,21,93.0,81.0,6,12,21,1085,1.994598960969597,415.8608341860818
86,21,0,0,0,10.0,20,10.0,18.225216868667456,2,9.0,23.627126204405435,15,43.0,37.999999999999986,20,38.0,0,5.069000000000001,46627,30,28,1.0,810.3060723226888,False,0.18055556204124973,0,0.2,35519,5,599,1.0,10966.904904331806,False,0.02920385682787982,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,56209,779,15,1.0,14551.85083375803,False,-0.05867374311439438,9,7.868000000000001,66090,459,0,0.0,10844.850927822095,False,-0.21220999533014184,11,7.672000000000002,60395,577,0,0.0,13632.851819941936,False,-0.2595903552704352,0.5,332480,0.0,0.0,10,0,0,7,9,9.0,19,26,23,183.0,75.0,11,10,23,863,1.8231035940116271,417.6839377800934
87,23,0,0,0,10.0,20,10.0,18.124313038598576,2,9.0,23.343648987013303,7,15.0,37.99999999999999,20,38.0,0,5.069000000000002,46545,30,36,1.0,952.4752693895488,False,0.18028157420353852,0,0.2,35419,5,609,1.0,11087.706640506532,False,0.02820987776433303,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,56296,771,18,1.0,14394.03103452574,False,-0.05855378670171595,11,7.969000000000003,65822,466,0,0.0,10878.1404279482,False,-0.2149789568390973,9,7.751,60274,577,0,0.0,13469.285465506677,False,-0.26182424062799275,0.5,331996,0.0,0.0,13,0,0,7,8,8.0,25,32,25,196.0,72.0,14,9,25,323,1.935137665946968,419.61907544604037
88,25,0,0,0,10.0,20,10.0,18.124313038598576,0,,24.218898589602894,10,41.0,37.99999999999999,20,38.0,0,5.069000000000001,46425,32,46,1.0,1153.7183997755346,False,0.17979515549807393,0,0.2,35339,3,619,1.0,11248.94977089252,False,0.028225479691916452,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,56706,761,18,1.0,14228.542396986368,False,-0.05370138491602887,7,8.028,65335,476,0,0.0,11528.195728650977,False,-0.21676326491225112,13,7.8720000000000026,60047,577,0,0.0,13974.30448620087,False,-0.26154322460671936,0.5,331492,0.0,0.0,12,0,0,7,10,10.0,25,32,24,177.0,99.0,12,13,24,610,1.9642259580432437,421.5833014040836
89,24,0,0,0,10.0,20,10.0,18.57546986802218,10,26.0,24.218898589602894,0,,37.99999999999999,20,38.0,0,5.069000000000002,46325,32,56,1.0,1360.226312609242,False,0.17987683316108893,0,0.2,35499,3,619,1.0,11528.215848305728,False,0.035746578080596,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,56446,761,28,1.0,14814.06173007376,False,-0.05321563914123421,12,8.141000000000002,65136,476,0,0.0,11528.195728650977,False,-0.21895547430680473,8,7.939000000000002,59945,577,0,0.0,13974.30448620087,False,-0.26266686962302327,0.5,330991,0.0,0.0,9,0,0,9,10,10.0,22,31,20,195.0,78.0,13,11,20,460,1.7288473429507576,423.31214874703437
90,20,0,0,0,10.0,20,10.0,19.700683947428683,26,26.5,25.094938345736107,10,41.0,37.99999999999999,20,38.0,0,5.069000000000001,46566,33,53,1.0,1374.1362492137202,False,0.18610075866881357,0,0.2,35747,2,616,1.0,12155.621311616069,False,0.049845896127112446,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,56167,777,28,1.0,16010.089700832697,False,-0.0484854415584302,11,8.239,64764,481,0,0.0,12070.665344299068,False,-0.22006551652254408,9,8.021,59619,582,0,0.0,14605.254117218414,False,-0.26278281639850604,0.5,330503,0.0,0.0,13,0,0,5,9,9.0,24,29,14,111.0,69.0,7,13,14,1299,1.5212475110311061,424.8333962580655
91,14,0,0,0,10.0,20,10.0,20.40185277340874,26,24.846153846153847,25.094938345736107,0,,38.0,20,38.0,0,5.069000000000002,46766,33,51,1.0,1370.4944914438458,False,0.19107525906076775,0,0.2,35993,2,612,1.0,12505.93389732615,False,0.06041735356467466,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.0990000000000006,55521,793,38,1.0,17132.276906451105,False,-0.04974439587756065,9,8.318,64647,481,0,0.0,12070.665344299068,False,-0.22135440345301027,11,8.122000000000002,59448,582,0,0.0,14605.254117218414,False,-0.26466657421995665,0.5,330015,0.0,0.0,12,0,0,3,10,10.0,21,24,16,78.0,27.0,5,9,16,846,1.2904151089605875,426.12381136702606
92,16,0,0,0,10.0,20,10.0,20.18263576060334,9,16.0,27.755957485203837,40,39.225,38.0,20,38.0,0,5.069000000000001,46696,34,56,1.0,1470.227602593787,False,0.1905698888349832,0,0.2,36007,1,618,1.0,12482.868900052865,False,0.06047929039449871,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,2,2.1190000000000007,56878,792,10,1.0,16262.207097249884,False,-0.03607390722954619,10,8.409,64196,492,0,0.0,13655.931082720288,False,-0.2175909321697349,10,8.211,58053,611,0,0.0,16958.890023459546,False,-0.26707009549077104,0.5,329470,0.0,0.0,14,0,0,3,10,9.181818181818182,18,21,23,39.0,69.0,3,13,23,1605,1.4931916279601865,427.61700299498625
93,23,0,0,0,10.0,20,10.0,20.18263576060334,0,,27.441608021843596,7,18.857142857142858,38.0,20,38.0,0,5.069000000000002,46576,36,66,1.0,1692.0539601998205,False,0.19034180024849792,0,0.2,35927,0,627,0.9,12654.512621898293,False,0.06062542510979557,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.1170000000000004,57010,782,13,1.0,16139.562069075779,False,-0.03502593288250809,10,8.499,63920,499,0,0.0,13693.362402899955,False,-0.2204252092904515,10,8.301000000000002,57908,611,0,0.0,16766.822501346436,False,-0.2697253541610864,0.48333333333333334,328981,0.0,0.0,11,0,0,11,10,10.0,21,32,21,156.0,63.0,12,11,21,332,1.8323539309785701,429.4493569259648
94,21,0,0,0,10.0,20,10.0,20.124995703412626,3,17.0,28.285151915447454,23,34.82608695652174,38.0,20,38.0,0,5.069000000000001,46557,33,73,1.0,1799.1246863491217,False,0.19120867349016196,0,0.2,35797,3,637,1.0,12849.622263073843,False,0.059811017634401574,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,10,2.2170000000000005,57390,775,10,1.0,15879.723189299259,False,-0.03131784949067898,12,8.609,63221,511,0,0.0,14453.712628793648,False,-0.22393742493173505,8,8.371000000000002,57511,622,0,0.0,17593.364491408316,False,-0.2695461108034706,0.5,328116,0.0,0.0,13,0,0,6,12,11.8,21,27,23,132.0,81.0,9,12,23,757,1.6967609489802271,431.14611787494505
95,23,0,0,0,10.0,20,10.0,20.189530091813303,2,25.0,29.548989569779998,20,41.0,38.00000000000001,20,38.0,0,5.069000000000002,46437,35,83,1.0,2025.7309976205042,False,0.19104057578780215,0,0.2,35767,1,645,1.0,13032.24690921958,False,0.061350020196535834,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,10,2.307000000000001,57785,767,10,1.0,15780.859476118603,False,-0.026193918655151017,12,8.717,62814,516,0,0.0,15247.27861800648,False,-0.2240499767669512,8,8.443,56792,637,0,0.0,18822.70635594986,False,-0.27069541312709383,0.5,327235,0.0,0.0,13,0,0,10,13,13.0,21,31,24,228.0,102.0,14,9,24,660,1.856493690982461,433.0026115659275
96,24,0,0,0,10.0,20,10.0,19.971030419921654,10,17.0,30.905030017780145,27,40.0,38.00000000000001,20,38.0,0,5.069000000000001,46507,35,83,1.0,2007.5955248534972,False,0.1925700384654924,0,0.2,35667,1,655,1.0,13091.024925048683,False,0.05957761144919151,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,17,2.4670000000000005,58117,767,10,1.0,15626.83063225771,False,-0.022413105837180747,10,8.805000000000001,62672,516,0,0.0,15946.995489174555,False,-0.22176018171557152,10,8.535,55573,664,0,0.0,20520.939931806017,False,-0.27477009379237904,0.5,326176,0.0,0.0,11,0,0,5,10,9.62962962962963,25,30,20,162.0,104.0,9,15,20,370,1.684289179975167,434.6869007459027
97,20,0,0,0,10.0,20,10.0,20.3924589755793,22,22.90909090909091,30.905030017780145,0,,38.00000000000001,20,38.0,0,5.069000000000002,46677,35,80,1.0,1981.396718046344,False,0.19650840530693964,0,0.2,35801,1,656,1.0,13387.45308798002,False,0.06666147604081446,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,57613,779,20,1.0,16503.826142331876,False,-0.023384344011655376,10,8.895000000000001,62526,516,0,0.0,15946.995489174555,False,-0.22336853634675158,10,8.625000000000002,55422,664,0,0.0,20520.939931806017,False,-0.27643352906161317,0.5,325679,0.0,0.0,14,0,0,9,11,11.0,21,30,15,153.0,72.0,11,9,15,704,1.725173065031413,436.4120738109341
98,15,0,0,0,10.0,20,10.0,20.3924589755793,0,,30.905030017780145,0,,38.00000000000001,20,38.0,0,5.069000000000001,46587,34,90,1.0,2175.321307802137,False,0.19668316609104317,0,0.2,35691,2,666,1.0,13601.377677735813,False,0.06658522650839396,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,57613,769,30,1.0,16608.951852753886,False,-0.022604965357241224,9,8.975000000000001,62415,516,0,0.0,15946.995489174555,False,-0.22459132651155284,11,8.725000000000001,55269,664,0,0.0,20520.939931806017,False,-0.2781189965860689,0.5,325215,0.0,0.0,9,0,0,5,6,6.0,11,16,16,81.0,54.0,7,8,16,200,1.3419724049745128,437.7540462159086
99,16,0,0,0,10.0,20,10.0,20.806330045294715,11,26.0,31.51811580920595,10,43.0,38.00000000000001,20,38.0,0,5.069000000000002,46457,37,100,1.0,2450.6330045294717,False,0.1968753357831456,0,0.2,35907,0,664,0.9,13815.40315007569,False,0.0746931794231243,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,57757,770,30,1.0,16966.417609153108,False,-0.017819625684639306,11,9.076,62025,521,0,0.0,16420.9383365963,False,-0.22627710883605634,9,8.804,54933,669,0,0.0,21085.61947635878,False,-0.27871012450229804,0.48333333333333334,324719,0.0,0.0,13,0,0,6,11,11.0,12,18,11,117.0,51.0,9,7,11,916,1.4583659970085137,439.2124122129171
