index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
100,11,0,0,0,10.0,20,10.0,20.85944399971269,8,21.75,31.51811580920595,0,,38.0,20,38.0,0,5.069000000000001,46385,36,108,1.0,2612.81995196897,False,0.1971035913548152,0,0.2,35953,1,668,1.0,13944.108591808075,False,0.07746314656251511,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,57583,768,40,1.0,17280.777624147584,False,-0.018069025057474607,10,9.165000000000001,61879,521,0,0.0,16420.9383365963,False,-0.22788546346723637,10,8.895000000000001,54787,669,0,0.0,21085.61947635878,False,-0.28031847913347807,0.5,324227,0.0,0.0,10,0,0,3,10,10.0,12,15,17,90.0,33.0,5,6,17,374,1.1957615209976211,440.40817373391474
101,17,0,0,0,10.0,20,10.0,20.85944399971269,0,,30.86594958668589,9,18.0,38.0,20,38.0,0,5.069000000000002,46295,35,118,1.0,2811.4143919660974,False,0.19733696116827856,0,0.2,35843,2,678,1.0,14162.703031805202,False,0.07744550605945429,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,57745,758,41,1.0,17076.96248483634,False,-0.017178001209659073,10,9.255,61728,521,0,0.0,16081.159734663348,False,-0.23142042095563062,10,8.985000000000003,54475,678,0,0.0,20927.113819773032,False,-0.28462857021804755,0.5,323726,0.0,0.0,10,0,0,8,12,12.0,2,10,19,150.0,36.0,10,7,19,362,2.310035669011995,442.71820940292673
102,19,0,0,0,10.0,20,10.0,21.22329026085717,11,25.454545454545453,31.43560796509325,10,41.0,37.99999999999999,20,38.0,0,5.069000000000001,46215,33,128,1.0,3046.5811533897177,False,0.19828034279712997,0,0.2,36003,4,677,1.0,14408.167506600303,False,0.08454237689952444,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,57875,759,41,1.0,17397.337234559414,False,-0.012875231795028242,11,9.355,61143,531,0,0.0,16692.307829464517,False,-0.23449861290724133,9,9.065000000000001,54354,678,0,0.0,21313.342200333223,False,-0.2838341510953709,0.5,323230,0.0,0.0,14,0,0,5,10,10.0,2,7,20,111.0,51.0,7,12,20,890,1.5693247229792178,444.28753412590595
103,20,0,0,0,10.0,20,10.0,21.64159821882727,12,26.0,33.07006181121319,33,41.0,37.99999999999999,20,38.0,0,5.069000000000002,46145,30,138,1.0,3286.540554198163,False,0.1995348848389538,0,0.2,36185,7,675,1.0,14678.078797708407,False,0.09249829059098384,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,58916,761,18,1.0,17064.51735712939,False,9.280090395747381e-05,7,9.414000000000001,61058,531,0,0.0,17560.202821754207,False,-0.23065456276023283,13,9.186000000000002,52775,711,0,0.0,23512.81394777258,False,-0.28911378586976416,0.5,322719,0.0,0.0,12,0,0,6,10,10.0,5,11,23,168.0,42.0,11,9,23,1865,1.7518274169997312,446.0393615429057
104,23,0,0,0,10.0,20,10.0,21.761380904530082,20,22.5,33.29182051081899,5,41.0,38.0,20,38.0,0,5.069000000000001,46070,32,143,1.0,3431.8774693478017,False,0.19947636071874048,0,0.2,36510,5,670,1.0,14630.125206035154,False,0.10005428356679578,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,58671,771,23,1.0,17543.73654914153,False,1.2874389412574927e-05,9,9.497000000000002,60933,531,0,0.0,17677.956691244883,False,-0.23138298288509695,11,9.283000000000001,52405,716,0,0.0,23836.943485746393,False,-0.29140442690939017,0.5,322229,0.0,0.0,13,0,0,5,10,10.0,3,8,23,129.0,90.0,8,15,23,855,1.5296759639750235,447.5690375068807
105,23,0,0,0,10.0,20,10.0,22.001407745530667,27,23.14814814814815,34.11961303514845,15,43.0,38.0,20,38.0,0,5.069000000000002,46615,30,126,1.0,3072.177375936864,False,0.20864200125425922,0,0.2,36390,7,680,1.0,15030.957266960853,False,0.10207280889280411,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,58691,788,18,1.0,17951.26233811084,False,0.0033307311327572422,12,9.608,60737,531,0,0.0,18117.514521663827,False,-0.2311210313207024,8,9.352000000000002,51658,731,0,0.0,24941.437128693517,False,-0.29354985277665063,0.5,321731,0.0,0.0,14,0,0,7,10,10.0,4,11,23,138.0,51.0,11,12,23,1470,1.7159776269691065,449.2850151338498
106,23,0,0,0,10.0,20,10.0,22.255534874405342,13,25.0,34.57249455106656,11,41.09090909090909,38.0,20,38.0,0,5.069000000000001,46525,29,136,1.0,3316.7527429191264,False,0.20945245541955276,0,0.2,36605,8,677,1.0,15146.997109972417,False,0.10892589058425689,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.4500000000000006,58818,791,17,1.0,18191.860493022756,False,0.006997571936054274,11,9.706,60116,542,0,0.0,18738.292046678078,False,-0.23454276435027938,9,9.434000000000003,51539,731,0,0.0,25272.493516829658,False,-0.2930372922532957,0.5,321243,0.0,0.0,12,0,0,7,9,9.0,3,10,23,150.0,52.0,10,13,23,977,1.6003679020213895,450.8853830358712
107,23,0,0,0,10.0,20,10.0,22.47501156014939,12,25.0,34.48880480235918,22,33.90909090909091,38.00000000000001,20,38.0,0,5.069000000000002,46405,31,146,1.0,3591.351687781811,False,0.20988669002462165,0,0.2,36825,6,675,1.0,15230.632803100838,False,0.11549778863802845,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,5,2.500000000000001,59094,793,10,1.0,18167.57221522206,False,0.010909909368213094,11,9.805000000000001,59946,542,0,0.0,18692.932202878674,False,-0.23666535095796978,9,9.515000000000002,50672,753,0,0.0,25970.07001617646,False,-0.29874597902432104,0.5,320582,0.0,0.0,12,0,0,6,10,9.833333333333334,2,8,16,114.0,60.0,8,15,16,1156,1.343655286997091,452.2290383228683
108,16,0,0,0,10.0,20,10.0,22.47501156014939,0,,35.57496168114668,27,41.888888888888886,38.00000000000001,20,38.0,0,5.069000000000001,46315,30,156,1.0,3806.1018033833047,False,0.21032282190044063,0,0.2,36715,7,685,1.0,15465.382918702333,False,0.11568291019732344,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,17,2.6650000000000005,59563,783,10,1.0,17953.68366840844,False,0.016278310758936765,9,9.884,58698,569,0,0.0,20242.15319657246,False,-0.24188027013432806,11,9.616000000000001,50502,753,0,0.0,26787.94614590345,False,-0.2961138068107019,0.5,319433,0.0,0.0,10,0,0,3,12,11.333333333333332,1,4,22,57.0,50.0,4,12,22,200,1.3537499780068174,453.5827883008751
109,22,0,0,0,10.0,20,10.0,22.665185898615757,11,25.0,35.08603146424072,11,27.727272727272727,38.00000000000001,20,38.0,0,5.069000000000002,46490,30,155,1.0,3813.1038142854422,False,0.2148033812882532,0,0.2,36615,7,695,1.0,15822.304199537952,False,0.1176523532159184,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,1,2.658000000000001,59559,784,10,1.0,18120.36605915716,False,0.017454746739102883,9,9.965,58573,569,0,0.0,19963.95190315297,False,-0.2447896365605833,11,9.715000000000002,50030,764,0,0.0,26805.72803867991,False,-0.3012154752430163,0.5,318907,0.0,0.0,12,0,0,4,11,10.166666666666668,4,8,21,144.0,71.0,8,14,21,690,1.5017251319950446,455.08451343287015
110,21,0,0,0,10.0,20,10.0,22.729934492751276,13,23.384615384615383,35.08603146424072,0,,38.00000000000001,20,38.0,0,5.069000000000001,46418,29,163,1.0,3994.979322318458,False,0.21527873845124693,0,0.2,36791,8,694,1.0,15854.574537969385,False,0.12247514417994156,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.657000000000001,59255,787,20,1.0,18590.17907508007,False,0.01643025914919529,12,10.076,58380,569,0,0.0,19963.95190315297,False,-0.246915749189472,8,9.784000000000002,49934,764,0,0.0,26805.72803867991,False,-0.3022730234936552,0.5,318418,0.0,0.0,13,0,0,5,8,8.0,3,8,16,99.0,54.0,8,13,16,504,1.4398300650063902,456.52434349787654
111,16,0,0,0,10.0,20,10.0,22.521905370855126,2,9.0,35.59614285474228,15,41.0,38.00000000000001,20,38.0,0,5.069000000000002,46336,29,171,1.0,4141.245818416226,False,0.21505617382986802,0,0.2,36691,8,704,1.0,15935.42138108201,False,0.1209797105986848,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.657000000000001,59852,779,15,1.0,18078.50642671728,False,0.02148888249694012,9,10.154000000000002,58259,569,0,0.0,20254.205284348358,False,-0.24664996648702098,11,9.886000000000001,49158,779,0,0.0,27729.39528384424,False,-0.30573392039831987,0.5,317936,0.0,0.0,13,0,0,5,10,10.0,0,5,15,90.0,62.0,5,11,15,833,1.2085306470398791,457.7328741449164
112,15,0,0,0,10.0,20,10.0,22.63519825615168,4,26.0,35.82534734830036,5,43.0,38.00000000000001,20,38.0,0,5.069000000000001,46226,30,181,1.0,4396.9708843634535,False,0.21550454183543083,0,0.2,36705,7,710,1.0,16140.990761867692,False,0.12391112680875141,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.657000000000001,59963,773,20,1.0,18213.515198971258,False,0.024135666194443087,6,10.205000000000002,57986,574,0,0.0,20563.749377924407,False,-0.24795238070677053,14,10.015,48903,779,0,0.0,27907.945584325982,False,-0.30755956649155075,0.5,317423,0.0,0.0,12,0,0,5,8,8.0,2,7,19,96.0,54.0,7,8,19,519,1.4118163390085101,459.14469048392493
113,19,0,0,0,10.0,20,10.0,22.989330286126986,13,26.0,36.496457523454104,15,43.0,38.00000000000001,20,38.0,0,5.069000000000002,46464,30,178,1.0,4392.100790930604,False,0.22141746518399816,0,0.2,36605,7,720,1.0,16622.31780601143,False,0.12744192632861553,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.6570000000000005,60270,776,15,1.0,18387.167164886352,False,0.029975142825585995,9,10.289000000000001,57867,574,0,0.0,20948.966618462655,False,-0.24714149875262933,11,10.111,48087,794,0,0.0,28978.18727362256,False,-0.3106537671101251,0.5,316933,0.0,0.0,13,0,0,5,9,9.0,2,7,16,126.0,66.0,7,12,16,1183,1.3447791129583493,460.4894695968833
114,16,0,0,0,10.0,20,10.0,22.989330286126986,0,,35.638456815751795,6,15.0,38.00000000000001,20,38.0,0,5.069000000000001,46344,32,188,1.0,4641.994093791874,False,0.2215416312381319,0,0.2,36525,5,730,1.0,16832.2111088727,False,0.1280681130157973,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.657000000000001,60360,766,19,1.0,18286.957678672556,False,0.03056669196252014,9,10.370000000000001,57744,574,0,0.0,20456.47421224153,False,-0.25120916204590676,11,10.21,47828,800,0,0.0,28510.765452601438,False,-0.3160815333755539,0.5,316441,0.0,0.0,11,0,0,6,9,9.0,3,9,21,132.0,65.0,9,7,21,290,1.5227105600060895,462.01218015688937
115,21,0,0,0,10.0,20,10.0,22.50345505380198,4,9.0,36.974552473971734,30,43.0,38.00000000000001,20,38.0,0,5.069000000000002,46260,34,194,1.0,4705.670280437584,False,0.22023231356757927,0,0.2,36445,3,740,1.0,16682.556739813463,False,0.12418179095626722,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,11,2.7670000000000012,61240,760,10,1.0,17472.37136562922,False,0.037575778933225765,10,10.461,56949,589,0,0.0,21778.01140716935,False,-0.25268787230562406,10,10.299000000000003,47038,815,0,0.0,30134.260266286965,False,-0.3158419611665696,0.5,315572,0.0,0.0,12,0,0,9,13,12.733333333333334,4,13,24,222.0,84.0,13,8,24,881,1.56476424401626,463.57694440090563
116,24,0,0,0,10.0,20,10.0,22.86625726310344,12,26.0,36.974552473971734,0,,38.00000000000001,20,38.0,0,5.069000000000001,46170,33,204,1.0,4994.716481673101,False,0.22160089964197263,0,0.2,36647,4,738,1.0,16915.297860170336,False,0.1321732204644988,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.756000000000001,60928,762,20,1.0,18163.579083964254,False,0.038074042021027384,8,10.531000000000002,56847,589,0,0.0,21778.01140716935,False,-0.2538115173219279,12,10.409000000000002,46837,815,0,0.0,30134.260266286965,False,-0.31805620281634484,0.5,315069,0.0,0.0,11,0,0,5,11,11.0,7,12,21,201.0,81.0,12,12,21,512,1.5421072780154645,465.1190516789211
117,21,0,0,0,10.0,20,10.0,23.190196963294603,12,26.0,37.22810312769684,10,41.0,38.00000000000001,20,38.0,0,5.069000000000002,46362,35,202,1.0,5034.41978658551,False,0.22691859467588932,0,0.2,36567,2,748,1.0,17366.267328544363,False,0.13582503738226812,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.7560000000000007,61026,764,20,1.0,18461.872542511013,False,0.04173862387318735,11,10.633,56277,599,0,0.0,22299.63377349041,False,-0.25721758078407064,9,10.487000000000002,46724,815,0,0.0,30340.904049072924,False,-0.31816281809579117,0.5,314596,0.0,0.0,14,0,0,8,9,9.0,5,13,16,189.0,54.0,13,8,16,922,1.528013672970701,466.6470653518918
118,16,0,0,0,10.0,20,10.0,23.390468780006724,13,25.0,37.22810312769684,0,,38.00000000000001,20,38.0,0,5.069000000000001,46617,32,199,1.0,4974.7032872213385,False,0.23256988487689634,0,0.2,36437,5,758,1.0,17779.975335245097,False,0.1377541521529794,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.756000000000001,60701,767,30,1.0,19057.332648096064,False,0.04133427721669029,13,10.751999999999999,56064,599,0,0.0,22299.63377349041,False,-0.25956401596517575,7,10.548000000000004,46641,815,0,0.0,30340.904049072924,False,-0.3190771566874894,0.5,314100,0.0,0.0,10,0,0,7,10,10.0,5,12,17,171.0,12.0,12,4,17,525,1.4340074809733778,468.0810728328652
119,17,0,0,0,10.0,20,10.0,23.411628403258092,14,23.571428571428573,37.886996110156396,19,42.8421052631579,38.00000000000001,20,38.0,0,5.069000000000002,46857,31,195,1.0,4875.267538635328,False,0.23734616253715357,0,0.2,36327,6,768,1.0,18040.130613702215,False,0.13825812161076104,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.756000000000001,61185,771,21,1.0,18845.992417225272,False,0.046943984588426094,4,10.779000000000002,55300,616,0,0.0,23338.38960385634,False,-0.2622588040679456,16,10.701,46229,817,0,0.0,30953.675821997775,False,-0.3202406152397232,0.5,313538,0.0,0.0,16,0,0,7,11,11.0,3,10,23,135.0,21.0,10,7,23,1344,1.4152099199709482,469.4962827528361
120,23,0,0,0,10.0,20,10.0,23.317628157459215,13,22.53846153846154,37.886996110156396,0,,38.00000000000001,20,38.0,0,5.069000000000001,47070,29,192,1.0,4766.984606232169,False,0.24133367562228186,0,0.2,36207,8,778,1.0,18221.114706503267,False,0.13751744153346307,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.756000000000001,60892,774,31,1.0,19222.34107328828,False,0.04538967611642813,8,10.855000000000002,55198,616,0,0.0,23338.38960385634,False,-0.26338244908424946,12,10.805000000000001,46039,817,0,0.0,30953.675821997775,False,-0.3223336794857794,0.5,313046,0.0,0.0,11,0,0,10,9,9.0,1,11,24,171.0,66.0,11,12,24,493,1.370310994971078,470.8665937478072
121,24,0,0,0,10.0,20,10.0,23.497367079427548,13,25.0,38.43486695516472,28,41.285714285714285,38.00000000000001,20,38.0,0,5.069000000000002,46940,32,202,1.0,5066.468150044365,False,0.24182921446377129,0,0.2,36462,5,775,1.0,18260.45948655635,False,0.14441200188955994,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.7560000000000007,61723,777,13,1.0,18757.107491132345,False,0.05426223637445759,10,10.947000000000001,54105,639,0,0.0,24559.879984350257,False,-0.26869502960942176,10,10.893,45685,822,0,0.0,31593.460637145403,False,-0.32270941307644424,0.5,312555,0.0,0.0,14,0,0,7,11,11.0,2,9,22,147.0,90.0,9,15,22,1681,1.409732558997348,472.27632630680455
122,22,0,0,0,10.0,20,10.0,23.27461827414876,16,21.75,37.56866412405881,6,15.0,38.00000000000001,20,38.0,0,5.069000000000001,46848,33,210,1.0,5217.669837571239,False,0.24141757872400466,0,0.2,36702,4,771,1.0,17984.730689368695,False,0.14697571085329314,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,2.756000000000001,61465,783,17,1.0,18862.69339876748,False,0.05121951750220539,11,11.047000000000002,53850,645,0,0.0,24231.788360017934,False,-0.27331129175102487,9,10.973,45570,822,0,0.0,30881.441909976344,False,-0.3278981123315835,0.5,312075,0.0,0.0,13,0,0,6,8,8.0,4,10,25,150.0,66.0,10,12,25,638,1.4364013349986635,473.7127276418032
123,25,0,0,0,10.000000000000002,20,10.0,23.27461827414876,0,,38.146157607250785,18,42.833333333333336,38.00000000000001,20,38.0,0,5.069000000000002,46728,35,220,1.0,5470.416020312728,False,0.24157754989222527,0,0.2,36622,2,781,1.0,18197.476872110183,False,0.14763770265456194,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,1,2.766000000000001,62202,773,10,1.0,18372.741501989498,False,0.05851503144916731,12,11.156000000000002,53575,647,0,0.0,24680.563971891257,False,-0.27386884213949036,8,11.044,44785,838,0,0.0,31966.48007487616,False,-0.3305693130625046,0.5,311552,0.0,0.0,12,0,0,8,10,10.0,3,11,20,168.0,86.0,11,14,20,929,1.6254012690042146,475.3381289108074
124,20,0,0,0,10.000000000000002,20,10.0,23.374318186938282,18,24.0,37.05212379242565,11,22.363636363636363,38.00000000000001,20,38.0,0,5.069000000000001,46618,36,230,1.0,5736.093182995805,False,0.24215082184537512,0,0.2,36964,1,773,1.0,18078.34795850329,False,0.15472712616410164,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,1,2.775000000000001,61982,781,10,1.0,18625.863741923054,False,0.05712956126688907,12,11.264,53172,657,0,0.0,24343.24533162365,False,-0.28016631416000015,8,11.116000000000003,44641,839,0,0.0,31086.731861845117,False,-0.3370013447285344,0.5,311017,0.0,0.0,11,0,0,9,12,11.125,1,10,21,150.0,45.0,10,10,21,758,1.529445875028614,476.86757478583604
125,21,0,0,0,10.000000000000002,20,10.0,23.374318186938282,0,,37.617449270994314,15,43.0,38.00000000000001,20,38.0,0,5.069000000000002,46528,35,240,1.0,5959.8363648651875,False,0.24269982134171525,0,0.2,36854,2,783,1.0,18322.091140372675,False,0.15502511534391775,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,5,2.8240000000000003,62457,771,10,1.0,18397.77381483936,False,0.06248164211351509,11,11.362,52360,672,0,0.0,25278.925910108177,False,-0.2839576214522111,9,11.198000000000004,44528,839,0,0.0,31561.03993836423,False,-0.3356336479996682,0.5,310367,0.0,0.0,10,0,0,5,10,9.333333333333332,5,10,20,150.0,48.0,10,11,20,200,1.4351504889782518,478.3027252748143
126,20,0,0,0,10.0,20,10.0,23.43480894900222,25,23.72,36.11930631404204,15,21.933333333333334,38.000000000000014,20,38.0,0,5.069000000000001,46731,34,237,1.0,5894.0497209135265,False,0.24696967445108464,0,0.2,37044,3,781,1.0,18332.585789170735,False,0.15992602461370425,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,5,2.8690000000000007,62023,786,10,1.0,18780.952897056166,False,0.05888728757344222,13,11.481,51883,682,0,0.0,24633.366906176674,False,-0.29276809450638563,7,11.259000000000002,44370,844,0,0.0,30484.694529051485,False,-0.3433027753533341,0.5,309691,0.0,0.0,16,0,0,4,10,9.833333333333334,5,9,23,138.0,48.0,9,11,23,1032,1.3677740049897693,479.67049927980406
127,23,0,0,0,10.0,20,10.0,23.364059916252327,14,22.714285714285715,37.38959787561705,32,43.0,38.000000000000014,20,38.0,0,5.069000000000002,46669,32,245,1.0,6044.1946794818205,False,0.24729780716737143,0,0.2,37224,5,779,1.0,18250.60267476056,False,0.16341527993625046,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,22,3.084000000000001,62205,790,10,1.0,18831.503312595505,False,0.06196067222647244,9,11.558000000000002,51078,698,0,0.0,26097.9393171807,False,-0.2935691189456426,11,11.362000000000002,43525,860,0,0.0,32155.05417303066,False,-0.34341095568745783,0.5,308341,0.0,0.0,10,0,0,10,10,9.375,5,15,15,195.0,54.0,15,8,15,518,1.609394903993234,481.2798941837973
128,15,0,0,0,10.0,20,10.0,23.493224433714076,11,25.0,37.41896371591309,1,42.0,38.000000000000014,20,38.0,0,5.069000000000001,46834,33,244,1.0,6062.346761826235,False,0.2516672953867597,0,0.2,37134,4,789,1.0,18576.154078200405,False,0.16524202512864783,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.0620000000000007,61972,791,19,1.0,19294.100837670183,False,0.06193544703352643,10,11.649000000000003,50938,698,0,0.0,26118.436673707336,False,-0.2949984760635668,10,11.451,43336,861,0,0.0,32217.72775940117,False,-0.3451477936932605,0.5,307854,0.0,0.0,12,0,0,6,10,10.0,5,11,16,153.0,27.0,11,4,16,517,1.4029160420177504,482.68281022581505
129,16,0,0,0,10.0,20,10.0,23.989732822732172,25,26.48,36.80178193232305,4,15.0,38.00000000000001,20,38.0,0,5.069000000000002,47082,32,241,1.0,6101.525610278453,False,0.2583840659941069,0,0.2,37348,5,787,1.0,18929.91973149022,False,0.17505358733264173,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.062000000000001,61370,806,25,1.0,20255.76920343021,False,0.060138854151939564,10,11.739000000000003,50793,698,0,0.0,25687.643788761492,False,-0.2989686492643348,10,11.541,43143,865,0,0.0,31833.54137145944,False,-0.3493900294601027,0.5,307376,0.0,0.0,13,0,0,6,9,9.0,6,12,10,186.0,27.0,12,4,10,922,1.4175335089676082,484.10034373478265
130,10,0,0,0,10.0,20,10.0,23.789094751596593,4,17.0,35.84534697054539,6,15.0,38.00000000000001,20,38.0,0,5.069000000000001,46982,32,251,1.0,6291.062782650745,False,0.2582527521103785,0,0.2,37316,5,793,1.0,18914.752138016098,False,0.17405999319782256,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.062000000000001,61392,800,29,1.0,20070.79086342309,False,0.05909367206950479,9,11.819000000000003,50670,698,0,0.0,25020.052185440683,False,-0.30400077010751364,11,11.641,42888,871,0,0.0,31221.297211345038,False,-0.35557142189926283,0.5,306888,0.0,0.0,12,0,0,3,9,9.0,2,5,14,60.0,15.0,5,5,14,358,1.9358820799971,486.03622581477975
131,14,0,0,0,10.0,20,10.0,23.747529261612094,15,23.4,35.17939578720989,11,27.727272727272727,38.0,20,38.0,0,5.069000000000001,47233,32,246,1.0,6161.892198356575,False,0.26293195359266774,0,0.2,37216,5,803,1.0,19119.26599707451,False,0.17411664445737238,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.062000000000001,61346,805,28,1.0,20101.784137639614,False,0.05864138176240047,13,11.940000000000001,50139,709,0,0.0,24942.191613131814,False,-0.31027919486906336,7,11.700000000000001,42805,871,0,0.0,30641.253730659817,False,-0.35968067699248807,0.5,306379,0.0,0.0,14,0,0,9,10,10.0,0,9,16,132.0,30.0,9,5,16,856,1.3690355659928173,487.4052613807726
132,16,0,0,0,10.0,20,10.0,23.856145736662636,12,25.0,34.13090836771254,27,29.444444444444443,38.0,20,38.0,0,5.069000000000002,47153,30,256,1.0,6407.173308585635,False,0.2640022755162735,0,0.2,37396,7,801,1.0,19178.77273506677,False,0.17938167041174188,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,0,3.0620000000000007,61841,807,11,1.0,19627.349601531587,False,0.06246366953479713,11,12.036999999999999,49256,731,0,0.0,24949.69401679787,False,-0.31996511183133275,9,11.783000000000003,42611,876,0,0.0,29898.67573011619,False,-0.36590797275647646,0.5,305897,0.0,0.0,14,0,0,7,9,9.0,2,9,24,147.0,36.0,9,7,24,1295,1.1903146639815532,488.5955760447541
133,24,0,0,0,10.0,20,10.0,23.541353656098426,17,21.235294117647058,35.077124773244634,16,42.9375,38.0,20,38.0,0,5.069000000000002,47051,32,264,1.0,6534.917365209984,False,0.2630452240920955,0,0.2,37659,5,796,1.0,18788.91751025435,False,0.18109035756738814,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,5,3.112000000000001,61992,814,10,1.0,19513.433123796563,False,0.06385807897005254,9,12.116000000000001,48492,746,0,0.0,26167.5350808405,False,-0.32167348704040444,11,11.884000000000002,42396,877,0,0.0,30762.638426135545,False,-0.3635176785376336,0.5,305230,0.0,0.0,13,0,0,10,12,11.266666666666666,4,14,21,228.0,67.0,14,10,21,561,1.4661501670489088,490.06172621180303
134,21,0,0,0,10.0,20,10.0,23.541353656098426,0,,35.70880056979556,16,41.0,38.0,20,38.0,0,5.069000000000001,46971,30,274,1.0,6750.330901770969,False,0.26374069255968985,0,0.2,37539,7,806,1.0,19044.331046815332,False,0.18128380540193448,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,6,3.1670000000000007,62444,804,10,1.0,19284.33634520109,False,0.06886166146615681,11,12.217,48322,746,0,0.0,26638.765225067484,False,-0.32095066303280884,9,11.963000000000003,41615,893,0,0.0,31887.958908827433,False,-0.3659229371814828,0.5,304531,0.0,0.0,9,0,0,9,11,10.375,4,13,21,204.0,39.0,13,8,21,200,1.4005974039901048,491.46232361579314
135,21,0,0,0,10.0,20,10.0,23.903445519971406,22,26.0,36.42390843576836,27,40.0,38.0,20,38.0,0,5.069000000000002,47157,30,273,1.0,6825.640626952194,False,0.2693546603447903,0,0.2,37725,7,805,1.0,19312.27364357698,False,0.18931541509045127,0,0.2,67640,0,0,0.0,0.0,False,0.0029358559947807003,17,3.331000000000001,62374,816,10,1.0,19869.45062865435,False,0.07216163984352748,13,12.336000000000004,47011,773,0,0.0,28155.681220848943,False,-0.32703753623838383,7,12.024000000000003,41542,893,0,0.0,32526.550233141148,False,-0.36320971273717095,0.5,303449,0.0,0.0,13,0,0,4,10,9.62962962962963,7,11,22,171.0,45.0,11,10,22,772,1.6453140499652363,493.1076376657584
