index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
87,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,7,38.0,0,1.3340000000000003,53671,29,304,1.0,10599.585468629015,False,0.2874032383162578,0,3.647000000000001,50906,5,262,1.0,8935.23484467369,False,0.20887258049899235,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,7.947000000000002,63754,2406,0,0.0,22176.994665908824,False,-0.24114840576567623,0.3333333333333333,267483,0.0,0.25,6,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,200,0.3174186097458005,117.93206291738898
88,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,11,38.0,0,1.3340000000000003,53521,34,314,1.0,10988.716569570759,False,0.2883761578130678,0,3.6470000000000007,50856,0,272,1.0,9224.365945615435,False,0.21093706005343654,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,8.05,63597,2406,0,0.0,22176.994665908824,False,-0.24274027809143212,0.3333333333333333,267126,0.0,0.25,7,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.3162024049088359,118.24826532229781
89,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,12,38.0,0,1.334,53401,36,324,1.0,11347.847670512503,False,0.2896765453271679,0,3.647000000000001,50776,0,280,0.8,9495.67082636883,False,0.2121520196739383,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,8.159,63411,2406,0,0.0,22176.994665908824,False,-0.24462619052831489,0.3,266740,0.0,0.25,7,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.31566544342786074,118.56393076572567
90,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,8,38.0,0,1.334,53301,36,334,1.0,11686.978771454247,False,0.2911952448527949,0,3.6470000000000007,50676,0,290,1.0,9834.801927310575,False,0.2136707191995653,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,8.227000000000002,63325,2406,0,0.0,22176.994665908824,False,-0.24549817154751874,0.3333333333333333,266454,0.0,0.25,6,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,200,0.31375697907060385,118.87768774479628
91,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,7,38.0,0,1.3340000000000003,53221,34,344,1.0,12006.109872395991,False,0.2929322563899488,0,3.647000000000001,50556,2,300,1.0,10193.933028252317,False,0.2149711067136654,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,8.289000000000001,63252,2406,0,0.0,22176.994665908824,False,-0.24623834148242435,0.3333333333333333,266181,0.0,0.25,7,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,200,0.3100550128147006,119.18774275761098
92,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,8,38.0,0,1.3340000000000003,53151,31,354,1.0,12315.240973337735,False,0.2947784239328661,0,3.6470000000000007,50426,5,310,1.0,10563.064129194061,False,0.2161623382220021,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,8.362000000000002,63158,2406,0,0.0,22176.994665908824,False,-0.24719143701504254,0.3333333333333333,265887,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.3080762764438987,119.49581903405488
93,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,13,38.0,0,1.334,53031,33,364,1.0,12674.37207427948,False,0.29607881144696635,0,3.647000000000001,50346,3,320,1.0,10882.195230135805,False,0.21789934975915612,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,13,8.484,62949,2406,0,0.0,22176.994665908824,False,-0.24931055367799146,0.3333333333333333,265478,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.3088100887835026,119.80462912283838
94,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,7,38.0,0,1.334,52941,32,374,1.0,13003.503175221224,False,0.2977066669783568,0,3.6470000000000007,50236,4,330,1.0,11231.32633107755,False,0.21930889327901967,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,8.541,62876,2406,0,0.0,22176.994665908824,False,-0.25005072361289704,0.3333333333333333,265205,0.0,0.25,6,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,200,0.3042000774294138,120.10882920026779
95,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,9,38.0,0,1.3340000000000003,52871,29,384,1.0,13312.634276162968,False,0.2995528345212741,0,3.647000000000001,50106,7,340,1.0,11600.457432019293,False,0.22050012478735637,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,8.624000000000002,62767,2406,0,0.0,22176.994665908824,False,-0.2511559088581671,0.3333333333333333,264896,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.3076871167868376,120.41651631705463
96,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,10,38.0,0,1.3340000000000003,52771,29,394,1.0,13651.76537710471,False,0.3010715340469011,0,3.6470000000000007,50006,7,350,1.0,11939.588532961037,False,0.22201882431298336,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,8.715000000000002,62631,2406,0,0.0,22176.994665908824,False,-0.25253485558621036,0.3333333333333333,264560,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.30420156475156546,120.7207178818062
97,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,13,38.0,0,1.334,52681,28,404,1.0,13980.896478046454,False,0.3026993895782917,0,3.647000000000001,49896,8,360,1.0,12288.719633902781,False,0.22342836783284709,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,13,8.835,62422,2406,0,0.0,22176.994665908824,False,-0.2546539722491593,0.3333333333333333,264151,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.3026073994114995,121.0233252812177
98,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,12,38.0,0,1.334,52591,27,414,1.0,14310.027578988198,False,0.3043272451096821,0,3.6470000000000007,49786,9,370,1.0,12637.850734844526,False,0.22483791135271064,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,8.942000000000002,62239,2406,0,0.0,22176.994665908824,False,-0.2565094667435117,0.3333333333333333,263768,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.30339232739061117,121.3267176086083
99,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,8,38.0,0,1.3340000000000003,52481,28,424,1.0,14659.158679929942,False,0.3057367886295457,0,3.647000000000001,49696,8,380,1.0,12966.98183578627,False,0.22646576688410108,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,9.01,62145,2406,0,0.0,22176.994665908824,False,-0.25746256227612985,0.3333333333333333,263474,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.3005893239751458,121.62730693258345
100,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,9,38.0,0,1.3340000000000003,52351,31,434,1.0,15028.289780871686,False,0.3069280201378824,0,3.6470000000000007,49626,5,390,1.0,13276.112936728014,False,0.2283119344270184,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,9.092,62030,2406,0,0.0,22176.994665908824,False,-0.2586285834064606,0.3333333333333333,263159,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.3033218998461962,121.93062883242965
101,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,12,38.0,0,1.334,52311,25,444,1.0,15307.42088181343,False,0.30910165569809017,0,3.647000000000001,49466,11,400,1.0,13675.244037669758,False,0.2291756979180649,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,9.203000000000001,61844,2406,0,0.0,22176.994665908824,False,-0.2605144958433434,0.3333333333333333,262773,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.29361047875136137,122.22423931118101
102,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,10,38.0,0,1.334,52161,30,454,1.0,15696.551982755174,False,0.31007457519489995,0,3.6470000000000007,49416,6,410,1.0,13964.3751386115,False,0.2312401774725091,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,9.291000000000002,61720,2406,0,0.0,22176.994665908824,False,-0.26177177080126524,0.3333333333333333,262449,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.2943689879029989,122.51860829908401
103,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,11,38.0,0,1.3340000000000003,52031,33,464,1.0,16065.683083696918,False,0.31126580670323667,0,3.647000000000001,49346,3,420,1.0,14273.506239553244,False,0.2330863450154264,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,9.391,61571,2406,0,0.0,22176.994665908824,False,-0.2632825286136068,0.3333333333333333,262100,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.2940815696492791,122.81268986873329
104,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,10,38.0,0,1.3340000000000003,51921,34,474,1.0,16414.814184638664,False,0.3126753502231004,0,3.6470000000000007,49256,2,430,1.0,14602.637340494988,False,0.23471420054681685,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,9.48,61437,2406,0,0.0,22176.994665908824,False,-0.26464119671329656,0.3333333333333333,261766,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.29180451668798923,123.10449438542128
105,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,9,38.0,0,1.334,51811,35,484,1.0,16763.945285580405,False,0.31408489374296394,0,3.647000000000001,49166,1,440,1.0,14931.768441436732,False,0.23634205607820727,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,9.56,61328,2406,0,0.0,22176.994665908824,False,-0.26574638195856654,0.3333333333333333,261457,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.29187845159322023,123.3963728370145
106,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,9,38.0,0,1.334,51651,41,494,1.0,17163.07638652215,False,0.31494865723401033,0,3.6470000000000007,49126,0,445,0.5,15091.333991907604,False,0.23721056184678438,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,9.641000000000002,61213,2406,0,0.0,22176.994665908824,False,-0.2669124030888973,0.25,261142,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.28824227675795555,123.68461511377245
107,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,7,38.0,0,1.3340000000000003,51521,44,504,1.0,17532.207487463893,False,0.316139888742347,0,3.647000000000001,49056,0,452,0.7,15328.725762566826,False,0.23827365151472327,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,9.702,61144,2406,0,0.0,22176.994665908824,False,-0.26761201576709576,0.2833333333333333,260873,0.0,0.25,6,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,200,0.28623625449836254,123.97085136827081
108,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,7,38.0,0,1.3340000000000003,51451,41,514,1.0,17841.338588405637,False,0.31798605628526433,0,3.6470000000000007,48926,3,462,1.0,15697.856863508568,False,0.23946488302305996,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,7,9.765,61071,2406,0,0.0,22176.994665908824,False,-0.26835218570200137,0.3333333333333333,260600,0.0,0.25,5,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,200,0.28507340140640736,124.25592476967722
109,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,12,38.0,0,1.334,51341,42,524,1.0,18190.46968934738,False,0.3193955998051279,0,3.647000000000001,48836,2,472,1.0,16026.987964450313,False,0.24109273855445038,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,9.878000000000002,60885,2406,0,0.0,22176.994665908824,False,-0.2702380981388841,0.3333333333333333,260214,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.28440284077078104,124.540327610448
110,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,15,38.0,0,1.334,51221,44,534,1.0,18549.600790289125,False,0.32069598731922816,0,3.6470000000000007,48756,0,482,1.0,16346.119065392057,False,0.24282975009160443,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,15,10.016000000000002,60623,2406,0,0.0,22176.994665908824,False,-0.27289459845320285,0.3333333333333333,259752,0.0,0.25,7,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.2864491418004036,124.8267767522484
111,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,9,38.0,0,1.3340000000000003,51161,40,544,1.0,18848.73189123087,False,0.3226513108679089,0,3.647000000000001,48616,4,492,1.0,16725.2501663338,False,0.24391182559417768,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,10.091000000000003,60508,2406,0,0.0,22176.994665908824,False,-0.2740606195835336,0.3333333333333333,259437,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.2840810064226389,125.11085775867105
112,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,11,38.0,0,1.3340000000000003,51111,35,554,1.0,19137.862992172613,False,0.32471579042235305,0,3.6470000000000007,48466,9,502,1.0,17114.381267275545,False,0.24488474509098748,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,10.192000000000002,60359,2406,0,0.0,22176.994665908824,False,-0.27557137739587517,0.3333333333333333,259088,0.0,0.25,7,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.27865878120064735,125.38951653987169
113,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,9,38.0,0,1.334,51041,32,564,1.0,19446.994093114357,False,0.32656195796527054,0,3.647000000000001,48336,12,512,1.0,17483.51236821729,False,0.24607597659932418,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,10.271,60244,2406,0,0.0,22176.994665908824,False,-0.27673739852620594,0.3333333333333333,258773,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.27743051014840603,125.6669470500201
114,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,9,38.0,0,1.334,50921,34,574,1.0,19806.1251940561,False,0.32786234547937065,0,3.6470000000000007,48256,10,522,1.0,17802.643469159033,False,0.24781298813647804,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,10.352,60141,2406,0,0.0,22176.994665908824,False,-0.2777817478864152,0.3333333333333333,258470,0.0,0.25,7,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,200,0.27389466017484665,125.94084171019495
115,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,12,38.0,0,1.3340000000000003,50831,33,584,1.0,20135.256294997846,False,0.3294902010107611,0,3.647000000000001,48146,11,532,1.0,18151.774570100777,False,0.24922253165634176,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,10.463000000000001,59960,2406,0,0.0,22176.994665908824,False,-0.279616963752414,0.3333333333333333,258089,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.27551706600934267,126.21635877620429
116,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,10,38.0,0,1.3340000000000003,50761,30,594,1.0,20444.38739593959,False,0.33133636855367843,0,3.6470000000000007,48016,14,542,1.0,18520.90567104252,False,0.25041376316467845,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,10.551,59824,2406,0,0.0,22176.994665908824,False,-0.28099591048045736,0.3333333333333333,257753,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.2707200422883034,126.48707881849259
117,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.0,13,38.0,0,1.334,50671,29,604,1.0,20773.518496881334,False,0.3329642240850688,0,3.647000000000001,47906,15,552,1.0,18870.036771984265,False,0.251823306684542,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,13,10.671000000000001,59619,2406,0,0.0,22176.994665908824,False,-0.2830744698866991,0.3333333333333333,257348,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.2724545141682029,126.7595333326608
118,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,14,38.0,0,1.334,50561,30,614,1.0,21122.649597823078,False,0.33437376760493254,0,3.6470000000000007,47816,14,562,1.0,19199.16787292601,False,0.2534511622159326,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,14,10.798000000000004,59381,2406,0,0.0,22176.994665908824,False,-0.2854876266607749,0.3333333333333333,256910,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.27018923964351416,127.02972257230431
119,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,12,38.0,0,1.3340000000000003,50421,34,624,1.0,21501.780698764822,False,0.3354558431075058,0,3.647000000000001,47756,10,572,1.0,19498.298973867753,False,0.25540648576461333,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,10.904000000000002,59214,2406,0,0.0,22176.994665908824,False,-0.28718089212829867,0.3333333333333333,256543,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.2692837668582797,127.29900633916259
120,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,14,38.0,0,1.3340000000000003,50301,36,634,1.0,21860.911799706566,False,0.3367562306216059,0,3.6470000000000007,47676,8,582,1.0,19817.430074809497,False,0.2571434973017672,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,14,11.032000000000002,58980,2406,0,0.0,22176.994665908824,False,-0.2895534916456673,0.3333333333333333,256109,0.0,0.25,7,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.2675721161067486,127.56657845526934
121,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,11,38.0,0,1.334,50201,36,644,1.0,22200.04290064831,False,0.3382749301472331,0,3.647000000000001,47576,8,592,1.0,20156.56117575124,False,0.2586621968273942,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,11.128000000000004,58823,2406,0,0.0,22176.994665908824,False,-0.2911453639714232,0.3333333333333333,255752,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.26510527916252613,127.83168373443186
