index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,18,0,0,0,10.000000000000002,20,10.0,19.64005867167403,0,,21.101350493670886,10,21.0,31.000000000000007,9,31.0,0,0.2,25460,9,44,1.0,954.1625815536573,False,0.023886044954082995,0,0.398,26128,0,19,0.9,373.1611147618066,False,0.038788116113252204,5,0.7990000000000002,35472.0,87,0,0.0,1708.6851044356406,False,-0.05449394710521025,0,0.2,38187,23,16,1.0,789.3429573472368,False,0.004208003088850059,0,0.2,52871,0,1,0.0,31.000000000000007,False,8.509511743126206e-05,0,0.281,52645,26,19,1.0,1137.6351128354431,False,0.006274678650915657,0.65,230763,0.0,0.0,15,0,0,18,1,1.0,14,32,17,186.0,48.0,12,6,17,639,1.420378208043985,18.95107571891276
11,17,0,0,0,10.000000000000002,20,10.0,19.879517485746902,59,20.47457627118644,23.90851744335681,37,30.216216216216218,31.0,8,31.0,0,0.2,26278,8,10,1.0,278.795174857469,False,0.0428468967088558,0,0.398,26318,1,14,1.0,288.31324480045663,False,0.04461379371546768,3,0.8240000000000001,34519.0,131,0,0.0,2604.216790632844,False,-0.06764423749827121,18,0.38000000000000006,38525,28,10,1.0,795.7116640344814,False,0.01308838709050593,0,0.2,52871,0,1,0.0,31.0,False,8.509511743126206e-05,0,0.281,51775,53,21,1.0,1918.151424497911,False,-0.0027972521415802697,0.6666666666666666,230286,0.0,0.0,18,0,0,14,2,1.5294117647058822,18,32,26,168.0,63.0,11,6,26,1656,1.1883830219740048,20.139458740886766
12,26,0,0,0,10.000000000000002,20,10.0,19.885539826972717,1,21.0,22.839773638798935,9,10.0,31.0,10,31.0,0,0.2,26209,7,19,1.0,447.82525671248163,False,0.043459364770102635,0,0.398,26208,2,24,1.0,497.2529558473452,False,0.04439548704893706,9,0.9110000000000003,34343.0,132,0,0.0,2624.8912571603987,False,-0.07195612627328993,0,0.36200000000000004,38525,18,20,1.0,814.7351896614875,False,0.013335960302726256,0,0.2,52871,0,1,0.0,31.0,False,8.509511743126206e-05,0,0.281,51995,52,21,1.0,1838.6682292175446,False,0.0006114389510375854,0.6666666666666666,230151,0.0,0.0,15,0,0,13,2,2.0,26,39,27,231.0,42.0,17,9,27,531,1.4815749060362577,21.621033646923024
13,27,0,0,0,10.000000000000002,20,10.0,19.700365087734014,20,18.15,20.37551769721706,26,10.384615384615385,31.0,13,31.0,0,0.2,26456,3,15,1.0,325.50547631601023,False,0.050795544692799774,0,0.398,26124,6,28,1.0,611.6102224565524,False,0.043336693163914315,26,1.1620000000000004,33383.0,150,0,0.0,2955.054763160102,False,-0.09264634613274196,0,0.36200000000000004,38483,10,30,1.0,808.2691817938519,False,0.012158630684459222,0,0.2,52871,0,1,0.0,31.0,False,8.509511743126206e-05,0,0.281,52128,68,18,1.0,1943.53520341076,False,0.004117991031076393,0.6666666666666666,229445,0.0,0.0,20,0,0,17,4,4.0,13,30,20,189.0,87.0,13,14,20,966,1.3993203759891912,23.020354022912215
14,20,0,0,0,10.000000000000002,20,10.0,19.933473528995467,50,20.72,21.117931210773758,61,22.557377049180328,31.0,6,31.0,17,0.37000000000000005,26679,3,10,1.0,229.33473528995466,False,0.057700432956141606,0,0.398,26420,6,20,1.0,458.66947057990933,False,0.052002792329462914,18,1.3160000000000005,32719.0,164,0,0.0,3269.0896587552566,False,-0.10584214395164945,13,0.49200000000000005,38592,36,10,1.0,928.7843591515744,False,0.016564085881722673,0,0.2,52871,0,1,0.0,31.0,False,8.509511743126206e-05,0,0.281,50938,119,22,1.0,3195.0338140820772,False,-0.006552004329619887,0.6666666666666666,228219,0.0,0.0,16,0,0,10,6,4.850877192982456,20,30,20,132.0,32.0,9,11,20,1402,1.1864430629648268,24.206797085877042
15,20,0,0,0,10.000000000000002,20,10.0,19.67776093281489,30,18.0,21.055607245814393,1,11.0,31.0,9,31.0,0,0.35300000000000004,26559,5,20,1.0,443.5552186562978,False,0.0571915999261073,10,0.49800000000000005,26710,4,10,1.0,236.7776093281489,False,0.05907108813611539,1,1.3080000000000003,32375.0,179,0,0.0,3522.3192069738657,False,-0.11150027060158937,0,0.47900000000000004,38382,41,20,1.0,1227.9003431616984,False,0.014990894627299611,0,0.2,52871,0,1,0.0,31.0,False,8.509511743126206e-05,0,0.281,51206,110,23,1.0,3029.116797039583,False,-0.0030528648969443636,0.6666666666666666,228103,0.0,0.0,14,0,0,10,2,1.6666666666666665,19,29,24,180.0,44.0,10,10,24,809,1.1557080679922365,25.36250515386928
16,24,0,0,0,10.000000000000002,20,10.0,19.697052221967663,13,20.0,20.722881920252128,5,11.0,31.0,9,31.0,0,0.35300000000000004,26749,2,17,1.0,354.8498877734503,False,0.0629411394239194,0,0.4880000000000001,26580,7,20,1.0,463.9410444393533,False,0.05842296392782549,0,1.3070000000000004,32375.0,179,0,0.0,3525.7723477322115,False,-0.1114553312372174,0,0.47900000000000004,38177,44,25,1.0,1384.7423457728805,False,0.011696282480126071,0,0.2,52871,0,1,0.0,31.0,False,8.509511743126206e-05,0,0.281,51430,105,24,1.0,2919.9026016264734,False,0.00015035930587410483,0.6666666666666666,228182,0.0,0.0,18,0,0,16,0,0.0,19,35,18,223.0,63.0,13,11,18,794,1.2485176059999503,26.61102275986923
17,18,0,0,0,10.000000000000002,20,10.0,19.857135617300987,30,20.9,21.536281307741895,38,24.44736842105263,31.000000000000004,10,31.0,0,0.35300000000000004,26619,5,27,1.0,586.1426616671266,False,0.06237451961288337,10,0.5880000000000001,26961,4,10,1.0,238.57135617300986,False,0.06901490913021097,15,1.4570000000000003,31774.0,196,0,0.0,3891.9985809909936,False,-0.12233213715524467,0,0.47900000000000004,38645,47,12,1.0,1191.720749706049,False,0.021365444426158828,0,0.2,52871,0,1,0.0,31.000000000000004,False,8.509511743126206e-05,0,0.281,50811,133,24,1.0,3608.325413929672,False,-0.005045900174637147,0.6666666666666666,227681,0.0,0.0,19,0,0,9,4,3.6923076923076925,17,26,23,78.0,66.0,6,12,23,1584,1.2410684730275534,27.852091232896782
18,23,0,0,0,10.000000000000002,20,10.0,19.990885400291106,15,21.8,20.556996283906834,15,10.333333333333334,30.999999999999996,8,31.0,0,0.35300000000000004,26806,9,22,1.0,529.7994788064043,False,0.06864439204970793,0,0.5780000000000001,26901,0,20,1.0,399.8177080058221,False,0.06982902471194187,10,1.5420000000000005,31272.0,211,0,0.0,4218.076819461423,False,-0.13115464836723814,0,0.47900000000000004,38695,37,17,1.0,1089.1316966371871,False,0.021331750346657748,0,0.2,52871,0,1,0.0,30.999999999999996,False,8.509511743126206e-05,0,0.281,50904,138,26,1.0,3642.865487179143,False,-0.0029606909044747093,0.6666666666666666,227449,0.0,0.0,17,0,0,16,2,2.0,18,34,16,153.0,67.0,11,12,16,825,1.433817639015615,29.285908871912397
19,16,0,0,0,10.000000000000002,20,10.0,19.991651681774556,18,20.0,19.565955837120804,16,10.0,30.999999999999993,8,31.0,0,0.35300000000000004,26746,5,32,1.0,689.7328538167858,False,0.06943259225123925,0,0.5780000000000001,27121,4,12,1.0,279.8998201812947,False,0.07614676733343782,11,1.6420000000000001,30711.0,229,0,0.0,4578.088235126374,False,-0.14107120984999516,0,0.47900000000000004,38745,27,22,1.0,970.2256238245707,False,0.021085705671845072,0,0.2,52871,0,1,0.0,30.999999999999993,False,8.509511743126206e-05,0,0.281,50992,144,28,1.0,3685.4976405453954,False,-0.0008935210417023501,0.6666666666666666,227186,0.0,0.0,14,0,0,12,2,2.0,16,28,20,132.0,52.0,9,7,20,858,1.232129312993493,30.51803818490589
20,20,0,0,0,10.000000000000002,20,10.0,19.06372666800845,44,15.0,18.04428352872233,32,10.75,30.999999999999993,8,31.0,0,0.35300000000000004,26957,6,21,1.0,460.33826002817744,False,0.07323421482765231,11,0.6880000000000001,27167,3,10,1.0,220.6372666800845,False,0.0767929351547466,20,1.8310000000000002,29941.0,258,0,0.0,4918.44148034618,False,-0.15668347891272544,0,0.47900000000000004,38591,32,20,1.0,970.924923950717,False,0.01708647740695886,0,0.2,52871,0,1,0.0,30.999999999999993,False,8.509511743126206e-05,0,0.281,50896,166,30,1.0,3925.351065767907,False,-0.00044106628183597583,0.6666666666666666,226423,0.0,0.0,18,0,0,14,5,4.076923076923077,16,30,20,135.0,75.0,10,10,20,889,1.3905423309770413,31.90858051588293
21,20,0,0,0,10.000000000000002,20,10.0,19.199078963352797,36,20.0,18.04428352872233,0,,30.999999999999993,12,31.0,15,0.5030000000000001,27268,9,10,1.0,281.990789633528,False,0.08199097563622154,0,0.677,27097,0,20,1.0,383.98157926705596,False,0.07725370241724017,0,1.8110000000000002,29461.0,282,0,0.0,5414.140267665489,False,-0.1627259205145043,0,0.47900000000000004,38351,34,30,1.0,1194.097190615665,False,0.013744107113686399,0,0.2,52871,0,1,0.0,30.999999999999993,False,8.509511743126206e-05,0,0.281,51268,156,28,1.0,3682.9082304806834,False,0.004301163254800119,0.6666666666666666,226316,0.0,0.0,16,0,0,15,2,1.25,16,31,21,168.0,57.0,11,9,21,812,1.2605408710078336,33.169121386890765
22,21,0,0,0,10.000000000000002,20,10.0,19.363755485388467,14,22.0,17.759557894657043,27,16.0,30.999999999999993,12,31.0,0,0.4880000000000001,27158,10,20,1.0,487.27510970776933,False,0.08170051929787957,0,0.677,27315,0,15,0.9,290.456332280827,False,0.0840134283175593,10,1.9110000000000005,28978.0,296,0,0.0,5731.671623674986,False,-0.1711651272296332,0,0.47900000000000004,38678,24,23,1.0,873.1999632264351,False,0.018079124976918718,0,0.2,52871,0,1,0.0,30.999999999999993,False,8.509511743126206e-05,0,0.281,51208,173,26,1.0,3878.403515775668,False,0.005014972162320577,0.65,226208,0.0,0.0,17,0,0,15,3,3.0,18,33,24,219.0,38.0,13,8,24,1207,1.2521922289743088,34.421313615865074
23,24,0,0,0,10.000000000000002,20,10.0,18.937888073103558,44,16.863636363636363,17.759557894657043,0,,30.99999999999999,10,31.0,24,0.728,27328,8,10,1.0,269.37888073103557,False,0.08411058899279635,0,0.6770000000000002,27195,2,25,1.0,493.44720182758897,False,0.08328294650693968,0,1.9010000000000005,28789.0,305,0,0.0,5776.0558622965855,False,-0.17550682115699395,0,0.47900000000000004,38125,49,33,1.0,1514.0219261057568,False,0.012025272333494924,0,0.2,52871,0,1,0.0,30.99999999999999,False,8.509511743126206e-05,0,0.281,51518,163,26,1.0,3700.8079368290973,False,0.009197911735837267,0.6666666666666666,225826,0.0,0.0,19,0,0,11,3,2.6923076923076925,22,33,26,192.0,90.0,14,10,26,762,2.6288171550258994,37.05013077089097
24,26,0,0,0,10.000000000000002,20,10.0,18.964970606115987,37,19.135135135135137,18.88694797450267,15,32.0,30.999999999999993,13,31.0,8,0.7840000000000003,27452,8,10,1.0,269.64970606115986,False,0.08901092898431151,0,0.6770000000000002,27443,2,16,1.0,323.4395296978558,False,0.08971734426215566,0,1.9010000000000002,28481.0,319,0,0.0,6049.825623351,False,-0.17996062437075738,0,0.47900000000000004,38205,62,28,1.0,1704.6627208652658,False,0.016588530984711927,0,0.2,52871,0,1,0.0,30.999999999999993,False,8.509511743126206e-05,0,0.281,51441,168,23,1.0,3886.007259716449,False,0.009492901740823479,0.6666666666666666,225893,0.0,0.0,19,0,0,9,1,0.4444444444444444,20,29,25,147.0,110.0,9,17,25,1431,1.2801991690066643,38.33032993989764
25,25,0,0,0,10.000000000000002,20,10.0,18.929548324645364,20,18.5,18.88694797450267,0,,30.999999999999993,9,31.0,0,0.7760000000000002,27352,8,20,1.0,458.5909664929073,False,0.08879265289935469,4,0.7170000000000001,27645,2,10,1.0,209.29548324645364,False,0.09543848656336754,0,1.9010000000000002,28151.0,334,0,0.0,6322.469140431552,False,-0.18500170301364455,0,0.47900000000000004,38165,57,38,1.0,1796.6882775358872,False,0.016745032242788685,0,0.2,52871,0,1,0.0,30.999999999999993,False,8.509511743126206e-05,0,0.281,51720,158,24,1.0,3728.137779971422,False,0.013276141030704442,0.6666666666666666,225904,0.0,0.0,15,0,0,18,1,0.8,18,36,22,189.0,67.0,13,12,22,809,1.4056347060250118,39.73596464592265
26,22,0,0,0,10.000000000000002,20,10.0,19.112839164976545,15,22.0,19.854080629954133,20,28.1,30.999999999999993,0,,0,0.7760000000000002,27232,10,30,1.0,673.3851749492964,False,0.0882951439868407,5,0.7630000000000001,27810,0,10,1.0,191.12839164976546,False,0.1015934073829497,1,1.9110000000000003,28137.0,334,0,0.0,6383.688281102166,False,-0.1845693872839385,0,0.47900000000000004,38386,62,29,1.0,1760.7643664972156,False,0.022029728871645143,0,0.2,52871,0,1,0.0,30.999999999999993,False,8.509511743126206e-05,0,0.281,51158,168,34,1.0,4389.4855458322945,False,0.008901758120270602,0.6666666666666666,225594,0.0,0.0,10,0,0,14,2,1.3333333333333333,13,27,23,117.0,95.0,9,13,23,751,1.210144690994639,40.94610933691729
27,23,0,0,0,10.000000000000002,20,10.0,19.112839164976545,0,,19.802743913589087,1,11.0,30.999999999999993,1,31.0,0,0.7760000000000002,27122,11,40,1.0,874.5135665990618,False,0.0879226584280566,0,0.7580000000000002,27720,0,19,0.9,363.1439441345544,False,0.10143581130851408,1,1.9200000000000004,28123.0,334,0,0.0,6383.688281102166,False,-0.18493378082896714,0,0.47900000000000004,38386,52,39,1.0,1766.1746492087545,False,0.022100138589390358,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,51147,159,44,1.0,4512.636282260664,False,0.009858139653007268,0.65,225400,0.0,0.0,11,0,0,13,1,1.0,17,30,21,138.0,51.0,11,12,21,231,1.221620432974305,42.167729769891594
28,21,0,0,0,10.000000000000002,20,10.0,18.799777566579117,6,7.0,19.16005448807081,11,10.090909090909092,30.999999999999993,0,,0,0.7760000000000002,27013,14,47,1.0,1023.5895456292185,False,0.08656224430817187,0,0.758,27671,0,23,0.7,432.3948840313197,False,0.10086836578302773,11,2.0290000000000004,27949.0,334,0,0.0,6279.125707237425,False,-0.19082345513746188,0,0.47900000000000004,38344,48,49,1.0,1841.2319931112672,False,0.021983758369485587,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,51036,160,54,1.0,4739.608718091329,False,0.009905154098666191,0.6166666666666667,224915,0.0,0.0,12,0,0,11,2,2.0,19,30,24,132.0,81.0,9,12,24,242,1.4233457070076838,43.59107547689928
29,24,0,0,0,10.000000000000002,20,10.0,19.24255149792535,35,21.885714285714286,19.31806573211447,20,20.5,30.999999999999993,0,,0,0.7760000000000002,27307,12,40,1.0,889.702059917014,False,0.09552546304904891,0,0.7580000000000002,27943,2,15,1.0,308.63827246888025,False,0.10916307975029373,10,2.1180000000000008,27075.0,367,0,0.0,7062.016399738604,False,-0.2033834409195913,0,0.47900000000000004,38612,40,49,1.0,1716.287280790623,False,0.02733325456520854,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50626,170,64,1.0,5268.071174459459,False,0.007148662819668877,0.6666666666666666,224465,0.0,0.0,15,0,0,15,1,1.0,18,33,23,171.0,51.0,12,12,23,1276,1.4230436569778249,45.0141191338771
30,23,0,0,0,10.000000000000002,20,10.0,19.25038695778525,77,19.272727272727273,20.16951268015442,12,31.0,30.999999999999993,0,,20,0.9760000000000002,27917,12,10,1.0,312.5038695778525,False,0.1082130086368595,2,0.7780000000000002,28183,2,10,1.0,212.5038695778525,False,0.11673977320341562,0,2.1080000000000005,26101.0,414,0,0.0,7969.660200523093,False,-0.21692269390261457,0,0.47900000000000004,38474,60,47,1.0,2102.9903134343726,False,0.028773949940582726,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50254,172,74,1.0,5763.15618098656,False,0.00479516830856012,0.6666666666666666,223831,0.0,0.0,15,0,0,18,3,1.4509803921568627,15,33,25,189.0,60.0,13,10,25,1082,1.1757706300122663,46.18988976388937
31,25,0,0,0,10.000000000000002,20,10.0,19.380396372762885,56,20.0,20.108045362103844,1,11.0,30.999999999999993,11,31.0,5,1.0060000000000002,28042,11,10,1.0,303.80396372762885,False,0.11297576116626462,31,1.086,28145,3,10,1.0,223.80396372762885,False,0.1154627341648435,1,2.1180000000000008,24967.0,470,0,0.0,9108.786295198555,False,-0.23161392119731183,0,0.47900000000000004,38474,50,57,1.0,2115.1784042780637,False,0.028932566427356372,0,0.2,52902,0,0,0.0,0.0,False,0.00037820052191672027,0,0.281,50584,163,73,1.0,5540.611394022926,False,0.008931313055698784,0.6666666666666666,223114,0.0,0.0,12,0,0,16,5,3.6666666666666665,18,34,27,197.0,64.0,14,11,27,541,1.4157827099552378,47.605672473844606
