index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,5,0,0,0,10.000000000000002,20,10.0,6.055027479286916,13,2.923076923076923,34.04499799116111,0,,40.0,20,40.0,3,0.5450000000000002,29431,109,0,0.0,1090.0000000000002,False,-0.04067590488686914,10,0.6240000000000001,29223,111,0,0.0,1110.0000000000002,False,-0.04701251320126732,0,0.2,57650,3,40,1.0,1379.965002084305,False,0.023041814278437125,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,1,0.786,79391,0,9,0.9,360.0,False,-0.01379455654156958,9,0.8660000000000003,79272,10,0,0.0,340.4499799116111,False,-0.015390598012545135,0.31666666666666665,332605,0.0,0.0,14,0,0,9,8,7.2,16,25,5,62.0,3.0,4,1,5,440,4.129020221007522,103.24634762696223
11,5,0,0,0,10.000000000000002,20,10.0,6.055027479286916,0,,35.982099141225085,10,49.0,40.0,20,40.0,0,0.542,29351,117,0,0.0,1170.0000000000002,False,-0.04195602777866675,0,0.6140000000000001,29103,123,0,0.0,1230.0000000000002,False,-0.04893269753896374,0,0.2,58140,0,33,0.3,1187.4092716604277,False,0.02994607084190037,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,3,0.8150000000000002,79478,0,5,0.5,200.0,False,-0.013707798324327005,8,0.9370000000000003,78915,15,0,0.0,539.7314871183763,False,-0.01858031649943993,0.13333333333333333,332625,0.0,0.0,17,0,0,11,7,7.0,14,25,7,80.0,0.0,5,0,7,1050,3.312796019949019,106.55914364691125
12,7,0,0,0,10.000000000000002,20,10.0,5.954139358654076,2,2.5,35.982099141225085,0,,40.00000000000001,20,40.0,0,0.542,29261,126,0,0.0,1260.0000000000002,False,-0.04339616603193907,2,0.6340000000000001,28956,134,0,0.0,1340.0000000000002,False,-0.05187698019009825,0,0.2,58135,0,35,0.2,1259.373469942878,False,0.030489368620829755,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,5,0.8620000000000001,79622,0,0,0.0,0.0,False,-0.013162460958802242,10,1.0290000000000001,78767,15,0,0.0,539.7314871183763,False,-0.02041463309256868,0.03333333333333333,332379,0.0,0.0,12,0,0,7,10,9.25,21,28,6,98.0,3.0,6,1,6,280,3.4022550170193426,109.9613986639306
13,6,0,0,0,10.000000000000002,20,10.0,5.738279289951208,5,3.0,34.06173422224896,7,15.0,40.00000000000001,20,40.0,5,0.5920000000000001,29031,140,0,0.0,1400.0000000000002,False,-0.048516657599129515,0,0.6320000000000001,28896,140,0,0.0,1400.0000000000002,False,-0.05283707235894646,0,0.2,58225,0,33,0.5,1124.0372293342157,False,0.03088097735536617,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,12,0.9770000000000001,79406,0,0,0.0,0.0,False,-0.015839571662287444,8,1.0990000000000002,78554,22,0,0.0,749.3581528894771,False,-0.021755502002320955,0.08333333333333333,331750,0.0,0.0,12,0,0,10,12,12.0,17,27,8,79.0,0.0,6,0,8,305,4.44496962800622,114.40636829193681
14,8,0,0,0,10.000000000000002,20,10.0,5.089089805900825,11,1.4545454545454546,30.466640254434434,16,15.0,40.00000000000001,20,40.0,7,0.6570000000000001,28775,151,0,0.0,1510.0000000000002,False,-0.05494927513041252,4,0.6720000000000002,28726,149,0,0.0,1490.0000000000002,False,-0.056837456395814,0,0.2,58449,1,27,1.0,827.6883766756306,False,0.032210644063020696,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,8,1.0450000000000002,79292,0,0,0.0,0.0,False,-0.017252491200237967,12,1.211,78100,38,0,0.0,1157.7323296685086,False,-0.024851690981678484,0.16666666666666666,330980,0.0,0.0,13,0,0,10,15,15.0,16,26,8,115.0,3.0,7,1,8,440,4.371663575991988,118.7780318679288
15,8,0,0,0,10.000000000000002,20,10.0,4.5462375714846575,10,1.0,29.16771764202384,7,15.0,40.00000000000001,20,40.0,7,0.7200000000000002,28520,162,0,0.0,1620.0000000000002,False,-0.06134988958940058,3,0.6980000000000001,28576,158,0,0.0,1580.0000000000002,False,-0.06019777898678273,0,0.2,58544,1,30,1.0,879.5777668321999,False,0.03433151340469433,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,8,1.1170000000000002,79180,0,0,0.0,0.0,False,-0.01864062267611918,12,1.3190000000000002,77781,45,0,0.0,1312.547293891073,False,-0.027845996146131313,0.16666666666666666,330239,0.0,0.0,8,0,0,9,14,14.0,18,27,8,115.0,0.0,8,0,8,305,5.21867596701486,123.99670783494366
16,8,0,0,0,10.000000000000002,20,10.0,4.440030333160034,5,3.0,27.802415849111625,8,15.0,40.00000000000001,20,40.0,5,0.7630000000000001,28350,170,0,0.0,1700.0000000000002,False,-0.06551028898774282,0,0.6950000000000001,28456,170,0,0.0,1700.0000000000002,False,-0.06211796332447915,0,0.2,58649,0,28,0.6,778.4676437751255,False,0.035286252268922236,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,5,1.1590000000000003,79128,0,0,0.0,0.0,False,-0.019285112289921174,15,1.457,77349,53,0,0.0,1473.5280400029162,False,-0.032202617371455834,0.09999999999999999,329570,0.0,0.0,10,0,0,9,11,11.0,20,29,6,133.0,0.0,8,0,6,320,4.252957140968647,128.2496649759123
17,6,0,0,0,10.000000000000002,20,10.0,4.242513837312616,8,2.625,27.802415849111625,0,,40.00000000000001,20,40.0,7,0.8280000000000001,28087,183,0,0.0,1830.0000000000002,False,-0.071846897302141,1,0.7050000000000001,28367,177,0,0.0,1770.0000000000002,False,-0.06384612922840592,0,0.2,58628,0,36,0.8,1000.8869705680186,False,0.036868156372251354,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,12,1.2740000000000002,78922,0,0,0.0,0.0,False,-0.02183828268305984,8,1.522,77247,53,0,0.0,1473.5280400029162,False,-0.033466808536990515,0.13333333333333333,328889,0.0,0.0,10,0,0,7,13,13.0,19,26,7,93.0,0.0,6,0,7,200,4.104607140994631,132.35427211690694
18,7,0,0,0,10.000000000000002,20,10.0,4.14737337646715,2,1.0,24.99352799933312,21,15.0,40.00000000000001,20,40.0,2,0.841,28007,187,0,0.0,1870.0000000000002,False,-0.07376708163983743,0,0.7040000000000002,28207,193,0,0.0,1930.0000000000005,False,-0.06640637501200115,0,0.2,58941,0,17,0.2,424.8899759886631,False,0.037306579244455775,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,10,1.3620000000000003,78764,0,0,0.0,0.0,False,-0.023796539586535125,10,1.614,76774,74,0,0.0,1849.521071950651,False,-0.036999150562994874,0.03333333333333333,328331,0.0,0.0,13,0,0,11,12,12.0,17,28,6,102.0,0.0,7,0,6,515,4.202412427985109,136.55668454489205
19,6,0,0,0,10.000000000000002,20,10.0,4.14737337646715,0,,24.99352799933312,0,,40.00000000000001,20,40.0,0,0.8390000000000002,27917,196,0,0.0,1960.0000000000005,False,-0.07520721989310974,0,0.7040000000000002,28097,204,0,0.0,2040.0000000000005,False,-0.06816654398822287,0,0.2,58941,0,17,0.0,424.8899759886631,False,0.037306579244455775,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,10,1.4520000000000002,78604,0,0,0.0,0.0,False,-0.02577958455207972,10,1.704,76620,74,0,0.0,1849.521071950651,False,-0.03890783134233155,0.0,327817,0.0,0.0,10,0,0,8,11,11.0,16,24,5,78.0,3.0,5,1,5,200,3.4913299739710055,140.04801451886306
20,5,0,0,0,10.000000000000002,20,10.0,3.7842833461609087,8,1.0,24.99352799933312,0,,40.00000000000001,20,40.0,7,0.9090000000000003,27622,211,0,0.0,2110.0000000000005,False,-0.0822478957979966,1,0.7140000000000002,28027,209,0,0.0,2090.0000000000005,False,-0.06960668224149519,0,0.2,58933,0,25,0.8,624.8381999833281,False,0.03891942447290115,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,9,1.5320000000000005,78472,0,0,0.0,0.0,False,-0.02741559664865401,11,1.804,76446,74,0,0.0,1849.521071950651,False,-0.04106439274236129,0.13333333333333333,327138,0.0,0.0,8,0,0,9,12,12.0,16,25,3,82.0,0.0,5,0,3,200,3.351827314007096,143.39984183287015
21,3,0,0,0,10.000000000000002,20,10.0,3.7370457285747247,4,3.0,24.63882316059738,4,17.0,40.00000000000001,20,40.0,3,0.9319999999999999,27449,223,0,0.0,2230.0000000000005,False,-0.08586424296732487,1,0.7230000000000001,27927,217,0,0.0,2170.0000000000005,False,-0.0715268665791916,0,0.2,58989,0,25,0.4,615.9705790149345,False,0.03982368199606259,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,10,1.6230000000000004,78320,0,0,0.0,0.0,False,-0.02929948936592137,10,1.8929999999999998,76224,78,0,0.0,1921.8282065265955,False,-0.04336777919707389,0.06666666666666667,326547,0.0,0.0,13,0,0,7,13,13.0,17,24,7,36.0,3.0,2,1,7,268,3.210850359988399,146.61069219285855
22,7,0,0,0,10.000000000000002,20,10.0,3.3914735628866874,17,2.176470588235294,24.63882316059738,0,,40.00000000000001,20,40.0,11,1.0390000000000001,27099,234,0,0.0,2340.0000000000005,False,-0.09530514929433226,6,0.782,27731,226,0,0.0,2260.0000000000005,False,-0.07635933049572759,0,0.2,58952,7,35,1.0,886.099125561115,False,0.041543323445104995,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,11,1.7230000000000003,78132,0,0,0.0,0.0,False,-0.03162956720043627,9,1.9729999999999999,76102,78,0,0.0,1921.8282065265955,False,-0.04487985098330164,0.16666666666666666,325654,0.0,0.0,9,0,0,9,16,16.0,17,26,6,98.0,3.0,6,1,6,200,3.9349483189871535,150.5456405118457
23,6,0,0,0,10.000000000000002,20,10.0,3.227027412538756,6,1.3333333333333333,25.651272141286093,9,34.77777777777778,40.00000000000001,20,40.0,5,1.0780000000000003,26899,244,0,0.0,2440.0000000000005,False,-0.1001056101385733,1,0.786,27613,236,0,0.0,2360.0000000000005,False,-0.07853553941178353,0,0.2,59257,3,36,1.0,933.1268793239155,False,0.04730409707259771,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,12,1.832,77922,0,0,0.0,0.0,False,-0.03423231371771355,8,2.0440000000000005,75687,87,0,0.0,2231.66067629189,False,-0.048103337239775654,0.16666666666666666,325016,0.0,0.0,11,0,0,10,11,11.0,16,26,8,75.0,3.0,5,1,8,513,4.773829279001802,155.3194697908475
24,8,0,0,0,10.000000000000002,20,10.0,3.2820397042546126,1,7.0,26.890809289052665,5,47.0,40.00000000000001,20,40.0,0,1.0730000000000004,26799,254,0,0.0,2540.0000000000005,False,-0.10170576375332031,1,0.7950000000000002,27499,246,0,0.0,2460.0000000000005,False,-0.08058373603865972,0,0.2,59485,0,35,0.4,941.1783251168433,False,0.051372867859545104,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,9,1.9100000000000004,77559,0,5,0.5,200.00000000000003,False,-0.037491943879827475,11,2.146,75497,87,0,0.0,2339.5004081475818,False,-0.04978991864466575,0.15,324477,0.0,0.0,9,0,0,9,12,12.0,19,28,6,112.0,3.0,7,1,6,435,3.6568711530417204,158.97634094388923
25,6,0,0,0,10.000000000000002,20,10.0,3.173586653498589,4,1.5,29.188893468875737,10,47.0,40.00000000000001,20,40.0,1,1.0830000000000004,26639,268,0,0.0,2680.0000000000005,False,-0.10458604025986494,3,0.8240000000000003,27380,252,0,0.0,2520.0000000000005,False,-0.0834320094729094,0,0.2,59949,0,29,0.4,846.4779105973963,False,0.058679180642140435,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,9,1.9910000000000003,77394,0,5,0.5,200.00000000000003,False,-0.03953695900054534,6,2.1950000000000003,75192,92,0,0.0,2685.3781991365677,False,-0.051426688072377706,0.15,324192,0.0,0.0,14,0,0,7,11,11.0,19,26,6,87.0,0.0,6,0,6,870,3.9591643410385586,162.93550528492779
26,6,0,0,0,10.000000000000002,20,10.0,2.9753140591374416,11,1.9090909090909092,30.25219567091299,5,47.0,40.00000000000001,20,40.0,8,1.1620000000000001,26371,279,0,0.0,2790.0000000000005,False,-0.11140269465868724,3,0.851,27232,261,0,0.0,2610.0000000000005,False,-0.08672832591928825,0,0.2,60163,1,34,1.0,1031.549966870179,False,0.06405455377257901,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,7,2.0520000000000005,77269,0,5,0.5,200.00000000000003,False,-0.04108621287987705,8,2.2690000000000006,75080,92,0,0.0,2783.202001723995,False,-0.05220860392566069,0.25,323753,0.0,0.0,15,0,0,8,12,12.0,18,26,5,101.0,0.0,6,0,5,635,3.571567125036381,166.50707240996417
27,5,0,0,0,10.000000000000002,20,10.0,2.9613138762238207,3,2.6666666666666665,30.25219567091299,0,,40.00000000000001,20,40.0,3,1.1840000000000002,26185,292,0,0.0,2920.0000000000005,False,-0.11527506640637501,0,0.8480000000000003,27162,268,0,0.0,2680.0000000000005,False,-0.08784843344961116,0,0.2,60155,0,38,0.4,1149.5834354946935,False,0.06494917612575579,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,5,2.0950000000000006,77417,0,0,0.0,0.0,False,-0.040491299390213675,10,2.3610000000000007,74920,92,0,0.0,2783.202001723995,False,-0.05419164889120529,0.06666666666666667,323477,0.0,0.0,11,0,0,10,10,10.0,15,25,5,80.0,0.0,5,0,5,400,3.3808574359863997,169.88792984595057
28,5,0,0,0,10.000000000000002,20,10.0,2.9717536721582136,22,3.0,30.25219567091299,0,,40.00000000000001,20,40.0,5,1.231,25985,303,0,0.0,3030.0000000000005,False,-0.11991551188914136,17,1.0180000000000002,26711,277,0,0.0,2770.0000000000005,False,-0.10084168080135693,0,0.2,60089,12,48,1.0,1487.7664362697221,False,0.06675697432986467,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,10,2.190000000000001,77263,0,0,0.0,0.0,False,-0.04239998016955034,10,2.4510000000000005,74760,92,0,0.0,2783.202001723995,False,-0.056174693856749884,0.16666666666666666,322446,0.0,0.0,10,0,0,8,14,14.0,17,25,5,78.0,0.0,5,0,5,200,2.7141121799941175,172.60204202594468
29,5,0,0,0,10.000000000000002,20,10.0,2.809503824894666,11,1.7272727272727273,29.2751156330483,6,17.0,40.00000000000001,20,40.0,11,1.336,25652,313,0,0.0,3130.0000000000005,False,-0.12897238134860947,0,1.0010000000000003,26611,287,0,0.0,2870.0000000000005,False,-0.10244183441610395,0,0.2,60172,13,52,1.0,1558.8295626421423,False,0.06883552732650147,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,8,2.2600000000000007,77051,0,6,0.6,240.00000000000006,False,-0.04354023102473849,12,2.5610000000000004,74552,92,0,0.0,2693.310638240444,False,-0.059309710486338985,0.26666666666666666,321676,0.0,0.0,10,0,0,7,12,12.0,16,23,5,65.0,3.0,4,1,5,302,3.3559185700141825,175.95796059595887
30,5,0,0,0,10.000000000000002,20,10.0,2.809503824894666,0,,27.77092886820505,8,14.0,40.00000000000001,20,40.0,0,1.3250000000000002,25542,324,0,0.0,3240.0000000000005,False,-0.1307325503248312,0,1.0010000000000003,26521,296,0,0.0,2960.0000000000005,False,-0.10388197266937627,0,0.2,60284,3,54,1.0,1508.0586703577567,False,0.07035438808927294,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,2,2.272000000000001,77273,0,0,0.0,0.0,False,-0.04227603985920381,12,2.6690000000000005,74224,100,0,0.0,2777.092886820505,False,-0.06285575277117834,0.16666666666666666,321482,0.0,0.0,12,0,0,8,9,8.2,18,26,5,62.0,3.0,4,1,5,392,3.242376974027138,179.200337569986
31,5,0,0,0,10.000000000000002,20,10.0,2.7689954684546474,4,2.0,26.56772436849967,7,14.0,40.00000000000001,20,40.0,0,1.3250000000000002,25472,331,0,0.0,3310.0000000000005,False,-0.1318526578551541,4,1.0410000000000004,26315,309,0,0.0,3090.0000000000005,False,-0.10839440586296284,0,0.2,60374,0,54,0.7,1434.657115898982,False,0.07128903584241383,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,10,2.3700000000000006,77113,0,0,0.0,0.0,False,-0.0442590848247484,10,2.7570000000000006,73970,107,0,0.0,2842.7465074294646,False,-0.06559698014829793,0.11666666666666665,320882,0.0,0.0,11,0,0,11,12,12.0,15,26,7,58.0,3.0,4,1,7,298,2.8691258059698157,182.06946337595582
32,7,0,0,0,10.000000000000002,20,10.0,3.1173526093709354,8,6.25,25.63258458352157,7,16.0,40.00000000000001,20,40.0,0,1.3250000000000002,25362,342,0,0.0,3420.0000000000005,False,-0.13361282683137582,8,1.1170000000000002,26101,318,0,0.0,3180.0000000000005,False,-0.11380292508080776,0,0.2,60436,0,55,0.8,1409.7921520936864,False,0.07215824494172553,0,0.2,57638,0,0,0.0,0.0,False,0.010731946831269948,13,2.4900000000000007,76877,0,0,0.0,0.0,False,-0.047184076148926675,7,2.817000000000001,73774,114,0,0.0,2922.114642521459,False,-0.06753436466634367,0.13333333333333333,320188,0.0,0.0,12,0,0,12,12,12.0,15,27,6,116.0,0.0,7,0,6,312,2.952921135991346,185.02238451194717
