index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
100,30,0,0,0,10.0,20,10.0,27.964376432588367,16,39.0,34.223636333652536,5,19.0,53.999999999999986,0,,0,9.371,21596,990,0,0.0,9900.0,False,-0.4587971457696228,5,2.4280000000000004,74193,23,10,1.0,509.6437643258837,False,0.5177945337851771,0,2.7110000000000007,67554,87,17,1.0,3014.702567307281,False,-0.09889809261813338,0,0.659,64446,294,503,1.0,25436.015747008205,False,0.006824126427161734,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78876,712,433,1.0,47749.2290695606,False,-0.024525656152996223,0.6666666666666666,411999,0.0,0.0,10,0,0,13,1,0.3125,1,14,30,192.0,59.0,14,16,30,295,1.931887065002229,177.18262853915803
101,30,0,0,0,10.0,20,10.0,28.576718951559826,17,36.11764705882353,32.85759041541109,23,23.434782608695652,53.999999999999986,12,54.0,1,9.381,21469,1001,0,0.0,10010.0,False,-0.46026503567787974,6,2.4830000000000005,74524,22,10,1.0,505.76718951559826,False,0.5245032333283957,3,2.7410000000000005,67795,78,10,1.0,2557.5599823757775,False,-0.09873592475061804,0,0.6590000000000001,64004,300,510,1.0,25330.386797327603,False,0.00036786313675191135,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78985,725,431,1.0,47095.75305117303,False,-0.02659277606863392,0.6666666666666666,412111,0.0,0.0,17,0,0,11,3,2.157142857142857,1,12,27,171.0,79.0,12,18,27,1539,1.8803553659818135,179.06298390513984
102,27,0,0,0,10.0,20,10.0,28.74976732217229,13,31.46153846153846,32.98108225838296,10,35.0,53.99999999999999,7,54.0,1,9.39,21372,1009,0,0.0,10090.0,False,-0.4614271151885831,2,2.4970000000000003,74739,24,10,1.0,527.4976732217228,False,0.5291080292887025,0,2.738000000000001,67399,80,20,1.0,2959.6030309414423,False,-0.10127997396340438,0,0.659,64341,291,510,1.0,25186.53424252745,False,0.003826504367945636,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,79013,725,434,1.0,47347.28463732764,False,-0.025132983474815088,0.6666666666666666,412198,0.0,0.0,14,0,0,6,3,3.0,5,11,35,123.0,62.0,11,16,35,1298,1.766370797995478,180.82935470313532
103,35,0,0,0,10.0,20,10.0,28.74976732217229,0,,32.21911194765869,9,19.0,54.00000000000001,11,54.0,0,9.389000000000001,21302,1016,0,0.0,10160.0,False,-0.46214067278287463,0,2.4950000000000006,74609,27,20,1.0,844.9953464434458,False,0.5296941421655804,0,2.738000000000001,67570,70,21,1.0,2689.085063452893,False,-0.1008136306712276,0,0.6590000000000001,64341,281,520,1.0,24832.622830312932,False,0.0015176134856860683,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,79436,724,433,1.0,46708.637050104895,False,-0.024148721922148075,0.6666666666666666,412592,0.0,0.0,15,0,0,8,0,0.0,4,12,36,186.0,115.0,12,23,36,965,1.5540231710183434,182.38337787415367
104,36,0,0,0,10.0,20,10.0,30.231028373929412,35,38.48571428571429,31.806914726567587,9,25.0,54.00000000000001,0,,0,9.389000000000001,21222,1024,0,0.0,10240.0,False,-0.4629561671763507,15,2.6450000000000005,75320,29,10,1.0,592.3102837392942,False,0.5416137643602374,0,2.738000000000001,67005,78,24,1.0,3121.386166604116,False,-0.10536536470946282,0,0.659,63784,288,528,1.0,25500.58714731936,False,-0.0013922890664307013,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,79211,723,443,1.0,46918.39934730837,False,-0.02528908354705801,0.6666666666666666,411876,0.0,0.0,16,0,0,12,2,1.5294117647058822,4,16,36,233.0,95.0,16,20,36,881,1.6916171759949066,184.07499505014857
105,36,0,0,0,10.0,20,10.0,30.327486031572413,52,30.71153846153846,32.42745882989859,28,35.57142857142857,54.0,13,54.0,20,9.589000000000004,20862,1035,0,0.0,10350.0,False,-0.4691743119266055,22,2.8500000000000005,75610,28,10,1.0,583.2748603157241,False,0.5474339944986313,0,2.738000000000001,66339,100,16,1.0,3551.5879444356187,False,-0.11124862707665854,0,0.6590000000000001,63849,298,528,1.0,26159.289099595037,False,0.0037531419187839653,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78917,741,440,1.0,47788.74699295485,False,-0.02394883421803564,0.6666666666666666,410911,0.0,0.0,21,0,0,14,4,3.375,4,18,29,282.0,117.0,18,18,29,1898,1.8116899380111136,185.8866849881597
106,29,0,0,0,10.0,20,10.0,29.82220553847746,18,23.27777777777778,32.42745882989859,0,,54.0,10,54.0,11,9.679,20535,1046,0,0.0,10460.0,False,-0.4747196738022426,0,2.8280000000000007,75786,27,13,1.0,657.6886720002069,False,0.5517807204077492,0,2.738000000000001,66060,98,26,1.0,3765.690072348154,False,-0.11349219039190403,0,0.6590000000000001,63709,298,538,1.0,26332.990100951727,False,0.0030596554125841245,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,79457,731,440,1.0,47464.47240465587,False,-0.020361552752881863,0.6666666666666666,410881,0.0,0.0,16,0,0,10,3,3.0,2,12,41,201.0,125.0,12,17,41,1006,1.8610970649751835,187.74778205313487
107,41,0,0,0,10.0,20,10.0,30.096253194680123,11,35.72727272727273,33.60249067783138,67,36.28358208955224,54.0,8,54.0,1,9.678,20428,1055,0,0.0,10550.0,False,-0.4759836901121305,0,2.8280000000000007,76056,28,13,1.0,671.2512915308416,False,0.5574235605660637,30,3.0380000000000007,66324,89,10,1.0,3014.5914411048448,False,-0.11494766873406624,0,0.659,63890,298,537,1.0,27013.22094601013,False,0.009859089430005767,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77458,788,442,1.0,50346.76265413113,False,-0.02565760982146727,0.6666666666666666,409490,0.0,0.0,17,0,0,15,3,2.4772727272727275,5,20,31,319.0,123.0,20,21,31,1732,2.041556760959793,189.78933881409466
108,31,0,0,0,10.0,20,10.0,29.858460815109957,9,24.22222222222222,33.892167730600335,3,53.0,54.0,9,54.0,5,9.727000000000002,20248,1065,0,0.0,10650.0,False,-0.47863404689092764,0,2.8280000000000007,76104,28,19,1.0,847.3107554870892,False,0.5601968476604189,0,3.008000000000001,66483,79,17,1.0,2934.9852558138923,False,-0.11339240578923881,0,0.659,63672,297,547,1.0,27406.97861072604,False,0.009583503677705434,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77785,781,443,1.0,50391.78299759886,False,-0.022339496280408645,0.6666666666666666,409626,0.0,0.0,17,0,0,9,1,1.0,3,12,35,171.0,70.0,12,19,35,993,1.489372476004064,191.27871129009873
109,35,0,0,0,10.0,20,10.0,30.41501205177841,16,37.375,33.26113979777065,8,19.0,54.0,9,54.0,1,9.732000000000001,20131,1075,0,0.0,10750.0,False,-0.48,0,2.8280000000000007,76589,28,14,1.0,705.8101687248977,False,0.568642305491589,0,3.008000000000001,66483,69,27,1.0,2996.686606112518,False,-0.11298987091692098,0,0.6590000000000001,63226,303,549,1.0,27476.11440066495,False,0.0042152007454557975,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78119,779,444,1.0,49886.42790246334,False,-0.021567452567720975,0.6666666666666666,409882,0.0,0.0,16,0,0,9,1,1.0,5,14,40,222.0,75.0,14,21,40,1423,1.3880411409772933,192.66675243107602
110,40,0,0,0,10.0,20,10.0,30.41501205177841,0,,33.26113979777065,0,,54.0,0,,0,9.731000000000002,20001,1088,0,0.0,10880.0,False,-0.4813251783893986,0,2.8280000000000007,76519,25,24,1.0,979.9602892426819,False,0.5700097888811689,0,3.008000000000001,66483,59,37,1.0,3025.14788357244,False,-0.11280419172784514,0,0.659,63226,293,559,1.0,27504.57567812487,False,0.004400879934531637,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78119,769,454,1.0,50093.81650448563,False,-0.020583019231750366,0.6666666666666666,409682,0.0,0.0,11,0,0,8,0,0.0,3,11,34,168.0,87.0,11,29,34,200,1.2833795340266079,193.95013196510263
111,34,0,0,0,10.0,20,10.0,30.493129866214463,28,31.035714285714285,35.021602096327825,40,42.5,53.99999999999999,6,54.0,10,9.831000000000003,19726,1101,0,0.0,11010.0,False,-0.4856065239551478,0,2.8280000000000007,77133,22,16,1.0,707.8900778594314,False,0.5797542311708402,0,3.008000000000001,65969,67,37,1.0,3338.8389786004986,False,-0.11746428818386709,0,0.6590000000000001,64571,293,539,1.0,27811.130580721532,False,0.02395017406297895,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76743,799,458,1.0,52714.26007496593,False,-0.021207492001794545,0.6666666666666666,409476,0.0,0.0,21,0,0,7,2,2.0,2,9,33,162.0,105.0,9,25,33,2908,1.1201351979980245,195.07026716310065
112,33,0,0,0,10.0,20,10.0,29.456917491303933,12,12.166666666666666,33.39217199270233,20,18.0,53.99999999999999,0,,6,9.881000000000002,19523,1110,0,0.0,11100.0,False,-0.4888277268093782,0,2.8280000000000007,77096,23,20,1.0,819.1383498260786,False,0.5801339281327835,0,3.008000000000001,66329,57,27,1.0,2580.632940807287,False,-0.11771354144121754,0,0.659,64425,295,549,1.0,27022.09308392824,False,0.016897568428962645,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76383,809,468,1.0,52286.267142096185,False,-0.026656791054663332,0.6666666666666666,409090,0.0,0.0,14,0,0,6,2,2.0,2,8,32,114.0,75.0,8,25,32,633,2.3893678599852137,197.45963502308587
113,32,0,0,0,10.0,20,10.0,28.849882086930393,7,12.285714285714286,32.96757990298391,5,17.0,53.99999999999999,0,,6,9.935000000000002,19280,1123,0,0.0,11230.0,False,-0.4924566768603466,0,2.8280000000000007,77039,20,29,1.0,1036.6465805209814,False,0.5811890579054128,0,3.008000000000001,66388,49,32,1.0,2468.606779155074,False,-0.11767456857846917,0,0.6590000000000001,64365,290,559,1.0,26795.342970977817,False,0.01463539731330377,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76298,804,478,1.0,52317.93424199906,False,-0.02731343041183731,0.6666666666666666,408704,0.0,0.0,12,0,0,4,2,2.0,4,8,22,129.0,71.0,8,24,22,298,0.8810023530386388,198.3406373761245
114,22,0,0,0,10.0,20,10.0,28.761438044683793,1,13.0,32.96757990298391,0,,53.99999999999999,0,,1,9.939000000000002,19223,1127,0,0.0,11270.0,False,-0.49321100917431193,0,2.8280000000000007,76879,26,39,1.0,1381.696083742668,False,0.5814444045233707,0,3.008000000000001,66375,40,42,1.0,2535.0958777126757,False,-0.11741042080797041,0,0.6590000000000001,64365,280,569,1.0,26811.755617309303,False,0.014742472157913541,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76298,794,488,1.0,52528.25844296922,False,-0.02631506235892857,0.6666666666666666,408474,0.0,0.0,9,0,0,4,1,1.0,1,5,18,60.0,51.0,5,17,18,200,0.615584114973899,198.9562214910984
115,18,0,0,0,10.0,20,10.0,28.66431740974759,1,13.0,32.520886628309825,5,17.0,53.99999999999999,0,,1,9.948000000000002,19096,1138,0,0.0,11380.0,False,-0.4946788990825688,0,2.8280000000000007,76789,25,49,1.0,1654.551553077632,False,0.582390943456449,0,3.008000000000001,66447,31,47,1.0,2417.075511232737,False,-0.11724093167343363,0,0.659,64365,270,579,1.0,26568.95905842324,False,0.013158486048089375,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76213,789,498,1.0,52550.97954973645,False,-0.02701416660462693,0.6666666666666666,408244,0.0,0.0,11,0,0,2,1,1.0,0,2,15,36.0,48.0,2,16,15,285,0.45105617796070874,199.4072776690591
116,15,0,0,0,10.0,20,10.0,28.452721082229278,2,13.0,32.05298930637832,5,17.0,54.0,1,54.0,1,9.957,18979,1148,0,0.0,11480.0,False,-0.4960448521916412,0,2.8280000000000007,76702,25,58,1.0,1900.2578227692982,False,0.5831218942178317,0,3.008000000000001,66519,22,52,1.0,2292.715307740717,False,-0.11711280314883205,0,0.659,64352,261,589,1.0,26305.370903918672,False,0.011269235160806,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76182,784,507,1.0,52507.54361620061,False,-0.027514650463285252,0.6666666666666666,408068,0.0,0.0,12,0,0,1,1,1.0,0,1,11,18.0,42.0,1,14,11,352,0.3051318360376172,199.71240950509673
117,11,0,0,0,10.0,0,,28.002377249870325,4,13.0,32.05298930637832,0,,54.0,0,,2,9.976,18944,1148,0,0.0,11480.0,False,-0.4967584097859327,0,2.8280000000000007,76728,15,66,1.0,1998.1568984914413,False,0.5846499174158148,0,3.008000000000001,66493,14,62,1.0,2379.3186184936403,False,-0.11688705380609823,0,0.6590000000000001,64326,253,599,1.0,26284.342038737806,False,0.01079280045104979,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76182,774,517,1.0,52727.01372313682,False,-0.026472868574549394,0.6666666666666666,408007,0.0,0.0,2,0,0,1,2,2.0,0,1,7,18.0,30.0,1,10,7,26,0.27444278699113056,199.98685229208786
118,7,0,0,0,10.0,0,,28.002377249870325,0,,32.05298930637832,0,,54.0,10,54.0,0,9.974,18944,1148,0,0.0,11480.0,False,-0.4967584097859327,0,2.8280000000000007,76728,5,76,1.0,2178.180670990145,False,0.5864850221303787,0,3.008000000000001,66493,4,72,1.0,2419.8247390587203,False,-0.11662279498532943,0,0.659,64326,243,609,1.0,26324.84815930289,False,0.011057059271818603,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76722,764,517,1.0,52406.48383007303,False,-0.022867811769831995,0.6666666666666666,408547,0.0,0.0,5,0,0,0,0,0.0,0,0,0,0.0,21.0,0,7,0,540,0.14113293000264093,200.1279852220905
119,0,0,0,0,10.0,0,,28.002377249870325,0,,32.05298930637832,0,,54.0,0,,0,9.974000000000002,18944,1148,0,0.0,11480.0,False,-0.4967584097859327,0,2.8280000000000007,76728,0,81,0.5,2268.192557239496,False,0.5874025744876605,0,3.008000000000001,66493,0,76,0.4,2436.0271872847525,False,-0.11651709145702202,0,0.6590000000000001,64326,233,619,1.0,26365.35427986797,False,0.011321318092587228,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76722,754,527,1.0,52625.95393700925,False,-0.021826029881096,0.48333333333333334,408547,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.11684548098128289,200.24483070307178
