index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
35,18,0,0,0,10.0,20,10.0,23.988276022565103,20,25.95,21.47304050335714,24,13.25,40.00000000000001,20,40.0,5,1.3210000000000002,36160,378,0,0.0,3780.0,False,-0.0913215837990161,0,0.8030000000000002,47655,0,15,1.0,359.8241403384765,False,0.14235353847660212,10,1.0920000000000003,53621,169,10,1.0,4268.7490528470735,False,-0.06655882998068786,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,3,1.6070000000000002,86844,0,0,0.0,0.0,False,0.0016262413065291858,11,3.271000000000001,75002,273,0,0.0,5862.140057416499,False,-0.1011490948559076,0.3333333333333333,359468,0.0,0.0,17,0,0,10,9,7.6,25,35,20,186.0,34.0,12,6,20,934,1.660883012053091,77.4274538141326
36,20,0,0,0,10.0,20,10.0,23.988276022565103,0,,21.081913983448857,9,14.0,40.00000000000001,20,40.0,0,1.316,36040,390,0,0.0,3900.0,False,-0.09275445383770359,0,0.8030000000000002,47575,0,23,0.8,551.7303485189974,False,0.1427345172245187,0,1.0820000000000003,53747,159,11,1.0,4046.0369414057886,False,-0.06631366508675736,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,12,1.7240000000000002,86634,0,0,0.0,0.0,False,-0.0007958202138334314,8,3.340000000000001,74766,282,0,0.0,5945.099743332577,False,-0.1033926176526039,0.3,358948,0.0,0.0,13,0,0,7,11,11.0,22,29,21,147.0,78.0,9,11,21,326,1.4824234709958546,78.90987728512846
37,21,0,0,0,10.0,20,10.0,23.988276022565103,0,,20.378150963392805,13,12.0,40.00000000000001,20,40.0,0,1.3160000000000005,35960,398,0,0.0,3980.0,False,-0.09370970053016192,0,0.8030000000000002,47455,2,33,1.0,811.6131087446483,False,0.14297192898629987,2,1.1020000000000003,53835,149,10,1.0,3778.0346369961285,False,-0.06708380374515634,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,9,1.8020000000000005,86496,0,0,0.0,0.0,False,-0.002387460641500294,11,3.4420000000000006,74428,295,0,0.0,6011.554534200877,False,-0.10690775097631645,0.3333333333333333,358360,0.0,0.0,11,0,0,11,13,12.333333333333332,20,31,20,168.0,58.0,11,10,20,284,1.655838622013107,80.56571590714157
38,20,0,0,0,10.0,20,10.0,24.49426292058322,31,26.903225806451612,20.378150963392805,0,,40.0,20,40.0,6,1.3760000000000003,35786,407,0,0.0,4070.0,False,-0.09679037111334002,0,0.8030000000000002,48119,3,18,1.0,470.896732570498,False,0.15476067168852392,0,1.1,53001,170,20,1.0,4571.587715767004,False,-0.07440367886217371,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,12,1.9130000000000005,86282,0,0,0.0,0.0,False,-0.004855656667012676,8,3.5110000000000006,74324,295,0,0.0,6011.554534200877,False,-0.10810724811021032,0.3333333333333333,357698,0.0,0.0,14,0,0,12,10,10.0,22,34,18,132.0,77.0,9,11,18,974,1.677842530014459,82.24355843715603
39,18,0,0,0,10.0,20,10.0,25.24413006687923,47,27.80851063829787,19.244801007410995,25,12.4,40.0,20,40.0,5,1.4200000000000002,35661,413,0,0.0,4130.0,False,-0.09905908200792855,24,1.0430000000000001,48512,7,10,1.0,322.4413006687923,False,0.1623733259381573,5,1.1500000000000001,51834,207,10,1.0,5417.982933918111,False,-0.08685621424454541,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,8,1.9810000000000003,86168,0,0,0.0,0.0,False,-0.0061704900637809534,12,3.623000000000001,73802,320,0,0.0,6158.336322371519,False,-0.11328133788697319,0.3333333333333333,356163,0.0,0.0,12,0,0,7,15,14.416666666666666,26,33,13,165.0,55.0,10,8,13,907,1.4171242589945905,83.66068269615062
40,13,0,0,0,9.999999999999998,20,10.0,25.683110026614862,16,30.8125,19.02309482653358,5,12.0,40.0,20,40.0,0,1.4150000000000003,35561,423,0,0.0,4229.999999999999,False,-0.10025314037350146,6,1.0790000000000002,48761,7,10,1.0,326.8311002661486,False,0.16837215336803446,0,1.1450000000000002,51401,213,15,1.0,5755.848858066969,False,-0.09127715208127299,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,10,2.0730000000000004,86028,0,0,0.0,0.0,False,-0.007785197744022698,10,3.711000000000001,73586,325,0,0.0,6182.505818623414,False,-0.11563322019639799,0.3333333333333333,355523,0.0,0.0,16,0,0,5,11,10.461538461538462,23,28,19,96.0,63.0,7,6,19,350,1.2951119209756143,84.95579461712623
41,19,0,0,0,9.999999999999998,20,10.0,23.889762073636007,22,9.0,18.23237611156521,27,13.925925925925926,40.0,20,40.0,22,1.6350000000000002,35121,434,0,0.0,4339.999999999999,False,-0.10944738978841285,0,1.0730000000000004,48671,6,20,1.0,537.7952414727201,False,0.1687418832864393,12,1.2650000000000001,51120,225,10,1.0,5557.520227683754,False,-0.09764175865393387,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,8,2.1430000000000007,85848,0,5,0.5,200.0,False,-0.008707887847017981,12,3.821000000000001,73062,347,0,0.0,6326.634510713127,False,-0.12084567713508682,0.4166666666666667,354008,0.0,0.0,10,0,0,7,15,14.25,25,32,12,171.0,51.0,12,7,12,368,2.1241672809701413,87.07996189809637
42,12,0,0,0,9.999999999999998,20,10.0,22.961778782437182,28,16.857142857142858,18.23237611156521,0,,40.0,20,40.0,18,1.7930000000000001,34761,443,0,0.0,4429.999999999999,False,-0.11696995749152218,0,1.0730000000000002,48871,7,20,1.0,529.2355756487436,False,0.1734159093428946,0,1.2530000000000001,50648,243,20,1.0,5944.359766363539,False,-0.10230567237813243,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,4,2.1750000000000003,86006,0,0,0.0,0.0,False,-0.008038937522346402,11,3.9190000000000014,72876,347,0,0.0,6326.634510713127,False,-0.12299093162455085,0.3333333333333333,353348,0.0,0.0,15,0,0,6,10,9.5,22,28,12,129.0,57.0,8,4,12,670,1.2559525919496082,88.33591449004598
43,12,0,0,0,9.999999999999998,20,10.0,22.961778782437182,0,,18.13239158989665,5,15.0,39.99999999999999,20,40.0,0,1.7750000000000004,34681,451,0,0.0,4509.999999999999,False,-0.11792520418398052,0,1.0730000000000004,48751,9,30,1.0,778.8533634731155,False,0.17353075134299462,0,1.2530000000000001,50723,233,25,1.0,5803.40424605528,False,-0.10222996228042998,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,7,2.241000000000001,85916,0,0,0.0,0.0,False,-0.009076963888216095,13,4.038000000000001,72553,352,0,0.0,6382.60183964362,False,-0.12639353978729911,0.3333333333333333,352810,0.0,0.0,11,0,0,8,12,12.0,22,30,9,117.0,24.0,9,3,9,275,1.5144649419817142,89.8503794320277
44,9,0,0,0,9.999999999999998,20,10.0,22.65659310091345,5,11.0,18.640624926605167,36,20.694444444444443,39.99999999999999,20,40.0,5,1.8250000000000002,34506,462,0,0.0,4619.999999999999,False,-0.12079094426135549,0,1.0730000000000002,48661,8,40,1.0,986.2637240365381,False,0.17385804704633595,11,1.3630000000000002,51003,228,10,1.0,5352.109476274318,False,-0.10132000572337382,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,11,2.3440000000000007,85386,6,10,1.0,511.84374955963096,False,-0.012238078558068176,9,4.115000000000001,72026,372,0,0.0,6934.312472697122,False,-0.12929014871055722,0.5,351768,0.0,0.0,15,0,0,4,13,12.636363636363637,21,25,9,90.0,26.0,5,4,9,742,1.040834900981281,90.89121433300897
45,9,0,0,0,10.0,20,10.0,23.834708271760505,29,31.0,18.01391331753223,26,14.076923076923077,39.99999999999999,20,40.0,0,1.8200000000000003,34376,475,0,0.0,4750.0,False,-0.12234322013660028,0,1.0730000000000004,49490,5,21,1.0,550.5288737069707,False,0.18845260631545785,16,1.512,49838,247,10,1.0,6067.312076300167,False,-0.11483725304866682,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,1,2.343000000000001,85778,0,6,0.6,239.99999999999994,False,-0.009284569161390033,9,4.196000000000001,71526,398,0,0.0,7169.537500377827,False,-0.13370046307291655,0.43333333333333335,351194,0.0,0.0,19,0,0,4,8,7.3,25,29,13,126.0,36.0,7,2,13,1555,1.0981984259560704,91.98941275896505
46,13,0,0,0,10.0,20,10.0,23.470330339009443,5,10.0,17.86271226101264,9,15.0,39.99999999999999,20,40.0,5,1.8700000000000006,34226,483,0,0.0,4830.0,False,-0.12497014854086068,0,1.0730000000000002,49370,7,31,1.0,797.5802405092927,False,0.18853680375064835,0,1.4960000000000002,49923,242,11,1.0,5876.309776911425,False,-0.11501306041325757,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,7,2.412000000000001,85930,0,0,0.0,0.0,False,-0.008915493120191919,7,4.257000000000001,71301,407,0,0.0,7270.123890232144,False,-0.1357154660724995,0.3333333333333333,350936,0.0,0.0,15,0,0,4,8,8.0,27,31,12,147.0,42.0,9,4,12,575,1.1970310609904118,93.18644381995546
47,12,0,0,0,10.0,20,10.0,24.305512898427175,37,28.16216216216216,17.86271226101264,0,,39.99999999999999,20,40.0,5,1.9150000000000003,34086,490,0,0.0,4900.0,False,-0.12747767110856378,1,1.0830000000000004,50208,10,10,1.0,343.05512898427173,False,0.2031219268398561,0,1.4960000000000002,48881,269,21,1.0,6913.299927158176,False,-0.12377743611225177,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,11,2.5150000000000006,85748,0,0,0.0,0.0,False,-0.011014613104506188,9,4.340000000000001,71171,407,0,0.0,7270.123890232144,False,-0.13721483748986685,0.3333333333333333,350280,0.0,0.0,11,0,0,6,13,12.0625,23,29,12,129.0,57.0,8,4,12,696,1.2386575620039366,94.4251013819594
48,12,0,0,0,10.0,20,10.0,25.06671689425498,24,31.0,17.86271226101264,0,,40.0,20,40.0,0,1.9100000000000004,33966,502,0,0.0,5020.0,False,-0.12891054114725128,14,1.222,50512,8,10,1.0,330.6671689425498,False,0.2102338822293375,0,1.4960000000000004,48137,283,31,1.0,7647.624961165551,False,-0.1300863457738398,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,11,2.6140000000000008,85568,0,0,0.0,0.0,False,-0.013090665836245574,9,4.421000000000001,71035,407,0,0.0,7270.123890232144,False,-0.13878341066495883,0.3333333333333333,349404,0.0,0.0,11,0,0,5,13,12.166666666666668,21,26,17,93.0,63.0,6,6,17,200,1.237316965998616,95.66241834795801
49,17,0,0,0,10.0,20,10.0,25.55407745438412,17,31.0,17.86271226101264,0,,40.0,20,40.0,0,1.9100000000000004,33856,513,0,0.0,5130.0,False,-0.13022400534938147,7,1.278,50781,7,10,1.0,325.5407745438412,False,0.21659670409494963,0,1.4960000000000002,47610,290,41,1.0,8143.053664472913,False,-0.1347620694072348,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,7,2.673000000000001,85488,0,0,0.0,0.0,False,-0.014013355939240857,13,4.542000000000002,70787,407,0,0.0,7270.123890232144,False,-0.1416437499842442,0.3333333333333333,348708,0.0,0.0,10,0,0,5,10,9.411764705882353,26,31,21,132.0,69.0,9,8,21,200,1.4310909840278327,97.09350933198584
50,21,0,0,0,10.0,20,10.0,25.147471232832356,5,10.0,17.71156457250249,9,15.0,40.0,6,40.0,5,1.96,33706,521,0,0.0,5210.0,False,-0.13285093375364188,0,1.2710000000000001,50661,9,20,1.0,592.9494246566471,False,0.2169239793745122,0,1.4960000000000002,47695,285,42,1.0,7910.915013402326,False,-0.13528222352377892,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,85428,0,4,0.4,160.0,False,-0.013782683413492036,6,4.589000000000001,70638,412,0,0.0,7297.164603871025,False,-0.14320632155824464,0.39999999999999997,348314,0.0,0.0,14,0,0,7,5,5.0,26,33,16,153.0,61.0,11,10,16,335,1.485054619028233,98.57856395101408
51,16,0,0,0,10.000000000000002,20,10.0,22.00832128402014,45,10.0,18.509746833941595,5,43.0,39.99999999999999,12,40.0,45,2.4050000000000007,32806,528,0,0.0,5280.000000000001,False,-0.1535081434780532,0,1.2710000000000001,50531,12,30,1.0,780.2496385206042,False,0.21605590149640114,0,1.4960000000000002,47460,320,47,1.0,7912.6209120817,False,-0.13920224914967347,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,85428,0,4,0.0,159.99999999999997,False,-0.013782683413492036,12,4.703000000000001,70207,417,0,0.0,7718.564429753645,False,-0.14574718043347037,0.3333333333333333,346618,0.0,0.0,13,0,0,5,9,9.0,24,29,12,111.0,55.0,7,9,12,415,1.452323678007815,100.03088762902189
52,12,0,0,0,10.000000000000002,20,10.0,22.332497436476068,23,25.08695652173913,19.131767304576236,10,28.0,39.99999999999999,6,40.0,0,2.3600000000000008,32706,538,0,0.0,5380.000000000001,False,-0.15470220184362612,0,1.2710000000000001,51008,12,17,1.0,499.65245642009313,False,0.22409672417753373,0,1.4960000000000004,47163,333,47,1.0,8335.914709661613,False,-0.14063120733236,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,85428,0,4,0.0,159.99999999999997,False,-0.013782683413492036,6,4.751000000000001,69863,427,0,0.0,8169.264639054053,False,-0.14711564398547888,0.3333333333333333,346354,0.0,0.0,14,0,0,5,2,2.0,24,29,12,93.0,33.0,6,6,12,1057,1.3224042250076309,101.35329185402952
