index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
99,23,0,0,0,10.0,20,10.0,22.398711244155628,14,27.928571428571427,31.869199491050157,20,26.0,37.000000000000014,12,37.0,0,1.622,61774,2,12,1.0,288.7845349298675,False,0.3333561365145987,0,4.196000000000001,26789,1028,0,0.0,10280.0,False,-0.31243808949567164,0,2.936000000000001,63018,567,22,1.0,13401.191664239344,False,0.014413278898260778,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91191,10,214,1.0,8236.691994910505,False,-0.02883312447186895,12,9.059000000000001,64156,706,0,0.0,22499.65484068141,False,-0.2316425944798632,0.5,376457,0.0,0.0,9,0,0,11,4,4.0,13,24,25,154.0,99.0,10,13,25,1111,1.7340866513550282,201.92909003887326
100,25,0,0,0,10.0,20,10.0,21.93600977173285,20,18.8,32.97014840697444,8,50.0,37.000000000000014,8,37.0,1,1.6320000000000001,61990,2,10,1.0,239.36009771732847,False,0.3374753445208378,7,4.266000000000001,26565,1038,0,0.0,10380.0,False,-0.3161850208880658,0,2.936000000000001,63042,577,24,1.0,13448.36120005724,False,0.015105642533299617,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91191,0,224,1.0,8288.000000000004,False,-0.028571719703685588,8,9.127,63662,714,0,0.0,23540.685962579748,False,-0.23137241075118078,0.5,375979,0.0,0.0,8,0,0,12,6,5.076923076923077,15,27,24,165.0,113.0,11,14,24,600,1.9444781430065632,203.87356818187982
101,24,0,0,0,10.0,20,10.0,21.93600977173285,0,,33.97919658880206,31,37.83870967741935,37.000000000000014,10,37.0,0,1.6310000000000002,61900,1,20,1.0,448.72019543465694,False,0.3377914659915872,0,4.259000000000001,26455,1049,0,0.0,10490.0,False,-0.3173693957534778,7,3.006000000000001,63983,567,10,1.0,12777.509506460545,False,0.023916813427282486,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,90441,12,234,1.0,9065.750359065629,False,-0.032251447645351865,10,9.219000000000001,63110,723,0,0.0,24566.95913370389,False,-0.23176841452580574,0.5,375418,0.0,0.0,9,0,0,12,6,5.117647058823529,14,26,19,165.0,95.0,11,13,19,623,1.71496507152915,205.58853325340897
102,19,0,0,0,10.0,20,10.0,21.93600977173285,0,,33.41941211778985,8,24.0,37.000000000000014,10,37.0,0,1.6310000000000002,61830,0,28,0.8,614.2082736085198,False,0.3380658972566488,0,4.259000000000001,26325,1062,0,0.0,10620.0,False,-0.31876911150351006,0,2.999000000000001,64175,557,12,1.0,12619.390388268675,False,0.025560109331485614,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90441,2,244,1.0,9094.838824235583,False,-0.03210324731128516,10,9.309000000000001,62780,731,0,0.0,24429.590258104377,False,-0.23583086103330797,0.4666666666666666,375080,0.0,0.0,9,0,0,11,4,4.0,13,24,16,130.0,85.0,10,9,16,392,1.8282724712044,207.41680572461337
103,16,0,0,0,10.0,20,10.0,22.371143630147817,11,27.90909090909091,33.89504842158904,10,40.0,37.000000000000014,10,37.0,0,1.6310000000000002,62067,0,24,0.7,536.9074471235476,False,0.3423371748042934,0,4.259000000000001,26195,1075,0,0.0,10750.0,False,-0.32016882725354234,0,2.999000000000001,64268,558,12,1.0,12889.83872668155,False,0.02888079623065956,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90041,2,254,1.0,9465.790096843182,False,-0.034289170987868337,10,9.399000000000001,62645,731,0,0.0,24777.280396181588,False,-0.23543504419149575,0.45,374745,0.0,0.0,11,0,0,12,4,4.0,15,27,18,148.0,57.0,12,4,18,907,1.7725565498694777,209.18936227448285
104,18,0,0,0,10.0,20,10.0,23.228371412479778,46,25.76086956521739,33.89504842158904,0,,37.000000000000014,9,37.0,19,1.8210000000000004,62655,0,9,0.9,209.055342712318,False,0.35146922071054226,3,4.289000000000001,26031,1086,0,0.0,10860.0,False,-0.32251604289590424,0,2.999000000000001,63083,594,22,1.0,14543.343684287947,False,0.023668255181934186,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90041,0,256,0.2,9472.000000000004,False,-0.034257532683235004,9,9.479,62526,731,0,0.0,24777.280396181588,False,-0.23664761004197316,0.35000000000000003,373865,0.0,0.0,12,0,0,7,7,6.571428571428571,17,24,17,134.0,87.0,8,10,17,701,1.590857446193695,210.78021972067654
105,17,0,0,0,10.0,20,10.0,22.59569341351327,6,5.333333333333333,34.17998840273716,14,36.714285714285715,37.000000000000014,8,37.0,0,1.8020000000000005,62582,0,18,1.0,406.72248144323885,False,0.3520255230785482,5,4.336000000000001,25826,1096,0,0.0,10960.0,False,-0.3258538266075197,0,2.9990000000000006,63565,590,18,1.0,13946.698905222098,False,0.02634078472545461,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89971,0,261,0.5,9657.000000000004,False,-0.034028266030833816,8,9.55,61988,740,0,0.0,25293.191418025497,False,-0.23950115948794315,0.4166666666666667,373461,0.0,0.0,12,0,0,10,4,4.0,18,28,21,172.0,60.0,12,5,21,741,1.9012384368106723,212.6814581574872
106,21,0,0,0,10.0,20,10.0,21.942843383161755,5,2.0,34.38939590175013,10,37.0,37.000000000000014,11,37.0,0,1.802,62472,1,28,1.0,624.3996147285292,False,0.3520005126698882,5,4.381000000000001,25636,1105,0,0.0,11050.0,False,-0.32897626943451486,0,2.999000000000001,63925,585,18,1.0,13455.572505381127,False,0.028005852821129183,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89971,0,261,0.0,9657.000000000004,False,-0.034028266030833816,11,9.652000000000001,61462,750,0,0.0,25792.046926312596,False,-0.24231932806370257,0.3333333333333333,372995,0.0,0.0,10,0,0,19,5,5.0,10,29,17,160.0,66.0,14,7,17,570,2.0245841229334474,214.70604228042066
107,17,0,0,0,10.0,20,10.0,22.315190037746838,29,24.137931034482758,33.12961456718121,13,21.384615384615383,37.000000000000014,9,37.0,1,1.8120000000000005,63060,0,10,1.0,223.1519003774684,False,0.36034230479755236,0,4.376000000000001,25526,1116,0,0.0,11160.0,False,-0.3301606442999268,0,2.999000000000001,63503,604,15,1.0,13975.319001306809,False,0.02564689065087598,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89901,0,266,0.5,9842.000000000004,False,-0.03379899937843263,9,9.731,61139,758,0,0.0,25112.247841923356,False,-0.2490740284600243,0.4166666666666667,372658,0.0,0.0,12,0,0,7,5,4.2,14,21,21,88.0,75.0,5,12,21,1128,1.5732546597719193,216.27929694019258
108,21,0,0,0,10.0,20,10.0,22.34641079563663,15,22.666666666666668,31.367874178347787,13,15.0,37.00000000000001,20,37.0,3,1.8410000000000002,63232,0,10,1.0,223.4641079563663,False,0.36404952956583375,2,4.396000000000001,25384,1126,0,0.0,11260.0,False,-0.33214178043843406,0,2.999000000000001,63358,609,12,1.0,13985.378664682881,False,0.023610309223918064,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89965,3,269,1.0,10047.103622535045,False,-0.03210189821307003,13,9.852000000000002,60922,758,0,0.0,23776.84862718762,False,-0.2580887892316631,0.5,372390,0.0,0.0,12,0,0,10,7,6.230769230769231,19,29,16,168.0,69.0,13,8,16,654,1.6543145328760147,217.9336114730686
109,16,0,0,0,10.0,20,10.0,21.824641458276304,4,2.0,32.27120320562267,23,37.0,37.00000000000001,8,37.0,0,1.8380000000000003,63122,1,20,1.0,446.4928291655261,False,0.3640821399410561,4,4.434000000000001,25214,1135,0,0.0,11350.0,False,-0.3348335414961885,11,3.109000000000001,63818,603,10,1.0,13482.970831396837,False,0.026648315325608515,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,89653,5,279,1.0,10484.356016028116,False,-0.033053342626131715,8,9.919000000000002,60289,769,0,0.0,24816.555265123832,False,-0.2592417119334625,0.5,371625,0.0,0.0,8,0,0,9,6,5.454545454545455,14,23,15,94.0,34.0,9,7,15,428,1.5623189248144627,219.49593039788306
110,15,0,0,0,10.0,20,10.0,21.76281447190394,14,21.142857142857142,31.58975467592396,5,14.0,37.00000000000001,11,37.0,0,1.838,63308,2,16,1.0,368.20503155046305,False,0.3672445522153243,0,4.430000000000001,25124,1144,0,0.0,11440.0,False,-0.33580257547698006,0,3.0980000000000016,63592,607,15,1.0,13683.87470458455,False,0.024821577119838623,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89583,0,289,1.0,10693.000000000002,False,-0.032703614261404744,11,10.021,60132,769,0,0.0,24292.521345785524,False,-0.26351133929535897,0.5,371268,0.0,0.0,11,0,0,10,4,4.0,16,26,12,126.0,40.0,11,4,12,566,1.5591016802936792,221.05503207817674
111,12,0,0,0,10.0,20,10.0,21.76281447190394,0,,31.234401901654955,8,25.875,37.0,20,37.0,0,1.8380000000000003,63218,1,26,1.0,575.8331762695025,False,0.36754202567153516,0,4.430000000000001,25014,1155,0,0.0,11550.0,False,-0.336986950342392,0,3.0980000000000016,63799,597,17,1.0,13523.385072054787,False,0.026665879059879365,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89951,0,279,0.1,10323.0,False,-0.03083891215520843,9,10.100000000000001,59854,776,0,0.0,24237.895875684244,False,-0.2666223627931595,0.35000000000000003,371365,0.0,0.0,14,0,0,9,3,3.0,15,24,14,111.0,24.0,9,3,14,814,1.674389598891139,222.72942167706788
112,14,0,0,0,10.0,20,10.0,22.370553948793887,15,28.0,29.67796052906381,49,26.0,37.0,20,37.0,0,1.8380000000000003,63548,0,21,1.0,469.7816329246716,False,0.3735064132060454,0,4.430000000000001,24904,1166,0,0.0,11660.0,False,-0.33817132520780396,32,3.4180000000000015,63661,602,10,1.0,13763.853082464559,False,0.026407381871031976,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89010,39,280,1.0,11517.440460633488,False,-0.03434190046447647,11,10.201000000000002,59696,776,0,0.0,23030.097370553518,False,-0.2743858335088317,0.5,370348,0.0,0.0,12,0,0,13,5,4.653061224489796,14,27,15,151.0,21.0,12,2,15,953,1.7777502033859491,224.50717188045382
113,15,0,0,0,10.0,20,10.0,22.673134499609006,12,26.166666666666668,28.780999793311288,9,14.0,37.00000000000001,20,37.0,0,1.8380000000000003,63782,0,17,0.8,385.44328649335307,False,0.37763731519976473,0,4.430000000000001,24784,1178,0,0.0,11780.0,False,-0.33946337051552605,0,3.386000000000001,63473,604,11,1.0,14011.164235490263,False,0.025471163394033422,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89180,38,282,1.0,11527.677992145831,False,-0.032557505211252294,12,10.31,59526,776,0,0.0,22334.05583960956,False,-0.27966427292101226,0.4666666666666666,370274,0.0,0.0,14,0,0,8,4,4.0,17,25,13,127.0,45.0,10,5,13,936,1.5588207757100463,226.06599265616387
114,13,0,0,0,10.0,20,10.0,22.823369207712652,19,23.894736842105264,28.936835384189887,1,51.0,37.000000000000014,14,37.0,0,1.8380000000000003,64110,2,11,1.0,271.05706128483916,False,0.38346889466907313,3,4.460000000000001,24644,1186,0,0.0,11860.0,False,-0.34161677936172963,0,3.386000000000001,63070,613,20,1.0,14569.462032011654,False,0.023669116168167647,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89180,28,292,1.0,11614.23139075732,False,-0.032116531701172256,14,10.438,59231,777,0,0.0,22483.921093515542,False,-0.28190667780639944,0.5,369764,0.0,0.0,10,0,0,4,7,7.0,19,23,9,117.0,48.0,7,6,9,699,1.3685432858765125,227.43453594204038
115,9,0,0,0,10.0,20,10.0,23.380917783746707,17,27.941176470588236,28.6922586824431,2,13.0,37.000000000000014,20,37.0,6,1.8980000000000004,64329,4,10,1.0,273.8091778374671,False,0.38821449220291,0,4.457000000000002,24564,1194,0,0.0,11940.0,False,-0.34247814290021106,0,3.386000000000001,62621,620,28,1.0,15299.552269031365,False,0.02244756335868461,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89450,20,294,1.0,11451.845173648866,False,-0.030192659525525637,12,10.544000000000002,59044,777,0,0.0,22293.88499625829,False,-0.2847803370919904,0.5,369537,0.0,0.0,12,0,0,6,7,6.3125,13,19,18,55.0,42.0,5,4,18,522,1.3995727440342307,228.83410868607461
116,18,0,0,0,10.0,20,10.0,23.653941306688964,27,25.074074074074073,26.197975799619392,23,13.478260869565217,37.000000000000014,20,37.0,16,2.0520000000000005,64527,4,10,1.0,276.53941306688967,False,0.39250763828186924,1,4.4670000000000005,24443,1204,0,0.0,12040.0,False,-0.34400706318101554,0,3.386000000000001,62254,637,15,1.0,15460.53024935516,False,0.018278796482912037,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89819,18,291,1.0,11238.563564393153,False,-0.027519316661097293,7,10.602,58767,792,0,0.0,20748.79683329856,False,-0.29547480189680686,0.5,369339,0.0,0.0,16,0,0,9,6,5.230769230769231,15,24,15,116.0,54.0,10,8,15,991,1.6911203991621733,230.5252290852368
117,15,0,0,0,10.0,20,10.0,23.06817661953631,4,1.0,28.513248177511574,13,51.0,37.000000000000014,10,37.0,0,2.0360000000000005,64427,4,20,1.0,501.36353239072616,False,0.39277492067262504,4,4.506000000000001,24259,1214,0,0.0,12140.0,False,-0.3468926310349283,0,3.386000000000001,62913,631,12,1.0,14898.178425057551,False,0.02377617874125217,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,89819,8,301,1.0,11365.105985420096,False,-0.026874606499861998,10,10.695000000000002,57968,805,0,0.0,22953.164782896816,False,-0.29238546967618984,0.5,368915,0.0,0.0,9,0,0,6,5,5.0,17,23,17,98.0,69.0,7,8,17,863,1.4929912630468607,232.01822034828365
118,17,0,0,0,10.0,20,10.0,22.60269125745417,3,1.0,28.513248177511574,0,,37.00000000000002,20,37.0,0,2.0360000000000005,64287,8,30,1.0,758.080737723625,False,0.39252423379262263,3,4.532000000000002,24136,1220,0,0.0,12200.0,False,-0.3488953012618976,0,3.386000000000001,62910,624,22,1.0,14731.370804556656,False,0.022518993747502075,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90263,0,297,0.8,10989.000000000005,False,-0.024266601453041096,8,10.765,57872,805,0,0.0,22953.164782896816,False,-0.2933636740597682,0.4666666666666666,368997,0.0,0.0,12,0,0,8,4,4.0,15,23,19,121.0,56.0,8,9,19,644,1.6560488091781735,233.67426915746182
119,19,0,0,0,10.0,20,10.0,22.60269125745417,0,,28.13344142521186,27,26.37037037037037,37.000000000000014,20,37.0,0,2.0360000000000005,64157,11,40,1.0,1014.1076502981667,False,0.392481455384579,0,4.529000000000001,24066,1227,0,0.0,12270.0,False,-0.34964899435806884,5,3.436000000000001,63467,614,10,1.0,14159.386846328978,False,0.02646219041969044,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90581,0,294,0.9,10878.000000000004,False,-0.021591823841693922,8,10.837,57191,823,0,0.0,23153.82229294936,False,-0.2992804986144684,0.48333333333333334,368991,0.0,0.0,14,0,0,10,4,3.4545454545454546,18,28,15,125.0,65.0,12,7,15,1092,1.8371965596452355,235.51146571710706
120,15,0,0,0,10.0,20,10.0,23.851374991878416,46,27.32608695652174,29.510594961137244,18,40.0,37.00000000000001,20,37.0,6,2.0960000000000005,65222,7,10,1.0,308.51374991878413,False,0.40781809886212567,0,4.529000000000002,23926,1241,0,0.0,12410.0,False,-0.3511563805504113,8,3.511000000000001,62682,650,10,1.0,15798.499694332342,False,0.026964990210193333,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90342,8,291,1.0,11003.0847596891,False,-0.023389861524525872,7,10.899,57118,823,0,0.0,24287.219653015953,False,-0.29424989222930764,0.5,368819,0.0,0.0,15,0,0,6,4,2.8444444444444446,19,25,16,113.0,63.0,9,6,16,1548,1.551204051822424,237.06266976892948
121,16,0,0,0,10.0,20,10.0,23.851374991878416,0,,30.708691821235075,18,40.0,37.00000000000001,20,37.0,0,2.0900000000000003,65122,7,20,1.0,547.0274998375683,False,0.40823277811100356,0,4.529000000000001,23826,1251,0,0.0,12510.0,False,-0.3522330849735131,8,3.5830000000000015,63154,640,10,1.0,15571.966913014538,False,0.03218460389517034,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,89918,16,293,1.0,11332.339069139764,False,-0.026032774589410095,12,11.012,56928,823,0,0.0,25273.253368876467,False,-0.2911622628675834,0.5,368477,0.0,0.0,10,0,0,7,6,5.444444444444445,18,25,17,139.0,48.0,10,6,17,496,1.5639084186404943,238.62657818756998
122,17,0,0,0,10.0,20,10.0,23.653263200792505,23,22.304347826086957,30.708691821235075,0,,37.00000000000001,20,37.0,0,2.0900000000000003,65536,5,11,1.0,310.18589520871757,False,0.4145978067015021,4,4.569000000000001,23635,1263,0,0.0,12630.0,False,-0.3550540505620397,0,3.5750000000000015,62641,653,20,1.0,16059.754706542208,False,0.028269080335105133,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90251,6,294,1.0,11062.252150927412,False,-0.024015670880448096,11,11.110000000000001,56778,823,0,0.0,25273.253368876467,False,-0.29269070721692464,0.5,368370,0.0,0.0,12,0,0,7,6,6.0,20,27,16,162.0,61.0,11,6,16,1027,1.6681925617158413,240.29477074928582
123,16,0,0,0,10.000000000000002,20,10.0,23.653263200792505,0,,30.680667853436848,22,30.5,37.0,20,37.0,0,2.0900000000000003,65436,5,21,1.0,546.7185272166427,False,0.414991155166207,0,4.565000000000001,23535,1273,0,0.0,12730.000000000002,False,-0.35613075498514146,2,3.5950000000000006,63250,643,10,1.0,15515.85491664395,False,0.033173196634879255,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90320,1,297,1.0,11019.680667853438,False,-0.02352948028890936,13,11.229000000000003,56083,840,0,0.0,25771.76099688695,False,-0.2972326954784187,0.5,368153,0.0,0.0,13,0,0,10,6,5.166666666666667,15,25,17,156.0,63.0,10,6,17,818,1.5172568745911121,241.81202762387693
124,17,0,0,0,10.000000000000002,20,10.0,23.653263200792505,0,,30.387930202885226,3,16.0,37.0,20,37.0,0,2.0900000000000003,65326,6,31,1.0,793.2511592245677,False,0.4152768331886017,0,4.565000000000001,23445,1282,0,0.0,12820.000000000002,False,-0.3570997889659331,0,3.5930000000000013,63298,633,17,1.0,15489.110419550703,False,0.033677034247691674,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90801,0,285,0.1,10545.0,False,-0.02104667869042888,7,11.286000000000001,55959,843,0,0.0,25617.025161032245,False,-0.29928455985371644,0.35000000000000003,368358,0.0,0.0,13,0,0,4,3,3.0,18,22,15,118.0,54.0,8,9,15,729,1.3358135921880603,243.147841216065
125,15,0,0,0,10.000000000000002,20,10.0,22.920615323710262,45,20.288888888888888,29.58236549270112,7,14.0,37.0,20,37.0,2,2.1100000000000003,66040,6,10,1.0,289.2061532371026,False,0.4252250974766045,12,4.685000000000001,23106,1292,0,0.0,12920.000000000002,False,-0.3633231405314613,0,3.5930000000000013,62483,668,20,1.0,15902.618346092479,False,0.02482698715292505,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,91110,0,281,0.7,10397.0,False,-0.01865211587646094,9,11.369,55840,843,0,0.0,24937.934110347043,False,-0.30395696863455385,0.45,368108,0.0,0.0,15,0,0,5,7,6.181818181818182,17,22,17,101.0,53.0,7,8,17,1277,1.3912655794993043,244.5391067955643
126,17,0,0,0,10.0,20,10.0,23.141195351588134,14,26.071428571428573,30.349003523570502,5,50.0,37.00000000000001,20,37.0,4,2.148,66195,8,10,1.0,311.41195351588135,False,0.42880197202200643,0,4.673000000000001,23026,1300,0,0.0,13000.0,False,-0.36418450406994274,0,3.5930000000000013,62368,672,25,1.0,16309.608364356489,False,0.02611459932164822,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91443,0,272,0.0,10064.000000000002,False,-0.01695554264869216,11,11.47,55431,848,0,0.0,25735.954987987785,False,-0.30405875855680314,0.3333333333333333,367992,0.0,0.0,12,0,0,12,6,5.230769230769231,5,17,20,115.0,51.0,10,7,20,783,1.6716119982302189,246.2107187937945
127,20,0,0,0,10.0,20,10.0,23.514985689796735,15,28.0,30.704383241840528,2,52.0,37.00000000000001,20,37.0,5,2.1940000000000004,66405,8,10,1.0,315.1498568979673,False,0.4333643767700803,0,4.673000000000001,22926,1310,0,0.0,13100.0,False,-0.3652612084930445,0,3.5930000000000013,62052,677,33,1.0,16932.889958973126,False,0.026051172440440067,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91702,0,265,0.0,9805.000000000002,False,-0.01563598569376089,13,11.589,55127,850,0,0.0,26098.72575556445,False,-0.3053081560054389,0.3333333333333333,367741,0.0,0.0,11,0,0,10,5,4.333333333333333,10,20,18,174.0,52.0,12,8,18,563,2.9829255370423198,249.19364433083683
128,18,0,0,0,10.0,20,10.0,23.514985689796735,0,,30.56644781640252,32,30.09375,37.00000000000001,20,37.0,0,2.189,66285,10,20,1.0,570.2997137959346,False,0.4335274959493943,0,4.673000000000001,22846,1318,0,0.0,13180.0,False,-0.36612257203152593,0,3.593000000000001,63015,667,11,1.0,16020.72638107485,False,0.033426888466671814,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91223,13,268,1.0,10313.363821613235,False,-0.017926798614143084,13,11.706000000000001,54694,859,0,0.0,26256.578674289765,False,-0.3089160340216949,0.5,367592,0.0,0.0,14,0,0,7,5,5.0,11,18,17,142.0,54.0,10,8,17,1422,1.4629091443493962,250.65655347518623
129,17,0,0,0,10.0,20,10.0,23.39307603558553,1,2.0,29.59786206882008,51,27.176470588235293,37.0,20,37.0,0,2.1890000000000005,66185,10,30,1.0,801.7922810675659,False,0.433866577814156,1,4.683000000000002,22726,1328,0,0.0,13280.0,False,-0.3676299582238684,40,3.993000000000001,63159,658,10,1.0,15688.622652103479,False,0.03310603139989149,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,90133,54,270,1.0,11588.284551716284,False,-0.02253800960007595,12,11.813000000000004,54511,859,0,0.0,25424.56351711645,False,-0.31501969901305066,0.5,366243,0.0,0.0,12,0,0,10,7,6.869565217391305,2,12,14,143.0,45.0,12,5,14,686,1.5338668432086706,252.1904203183949
130,14,0,0,0,10.0,20,10.0,23.849870324688208,37,25.81081081081081,29.59786206882008,0,,37.0,20,37.0,4,2.2290000000000005,66949,10,10,1.0,338.4987032468821,False,0.4453303189548094,3,4.7120000000000015,22563,1338,0,0.0,13380.0,False,-0.3700633102200784,0,3.9530000000000016,62204,685,20,1.0,16929.118413787823,False,0.028235351048974434,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90466,44,271,1.0,11329.305931028084,False,-0.020464311175841944,11,11.911000000000001,54366,859,0,0.0,25424.56351711645,False,-0.3164971952174138,0.5,366077,0.0,0.0,12,0,0,8,6,5.235294117647059,2,10,11,154.0,27.0,10,4,11,1009,1.3725416203960776,253.56296193879098
131,11,0,0,0,10.0,20,10.0,24.069343757594407,19,26.105263157894736,30.213695553856617,5,50.0,37.0,13,37.0,9,2.3150000000000004,67150,9,10,1.0,330.6934375759441,False,0.44957463109496476,0,4.709000000000001,22453,1349,0,0.0,13490.0,False,-0.37124768508549033,0,3.9530000000000016,61958,694,25,1.0,17459.466956616936,False,0.0285143388183632,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,90614,34,277,1.0,11276.265648831126,False,-0.019226476483196697,9,11.990000000000002,54003,864,0,0.0,26104.63295853212,False,-0.3167312028931816,0.5,365707,0.0,0.0,12,0,0,1,6,5.470588235294118,5,6,17,100.0,45.0,6,5,17,625,1.2326277270913124,254.7955896658823
132,17,0,0,0,10.0,20,10.0,24.18843377689044,11,26.09090909090909,30.213695553856617,0,,37.0,20,37.0,1,2.3160000000000007,67315,9,10,1.0,331.8843377689044,False,0.45314057816625275,0,4.709000000000001,22353,1359,0,0.0,13590.0,False,-0.3723243895085921,0,3.953000000000001,61671,695,35,1.0,17868.440819323838,False,0.027313764545191542,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,90873,24,280,1.0,11085.12869329256,False,-0.01756116990547816,13,12.111000000000002,53787,864,0,0.0,26104.63295853212,False,-0.318932162756233,0.5,365528,0.0,0.0,12,0,0,3,6,5.1,7,10,22,161.0,66.0,10,7,22,486,1.7551469998434186,256.5507366657257
133,22,0,0,0,10.0,20,10.0,24.18843377689044,0,,29.451611755263777,8,15.25,37.0,20,37.0,0,2.3150000000000004,67215,9,20,1.0,573.7686755378088,False,0.4535915486835976,0,4.709000000000001,22253,1369,0,0.0,13690.0,False,-0.37340109393169385,0,3.953000000000001,61793,685,37,1.0,17658.786772114712,False,0.02756363325074729,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91182,21,279,1.0,10941.48384686054,False,-0.015144418391971946,9,12.188000000000004,53643,865,0,0.0,25475.644168303166,False,-0.3236040505390152,0.5,365615,0.0,0.0,14,0,0,7,4,4.0,5,12,19,167.0,60.0,12,10,19,729,1.885296762920916,258.4360334286466
