index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,5,0,0,0,10.000000000000002,20,10.0,8.876987200218101,14,7.0,20.978122861636464,2,30.0,26.999999999999996,20,27.0,7,0.47700000000000004,25141,118,0,0.0,1180.0000000000002,False,-0.03292366670425076,7,0.5040000000000001,25276,102,0,0.0,1020.0000000000002,False,-0.030856541511632276,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.2,42082,4,26,1.0,580.9391432034205,False,0.006782844384292266,8,0.883,57002,0,1,0.1,26.999999999999996,False,-0.013726236399176599,12,0.9050000000000002,56446,24,0,0.0,503.47494867927514,False,-0.019223002052627863,0.18333333333333335,248346,0.0,0.0,12,0,0,6,15,15.0,17,23,7,72.0,3.0,4,1,7,260,0.7797919949516654,18.14267476927489
11,7,0,0,0,10.000000000000002,20,10.0,8.811960215640077,2,7.0,21.323505068443808,2,30.0,26.999999999999996,20,27.0,2,0.4900000000000001,25023,128,0,0.0,1280.0000000000002,False,-0.03547938512421543,0,0.4970000000000001,25176,112,0,0.0,1120.0000000000002,False,-0.03273574623219454,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.2,42128,0,30,0.6,639.7051520533142,False,0.008573967639096552,7,0.9450000000000001,56944,0,1,0.1,26.999999999999996,False,-0.014729540382985348,12,1.0130000000000001,56276,25,0,0.0,533.0876267110953,False,-0.021907595472062294,0.11666666666666665,247946,0.0,0.0,11,0,0,11,10,9.5,15,26,3,108.0,3.0,6,1,3,260,0.8404077868908644,18.983082556165755
12,3,0,0,0,10.000000000000002,20,10.0,8.744796520532606,2,7.0,21.843901447490293,3,30.0,27.000000000000004,20,27.0,1,0.49800000000000005,24914,138,0,0.0,1380.0000000000002,False,-0.0376968466944789,1,0.5070000000000001,25067,122,0,0.0,1220.0000000000002,False,-0.034953207802458,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.2,42204,0,29,0.2,633.4731419772185,False,0.010305713664281301,14,1.078,56722,0,2,0.2,54.00000000000001,False,-0.018336245221332318,5,1.0510000000000002,56209,26,0,0.0,567.9414376347476,False,-0.022765127941715466,0.06666666666666667,247515,0.0,0.0,13,0,0,7,13,12.666666666666666,16,23,5,36.0,3.0,2,1,5,290,0.6780612245202065,19.66114378068596
13,5,0,0,0,10.000000000000002,20,10.0,8.744796520532606,0,,21.092372743366635,9,17.333333333333332,27.000000000000004,20,27.0,0,0.49700000000000005,24834,146,0,0.0,1460.0000000000002,False,-0.039200210470928705,0,0.506,24947,134,0,0.0,1340.0000000000002,False,-0.03720825346713271,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.2,42360,0,20,0.0,421.8474548673327,False,0.01149817586032891,10,1.1640000000000004,56648,0,1,0.1,27.000000000000004,False,-0.019849850369319657,8,1.1260000000000001,56012,34,0,0.0,717.1406732744656,False,-0.024882451925526603,0.016666666666666666,247200,0.0,0.0,16,0,0,9,8,8.0,14,23,6,72.0,3.0,4,1,6,410,0.7977376095950603,20.45888139028102
14,6,0,0,0,10.000000000000002,20,10.0,8.675778877159086,2,7.0,19.044886462638,12,10.75,27.0,20,27.0,2,0.5170000000000001,24736,154,0,0.0,1540.0000000000002,False,-0.04138008794678092,0,0.506,24827,146,0,0.0,1460.0000000000002,False,-0.03946329913180742,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.2,42475,0,10,0.2,190.44886462638001,False,0.011481560394259249,11,1.2640000000000005,56523,0,1,0.1,27.0,False,-0.022012143437872996,8,1.1980000000000002,55848,45,0,0.0,857.01989081871,False,-0.026509540981346193,0.05000000000000001,246808,0.0,0.0,13,0,0,10,12,11.5,15,25,6,75.0,3.0,5,1,6,329,0.9495423091575503,21.408423699438572
15,6,0,0,0,10.000000000000002,20,10.0,8.425217578295332,8,7.0,17.760241482863037,8,9.0,27.000000000000004,20,27.0,5,0.5650000000000001,24588,164,0,0.0,1640.0000000000002,False,-0.04506332919908295,3,0.536,24700,156,0,0.0,1560.0000000000002,False,-0.0423572744014733,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.2,42491,0,10,0.8,177.60241482863037,False,0.011709107501468663,11,1.3630000000000002,56432,0,0,0.0,0.0,False,-0.02381982044318359,8,1.2700000000000002,55701,53,0,0.0,941.292798591741,False,-0.02832350673258719,0.13333333333333333,246311,0.0,0.0,12,0,0,10,13,12.5,13,23,5,93.0,0.0,6,0,5,272,0.8215202530846,22.229943952523172
16,5,0,0,0,10.000000000000002,20,10.0,8.23921436528604,4,6.0,17.760241482863037,0,,27.000000000000004,20,27.0,2,0.5800000000000001,24428,178,0,0.0,1780.0000000000002,False,-0.04844589769609501,2,0.5530000000000002,24620,162,0,0.0,1620.0000000000002,False,-0.04423647912203556,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.2,42467,0,14,0.4,248.64338076008252,False,0.011982837702379408,12,1.4720000000000002,56294,0,0,0.0,0.0,False,-0.026206991990866475,8,1.3420000000000003,55629,53,0,0.0,941.292798591741,False,-0.029568987540073914,0.06666666666666667,245837,0.0,0.0,11,0,0,9,12,12.0,14,23,5,90.0,0.0,5,0,5,200,0.6967506762593985,22.92669462878257
17,5,0,0,0,10.000000000000002,20,10.0,7.896824102212462,9,6.111111111111111,14.99266799778604,26,9.0,27.000000000000004,20,27.0,4,0.6180000000000001,24276,189,0,0.0,1890.0000000000002,False,-0.05209155485398579,5,0.6010000000000001,24479,171,0,0.0,1710.0000000000002,False,-0.04784455218551509,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,12,0.32000000000000006,42331,0,9,0.9,134.93401198007436,False,0.0074005513814251,9,1.5500000000000003,56214,0,0,0.0,0.0,False,-0.02759085955474061,11,1.4440000000000002,55275,79,0,0.0,1184.420771825097,False,-0.03358974578504127,0.15,244974,0.0,0.0,11,0,0,10,16,15.428571428571429,14,24,5,90.0,0.0,5,0,5,290,0.7034452259540558,23.630139854736626
18,5,0,0,0,10.000000000000002,20,10.0,7.55669749775459,11,6.0,14.99266799778604,0,,27.000000000000007,20,27.0,1,0.6240000000000001,24156,200,0,0.0,2000.0000000000005,False,-0.05453452099071673,10,0.6960000000000002,24275,180,0,0.0,1800.0000000000002,False,-0.05382042319690307,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.30800000000000005,42265,1,19,1.0,292.4173894556894,False,0.007703297805209304,10,1.6410000000000002,56111,0,0,0.0,0.0,False,-0.029372589043228564,10,1.5330000000000004,55173,79,0,0.0,1184.420771825097,False,-0.035354176928980796,0.16666666666666666,244379,0.0,0.0,11,0,0,6,14,14.0,19,25,5,72.0,3.0,4,1,5,200,0.7096801772713661,24.339820032007992
19,5,0,0,0,10.000000000000002,20,10.0,7.450598467969001,13,7.0,14.99266799778604,0,,27.000000000000007,20,27.0,10,0.7230000000000001,23994,206,0,0.0,2060.0000000000005,False,-0.05949562145300109,3,0.7160000000000002,24108,194,0,0.0,1940.0000000000005,False,-0.05746608035479385,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.30800000000000005,42174,4,29,1.0,464.58976580767114,False,0.007586544132483569,9,1.721,56022,0,0,0.0,0.0,False,-0.03091214170803854,11,1.633,55058,79,0,0.0,1184.420771825097,False,-0.037343486552049866,0.16666666666666666,243755,0.0,0.0,10,0,0,8,11,11.0,17,25,5,90.0,0.0,5,0,5,200,0.7231384553015232,25.062958487309515
20,5,0,0,0,10.000000000000002,20,10.0,7.429604415756897,3,7.0,13.95243138813138,20,10.1,27.000000000000007,20,27.0,0,0.7130000000000001,23904,215,0,0.0,2150.0000000000005,False,-0.06118690570150712,3,0.7430000000000001,23971,205,0,0.0,2050.0000000000005,False,-0.06054797609651595,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.30800000000000005,42355,0,16,0.7,223.23890221010208,False,0.009019874334237388,9,1.8020000000000005,55937,0,0,0.0,0.0,False,-0.03238250099465481,11,1.7320000000000004,54735,99,0,0.0,1381.2907074250065,False,-0.04122808985257476,0.11666666666666665,243301,0.0,0.0,12,0,0,6,10,10.0,16,22,7,72.0,3.0,4,1,7,402,0.6876951176673174,25.750653604976833
21,7,0,0,0,10.000000000000002,20,10.0,7.405353487119668,1,6.0,13.624678392942487,6,9.0,27.00000000000001,20,27.0,1,0.7230000000000001,23754,229,0,0.0,2290.0000000000005,False,-0.06419363325440673,0,0.7400000000000002,23911,211,0,0.0,2110.0000000000005,False,-0.06167549892885331,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.30800000000000005,42403,0,11,0.1,149.87146232236736,False,0.009288752611523322,12,1.913,55799,0,0,0.0,0.0,False,-0.0347696725423377,8,1.8010000000000002,54613,105,0,0.0,1430.5912312589612,False,-0.042912079163634,0.016666666666666666,242879,0.0,0.0,11,0,0,7,9,9.0,17,24,7,108.0,3.0,6,1,7,254,0.7822172185406089,26.53287082351744
22,7,0,0,0,10.000000000000002,20,10.0,7.3133700924992215,6,6.5,13.259278419232501,7,9.0,27.00000000000001,20,27.0,1,0.732,23654,238,0,0.0,2380.0000000000005,False,-0.06626075844702523,5,0.7900000000000003,23751,222,0,0.0,2220.0000000000005,False,-0.06562182884203405,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.30800000000000005,42427,0,10,0.6,132.592784192325,False,0.009653726616203647,10,2.0010000000000003,55693,0,0,0.0,0.0,False,-0.03660329706447093,10,1.8930000000000005,54441,112,0,0.0,1485.0391829540401,False,-0.04541646471177459,0.09999999999999999,242365,0.0,0.0,11,0,0,7,14,14.0,20,27,8,126.0,0.0,7,0,8,263,0.7844451833516359,27.317316006869078
23,8,0,0,0,10.000000000000002,20,10.0,7.3133700924992215,0,,12.552118249251238,17,9.235294117647058,27.00000000000001,20,27.0,0,0.7310000000000001,23544,249,0,0.0,2490.0000000000005,False,-0.0683278836396437,0,0.7850000000000001,23661,231,0,0.0,2310.0000000000005,False,-0.06731311309054008,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,7,0.37800000000000006,42410,0,0,0.0,0.0,False,0.00767457884857557,7,2.0610000000000004,55632,0,0,0.0,0.0,False,-0.03765849608192496,13,2.0130000000000003,54121,129,0,0.0,1619.2232541534097,False,-0.04979135381901258,0.0,241767,0.0,0.0,10,0,0,12,13,12.142857142857142,15,27,6,129.0,0.0,8,0,6,240,0.9258772619068623,28.24319326877594
24,6,0,0,0,10.000000000000002,20,10.0,7.296627227998515,3,7.0,12.25318839882085,8,9.0,27.000000000000007,20,27.0,0,0.7310000000000001,23464,257,0,0.0,2570.0000000000005,False,-0.0698312474160935,3,0.8150000000000002,23514,243,0,0.0,2430.0000000000005,False,-0.0705829293043184,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,8,0.45100000000000007,42269,0,3,0.3,36.759565196462546,False,0.004761084957308263,9,2.144,55548,0,0,0.0,0.0,False,-0.039111557023992806,11,2.1100000000000003,53929,137,0,0.0,1678.6868106384563,False,-0.05259832542823393,0.049999999999999996,241123,0.0,0.0,11,0,0,6,11,11.0,17,23,5,108.0,0.0,6,0,5,200,0.7380030173808336,28.981196286156774
25,5,0,0,0,10.000000000000002,20,10.0,7.280004773871936,3,7.0,11.924779579515384,12,9.583333333333334,27.000000000000004,20,27.0,3,0.7610000000000001,23327,268,0,0.0,2680.0000000000005,False,-0.07291314315781561,0,0.812,23424,252,0,0.0,2520.0000000000005,False,-0.07227421355282444,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,9,0.533,42133,0,3,0.3,35.77433873854615,False,0.0015179786957794771,11,2.2450000000000006,55422,0,0,0.0,0.0,False,-0.04129114843709457,9,2.1890000000000005,53728,149,0,0.0,1776.7921573477922,False,-0.055226762637757144,0.049999999999999996,240433,0.0,0.0,8,0,0,5,14,13.4,21,26,3,90.0,0.0,5,0,3,200,0.6548928823322058,29.63608916848898
26,3,0,0,0,10.000000000000002,20,10.0,7.280004773871936,0,,11.924779579515384,0,,27.000000000000004,20,27.0,0,0.758,23227,278,0,0.0,2780.0000000000005,False,-0.07479234787837787,0,0.812,23324,262,0,0.0,2620.0000000000005,False,-0.0741534182733867,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.524,42133,0,3,0.0,35.77433873854615,False,0.0015179786957794771,13,2.3640000000000003,55267,0,0,0.0,0.0,False,-0.04397239184210071,7,2.2500000000000004,53670,149,0,0.0,1776.7921573477922,False,-0.0562300666215659,0.0,240020,0.0,0.0,10,0,0,3,10,10.0,21,24,5,54.0,0.0,3,0,5,200,0.6130975084379315,30.24918667692691
27,5,0,0,0,10.000000000000002,20,10.0,7.230540798411374,6,6.833333333333333,11.924779579515384,0,,27.000000000000004,20,27.0,5,0.808,23062,290,0,0.0,2900.0000000000005,False,-0.07873867779155862,1,0.8220000000000001,23234,270,0,0.0,2700.0000000000005,False,-0.07603262299394896,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.524,42092,0,9,0.6,107.32301621563846,False,0.0013938153849839578,14,2.4910000000000005,55085,0,0,0.0,0.0,False,-0.04712069054991437,6,2.303000000000001,53628,149,0,0.0,1776.7921573477922,False,-0.056956597092599814,0.09999999999999999,239500,0.0,0.0,11,0,0,4,11,11.0,21,25,7,90.0,0.0,5,0,7,200,0.6428454956039786,30.89203217253089
28,7,0,0,0,10.000000000000002,20,10.0,7.182059267961209,2,6.0,11.924779579515384,0,,27.0,16,27.0,2,0.8230000000000002,22902,304,0,0.0,3040.0000000000005,False,-0.08212124628857068,0,0.8210000000000002,23174,276,0,0.0,2760.0000000000005,False,-0.07716014582628632,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.524,42080,0,11,0.2,131.17257537466924,False,0.001392028124773354,9,2.5670000000000006,54992,0,0,0.0,0.0,False,-0.048729436592918056,7,2.367000000000001,53571,149,0,0.0,1776.7921573477922,False,-0.05794260273186014,0.03333333333333333,239118,0.0,0.0,9,0,0,5,10,10.0,21,26,8,108.0,3.0,6,1,8,200,0.6977809956297278,31.589813168160617
29,8,0,0,0,10.000000000000002,20,10.0,7.182059267961209,0,,11.764047137615295,8,10.0,26.999999999999996,20,27.0,0,0.8210000000000002,22832,311,0,0.0,3110.0000000000005,False,-0.08343668959296426,0,0.8210000000000002,23044,289,0,0.0,2890.0000000000005,False,-0.07960311196301725,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.524,42160,0,3,0.0,35.292141412845886,False,0.0021537783806502065,9,2.6480000000000006,54907,0,0,0.0,0.0,False,-0.050199795879534326,11,2.4700000000000006,53377,157,0,0.0,1846.9554006056012,False,-0.060691627596000636,0.0,238719,0.0,0.0,10,0,0,11,9,9.0,14,25,6,111.0,3.0,7,1,6,280,0.8693628553301096,32.45917602349073
30,6,0,0,0,10.000000000000002,20,10.0,7.182059267961209,0,,11.631583299318553,7,10.0,26.999999999999993,20,27.0,0,0.8210000000000002,22732,321,0,0.0,3210.0000000000005,False,-0.08531589431352651,0,0.8210000000000002,22944,299,0,0.0,2990.0000000000005,False,-0.08148231668357951,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,4,0.5640000000000001,42134,0,0,0.0,0.0,False,0.00111673438353886,12,2.7590000000000003,54761,0,0,0.0,0.0,False,-0.05272535418360463,8,2.5390000000000006,53241,164,0,0.0,1907.5796610882428,False,-0.06251985278167553,0.0,238211,0.0,0.0,9,0,0,3,11,10.571428571428571,23,26,5,90.0,3.0,5,1,5,200,0.6624365970492363,33.12161262053996
31,5,0,0,0,10.000000000000002,20,10.0,6.854810182266144,21,6.142857142857143,11.505936534880647,7,10.0,26.999999999999993,20,27.0,9,0.911,22540,330,0,0.0,3300.0000000000005,False,-0.09084075619197955,12,0.9410000000000001,22689,310,0,0.0,3100.0000000000005,False,-0.08899913556582854,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,7,0.6300000000000001,41907,11,10,1.0,190.46227735373407,False,-0.002014134087084596,11,2.857000000000001,54641,0,0,0.0,0.0,False,-0.054801155529415835,9,2.621000000000001,53085,171,0,0.0,1967.5151474645907,False,-0.0647000021842222,0.16666666666666666,237261,0.0,0.0,10,0,0,4,16,16.0,21,25,7,90.0,0.0,5,0,7,200,0.6373393023386598,33.75895192287862
32,7,0,0,0,10.000000000000002,20,10.0,6.861721979969285,3,7.0,11.341906369411578,10,10.0,26.999999999999996,20,27.0,3,0.9320000000000002,22433,338,0,0.0,3380.0000000000005,False,-0.09335889051753297,0,0.9290000000000003,22569,322,0,0.0,3220.0000000000005,False,-0.09125418123050325,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,41986,4,10,1.0,140.8659516139929,False,-0.0007262818493360333,7,2.916000000000001,54580,0,0,0.0,0.0,False,-0.055856354546869866,13,2.7420000000000004,52825,181,0,0.0,2052.8850528634957,False,-0.0684591927479848,0.16666666666666666,236792,0.0,0.0,12,0,0,5,11,11.0,22,27,8,126.0,0.0,7,0,8,300,0.7114228345453739,34.470374757424
