index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
57,26,0,0,0,10.000000000000002,20,10.0,22.12213276049947,12,12.833333333333334,20.35894589234299,0,,30.000000000000007,0,,2,3.991000000000001,40244,7,10,1.0,291.2213276049947,False,0.166284850677211,0,0.794,40869,19,30,1.0,853.663982814984,False,0.19245277327849294,0,11.225000000000001,7370.0,640,0,0.0,14158.16496671966,False,-0.6558922961809995,0,0.2,27342,381,400,1.0,16572.110938687496,False,-0.1515109438117708,0,0.5690000000000002,40607,842,161,1.0,21972.232441352797,False,-0.10891179086553483,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,214349,0.0,0.0,9,0,0,13,1,0.4,16,29,25,230.0,92.0,15,11,25,304,1.4985693400376476,111.68400763999671
58,25,0,0,0,10.000000000000002,20,10.0,23.02177672814629,45,27.977777777777778,20.343781432628226,22,20.181818181818183,30.000000000000007,0,,3,4.019,40431,8,10,1.0,310.2177672814629,False,0.1719589062874514,2,0.8140000000000003,41631,18,10,1.0,410.2177672814629,False,0.20805373462044782,22,11.445000000000002,6351.0,669,0,0.0,15401.568631129867,False,-0.6653540291601588,0,0.2,26894,387,410,1.0,17250.377981170186,False,-0.15410362013372014,0,0.5690000000000001,40163,854,171,1.0,22503.589343464504,False,-0.11199166355667199,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,213387,0.0,0.0,9,0,0,12,4,2.375,12,24,25,198.0,72.0,11,14,25,675,1.2500385669991374,112.93404620699584
59,25,0,0,0,10.000000000000002,20,10.0,22.730704623092528,27,19.88888888888889,20.031245016859554,9,12.0,30.000000000000007,0,,0,4.016000000000001,40426,8,10,1.0,307.30704623092527,False,0.17177250218346174,7,0.8820000000000001,41819,18,10,1.0,407.30704623092527,False,0.21344037201107283,9,11.513000000000003,5759.0,686,0,0.0,15593.263371441475,False,-0.6771700003400634,0,0.2,26799,387,420,1.0,17209.90559621782,False,-0.15684799242417452,0,0.5690000000000001,40055,853,181,1.0,22516.6519993812,False,-0.11374417520698807,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,212775,0.0,0.0,9,0,0,15,3,2.411764705882353,11,26,25,198.0,132.0,11,14,25,295,1.9769957489916123,114.91104195598746
60,25,0,0,0,10.000000000000002,20,10.0,22.9583532697706,37,24.56756756756757,19.90891427914854,6,15.5,30.000000000000007,0,,11,4.126000000000001,40530,7,10,1.0,299.583532697706,False,0.17466408034272343,6,0.935,42025,19,10,1.0,419.583532697706,False,0.21956604678897101,5,11.554000000000002,5689.0,686,0,0.0,15749.430343062633,False,-0.6769774905565298,0,0.2,25923,414,429,1.0,18045.682479439754,False,-0.16775800810383718,0,0.5690000000000001,39962,849,191,1.0,22632.668222997112,False,-0.11434853604555256,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,212046,0.0,0.0,8,0,0,12,4,2.75,13,25,17,153.0,87.0,11,14,17,233,1.1898245729971677,116.10086652898462
61,17,0,0,0,10.000000000000002,20,10.0,22.377089269589035,27,16.59259259259259,21.541830516101236,45,28.8,30.000000000000007,0,,2,4.135000000000002,40688,8,10,1.0,303.7708926958904,False,0.17928692346013525,5,0.9790000000000003,41960,18,10,1.0,403.7708926958904,False,0.2174608139051123,9,11.639,5467.0,692,0,0.0,15484.945774555612,False,-0.6854138393122694,0,0.2,26735,425,403,1.0,18191.620637564138,False,-0.1466822977189315,0,0.5690000000000002,38666,884,201,1.0,25072.978176233497,False,-0.11565848998917508,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,211433,0.0,0.0,11,0,0,7,5,4.090909090909091,12,19,22,93.0,63.0,6,11,22,1478,1.1208953449968249,117.22176187398145
62,22,0,0,0,10.000000000000002,20,10.0,21.657427631587627,16,9.6875,21.541830516101236,0,,30.000000000000007,0,,6,4.1930000000000005,40616,7,10,1.0,286.57427631587626,False,0.17695957778169671,0,0.9740000000000002,41850,19,20,1.0,623.1485526317525,False,0.21745182860200046,0,11.63,5467.0,692,0,0.0,14986.939921058638,False,-0.6913438923427169,0,0.2,26580,431,413,1.0,18231.12731236408,False,-0.14990322323929406,0,0.5690000000000001,38666,874,211,1.0,25157.55987107248,False,-0.114928065501369,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,211096,0.0,0.0,8,0,0,13,2,1.1666666666666667,9,22,28,132.0,84.0,9,13,28,245,1.325048621976748,118.5468104959582
63,28,0,0,0,10.0,20,10.0,22.051740475307213,17,27.941176470588236,21.818844943796293,6,32.0,30.000000000000007,0,,7,4.2570000000000014,40827,8,10,1.0,300.5174047530721,False,0.18325369473525274,0,0.974,41760,18,30,1.0,841.5522142592164,False,0.21800629803152125,0,11.63,4992.0,709,0,0.0,15634.683996992813,False,-0.6949430340915359,0,0.2,26772,421,417,1.0,18382.24108166739,False,-0.14353130410017392,0,0.5690000000000002,38474,870,221,1.0,25612.395101102775,False,-0.1143163517409388,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,210742,0.0,0.0,9,0,0,15,1,0.4375,10,25,25,174.0,88.0,11,17,25,419,1.2972414899850264,119.84405198594322
64,25,0,0,0,10.0,20,10.0,21.221543403654017,38,15.894736842105264,21.818844943796293,0,,30.000000000000007,0,,4,4.290000000000001,40769,9,10,1.0,302.21543403654016,False,0.1816034107307981,0,0.9740000000000002,42134,17,16,1.0,509.5446944584643,False,0.2240123688957649,0,11.63,4538.0,732,0,0.0,15534.16977147474,False,-0.7069520151050876,0,0.2,26622,426,427,1.0,18357.02428095763,False,-0.14740385471591294,0,0.5690000000000001,38474,860,231,1.0,25694.206651664812,False,-0.11360984946488882,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,210454,0.0,0.0,10,0,0,19,1,0.8,9,28,21,197.0,48.0,14,11,21,754,1.2307848900090903,121.07483687595231
65,21,0,0,0,10.0,20,10.0,22.622829189767987,78,27.17948717948718,21.359735194405104,10,12.0,30.000000000000004,8,30.0,22,4.506000000000001,40917,11,10,1.0,336.22829189767987,False,0.18636811371166997,30,1.2740000000000002,42486,15,10,1.0,376.22829189767987,False,0.23225185948857505,0,11.63,3282.0,778,0,0.0,17600.561109639493,False,-0.7122581434908372,0,0.2,25878,448,427,1.0,19255.634405027035,False,-0.15442207186202636,0,0.5690000000000002,38594,860,233,1.0,25359.372267188388,False,-0.11442881338893256,0,0.2,57917,0,3,0.0,90.00000000000001,False,0.0010881016943297811,0.6666666666666666,209074,0.0,0.0,12,0,0,14,4,3.375,13,27,19,186.0,42.0,12,9,19,1008,1.2998605680186301,122.37469744397094
66,19,0,0,0,10.0,20,10.0,22.80285010171547,24,25.041666666666668,20.411985276377408,52,16.903846153846153,30.000000000000007,10,30.0,14,4.6240000000000006,41058,12,10,1.0,348.0285010171547,False,0.1906099809566162,0,1.2440000000000002,42396,14,20,1.0,596.0570020343094,False,0.2328269036706176,41,12.040000000000001,2025.0,794,0,0.0,18105.462980762084,False,-0.7361816744372222,0,0.2,25857,446,426,1.0,18865.576873101876,False,-0.15956683885327608,0,0.5690000000000001,38015,902,233,1.0,25401.610719292425,False,-0.12406422633126285,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,207268,0.0,0.0,13,0,0,10,5,4.4375,14,24,29,120.0,72.0,10,9,29,659,1.5252830579993315,123.89998050197028
67,29,0,0,0,10.000000000000002,20,10.0,22.80285010171547,0,,21.333080495669478,16,34.0,30.000000000000004,9,30.0,0,4.610000000000001,40958,12,20,1.0,576.0570020343094,False,0.1910146545296745,0,1.2440000000000002,42296,14,30,1.0,824.0855030514641,False,0.2332315772436757,0,11.999000000000002,2025.0,794,0,0.0,18105.462980762084,False,-0.7361816744372222,0,0.2,26401,436,420,1.0,18901.936452529124,False,-0.14617841804561643,0,0.5690000000000001,37741,908,234,1.0,26390.437090067884,False,-0.12025736981581814,0,0.2,57917,0,3,0.0,90.00000000000001,False,0.0010881016943297811,0.6666666666666666,207338,0.0,0.0,12,0,0,14,0,0.0,13,27,33,189.0,47.0,13,16,33,1014,1.6216802260023542,125.52166072797263
68,33,0,0,0,10.0,20,10.0,22.80285010171547,0,,21.333080495669478,0,,30.000000000000007,13,30.0,0,4.610000000000001,40878,10,30,1.0,784.0855030514641,False,0.19170808672939657,0,1.2440000000000002,42176,16,40,1.0,1072.114004068619,False,0.2333474921900698,0,11.999000000000002,2025.0,794,0,0.0,18105.462980762084,False,-0.7361816744372222,0,0.2,26401,426,430,1.0,18887.238756468665,False,-0.14635343228782252,0,0.5690000000000001,38131,898,231,1.0,26087.106285111193,False,-0.11614098442882266,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,207528,0.0,0.0,11,0,0,17,0,0.0,13,30,30,218.0,111.0,16,17,30,590,1.7089272229932249,127.23058795096586
69,30,0,0,0,10.0,20,10.0,22.105218532085996,52,18.21153846153846,20.976840360045767,14,15.571428571428571,30.000000000000007,10,30.0,0,4.610000000000001,41023,10,15,1.0,431.57827798128994,False,0.19080561170600455,0,1.2440000000000002,42778,16,23,1.0,668.4200262379779,False,0.24490225558369633,4,12.039,1267.0,821,0,0.0,18148.384414842603,False,-0.7537225004186402,0,0.2,26326,441,430,1.0,18768.442727469603,False,-0.14955414708895443,0,0.5690000000000002,38213,902,231,1.0,25851.110004761285,False,-0.11676272470369709,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,207524,0.0,0.0,20,0,0,14,1,1.0,14,28,26,222.0,78.0,14,16,26,1617,1.5064526649657637,128.73704061593162
70,26,0,0,0,10.0,20,10.0,21.229271639040064,34,13.294117647058824,20.47783822841072,14,13.214285714285714,30.000000000000007,12,30.0,14,4.750000000000001,40962,10,10,1.0,312.29271639040064,False,0.187321947336063,0,1.2440000000000002,42728,16,28,1.0,754.4196058931218,False,0.2447001184761215,13,12.165000000000001,1017.0,821,0,0.0,17429.232015651894,False,-0.7682396759269838,0,0.2,25907,465,439,1.0,18861.382294425937,False,-0.15842602650123905,0,0.5690000000000001,38388,906,229,1.0,25422.921434940115,False,-0.11743793990448785,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,206919,0.0,0.0,15,0,0,17,6,5.8,11,28,21,204.0,39.0,13,13,21,895,1.3616083639790304,130.09864897991065
71,21,0,0,0,10.0,20,10.0,21.848782537432534,31,28.0,20.541400063249345,1,33.0,30.000000000000007,0,,6,4.796000000000001,41178,10,10,1.0,318.4878253743253,False,0.1936485782301164,0,1.2440000000000002,43048,16,23,1.0,662.5219983609483,False,0.25261358318213367,0,12.152000000000003,1017.0,821,0,0.0,17937.85046323211,False,-0.7621832524025707,0,0.2,25072,486,448,1.0,19821.055541527916,False,-0.1668843112463929,0,0.5690000000000002,38355,897,239,1.0,25595.63585673466,False,-0.11651638321270953,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,206587,0.0,0.0,9,0,0,13,1,0.375,12,25,23,165.0,33.0,10,11,23,653,1.2961909159785137,131.39483989588916
72,23,0,0,0,10.0,20,10.0,22.212295051677838,29,26.03448275862069,20.032000510349203,10,11.0,30.000000000000007,0,,4,4.830000000000001,41353,10,10,1.0,322.12295051677836,False,0.19875433788393018,0,1.2440000000000002,43338,16,18,1.0,559.8213109302011,False,0.2595047978823915,10,12.252000000000002,82.0,850,0,0.0,18880.450793926164,False,-0.773226353966109,0,0.2,25072,476,458,1.0,19747.708678338586,False,-0.16775769613790678,0,0.5690000000000001,38245,897,249,1.0,25438.704457783235,False,-0.1197714601479885,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,206007,0.0,0.0,9,0,0,18,4,3.230769230769231,9,27,21,204.0,75.0,13,10,21,590,1.3476944059948437,132.742534301884
73,21,0,0,0,10.0,20,10.0,21.80292222055194,10,9.5,19.8475995572687,6,14.666666666666666,30.000000000000004,11,30.0,0,4.8260000000000005,41338,11,10,1.0,328.02922220551943,False,0.19840647428901148,0,1.2440000000000002,43248,15,28,1.0,760.4818221754543,False,0.25980309292505926,5,12.292000000000002,7.0,850,0,0.0,18532.483887469152,False,-0.7791559432308984,0,0.2,25010,476,467,1.0,19647.019970227208,False,-0.17043319873508922,0,0.5690000000000002,38457,893,249,1.0,25193.90640464095,False,-0.11822392092574183,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,206007,0.0,0.0,15,0,0,9,1,1.0,6,15,22,114.0,114.0,8,13,22,658,1.1954869430046529,133.93802124488866
74,22,0,0,0,10.0,20,10.0,20.87238409042152,23,9.565217391304348,20.398141641940537,54,22.0,30.000000000000004,0,,8,4.9060000000000015,41225,11,10,1.0,318.7238409042152,False,0.19500915135145128,0,1.2440000000000002,43193,15,33,1.0,838.7886749839101,False,0.25934550944217477,54,12.827000000000002,-209.0,850,0,0.0,17741.526476858293,False,-0.7937184272819922,0,0.2,24790,489,477,1.0,19936.509383421762,False,-0.17222541815406323,0,0.5690000000000001,37269,937,259,1.0,26883.058718498283,False,-0.12415535053715705,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,204215,0.0,0.0,11,0,0,8,3,3.0,10,18,25,198.0,62.0,11,11,25,340,1.1614378729718737,135.09945911786053
75,25,0,0,0,10.0,20,10.0,21.03594516576449,41,22.121951219512194,20.559535924508346,56,21.107142857142858,30.0,12,30.0,1,4.908,41250,9,10,1.0,300.35945165764485,False,0.195465904127193,0,1.2440000000000002,43853,17,13,1.0,443.46728715493833,False,0.2726959557499775,56,13.333000000000004,-2638.0,866,0,0.0,18217.12851355205,False,-0.8459022563282681,0,0.2,24300,504,487,1.0,20614.610358780865,False,-0.17582031008834412,0,0.5690000000000001,36447,983,257,1.0,27920.023813791704,False,-0.12939753869849477,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,201159,0.0,0.0,13,0,0,12,5,13.956410256410257,5,17,27,165.0,60.0,10,15,27,1000,1.2792198790120892,136.37867899687262
76,27,0,0,0,10.0,20,10.0,20.50029314263777,14,9.714285714285714,20.38526962087421,69,19.82608695652174,30.000000000000004,16,30.0,4,4.947000000000001,41198,9,10,1.0,295.0029314263777,False,0.1938870221972565,0,1.2440000000000002,43753,17,23,1.0,641.5067422806687,False,0.27266764953770717,69,13.967000000000002,-4230.0,866,0,0.0,17753.253861524307,False,-0.8893396777622731,0,0.2,24164,508,497,1.0,20545.62791803447,False,-0.17988059159282602,0,0.5690000000000001,35559,1042,251,1.0,28771.450944950928,False,-0.13738189826291541,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,198391,0.0,0.0,16,0,0,7,4,4.0,4,11,27,198.0,108.0,11,16,27,780,1.2759833270101808,137.6546623238828
77,27,0,0,0,10.0,20,10.0,20.89662840708865,15,27.933333333333334,20.58736664490224,65,21.4,30.000000000000004,7,30.0,0,4.9430000000000005,41085,13,19,1.0,527.0359397346843,False,0.19397412635694453,0,1.2440000000000002,44085,13,19,1.0,527.0359397346843,False,0.280601714356136,64,14.538000000000002,-11543.0,880,0,0.0,18389.03299823801,False,-1.0559295903996426,0,0.2,24170,499,506,1.0,20844.62509745777,False,-0.17617736249752594,0,0.5690000000000002,34378,1097,254,1.0,30204.341209457758,False,-0.145405436972506,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,190122,0.0,0.0,12,0,0,5,3,14.653061224489797,7,12,35,176.0,45.0,12,15,35,470,1.325035531015601,138.9796978548984
78,35,0,0,1,10.0,20,10.0,20.946659221410098,50,21.2,20.58736664490224,0,,30.0,9,30.0,45,5.393000000000001,40465,12,24,1.0,622.7198213138423,False,0.17745256881571203,0,1.2440000000000002,43975,14,29,1.0,747.4531174208928,False,0.28060773753892315,0,14.474000000000004,-39611.0,896,0,0.0,18768.206662383447,True,-1.7198594110218688,0,0.2,23558,523,516,1.0,21578.18396156704,False,-0.1820173379189446,0,0.5690000000000001,34648,1087,255,1.0,30028.467543008734,False,-0.14226094109562568,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200593,0.0,0.125,10,0,0,7,4,105.74411014405763,8,15,31,255.0,75.0,15,20,31,470,1.4746798429987393,140.45437769789714
79,31,0,0,0,10.0,20,10.0,21.219980699893224,11,28.0,20.58736664490224,0,,30.0,0,,0,5.348000000000002,40375,11,34,1.0,831.4793437963696,False,0.17786779682649023,0,1.2440000000000002,44173,15,28,1.0,744.1594595970103,False,0.2862776047413735,0,14.474000000000004,-39611.0,896,0,0.0,19013.102707104328,True,-1.7169432876029493,0,0.2,23250,524,526,1.0,21948.22474196263,False,-0.18494612119596782,0,0.5690000000000002,34648,1077,265,1.0,30122.593876559713,False,-0.14144809170659503,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200393,0.0,0.125,8,0,0,1,3,214.8235294117647,5,6,21,183.0,66.0,14,17,21,508,1.4918345939950086,141.94621229189215
80,21,0,0,0,10.0,20,10.0,21.004609153448627,5,10.0,21.176921449284716,16,32.0,30.0,9,30.0,0,5.348000000000001,40325,11,39,1.0,929.1797569844964,False,0.17783459555000566,0,1.2440000000000002,44073,15,38,1.0,948.1751478310478,False,0.28633558297235207,0,14.474000000000004,-39611.0,896,0,0.0,18820.12980148997,True,-1.7192411312039775,0,0.2,23712,519,520,1.0,21913.39130426789,False,-0.17435828406444523,0,0.5690000000000001,34406,1083,266,1.0,30914.605929575348,False,-0.13878818347833857,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200463,0.0,0.125,13,0,0,3,1,1.0,3,6,16,93.0,75.0,6,15,16,1032,1.6295999410212971,143.57581223291345
81,16,0,0,0,10.0,20,10.0,20.774802278704442,5,10.0,21.219183563033393,1,33.0,30.0,6,30.0,0,5.348000000000001,40265,12,44,1.0,1034.0913002629954,False,0.17761674944793676,0,1.2440000000000002,43983,14,48,1.0,1137.1905093778132,False,0.2864657461433083,0,14.474,-39611.0,896,0,0.0,18614.22284171918,True,-1.7216929883100838,0,0.2,23695,514,529,1.0,21903.196476098747,False,-0.17488453826984107,0,0.5690000000000002,34553,1074,270,1.0,30889.403146697863,False,-0.13646692389594067,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200443,0.0,0.125,11,0,0,1,0,0.0,3,4,10,72.0,51.0,4,12,10,463,0.7123149490216747,144.28812718193512
82,10,0,0,0,10.0,20,10.0,21.083398015440732,18,24.77777777777778,21.26578851250745,1,33.0,29.999999999999996,10,30.0,0,5.348000000000001,40634,7,37,1.0,850.0857265713071,False,0.185615282933951,0,1.2440000000000002,43860,19,57,1.0,1391.7536868801217,False,0.28658938071208057,0,14.474000000000004,-39611.0,896,0,0.0,18890.724621834896,True,-1.7184005165297107,0,0.2,23282,522,538,1.0,22446.52798378907,False,-0.17825044077412394,0,0.5690000000000001,34820,1065,270,1.0,30748.064765820433,False,-0.13307600506208722,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,200543,0.0,0.125,14,0,0,1,5,4645.770691609978,2,3,12,54.0,36.0,3,7,12,979,0.6788142609875649,144.9669414429227
83,12,0,0,0,10.0,20,10.0,21.066893494276886,7,20.571428571428573,21.803614326396055,12,32.0,30.0,7,30.0,0,5.348000000000002,40574,3,47,1.0,1020.1439942310136,False,0.18633802076508058,0,1.2440000000000002,43864,23,60,1.0,1494.0136096566132,False,0.2881813059059313,0,14.474000000000004,-39611.0,896,0,0.0,18875.93657087209,True,-1.718576606681685,0,0.2,23522,519,536,1.0,22620.45500247799,False,-0.17046374133748524,0,0.5690000000000001,34646,1067,273,1.0,31454.45648626459,False,-0.1299810317426502,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200553,0.0,0.125,14,0,0,2,3,939.6703703703704,3,5,16,90.0,36.0,5,7,16,938,1.027597012987826,145.99453845591052
84,16,0,0,0,10.0,20,10.0,21.566658068669383,20,26.45,21.855317291320567,1,33.0,30.0,9,30.0,0,5.348000000000001,40508,5,54,1.0,1214.5995357081467,False,0.18723974958430512,0,1.2440000000000002,44259,21,53,1.0,1353.0328776394774,False,0.29755180153099064,0,14.474000000000006,-39611.0,896,0,0.0,19323.72562952777,True,-1.7132445150091955,0,0.2,23026,529,545,1.0,23319.910042095813,False,-0.17394724884382218,0,0.5690000000000001,34883,1058,274,1.0,31342.92569421716,False,-0.12685084635125682,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200623,0.0,0.125,14,0,0,0,5,282.0412202380952,4,4,15,63.0,66.0,4,12,15,1032,0.8216657629818656,146.81620421889238
85,15,0,0,0,10.0,20,10.0,20.736050657933866,15,10.0,21.855317291320567,0,,30.0,10,30.0,0,5.348000000000001,40488,2,59,1.0,1243.4269888180982,False,0.18707844111948976,0,1.2440000000000002,44229,24,53,1.0,1339.010684870495,False,0.29648307419465925,0,14.474,-39611.0,896,0,0.0,18579.501389508743,True,-1.7221064373718893,0,0.2,22876,534,555,1.0,23202.7521480196,False,-0.17891459695142176,0,0.5690000000000002,35183,1048,274,1.0,31124.372521303954,False,-0.12355677540800396,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200723,0.0,0.125,14,0,0,3,2,2.0,2,5,15,90.0,45.0,5,10,15,650,0.7205615139682777,147.53676573286066
86,15,0,0,0,10.0,20,10.0,20.19381166914351,10,10.0,21.912207845663332,1,33.0,29.999999999999996,11,30.0,0,5.348000000000001,40488,0,61,0.7,1231.822511817754,False,0.18691089647740103,0,1.2440000000000002,44129,29,58,1.0,1461.2410768103236,False,0.2953602419336769,0,14.474000000000004,-39611.0,896,0,0.0,18093.655255552585,True,-1.727891697361841,0,0.2,22809,534,564,1.0,23141.980656276755,False,-0.18123385739132236,0,0.5690000000000001,35480,1039,273,1.0,30956.7839516442,False,-0.11987440239344199,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6166666666666667,200853,0.0,0.125,14,0,0,3,0,0.0,3,6,17,108.0,57.0,6,9,17,663,0.859234762028791,148.39600049488945
87,17,0,0,0,10.0,20,10.0,20.987104479001516,28,26.035714285714285,21.974742204390452,1,33.0,29.999999999999996,12,30.0,0,5.348000000000002,41060,3,44,1.0,953.4325970760667,False,0.1994085154496848,0,1.2440000000000002,44086,26,67,1.0,1666.1360000931015,False,0.2970768386718995,0,14.474000000000004,-39611.0,896,0,0.0,18804.44561318536,True,-1.7194278921983168,0,0.2,22113,552,573,1.0,24176.408955524566,False,-0.18549167711925985,0,0.5690000000000002,35807,1030,271,1.0,30763.984470522166,False,-0.11589160028219692,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201013,0.0,0.125,16,0,0,3,0,0.0,3,6,19,108.0,108.0,6,11,19,1322,0.9181500099948607,149.3141505048843
88,19,0,0,0,10.0,20,10.0,21.26761638025235,11,26.0,21.974742204390452,0,,29.999999999999996,10,30.0,0,5.348000000000001,41236,4,43,1.0,954.507504350851,False,0.20450618671639362,0,1.2440000000000002,43996,25,77,1.0,1887.606461279431,False,0.29767558634286373,0,14.474000000000004,-39611.0,896,0,0.0,19055.784276706105,True,-1.7164350526708012,0,0.2,21827,553,583,1.0,24572.26656343918,False,-0.1875891097470923,0,0.5690000000000001,36107,1020,271,1.0,30544.237048478262,False,-0.11260784254928187,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201113,0.0,0.125,12,0,0,5,0,0.0,5,10,12,180.0,72.0,10,9,12,786,0.9942327520111576,150.30838325689547
89,12,0,0,0,10.0,20,10.0,21.1416636794597,2,10.0,21.974742204390452,0,,29.999999999999996,6,30.0,0,5.348000000000001,41086,9,53,1.0,1210.508175011364,False,0.20387092742068322,0,1.2440000000000002,43966,20,85,1.0,1997.0414127540746,False,0.2983893247777146,0,14.474,-39611.0,896,0,0.0,18942.930656795892,True,-1.717778868101978,0,0.2,21807,545,593,1.0,24553.228832509074,False,-0.1882921072575723,0,0.5690000000000002,36287,1010,275,1.0,30444.489626434355,False,-0.11036037214429995,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201093,0.0,0.125,10,0,0,2,0,0.0,2,4,14,57.0,25.0,4,8,14,400,0.7796345900278538,151.08801784692332
90,14,0,0,0,10.0,20,10.0,21.26266295872009,21,22.19047619047619,21.974742204390452,0,,29.999999999999996,8,30.0,0,5.348000000000001,41442,10,42,1.0,993.0318442662438,False,0.21101082620002656,0,1.2440000000000002,43876,19,95,1.0,2209.9529810784084,False,0.2988644997412494,0,14.474000000000004,-39611.0,896,0,0.0,19051.3460110132,True,-1.7164879017502597,0,0.2,21341,556,603,1.0,25072.81015429581,False,-0.1932030226923575,0,0.5690000000000001,36527,1000,277,1.0,30284.74220439045,False,-0.10759475807535146,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201133,0.0,0.125,12,0,0,4,0,0.0,1,5,9,90.0,42.0,5,9,9,906,0.7199096850235946,151.80792753194692
