index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
68,20,0,0,0,10.0,20,10.0,24.92121023965985,1,4.0,39.15950877464213,0,,41.999999999999986,0,,0,2.801000000000001,67481,8,20,1.0,578.424204793197,False,0.3127910447358077,1,6.213000000000002,26571.0,700,0,0.0,7000.0,False,-0.41748832884566955,0,0.2,74472,176,353,1.0,18209.439599628804,False,0.05817426502006022,0,0.506,75346,115,198,1.0,10619.521914940024,False,0.02119167604606136,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,91324,156,185,1.0,13878.88336884417,False,-0.03375313006979544,0.6666666666666666,436890,0.0,0.0,7,0,0,11,1,1.0,9,20,22,109.0,65.0,8,12,22,200,1.5286081029917113,173.49480663693976
69,22,0,0,0,10.0,20,10.0,25.80900324363888,16,37.0,40.06699770796202,45,42.888888888888886,41.999999999999986,0,,0,2.801000000000001,67973,8,14,1.0,441.32604541094435,False,0.3209938016524702,0,6.212000000000001,26471.0,710,0,0.0,7100.0,False,-0.41845688937101677,0,0.2,74472,166,363,1.0,18828.614706434266,False,0.06209398791138646,0,0.506,76684,121,163,1.0,9653.810018878114,False,0.0320187512273563,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,89394,191,195,1.0,15842.796562220741,False,-0.04307545743086883,0.6666666666666666,436690,0.0,0.0,9,0,0,16,0,0.0,9,25,24,162.0,60.0,12,10,24,2722,1.6570411270367913,175.15184776397655
70,24,0,0,0,10.0,20,10.0,25.24138335496487,5,3.0,39.60978126835376,10,32.0,41.999999999999986,0,,0,2.801000000000001,67833,12,24,1.0,725.7932005191569,False,0.32103706875345456,5,6.262000000000002,26281.0,716,0,0.0,7160.0,False,-0.42155628305212794,0,0.2,74472,156,373,1.0,18712.10421647047,False,0.061356411691717544,0,0.506,76989,116,163,1.0,9384.394815917587,False,0.03417484246991462,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,89074,191,205,1.0,16175.468222255564,False,-0.04458647231820545,0.6666666666666666,436345,0.0,0.0,9,0,0,14,1,1.0,10,24,21,152.0,65.0,12,12,21,520,1.812996420019772,176.96484418399632
71,21,0,0,0,10.0,20,10.0,26.07998072779456,17,35.0,39.05423606192926,4,17.0,41.999999999999986,0,,0,2.801000000000001,68318,13,17,1.0,573.3596723725075,False,0.3289556948683002,0,6.2570000000000014,26191.0,725,0,0.0,7250.0,False,-0.42242798752494043,0,0.2,74472,146,383,1.0,18765.449597976913,False,0.061694117634251644,0,0.506,76462,123,169,1.0,9808.003523984775,False,0.0301841148868399,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,89006,185,215,1.0,16255.03367145691,False,-0.044863939233318356,0.6666666666666666,436145,0.0,0.0,9,0,0,11,0,0.0,10,21,30,116.0,114.0,8,13,30,863,1.42538643599255,178.39023061998887
72,30,0,0,0,10.0,20,10.0,27.151839216495453,34,32.76470588235294,39.05423606192926,0,,41.99999999999999,7,42.0,13,2.9310000000000005,68927,15,10,1.0,421.51839216495455,False,0.3392820873657571,4,6.2970000000000015,26000.0,733,0,0.0,7330.0,False,-0.4253530403114891,0,0.2,73914,152,393,1.0,19475.39433324551,False,0.05912356190806465,0,0.506,75906,131,179,1.0,10547.599192446241,False,0.027826588288763537,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,89300,175,218,1.0,15990.491310837619,False,-0.0432736228030718,0.6666666666666666,435743,0.0,0.0,15,0,0,16,3,3.0,6,22,33,210.0,144.0,12,18,33,1119,1.5493639740161598,179.93959459400503
73,33,0,0,0,10.0,20,10.0,26.58182052048578,34,23.38235294117647,40.30972675741236,26,47.38461538461539,41.99999999999999,0,,23,3.148000000000001,68942,16,10,1.0,425.8182052048578,False,0.3396143018151294,1,6.303000000000001,25884.0,742,0,0.0,7420.0,False,-0.42672839625748216,0,0.2,73599,176,393,1.0,20520.123027268557,False,0.061749025266950475,0,0.506,76658,121,173,1.0,10189.983012011118,False,0.03508383563350592,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,88068,191,228,1.0,17275.15781066576,False,-0.04907195066341963,0.6666666666666666,434847,0.0,0.0,10,0,0,15,2,1.696969696969697,12,27,32,236.0,133.0,15,18,32,1432,1.9488341349642724,181.8884287289693
74,32,0,0,0,10.0,20,10.0,22.459968256677268,48,5.083333333333333,40.30972675741236,0,,41.99999999999999,11,42.0,0,3.125000000000001,68862,14,20,1.0,589.1993651335454,False,0.33964705039549753,48,6.782000000000002,24116.0,754,0,0.0,7540.0,False,-0.4598144238033435,0,0.2,73545,176,403,1.0,20197.774296412383,False,0.0590246783850269,0,0.506,76468,149,183,1.0,10723.215266851375,False,0.036053881054236334,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,88530,181,227,1.0,16830.060543091637,False,-0.0467173706778455,0.6666666666666666,433217,0.0,0.0,10,0,0,15,4,4.0,13,28,31,210.0,126.0,15,17,31,662,2.2523190660285763,184.14074779499788
75,31,0,0,0,10.0,20,10.0,22.191135141406548,3,2.0,40.71455332820589,10,47.0,41.999999999999986,11,42.0,0,3.125000000000001,68752,15,30,1.0,815.7340542421964,False,0.33971034281465823,3,6.764000000000002,23945.0,763,0,0.0,7630.0,False,-0.4622551963272185,0,0.2,74015,166,403,1.0,20091.69342474046,False,0.06430385040098033,0,0.506,76462,142,193,1.0,11009.049982423467,False,0.03778740714608048,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,88522,181,226,1.0,16861.334152405263,False,-0.046642276233060956,0.6666666666666666,433392,0.0,0.0,12,0,0,17,1,1.0,10,27,25,179.0,82.0,13,18,25,1132,2.0932819960289635,186.23402979102684
76,25,0,0,0,10.0,20,10.0,22.191135141406548,0,,37.93126869148695,44,28.522727272727273,41.999999999999986,8,42.0,0,3.125000000000001,68622,18,40,1.0,1067.645405656262,False,0.3396319993574206,0,6.761000000000002,23875.0,770,0,0.0,7700.0,False,-0.46293318869496153,0,0.2,74015,156,413,1.0,19127.431051643533,False,0.05819953313187521,0,0.506,77717,132,159,1.0,8960.30156061209,False,0.040707386243777725,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,87603,215,228,1.0,17731.22276866969,False,-0.05140210643157211,0.6666666666666666,433528,0.0,0.0,10,0,0,16,0,0.0,8,24,25,125.0,85.0,11,14,25,1791,1.7962848669849336,188.03031465801178
77,25,0,0,0,10.0,20,10.0,22.428836361805974,47,23.46808510638298,37.93126869148695,0,,41.999999999999986,0,,0,3.125000000000001,69532,18,18,1.0,583.7190545125075,False,0.3525726813098087,15,6.911000000000001,23378.0,780,0,0.0,7800.0,False,-0.4715921197915658,0,0.2,73262,183,423,1.0,20149.403710709474,False,0.055135370785175594,0,0.506,77367,132,169,1.0,9370.990808619683,False,0.03887588823162037,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,87603,205,238,1.0,17771.91008175482,False,-0.051202062609370984,0.6666666666666666,432838,0.0,0.0,9,0,0,15,2,2.0,6,21,23,136.0,78.0,9,16,23,1210,1.7132007890031673,189.74351544701494
78,23,0,0,0,10.0,20,10.0,22.911506115414625,19,28.68421052631579,38.480084690616145,10,48.0,41.999999999999986,8,42.0,0,3.125000000000001,69937,20,13,1.0,497.8495795003901,False,0.3595863237268309,4,6.936000000000002,23202.0,788,0,0.0,7880.0,False,-0.47422660442051023,0,0.2,73197,192,423,1.0,20676.084998290236,False,0.05764658402098091,0,0.506,77367,122,179,1.0,9683.138905700875,False,0.040851959343273646,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,87459,205,240,1.0,17968.417361576307,False,-0.05165189701868159,0.6666666666666666,432858,0.0,0.0,12,0,0,15,1,1.0,9,24,21,129.0,64.0,10,13,21,1541,2.5790102090104483,192.3225256560254
79,21,0,0,0,10.0,20,10.0,25.833854338790616,58,37.0,38.480084690616145,0,,41.999999999999986,6,42.0,45,3.5750000000000006,69841,20,10,1.0,458.33854338790616,False,0.35734399921922316,0,6.932000000000002,23102.0,798,0,0.0,7980.0,False,-0.47519516494585745,0,0.2,72605,198,433,1.0,21776.979830117336,False,0.05712048207260732,0,0.506,75813,154,189,1.0,11251.149574700206,False,0.031102970136868014,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,87711,195,244,1.0,17751.616514670146,False,-0.05023984957780966,0.6666666666666666,430768,0.0,0.0,8,0,0,12,4,3.1875,10,22,26,93.0,96.0,9,12,26,452,1.4571775600197725,193.77970321604516
80,26,0,0,0,10.0,20,10.0,25.195964121869146,18,16.27777777777778,38.21653883358193,7,32.0,41.999999999999986,12,42.0,0,3.5300000000000007,69761,18,20,1.0,683.9192824373829,False,0.35797918836988735,18,7.112000000000002,22655.0,810,0,0.0,8100.0,False,-0.48269182341204503,0,0.2,72317,201,443,1.0,21994.31549177249,False,0.05484993727540762,0,0.506,76032,149,192,1.0,11091.774110206234,False,0.03286681845361113,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,87991,192,242,1.0,17501.57545604773,False,-0.0487159010381543,0.6666666666666666,430452,0.0,0.0,11,0,0,14,3,3.0,11,25,25,141.0,117.0,12,14,25,928,1.6740265600383282,195.4537297760835
81,25,0,0,0,10.0,20,10.0,25.8762745764873,17,35.588235294117645,38.21653883358193,0,,41.999999999999986,10,42.0,0,3.5300000000000007,70263,17,14,1.0,532.2678440708222,False,0.3662347000762337,1,7.104000000000003,22529.0,821,0,0.0,8210.0,False,-0.48406717935803806,0,0.2,72304,192,453,1.0,22280.336810298173,False,0.0564960168791508,0,0.506,75440,155,202,1.0,11730.563403739081,False,0.029415331364988667,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,88411,182,242,1.0,17119.410067711906,False,-0.0464649048747645,0.6666666666666666,430643,0.0,0.0,11,0,0,18,1,1.0,8,26,19,188.0,108.0,14,11,19,1212,1.52693258295767,196.98066235904116
82,19,0,0,0,10.0,20,10.0,22.725517240113785,35,1.6857142857142857,38.21653883358193,0,,41.999999999999986,7,42.0,0,3.5300000000000007,70133,20,24,1.0,745.4124137627308,False,0.365780876874288,35,7.453000000000004,21389.0,828,0,0.0,8280.0,False,-0.5054723669682119,0,0.2,72277,185,463,1.0,21898.478169369482,False,0.05373678920114382,0,0.506,75408,177,212,1.0,12124.322784219508,False,0.031502891698232,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,88705,172,245,1.0,16863.24467937609,False,-0.04483340210344519,0.6666666666666666,429608,0.0,0.0,8,0,0,10,2,2.0,14,24,28,157.0,69.0,11,8,28,494,1.3798757040058263,198.360538063047
83,28,0,0,0,10.0,20,10.0,23.477567151045374,17,34.1764705882353,36.58403644268412,70,32.97142857142857,41.999999999999986,6,42.0,0,3.5300000000000007,70638,15,19,1.0,596.0737758698622,False,0.3741169030845733,2,7.438000000000002,21207.0,843,0,0.0,8430.0,False,-0.5075450864924549,0,0.2,72937,177,459,1.0,20947.602112927045,False,0.05607354911832466,0,0.506,76475,182,166,1.0,10345.867270975823,False,0.033753686099211276,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,86649,232,249,1.0,18945.496454702712,False,-0.05481289109353996,0.6666666666666666,429602,0.0,0.0,14,0,0,18,1,1.0,12,30,30,209.0,66.0,16,12,30,3315,1.9234010810032487,200.28393914405024
84,30,0,0,0,10.0,20,10.0,22.097478380566198,36,13.166666666666666,36.48694978064714,65,36.184615384615384,41.999999999999986,7,42.0,0,3.5300000000000007,70898,15,14,1.0,459.36469732792676,False,0.3778293076470558,21,7.646000000000002,20532.0,853,0,0.0,8530.0,False,-0.5196520930592953,0,0.2,73247,203,453,1.0,21014.37636188809,False,0.06042121218687851,0,0.506,78043,172,127,1.0,8434.608903599572,False,0.04150698199336294,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,84591,287,252,1.0,21055.754587045725,False,-0.06467435008729092,0.6666666666666666,429007,0.0,0.0,11,0,0,15,3,3.0,14,29,37,210.0,147.0,16,14,37,3206,1.6918373470543884,201.97577649110463
85,37,0,0,0,10.0,20,10.0,22.97896616138247,18,34.833333333333336,36.48694978064714,0,,41.99999999999999,12,42.0,4,3.5700000000000007,71266,19,10,1.0,419.7896616138247,False,0.3845746049397925,0,7.625000000000002,20472.0,859,0,0.0,8590.0,False,-0.5202332293745036,0,0.2,73175,196,463,1.0,21397.33511607059,False,0.06193395404060785,0,0.506,77488,177,137,1.0,9065.989130513355,False,0.038477052559528525,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,85095,277,250,1.0,20606.885089239255,False,-0.0619253211078152,0.6666666666666666,429192,0.0,0.0,11,0,0,18,2,1.0666666666666667,16,34,33,284.0,97.0,20,17,33,704,2.0298311230144463,204.00560761411907
86,33,0,0,0,10.0,20,10.0,22.829228271878364,29,21.620689655172413,36.48694978064714,0,,41.99999999999999,9,42.0,0,3.566000000000001,71506,22,10,1.0,448.29228271878367,False,0.3894997605981712,19,7.815000000000001,20012.0,866,0,0.0,8660.0,False,-0.5284659938399551,0,0.2,72933,200,473,1.0,21824.17290062177,False,0.061572085415802204,0,0.506,77103,182,147,1.0,9518.501163236991,False,0.036467177098813655,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,85473,267,251,1.0,20284.015591432784,False,-0.05979578552040996,0.6666666666666666,428723,0.0,0.0,9,0,0,18,3,3.0,10,28,29,195.0,114.0,15,18,29,948,2.157831125019584,206.16343873913866
87,29,0,0,0,10.0,20,10.0,23.777278189490158,20,35.0,36.48694978064714,0,,41.99999999999999,12,42.0,10,3.6660000000000013,71786,25,10,1.0,487.7727818949016,False,0.3953060920703455,0,7.796000000000002,19942.0,873,0,0.0,8730.0,False,-0.5291439862076981,0,0.2,72583,200,483,1.0,22378.652381950596,False,0.06065085957528666,0,0.506,76753,182,157,1.0,10055.91574604881,False,0.035437920956982734,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,85977,257,249,1.0,19835.14609362631,False,-0.05704675654093424,0.6666666666666666,428737,0.0,0.0,11,0,0,14,1,1.0,12,26,27,210.0,60.0,13,16,27,1054,1.8296585870557465,207.9930973261944
88,27,0,0,0,10.0,20,10.0,23.83688139840497,17,24.647058823529413,34.24766730893769,28,15.0,41.99999999999999,9,42.0,0,3.656000000000001,72019,25,11,1.0,512.2056953824547,False,0.40005623167369647,8,7.876,19676.0,883,0,0.0,8830.0,False,-0.5333281676771982,0,0.2,72504,197,493,1.0,21579.965618792063,False,0.054594500131625236,0,0.506,76833,182,139,1.0,9098.738170452045,False,0.03039134341022029,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,85935,275,250,1.0,19918.108509957863,False,-0.05705185793955589,0.6666666666666666,428663,0.0,0.0,12,0,0,11,3,3.0,15,26,23,174.0,39.0,13,14,23,1331,1.5595119050121866,209.5526092312066
89,23,0,0,0,10.0,20,10.0,24.031948389888747,14,27.142857142857142,34.106180285044786,2,17.0,41.99999999999999,12,42.0,3,3.6860000000000013,72182,28,10,1.0,520.3194838988875,False,0.40329232593900877,0,7.868000000000001,19606.0,890,0,0.0,8900.0,False,-0.5340061600449412,0,0.2,72189,196,503,1.0,21865.67056779572,False,0.05241492091739714,0,0.506,76802,177,147,1.0,9267.263366911891,False,0.03106570716689803,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,86405,267,248,1.0,19522.350136106958,False,-0.05437603181980142,0.6666666666666666,428880,0.0,0.0,12,0,0,9,1,0.6,14,23,22,97.0,69.0,10,13,22,1053,1.430189837992657,210.98279906919925
90,22,0,0,0,10.0,20,10.0,21.718280301459924,53,12.39622641509434,35.266778821425845,20,48.0,41.999999999999986,16,42.0,7,3.753000000000001,72444,31,10,1.0,527.1828030145992,False,0.40843405849151165,36,8.228000000000002,18439.0,897,0,0.0,8970.0,False,-0.5559343703388024,0,0.2,72525,206,493,1.0,21860.487701063685,False,0.0566362443408858,0,0.506,76769,200,157,1.0,9880.540335255842,False,0.034530274842722704,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,86117,277,242,1.0,19932.897733534955,False,-0.05518949745548031,0.6666666666666666,427990,0.0,0.0,15,0,0,8,4,3.411764705882353,13,21,29,81.0,75.0,7,15,29,1832,1.3629407410044223,212.34573981020367
91,29,0,0,0,10.0,20,10.0,23.06193324839604,27,35.0,35.266778821425845,0,,41.99999999999999,13,42.0,17,3.9160000000000013,72685,34,10,1.0,570.6193324839604,False,0.4135232293017063,0,8.192000000000002,18369.0,904,0,0.0,9040.0,False,-0.5566123627065456,0,0.2,71895,214,503,1.0,22674.44346233395,False,0.05381253616225192,0,0.506,76454,199,167,1.0,10478.876779608929,False,0.03432982692011422,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,86663,267,239,1.0,19454.2299453207,False,-0.0521739795797244,0.6666666666666666,427762,0.0,0.0,10,0,0,15,2,1.8888888888888888,14,29,26,181.0,84.0,16,13,26,1061,1.891423584020231,214.2371633942239
92,26,0,0,0,10.0,20,10.0,21.068068103291182,43,9.930232558139535,36.10459886524282,14,49.0,41.999999999999986,9,42.0,0,3.8990000000000014,72535,39,20,1.0,811.3613620658236,False,0.4129492799921143,43,8.622000000000002,17136.0,909,0,0.0,9090.0,False,-0.5800127849989346,0,0.2,71783,212,513,1.0,22988.089655767297,False,0.05438004643948818,0,0.506,76825,224,163,1.0,10604.296870171805,False,0.03982107866458048,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,86355,271,240,1.0,19864.3462924808,False,-0.053186230075515276,0.6666666666666666,426330,0.0,0.0,10,0,0,11,3,3.0,15,26,23,197.0,83.0,12,14,23,1264,1.5250549010233954,215.7622182952473
93,23,0,0,0,10.0,20,10.0,21.60007556351488,24,27.25,36.05832244313266,61,35.90163934426229,41.99999999999999,14,42.0,0,3.8990000000000005,73055,40,12,1.0,659.2009067621786,False,0.4215485433504657,6,8.639000000000001,16887.0,918,0,0.0,9180.0,False,-0.5839645119423513,0,0.2,71818,223,509,1.0,23170.502974218343,False,0.05597796317020549,0,0.506,78326,217,126,1.0,9230.565025117445,False,0.05012892193865344,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,84753,322,236,1.0,21522.779826688715,False,-0.0607851841434829,0.6666666666666666,426535,0.0,0.0,15,0,0,13,2,2.0,9,22,28,142.0,54.0,10,13,28,3608,1.6362819710047916,217.39850026625209
94,28,0,0,0,10.0,20,10.0,21.60299996050894,22,21.636363636363637,35.582239524369456,32,32.0,41.99999999999999,12,42.0,4,3.9390000000000005,73279,41,10,1.0,626.0299996050894,False,0.4255664141913981,6,8.693,16644.0,927,0,0.0,9270.0,False,-0.5878000116227263,0,0.2,71343,234,519,1.0,23522.28430390684,False,0.05219090618056544,0,0.506,79349,208,104,1.0,8193.976902320283,False,0.05651906068674054,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,84233,344,234,1.0,22068.29039638309,False,-0.06321639790953877,0.6666666666666666,426544,0.0,0.0,12,0,0,14,3,2.4,14,28,22,228.0,51.0,16,12,22,1938,1.909241902991198,219.30774216924328
95,22,0,0,0,10.0,20,10.0,22.479726141706074,20,33.25,37.8574046250043,46,50.0,41.99999999999999,6,42.0,7,4.005000000000001,73585,43,10,1.0,654.7972614170608,False,0.43177263294865714,3,8.717,16513.0,935,0,0.0,9350.0,False,-0.5895627917788583,0,0.2,73607,227,483,1.0,23388.024268044355,False,0.08000572451979161,0,0.506,78720,215,114,1.0,9148.885247717295,False,0.05460032189433853,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82185,380,238,1.0,24381.81375750163,False,-0.07198014790403934,0.6666666666666666,426306,0.0,0.0,11,0,0,11,2,1.4117647058823528,16,27,35,189.0,72.0,13,9,35,2752,1.621612687013112,220.9293548562564
96,35,0,0,0,10.0,20,10.0,22.80005922797838,13,28.692307692307693,37.774407867915315,1,16.0,41.999999999999986,13,42.0,0,3.998000000000001,73885,40,10,1.0,628.0005922797839,False,0.4373244541413689,3,8.744000000000002,16299.0,948,0,0.0,9480.0,False,-0.5924491021443931,0,0.2,73234,230,493,1.0,23866.79670131728,False,0.07831402535588662,0,0.506,78736,205,123,1.0,9320.26430948915,False,0.05588782450108341,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82715,371,235,1.0,23884.30531899658,False,-0.06921459389259867,0.6666666666666666,426565,0.0,0.0,12,0,0,12,1,1.0,13,25,35,269.0,141.0,18,17,35,1132,1.9313944809837267,222.86074933724012
97,35,0,0,0,10.0,20,10.0,23.8960894795705,26,33.46153846153846,38.28894734044913,14,47.0,41.999999999999986,0,,14,4.138,74181,41,10,1.0,648.9608947957049,False,0.4432613456675873,2,8.761000000000001,16153.0,957,0,0.0,9570.0,False,-0.5944055944055944,0,0.2,73631,229,489,1.0,24195.499740301268,False,0.0854213601852402,0,0.506,78127,212,133,1.0,10158.40096594868,False,0.05348307820736799,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82057,375,245,1.0,24648.35525266842,False,-0.07192831943897283,0.6666666666666666,425845,0.0,0.0,9,0,0,5,3,3.0,15,20,29,205.0,122.0,13,22,29,1208,2.6756139359786175,225.53636327321874
98,29,0,0,0,10.0,20,10.0,22.3806813926871,55,16.109090909090913,38.28894734044913,0,,41.999999999999986,9,42.0,8,4.204000000000001,74495,43,10,1.0,653.806813926871,False,0.4493908414265625,37,9.129000000000001,14615.0,965,0,0.0,9650.0,False,-0.6234236677449974,0,0.2,73449,237,499,1.0,24410.40621295096,False,0.08447751521201646,0,0.506,77423,239,143,1.0,10824.302322536441,False,0.048785180943357,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82435,365,246,1.0,24307.465779263926,False,-0.06988738111988704,0.6666666666666666,424113,0.0,0.0,10,0,0,15,6,5.444444444444445,3,18,34,150.0,66.0,12,17,34,578,1.851503607002087,227.38786688022083
99,34,0,0,0,10.0,20,10.0,21.45964324581047,18,8.444444444444445,38.28894734044913,0,,41.999999999999986,12,42.0,0,4.196000000000001,74365,46,20,1.0,889.1928649162094,False,0.449152440432716,18,9.272,14033.0,972,0,0.0,9720.0,False,-0.6340197198922961,0,0.2,73322,240,509,1.0,24639.38857528312,False,0.08431913964753432,0,0.506,77398,234,153,1.0,10879.765462608366,False,0.04881976565931711,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82939,355,244,1.0,23840.57630585944,False,-0.06722694940873077,0.6666666666666666,423753,0.0,0.0,10,0,0,9,5,5.0,6,15,23,214.0,57.0,15,19,23,704,1.6976269739679992,229.08549385418883
100,23,0,0,0,10.0,20,10.0,21.46620453393386,18,21.555555555555557,38.293143576700906,7,38.42857142857143,42.0,11,42.0,0,4.196000000000001,74653,46,12,1.0,717.5944544072063,False,0.45306931459240257,0,9.254000000000001,13933.0,982,0,0.0,9820.0,False,-0.6349882804176433,0,0.2,73557,230,514,1.0,24619.902841229054,False,0.08717114558525392,0,0.506,77044,242,161,1.0,11360.01761306084,False,0.04737799506888171,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,83132,352,243,1.0,23685.18653899872,False,-0.06609312785655908,0.6666666666666666,424015,0.0,0.0,15,0,0,10,0,0.0,2,12,22,172.0,43.0,12,11,22,1319,1.6326058650156483,230.71809971920447
101,22,0,0,0,10.0,20,10.0,22.272395060422106,15,35.0,37.605075694166786,7,17.0,41.99999999999999,2,42.0,3,4.226000000000001,74981,47,10,1.0,692.723950604221,False,0.4591821857563897,0,9.254000000000001,13843.0,991,0,0.0,9910.0,False,-0.6358599848904558,0,0.2,73557,220,524,1.0,24604.98657703626,False,0.08707671733455893,0,0.506,76638,247,164,1.0,11668.513993767614,False,0.04419053704494451,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,83097,349,251,1.0,23666.171417264206,False,-0.0665307808701217,0.6666666666666666,423812,0.0,0.0,9,0,0,10,1,0.2,1,11,15,115.0,48.0,11,11,15,403,1.5475875829579309,232.2656873021624
102,15,0,0,0,10.0,20,10.0,21.81320417180963,5,1.0,35.127372501526665,24,15.0,41.99999999999999,4,42.0,0,4.223000000000001,74881,47,20,1.0,906.2640834361925,False,0.4593133301380799,5,9.304,13603.0,1001,0,0.0,10010.0,False,-0.6395405148867753,0,0.2,73552,215,534,1.0,23447.855812754307,False,0.07968813028762445,0,0.506,76998,237,150,1.0,10438.835263947884,False,0.04096398713597971,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82905,363,257,1.0,23545.236218054175,False,-0.06901335245214085,0.6666666666666666,423635,0.0,0.0,9,0,0,8,1,1.0,0,8,14,84.0,36.0,8,7,14,728,1.3630382010014728,233.62872550316388
103,14,0,0,0,10.0,20,10.0,23.39521662614431,41,31.4390243902439,34.678820444246284,5,17.0,42.0,12,42.0,18,4.4030000000000005,75498,42,10,1.0,653.9521662614432,False,0.46882157339036323,3,9.329,13369.0,1016,0,0.0,10160.0,False,-0.6426205373573795,0,0.2,73145,216,544,1.0,23918.64511291715,False,0.07751541561949019,0,0.506,76201,257,155,1.0,11387.787841777263,False,0.03688047809486503,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,83324,358,255,1.0,23125.01771904017,False,-0.06695928198237808,0.6666666666666666,423233,0.0,0.0,12,0,0,5,4,3.1818181818181817,3,8,17,108.0,63.0,8,6,17,1196,1.230738572019618,234.8594640751835
