index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
140,40,0,0,0,10.0,20,10.0,22.2893795910627,28,21.964285714285715,35.257524102979616,31,32.0,42.00000000000001,13,42.0,0,5.798000000000001,84812,31,14,1.0,622.0513142748778,False,0.6489360489924536,12,12.200000000000001,1095.0,1397,0,0.0,13970.0,False,-0.8434806191038878,0,0.2,69394,337,745,1.0,33778.376378907946,False,0.09244116620817362,0,0.506,76483,237,226,1.0,13250.783410355252,False,0.052244710252685705,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,71081,456,518,1.0,37833.43099095871,False,-0.1150319039541442,0.6666666666666666,404561,0.0,0.0,17,0,0,9,3,3.0,3,12,38,162.0,112.0,12,28,38,2301,1.3838186649954878,295.214374488045
141,38,0,0,0,10.0,20,10.0,20.368820874271417,29,5.137931034482759,35.257524102979616,0,,42.00000000000001,9,42.0,0,5.798000000000001,84852,30,14,1.0,585.1634922397998,False,0.6493536165298395,19,12.378000000000004,321.0,1408,0,0.0,14080.0,False,-0.8574085194583809,0,0.2,69390,331,755,1.0,33361.51040713345,False,0.0897515282414565,0,0.506,76338,252,236,1.0,13453.718548619585,False,0.05169354124116632,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,71459,446,519,1.0,37522.855749928916,False,-0.11284192224901217,0.6666666666666666,404056,0.0,0.0,11,0,0,6,3,3.0,6,12,33,192.0,93.0,12,26,33,708,1.1887930459924974,296.4031675340375
142,33,0,0,0,10.0,20,10.0,20.81007217766418,15,27.666666666666668,35.257524102979616,0,,42.00000000000001,9,42.0,1,5.808000000000001,85138,30,10,1.0,508.10072177664176,False,0.6541473831603803,0,12.359000000000002,221.0,1418,0,0.0,14180.0,False,-0.8583770799837281,0,0.2,69390,321,765,1.0,33652.03910780961,False,0.09159073654636246,0,0.506,75923,257,246,1.0,14021.53947899268,False,0.05003380187253231,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,71837,436,520,1.0,37212.280508899115,False,-0.11065194054388014,0.6666666666666666,404205,0.0,0.0,10,0,0,5,1,0.1,3,8,34,124.0,120.0,8,25,34,643,1.143258859985508,297.546426394023
143,34,0,0,0,10.0,20,10.0,20.04441040532321,44,16.15909090909091,33.941102929858445,10,15.0,42.0,12,42.0,4,5.847000000000001,85392,32,10,1.0,520.4441040532321,False,0.659187223757368,30,12.659000000000002,-812.0,1426,0,0.0,14260.0,False,-0.8776126920171241,0,0.2,68694,350,775,1.0,33319.89841250342,False,0.08067596675510508,0,0.506,76058,252,246,1.0,13400.702742886628,False,0.047812810152228435,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72191,436,518,1.0,36554.320877418286,False,-0.1104059113563057,0.6666666666666666,403219,0.0,0.0,12,0,0,6,5,4.285714285714286,3,9,25,98.0,71.0,9,25,25,854,0.9341408850159496,298.48056727903895
144,25,0,0,0,10.0,20,10.0,18.39017161513338,28,4.178571428571429,32.80024930998728,10,17.0,42.0,8,42.0,0,5.843000000000001,85367,31,15,1.0,585.8525742270007,False,0.6593364641170312,23,12.859000000000004,-10881.0,1437,0,0.0,14370.0,False,-1.0715959940336672,0,0.2,68671,359,780,1.0,32186.26607162296,False,0.07320823777330884,0,0.506,76134,251,251,1.0,12848.795652205285,False,0.04528117578818781,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72357,436,520,1.0,36140.908699154454,False,-0.11080618362986526,0.6666666666666666,393344,0.0,0.0,8,0,0,3,7,244.12,1,4,16,57.0,78.0,4,21,16,661,0.7012816480128095,299.18184892705176
145,16,0,0,1,10.0,12,10.0,18.255565746036975,6,12.833333333333334,32.80024930998728,0,,42.0,12,42.0,0,5.843000000000001,85354,30,19,1.0,646.8557491747025,False,0.6596754910521927,0,12.836000000000004,-66969.0,1440,0,0.0,14400.0,True,-2.1577978807895706,0,0.2,68671,349,790,1.0,32283.389400256856,False,0.0738230824761139,0,0.506,76057,247,261,1.0,13069.989809177812,False,0.045706552183901496,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72861,426,518,1.0,35728.906206054584,False,-0.10787589381069765,0.6666666666666666,404639,0.0,0.125,8,0,0,1,5,5712.196666666667,1,2,13,36.0,42.0,2,14,13,671,0.4402465300518088,299.62209545710357
146,13,0,0,0,10.0,9,10.0,19.58371511461045,17,37.0,32.34109148979954,4,17.0,42.0,12,42.0,0,5.843000000000001,85893,29,12,1.0,525.0045813753254,False,0.6689363712044567,0,12.836,-66969.0,1440,0,0.0,14400.0,True,-2.1577978807895706,0,0.2,68338,348,800,1.0,32688.006051724067,False,0.07216838046468865,0,0.506,75829,245,267,1.0,13433.081630856035,False,0.0451183917275837,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,73297,420,516,1.0,35255.25842571581,False,-0.1059173496218346,0.6666666666666666,405053,0.0,0.125,10,0,0,1,4,8040.28,0,1,6,18.0,36.0,1,12,6,1291,0.37784842000110075,299.99994387710467
147,6,0,0,0,10.0,0,,19.58371511461045,0,,31.745926186496945,5,17.0,42.0,8,42.0,0,5.843000000000001,85893,19,22,1.0,620.8417325214299,False,0.6698646120190751,0,12.836,-66969.0,1440,0,0.0,14400.0,True,-2.1577978807895706,0,0.2,68423,338,805,1.0,32174.766288868374,False,0.06999548181147847,0,0.506,75829,235,277,1.0,13395.79460559311,False,0.04488234411380511,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,73548,415,518,1.0,34930.55936739623,False,-0.10504562929025611,0.6666666666666666,405389,0.0,0.125,4,0,0,0,0,0.0,0,0,6,0.0,18.0,0,6,6,421,0.20452926703728735,300.20447314414196
148,6,0,0,0,10.0,0,,19.58371511461045,0,,31.745926186496945,0,,42.00000000000001,15,42.0,0,5.843000000000001,85893,9,32,1.0,716.6788836675344,False,0.6707928528336937,0,12.836,-66969.0,1440,0,0.0,14400.0,True,-2.1577978807895706,0,0.2,68423,328,815,1.0,32296.38839958724,False,0.0707654174342714,0,0.506,75829,225,287,1.0,13517.416716311975,False,0.04565227973659803,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,74178,405,513,1.0,34403.100105531266,False,-0.10144400907837436,0.6666666666666666,406019,0.0,0.125,5,0,0,0,0,0.0,0,0,3,0.0,18.0,0,6,3,630,0.18218166200676933,300.3866548061487
149,3,0,0,0,10.0,0,,19.58371511461045,0,,31.745926186496945,0,,42.00000000000001,0,,0,5.843000000000001,85893,0,41,0.9,802.9323196990284,False,0.6716282695668503,0,12.836,-66969.0,1440,0,0.0,14400.0,True,-2.1577978807895706,0,0.2,68423,318,825,1.0,32418.010510306103,False,0.07153535305706431,0,0.506,75829,215,297,1.0,13639.03882703084,False,0.04642221535939095,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,74178,395,523,1.0,34505.6408436663,False,-0.10093985582684518,0.65,406019,0.0,0.125,0,0,0,0,0,0.0,0,0,0,0.0,9.0,0,3,0,0,0.15002625400666147,300.5366810601554
