index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,14,0,0,0,10.0,8,10.0,3.182085689508744,13,3.1538461538461537,30.354110176955363,7,48.57142857142857,33.00000000000001,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,13,4.758000000000002,37569,507,0,0.0,5070.0,False,-0.2737413980441869,0,0.8660000000000001,83257,0,25,1.0,758.8527544238841,False,0.05874254870135127,0,0.45200000000000007,86038,0,30,0.3,910.6233053086609,False,0.09490748458978089,10,4.881000000000001,75050,396,0,0.0,12020.227630074323,False,-0.13931563887581194,10,3.387000000000001,89806,0,4,0.4,132.00000000000003,False,-0.04575232796423907,0.2833333333333334,427266,0.0,0.0,7,0,0,10,14,14.0,18,28,19,80.0,25.0,8,6,19,420,0.9331086073070765,107.6005798233673
55,19,0,0,0,10.0,10,10.0,3.161301355805887,11,3.0,31.216745240606773,11,39.81818181818182,33.00000000000001,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,11,4.855000000000001,37183,517,0,0.0,5170.0,False,-0.27982614994567184,0,0.8660000000000001,83368,0,23,0.3,717.9851405339558,False,0.05988901425726583,0,0.45200000000000007,86332,0,32,0.8,998.9358476994167,False,0.09918816046191839,11,4.981000000000002,74507,406,0,0.0,12673.99856768635,False,-0.14161031116846096,0,3.3770000000000007,89763,0,5,0.1,165.00000000000003,False,-0.04603370106497064,0.20000000000000004,426699,0.0,0.0,10,0,0,14,8,8.0,19,33,15,152.0,15.0,14,5,15,538,1.0129495849832892,108.61352940835059
56,15,0,0,0,10.0,14,10.0,2.9999030429726052,18,2.2222222222222223,31.368417462684786,15,32.46666666666667,33.0,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,18,5.024000000000002,36509,531,0,0.0,5310.0,False,-0.29076421586381745,0,0.8660000000000001,83579,2,24,1.0,758.8418251903801,False,0.06281863528020645,0,0.45200000000000007,86568,0,32,0.6,1003.7893588059131,False,0.10220637347970735,10,5.070000000000001,74231,409,0,0.0,12829.682742238077,False,-0.1437143227283737,0,3.377000000000001,89443,2,15,1.0,557.7368349253695,False,-0.04734640301692822,0.43333333333333335,425876,0.0,0.0,14,0,0,11,8,8.0,21,32,19,138.0,15.0,10,5,19,627,2.0212745210155845,110.63480392936617
57,19,0,0,0,10.0,9,10.0,2.949534153014534,5,2.0,31.066422022593173,9,27.333333333333332,33.00000000000001,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,5,5.056000000000001,36304,540,0,0.0,5400.0,False,-0.2936617167692865,0,0.8660000000000001,83649,0,21,0.2,652.3948624744567,False,0.06303100702867528,0,0.45200000000000007,86734,0,33,0.5,1025.1919267455746,False,0.10444321185088853,10,5.160000000000001,74098,409,0,0.0,12706.166607240608,False,-0.1457822352319437,0,3.377000000000001,89197,1,25,1.0,856.0664220225934,False,-0.048374584990483284,0.2833333333333333,425528,0.0,0.0,6,0,0,10,7,7.0,23,33,22,155.0,99.0,11,8,22,336,1.123442817479372,111.75824674684554
58,22,0,0,0,10.0,13,10.0,2.949534153014534,0,,33.76258443327469,16,52.0,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,5.051000000000001,36174,553,0,0.0,5530.0,False,-0.2948388265121333,0,0.8660000000000001,83936,0,15,0.0,506.43876649912033,False,0.06574028284026474,0,0.45200000000000007,87279,0,23,0.0,776.5394419653179,False,0.10976846575754036,9,5.240000000000001,73328,421,0,0.0,14214.048046408645,False,-0.14595275030840266,0,3.377000000000001,89025,0,30,0.5,990.0000000000002,False,-0.049489812170182945,0.08333333333333333,425288,0.0,0.0,12,0,0,15,6,6.0,19,34,27,192.0,24.0,14,8,27,962,1.4583297232165933,113.21657647006214
59,27,0,0,0,10.0,8,10.0,2.949534153014534,0,,33.283602416533476,9,27.333333333333332,33.00000000000001,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,5.051000000000001,36094,561,0,0.0,5610.0,False,-0.29556320173850054,0,0.8660000000000003,84182,0,6,0.0,199.70161449920084,False,0.06691289188376126,0,0.45200000000000007,87279,0,23,0.0,765.52285558027,False,0.10969873699668503,12,5.351000000000002,73161,421,0,0.0,14012.396617360593,False,-0.1487964843367527,0,3.3770000000000007,88779,0,39,0.9,1287.0000000000002,False,-0.050525052823817966,0.15,425041,0.0,0.0,6,0,0,17,6,6.0,19,36,21,247.0,48.0,16,11,21,326,1.474322841502726,114.69089931156486
60,21,0,0,0,10.000000000000002,8,10.0,3.0051585395923572,6,3.8333333333333335,33.663872069878735,4,44.0,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,5.1110000000000015,35876,569,0,0.0,5690.000000000001,False,-0.2987866714958348,0,0.8660000000000001,84344,0,5,0.3,168.31936034939366,False,0.06876499671090552,0,0.45200000000000007,87270,0,26,0.3,875.2606738168471,False,0.11027938549937237,9,5.429000000000001,73055,421,0,0.0,14172.490141418948,False,-0.14907205199871026,0,3.3770000000000007,88603,0,43,0.4,1419.0000000000002,False,-0.05169301663817543,0.16666666666666666,424694,0.0,0.0,5,0,0,14,8,8.0,22,36,17,176.0,67.0,12,9,17,256,1.3041870165616274,115.99508632812649
61,17,0,0,0,10.000000000000002,10,10.0,2.982057363016442,1,1.0,33.38987491006116,20,32.0,33.00000000000001,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,5.115000000000002,35752,579,0,0.0,5790.000000000001,False,-0.30012676566461427,6,0.9260000000000002,84453,0,0,0.0,0.0,False,0.06907944706061066,0,0.45200000000000007,87590,0,18,0.1,601.0177483811009,False,0.11259442090979985,10,5.5200000000000005,72805,425,0,0.0,14190.696836775993,False,-0.15162985720699512,0,3.377000000000001,88097,6,53,1.0,1949.3392494603675,False,-0.05425011812647787,0.18333333333333335,424243,0.0,0.0,10,0,0,10,6,5.545454545454545,22,32,18,146.0,52.0,9,8,18,421,1.2347386367619038,117.2298249648884
62,18,0,0,0,10.000000000000002,10,10.0,2.9827209295934285,3,3.0,35.3434214161324,13,51.76923076923077,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,3,5.144000000000002,35586,589,0,0.0,5890.000000000001,False,-0.3022274538210793,4,0.9600000000000002,84480,0,3,0.3,106.0302642483972,False,0.07009234812046435,0,0.45200000000000007,88087,0,9,0.0,318.0907927451916,False,0.11709511109894917,9,5.600000000000001,72200,434,0,0.0,15339.044894601462,False,-0.15195716283219837,0,3.3770000000000007,87921,0,63,1.0,2079.0000000000005,False,-0.0554305008441193,0.21666666666666667,423820,0.0,0.0,7,0,0,11,7,7.0,20,31,21,145.0,54.0,10,8,21,597,1.2187479799613357,118.44857294484973
63,21,0,0,0,10.0,7,10.0,2.908090673165306,6,2.0,35.5383923434702,1,57.0,33.00000000000001,16,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,5.201000000000001,35373,596,0,0.0,5960.0,False,-0.30545092357841364,0,0.9560000000000002,84478,0,4,0.1,142.1535693738808,False,0.07029567047302322,0,0.45200000000000007,88134,0,13,0.5,461.9991004651126,False,0.118600936126292,16,5.751000000000001,71859,435,0,0.0,15459.200669409536,False,-0.15493995248824322,0,3.3770000000000007,87921,0,63,0.0,2079.0000000000005,False,-0.0554305008441193,0.09999999999999999,423311,0.0,0.0,4,0,0,14,11,11.0,23,37,20,177.0,27.0,12,9,20,127,1.2668582536280155,119.71543119847775
64,20,0,0,0,10.0,7,10.0,3.0195010337462134,4,5.0,35.82546463384751,4,43.0,33.00000000000001,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,4,5.235000000000001,35223,603,0,0.0,6030.0,False,-0.3075335023542195,0,0.9560000000000002,84458,0,8,0.4,286.6037170707801,False,0.07095678083112292,0,0.45200000000000007,88306,0,9,0.0,322.4291817046276,False,0.11989486291524012,10,5.835000000000001,71733,435,0,0.0,15584.077115723667,False,-0.15561484208214152,0,3.377000000000001,87749,0,67,0.4,2211.0000000000005,False,-0.056555993247045584,0.13333333333333333,423015,0.0,0.0,5,0,0,20,5,5.0,14,34,13,152.0,51.0,12,8,13,242,1.2372919972985983,120.95272319577634
65,13,0,0,0,9.999999999999998,11,10.0,3.5126592576505384,13,6.076923076923077,36.119588826390675,4,43.0,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,13,5.3610000000000015,34827,614,0,0.0,6139.999999999999,False,-0.31370880115900035,0,0.9560000000000002,84551,3,14,1.0,516.2122213424211,False,0.07358734759571643,0,0.45200000000000007,88306,0,9,0.0,325.07629943751607,False,0.11991161767328425,9,5.915000000000001,71623,435,0,0.0,15712.021139479944,False,-0.15610356048735977,0,3.377000000000001,87577,0,71,0.4,2343.0000000000005,False,-0.057681485649971866,0.2333333333333333,422430,0.0,0.0,8,0,0,15,7,7.0,17,32,16,143.0,35.0,9,4,16,282,1.1862461026757956,122.13896929845214
66,16,0,0,0,9.999999999999998,15,10.0,3.397095324273104,6,2.0,35.48373240253376,10,29.9,33.000000000000014,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,5.408000000000002,34530,629,0,0.0,6289.999999999999,False,-0.31772908366533864,0,0.9560000000000002,84669,0,14,0.6,496.7722536354727,False,0.07495805011415442,0,0.45200000000000007,88475,0,8,0.3,283.8698592202701,False,0.1217901530407885,12,6.026000000000002,71403,436,0,0.0,15470.90732750472,False,-0.1597195436048422,0,3.377000000000001,87335,0,80,0.9,2640.000000000001,False,-0.0586742548921757,0.3,421958,0.0,0.0,10,0,0,16,7,7.0,19,35,15,194.0,42.0,12,4,15,449,1.1500518778339028,123.28902117628604
67,15,0,0,0,9.999999999999998,10,10.0,3.264395624481407,9,2.2222222222222223,35.32012812707971,20,34.6,33.000000000000014,13,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,9,5.492000000000002,34197,639,0,0.0,6389.999999999999,False,-0.322854038391887,0,0.9560000000000002,85008,0,5,0.3,176.60064063539858,False,0.07722290141675138,0,0.45200000000000007,88808,0,6,0.6,211.92076876247827,False,0.12555015930403104,13,6.144000000000002,71202,436,0,0.0,15399.575863406755,False,-0.1622324255242206,0,3.3770000000000007,86643,10,90,1.0,3323.2012812707985,False,-0.062394743731374706,0.31666666666666665,421404,0.0,0.0,8,0,0,15,11,11.0,18,33,21,158.0,24.0,12,3,21,792,1.2315211612731218,124.52054233755916
68,21,0,0,0,9.999999999999998,7,10.0,3.3340852280977873,3,5.0,36.263553752628304,20,40.85,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,3,5.513000000000002,34067,646,0,0.0,6459.999999999999,False,-0.3245744295545092,0,0.9560000000000002,85169,0,4,0.3,145.05421501051322,False,0.07906130826251023,10,0.552,89064,0,0,0.0,0.0,False,0.1274494911134741,9,6.221000000000002,70700,443,0,0.0,16064.75431241434,False,-0.16403120421096437,0,3.3770000000000007,86221,13,100,1.0,3771.4261987841687,False,-0.06449588452668704,0.21666666666666667,420767,0.0,0.0,8,0,0,15,8,8.0,19,34,18,167.0,90.0,11,10,18,532,1.4265484996140003,125.94709083717316
69,18,0,0,0,9.999999999999998,12,10.0,3.3340852280977873,0,,36.64932417495735,2,57.0,33.00000000000001,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,5.510000000000002,33947,658,0,0.0,6579.999999999999,False,-0.3256609923940601,0,0.9560000000000002,85283,0,2,0.0,73.2986483499147,False,0.08005024715396926,0,0.542,89064,0,0,0.0,0.0,False,0.1274494911134741,12,6.332000000000001,70410,445,0,0.0,16308.94925785602,False,-0.1658139685400663,0,3.377000000000001,86221,3,110,1.0,3739.947972524873,False,-0.06466300011400983,0.16666666666666666,420471,0.0,0.0,6,0,0,19,7,7.0,13,32,21,178.0,56.0,12,6,21,234,1.2695826524868608,127.21667348966002
70,21,0,0,0,9.999999999999996,11,10.0,3.3533193926424003,2,4.0,37.57342786325939,8,48.75,33.00000000000001,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,2,5.530000000000001,33795,669,0,0.0,6689.999999999997,False,-0.3274176023180007,0,0.9560000000000002,85326,0,1,0.0,37.57342786325939,False,0.08036845807296113,7,0.6120000000000001,89140,0,2,0.2,75.14685572651878,False,0.12888720223635702,11,6.4300000000000015,70087,448,0,0.0,16832.895682740207,False,-0.16646194199074016,0,3.3770000000000007,86002,0,118,0.8,3894.000000000001,False,-0.06617045900977904,0.16666666666666666,419896,0.0,0.0,7,0,0,12,9,9.0,19,31,20,132.0,60.0,10,11,20,153,1.057928679510951,128.27460216917098
71,20,0,0,0,9.999999999999996,12,10.0,3.8946966904686926,26,5.1923076923076925,37.57342786325939,0,,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,26,5.788000000000001,33030,681,0,0.0,6809.999999999997,False,-0.3401847156827236,0,0.9560000000000002,85200,11,11,1.0,456.1493700910089,False,0.08142278957219991,0,0.6050000000000001,89131,0,7,0.5,263.01399504281574,False,0.12996236515167114,9,6.509000000000002,69980,448,0,0.0,16832.895682740207,False,-0.16759805224652424,0,3.3770000000000007,86002,0,118,0.0,3894.000000000001,False,-0.06617045900977904,0.25,418889,0.0,0.0,6,0,0,16,8,8.0,16,32,21,165.0,33.0,13,7,21,120,1.0804816158488393,129.35508378501981
72,21,0,0,0,9.999999999999996,13,10.0,3.723386016349007,5,1.0,37.55469880357577,14,37.42857142857143,33.00000000000001,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,5,5.812000000000002,32780,694,0,0.0,6939.999999999997,False,-0.3435349511046722,1,0.9660000000000002,85617,1,10,1.0,379.2703740521067,False,0.08621493730095264,0,0.6050000000000001,89198,0,10,0.5,375.5469880357577,False,0.13152277955868497,12,6.620000000000001,69294,461,0,0.0,17312.716148448428,False,-0.17233456775544728,0,3.377000000000001,85987,0,119,0.1,3927.000000000001,False,-0.06615453223049235,0.26666666666666666,418422,0.0,0.0,12,0,0,19,9,8.125,15,34,19,142.0,27.0,12,9,19,422,1.1122110895812511,130.46729487460107
73,19,0,0,0,9.999999999999996,11,10.0,3.6461009807401097,6,2.6666666666666665,37.31647640731991,7,34.0,33.00000000000001,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,5.867000000000002,32528,705,0,0.0,7049.999999999997,False,-0.34710249909453095,0,0.9650000000000001,85789,0,8,0.3,298.5318112585593,False,0.0878812332982591,0,0.6050000000000001,89248,0,12,0.4,447.79771688783893,False,0.13261302924760648,11,6.718000000000001,68964,466,0,0.0,17389.478005811077,False,-0.1754309361452359,0,3.377000000000001,85929,0,121,0.2,3993.000000000001,False,-0.06641997855193722,0.15,418004,0.0,0.0,9,0,0,16,8,8.0,14,30,20,132.0,42.0,10,9,20,348,1.094407140277326,131.5617020148784
74,20,0,0,0,9.999999999999995,11,10.0,3.6000462663496635,9,3.2222222222222223,36.49788460639631,22,33.0,33.00000000000001,6,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,9,5.9510000000000005,32192,716,0,0.0,7159.999999999996,False,-0.35219123505976097,9,1.0550000000000002,85947,0,6,0.6,218.98730763837787,False,0.08937786285152645,0,0.6050000000000001,89472,0,10,0.3,364.97884606396315,False,0.1349244192494807,6,6.767000000000002,68849,467,0,0.0,17044.51211118708,False,-0.17848338777892,0,3.377000000000001,85260,11,131,1.0,4724.476730670361,False,-0.06963996596622263,0.31666666666666665,417266,0.0,0.0,8,0,0,17,8,7.529411764705882,13,30,23,112.0,54.0,9,11,23,343,1.0481753153726459,132.60987733025104
75,23,0,0,0,9.999999999999995,8,10.0,3.6000462663496635,0,,37.068618599048925,6,47.0,33.00000000000001,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,5.942,32112,724,0,0.0,7239.999999999996,False,-0.3529156102861282,0,1.0460000000000003,85947,0,6,0.0,222.41171159429354,False,0.08939953739173055,0,0.6050000000000001,89754,0,4,0.0,148.2744743961957,False,0.13712260414702135,10,6.8610000000000015,68612,469,0,0.0,17385.182122953946,False,-0.1791912268772155,0,3.3770000000000007,85088,5,141,1.0,4838.343092995246,False,-0.07086172851745437,0.16666666666666666,417059,0.0,0.0,7,0,0,18,5,5.0,18,36,19,191.0,60.0,13,10,19,362,1.1547358613461256,133.76461319159716
76,19,0,0,0,9.999999999999996,9,10.0,3.5713162594477783,9,3.3333333333333335,37.58508721630862,8,44.0,33.00000000000001,7,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,9,6.032000000000002,31804,733,0,0.0,7329.999999999997,False,-0.35767837739949293,0,1.0460000000000003,86030,0,5,0.1,187.92543608154313,False,0.09023194488380133,2,0.625,89923,0,8,0.8,300.680697730469,False,0.14022659816782165,7,6.921000000000002,68538,469,0,0.0,17627.405904448744,False,-0.17869099975340708,0,3.3770000000000007,84736,3,151,1.0,5095.7552616489265,False,-0.07323263045811304,0.31666666666666665,416577,0.0,0.0,7,0,0,15,8,8.0,17,32,16,120.0,58.0,9,10,16,354,1.0782536724582314,134.8428668640554
77,16,0,0,0,10.0,12,10.0,3.455203086298096,6,2.0,36.67061302135073,8,25.625,33.00000000000001,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,6.083000000000002,31534,745,0,0.0,7450.0,False,-0.36148134733792103,1,1.0560000000000003,86078,0,6,0.6,220.0236781281044,False,0.09104273430381357,0,0.623,90033,0,6,0.0,220.0236781281044,False,0.14110856042159167,10,7.014000000000001,68299,471,0,0.0,17271.858733056193,False,-0.18311624036134572,0,3.377000000000001,84641,0,160,0.9,5280.000000000001,False,-0.07326318471878616,0.25,416131,0.0,0.0,10,0,0,13,9,8.2,19,32,22,127.0,63.0,9,7,22,245,1.0569763416424394,135.89984320569783
78,22,0,0,0,9.999999999999998,8,10.0,3.268911620782281,6,1.0,38.35007973064984,11,52.72727272727273,33.00000000000001,7,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,6.137000000000001,31305,753,0,0.0,7529.999999999999,False,-0.36490402028250635,0,1.0550000000000004,86187,0,9,0.5,345.15071757584855,False,0.09321453439146198,3,0.653,90393,0,1,0.1,38.35007973064984,False,0.14451586206726066,7,7.074000000000002,67821,478,0,0.0,18331.33811125062,False,-0.1825668759556034,0,3.3770000000000007,84465,0,164,0.4,5412.000000000001,False,-0.07443114853314363,0.16666666666666666,415717,0.0,0.0,6,0,0,22,7,6.6,12,34,18,184.0,74.0,12,10,18,370,1.1242435276508331,137.02408673334867
79,18,0,0,0,9.999999999999998,9,10.0,3.065730445378872,7,1.0,38.35007973064984,0,,33.00000000000001,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,7,6.201000000000001,31035,762,0,0.0,7619.999999999999,False,-0.36897863093082217,0,1.0550000000000002,86183,0,13,0.4,498.5510364984479,False,0.09413483617207485,0,0.6500000000000001,90390,0,4,0.3,153.40031892259935,False,0.14520608840272034,10,7.167000000000002,67690,478,0,0.0,18331.33811125062,False,-0.18395781467997455,0,3.3770000000000007,84465,0,164,0.0,5412.000000000001,False,-0.07443114853314363,0.11666666666666665,415309,0.0,0.0,5,0,0,21,8,8.0,13,34,15,165.0,36.0,12,6,15,90,1.094552043825388,138.11863877717406
80,15,0,0,0,9.999999999999998,8,10.0,2.8198542165127956,15,1.6666666666666667,39.40773952104646,12,47.75,33.00000000000001,8,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,15,6.344000000000001,30550,770,0,0.0,7699.999999999998,False,-0.3770373053241579,0,1.0550000000000002,86425,0,12,0.5,472.8928742525575,False,0.09703588076771322,2,0.6700000000000002,90625,0,10,1.0,394.0773952104646,False,0.14970427233790604,8,7.237000000000002,67214,485,0,0.0,19112.753667707533,False,-0.18486343494065935,0,3.377000000000001,84274,0,169,0.5,5577.000000000001,False,-0.07558318556821439,0.3333333333333333,414634,0.0,0.0,7,0,0,17,10,9.2,13,30,18,127.0,28.0,9,6,18,327,1.1076370356604457,139.2262758128345
81,18,0,0,0,10.0,12,10.0,2.6943835880660156,11,1.8181818181818181,38.31852220827984,8,25.25,33.00000000000001,7,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,11,6.439000000000003,30135,782,0,0.0,7820.0,False,-0.3834661354581673,0,1.0550000000000002,86627,0,4,0.0,153.27408883311935,False,0.09756996613014034,0,0.6680000000000001,90605,1,20,1.0,769.0648277536627,False,0.15182455331759626,7,7.299000000000002,67142,485,0,0.0,18584.48327101572,False,-0.1884324690170219,0,3.377000000000001,84072,0,177,0.8,5841.000000000001,False,-0.07632643526826005,0.3,414127,0.0,0.0,6,0,0,18,7,7.0,14,32,20,139.0,40.0,11,7,20,322,1.2435479955747724,140.46982380840927
82,20,0,0,0,10.0,10,10.0,2.6689081432815303,6,2.3333333333333335,37.32922570666767,20,32.7,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,6.488000000000002,29891,792,0,0.0,7920.0,False,-0.38697935530604854,1,1.0650000000000002,86801,0,2,0.2,74.65845141333534,False,0.09927501678194674,0,0.6680000000000001,91036,0,10,0.5,373.2922570666767,False,0.15477550924772565,9,7.382000000000002,67038,485,0,0.0,18104.67446773382,False,-0.19208399535079354,0,3.377000000000001,83418,10,187,1.0,6544.292257066678,False,-0.07953678418647779,0.2833333333333333,413730,0.0,0.0,8,0,0,14,7,7.0,19,33,22,156.0,40.0,11,9,22,711,1.2274194415658712,141.69724324997514
83,22,0,0,0,10.0,4,10.0,2.7002424752745697,8,3.0,37.5427587126737,4,43.0,33.00000000000001,8,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,8,6.562000000000002,29659,796,0,0.0,7960.0,False,-0.390818544005795,2,1.0840000000000003,86891,0,4,0.4,150.1710348506948,False,0.1008922669176332,0,0.6680000000000001,91024,0,14,0.4,525.5986219774318,False,0.15558761596775428,8,7.453000000000002,66952,485,0,0.0,18208.237975646745,False,-0.19244731965233572,0,3.3770000000000007,83246,4,197,1.0,6651.171034850697,False,-0.08079564330995262,0.3,413318,0.0,0.0,3,0,0,18,7,6.5,15,33,25,165.0,104.0,12,10,25,40,1.321141836233437,143.01838508620858
84,25,0,0,0,10.0,9,10.0,2.7002424752745697,0,,39.11569462013344,14,49.857142857142854,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,6.554000000000002,29569,805,0,0.0,8050.0,False,-0.3916334661354582,5,1.1320000000000001,87178,0,0,0.0,0.0,False,0.1035748645501038,0,0.6680000000000001,91256,0,9,0.0,352.041251581201,False,0.15742595353930067,9,7.535000000000002,66495,491,0,0.0,19205.80605848552,False,-0.19200366284874057,0,3.3770000000000007,82894,2,207,1.0,6909.231389240269,False,-0.08316310408022703,0.16666666666666666,412938,0.0,0.0,7,0,0,22,7,6.2,13,35,28,216.0,142.0,14,11,28,322,1.285542811267078,144.30392789747566
85,28,0,0,0,10.0,7,10.0,2.6357402011121365,3,1.0,39.68901604948046,5,51.0,33.00000000000001,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,3,6.584000000000002,29425,812,0,0.0,8120.0,False,-0.39360738862730893,0,1.1270000000000002,87175,0,3,0.3,119.06704814844137,False,0.10429051501435804,0,0.6680000000000001,91511,0,4,0.0,158.75606419792183,False,0.15943057916981823,9,7.616000000000001,66134,496,0,0.0,19685.751960542308,False,-0.19328871024653424,0,3.377000000000001,82894,0,209,0.2,6897.000000000002,False,-0.08322803962582687,0.08333333333333333,412685,0.0,0.0,5,0,0,16,6,6.0,20,36,22,205.0,73.0,15,13,22,325,2.019805626012385,146.32373352348804
86,22,0,0,0,9.999999999999998,10,10.0,2.6596510410427685,5,3.0,39.866277057554896,4,44.0,33.00000000000001,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,5,6.631000000000002,29207,822,0,0.0,8219.999999999998,False,-0.39664976457805146,0,1.1270000000000002,87168,0,6,0.3,239.19766234532938,False,0.10496226177493377,0,0.6680000000000001,91679,0,2,0.2,79.73255411510979,False,0.16105709500553902,6,7.667000000000001,66078,496,0,0.0,19773.673420547228,False,-0.1934165414438835,0,3.3770000000000007,83180,0,199,0.4,6567.000000000002,False,-0.08194327943003366,0.15,412858,0.0,0.0,15,0,0,19,6,6.0,18,37,24,171.0,58.0,14,8,24,738,1.560334145091474,147.88406766857952
87,24,0,0,0,9.999999999999998,6,10.0,2.8263902349670142,14,3.642857142857143,37.419756661382756,10,16.0,33.00000000000001,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,14,6.766000000000002,28778,828,0,0.0,8279.999999999998,False,-0.4038754074610648,4,1.1670000000000003,87178,0,5,0.5,187.0987833069138,False,0.10475909402569068,0,0.6680000000000001,91638,0,11,0.9,411.6173232752103,False,0.16263872425993225,10,7.761000000000003,65947,496,0,0.0,18560.199304045847,False,-0.2012497249761319,0,3.3770000000000007,83350,0,199,1.0,6567.000000000002,False,-0.08013824444420849,0.39999999999999997,412437,0.0,0.0,11,0,0,21,10,9.4,15,36,18,199.0,38.0,13,11,18,390,1.5130225317552686,149.3970902003348
