index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
88,18,0,0,0,9.999999999999998,8,10.0,2.685304000833259,8,1.375,37.63444447637726,16,38.8125,33.00000000000001,13,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,8,6.832000000000002,28491,836,0,0.0,8359.999999999998,False,-0.40834842448388264,0,1.1630000000000003,87457,0,3,0.3,112.90333342913178,False,0.10782130318895343,0,0.6680000000000001,91969,0,5,0.5,188.17222238188631,False,0.1654145287253905,13,7.881000000000002,65241,505,0,0.0,19005.39446057052,False,-0.20638242076124413,0,3.377000000000001,83238,0,206,0.7,6798.000000000002,False,-0.0801010819592062,0.25,411942,0.0,0.0,7,0,0,25,10,10.0,13,38,19,206.0,24.0,15,3,19,701,1.6478498009964824,151.04494000133127
89,19,0,0,0,9.999999999999998,12,10.0,2.5989537051065392,4,1.0,37.39498187986633,6,33.666666666666664,33.00000000000001,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,4,6.864000000000002,28275,848,0,0.0,8479.999999999998,False,-0.411173487866715,0,1.1630000000000003,87468,0,6,0.4,224.369891279198,False,0.10866607101169175,0,0.6680000000000001,92156,0,0,0.0,0.0,False,0.16659071345384577,8,7.948000000000002,65152,505,0,0.0,18884.465849332497,False,-0.2079694107657993,0,3.377000000000001,83432,0,200,0.6,6600.000000000002,False,-0.07909238593771567,0.16666666666666666,412029,0.0,0.0,16,0,0,18,5,5.0,13,31,20,179.0,48.0,12,7,20,718,1.2771634375676513,152.32210343889892
90,20,0,0,0,9.999999999999998,8,10.0,2.5989537051065392,0,,38.47053731563458,8,50.5,33.00000000000001,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,6.860000000000001,28195,856,0,0.0,8559.999999999998,False,-0.41189786309308224,0,1.1630000000000003,87644,0,2,0.0,76.94107463126916,False,0.10996089089720533,4,0.7080000000000002,92236,0,0,0.0,0.0,False,0.16760342295812447,7,8.010000000000002,64851,509,0,0.0,19581.503493658,False,-0.20746486290409952,0,3.377000000000001,83685,0,191,0.4,6303.000000000001,False,-0.07798282031407609,0.06666666666666667,412157,0.0,0.0,12,0,0,15,8,8.0,22,37,12,212.0,33.0,14,6,12,685,1.246396765112877,153.5685002040118
91,12,0,0,0,9.999999999999998,13,10.0,2.5317445348679017,7,1.8571428571428572,38.61680710124322,10,39.9,33.00000000000001,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,7,6.930000000000002,27893,869,0,0.0,8689.999999999998,False,-0.4161897863093082,1,1.1730000000000003,87639,0,7,0.7,270.3176497087025,False,0.11112156089997412,7,0.7740000000000002,92326,0,0,0.0,0.0,False,0.168742721150438,11,8.113000000000001,64349,516,0,0.0,19926.2724642415,False,-0.21096467193891807,0,3.3770000000000007,83642,0,194,0.3,6402.000000000002,False,-0.07791380427050042,0.16666666666666666,411395,0.0,0.0,8,0,0,17,12,12.0,14,31,20,88.0,19.0,9,3,20,158,1.2707584984600544,154.83925870247185
92,20,0,0,0,9.999999999999998,9,10.0,2.5317445348679017,0,,39.95385291829947,13,49.0,33.00000000000001,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,6.923000000000001,27803,878,0,0.0,8779.999999999998,False,-0.41700470843897136,0,1.1720000000000002,87815,0,3,0.0,119.8615587548984,False,0.11239721985135259,9,0.8570000000000002,92442,0,0,0.0,0.0,False,0.1702111499316421,9,8.192000000000002,63955,521,0,0.0,20815.957370434022,False,-0.21042483425301273,0,3.3770000000000007,83653,0,191,0.8,6303.000000000001,False,-0.07832259160552553,0.13333333333333333,411214,0.0,0.0,11,0,0,23,7,7.0,12,35,22,167.0,39.0,12,8,22,629,1.3295461097732186,156.16880481224507
93,22,0,0,0,10.0,13,10.0,2.5727943638336637,2,4.0,40.39215087762099,3,53.666666666666664,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,2,6.943000000000002,27631,891,0,0.0,8910.0,False,-0.4189424121695038,0,1.1720000000000002,87925,0,1,0.0,40.39215087762099,False,0.11328669901563133,1,0.8580000000000001,92450,0,2,0.2,80.78430175524198,False,0.17082373982072036,12,8.303,63639,524,0,0.0,21165.4870598734,False,-0.2119244483501268,0,3.377000000000001,83917,0,183,0.0,6039.0,False,-0.07692103502829657,0.03333333333333333,411108,0.0,0.0,12,0,0,17,7,7.0,20,37,23,207.0,90.0,14,8,23,504,1.3160453448072076,157.48485015705228
94,23,0,0,0,10.0,10,10.0,2.4961014602781435,16,2.1875,40.77510350608159,6,46.166666666666664,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,16,7.101000000000002,27079,901,0,0.0,9010.0,False,-0.4280333212604129,5,1.2220000000000002,88008,0,3,0.3,122.32531051824478,False,0.11485597568559318,0,0.8570000000000002,92424,3,12,1.0,496.78954645381356,False,0.17312768713892984,16,8.451,63307,525,0,0.0,21406.929340692837,False,-0.2141677761932192,0,3.3770000000000007,83830,0,184,0.5,6072.0,False,-0.07766959365477114,0.3,410194,0.0,0.0,8,0,0,25,13,12.75,13,38,24,217.0,99.0,15,8,24,232,1.4900589361786842,158.97490909323096
95,24,0,0,0,10.0,16,10.0,2.4070500129863888,6,1.3333333333333333,41.11080804314828,6,45.666666666666664,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,7.145000000000001,26769,917,0,0.0,9170.0,False,-0.4321984788120246,0,1.217,88142,0,6,0.6,246.6648482588897,False,0.11733926305293238,0,0.8570000000000002,92556,0,12,0.3,493.3296965177794,False,0.1747767589277798,10,8.535,63131,526,0,0.0,21624.285030695995,False,-0.2148825929290622,0,3.3770000000000007,83940,0,179,0.5,5907.0,False,-0.07737760270118177,0.2333333333333333,410084,0.0,0.0,19,0,0,19,7,7.0,16,35,26,200.0,58.0,13,11,26,764,1.6626096284016967,160.63751872163266
96,26,0,0,0,10.0,13,10.0,2.416521510954276,8,2.5,39.18901852765855,17,30.294117647058822,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,8,7.219000000000001,26443,930,0,0.0,9300.0,False,-0.436925027164071,2,1.237,88322,0,4,0.4,156.7560741106342,False,0.11904878774944698,0,0.8570000000000002,92801,0,7,0.4,274.3231296936098,False,0.17649199408636893,13,8.655000000000001,62818,528,0,0.0,20691.801782603714,False,-0.2231564658338533,0,3.377000000000001,83768,5,182,1.0,6201.945092638292,False,-0.0776380315953415,0.3,409698,0.0,0.0,14,0,0,24,11,10.5,13,37,22,263.0,87.0,17,9,22,820,1.8968553403392434,162.5343740619719
97,22,0,0,0,10.0,10,10.0,2.3648812542327353,10,2.0,39.51296024172848,8,43.0,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,10,7.311000000000002,26083,940,0,0.0,9400.0,False,-0.44253893516841725,0,1.235,88484,0,5,0.5,197.5648012086424,False,0.12135782065679683,0,0.8570000000000002,92963,0,8,0.5,316.10368193382783,False,0.1788071780972064,9,8.732000000000001,62714,528,0,0.0,20862.843007632637,False,-0.22335267725107694,0,3.377000000000001,83787,3,181,1.0,6091.538880725186,False,-0.07802243084738329,0.3333333333333333,409577,0.0,0.0,14,0,0,14,6,6.0,23,37,19,230.0,80.0,14,8,19,807,1.5932305362075567,164.12760459817946
98,19,0,0,0,10.0,9,10.0,2.3648812542327353,0,,40.11718089247623,7,47.42857142857143,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,7.301000000000002,25993,949,0,0.0,9490.0,False,-0.4433538572980804,0,1.235,88660,0,1,0.0,40.11718089247623,False,0.12258922718170838,0,0.857,93119,0,5,0.0,200.58590446238114,False,0.1800507994358093,13,8.853000000000002,62367,531,0,0.0,21302.223053904876,False,-0.22470443585274688,0,3.377000000000001,83842,0,181,0.7,5972.999999999999,False,-0.07806776313693845,0.11666666666666665,409527,0.0,0.0,11,0,0,22,6,6.0,12,34,26,149.0,81.0,11,8,26,653,1.583805643953383,165.71141024213284
99,26,0,0,0,9.999999999999998,15,10.0,2.795084224606013,6,8.0,40.5624575326906,4,49.75,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,7.3610000000000015,25732,964,0,0.0,9639.999999999998,False,-0.44672220210068814,0,1.2350000000000003,88660,0,1,0.0,40.5624575326906,False,0.12259204553099322,0,0.8570000000000002,93270,0,7,0.6,283.9372027288342,False,0.18248985519981295,15,8.990000000000002,62004,533,0,0.0,21619.78986492409,False,-0.22687277760416594,0,3.3770000000000007,83921,0,178,0.2,5873.999999999999,False,-0.07775453647763349,0.13333333333333333,409133,0.0,0.0,16,0,0,25,11,11.0,15,40,22,286.0,84.0,18,8,22,514,1.7605843618512154,167.47199460398406
100,22,0,0,0,9.999999999999998,9,10.0,2.6990046374367394,4,1.0,41.23473358312347,7,48.714285714285715,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,4,7.395000000000001,25546,973,0,0.0,9729.999999999998,False,-0.44927562477363275,2,1.2550000000000003,88754,0,4,0.4,164.9389343324939,False,0.12456921194954483,0,0.8570000000000002,93442,0,3,0.0,123.70420074937041,False,0.18365299635898888,10,9.075000000000001,61709,536,0,0.0,22101.817200554182,False,-0.22744599653563785,0,3.3770000000000007,84079,0,172,0.4,5675.999999999999,False,-0.07712808315902359,0.13333333333333333,409076,0.0,0.0,12,0,0,10,8,7.5,23,33,19,177.0,48.0,11,11,19,592,1.3962016347795725,168.86819623876363
101,19,0,0,0,9.999999999999998,11,10.0,2.72215281092098,20,2.8,39.74052293236193,11,29.363636363636363,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,20,7.591000000000003,24920,984,0,0.0,9839.999999999998,False,-0.45961608113002533,5,1.3030000000000002,88736,8,10,1.0,419.1824518109871,False,0.12595056997703036,0,0.8570000000000002,93552,0,3,0.2,119.22156879708578,False,0.18501709940248287,12,9.185,61373,539,0,0.0,21420.141860543077,False,-0.23463255932436966,0,3.377000000000001,84187,0,172,0.8,5675.999999999999,False,-0.07598135505038171,0.3333333333333333,408314,0.0,0.0,11,0,0,13,11,10.714285714285715,20,33,19,142.0,41.0,10,9,19,585,1.2957168240100145,170.16391306277364
102,19,0,0,0,9.999999999999998,12,10.0,2.72215281092098,0,,40.831907528014185,5,58.0,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,7.5710000000000015,24800,996,0,0.0,9959.999999999998,False,-0.4607026439695762,0,1.298,88736,0,18,0.8,734.9743355042554,False,0.12794935398946947,2,0.8770000000000002,93772,0,0,0.0,0.0,False,0.18704744544027546,13,9.303,60885,544,0,0.0,22212.557695239717,False,-0.23560719415147574,0,3.3770000000000007,84418,0,165,0.0,5444.999999999999,False,-0.07475499304530638,0.13333333333333333,408157,0.0,0.0,11,0,0,15,8,8.0,19,34,18,171.0,20.0,13,6,18,525,1.3403487736359239,171.50426183640957
103,18,0,0,0,9.999999999999998,6,10.0,2.7182145466964647,6,2.6666666666666665,38.18963157713042,26,30.53846153846154,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,7.631000000000001,24598,1002,0,0.0,10019.999999999998,False,-0.46381745744295544,0,1.298,88980,0,4,0.2,152.75852630852168,False,0.127353021205558,10,0.9750000000000001,93912,0,4,0.4,152.75852630852168,False,0.18978656214433973,8,9.370000000000001,60255,554,0,0.0,21157.055893730252,False,-0.24790002286166926,0,3.3770000000000007,84558,6,163,1.0,5608.137789462781,False,-0.07240240712318419,0.26666666666666666,407849,0.0,0.0,11,0,0,20,10,10.0,18,38,19,133.0,15.0,13,5,19,712,1.492222260683775,172.99648409709334
104,19,0,0,0,9.999999999999998,11,10.0,2.708896828380369,1,2.0,38.18963157713042,0,,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,7.635000000000002,24465,1013,0,0.0,10129.999999999998,False,-0.4652299891343716,0,1.2980000000000003,88980,0,4,0.0,152.75852630852168,False,0.127353021205558,0,0.9650000000000001,93910,0,5,0.1,190.9481578856521,False,0.19000296317462698,10,9.462000000000002,60125,554,0,0.0,21157.055893730252,False,-0.2492803437331826,0,3.377000000000001,84888,0,159,0.6,5246.999999999999,False,-0.07081576963506439,0.11666666666666665,407914,0.0,0.0,11,0,0,14,7,7.0,9,23,26,153.0,61.0,12,7,26,440,1.5490851113572717,174.54556920845062
105,26,0,0,0,9.999999999999998,9,10.0,2.589211025456377,9,1.6666666666666667,39.313918848210534,8,52.125,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,9,7.724000000000001,24139,1022,0,0.0,10219.999999999998,False,-0.4703187250996016,0,1.298,89110,0,2,0.1,78.62783769642107,False,0.12852946881928473,0,0.9650000000000001,94182,0,8,0.8,314.5113507856843,False,0.1942282606131049,4,9.492,59807,559,0,0.0,21976.48063614969,False,-0.2483065552704383,0,3.377000000000001,85284,0,146,0.3,4817.999999999999,False,-0.06888862934137459,0.19999999999999998,408068,0.0,0.0,18,0,0,8,6,6.0,16,24,25,224.0,102.0,14,12,25,1035,1.4853050876408815,176.0308742960915
106,25,0,0,0,9.999999999999998,9,10.0,2.524376336080038,3,1.0,39.74320922786987,9,44.0,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,3,7.745000000000002,23977,1031,0,0.0,10309.999999999998,False,-0.47243752263672584,1,1.3080000000000003,89207,0,0,0.0,0.0,False,0.12925970935237227,0,0.9650000000000001,94443,0,5,0.3,198.71604613934934,False,0.19679930658602546,9,9.578000000000001,59697,559,0,0.0,22216.453958379258,False,-0.24820051837218096,0,3.377000000000001,85251,0,144,0.9,4751.999999999999,False,-0.06958940762998907,0.19999999999999998,408121,0.0,0.0,15,0,0,11,8,7.333333333333333,15,26,28,204.0,62.0,14,11,28,717,1.530071198940277,177.56094549503177
107,28,0,0,0,9.999999999999998,12,10.0,2.514807690342727,9,2.4444444444444446,38.33989847630524,12,28.0,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,9,7.832000000000001,23625,1043,0,0.0,10429.999999999998,False,-0.47772546178920683,10,1.4070000000000003,89095,0,6,0.6,230.03939085783142,False,0.12929793528063335,0,0.9650000000000001,94495,0,6,0.3,230.03939085783142,False,0.19765582681944546,8,9.649000000000003,59418,567,0,0.0,21738.72243606507,False,-0.25369914082423706,0,3.3770000000000007,85503,0,136,0.4,4487.999999999999,False,-0.06831526528705366,0.21666666666666665,407682,0.0,0.0,16,0,0,10,9,9.0,4,14,27,224.0,72.0,14,14,27,574,1.4714215137064457,179.03236700873822
108,27,0,0,0,9.999999999999998,9,10.0,2.7651549717272226,4,7.0,39.1062078218424,7,49.0,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,4,7.863000000000001,23463,1052,0,0.0,10519.999999999998,False,-0.479844259326331,0,1.3970000000000005,89267,0,2,0.0,78.2124156436848,False,0.1305142818347997,0,0.9650000000000001,94638,0,7,0.4,273.7434547528968,False,0.19974266706385702,13,9.771,59055,570,0,0.0,22290.53845845017,False,-0.25462387074648724,0,3.3770000000000007,85562,0,133,0.4,4389.0,False,-0.0682143956849046,0.13333333333333333,407531,0.0,0.0,10,0,0,10,7,7.0,4,14,29,179.0,61.0,14,13,29,664,1.592816929332912,180.62518393807113
109,29,0,0,0,9.999999999999998,13,10.0,2.7244946876877596,5,2.2,40.026519355384565,13,46.23076923076923,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,5,7.9090000000000025,23213,1065,0,0.0,10649.999999999998,False,-0.48319449474827963,6,1.4570000000000003,89398,0,5,0.5,200.1325967769228,False,0.13294427943678755,0,0.9650000000000001,94869,0,2,0.0,80.05303871076913,False,0.20144091497487693,12,9.878000000000002,58724,573,0,0.0,22935.195590635354,False,-0.2547159427557822,0,3.377000000000001,85386,0,135,1.0,4455.0,False,-0.06973274864356929,0.25,407136,0.0,0.0,12,0,0,11,11,10.5,5,16,28,218.0,66.0,16,13,28,625,1.469846734777093,182.09503067284822
110,28,0,0,0,9.999999999999998,11,10.0,2.5968440875757004,5,1.0,40.51178335520261,4,51.5,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,5,7.954000000000002,22983,1076,0,0.0,10759.999999999998,False,-0.4863636363636364,0,1.451,89447,0,9,0.5,364.6060501968235,False,0.1346055879424074,1,0.9750000000000001,94986,0,0,0.0,0.0,False,0.2024153121677047,12,9.986,58354,577,0,0.0,23375.298995951907,False,-0.25630807171323344,0,3.3770000000000007,85650,0,127,0.0,4191.0,False,-0.06833119206634035,0.08333333333333333,406966,0.0,0.0,15,0,0,11,7,7.0,7,18,26,263.0,58.0,18,10,26,539,1.465546814724803,183.56057748757303
111,26,0,0,0,9.999999999999998,12,10.0,2.7454826146672326,8,3.875,40.72555307111819,8,43.0,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,8,8.029000000000002,22679,1088,0,0.0,10879.999999999998,False,-0.4907823252444766,0,1.451,89594,0,10,0.5,407.2555307111819,False,0.13673638874570343,4,1.0140000000000002,95012,0,3,0.3,122.17665921335458,False,0.20351775190651014,9,10.064000000000002,58246,577,0,0.0,23498.644122035195,False,-0.2567999696221362,0,3.3770000000000007,85669,0,124,0.8,4092.0,False,-0.0686550365785031,0.26666666666666666,406746,0.0,0.0,14,0,0,11,8,8.0,4,15,25,217.0,33.0,15,11,25,655,1.2121689962223172,184.77274648379534
112,25,0,0,0,9.999999999999996,8,10.0,2.6193013684278355,11,1.9090909090909092,39.383028231095736,17,32.76470588235294,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,11,8.131,22305,1096,0,0.0,10959.999999999996,False,-0.49683085838464325,0,1.451,89977,0,4,0.2,157.53211292438294,False,0.1400041275059774,6,1.0700000000000003,94955,0,9,0.9,354.44725407986164,False,0.2042663378783727,14,10.195000000000002,57721,583,0,0.0,22960.305458728813,False,-0.2652323427298032,0,3.377000000000001,85623,1,128,1.0,4263.3830282310955,False,-0.06823359792192112,0.35000000000000003,406127,0.0,0.0,11,0,0,9,10,9.75,5,14,19,199.0,63.0,14,11,19,723,2.361193492077291,187.13393997587264
113,19,0,0,0,9.999999999999996,10,10.0,2.5927548416774555,8,2.375,39.383028231095736,0,,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,8,8.200000000000001,22009,1106,0,0.0,11059.999999999996,False,-0.5012857660268019,0,1.451,89967,0,9,0.5,354.44725407986164,False,0.1411239002865959,0,1.0640000000000003,94946,0,12,0.3,472.59633877314883,False,0.20490022494033336,10,10.281000000000002,57596,583,0,0.0,22960.305458728813,False,-0.2665595743370276,0,3.377000000000001,85953,0,119,0.1,3927.0,False,-0.06651553922765738,0.15,406017,0.0,0.0,10,0,0,5,7,7.0,6,11,21,148.0,69.0,11,8,21,430,1.165938736870885,188.29987871274352
114,21,0,0,0,9.999999999999996,13,10.0,2.5927548416774555,0,,38.75178591696993,11,33.54545454545455,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,8.192,21879,1119,0,0.0,11189.999999999996,False,-0.5024628757696487,0,1.451,90081,0,7,0.0,271.2625014187895,False,0.1420404988949997,0,1.0640000000000003,95201,0,3,0.0,116.25535775090978,False,0.2058727996211892,10,10.371,57196,588,0,0.0,22786.05011917832,False,-0.2717318242576618,0,3.377000000000001,86188,0,115,0.6,3795.0,False,-0.06472112209469001,0.09999999999999999,406091,0.0,0.0,19,0,0,9,5,5.0,4,13,18,187.0,84.0,13,8,18,829,1.1024994673207402,189.40237818006426
115,18,0,0,0,9.999999999999998,10,10.0,2.5988096416299586,1,3.0,37.89314562574614,13,31.846153846153847,33.0,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,8.202,21757,1129,0,0.0,11289.999999999998,False,-0.5037667511771098,2,1.471,90254,0,1,0.1,37.89314562574614,False,0.14275338716913352,1,1.0740000000000003,95334,0,0,0.0,0.0,False,0.20682059851131704,10,10.461000000000002,56982,590,0,0.0,22356.955919190226,False,-0.27628207430803337,0,3.3770000000000007,86186,1,115,1.0,3832.893145625746,False,-0.06454118587811904,0.18333333333333335,406059,0.0,0.0,15,0,0,6,9,8.4,4,10,15,133.0,68.0,10,8,15,747,1.0272440239787102,190.42962220404297
116,15,0,0,0,9.999999999999998,9,10.0,2.5705345163411897,3,2.0,37.93350711344497,12,38.25,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,3,8.231000000000002,21596,1138,0,0.0,11379.999999999998,False,-0.5058674393335748,4,1.509,90180,0,2,0.2,75.86701422688994,False,0.142056983987967,7,1.1430000000000002,95461,0,1,0.1,37.93350711344497,False,0.2086683724942621,9,10.541,56487,597,0,0.0,22646.303746726644,False,-0.2800017851438897,0,3.3770000000000007,86479,0,110,0.6,3629.999999999999,False,-0.06250729977383973,0.15,405749,0.0,0.0,10,0,0,7,10,9.8,3,10,17,124.0,15.0,10,5,17,453,0.9866598946973681,191.41628209874034
117,17,0,0,0,9.999999999999998,10,10.0,2.4856089133743406,10,2.0,35.68020747720117,12,17.75,32.99999999999999,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,10,8.328000000000001,21232,1148,0,0.0,11479.999999999998,False,-0.5115537848605578,4,1.5450000000000002,90113,0,4,0.4,142.7208299088047,False,0.1416319866189984,5,1.1860000000000004,95402,0,6,0.6,214.08124486320702,False,0.2090364147859589,14,10.671999999999999,56202,598,0,0.0,21336.764071366302,False,-0.2899801230005717,0,3.377000000000001,86522,1,114,1.0,3797.6802074772004,False,-0.061160530215875746,0.3333333333333333,405017,0.0,0.0,11,0,0,8,14,13.6,2,10,11,149.0,66.0,10,7,11,356,1.0415341211482882,192.45781621988863
118,11,0,0,0,9.999999999999998,7,10.0,2.4856089133743406,0,,37.04852092422994,13,47.23076923076923,32.999999999999986,13,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,8.318,21162,1155,0,0.0,11549.999999999998,False,-0.5121876131836292,4,1.5810000000000002,90363,0,0,0.0,0.0,False,0.14389336168919944,0,1.1810000000000003,95622,0,1,0.0,37.04852092422994,False,0.21070084890959184,13,10.787999999999998,55835,601,0,0.0,22266.161075462194,False,-0.2889427746813997,0,3.3770000000000007,86082,1,124,1.0,4129.048520924228,False,-0.0640731754763475,0.16666666666666666,404610,0.0,0.0,8,0,0,3,8,8.0,3,6,18,70.0,15.0,6,5,18,466,0.8796462565660477,193.33746247645468
119,18,0,0,0,10.0,7,10.0,2.4603916211738306,12,2.3333333333333335,37.04852092422994,0,,32.999999999999986,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,12,8.438,20770,1162,0,0.0,11620.0,False,-0.5186526620789569,0,1.5770000000000002,90353,0,5,0.5,185.2426046211497,False,0.14493925391552206,0,1.181,95604,0,8,0.7,296.3881673938395,False,0.21211446255122937,13,10.905000000000001,55632,601,0,0.0,22266.161075462194,False,-0.29109819881153215,0,3.3770000000000007,86313,0,118,0.1,3893.999999999998,False,-0.06286830677100477,0.21666666666666667,404218,0.0,0.0,7,0,0,5,11,11.0,7,12,20,142.0,48.0,12,6,20,301,1.0949098961427808,194.43237237259746
120,20,0,0,0,10.0,10,10.0,2.067532540131442,24,1.0,36.57954752702392,4,25.0,32.999999999999986,13,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,24,8.666,20094,1172,0,0.0,11720.0,False,-0.5299891343716044,0,1.5770000000000004,90429,14,11,1.0,431.3204783591033,False,0.14745886170413117,0,1.181,95604,0,8,0.0,292.63638021619136,False,0.21209071586039924,13,11.022000000000002,55335,605,0,0.0,22130.62625384947,False,-0.2949712455067929,0,3.377000000000001,86313,0,118,0.0,3893.999999999998,False,-0.06286830677100477,0.16666666666666666,403321,0.0,0.0,7,0,0,9,9,9.0,3,12,16,155.0,39.0,12,8,16,200,1.25829416513443,195.6906665377319
121,16,0,0,0,10.0,13,10.0,2.004679102589375,10,1.5,34.39792529952936,12,17.583333333333332,32.99999999999998,14,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,10,8.742,19699,1185,0,0.0,11850.0,False,-0.5359652299891343,0,1.5770000000000002,90499,4,16,1.0,558.3855212028272,False,0.1491492323738089,0,1.181,95730,0,11,1.0,378.377178294823,False,0.21422842408662982,14,11.149000000000003,55054,606,0,0.0,20845.142731514792,False,-0.30477939960546824,0,3.377000000000001,86158,1,128,1.0,4258.397925299527,False,-0.06257951218770487,0.5,402686,0.0,0.0,9,0,0,6,10,10.0,5,11,19,143.0,57.0,11,5,19,341,1.220971118658781,196.91163765639067
122,19,0,0,0,10.0,12,10.0,1.9924664058439039,1,1.0,34.508743475613294,9,35.666666666666664,32.99999999999998,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,8.742,19555,1197,0,0.0,11970.0,False,-0.5374864179645056,0,1.5770000000000002,90498,0,21,0.5,724.6836129878792,False,0.15018914636809372,0,1.181,96051,0,2,0.0,69.01748695122659,False,0.21633384909964573,12,11.255,54876,606,0,0.0,20912.298546221657,False,-0.30631285213460435,0,3.377000000000001,85837,0,138,1.0,4553.999999999997,False,-0.06441851328824286,0.25,402363,0.0,0.0,9,0,0,7,9,9.0,6,13,16,198.0,56.0,13,6,16,441,1.1851509725674987,198.09678862895817
