index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,23,0,0,0,10.000000000000002,20,10.0,11.876291903255451,17,31.647058823529413,17.05690003916517,15,14.666666666666666,40.0,20,40.0,0,0.2,33895,7,53,1.0,699.4434708725389,False,0.0284935648557266,0,2.2970000000000006,22561,103,0,0.0,1030.0000000000002,False,-0.3069437770302739,0,0.2,49719,0,19,0.6,324.08110074413827,False,-0.0012606008655280207,15,2.0240000000000005,40666.0,271,0,0.0,3218.4751057822273,False,-0.15354722183062802,1,0.5430000000000001,69642,0,5,0.5,200.0,False,0.008094591078604262,10,0.9300000000000002,65670,154,0,0.0,2626.7626060314365,False,-0.03178021301760981,0.35000000000000003,282153,0.0,0.0,10,0,0,8,6,5.333333333333333,13,21,24,172.0,82.0,10,13,24,1018,1.5008221909520216,35.23667927400675
11,24,0,0,0,10.000000000000002,20,10.0,11.304299941728754,38,8.342105263157896,16.86871732625685,21,15.714285714285714,40.0,20,40.0,0,0.2,34113,4,54,1.0,650.4321968533527,False,0.03430490444577949,29,2.5870000000000006,21735,116,0,0.0,1160.0000000000002,False,-0.3297993753003364,0,0.2,49719,0,19,0.0,320.5056291988801,False,-0.0012963956711629719,21,2.2190000000000007,39687.0,309,0,0.0,3493.028681994185,False,-0.17040056180928456,2,0.562,69698,0,8,0.8,320.0,False,0.009771327802029429,13,1.0500000000000003,65252,167,0,0.0,2817.075793484894,False,-0.0364467940108345,0.3,280204,0.0,0.0,7,0,0,9,10,9.4,15,24,21,164.0,94.0,13,11,21,568,2.607784311985597,37.844463585992344
12,21,0,0,0,10.000000000000002,20,10.0,11.2550944822589,29,10.89655172413793,16.60938903933168,18,14.666666666666666,40.00000000000001,20,40.0,0,0.2,34237,4,57,1.0,681.5403854887572,False,0.038496221550467856,22,2.778000000000001,21057,126,0,0.0,1260.0000000000002,False,-0.3486604997597309,0,0.2,49495,0,26,0.7,431.8441150226237,False,-0.004666785649701384,18,2.3780000000000006,39067.0,331,0,0.0,3725.4362736276958,False,-0.18048778358133413,4,0.6000000000000001,69938,0,3,0.3,120.00000000000003,False,0.011794975571680496,8,1.1170000000000002,64958,182,0,0.0,3022.908805158366,False,-0.03920883463069608,0.3333333333333333,278752,0.0,0.0,9,0,0,9,8,7.8,13,22,23,157.0,89.0,11,10,23,704,1.5532593069947325,39.397722892987076
13,23,0,0,0,10.000000000000002,20,10.0,12.305053559591672,62,15.967741935483874,16.226116460342062,43,15.0,40.00000000000001,20,40.0,0,0.2,35077,6,35,1.0,490.6768745857085,False,0.060858314430948336,30,3.056000000000001,20019,134,0,0.0,1340.0000000000002,False,-0.3786340701585776,0,0.2,49495,0,26,0.0,421.87902796889364,False,-0.0047665482543558955,43,2.7900000000000005,36060.0,393,0,0.0,4835.886048919527,False,-0.22957826717003524,6,0.6560000000000001,69968,0,2,0.2,80.00000000000001,False,0.011939521840941285,11,1.2190000000000003,64185,223,0,0.0,3618.42397065628,False,-0.04607828647150801,0.19999999999999998,274804,0.0,0.0,8,0,0,8,13,12.833333333333334,14,22,16,168.0,82.0,10,13,16,1240,1.5990935810259543,40.99681647401303
14,16,0,0,0,10.000000000000002,20,10.0,11.773912361498406,22,5.7272727272727275,16.0555277514745,31,15.161290322580646,40.00000000000001,20,40.0,0,0.2,34957,8,45,1.0,609.8260562674283,False,0.05904351958594765,22,3.246000000000001,19383,142,0,0.0,1420.0000000000002,False,-0.39653411821239787,0,0.2,49495,0,26,0.0,417.443721538337,False,-0.004810951049792399,31,3.057000000000001,34706.0,415,0,0.0,4886.173630021838,False,-0.25618519111382915,8,0.7300000000000002,69670,8,10,1.0,528.444222011796,False,0.010873089980137949,10,1.308,63847,236,0,0.0,3789.104549347982,False,-0.04973038832826475,0.3333333333333333,272058,0.0,0.0,5,0,0,9,14,13.6,12,21,22,123.0,30.0,11,5,22,200,1.411270136013627,42.40808661002666
15,22,0,0,0,10.000000000000002,20,10.0,11.376036979801073,60,9.75,15.85498873224629,35,14.857142857142858,40.00000000000001,20,40.0,0,0.2,35231,9,43,1.0,579.1695901314462,False,0.06681237371052758,48,3.704000000000002,17433,151,0,0.0,1510.0000000000002,False,-0.45374819798173954,0,0.2,49303,0,32,0.6,507.3596394318813,False,-0.007755089305703505,35,3.3760000000000012,32887.0,469,0,0.0,5335.361343526703,False,-0.2881090687217013,0,0.7220000000000002,69912,6,11,1.0,535.1299323934778,False,0.014419429420900418,11,1.4080000000000004,63277,263,0,0.0,4169.862036580775,False,-0.05521767196249911,0.43333333333333335,268043,0.0,0.0,11,0,0,10,12,12.0,15,25,21,200.0,72.0,13,9,21,944,1.2176526630064473,43.625739273033105
16,21,0,0,0,10.000000000000002,20,10.0,11.465256838792124,29,12.310344827586206,16.017699079897692,21,17.476190476190474,40.00000000000001,20,40.0,0,0.2,35461,8,43,1.0,573.0060440680613,False,0.0736275535209645,19,3.846000000000001,16801,162,0,0.0,1620.0000000000002,False,-0.47107760691975015,0,0.2,49391,0,30,0.0,480.5309723969308,False,-0.0062617033838206215,19,3.531000000000001,31932.0,498,0,0.0,5709.697905718478,False,-0.3034829218152483,0,0.7220000000000002,70118,5,11,1.0,520.0884953994885,False,0.01728837338758263,10,1.497,62962,275,0,0.0,4404.867246971866,False,-0.058072423123269976,0.3333333333333333,266665,0.0,0.0,12,0,0,12,9,9.0,14,26,23,210.0,48.0,15,6,23,1008,1.496477283013519,45.122216556046624
17,23,0,0,0,10.000000000000002,20,10.0,12.41711492806538,14,31.0,15.967368894013603,16,15.375,40.00000000000001,20,40.0,0,0.2,35805,7,39,1.0,554.2674821945499,False,0.08367773129196532,0,3.8270000000000013,16691,173,0,0.0,1730.0000000000002,False,-0.47272945699183083,0,0.2,49391,0,30,0.0,479.0210668204081,False,-0.006276819369489739,16,3.6720000000000006,31091.0,512,0,0.0,6357.562843169475,False,-0.3138358677401742,0,0.7220000000000002,70488,0,10,1.0,400.00000000000006,False,0.02176866815067503,9,1.5770000000000004,62662,286,0,0.0,4566.6675036878905,False,-0.06123943002740678,0.3333333333333333,266128,0.0,0.0,11,0,0,10,5,5.0,15,25,21,166.0,43.0,13,10,21,1074,1.5270709380274639,46.64928749407409
18,21,0,0,0,10.000000000000002,20,10.0,11.51270451078602,29,3.4482758620689653,15.940058441546762,33,15.787878787878787,40.00000000000001,20,40.0,0,0.2,35735,4,49,1.0,604.122521028515,False,0.08232404074105777,29,4.117000000000001,15711,186,0,0.0,1860.0000000000002,False,-0.5002102354637193,0,0.2,49391,0,30,0.0,478.20175324640286,False,-0.006285021691830763,33,3.986000000000001,29727.0,541,0,0.0,6228.373140335238,False,-0.3424398011739624,1,0.7320000000000002,70880,0,0,0.0,0.0,False,0.024543956520482205,9,1.6580000000000004,62015,319,0,0.0,5084.878642853417,False,-0.0668462993057918,0.16666666666666666,263459,0.0,0.0,8,0,0,11,10,9.25,14,25,17,219.0,51.0,14,7,17,480,1.404617035004776,48.053904529078864
19,17,0,0,0,10.000000000000002,20,10.0,12.301950945375873,62,15.596774193548388,16.41588435872998,58,18.017241379310345,40.00000000000001,20,40.0,0,0.2,36423,5,33,1.0,455.96438119740384,False,0.10076231951581885,36,4.448000000000001,14447,195,0,0.0,1950.0000000000005,False,-0.5368212397885632,0,0.2,49616,0,25,0.0,410.3971089682495,False,-0.002458782746994179,53,4.483000000000001,25938.0,603,0,0.0,7418.076420061651,False,-0.40639439752461104,12,0.851,70478,4,10,1.0,465.66353743492,False,0.02209869284954839,8,1.7290000000000003,61104,363,0,0.0,5958.966022218982,False,-0.07369716095068815,0.3333333333333333,258006,0.0,0.0,9,0,0,12,16,16.0,12,24,17,126.0,45.0,12,5,17,1223,1.4303432360175066,49.48424776509637
20,17,0,0,0,10.000000000000002,20,10.0,12.63070247575325,35,15.342857142857143,16.490809240447195,8,18.625,40.00000000000001,20,40.0,0,0.2,36803,5,28,1.0,403.659669321091,False,0.1113896514494397,20,4.612000000000002,13758,205,0,0.0,2050.0000000000005,False,-0.5560127342623739,0,0.2,49660,0,24,0.0,395.7794217707327,False,-0.0017241368155261202,7,4.500000000000001,25254.0,638,0,0.0,8058.388179530573,False,-0.4136794391765721,0,0.8390000000000002,70878,0,4,0.4,160.00000000000003,False,0.02567141742071637,10,1.8210000000000002,60809,371,0,0.0,6118.09022820591,False,-0.07681123537765669,0.2333333333333333,257162,0.0,0.0,11,0,0,12,7,7.0,12,24,15,141.0,45.0,12,5,15,1124,1.2260894930223003,50.71033725811867
21,15,0,0,0,10.000000000000002,20,10.0,11.95399753163269,18,1.0,16.376988346266344,19,15.105263157894736,40.00000000000001,20,40.0,0,0.2,36713,4,38,1.0,494.25190620204216,False,0.11004703126805088,18,4.772000000000001,13216,216,0,0.0,2160.0000000000005,False,-0.5706391158097068,0,0.2,49660,0,24,0.0,393.04772031039226,False,-0.0017514844594906831,19,4.683000000000001,24664.0,656,0,0.0,7841.822380751044,False,-0.4276607562394778,6,0.8990000000000002,70904,0,5,0.5,200.00000000000003,False,0.026336330259316008,10,1.9110000000000003,60454,385,0,0.0,6305.140513312543,False,-0.08059075689259824,0.25,255611,0.0,0.0,7,0,0,6,9,8.5,12,18,18,93.0,55.0,6,9,18,280,1.1104586740257218,51.82079593214439
22,18,0,0,0,10.000000000000002,20,10.0,10.986514798862256,46,5.130434782608695,17.001409521212388,15,25.666666666666668,40.00000000000001,20,40.0,0,0.2,36625,6,47,1.0,576.366195546526,False,0.10863716655974473,45,5.2040000000000015,11645,224,0,0.0,2240.0000000000005,False,-0.6166206150888995,0,0.2,49885,0,19,0.0,323.0267809030354,False,0.0020525666837161,10,4.764000000000001,24228.0,702,0,0.0,7712.533388801304,False,-0.43768487316993726,7,0.9630000000000001,71028,0,0,0.0,0.0,False,0.026683241305541904,8,1.9810000000000003,59991,400,0,0.0,6800.563808484955,False,-0.08370266970826987,0.16666666666666666,253402,0.0,0.0,8,0,0,5,8,7.714285714285714,14,19,23,117.0,60.0,8,10,23,577,1.3021514299907722,53.122947362135164
23,23,0,0,0,10.000000000000002,20,10.0,10.983810802714059,13,10.923076923076923,16.967682791216156,7,16.0,40.00000000000001,20,40.0,0,0.2,36639,7,53,1.0,652.1419725438451,False,0.1101955486025926,9,5.249000000000001,11348,233,0,0.0,2330.0000000000005,False,-0.6241890917827967,0,0.2,49885,0,19,0.0,322.38597303310695,False,0.0020461514199213355,7,4.824000000000002,23946.0,715,0,0.0,7853.424723940552,False,-0.4419207039490174,9,1.0460000000000003,70908,0,0,0.0,0.0,False,0.02494868607441242,11,2.0830000000000006,59711,407,0,0.0,6905.846896024976,False,-0.0869890513715636,0.16666666666666666,252437,0.0,0.0,10,0,0,10,8,8.0,14,24,21,154.0,60.0,13,10,21,324,1.6644892069743946,54.78743656910956
24,21,0,0,0,10.000000000000002,20,10.0,12.19644315621327,16,33.0,16.743229507878397,39,15.666666666666666,40.00000000000001,20,40.0,0,0.2,37067,7,47,1.0,643.2328283420237,False,0.12291615852267572,0,5.240000000000001,11248,243,0,0.0,2430.0000000000005,False,-0.6256907736665065,0,0.2,49885,0,19,0.0,318.12136064968956,False,0.0020034574788732325,39,5.207000000000002,21888.0,731,0,0.0,8915.5999471919,False,-0.47249319290413366,8,1.1170000000000004,70758,0,4,0.4,160.00000000000003,False,0.023936862189586888,12,2.192,58966,442,0,0.0,7400.5074424822515,False,-0.09418268160444732,0.2333333333333333,249812,0.0,0.0,7,0,0,8,9,9.0,16,24,21,183.0,69.0,13,8,21,728,1.4241321820300072,56.211568751139566
25,21,0,0,0,10.000000000000002,20,10.0,12.955647187728047,11,31.0,16.455344537139915,32,14.625,40.00000000000001,20,40.0,0,0.2,37318,6,46,1.0,655.9597706354901,False,0.1306457197656698,0,5.240000000000001,11138,254,0,0.0,2540.0000000000005,False,-0.6273426237385872,0,0.2,49885,0,19,0.0,312.6515462056584,False,0.0019486980038208384,32,5.488000000000002,20428.0,742,0,0.0,9613.090213294212,False,-0.4947432102625519,4,1.1490000000000002,70753,0,8,0.8,320.00000000000006,False,0.025020959209042813,12,2.3000000000000007,58439,466,0,0.0,7668.190554307201,False,-0.09986564023657016,0.3,247961,0.0,0.0,7,0,0,9,9,8.2,16,25,20,173.0,67.0,14,7,20,541,1.417843213013839,57.629411964153405
26,20,0,0,0,10.000000000000002,20,10.0,12.848386901355907,31,12.0,16.399678114460208,12,15.416666666666666,40.00000000000001,20,40.0,0,0.2,37590,4,45,1.0,618.1774105610158,False,0.13824749835657452,20,5.440000000000001,10538,266,0,0.0,2660.0000000000005,False,-0.6435607880826526,0,0.2,49885,0,19,0.0,311.59388417474395,False,0.0019381095244147557,12,5.576000000000001,19760.0,773,0,0.0,9931.803074748115,False,-0.5049274880391227,1,1.1550000000000002,71065,0,0,0.0,0.0,False,0.02721806250180683,11,2.3980000000000006,58094,478,0,0.0,7839.046138711979,False,-0.10361765966066339,0.16666666666666666,246932,0.0,0.0,8,0,0,5,7,7.0,16,21,22,162.0,90.0,10,10,22,872,1.5345815470209345,59.16399351117434
27,22,0,0,0,10.000000000000002,20,10.0,13.015878697829809,23,14.826086956521737,16.399678114460208,0,,40.00000000000001,20,40.0,0,0.2,37780,7,45,1.0,655.7145414023414,False,0.14451757780818025,13,5.550000000000002,10124,273,0,0.0,2730.0000000000005,False,-0.6549435367611726,0,0.2,49885,0,19,0.0,311.59388417474395,False,0.0019381095244147557,0,5.564000000000002,19419.0,796,0,0.0,10360.639443472528,False,-0.5074619629637942,8,1.2340000000000002,70987,0,0,0.0,0.0,False,0.026090601601572665,12,2.507000000000001,57908,478,0,0.0,7839.046138711979,False,-0.10630622026891408,0.16666666666666666,246103,0.0,0.0,7,0,0,6,7,7.0,17,23,22,195.0,88.0,12,10,22,520,1.7729482290451415,60.93694174021948
28,22,0,0,0,10.000000000000002,20,10.0,12.934451536817898,32,12.3125,16.170150123075373,25,14.32,40.00000000000001,20,40.0,0,0.2,38052,5,44,1.0,619.1158676199875,False,0.15213713160169368,21,5.747000000000002,9521,285,0,0.0,2850.0000000000005,False,-0.6712518020182604,0,0.2,49885,0,19,0.0,307.2328523384321,False,0.0018944503077290055,25,5.814000000000001,18162.0,828,0,0.0,10709.72587248522,False,-0.5291353728927877,12,1.346,70678,0,8,0.8,320.00000000000006,False,0.023936862189586888,8,2.575000000000001,57581,495,0,0.0,8004.22431092231,False,-0.10983908884592593,0.3,243879,0.0,0.0,6,0,0,9,10,10.0,14,23,20,169.0,88.0,12,10,20,552,1.6527085760026239,62.589650316222105
29,20,0,0,0,10.000000000000002,20,10.0,12.711807777667232,16,9.25,15.941082073881109,73,15.301369863013699,40.00000000000001,20,40.0,0,0.2,38028,7,51,1.0,718.3021966610288,False,0.15290578743183902,13,5.8560000000000025,9168,293,0,0.0,2930.0000000000005,False,-0.6806523306102835,0,0.2,49885,0,19,0.0,302.8805594037411,False,0.0018508785780448136,73,6.519000000000001,12987.0,844,0,0.0,10728.765764351145,False,-0.6325608104642084,0,1.3340000000000003,70444,8,17,1.0,807.528656591049,False,0.02407800191228246,19,2.7570000000000006,56322,550,0,0.0,8767.59514063461,False,-0.12252034387098802,0.3333333333333333,236834,0.0,0.0,7,0,0,6,16,16.0,15,21,17,163.0,39.0,11,9,17,336,2.125222233007662,64.71487254922977
30,17,0,0,0,10.000000000000002,20,10.0,12.951610823969647,3,32.0,15.85636058740536,41,15.341463414634147,40.00000000000001,20,40.0,0,0.2,38014,8,58,1.0,831.1934277902395,False,0.15418058367056453,0,5.843000000000002,9078,302,0,0.0,3020.0000000000005,False,-0.6820038443056223,0,0.2,49885,0,19,0.0,301.27085116070185,False,0.0018347634466673196,41,6.856000000000002,11062.0,847,0,0.0,10970.014367902291,False,-0.668688787763272,0,1.334,70849,3,15,1.0,647.5690817622162,False,0.02877604782864201,8,2.818000000000001,55672,586,0,0.0,9291.827304219541,False,-0.12812706119930375,0.3333333333333333,234560,0.0,0.0,9,0,0,6,8,8.0,15,21,13,114.0,39.0,9,8,13,776,1.2122987740440294,65.9271713232738
31,13,0,0,0,10.000000000000002,20,10.0,13.968932049786819,30,21.333333333333332,15.787406490154265,47,15.404255319148936,40.00000000000001,20,40.0,0,0.2,38442,8,52,1.0,806.3844665889146,False,0.1666624289192233,14,5.983000000000002,8740,312,0,0.0,3120.0000000000005,False,-0.6906535319557905,0,0.2,49885,0,19,0.0,299.960723312931,False,0.0018216474783050562,47,7.285000000000002,8116.0,877,0,0.0,12250.75340766304,False,-0.7148531013969341,0,1.3340000000000003,71124,4,14,1.0,623.1496259606172,False,0.03257458317163873,9,2.900000000000001,54995,622,0,0.0,9819.766836875953,False,-0.13409725913622078,0.3333333333333333,231302,0.0,0.0,10,0,0,3,10,10.0,14,17,16,86.0,33.0,7,6,16,1168,0.8460086639970541,66.77317998727085
