index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,17,0,0,0,10.000000000000002,20,10.0,19.205112604711033,0,,27.836007450016528,33,29.96969696969697,40.99999999999999,11,41.0,0,3.782000000000001,65645,19,20,1.0,574.1022520942207,False,0.13343735819231753,0,6.527000000000002,42315,535,0,0.0,5350.000000000001,False,-0.22657727350868145,0,0.29000000000000004,77162,664,210,1.0,18597.756334031597,False,-0.017277842181655227,28,8.751,58198,460,0,0.0,8834.351798167076,False,-0.2883102499507446,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,110392,750,22,1.0,21779.005587512394,False,-0.03863102696083233,0.5,479797,0.0,0.0,18,0,0,10,1,1.0,13,23,19,90.0,96.0,5,12,19,856,1.3375943170394748,163.37946236587595
55,19,0,0,0,10.000000000000002,20,10.0,19.959131162346157,34,28.0,27.863718257181848,60,28.0,40.99999999999999,10,41.0,14,3.9220000000000006,66106,21,10,1.0,409.5913116234616,False,0.13994835234333383,0,6.527000000000002,42235,543,0,0.0,5430.000000000001,False,-0.2272649131854908,0,0.29000000000000004,76686,671,220,1.0,19522.59502651428,False,-0.017432201120047005,60,9.323,57362,477,0,0.0,9520.505564439118,False,-0.2939128586601703,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,109122,800,22,1.0,23192.97460574548,False,-0.04309391381338239,0.5,477596,0.0,0.0,15,0,0,14,3,3.0,12,26,20,126.0,96.0,7,12,20,1170,1.4290928770205937,164.80855524289655
56,20,0,0,0,10.000000000000002,20,10.0,20.086134307775243,31,21.548387096774192,26.780064256746233,85,22.705882352941178,40.99999999999999,10,41.0,11,4.018000000000001,66311,25,10,1.0,450.8613430777525,False,0.14382724207562114,10,6.627000000000002,41990,549,0,0.0,5490.000000000001,False,-0.23096097644834107,0,0.29000000000000004,76018,692,230,1.0,20059.0197200321,False,-0.02197622372994105,85,10.113000000000001,53777,477,0,0.0,9581.086064808791,False,-0.33431601104324343,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,107602,875,22,1.0,24334.556224652955,False,-0.05061806418828844,0.5,471783,0.0,0.0,18,0,0,12,6,6.0,18,30,19,150.0,61.0,10,10,19,900,1.5619212849996984,166.37047652789624
57,19,0,0,0,10.000000000000002,20,10.0,20.539304262757284,20,28.45,26.97912767668127,71,28.000000000000004,40.99999999999999,11,41.0,10,4.107,66510,29,10,1.0,495.39304262757287,False,0.14763102151132523,0,6.617000000000002,41930,555,0,0.0,5550.000000000001,False,-0.2314767062059481,0,0.29000000000000004,76402,691,225,1.0,20262.96297281857,False,-0.0164526262896615,56,10.588000000000001,52053,488,0,0.0,10023.180480225554,False,-0.35139870835620446,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,106065,936,21,1.0,26113.463505373667,False,-0.05575100667681163,0.5,469045,0.0,0.0,20,0,0,8,3,2.909090909090909,18,26,21,129.0,94.0,8,11,21,1557,1.5867688700091094,167.95724539790535
58,21,0,0,0,10.000000000000002,20,10.0,20.185743867535102,24,15.291666666666666,26.40684770617802,74,23.37837837837838,41.0,11,41.0,0,4.097000000000001,66652,30,11,1.0,522.0431825428861,False,0.1503012135339771,15,6.767000000000002,41540,564,0,0.0,5640.000000000001,False,-0.23740759841842873,0,0.29000000000000004,76035,705,235,1.0,20436.55863756408,False,-0.019637429458837303,74,11.272000000000002,49398,488,0,0.0,9850.64300735713,False,-0.3825562166413366,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,104786,1000,20,1.0,27226.84770617802,False,-0.06147656570814463,0.5,464496,0.0,0.0,14,0,0,8,6,6.0,22,30,22,135.0,93.0,10,11,22,903,1.666494393022731,169.62373979092808
59,22,0,0,0,10.000000000000002,20,10.0,20.052456292410355,33,18.757575757575758,26.878634901321377,14,41.0,41.0,12,41.0,7,4.167000000000001,66905,29,10,1.0,490.52456292410363,False,0.15437961632219452,15,6.902000000000002,41130,575,0,0.0,5750.000000000001,False,-0.24351040055011175,0,0.29000000000000004,76242,719,231,1.0,20626.680736448285,False,-0.01620417626278233,0,11.198,49146,497,0,0.0,9966.070777327946,False,-0.3847644901892003,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,104704,1004,18,1.0,27724.149440926663,False,-0.060155564817380706,0.5,464212,0.0,0.0,20,0,0,11,4,3.7777777777777777,18,29,17,153.0,64.0,11,11,17,1518,1.736552003014367,171.36029179394245
60,17,0,0,0,10.000000000000002,20,10.0,19.46492007418936,15,7.0,26.878634901321377,0,,41.0,15,41.0,0,4.160000000000001,66775,32,20,1.0,709.2984014837873,False,0.1540252570180832,15,7.037000000000001,40750,582,0,0.0,5820.000000000001,False,-0.24944129276259241,0,0.29000000000000004,76137,724,241,1.0,20570.35314493155,False,-0.017717728004162554,0,11.198000000000004,49146,497,0,0.0,9674.065276872112,False,-0.3864239706477984,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,105319,994,13,1.0,27250.36309191345,False,-0.05715840397957489,0.5,464212,0.0,0.0,18,0,0,13,3,3.0,16,29,19,117.0,69.0,9,8,19,815,1.515744190022815,172.87603598396527
61,19,0,0,0,10.000000000000002,20,10.0,19.403334883788993,21,18.523809523809526,26.951595683187694,9,30.11111111111111,40.99999999999999,9,41.0,0,4.160000000000001,67044,27,19,1.0,638.663362791991,False,0.15804249065490797,10,7.122000000000001,40415,597,0,0.0,5970.000000000001,False,-0.2539109506618532,0,0.29000000000000004,76282,724,246,1.0,20678.106993927402,False,-0.015457274900675217,4,11.238000000000001,48747,508,0,0.0,9856.89412096481,False,-0.38992001613436533,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,105417,993,14,1.0,27336.93451340538,False,-0.05603846651577277,0.5,463990,0.0,0.0,14,0,0,13,3,3.0,21,34,11,171.0,34.0,12,7,11,1103,1.792442785052117,174.66847876901738
62,11,0,0,0,10.000000000000002,20,10.0,18.883241764185392,41,15.21951219512195,26.431958828399384,15,14.0,40.999999999999986,10,41.0,0,4.160000000000001,67223,31,18,1.0,649.8983517553371,False,0.16121624851087624,30,7.412000000000002,39765,603,0,0.0,6030.000000000001,False,-0.26456936565239814,0,0.29000000000000004,75878,735,256,1.0,20645.764156746507,False,-0.020232981230342326,15,11.384000000000002,48122,528,0,0.0,9970.351651489887,False,-0.3963790383634542,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.4880000000000001,105617,998,14,1.0,26953.094910742584,False,-0.05597441674629385,0.5,462690,0.0,0.0,15,0,0,10,6,6.0,18,28,14,93.0,45.0,6,5,14,929,1.2648111880407669,175.93328995705815
63,14,0,0,0,10.0,20,10.0,19.189582473892056,32,22.03125,26.823884625725945,22,32.81818181818182,41.0,10,41.0,4,4.200000000000001,67676,29,10,1.0,481.89582473892057,False,0.1675597028084831,10,7.482000000000002,39470,615,0,0.0,6150.0,False,-0.2686092487536531,0,0.29000000000000004,76176,743,252,1.0,21017.478703784735,False,-0.01473341571598,8,11.449000000000002,47569,542,0,0.0,10400.753700849495,False,-0.4002184920559581,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,105305,1010,14,1.0,27666.123471983206,False,-0.055621562871137835,0.5,462281,0.0,0.0,18,0,0,10,4,3.8,19,29,14,111.0,51.0,7,7,14,1697,1.4483236729865894,177.38161363004474
64,14,0,0,0,10.0,20,10.0,18.93344841568829,33,16.636363636363637,26.823884625725945,0,,41.0,10,41.0,3,4.226000000000001,67856,31,10,1.0,499.3344841568829,False,0.17080397528070218,20,7.672000000000002,38970,623,0,0.0,6230.0,False,-0.27651710503696064,0,0.29000000000000004,75851,758,262,1.0,21379.41167103192,False,-0.016370513684591522,0,11.441,47345,550,0,0.0,10413.39662862856,False,-0.40269264597681,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,105715,1000,14,1.0,27397.884625725947,False,-0.0534347246414096,0.5,461822,0.0,0.0,15,0,0,10,5,4.375,16,26,12,126.0,51.0,7,7,12,755,1.205294009996578,178.58690764004132
65,12,0,0,0,10.0,20,10.0,19.507929143398602,53,22.71698113207547,28.09923221884449,86,32.883720930232556,41.0,15,41.0,28,4.503000000000001,67964,30,10,1.0,495.079291433986,False,0.17262402691622827,15,7.802000000000002,38565,634,0,0.0,6340.0,False,-0.2825339522090425,0,0.29000000000000004,76393,782,244,1.0,22111.413251535763,False,-0.006050094613974817,58,12.021000000000003,46455,569,0,0.0,11100.011682593804,False,-0.4089064020493413,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,1,0.49800000000000005,103453,1076,10,1.0,30644.773867476673,False,-0.058496397814289273,0.5,458915,0.0,0.0,20,0,0,11,8,7.233333333333333,17,28,15,111.0,45.0,7,5,15,2148,1.3635097519727424,179.95041739201406
66,15,0,0,0,10.0,20,10.0,18.674385838609656,25,8.2,28.13136586012968,9,29.444444444444443,41.0,0,,0,4.475000000000001,67874,29,20,1.0,663.4877167721932,False,0.17252439158305127,25,8.037000000000003,37850,645,0,0.0,6450.0,False,-0.29388000687639676,0,0.29000000000000004,76393,797,249,1.0,21888.195612544187,False,-0.0073186505464577925,4,12.003000000000004,46379,569,0,0.0,10625.725542168893,False,-0.4124656144953519,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4970000000000001,103188,1075,20,1.0,31061.218299639408,False,-0.05894646149720815,0.5,457769,0.0,0.0,12,0,0,12,6,6.0,21,33,21,138.0,45.0,10,5,21,405,1.477441111986991,181.42785850400105
67,21,0,0,0,10.000000000000002,20,10.0,18.814566089816225,42,19.833333333333332,28.119394403314292,34,28.0,41.0,0,,7,4.545000000000001,68266,31,10,1.0,498.1456608981623,False,0.17784206344248027,15,8.162,37505,653,0,0.0,6530.000000000001,False,-0.2991232594120681,0,0.29000000000000004,75879,818,259,1.0,22673.238211928074,False,-0.00869938843654834,34,12.339000000000002,45856,580,0,0.0,10912.44833209341,False,-0.41678062120177417,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4970000000000001,102236,1099,30,1.0,32133.21444924241,False,-0.06224400757305538,0.5,455827,0.0,0.0,12,0,0,9,6,5.181818181818182,22,31,26,168.0,90.0,11,10,26,519,2.6157834149780683,184.04364191897912
68,26,0,0,0,10.0,20,10.0,17.99314475172037,43,12.023255813953488,27.793038839941413,31,24.258064516129032,41.0,0,,3,4.568000000000001,68394,29,10,1.0,469.93144751720365,False,0.17979999525113644,30,8.447000000000001,36580,665,0,0.0,6650.0,False,-0.3139934674230703,0,0.29000000000000004,75711,843,263,1.0,22477.790240604863,False,-0.011719631280589747,25,12.555000000000001,45269,588,0,0.0,10579.969114011577,False,-0.42534201069542527,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4970000000000001,101484,1120,40,1.0,32768.20350073438,False,-0.0656882267816005,0.5,453523,0.0,0.0,15,0,0,11,9,8.6,22,33,32,177.0,58.0,12,14,32,549,1.5395232459995896,185.5831651649787
69,32,0,0,0,10.0,20,10.0,18.03557757824479,40,18.375,27.453504273594895,9,15.0,41.0,0,,10,4.665000000000001,68644,29,10,1.0,470.3557757824479,False,0.18410139054308458,20,8.617,36035,675,0,0.0,6750.0,False,-0.32250300842358604,0,0.29000000000000004,75266,863,273,1.0,23059.51011671666,False,-0.013471601159814777,9,12.620000000000005,44780,598,0,0.0,10785.275391790385,False,-0.4297332640468374,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.49700000000000005,101349,1119,50,1.0,32770.47128215269,False,-0.06674935086935638,0.5,452159,0.0,0.0,10,0,0,13,7,7.0,27,40,24,239.0,81.0,17,15,24,490,1.7833004590356722,187.36646562401438
70,24,0,0,0,10.0,20,10.0,17.444947815413258,21,8.333333333333334,27.5643882019541,18,29.444444444444443,41.0,2,41.0,0,4.655000000000002,68654,23,15,1.0,491.6742172311989,False,0.1844565430396355,16,8.757000000000001,35548,691,0,0.0,6910.0,False,-0.3294997421351212,0,0.29000000000000004,75571,873,269,1.0,22644.259869181427,False,-0.012364829513295856,4,12.651000000000003,44694,599,0,0.0,10449.523741432542,False,-0.43261883962768927,0,0.2,126167,0,3,0.0,123.0,False,0.0005826166224089413,0,0.49700000000000005,100819,1127,60,1.0,33525.065503602265,False,-0.06795978953033069,0.5,451453,0.0,0.0,14,0,0,13,5,5.0,21,34,22,158.0,69.0,11,13,22,802,1.6096852790215053,188.9761509030359
71,22,0,0,0,10.0,20,10.0,16.801914476405354,22,7.7272727272727275,27.335162300244352,5,14.0,40.99999999999999,1,41.0,0,4.655000000000001,68544,25,24,1.0,653.2459474337285,False,0.1839543230826347,21,8.951000000000002,34986,699,0,0.0,6990.0,False,-0.33847343991748324,0,0.29000000000000004,75401,885,279,1.0,22496.204593386916,False,-0.01513846970717025,5,12.697,44594,599,0,0.0,10064.346771366807,False,-0.4359444268002932,0,0.2,126208,0,2,0.0,81.99999999999999,False,0.0007451151361420475,0,0.4970000000000001,100749,1122,70,1.0,33540.05210087416,False,-0.0684552649483803,0.5,450482,0.0,0.0,12,0,0,10,6,6.0,22,32,17,150.0,51.0,10,12,17,251,1.4839726149803028,190.4601235180162
72,17,0,0,0,10.0,20,10.0,16.756752397449894,2,10.0,27.152612812660532,4,15.0,40.99999999999999,2,41.0,0,4.655000000000001,68474,23,33,1.0,782.9728291158465,False,0.18386602053563555,1,8.940000000000001,34853,711,0,0.0,7110.0,False,-0.3397283823276603,0,0.29000000000000004,75391,876,289,1.0,22526.020203025,False,-0.015082687153902588,4,12.732000000000003,44508,600,0,0.0,10054.051438469936,False,-0.43698041941743143,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,100689,1116,80,1.0,33582.315898929155,False,-0.06876336293080282,0.5,450205,0.0,0.0,11,0,0,12,2,2.0,19,31,11,147.0,24.0,9,8,11,292,1.095579701999668,191.55570322001586
73,11,0,0,0,10.0,20,10.0,17.50344220562313,21,27.142857142857142,27.152612812660532,0,,40.99999999999999,0,,0,4.655000000000001,68924,24,23,1.0,642.579170729332,False,0.19039521377625343,1,8.949000000000002,34750,720,0,0.0,7200.0,False,-0.34072545985903385,0,0.29000000000000004,75101,877,299,1.0,23469.150045316987,False,-0.013019003845620153,0,12.728000000000002,44228,610,0,0.0,10677.09974543011,False,-0.4366221130390078,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,100689,1106,90,1.0,33720.78977080255,False,-0.06821453858030779,0.5,449982,0.0,0.0,13,0,0,12,1,1.0,15,27,12,72.0,36.0,4,7,12,760,0.9886680970084853,192.54437131702434
74,12,0,0,0,10.0,20,10.0,16.902258824076473,20,9.0,27.705203345284712,15,36.666666666666664,40.99999999999999,0,,0,4.655000000000001,68824,24,33,1.0,797.7745411945236,False,0.1900100957640925,20,9.148000000000001,34370,730,0,0.0,7300.0,False,-0.34639848719271105,0,0.29000000000000004,75511,867,299,1.0,22938.11420071443,False,-0.0113768074884667,5,12.778000000000004,44018,630,0,0.0,10648.423059168177,False,-0.4391719629285403,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,100139,1111,100,1.0,34880.48091661131,False,-0.06797795998330892,0.5,449152,0.0,0.0,12,0,0,12,2,2.0,11,23,20,72.0,54.0,4,8,20,610,1.0175859929877333,193.56195731001208
75,20,0,0,0,10.0,20,10.0,17.396725212023995,28,21.892857142857142,28.225670331877037,40,31.25,40.99999999999999,0,,0,4.655000000000001,68985,25,33,1.0,824.0919319967918,False,0.19300405648957178,18,9.308000000000002,34208,739,0,0.0,7390.0,False,-0.3484098332473784,0,0.29000000000000004,75569,876,299,1.0,23679.006714964253,False,-0.006507048595922663,30,13.073000000000004,43192,639,0,0.0,11116.507410483333,False,-0.4459002090764862,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,98889,1141,110,1.0,36715.4898486717,False,-0.07061357120735716,0.5,447133,0.0,0.0,14,0,0,16,4,4.0,14,30,20,198.0,42.0,11,9,20,881,1.573045093973633,195.1350024039857
76,20,0,0,0,10.0,20,10.0,17.845001272858156,13,26.615384615384617,28.21682706267355,10,28.0,40.99999999999999,0,,0,4.655000000000001,69241,24,30,1.0,775.3500381857447,False,0.19698598966981043,0,9.290000000000001,34098,750,0,0.0,7500.0,False,-0.3493553378029912,0,0.29000000000000004,75774,866,304,1.0,24031.68652934792,False,-0.0021727047354093165,5,13.093000000000004,42751,652,0,0.0,11634.940829903517,False,-0.4479663743882002,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,98609,1141,120,1.0,37115.39967851052,False,-0.07124806912722235,0.5,446763,0.0,0.0,13,0,0,12,1,1.0,17,29,20,120.0,45.0,10,10,20,751,2.0052041269955225,197.14020653098123
77,20,0,0,0,10.0,20,10.0,18.449158133952253,17,27.0,27.671600944197873,45,24.88888888888889,40.99999999999999,0,,0,4.655000000000002,69610,23,23,1.0,654.3306370809019,False,0.20228924391508438,0,9.290000000000001,33988,761,0,0.0,7610.0,False,-0.3503008423586041,0,0.29000000000000004,75979,856,309,1.0,24343.00405442027,False,0.0019265753652508975,40,13.488000000000001,41217,669,0,0.0,12342.486791614057,False,-0.46138094138726504,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,97489,1176,130,1.0,37871.802710376694,False,-0.07712812528089778,0.5,444573,0.0,0.0,12,0,0,17,4,4.0,14,31,24,171.0,75.0,11,9,24,864,1.4113551310147159,198.55156166199595
78,24,0,0,0,10.0,20,10.0,18.24967936670571,5,9.0,26.853326883326996,39,21.666666666666668,40.99999999999999,0,,0,4.655000000000002,69530,21,33,1.0,812.2394191012884,False,0.20227126885938887,5,9.340000000000002,33798,773,0,0.0,7730.0,False,-0.3525356713082345,0,0.29000000000000004,75934,851,319,1.0,24096.688416847872,False,1.527839447080534e-05,39,13.838000000000001,40015,669,0,0.0,12209.03549632612,False,-0.47580139179864905,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,96644,1205,140,1.0,38098.25889440903,False,-0.082928703204752,0.5,442211,0.0,0.0,9,0,0,16,6,6.0,13,29,25,168.0,106.0,10,14,25,200,1.2697753419633955,199.82133700395934
79,25,0,0,0,10.0,20,10.0,19.486921102983278,56,24.196428571428573,26.45315100614361,9,15.0,40.99999999999999,0,,0,4.655000000000001,70290,22,13,1.0,473.3299743387826,False,0.21242332795546492,26,9.595,33571,782,0,0.0,7820.0,False,-0.355664431837717,0,0.29000000000000004,75101,879,329,1.0,25832.09033054355,False,0.0004096926071739893,9,13.889000000000003,39294,687,0,0.0,13387.514797749513,False,-0.4772989918405707,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,96509,1204,150,1.0,37999.5938113969,False,-0.08438986242559979,0.5,441055,0.0,0.0,14,0,0,17,4,4.0,13,30,23,147.0,93.0,9,16,23,1070,1.3299333750037476,201.1512703789631
80,23,0,0,0,10.0,20,10.0,19.486921102983278,0,,26.265336222258007,4,15.0,40.99999999999999,0,,0,4.655000000000001,70200,21,23,1.0,658.1991853686154,False,0.21246518123920066,0,9.569000000000003,33461,793,0,0.0,7930.0,False,-0.3566099363933299,0,0.29000000000000004,75101,869,339,1.0,25838.08341783793,False,0.00044375159317304577,4,13.920000000000002,39218,687,0,0.0,13387.514797749513,False,-0.47816281471141775,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,96449,1198,160,1.0,38025.87279426509,False,-0.08476131427900162,0.5,440719,0.0,0.0,10,0,0,16,1,1.0,14,30,17,201.0,46.0,12,11,17,200,1.5563198220334016,202.7075902009965
81,17,0,0,0,10.0,20,10.0,19.81792782286002,12,26.5,26.265336222258007,0,,40.99999999999999,0,,0,4.655000000000001,70368,26,21,1.0,676.1764842800604,False,0.21550779168196718,0,9.569,33411,798,0,0.0,7980.0,False,-0.35703971119133576,0,0.29000000000000004,75091,860,349,1.0,26210.020269227665,False,0.002443824628201997,0,13.916,38910,698,0,0.0,13832.913620356294,False,-0.4791323489142184,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,96449,1188,170,1.0,38173.21943204251,False,-0.08417732379991874,0.5,440519,0.0,0.0,12,0,0,17,0,0.0,12,29,13,84.0,42.0,8,9,13,518,1.0351975779631175,203.7427877789596
82,13,0,0,0,10.0,20,10.0,19.194212994191737,14,9.0,26.265336222258007,0,,40.99999999999999,0,,0,4.655000000000001,70238,29,31,1.0,885.0206028199439,False,0.21506808150954054,14,9.709000000000001,33145,805,0,0.0,8050.0,False,-0.36101083032490977,0,0.29000000000000004,74965,864,359,1.0,26013.055730772285,False,-0.00010766113835775902,0,13.916000000000004,38910,698,0,0.0,13397.560669945833,False,-0.48160647941063506,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,96449,1178,180,1.0,38320.56606981993,False,-0.08359333332083574,0.5,439997,0.0,0.0,10,0,0,13,1,1.0,3,16,16,108.0,36.0,6,7,16,200,1.078588413016405,204.82137619197601
83,16,0,0,0,10.0,20,10.0,19.16606419474723,25,18.92,26.593455773163246,5,41.0,40.99999999999999,0,,0,4.655000000000001,70467,28,30,1.0,854.9819258424169,False,0.21874662133266642,14,9.835,32867,816,0,0.0,8160.0,False,-0.3648444215231219,0,0.29000000000000004,75016,868,364,1.0,26316.161622472013,False,0.0021945739561497375,0,13.916000000000004,38591,709,0,0.0,13588.739514075785,False,-0.4841457842370751,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,96244,1173,190,1.0,38984.12362192049,False,-0.08258838879980789,0.5,439475,0.0,0.0,14,0,0,15,1,1.0,4,19,21,147.0,51.0,9,7,21,724,1.1768867879873142,205.99826297996333
84,21,0,0,0,10.0,20,10.0,19.356722815596715,9,24.0,26.941307606989408,5,41.0,40.99999999999999,0,,0,4.655000000000001,70573,28,32,1.0,899.4151300990949,False,0.2209507919038947,1,9.831000000000001,32754,826,0,0.0,8260.0,False,-0.3659274540140966,0,0.29000000000000004,75221,858,369,1.0,26549.410682761074,False,0.005850187442522143,0,13.916000000000004,38375,718,0,0.0,13898.126981598441,False,-0.48484259680159103,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,96039,1168,200,1.0,39667.44728496363,False,-0.08150510370193959,0.5,439252,0.0,0.0,13,0,0,19,1,1.0,4,23,26,189.0,70.0,13,8,26,611,1.4018874960020185,207.40015047596535
85,26,0,0,0,10.0,20,10.0,19.84380594526187,13,27.53846153846154,27.831461914327136,35,32.57142857142857,40.99999999999999,0,,0,4.655000000000002,70821,28,30,1.0,875.3141783578561,False,0.2250069982667858,1,9.840000000000002,32641,836,0,0.0,8360.0,False,-0.36701048650507134,0,0.29000000000000004,75941,848,359,1.0,26819.042268825506,False,0.015566101026502997,15,14.066000000000003,37927,731,0,0.0,14505.822145986427,False,-0.4864810462146007,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,94899,1193,210,1.0,41812.93406379227,False,-0.08203823049505653,0.5,438519,0.0,0.0,13,0,0,11,2,2.0,3,14,24,212.0,96.0,14,12,24,1268,1.4925905700074509,208.8927410459728
86,24,0,0,0,10.0,20,10.0,19.871745050129736,74,19.945945945945947,27.231056099585867,20,21.25,40.99999999999999,0,,11,4.7650000000000015,71417,27,10,1.0,468.7174505012973,False,0.2317579289195574,33,10.169,32079,847,0,0.0,8470.0,False,-0.3757263194086299,0,0.29000000000000004,75465,872,359,1.0,27104.110823464456,False,0.011775899475252972,10,14.151000000000003,36977,771,0,0.0,15321.115433650026,False,-0.49264548349274256,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,94474,1203,220,1.0,41778.9604878018,False,-0.08554175225792947,0.5,436702,0.0,0.0,14,0,0,8,6,5.05,6,14,29,222.0,91.0,14,10,29,799,1.7057760219904594,210.59851706796326
87,29,0,0,0,10.0,20,10.0,19.787085763105985,30,19.1,26.641068534761526,10,15.0,40.99999999999999,0,,17,4.924000000000001,71470,23,10,1.0,427.87085763105983,False,0.23231795476732903,3,10.166,31900,861,0,0.0,8610.0,False,-0.37760013752793536,0,0.29000000000000004,74979,889,369,1.0,27421.273532728224,False,0.008054429551427171,10,14.241000000000001,36665,774,0,0.0,15315.204380644032,False,-0.49622529648080815,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,94324,1203,230,1.0,41479.20544731811,False,-0.08791880842091823,0.5,435628,0.0,0.0,11,0,0,12,5,4.583333333333334,6,18,21,309.0,93.0,18,11,21,200,1.8216902270214632,212.42020729498472
88,21,0,0,0,10.0,20,10.0,20.04185849742293,7,29.0,26.41973621666228,15,23.666666666666668,40.99999999999999,0,,0,4.907000000000002,71563,24,13,1.0,500.54416046649806,False,0.2345413800968411,0,10.163,31810,870,0,0.0,8700.0,False,-0.3783737321643459,0,0.29000000000000004,74979,879,379,1.0,27629.87364534976,False,0.009239913420794006,15,14.381000000000002,36237,781,0,0.0,15652.691486487307,False,-0.49917202869660887,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,93969,1208,240,1.0,41755.04134972803,False,-0.08963956502030027,0.5,434848,0.0,0.0,10,0,0,8,2,2.0,5,13,9,174.0,40.0,13,8,9,403,1.6951538360444829,214.1153611310292
