index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
124,22,0,0,0,10.000000000000002,20,10.0,19.31469737333684,31,23.774193548387096,26.412202882857972,5,15.0,41.00000000000001,11,41.0,0,5.726000000000002,75418,4,22,1.0,464.9233422134105,False,0.30050647534995195,9,12.323000000000004,24640,1251,0,0.0,12510.000000000002,False,-0.4688843046243768,0,0.29000000000000004,74285,828,588,1.0,31522.944720243395,False,0.023476345575995924,5,18.412000000000006,22668,1152,0,0.0,22250.531374084043,False,-0.6159026870910536,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,86952,1448,377,1.0,53701.86977437834,False,-0.09791181572518591,0.5,410253,0.0,0.0,16,0,0,5,2,2.0,4,9,22,132.0,69.0,9,13,22,1289,1.2480844189994968,264.58954245300265
125,22,0,0,0,10.000000000000002,20,10.0,19.398997101122184,38,19.81578947368421,26.753651717400174,10,34.5,41.00000000000001,7,41.0,0,5.726000000000002,75605,5,18,1.0,399.1819478201993,False,0.30315611094911643,24,12.554000000000002,24454,1260,0,0.0,12600.000000000002,False,-0.4713082344851298,0,0.29000000000000004,74129,847,588,1.0,32162.09775448179,False,0.025335571057852273,0,18.407000000000004,22416,1161,0,0.0,22522.235634402856,False,-0.6172228342801125,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,86894,1448,380,1.0,54319.287686795455,False,-0.09592450680989473,0.5,409788,0.0,0.0,17,0,0,4,1,1.0,3,7,21,111.0,90.0,7,15,21,1129,1.1245812659617513,265.7141237189644
126,21,0,0,0,10.0,20,10.0,19.394947851279046,35,19.37142857142857,27.042871689900128,78,27.833333333333332,41.00000000000001,11,41.0,0,5.726000000000002,75802,6,13,1.0,312.1343220666276,False,0.30579451884189973,20,12.730000000000004,24257,1269,0,0.0,12690.0,False,-0.47392126525700534,0,0.29000000000000004,74188,863,583,1.0,32503.834190865593,False,0.02794827400726066,63,19.037000000000003,21234,1170,0,0.0,22692.088985996485,False,-0.6296922688648886,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,85174,1516,379,1.0,56535.993481888596,False,-0.10077288461856997,0.5,406945,0.0,0.0,21,0,0,6,4,4.0,1,7,21,96.0,57.0,7,14,21,1443,1.3673303950345144,267.0814541139989
127,21,0,0,0,10.0,20,10.0,20.279626890487904,26,27.576923076923077,27.45354941185869,78,28.833333333333332,41.000000000000014,10,41.0,12,5.846000000000002,76076,9,10,1.0,292.79626890487907,False,0.31033863047021554,1,12.720000000000002,24174,1276,0,0.0,12760.0,False,-0.47474643286917656,0,0.29000000000000004,74131,863,588,1.0,33644.00506066397,False,0.03378004944626664,73,19.704,20341,1186,0,0.0,24051.637492118654,False,-0.6321158119814582,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,83335,1584,379,1.0,59025.42226838417,False,-0.10548364207370232,0.5,404347,0.0,0.0,19,0,0,6,4,3.333333333333333,4,10,19,150.0,63.0,10,11,19,1018,1.366078210005071,268.447532324004
128,19,0,0,0,10.0,20,10.0,20.232345860238865,1,10.0,27.904022846524494,82,29.585365853658537,41.000000000000014,11,41.0,0,5.834000000000002,76026,5,19,1.0,434.41457134453844,False,0.31069636042070253,0,12.719000000000003,24034,1290,0,0.0,12900.0,False,-0.4759498023035929,0,0.29000000000000004,74531,854,588,1.0,33685.98879840039,False,0.03856508108796437,72,20.351000000000003,19909,1186,0,0.0,23995.562190243294,False,-0.637344641512126,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,81360,1656,378,1.0,61707.06183384457,False,-0.11051063440274037,0.5,402150,0.0,0.0,20,0,0,7,1,1.0,1,8,27,114.0,78.0,8,11,27,1071,2.8992872859817,271.3468196099857
129,27,0,0,0,10.0,20,10.0,20.52249710263641,10,26.2,27.85087657362749,70,27.585714285714285,41.000000000000014,10,41.0,0,5.834000000000001,76168,6,20,1.0,470.4499420527282,False,0.31344722315671947,1,12.729000000000003,23931,1299,0,0.0,12990.0,False,-0.4769468798349665,0,0.29000000000000004,74736,845,593,1.0,33857.079859888865,False,0.04186744785742876,65,20.929000000000006,18531,1195,0,0.0,24524.38403765051,False,-0.6500017956283146,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,79839,1716,378,1.0,63290.10420034478,False,-0.11629303555013766,0.5,399495,0.0,0.0,16,0,0,4,3,3.0,6,10,27,180.0,111.0,10,17,27,1077,1.3695331509807147,272.7163527609664
130,27,0,0,0,10.0,20,10.0,20.52249710263641,0,,27.551497124355713,9,15.0,41.000000000000014,11,41.0,0,5.834000000000001,76088,4,30,1.0,655.6749130790923,False,0.3136640442932706,0,12.728000000000003,23811,1311,0,0.0,13110.0,False,-0.4779783393501805,0,0.29000000000000004,74736,835,603,1.0,33749.8378466879,False,0.04125798664875318,9,20.954000000000004,18360,1195,0,0.0,24524.38403765051,False,-0.6519453970877206,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80155,1715,377,1.0,62707.81756827005,False,-0.11609600266231995,0.5,399440,0.0,0.0,15,0,0,7,1,1.0,6,13,32,159.0,73.0,13,14,32,651,1.6920194670092314,274.40837222797563
131,32,0,0,0,10.0,20,10.0,20.749430409430126,12,24.25,27.08248463145315,13,14.538461538461538,41.000000000000014,10,41.0,0,5.834000000000002,76259,3,31,1.0,673.2323426923339,False,0.31675461872694105,3,12.758000000000001,23660,1322,0,0.0,13220.0,False,-0.47962867457452296,0,0.29000000000000004,74465,835,613,1.0,33927.33747095494,False,0.039186514536973464,13,21.075000000000003,18033,1197,0,0.0,24837.06820008786,False,-0.653885110421069,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80376,1718,377,1.0,61984.70859683651,False,-0.11721014388317343,0.5,399083,0.0,0.0,19,0,0,9,4,4.0,6,15,27,230.0,97.0,15,17,27,871,1.4379756859852932,275.8463479139609
132,27,0,0,0,10.0,20,10.0,20.749430409430126,0,,27.365746771305883,22,31.545454545454547,41.00000000000001,10,41.0,0,5.834000000000001,76149,4,41,1.0,890.7266467866351,False,0.3167330810279065,0,12.755000000000003,23570,1331,0,0.0,13310.0,False,-0.4804022692109335,0,0.29000000000000004,75039,825,609,1.0,33784.01987150514,False,0.04489617003390023,8,21.142000000000003,17881,1197,0,0.0,24837.06820008786,False,-0.6556127561627633,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80092,1730,377,1.0,62799.741914359176,False,-0.11623105737244191,0.5,399021,0.0,0.0,16,0,0,10,1,1.0,3,13,27,189.0,98.0,13,14,27,1184,1.4225821399595588,277.2689300539205
133,27,0,0,0,10.0,20,10.0,20.810206985653437,41,21.073170731707318,26.855671430002936,13,14.615384615384615,41.00000000000001,9,41.0,0,5.834000000000002,76878,3,15,1.0,342.15310478480154,False,0.3245500524736532,5,12.805000000000001,23390,1342,0,0.0,13420.0,False,-0.4825511432009627,0,0.29000000000000004,74175,856,619,1.0,34437.197794891166,False,0.03878790758738345,13,21.264000000000003,17574,1197,0,0.0,24909.817761827166,False,-0.6586887068695106,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,80271,1733,378,1.0,62038.87858819509,False,-0.11782775717096003,0.5,398578,0.0,0.0,18,0,0,7,3,3.0,5,12,19,160.0,121.0,12,15,19,1388,1.424867360969074,278.69379741488956
134,19,0,0,0,10.0,20,10.0,20.97354852565195,4,29.0,26.855671430002936,0,,41.00000000000001,12,41.0,0,5.834000000000002,76884,4,21,1.0,480.44451903869094,False,0.32584188171771267,0,12.800000000000002,23300,1351,0,0.0,13510.0,False,-0.48332473783737323,0,0.29000000000000004,74175,846,629,1.0,34635.83938217339,False,0.03991679670709231,0,21.251,17458,1201,0,0.0,25189.231779307993,False,-0.658419250864914,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,80763,1723,376,1.0,61688.32187389506,False,-0.11531718174509505,0.5,398870,0.0,0.0,19,0,0,5,0,0.0,3,8,16,114.0,43.0,8,11,16,808,1.0771830860176124,279.77098050090717
135,16,0,0,0,10.0,20,10.0,21.47389704664427,12,29.0,27.12093808092849,20,31.0,41.0,11,41.0,0,5.834000000000001,77132,4,19,1.0,448.00404388624116,False,0.32982640574081346,0,12.800000000000002,23200,1361,0,0.0,13610.0,False,-0.48418428743338493,0,0.29000000000000004,74585,836,629,1.0,35011.24798389863,False,0.046710357826682,10,21.351000000000003,16945,1213,0,0.0,26047.8371175795,False,-0.6593705622942482,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80594,1733,375,1.0,62375.58569424907,False,-0.1139329170692835,0.5,398746,0.0,0.0,20,0,0,4,2,2.0,2,6,16,108.0,45.0,6,10,16,1409,0.9006432950263843,280.67162379593356
136,16,0,0,0,10.0,20,10.0,21.47389704664427,0,,27.398332043529372,5,43.0,41.0,10,41.0,0,5.834000000000001,77012,6,29,1.0,682.7430143526839,False,0.3297811845827118,0,12.800000000000002,23120,1369,0,0.0,13690.0,False,-0.4848719271101943,0,0.29000000000000004,74800,826,634,1.0,35107.98147612579,False,0.04970380807291218,0,21.341,16945,1213,0,0.0,26047.8371175795,False,-0.6593705622942482,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80789,1728,375,1.0,62719.31777121875,False,-0.11102485921596945,0.5,398956,0.0,0.0,18,0,0,5,0,0.0,2,7,18,85.0,57.0,7,9,18,825,1.6724815070047043,282.34410530293826
137,18,0,0,0,10.0,20,10.0,22.052336375466133,15,28.733333333333334,27.11612068492633,6,15.0,41.0,9,41.0,0,5.834000000000001,77373,3,24,1.0,559.2560730111873,False,0.33492570116048825,0,12.800000000000002,22990,1382,0,0.0,13820.0,False,-0.48598934158500945,0,0.29000000000000004,74800,816,644,1.0,35457.48820347292,False,0.0516900706031582,6,21.401000000000003,16400,1228,0,0.0,27080.269069072412,False,-0.6596977241161591,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,81068,1724,376,1.0,62164.192060812995,False,-0.11101346731872305,0.5,398921,0.0,0.0,18,0,0,7,1,1.0,2,9,24,147.0,73.0,9,9,24,1000,2.002458304981701,284.34656360791996
138,24,0,0,0,10.0,20,10.0,22.467779359074456,12,28.333333333333332,27.137656964865812,21,27.38095238095238,41.0,0,,0,5.834000000000001,77613,3,22,1.0,524.291145899638,False,0.338750998331611,0,12.800000000000002,22890,1392,0,0.0,13920.0,False,-0.48684889118102115,0,0.29000000000000004,75094,810,644,1.0,35675.55236622389,False,0.056270969676543145,11,21.505000000000003,15927,1236,0,0.0,27770.175287816026,False,-0.6611531166512313,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80493,1735,386,1.0,62909.83483404219,False,-0.11261608801061321,0.5,398307,0.0,0.0,16,0,0,8,2,2.0,3,11,28,168.0,69.0,11,13,28,950,1.1146044170018286,285.4611680249218
139,28,0,0,0,10.0,20,10.0,23.11637843589091,18,29.0,26.61754599127361,16,19.0625,41.0,0,,0,5.834000000000001,78055,1,14,1.0,333.6292981024727,False,0.3447105836178654,0,12.800000000000002,22770,1404,0,0.0,14040.0,False,-0.4878803506962352,0,0.29000000000000004,75048,809,644,1.0,35842.84977301594,False,0.056698888243006694,6,21.554000000000006,15552,1245,0,0.0,28779.89115268418,False,-0.6596771396512646,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80188,1741,396,1.0,62577.147570807356,False,-0.1163523143323397,0.5,397903,0.0,0.0,13,0,0,9,1,1.0,2,11,25,183.0,66.0,11,17,25,937,1.130927147984039,286.59209517290583
140,25,0,0,0,10.0,20,10.0,22.2607246785133,33,18.03030303030303,25.866145257546467,15,14.666666666666666,41.0,2,41.0,14,5.974000000000001,78191,0,8,0.8,178.0857974281064,False,0.3457115849873483,5,12.850000000000001,22570,1417,0,0.0,14170.0,False,-0.4902011346054667,0,0.29000000000000004,74584,830,649,1.0,35263.52975531369,False,0.04813272044710623,10,21.648000000000007,15266,1247,0,0.0,27759.123674106082,False,-0.6687289092297991,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,80050,1746,404,1.0,61726.28961967613,False,-0.12081847877739238,0.4666666666666666,396951,0.0,0.0,10,0,0,9,5,4.461538461538462,3,12,22,160.0,53.0,12,13,22,357,0.9705106059554964,287.5626057788613
141,22,0,0,0,10.0,20,10.0,21.722278009911474,25,17.92,25.618866866948384,5,15.0,41.0,5,41.0,14,6.100000000000001,78217,0,7,0.7,152.05594606938033,False,0.34593481129507814,3,12.875000000000002,22401,1430,0,0.0,14300.0,False,-0.4919889977651711,0,0.29000000000000004,74136,845,659,1.0,35238.15818369418,False,0.04289652415688715,5,21.688000000000006,15171,1247,0,0.0,27087.680678359608,False,-0.6736245287143837,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,80180,1741,409,1.0,61371.44721535713,False,-0.1211943751125317,0.45,396395,0.0,0.0,12,0,0,6,3,2.6363636363636362,3,9,25,147.0,51.0,9,13,25,405,1.3103511040098965,288.8729568828712
142,25,0,0,0,10.0,20,10.0,21.722278009911474,0,,25.15660383075931,9,15.0,41.0,0,,0,6.086000000000001,78137,0,15,0.8,325.8341701486721,False,0.3460532419644892,0,12.872000000000005,22281,1442,0,0.0,14420.0,False,-0.49302045728038507,0,0.29000000000000004,74211,835,664,1.0,34842.08708190026,False,0.04149809096225477,4,21.723000000000006,15095,1247,0,0.0,27087.680678359608,False,-0.6744883515852308,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,80045,1740,419,1.0,60951.490665521196,False,-0.12392893398786738,0.4666666666666666,396059,0.0,0.0,11,0,0,3,1,1.0,5,8,20,129.0,49.0,8,17,20,275,1.1834200760349631,290.0563769589062
143,20,0,0,0,10.0,20,10.0,21.722278009911474,0,,24.445886765694688,14,15.0,41.0,0,,0,6.086000000000001,78067,0,22,0.7,477.8901162180524,False,0.34615686880022384,0,12.872000000000002,22151,1455,0,0.0,14550.0,False,-0.4941378717552003,0,0.29000000000000004,74211,825,674,1.0,34397.40703825519,False,0.03897095417337373,14,21.858999999999998,14738,1247,0,0.0,27087.680678359608,False,-0.6785460458601311,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,79835,1744,429,1.0,60222.62651937154,False,-0.1284823173105643,0.45,395292,0.0,0.0,10,0,0,3,3,3.0,3,6,12,93.0,42.0,6,14,12,200,0.9291524279979058,290.9855293869041
144,12,0,0,0,10.0,20,10.0,21.722278009911474,0,,24.044066869259545,8,15.0,41.0,0,,0,6.086000000000001,77957,1,32,1.0,705.1128963171672,False,0.3462189521773868,0,12.872000000000002,22061,1464,0,0.0,14640.0,False,-0.4949114663916108,0,0.29000000000000004,74271,815,680,1.0,34053.622049174344,False,0.03769917396468743,4,21.885000000000005,14662,1247,0,0.0,27087.680678359608,False,-0.6794098687309782,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,79715,1742,439,1.0,59883.764486250126,False,-0.13077656657980216,0.5,394956,0.0,0.0,11,0,0,1,1,1.0,1,2,8,21.0,30.0,2,10,8,260,0.3812153380131349,291.3667447249172
145,8,0,0,0,10.0,20,10.0,21.95691709095169,13,25.23076923076923,24.044066869259545,0,,41.0,0,,0,6.086000000000001,78175,1,30,1.0,668.7075127285507,False,0.3496536660884352,1,12.882000000000001,21948,1474,0,0.0,14740.0,False,-0.4959944988825855,0,0.29000000000000004,74251,807,690,1.0,34309.638232187106,False,0.03892680369731593,0,21.881000000000004,14354,1258,0,0.0,27621.80170041723,False,-0.6798751906637954,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,79715,1732,449,1.0,60053.32381755753,False,-0.13010453879133788,0.5,394733,0.0,0.0,10,0,0,1,1,1.0,0,1,6,18.0,21.0,1,7,6,518,0.4035376660176553,291.7702823909349
146,6,0,0,0,10.0,14,10.0,22.152250749956686,12,25.0,24.112251939223647,13,25.0,41.0,0,,0,6.086000000000001,78385,0,28,0.9,620.2630209987872,False,0.3528473699587313,1,12.891000000000004,21875,1480,0,0.0,14800.0,False,-0.49673371153515555,0,0.29000000000000004,74436,799,695,1.0,34457.66344697583,False,0.04187076440922366,8,21.961000000000006,13902,1268,0,0.0,28089.05395094508,False,-0.6823572478663287,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,79390,1735,459,1.0,60653.75711455303,False,-0.1303009903905789,0.48333333333333334,394278,0.0,0.0,11,0,0,0,3,3.0,0,0,5,0.0,18.0,0,6,5,635,0.23185700603062287,292.0021393969655
147,5,0,0,0,10.0,0,,22.39731305243222,12,25.833333333333332,23.895332685456456,4,15.0,41.0,0,,0,6.086000000000001,78685,0,17,0.0,380.75432189134773,False,0.3559459714792105,1,12.900000000000002,21862,1480,0,0.0,14800.0,False,-0.4969571944301186,0,0.29000000000000004,74416,791,705,1.0,34562.484167720686,False,0.04223914349530402,4,21.993000000000006,13536,1278,0,0.0,28623.76608100838,False,-0.683478443749171,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,79330,1729,469,1.0,60544.03021315421,False,-0.13121148502574526,0.3333333333333333,394119,0.0,0.0,2,0,0,1,2,2.0,0,1,2,3.0,12.0,1,4,2,300,0.2335604410036467,292.23569983796915
148,2,0,0,0,10.0,0,,22.88716330822034,13,29.0,23.895332685456456,0,,41.0,0,,0,6.086000000000001,79062,0,4,0.0,91.54865323288136,False,0.359941109276542,0,12.899000000000003,21862,1480,0,0.0,14800.0,False,-0.4969571944301186,0,0.29000000000000004,74416,781,715,1.0,34960.037413821454,False,0.04449845656347075,0,21.989000000000004,13159,1291,0,0.0,29547.32783091246,False,-0.6825148166597762,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,79330,1719,479,1.0,60715.07688629965,False,-0.130533562338791,0.3333333333333333,394119,0.0,0.0,2,0,0,0,0,0.0,0,0,1,0.0,6.0,0,2,1,377,0.17808362800860777,292.41378346597776
149,1,0,0,0,10.0,0,,23.038373656751283,4,29.0,23.895332685456456,0,,41.0,0,,0,6.086000000000001,79178,0,0,0.0,0.0,False,0.36114835826027164,0,12.899000000000003,21862,1480,0,0.0,14800.0,False,-0.4969571944301186,0,0.29000000000000004,74416,771,725,1.0,35086.70228631116,False,0.04521829875945468,0,21.989000000000004,13043,1295,0,0.0,29834.69388549291,False,-0.6822001688688869,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,79330,1709,489,1.0,60886.123559445085,False,-0.1298556396518367,0.3333333333333333,394119,0.0,0.0,1,0,0,0,0,0.0,0,0,0,0.0,6.0,0,1,0,116,0.17986461700638756,292.59364808298415
