index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
67,4,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.000000000000014,20,37.0,0,0.23600000000000002,41837,32,314,1.0,12102.4848937783,False,0.3071362170239422,0,0.2,43942,0,299,0.9,11219.627335158319,False,0.3525443189097926,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,7,6.309000000000002,57910,446,0,0.0,6474.237902331061,False,-0.17577043213547477,13,5.811,59772,391,0,0.0,5675.8453359001005,False,-0.1560526417303564,0.31666666666666665,257085,0.0,0.125,10,0,0,2,10,10.0,22,24,5,36.0,6.0,2,2,5,200,0.7559872059500776,78.4965520708356
68,5,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.000000000000014,20,37.0,0,0.23600000000000002,41747,31,324,1.0,12467.723266191622,False,0.3096643092339723,0,0.2,43832,1,309,1.0,11604.86570757164,False,0.35479945555698833,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,6.412000000000002,57762,446,0,0.0,6474.237902331061,False,-0.17776539082095877,9,5.888000000000001,59655,391,0,0.0,5675.8453359001005,False,-0.15762973744793496,0.3333333333333333,256620,0.0,0.125,11,0,0,3,8,8.0,20,23,5,39.0,6.0,3,2,5,200,0.8658091560355388,79.36236122687114
69,5,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.000000000000014,20,37.0,0,0.23600000000000002,41657,30,334,1.0,12832.961638604944,False,0.3121924014440024,0,0.2,43722,2,319,1.0,11990.104079984962,False,0.35705459220418384,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,13,6.5310000000000015,57539,446,0,0.0,6474.237902331061,False,-0.18077130829976232,7,5.949000000000001,59572,391,0,0.0,5675.8453359001005,False,-0.15874853184587528,0.3333333333333333,256114,0.0,0.125,10,0,0,2,10,10.0,22,24,5,21.0,9.0,2,3,5,200,0.8771304659894668,80.23949169286061
70,5,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.000000000000014,20,37.0,0,0.23600000000000002,41527,33,344,1.0,13238.200011018265,False,0.3141745825283638,0,0.2,43652,0,328,0.9,12307.818615156952,False,0.35948000075276987,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,6.628000000000002,57370,446,0,0.0,6474.237902331061,False,-0.18304933544737578,9,6.032000000000001,59460,391,0,0.0,5675.8453359001005,False,-0.16025823031056588,0.31666666666666665,255633,0.0,0.125,12,0,0,4,10,10.0,19,23,4,42.0,3.0,4,1,4,200,0.9454886689782143,81.18498036183883
71,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,41427,33,354,1.0,13613.438383431587,False,0.31656619695697646,0,0.2,43552,0,338,1.0,12683.056987570273,False,0.3618716151813828,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,7,6.687000000000002,57287,446,0,0.0,6474.237902331061,False,-0.18416812984531614,13,6.1530000000000005,59241,391,0,0.0,5675.8453359001005,False,-0.16321022998705906,0.3333333333333333,255131,0.0,0.125,10,0,0,2,10,10.0,17,19,4,21.0,6.0,2,2,4,200,0.7837992990389466,81.96877966087777
72,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,41307,35,364,1.0,14008.676755844908,False,0.318684855822755,0,0.2,43472,0,346,0.8,12983.24768550093,False,0.363784906724273,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,8,6.760000000000002,57192,446,0,0.0,6474.237902331061,False,-0.1854486776501876,12,6.260000000000002,59043,391,0,0.0,5675.8453359001005,False,-0.16587916120142276,0.3,254638,0.0,0.125,11,0,0,4,11,11.0,22,26,3,42.0,0.0,4,0,3,200,0.9256466380320489,82.89442629890982
73,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,41187,37,374,1.0,14403.91512825823,False,0.3208035146885336,0,0.2,43392,0,354,0.8,13283.438383431587,False,0.3656981982671632,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,7,6.822000000000001,57114,446,0,0.0,6474.237902331061,False,-0.18650007479523997,13,6.378000000000002,58832,391,0,0.0,5675.8453359001005,False,-0.1687233252732952,0.3,254149,0.0,0.125,11,0,0,3,8,8.0,19,22,3,39.0,0.0,3,0,3,200,0.7740599759854376,83.66848627489526
74,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,41087,37,384,1.0,14779.153500671553,False,0.3231951291171465,0,0.2,43292,0,364,1.0,13658.676755844908,False,0.3680898126957761,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,9,6.905000000000001,56990,446,0,0.0,6474.237902331061,False,-0.18817152666686168,11,6.475000000000001,58673,391,0,0.0,5675.8453359001005,False,-0.1708665579151327,0.3333333333333333,253666,0.0,0.125,10,0,0,1,11,11.0,20,21,4,18.0,6.0,1,2,4,200,0.7119192479876801,84.38040552288294
75,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,40977,38,394,1.0,15164.391873084875,False,0.3254502657643422,0,0.2,43202,0,373,0.9,13996.391291016898,False,0.37024226568152774,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,10,6.996000000000001,56852,446,0,0.0,6474.237902331061,False,-0.19003169084656973,10,6.564000000000001,58530,391,0,0.0,5675.8453359001005,False,-0.1727941193477287,0.31666666666666665,253185,0.0,0.125,11,0,0,3,9,9.0,16,19,4,39.0,3.0,3,1,4,200,0.7954309760243632,85.1758364989073
76,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,40897,36,404,1.0,15519.630245498196,False,0.32811483575578926,0,0.2,43082,2,383,1.0,14391.62966343022,False,0.3723609245473061,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,9,7.076000000000003,56734,446,0,0.0,6474.237902331061,False,-0.19162226601472587,11,6.664,58361,391,0,0.0,5675.8453359001005,False,-0.17507214649534217,0.3333333333333333,252698,0.0,0.125,11,0,0,3,11,11.0,19,22,5,36.0,6.0,2,2,5,200,0.7326296520186588,85.90846615092596
77,5,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,40797,36,414,1.0,15894.868617911518,False,0.33050645018440217,0,0.2,42982,2,393,1.0,14766.868035843541,False,0.37475253897591904,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,8,7.147000000000002,56634,446,0,0.0,6474.237902331061,False,-0.19297021107248533,12,6.773,58170,391,0,0.0,5675.8453359001005,False,-0.17764672155566272,0.3333333333333333,252207,0.0,0.125,11,0,0,2,10,10.0,9,11,5,21.0,9.0,2,3,5,200,0.8102248230134137,86.71869097393937
78,5,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,40687,37,424,1.0,16280.106990324839,False,0.3327615868315979,0,0.2,42892,1,403,1.0,15132.106408256863,False,0.3772806311859491,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,7,7.209000000000001,56551,446,0,0.0,6474.237902331061,False,-0.19408900547042565,13,6.891000000000002,57953,391,0,0.0,5675.8453359001005,False,-0.18057176233100072,0.3333333333333333,251707,0.0,0.125,9,0,0,4,10,10.0,10,14,4,42.0,3.0,4,1,4,200,0.852500201028306,87.57119117496768
79,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,40557,40,434,1.0,16685.34536273816,False,0.33474376791595906,0,0.2,42822,0,411,0.8,15422.297106187521,False,0.3793304005102567,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,8,7.282000000000002,56448,446,0,0.0,6474.237902331061,False,-0.1954773888799179,12,6.998000000000001,57761,391,0,0.0,5675.8453359001005,False,-0.18315981684189886,0.3,251212,0.0,0.125,8,0,0,2,11,11.0,10,12,5,36.0,6.0,2,2,5,200,1.8570866860100068,89.42827786097769
80,5,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,40447,41,444,1.0,17070.583735151482,False,0.3369989045631548,0,0.2,42732,0,420,0.9,15760.01164135951,False,0.38148285349600813,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,6,7.334000000000002,56389,446,0,0.0,6474.237902331061,False,-0.19627267646399596,14,7.126,57520,391,0,0.0,5675.8453359001005,False,-0.18640836443109912,0.31666666666666665,250712,0.0,0.125,9,0,0,5,10,10.0,0,5,3,45.0,0.0,5,0,3,200,0.8809634979697876,90.30924135894747
81,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,40387,37,454,1.0,17405.822107564803,False,0.33993643011743646,0,0.2,42592,4,430,1.0,16175.250013772831,False,0.38332855679895234,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,6,7.388000000000001,56322,446,0,0.0,6474.237902331061,False,-0.19717579965269477,14,7.2520000000000024,57272,391,0,0.0,5675.8453359001005,False,-0.18975126817434254,0.3333333333333333,250197,0.0,0.125,9,0,0,2,10,10.0,0,2,3,21.0,3.0,2,1,3,200,0.5967168159550056,90.90595817490248
82,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,40257,40,464,1.0,17811.060479978125,False,0.3419186112017978,0,0.2,42522,1,440,1.0,16520.488386186153,False,0.3861296045718168,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,10,7.482000000000002,56183,446,0,0.0,6474.237902331061,False,-0.1990494432829804,10,7.338000000000001,57129,391,0,0.0,5675.8453359001005,False,-0.19167882960693855,0.3333333333333333,249715,0.0,0.125,9,0,0,2,10,10.0,0,2,3,21.0,3.0,2,1,3,200,0.5808855229988694,91.48684369790135
83,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,40157,40,474,1.0,18186.298852391446,False,0.3443102256304107,0,0.2,42422,1,450,1.0,16895.726758599474,False,0.3885212190004295,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,10,7.572000000000002,56052,446,0,0.0,6474.237902331061,False,-0.20081525130864528,10,7.428000000000001,57000,391,0,0.0,5675.8453359001005,False,-0.19341767873144824,0.3333333333333333,249255,0.0,0.125,10,0,0,3,8,8.0,0,3,3,39.0,0.0,3,0,3,200,0.6256432950031012,92.11248699290445
84,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,40067,39,484,1.0,18551.537224804768,False,0.3468383178404406,0,0.2,42312,2,460,1.0,17280.965131012796,False,0.39077635564762525,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,13,7.692000000000002,55830,446,0,0.0,6474.237902331061,False,-0.20380768933687127,7,7.488000000000001,56919,391,0,0.0,5675.8453359001005,False,-0.1945095142282334,0.3333333333333333,248752,0.0,0.125,12,0,0,3,10,10.0,0,3,3,39.0,0.0,3,0,3,200,0.5852531830314547,92.6977401759359
85,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,36.99999999999999,20,37.0,0,0.23600000000000002,39987,37,494,1.0,18906.77559721809,False,0.3495028878318879,0,0.2,42192,4,470,1.0,17676.203503426117,False,0.39289501451340375,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,7.789000000000002,55677,446,0,0.0,6474.237902331061,False,-0.20587004527524322,9,7.5710000000000015,56812,391,0,0.0,5675.8453359001005,False,-0.19595181544003598,0.3333333333333333,248292,0.0,0.125,9,0,0,1,7,7.0,0,1,4,18.0,6.0,1,2,4,200,0.47357379499590024,93.1713139709318
86,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,36.99999999999999,20,37.0,0,0.23600000000000002,39877,38,504,1.0,19292.01396963141,False,0.3517580244790836,0,0.2,42102,3,480,1.0,18041.44187583944,False,0.39542310672343367,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,7.888000000000003,55503,446,0,0.0,6474.237902331061,False,-0.20821546967574464,9,7.652000000000001,56696,391,0,0.0,5675.8453359001005,False,-0.19751543170703695,0.3333333333333333,247802,0.0,0.125,10,0,0,3,11,11.0,0,3,4,39.0,3.0,3,1,4,200,0.6101410529809073,93.78145502391271
87,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,39777,38,514,1.0,19667.252342044732,False,0.35414963890769635,0,0.2,42002,3,490,1.0,18416.68024825276,False,0.3978147211520466,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,10,7.977000000000002,55358,446,0,0.0,6474.237902331061,False,-0.21016999000949585,10,7.743000000000001,56552,391,0,0.0,5675.8453359001005,False,-0.19945647259021054,0.3333333333333333,247313,0.0,0.125,11,0,0,3,11,11.0,0,3,3,24.0,3.0,3,1,3,200,0.6275646269787103,94.40901965089142
88,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,39667,39,524,1.0,20052.490714458054,False,0.35640477555489203,0,0.2,41912,2,500,1.0,18781.918620666085,False,0.40034281336207667,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,14,8.107000000000001,55105,446,0,0.0,6474.237902331061,False,-0.21358029100562723,6,7.793000000000001,56484,391,0,0.0,5675.8453359001005,False,-0.20037307522948697,0.3333333333333333,246792,0.0,0.125,8,0,0,0,12,12.0,0,0,3,0.0,9.0,0,3,3,200,0.35656682698754594,94.76558647787897
89,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,39587,37,534,1.0,20407.72908687138,False,0.35906934554633935,0,0.2,41792,4,510,1.0,19177.156993079407,False,0.4024614722278552,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,12,8.213000000000001,54906,446,0,0.0,6474.237902331061,False,-0.21626270167056855,8,7.867000000000002,56381,391,0,0.0,5675.8453359001005,False,-0.2017614586389792,0.3333333333333333,246290,0.0,0.125,10,0,0,0,12,12.0,0,0,3,0.0,9.0,0,3,3,200,0.36191026703454554,95.12749674491351
90,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,39477,38,544,1.0,20792.9674592847,False,0.3613244821935351,0,0.2,41702,3,520,1.0,19542.395365492728,False,0.4049895644378853,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,14,8.341000000000001,54660,446,0,0.0,6474.237902331061,False,-0.21957864651265677,6,7.919000000000001,56317,391,0,0.0,5675.8453359001005,False,-0.20262414347594526,0.3333333333333333,245780,0.0,0.125,9,0,0,1,10,10.0,0,1,2,3.0,6.0,1,2,2,200,0.4541002169717103,95.58159696188523
91,2,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,39367,39,554,1.0,21178.205831698022,False,0.36357961884073076,0,0.2,41612,2,530,1.0,19907.63373790605,False,0.4075176566479154,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,8.437000000000001,54493,446,0,0.0,6474.237902331061,False,-0.22182971475911506,9,8.003,56200,391,0,0.0,5675.8453359001005,False,-0.2042012391935238,0.3333333333333333,245296,0.0,0.125,8,0,0,1,9,9.0,0,1,3,18.0,3.0,1,1,3,200,0.37745886301854625,95.95905582490377
92,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,39227,43,564,1.0,21593.444204111343,False,0.36542532214367496,0,0.2,41552,0,538,0.8,20187.824435836705,False,0.40970390375363996,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,9,8.516000000000002,54372,446,0,0.0,6474.237902331061,False,-0.22346072827900398,11,8.104,56030,391,0,0.0,5675.8453359001005,False,-0.20649274579171487,0.3,244805,0.0,0.125,12,0,0,0,10,10.0,0,0,3,0.0,9.0,0,3,3,200,0.29702417203225195,96.25607999693602
93,3,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,39167,39,574,1.0,21928.682576524665,False,0.3683628476979564,0,0.2,41412,4,548,1.0,20603.062808250026,False,0.41154960705658394,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,6,8.567000000000002,54306,446,0,0.0,6474.237902331061,False,-0.2243503720171252,14,8.232999999999999,55788,391,0,0.0,5675.8453359001005,False,-0.20975477283149271,0.3333333333333333,244297,0.0,0.125,10,0,0,1,9,9.0,0,1,2,3.0,6.0,1,2,2,200,0.3151041039964184,96.57118410093244
94,2,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,39067,39,584,1.0,22303.920948937986,False,0.3707544621265693,0,0.2,41312,4,558,1.0,20978.301180663348,False,0.41394122148519685,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,8,8.641000000000002,54216,446,0,0.0,6474.237902331061,False,-0.22556352256910872,12,8.339,55612,391,0,0.0,5675.8453359001005,False,-0.21212715613314934,0.3333333333333333,243831,0.0,0.125,11,0,0,2,9,9.0,0,2,1,36.0,0.0,2,0,1,200,0.23369682201882824,96.80488092295127
95,1,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,38927,43,594,1.0,22719.159321351308,False,0.37260016542951346,0,0.2,41252,0,568,1.0,21313.53955307667,False,0.4168787470394785,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,9,8.723,54103,446,0,0.0,6474.237902331061,False,-0.22708670048437687,11,8.437000000000001,55451,391,0,0.0,5675.8453359001005,False,-0.21429734767614206,0.3333333333333333,243357,0.0,0.125,9,0,0,0,7,7.0,0,0,1,0.0,3.0,0,1,1,200,0.13875875197118148,96.94363967492245
96,1,0,0,0,10.0,18,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,38847,41,604,1.0,23074.39769376463,False,0.37526473542096056,0,0.2,41152,0,578,1.0,21688.777925489994,False,0.41927036146809143,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,8,8.794000000000002,54006,446,0,0.0,6474.237902331061,False,-0.22839420719040354,12,8.546,55280,391,0,0.0,5675.8453359001005,False,-0.2166023337249107,0.3333333333333333,242909,0.0,0.125,9,0,0,0,10,10.0,0,0,1,0.0,3.0,0,1,1,180,0.13682413299102336,97.08046380791347
97,1,0,0,0,10.0,0,,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,38847,31,614,1.0,23349.63606617795,False,0.3790211276637453,0,0.2,41152,0,578,0.0,21688.777925489994,False,0.41927036146809143,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,12,8.906000000000002,53822,446,0,0.0,6474.237902331061,False,-0.23087442609668093,8,8.614,55179,391,0,0.0,5675.8453359001005,False,-0.21796375823324773,0.16666666666666666,242624,0.0,0.125,0,0,0,1,9,9.0,0,1,0,3.0,0.0,1,0,0,0,0.15658540598815307,97.23704921390163
98,0,0,0,0,10.0,0,,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,38847,21,624,1.0,23624.874438591272,False,0.3827775199065301,0,0.2,41152,0,578,0.0,21688.777925489994,False,0.41927036146809143,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,13,9.024000000000003,53600,446,0,0.0,6474.237902331061,False,-0.2338668641249069,7,8.676,55097,391,0,0.0,5675.8453359001005,False,-0.21906907318061047,0.16666666666666666,242320,0.0,0.125,0,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,0,0.10975053301081061,97.34679974691244
99,0,0,0,0,10.0,0,,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,38847,11,634,1.0,23900.112811004594,False,0.3865339121493149,0,0.2,41152,0,578,0.0,21688.777925489994,False,0.41927036146809143,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,9.121000000000002,53437,446,0,0.0,6474.237902331061,False,-0.2360640145690548,9,8.759,54976,391,0,0.0,5675.8453359001005,False,-0.22070008670049943,0.16666666666666666,242036,0.0,0.125,0,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,0,0.10832439496880397,97.45512414188124
