index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
92,15,0,0,0,10.0,20,10.0,17.151183599709135,17,19.0,29.125437086677962,12,23.833333333333332,24.999999999999993,20,25.0,0,3.1790000000000007,30695,16,164,1.0,2972.794110352298,False,0.11246532961753831,0,0.2,25485,5,605,1.0,10426.466077824027,False,0.061194449630531465,0,1.1630000000000003,42820,501,22,1.0,9233.50259936119,False,0.16747271361686838,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53493,0,89,0.0,2224.9999999999995,False,-0.06043738600777728,13,8.492999999999999,33998,519,0,0.0,15116.101847985863,False,-0.2849710773943885,0.5,227223,0.0,0.0,13,0,0,2,4,4.0,2,4,19,36.0,58.0,4,11,19,984,0.8860628480324522,150.63383210950997
93,19,0,0,0,10.0,20,10.0,17.437722019372366,17,20.0,27.441539385256064,24,18.75,24.999999999999996,20,25.0,0,3.1790000000000007,30585,17,174,1.0,3204.163631370792,False,0.1126618437391246,0,0.2,25735,4,598,1.0,10467.757767584675,False,0.07055029327268869,2,1.1830000000000003,42886,508,10,1.0,9132.778179693723,False,0.1678575775213344,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53293,14,89,1.0,2609.1815513935844,False,-0.06057347507318226,10,8.58,33908,519,0,0.0,14242.158940947897,False,-0.2940383449108031,0.6666666666666666,227139,0.0,0.0,13,0,0,10,4,3.1818181818181817,1,11,14,163.0,40.0,11,8,14,1042,0.9821721710031852,151.61600428051315
94,14,0,0,0,10.0,20,10.0,17.437722019372366,0,,27.441539385256064,0,,24.999999999999996,20,25.0,0,3.1790000000000007,30485,17,184,1.0,3378.5408515645154,False,0.11221897213019423,0,0.2,25635,4,608,1.0,10642.134987778398,False,0.07010742166375819,0,1.181,42886,498,20,1.0,9232.816353352559,False,0.16908860446633892,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53643,4,85,1.0,2234.766157541024,False,-0.05777240994579118,6,8.629999999999999,33868,519,0,0.0,14242.158940947897,False,-0.29472659984042904,0.6666666666666666,227249,0.0,0.0,10,0,0,7,2,2.0,4,11,15,183.0,9.0,11,3,15,550,0.9092991080251522,152.5253033885383
95,15,0,0,0,10.0,20,10.0,17.437722019372366,0,,27.577911963209804,43,28.0,24.999999999999996,20,25.0,0,3.1790000000000007,30395,16,194,1.0,3542.918071758239,False,0.11194894344161785,0,0.2,25525,5,618,1.0,10826.512207972122,False,0.06949170713447385,23,1.411,43562,488,10,1.0,8785.387465085812,False,0.1802198693774095,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52664,37,86,1.0,3170.3827426387625,False,-0.06656816526171962,11,8.734,33765,519,0,0.0,14312.936308905888,False,-0.2958899453791778,0.6666666666666666,226643,0.0,0.0,9,0,0,8,5,4.0476190476190474,1,9,17,123.0,33.0,9,6,17,425,0.9338576580048539,153.45916104654316
96,17,0,0,0,10.0,20,10.0,17.88305640917053,32,20.0,28.43831371511018,22,34.63636363636363,24.999999999999996,20,25.0,0,3.1790000000000007,30275,18,204,1.0,3828.143507470788,False,0.11273063307990155,0,0.2,26085,3,596,1.0,10688.301619865635,False,0.08646124204690323,12,1.5080000000000002,43420,510,10,1.0,9404.741905828072,False,0.18434659758106992,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52837,28,88,1.0,2996.2727840230846,False,-0.06508936315751505,12,8.843,32904,540,0,0.0,15356.689406159498,False,-0.30172503005816187,0.6666666666666666,226253,0.0,0.0,12,0,0,4,5,4.571428571428571,3,7,17,97.0,41.0,7,10,17,1067,0.7421221419936046,154.20128318853676
97,17,0,0,0,10.0,20,10.0,18.069464702691384,16,20.0,28.752132447136223,12,33.0,25.0,20,25.0,0,3.1790000000000007,30485,19,198,1.0,3767.754011132894,False,0.11894624604419408,0,0.2,25995,2,606,1.0,10970.095609830978,False,0.08822067909691261,2,1.5160000000000002,43452,516,10,1.0,9611.365111060115,False,0.18767677090790658,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53112,18,87,1.0,2692.538384048452,False,-0.06297069424233062,9,8.921,32434,552,0,0.0,15871.177110819195,False,-0.30538579174421704,0.6666666666666666,226210,0.0,0.0,10,0,0,5,4,3.166666666666667,5,10,19,115.0,31.0,10,7,19,795,0.8758209189982153,155.07710410753498
98,19,0,0,0,10.0,20,10.0,17.67770251141656,6,7.0,28.006334603700694,13,19.0,24.999999999999996,20,25.0,0,3.1790000000000007,30416,18,205,1.0,3803.9290148403948,False,0.11718627307177122,0,0.2,25906,3,613,1.0,10866.43163949835,False,0.08335231677783371,3,1.5440000000000003,43591,512,10,1.0,9331.047031882285,False,0.18764824561776774,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53362,8,87,1.0,2399.050676829605,False,-0.0611940304481434,10,9.012000000000002,32098,565,0,0.0,15823.579051090892,False,-0.3115766281436827,0.6666666666666666,226105,0.0,0.0,11,0,0,6,4,3.230769230769231,3,9,19,126.0,29.0,9,10,19,492,0.9021850179997273,155.9792891255347
99,19,0,0,0,10.0,20,10.0,17.788833230137666,14,19.0,28.442477368230435,30,30.666666666666668,24.999999999999996,20,25.0,0,3.1790000000000007,30582,18,201,1.0,3755.555479257671,False,0.12208855571172693,0,0.2,25806,3,623,1.0,11112.443102375766,False,0.08414759233918287,20,1.7410000000000005,43740,516,10,1.0,9463.46272043334,False,0.19294475684723048,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53692,3,82,1.0,2135.327432104691,False,-0.05778478756921528,5,9.052,31193,590,0,0.0,16781.061647255956,False,-0.3189109944659489,0.6666666666666666,225745,0.0,0.0,12,0,0,5,4,3.6,4,9,21,92.0,45.0,9,10,21,841,0.8660496319644153,156.84533875749912
100,21,0,0,0,10.0,20,10.0,17.57717968756709,3,7.0,28.134787145999407,5,18.0,24.999999999999996,20,25.0,0,3.1790000000000007,30483,20,208,1.0,3856.0533750139543,False,0.1204033008679126,0,0.2,25726,1,633,1.0,11136.354742229967,False,0.08179540137980447,0,1.7210000000000005,43809,509,15,1.0,9368.80626816164,False,0.1934781239929322,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54042,0,71,0.3,1774.9999999999998,False,-0.054862521077807216,6,9.107000000000001,31068,595,0,0.0,16740.198351869647,False,-0.32141334567715985,0.5499999999999999,225860,0.0,0.0,13,0,0,6,2,2.0,3,9,23,95.0,36.0,9,12,23,661,0.907678646966815,157.75301740446594
101,23,0,0,0,10.0,20,10.0,17.57717968756709,0,,28.257319396414793,5,32.0,24.999999999999996,20,25.0,0,3.1790000000000007,30373,21,218,1.0,4041.8251718896254,False,0.11981169060926487,0,0.2,25636,0,643,1.0,11302.126539105639,False,0.08154947696186457,0,1.7210000000000005,43969,499,20,1.0,9336.159052024273,False,0.19701416435351785,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54217,0,64,0.0,1599.9999999999998,False,-0.05335696341925049,13,9.231,30767,600,0,0.0,16954.391637848876,False,-0.3247497192104952,0.5,225694,0.0,0.0,6,0,0,5,4,4.0,2,7,27,76.0,48.0,7,16,27,535,0.9297697970177978,158.68278720148373
102,27,0,0,0,10.0,20,10.0,17.574410422932907,32,17.5625,28.257319396414793,0,,24.999999999999996,7,25.0,0,3.1790000000000007,30344,16,225,1.0,4114.242345159904,False,0.12006088124239322,0,0.2,26027,5,624,1.0,11016.432103910134,False,0.09012776728273877,0,1.721,43407,521,30,1.0,10003.987412240487,False,0.19140071141268566,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54217,0,64,0.0,1599.9999999999998,False,-0.05335696341925049,7,9.288,30716,600,0,0.0,16954.391637848876,False,-0.3256272442457683,0.5,225443,0.0,0.0,11,0,0,2,2,2.0,3,5,22,66.0,65.0,5,22,22,762,0.7252006380003877,159.40798783948412
103,22,0,0,0,10.0,20,10.0,17.574410422932907,0,,28.520765415402895,5,36.0,24.999999999999996,10,25.0,0,3.1790000000000007,30254,15,235,1.0,4279.986449389233,False,0.11981447817666674,0,0.2,25917,6,634,1.0,11202.176208139463,False,0.08953567837630431,0,1.7210000000000005,43587,511,35,1.0,9978.750515657817,False,0.19552016287233967,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54217,0,64,0.0,1599.9999999999998,False,-0.05335696341925049,10,9.381000000000002,30444,605,0,0.0,17255.06307631875,False,-0.327720645270667,0.5,225151,0.0,0.0,6,0,0,6,3,3.0,1,7,19,61.0,45.0,7,15,19,380,0.6214253649814054,160.02941320446553
104,19,0,0,0,10.0,20,10.0,17.79141119759977,15,20.0,27.907728038115085,10,19.8,24.999999999999996,10,25.0,0,3.1790000000000007,30444,16,230,1.0,4252.024575447947,False,0.12589920795505993,0,0.2,25827,5,644,1.0,11507.668811254252,False,0.09170472917682271,0,1.7210000000000005,43485,516,35,1.0,10157.13865929551,False,0.19520499433076774,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54019,0,74,1.0,1849.9999999999998,False,-0.05461302866581782,10,9.471,30361,605,0,0.0,16884.175463059626,False,-0.3323395896016757,0.6666666666666666,224868,0.0,0.0,9,0,0,5,3,3.0,1,6,26,68.0,39.0,6,13,26,698,0.5905298040015623,160.6199430084671
105,26,0,0,0,10.0,20,10.0,17.907273379766448,16,19.0,28.849388823485032,17,35.94117647058823,25.0,14,25.0,0,3.1790000000000007,30364,14,240,1.0,4437.745611143948,False,0.12634377784748246,0,0.2,26011,7,638,1.0,11494.840416290994,False,0.09784361892095883,0,1.7210000000000005,43792,522,28,1.0,10155.379591295667,False,0.20273896917818063,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54169,0,68,0.0,1700.0,False,-0.05332255067276919,8,9.541,29691,622,0,0.0,17944.31984820769,False,-0.33474723968299236,0.5,224759,0.0,0.0,12,0,0,2,3,3.0,2,4,19,52.0,95.0,4,22,19,1265,0.5433736440027133,161.1633166524698
106,19,0,0,0,10.0,20,10.0,17.693698661485513,3,7.0,29.43029967464053,19,33.421052631578945,25.0,12,25.0,0,3.1790000000000007,30315,11,247,1.0,4480.343569386921,False,0.1253861927783968,0,0.2,25881,10,648,1.0,11565.516732642613,False,0.09457129308356292,0,1.721,44406,515,19,1.0,9671.430504483209,False,0.21189494123453453,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54269,0,64,0.0,1600.0,False,-0.05246223201073678,8,9.613000000000001,28990,641,0,0.0,18864.82209144458,False,-0.3388896547416929,0.5,224593,0.0,0.0,11,0,0,3,3,3.0,1,4,14,70.0,43.0,4,15,14,956,0.39379812899278477,161.5571147814626
107,14,0,0,0,10.0,20,10.0,17.693698661485513,0,,29.39471016160676,2,27.0,25.0,4,25.0,0,3.1790000000000007,30225,10,257,1.0,4647.280556001777,False,0.1251604078401855,0,0.2,25771,11,658,1.0,11752.453719257468,False,0.09399982230464367,0,1.7210000000000005,44460,505,27,1.0,9728.974998413567,False,0.21393206091767045,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54215,0,66,0.2,1650.0,False,-0.05296121683471558,4,9.645,28970,641,0,0.0,18842.009213589932,False,-0.3394300456520361,0.5333333333333333,224373,0.0,0.0,7,0,0,2,1,1.0,1,3,11,25.0,33.0,3,11,11,254,0.30165825894800946,161.8587730404106
108,11,0,0,0,10.0,17,10.0,17.319503068443,5,7.0,29.439944561563355,1,35.0,25.0,20,25.0,0,3.1790000000000007,30180,8,262,1.0,4617.709803932066,False,0.12309371204252056,0,0.2,25681,10,668,1.0,11669.428049719925,False,0.08945360981955064,0,1.7210000000000005,44460,500,36,1.0,9719.589538437782,False,0.21381656746453265,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54440,0,57,0.0,1425.0,False,-0.05102549984514264,11,9.751,28833,642,0,0.0,18900.444408523672,False,-0.3412845898987949,0.5,224326,0.0,0.0,9,0,0,1,3,3.0,0,1,7,18.0,45.0,1,10,7,465,0.29388158000074327,162.15265462041134
109,7,0,0,0,10.0,0,,16.574951479753405,10,7.0,29.849335792012212,11,34.0,25.0,20,25.0,0,3.1790000000000007,30250,0,260,0.8,4309.487384735886,False,0.12018610662223249,0,0.2,25681,0,678,1.0,11237.81710327281,False,0.08199352017548418,0,1.7210000000000005,44764,500,35,1.0,9332.202492597131,False,0.21653133604790725,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54690,0,47,0.0,1175.0,False,-0.0488747031900616,10,9.84,28371,653,0,0.0,19491.616272183976,False,-0.34414797246822,0.4666666666666666,224488,0.0,0.0,7,0,0,2,3,3.0,0,2,4,37.0,15.0,2,5,4,694,0.26058733399258927,162.41324195440393
110,4,0,0,0,10.0,0,,16.574951479753405,0,,30.08932385445344,6,34.5,25.0,16,25.0,0,3.1790000000000007,30250,0,260,0.0,4309.487384735886,False,0.12018610662223249,0,0.2,25681,0,678,0.0,11237.81710327281,False,0.08199352017548418,0,1.721,44971,490,39,1.0,9295.209855402853,False,0.2211706272814881,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54890,0,39,0.0,975.0,False,-0.04715406586599676,8,9.91,28100,659,0,0.0,19828.864420084818,False,-0.3459094908626861,0.16666666666666666,224624,0.0,0.0,7,0,0,0,3,3.0,0,0,1,0.0,11.0,0,4,1,407,0.12965809198794886,162.54290004639188
111,1,0,0,0,10.0,0,,16.574951479753405,0,,30.313258800890548,5,35.0,25.0,9,25.0,0,3.1790000000000007,30250,0,260,0.0,4309.487384735886,False,0.12018610662223249,0,0.2,25681,0,678,0.0,11237.81710327281,False,0.08199352017548418,0,1.7210000000000005,45146,480,44,1.0,9289.760097520819,False,0.22541051508073462,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54890,0,39,0.0,975.0,False,-0.04715406586599676,9,9.992,27850,664,0,0.0,20128.003843791324,False,-0.34763753188520496,0.16666666666666666,224549,0.0,0.0,1,0,0,0,3,3.0,0,0,0,0.0,3.0,0,1,0,175,0.11383972503244877,162.65673977142433
