index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
100,6,0,0,0,10.000000000000002,10,10.0,25.196895088296884,18,26.0,32.462586573487314,0,,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,40626,3,69,1.0,1768.585761092485,False,0.534519717590708,0,3.953000000000001,39969,17,50,1.0,2051.476545175413,False,-0.04289460514130315,0,7.256000000000002,-22963.0,174,0,0.0,4384.259745363658,True,-1.4849381333423182,0,0.3440000000000001,72868,17,145,1.0,6641.863971749284,False,0.21923749757356728,10,9.282,26631,1163,0,0.0,37753.98818496575,False,-0.27174392145044934,0.5,207608,0.0,0.125,7,0,0,1,3,3.0,2,3,4,54.0,9.0,3,3,4,988,0.5355313969776034,128.9731260187691
101,4,0,0,0,10.000000000000002,10,10.0,25.274785869575656,15,26.066666666666666,31.938322552844387,6,15.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,40917,3,64,1.0,1647.586295652842,False,0.5430406693958235,0,3.953000000000001,39668,22,54,1.0,2280.7147069842613,False,-0.04724604609889497,0,7.256000000000002,-22963.0,174,0,0.0,4397.812741306164,True,-1.4847799222391416,0,0.3440000000000001,73246,7,146,1.0,6355.568257869911,False,0.22299579332258412,11,9.382,26375,1169,0,0.0,37335.89906427509,False,-0.2791859442119806,0.5,207720,0.0,0.125,9,0,0,2,3,3.0,1,3,5,54.0,3.0,3,1,5,959,0.5198138490086421,129.49293986777775
102,5,0,0,0,10.000000000000002,10,10.0,25.286154775639606,1,27.0,31.56983244807519,4,15.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,40844,3,73,1.0,1875.8892986216913,False,0.5445619255964973,0,3.953000000000001,39701,13,60,1.0,2222.9099589678262,False,-0.047150378700879916,0,7.256000000000002,-22963.0,174,0,0.0,4399.790930961291,True,-1.4847568298122749,0,0.3440000000000001,73564,1,147,1.0,6205.569832448075,False,0.22688449032988256,11,9.481000000000002,26211,1169,0,0.0,36905.134131799896,False,-0.28525713220086824,0.5,207834,0.0,0.125,8,0,0,3,3,3.0,0,3,6,39.0,6.0,3,2,6,565,0.5427303899778053,130.03567025775556
103,6,0,0,0,10.000000000000002,8,10.0,24.710971554339245,5,9.0,30.805720122856133,8,15.0,42.0,16,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,40809,1,78,1.0,1937.4557812384612,False,0.5444060437920679,0,3.953000000000001,39776,8,62,1.0,2107.6424200517945,False,-0.04674492879095309,0,7.256,-22963.0,174,0,0.0,4299.709050455029,True,-1.485925137158491,0,0.3440000000000001,73858,0,141,0.1,5922.0,False,0.22932036038342749,9,9.56,25963,1177,0,0.0,36258.33258460167,False,-0.2944011539262777,0.35000000000000003,207920,0.0,0.125,6,0,0,3,3,3.0,0,3,2,54.0,9.0,3,3,2,539,0.4527702869963832,130.48844054475194
104,2,0,0,0,10.000000000000002,9,10.0,24.710971554339245,0,,30.676841785309804,12,29.0,42.0,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,40719,0,88,1.0,2174.5654967818537,False,0.5454616372182517,0,3.953000000000001,40124,0,58,0.8,1779.2568235479687,False,-0.0424535764901479,0,7.256000000000002,-22963.0,174,0,0.0,4299.709050455029,True,-1.485925137158491,0,0.3440000000000001,73858,0,141,0.0,5922.0,False,0.22932036038342749,10,9.651000000000003,25473,1189,0,0.0,36474.764882733354,False,-0.30051077083379996,0.3,207688,0.0,0.125,5,0,0,2,3,3.0,0,2,0,36.0,0.0,2,0,0,438,0.25362481898628175,130.74206536373822
105,0,0,0,0,10.000000000000002,7,10.0,24.710971554339245,0,,31.071008076399814,5,43.0,42.0,13,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,40649,0,95,0.7,2347.5422976622285,False,0.5460711673812841,0,3.953000000000001,40339,0,53,0.0,1646.7634280491902,False,-0.03898062864156249,0,7.256000000000002,-22963.0,174,0,0.0,4299.709050455029,True,-1.485925137158491,0,0.3440000000000001,73858,0,141,0.0,5922.0,False,0.22932036038342749,13,9.771000000000003,25022,1194,0,0.0,37098.78364322138,False,-0.30273501221637905,0.11666666666666665,207382,0.0,0.125,3,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,285,0.13266376499086618,130.8747291287291
106,0,0,0,0,10.000000000000002,9,10.0,24.710971554339245,0,,32.32563655573802,23,40.0,42.0,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,40559,0,104,0.9,2569.9410416512815,False,0.5468548490194685,0,3.953000000000001,41259,0,30,0.0,969.7690966721407,False,-0.025404264373924377,0,7.256000000000002,-22963.0,174,0,0.0,4299.709050455029,True,-1.485925137158491,0,0.3440000000000001,73858,0,141,0.0,5922.0,False,0.22932036038342749,10,9.858000000000002,23965,1217,0,0.0,39340.29968833317,False,-0.30171470428128805,0.15,207155,0.0,0.125,3,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,1010,0.12213300098665059,130.99686212971574
107,0,0,0,0,10.000000000000002,0,,24.710971554339245,0,,33.42997994371819,17,43.0,42.0,8,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,40559,0,104,0.0,2569.9410416512815,False,0.5468548490194685,0,3.953000000000001,41990,0,13,0.0,434.5897392683364,False,-0.01458500958082345,0,7.256,-22963.0,174,0,0.0,4299.709050455029,True,-1.485925137158491,0,0.3440000000000001,73858,0,141,0.0,5922.0,False,0.22932036038342749,8,9.928000000000003,23146,1234,0,0.0,41252.59525054824,False,-0.2995199535074314,0.0,207067,0.0,0.125,1,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,731,0.12638497300213203,131.12324710271787
108,0,0,0,0,10.000000000000002,0,,24.710971554339245,0,,33.42997994371819,0,,42.0,12,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,40559,0,104,0.0,2569.9410416512815,False,0.5468548490194685,0,3.953000000000001,41990,0,13,0.0,434.5897392683364,False,-0.01458500958082345,0,7.256000000000002,-22963.0,174,0,0.0,4299.709050455029,True,-1.485925137158491,0,0.3440000000000001,73858,0,141,0.0,5922.0,False,0.22932036038342749,12,10.040000000000003,22953,1234,0,0.0,41252.59525054824,False,-0.3026084970911021,0.0,206874,0.0,0.125,0,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,0,0.117261880019214,131.24050898273708
109,0,0,0,0,10.000000000000002,0,,24.710971554339245,0,,33.42997994371819,0,,42.0,9,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,40559,0,104,0.0,2569.9410416512815,False,0.5468548490194685,0,3.953000000000001,41990,0,13,0.0,434.5897392683364,False,-0.01458500958082345,0,7.256000000000002,-22963.0,174,0,0.0,4299.709050455029,True,-1.485925137158491,0,0.3440000000000001,73858,0,141,0.0,5922.0,False,0.22932036038342749,9,10.118000000000002,22825,1234,0,0.0,41252.59525054824,False,-0.3046568576025521,0.0,206746,0.0,0.125,0,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,0,0.1219311140011996,131.36244009673828
