index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
55,22,0,0,0,10.000000000000002,20,10.0,8.435124799615231,15,8.333333333333334,16.22093374054314,4,2.0,31.0,0,,5,5.362000000000002,4639,571,0,0.0,5710.000000000001,False,-0.5873120766562036,10,4.287000000000002,6826,549,0,0.0,5490.000000000001,False,-0.4729335315821356,0,0.2,26234,365,385,1.0,9323.880041968667,False,0.07370773313585867,4,2.652000000000001,19330,126,0,0.0,1062.8257247515191,False,-0.30976844961335326,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39912,0,71,0.4,2201.0,False,0.15362437062248602,0.2333333333333333,132171,0.0,0.0,5,0,0,5,5,5.0,5,10,21,143.0,124.0,10,12,21,200,0.6798436449607834,55.34140851191478
56,21,0,0,0,10.000000000000002,20,10.0,8.413885784767961,20,8.25,15.01597232640389,7,1.0,31.0,14,31.0,15,5.5070000000000014,4319,581,0,0.0,5810.000000000001,False,-0.6021807368247151,5,4.327000000000001,6671,559,0,0.0,5590.000000000001,False,-0.4787157883143345,0,0.2,26069,375,395,1.0,9086.516238217522,False,0.06384910926529137,7,2.718000000000001,19141,126,0,0.0,1060.149608880763,False,-0.316383151887389,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000001,40215,0,68,0.7,2108.0,False,0.16083935754268516,0.2833333333333333,131769,0.0,0.0,10,0,0,4,5,5.0,6,10,20,148.0,136.0,10,11,20,634,0.7190802780096419,56.06048878992442
57,20,0,0,0,10.000000000000002,20,10.0,8.395356384243925,20,8.25,16.197328507209463,5,35.0,31.0,6,31.0,10,5.5920000000000005,4079,592,0,0.0,5920.000000000001,False,-0.6123685224957321,10,4.4220000000000015,6456,568,0,0.0,5680.000000000001,False,-0.4880775373093232,0,0.2,26079,385,400,1.0,9711.143610817697,False,0.07505027994470374,0,2.7110000000000007,19141,126,0,0.0,1057.8149044147347,False,-0.3164237201665554,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000001,40226,0,67,0.5,2077.0,False,0.16071277882478693,0.25,131335,0.0,0.0,9,0,0,7,4,4.0,4,11,20,163.0,132.0,11,9,20,561,0.7045238279970363,56.76501261792146
58,20,0,0,0,10.000000000000002,20,10.0,8.390015813385073,15,8.333333333333334,15.37338442443635,18,11.88888888888889,31.0,12,31.0,10,5.682000000000001,3854,602,0,0.0,6020.000000000001,False,-0.6220056170493969,5,4.462000000000001,6301,578,0,0.0,5780.000000000001,False,-0.49385979404152214,0,0.2,26129,390,405,1.0,9498.3268591169,False,0.07308995411150136,13,2.841,18816,126,0,0.0,1057.1419924865193,False,-0.32772993931387456,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000002,40384,8,65,1.0,2137.9870753954906,False,0.166014838898983,0.3333333333333333,130838,0.0,0.0,10,0,0,7,4,4.0,4,11,22,177.0,132.0,11,9,22,747,0.6683400089968927,57.43335262691835
59,22,0,0,0,10.000000000000002,20,10.0,8.402458653736302,20,8.5,15.807055536103885,9,19.88888888888889,31.0,11,31.0,10,5.772,3634,612,0,0.0,6120.000000000001,False,-0.6313673660443857,10,4.557000000000001,6071,588,0,0.0,5880.000000000001,False,-0.5037722341538631,0,0.2,26134,400,410,1.0,9841.876231297114,False,0.07923329680794293,4,2.8680000000000008,18708,126,0,0.0,1058.709790370774,False,-0.33145595498921326,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000001,40546,7,64,1.0,2094.649388752727,False,0.16996215843088425,0.3333333333333333,130447,0.0,0.0,10,0,0,8,5,5.0,4,12,23,197.0,135.0,12,10,23,716,0.7504331119707786,58.18378573888913
60,23,0,0,0,10.000000000000002,20,10.0,8.408226754855564,10,8.5,14.919037356354702,26,12.038461538461538,31.000000000000004,13,31.0,5,5.812000000000002,3499,620,0,0.0,6200.000000000001,False,-0.6365989316592323,5,4.597000000000001,5901,600,0,0.0,6000.000000000001,False,-0.5098298364447381,0,0.2,26224,400,415,1.0,9554.691204829427,False,0.0773708289284001,21,3.074000000000001,18138,126,0,0.0,1059.436571111801,False,-0.3512521881648688,0,0.2,35354,0,11,0.0,341.00000000000006,False,-0.000745408005400692,0,0.5960000000000001,40636,23,61,1.0,2234.1378591961584,False,0.17445554076110595,0.3333333333333333,129752,0.0,0.0,10,0,0,8,4,4.0,5,13,24,207.0,135.0,13,10,24,778,0.7855386420269497,58.96932438091608
61,24,0,0,0,10.000000000000002,20,10.0,8.378848446128886,25,8.2,14.919037356354702,0,,31.000000000000004,12,31.0,10,5.907000000000002,3284,629,0,0.0,6290.000000000001,False,-0.6459606806542211,15,4.742000000000001,5566,611,0,0.0,6110.000000000001,False,-0.5252491877306019,0,0.2,26019,415,425,1.0,9817.812981594236,False,0.07481864433699804,0,3.053000000000001,18138,126,0,0.0,1055.7349042122396,False,-0.3513165090493095,0,0.2,35354,0,11,0.0,341.00000000000006,False,-0.000745408005400692,0,0.5960000000000001,41008,13,59,1.0,2022.9474856326115,False,0.18194913624979062,0.3333333333333333,129369,0.0,0.0,8,0,0,8,5,5.0,5,13,26,215.0,138.0,13,11,26,572,0.816266193985939,59.78559057490202
62,26,0,0,0,10.000000000000002,20,10.0,8.374935408742068,15,8.333333333333334,13.737117324943886,10,2.0,31.000000000000004,12,31.0,0,5.897000000000002,3184,639,0,0.0,6390.000000000001,False,-0.6487141362409824,15,4.877000000000001,5246,621,0,0.0,6210.000000000001,False,-0.5401178478991134,0,0.2,25894,420,435,1.0,9493.11890802226,False,0.06483264827145545,10,3.153000000000001,17878,126,0,0.0,1055.2418615015006,False,-0.36036069745436144,0,0.2,35354,0,11,0.0,341.00000000000006,False,-0.000745408005400692,0,0.5960000000000001,41360,13,57,1.0,1945.5825252242707,False,0.19076232068330376,0.3333333333333333,128916,0.0,0.0,9,0,0,9,4,4.0,4,13,24,200.0,128.0,13,13,24,572,0.7901555229909718,60.57574609789299
63,24,0,0,0,10.0,20,10.0,8.400373038365679,15,8.666666666666666,13.737117324943886,0,,31.000000000000004,12,31.0,10,5.997000000000002,2959,649,0,0.0,6490.0,False,-0.6583512307946473,5,4.912000000000002,5096,631,0,0.0,6310.0,False,-0.5456247590726362,0,0.2,25764,425,445,1.0,9683.175750905444,False,0.06361730236151944,0,3.1430000000000007,17878,126,0,0.0,1058.4470028340754,False,-0.3603050042948033,0,0.2,35354,0,11,0.0,341.00000000000006,False,-0.000745408005400692,0,0.5960000000000001,41732,3,55,1.0,1746.2113519748318,False,0.19842214497447103,0.3333333333333333,128783,0.0,0.0,9,0,0,6,3,3.0,4,10,17,177.0,116.0,10,14,17,572,0.6233438279596157,61.199089925852604
64,17,0,0,0,10.0,20,10.0,8.394451662383295,15,8.333333333333334,13.100731895550235,6,2.6666666666666665,31.0,11,31.0,5,6.037000000000002,2819,658,0,0.0,6580.0,False,-0.6635827964094939,10,5.007000000000001,4856,642,0,0.0,6420.0,False,-0.5558125447436533,0,0.2,25639,430,455,1.0,9570.447227300174,False,0.05731446094353039,6,3.2030000000000007,17721,126,0,0.0,1057.7009094602952,False,-0.3657740936670669,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000001,42057,0,53,0.9,1643.0,False,0.20611234564428568,0.31666666666666665,128446,0.0,0.0,9,0,0,4,5,5.0,3,7,13,126.0,89.0,7,10,13,541,0.41522357100620866,61.61431349685881
65,13,0,0,0,10.0,20,10.0,8.40666492388979,20,8.5,14.219095855846875,18,20.055555555555557,31.000000000000004,8,31.0,0,6.032000000000001,2759,664,0,0.0,6640.0,False,-0.6652348697615508,20,5.197000000000002,4386,656,0,0.0,6560.0,False,-0.5778401894377444,0,0.2,25814,440,455,1.0,10168.621180921837,False,0.07379011608899803,8,3.2770000000000006,17513,126,0,0.0,1059.2397804101136,False,-0.37297585090512403,0,0.2,35354,0,11,0.0,341.00000000000006,False,-0.000745408005400692,0,0.5960000000000001,41944,8,55,1.0,1818.7527668467753,False,0.20540565338312258,0.3333333333333333,127770,0.0,0.0,10,0,0,3,5,5.0,2,5,11,75.0,69.0,5,8,11,793,0.34028267400572076,61.954596170864534
66,11,0,0,0,10.0,20,10.0,8.41230253108329,10,8.5,14.219095855846875,0,,31.0,9,31.0,5,6.082000000000002,2559,679,0,0.0,6790.0,False,-0.6721185087284542,5,5.227,4281,661,0,0.0,6610.0,False,-0.5822457183765626,0,0.2,25729,440,465,1.0,10313.292686645444,False,0.07335000324318755,0,3.2690000000000006,17513,126,0,0.0,1059.9501189164946,False,-0.3729635079249957,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000002,42223,0,54,0.8,1674.0,False,0.21121768726618098,0.3,127659,0.0,0.0,9,0,0,3,2,2.0,1,4,6,57.0,51.0,4,7,6,479,0.2682641599676572,62.22286033083219
67,6,0,0,0,10.0,0,,8.39891627357817,5,8.0,13.83046303578884,5,6.0,31.0,4,31.0,0,6.077000000000001,2559,679,0,0.0,6790.0,False,-0.6721185087284542,5,5.272000000000001,4226,661,0,0.0,6610.0,False,-0.5852745195220002,0,0.2,25689,435,475,1.0,10222.998521006204,False,0.07039093867951696,5,3.3190000000000013,17403,126,0,0.0,1058.2634504708494,False,-0.3768155786190991,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000001,42317,0,55,0.5,1705.0,False,0.21429776940170459,0.25,127548,0.0,0.0,1,0,0,2,2,2.0,0,2,4,21.0,27.0,2,4,4,124,0.15572796802734956,62.37858829885954
68,4,0,0,0,10.0,0,,8.39891627357817,0,,13.83046303578884,0,,31.0,4,31.0,0,6.077000000000003,2559,679,0,0.0,6790.0,False,-0.6721185087284542,0,5.267000000000001,4226,661,0,0.0,6610.0,False,-0.5852745195220002,0,0.2,25689,425,485,1.0,10277.31398862831,False,0.07133473481543544,0,3.3140000000000005,17403,126,0,0.0,1058.2634504708494,False,-0.3768155786190991,0,0.2,35354,0,11,0.0,341.0,False,-0.000745408005400692,0,0.5960000000000001,42441,0,51,0.0,1581.0,False,0.21604174284830244,0.16666666666666666,127672,0.0,0.0,1,0,0,0,0,0.0,0,0,3,0.0,11.0,0,4,3,124,0.09183113998733461,62.470419438846875
69,3,0,0,0,10.0,0,,8.39891627357817,0,,13.83046303578884,0,,31.0,1,31.0,0,6.077000000000002,2559,679,0,0.0,6790.0,False,-0.6721185087284542,0,5.267000000000001,4226,661,0,0.0,6610.0,False,-0.5852745195220002,0,0.2,25689,415,495,1.0,10331.629456250415,False,0.07227853095135393,0,3.3140000000000005,17403,126,0,0.0,1058.2634504708494,False,-0.3768155786190991,0,0.2,35385,0,10,0.0,310.0,False,-0.00030941464375123064,0,0.5960000000000001,42441,0,51,0.0,1581.0,False,0.21604174284830244,0.16666666666666666,127703,0.0,0.0,1,0,0,0,0,0.0,0,0,0,0.0,9.0,0,3,0,31,0.08349762600846589,62.55391706485534
