index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,15,0,0,0,10.0,20,10.0,16.14972651739286,83,10.975903614457831,19.57111486602602,0,,29.00000000000001,8,29.0,0,0.35300000000000004,50315,11,26,1.0,529.8928894522144,False,0.20712981658495275,47,2.8930000000000007,29447,651,0,0.0,6510.0,False,-0.2195412997303167,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,64921,297,46,1.0,5696.740059502877,False,-0.00028957456591122106,8,5.7970000000000015,59059,518,0,0.0,10137.837500601478,False,-0.1852944399235102,0,3.917000000000001,75216,0,10,0.0,290.0000000000001,False,-0.042585087596712104,0.3333333333333333,346961,0.0,0.0,10,0,0,9,5,5.0,19,28,15,135.0,9.0,12,3,15,1064,1.4024870228022337,132.215087284334
66,15,0,0,0,10.0,20,10.0,14.967935793306795,26,5.0,27.257359109419035,52,44.48076923076923,29.000000000000007,8,29.0,0,0.35300000000000004,50195,13,36,1.0,668.8456885590447,False,0.2059240315094991,26,3.1060000000000008,28951,659,0,0.0,6590.0,False,-0.23042409489033674,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,6,1.4300000000000002,66930,313,10,1.0,4957.537494399217,False,0.023894271153131086,8,5.869000000000001,56701,569,0,0.0,15509.437333259431,False,-0.18112994465171303,0,3.9170000000000007,75180,0,11,0.1,319.00000000000006,False,-0.04285823180414925,0.35000000000000003,345960,0.0,0.0,12,0,0,12,6,5.4,14,26,19,88.0,36.0,8,7,19,1823,1.5485177263617516,133.76360501069576
67,19,0,0,0,10.000000000000002,20,10.0,14.78067270673189,3,1.0,26.524881566228775,44,24.0,29.000000000000004,12,29.0,0,0.35300000000000004,50125,10,46,1.0,779.9109445096669,False,0.20557875640807702,3,3.110000000000001,28761,672,0,0.0,6720.000000000001,False,-0.23340731724779837,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,34,1.7640000000000007,66997,306,10,1.0,4788.134663922246,False,0.02363314596706137,12,5.981000000000002,56547,569,0,0.0,15092.657611184173,False,-0.18573388378549813,0,3.917000000000001,74124,34,21,1.0,1510.8459732517786,False,-0.048703225812434,0.5,344557,0.0,0.0,9,0,0,8,8,7.7727272727272725,20,28,18,145.0,54.0,11,8,18,200,1.721288038417697,135.48489304911345
68,18,0,0,0,10.0,20,10.0,14.254172217041743,8,1.0,26.233211904217384,23,24.0,29.000000000000004,12,29.0,0,0.35300000000000004,50005,12,56,1.0,918.2336441543376,False,0.20436545242541163,8,3.187000000000001,28509,680,0,0.0,6800.0,False,-0.23846686236605333,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,13,1.8600000000000003,67164,304,10,1.0,4595.600473022864,False,0.024676573433911653,12,6.089000000000002,56392,569,0,0.0,14926.697573499692,False,-0.18875727279166277,0,3.9170000000000007,73572,47,31,1.0,2131.960959498217,False,-0.051770603588363946,0.5,343645,0.0,0.0,9,0,0,9,9,8.565217391304348,21,30,11,148.0,30.0,13,5,11,200,1.628083766438067,137.11297681555152
69,11,0,0,0,10.0,20,10.0,14.040834811466933,5,6.0,26.233211904217384,0,,29.000000000000004,14,29.0,0,0.35300000000000004,49913,13,64,1.0,1028.6134279338837,False,0.20348695052545152,3,3.209000000000001,28368,689,0,0.0,6890.0,False,-0.24075797713658384,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,67134,299,20,1.0,4722.873846712961,False,0.02517277026297009,14,6.217000000000003,56202,569,0,0.0,14926.697573499692,False,-0.19117110532250267,0,3.917000000000001,73572,37,41,1.0,2159.6288404560437,False,-0.05159485192753391,0.5,343192,0.0,0.0,10,0,0,2,7,7.0,20,22,15,73.0,15.0,6,5,15,218,1.205941142514348,138.31891795806587
70,15,0,0,0,10.0,20,10.0,14.747466961901024,12,25.0,26.233211904217384,0,,29.000000000000004,7,29.0,0,0.35300000000000004,50083,16,62,1.0,1074.3429516378635,False,0.20808981828163847,0,3.206000000000001,28298,696,0,0.0,6960.0,False,-0.2415932793966731,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66834,301,30,1.0,5225.983912658729,False,0.02445812678058927,7,6.273000000000002,56142,569,0,0.0,14926.697573499692,False,-0.19193336822697843,0,3.9170000000000007,73572,27,51,1.0,2187.29672141387,False,-0.05141910026670387,0.5,342932,0.0,0.0,8,0,0,11,2,2.0,19,30,15,114.0,15.0,10,5,15,500,1.4987972704693675,139.81771522853523
71,15,0,0,0,10.0,20,10.0,15.945058209582802,29,22.862068965517242,26.233211904217384,0,,29.0,8,29.0,0,0.35300000000000004,50603,20,46,1.0,933.4726776408089,False,0.21881903388511975,3,3.236000000000001,28178,702,0,0.0,7020.0,False,-0.2437411994940455,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66171,320,40,1.0,6151.747103235192,False,0.021506048940353076,8,6.346,56067,569,0,0.0,14926.697573499692,False,-0.1928861968575731,0,3.917000000000001,73572,17,61,1.0,2214.9646023716955,False,-0.051243348605873824,0.5,342594,0.0,0.0,12,0,0,4,4,4.0,24,28,14,119.0,15.0,10,5,14,860,1.3560767555609345,141.17379198409617
72,14,0,0,0,10.0,20,10.0,16.437992337305943,27,19.666666666666668,26.09711008538594,4,20.0,29.000000000000004,10,29.0,0,0.35300000000000004,51006,21,37,1.0,818.2057164803199,False,0.22706147486313366,8,3.313000000000001,27928,711,0,0.0,7110.0,False,-0.24863368416028256,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,65720,337,46,1.0,6740.070481599855,False,0.019192424151409974,10,6.438000000000001,55878,573,0,0.0,14953.644078926143,False,-0.19511615566090645,0,3.9170000000000007,73572,7,71,1.0,2241.679770597702,False,-0.05107364875816134,0.5,342107,0.0,0.0,10,0,0,3,6,6.0,20,23,13,48.0,39.0,6,8,13,793,1.2683275444433093,142.44211952853948
73,13,0,0,0,10.0,20,10.0,16.437992337305943,0,,26.68999080127638,25,30.6,29.000000000000004,11,29.0,0,0.35300000000000004,50956,16,47,1.0,932.5856398533793,False,0.22723306889875397,0,3.3050000000000006,27778,726,0,0.0,7260.0,False,-0.25042361757475956,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66485,327,31,1.0,6202.613209138612,False,0.026513248529544797,11,6.538000000000001,55760,573,0,0.0,15293.364729131366,False,-0.19445730229357686,0,3.917000000000001,72807,22,81,1.0,2936.179797628081,False,-0.0563809040588716,0.5,341789,0.0,0.0,10,0,0,6,4,4.0,17,23,15,70.0,48.0,7,6,15,965,1.4614832568913698,143.90360278543085
74,15,0,0,0,10.0,20,10.0,16.671862476507354,18,19.055555555555557,26.32738472015846,6,16.0,29.000000000000004,9,29.0,0,0.35300000000000004,51234,12,44,1.0,853.5619489663236,False,0.232924774456055,5,3.355000000000001,27538,740,0,0.0,7400.0,False,-0.2544807999809074,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66238,335,35,1.0,6506.53239483551,False,0.025111245149179968,9,6.617000000000002,55680,573,0,0.0,15085.591444650798,False,-0.19679346839371645,0,3.9170000000000007,72711,18,91,1.0,3112.8929249628527,False,-0.05647800919185613,0.5,341404,0.0,0.0,12,0,0,10,4,4.0,17,27,9,114.0,33.0,9,6,9,634,1.3032163046300411,145.2068190900609
75,9,0,0,0,10.0,20,10.0,16.58816176371146,2,9.0,26.164247812720227,12,24.0,29.0,12,29.0,0,0.35300000000000004,51142,13,52,1.0,992.584411712996,False,0.2323880624771842,0,3.3500000000000014,27448,749,0,0.0,7490.0,False,-0.25555476002959354,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66508,327,33,1.0,6287.749074553415,False,0.02748048410917259,12,6.728000000000002,55242,585,0,0.0,15306.084970441332,False,-0.20095737063482952,0,3.917000000000001,72711,8,101,1.0,3138.313982501762,False,-0.05631652978223564,0.5,341054,0.0,0.0,10,0,0,9,6,6.0,13,22,17,59.0,42.0,5,4,17,506,1.1796139869838953,146.38643307704479
76,17,0,0,0,10.0,20,10.0,17.158504586792567,12,25.0,26.0080635454507,8,23.0,29.0,13,29.0,0,0.35300000000000004,51312,16,50,1.0,1017.9252293396283,False,0.2367476340581326,0,3.350000000000001,27378,756,0,0.0,7560.0,False,-0.2563900622896828,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66392,329,35,1.0,6555.430233145529,False,0.027743662195529806,13,6.846000000000002,54889,593,0,0.0,15422.781682452265,False,-0.2047007376008267,0,3.9170000000000007,72711,0,109,0.8,3161.0,False,-0.05617242386899242,0.4666666666666666,340685,0.0,0.0,11,0,0,11,6,6.0,17,28,20,140.0,48.0,11,6,20,684,1.4854334900155663,147.87186656706035
77,20,0,0,0,10.0,20,10.0,18.157717843541143,18,27.0,28.204042458514273,18,46.0,29.000000000000004,12,29.0,0,0.35300000000000004,51718,14,42,1.0,902.624149428728,False,0.24506126523744928,0,3.3500000000000014,27258,768,0,0.0,7680.0,False,-0.2578220090212644,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66734,337,27,1.0,6880.660059653251,False,0.03518756774442204,12,6.953000000000002,53910,611,0,0.0,17232.66994215222,False,-0.2056415716453939,0,3.917000000000001,72711,0,109,0.0,3161.0000000000005,False,-0.05617242386899242,0.3333333333333333,340334,0.0,0.0,11,0,0,14,6,6.0,15,29,20,137.0,39.0,12,8,20,1514,1.5196500178426504,149.391516584903
78,20,0,0,0,10.0,20,10.0,15.94298740402462,46,8.26086956521739,28.800698076807283,5,46.4,29.0,13,29.0,0,0.35300000000000004,51950,12,40,1.0,757.7194961609848,False,0.2488689947275838,34,3.6900000000000013,26492,780,0,0.0,7800.0,False,-0.27467124889620775,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66586,373,32,1.0,6868.356640159017,False,0.032913574769940605,13,7.0710000000000015,53506,616,0,0.0,17741.230015313286,False,-0.2075436712149627,0,3.9170000000000007,72711,0,109,0.0,3161.0,False,-0.05617242386899242,0.3333333333333333,339248,0.0,0.0,13,0,0,16,7,7.0,17,33,16,160.0,48.0,14,6,16,744,1.3657705057412386,150.75728709064424
79,16,0,0,0,10.0,20,10.0,16.499754146100678,12,25.083333333333332,28.66707424168871,11,27.0,29.0,10,29.0,0,0.35300000000000004,52121,15,38,1.0,776.9906575518257,False,0.253180003550653,0,3.656000000000001,26422,787,0,0.0,7870.0,False,-0.27550655115629696,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.8470000000000002,66582,375,31,1.0,7076.087106280103,False,0.034386752321763976,10,7.158000000000002,53100,627,0,0.0,17974.255549538822,False,-0.21122142753078385,0,3.917000000000001,72711,0,109,0.0,3161.0,False,-0.05617242386899242,0.3333333333333333,338939,0.0,0.0,13,0,0,10,4,4.0,15,25,13,92.0,38.0,8,8,13,798,1.1884747315198183,151.94576182216406
80,13,0,0,0,10.0,20,10.0,16.530814044110535,16,16.875,28.574776214564565,51,28.333333333333332,29.0,9,29.0,0,0.35300000000000004,52261,17,38,1.0,798.1709336762003,False,0.25677395448409585,6,3.716000000000001,26220,795,0,0.0,7950.0,False,-0.2793728073315673,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,20,2.047,67126,381,10,1.0,6583.987912951759,False,0.03878201413910638,9,7.238000000000002,53008,627,0,0.0,17916.384686531983,False,-0.21275783741864762,0,3.9170000000000007,71266,41,119,1.0,4622.565824797147,False,-0.06524611039601372,0.5,337884,0.0,0.0,9,0,0,10,8,7.088235294117647,14,24,14,69.0,33.0,7,6,14,460,1.1619421457871795,153.10770396795124
81,14,0,0,0,10.0,20,10.0,16.35429904241434,2,1.0,28.574776214564565,0,,29.000000000000004,10,29.0,0,0.35300000000000004,52161,17,48,1.0,955.0063540358883,False,0.2562588763279621,2,3.730000000000001,26080,805,0,0.0,8050.0,False,-0.28152072742893963,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.027,67124,373,20,1.0,6671.64906711184,False,0.03939908441717563,10,7.329000000000002,52894,627,0,0.0,17916.384686531983,False,-0.21420613693715154,0,3.917000000000001,71266,31,129,1.0,4626.818062651502,False,-0.06521909936953556,0.5,337528,0.0,0.0,9,0,0,6,6,6.0,14,20,10,61.0,38.0,5,9,10,200,1.0436864299699664,154.1513903979212
82,10,0,0,0,10.0,20,10.0,16.40854676703039,1,25.0,28.574776214564565,0,,29.0,10,29.0,0,0.35300000000000004,52096,16,57,1.0,1095.2871657207322,False,0.2563815561170465,0,3.728000000000001,25970,816,0,0.0,8160.0,False,-0.2828333452662228,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.027,67099,364,30,1.0,6829.9543096359985,False,0.040197925250674886,10,7.419000000000002,52781,627,0,0.0,17916.384686531983,False,-0.21564173207391424,0,3.9170000000000007,71266,21,139,1.0,4631.070300505856,False,-0.0651920883430574,0.5,337215,0.0,0.0,9,0,0,10,5,5.0,13,23,14,61.0,42.0,6,4,14,225,1.1204386316239834,155.2718290295452
83,14,0,0,0,10.0,20,10.0,15.923204608675391,5,2.0,28.08749008435884,10,20.0,29.000000000000004,9,29.0,0,0.35300000000000004,51996,16,67,1.0,1226.8547087812512,False,0.2555649591749749,5,3.778000000000001,25775,826,0,0.0,8260.0,False,-0.2862938832008783,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.027,67289,359,30,1.0,6559.05515704523,False,0.041002634328911935,9,7.499000000000002,52490,637,0,0.0,17891.73118373658,False,-0.2194953109160076,0,3.917000000000001,71266,11,149,1.0,4629.962390927948,False,-0.0651991259961636,0.5,336819,0.0,0.0,11,0,0,9,5,5.0,17,26,22,101.0,63.0,8,6,22,400,1.4435480209067464,156.71537705045193
84,22,0,0,0,10.0,20,10.0,16.671326568056323,12,25.0,27.625740396107975,5,13.0,29.0,10,29.0,0,0.35300000000000004,52186,17,65,1.0,1253.636226923661,False,0.26041903805307337,0,3.773000000000001,25685,835,0,0.0,8350.0,False,-0.28736784324956444,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.027,67054,361,35,1.0,6985.249804932112,False,0.04067953358901961,10,7.5900000000000025,52377,637,0,0.0,17597.59663232078,False,-0.22279930486501098,0,3.9170000000000007,71201,6,159,1.0,4776.754442376648,False,-0.06509245968025207,0.5,336506,0.0,0.0,8,0,0,14,5,5.0,16,30,23,158.0,72.0,13,9,23,565,1.4164658039808273,158.13184285443276
85,23,0,0,0,10.0,20,10.0,17.275602780847095,32,19.75,27.483587700872512,6,24.0,29.0,9,29.0,0,0.35300000000000004,52720,16,51,1.0,1041.055741823202,False,0.27062666454050266,8,3.8530000000000015,25415,846,0,0.0,8460.0,False,-0.2924989857043985,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.027,66566,383,39,1.0,7688.415785398465,False,0.03866715680566501,9,7.670000000000003,52141,643,0,0.0,17671.946891661024,False,-0.22532525191733882,0,3.917000000000001,71201,0,165,0.6,4785.0,False,-0.06504008232439368,0.43333333333333335,336046,0.0,0.0,13,0,0,14,5,5.0,18,32,26,197.0,72.0,14,9,26,968,1.4852706920355558,159.61711354646832
86,26,0,0,0,10.0,20,10.0,17.985655727203607,13,26.0,28.146703742174786,25,31.8,29.000000000000004,7,29.0,0,0.35300000000000004,52968,15,48,1.0,1013.3114749057731,False,0.27621430842826866,0,3.8450000000000015,25305,857,0,0.0,8570.0,False,-0.29381160354168157,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.027,67023,386,24,1.0,7617.984000512787,False,0.044889170813205516,7,7.731000000000002,51843,653,0,0.0,18379.797543640136,False,-0.22461475522696295,0,3.9170000000000007,70646,5,175,1.0,5215.733518710875,False,-0.06935491266556425,0.5,335788,0.0,0.0,11,0,0,13,3,3.0,18,31,25,200.0,84.0,15,11,25,1333,3.0520395701751113,162.66915311664343
87,25,0,0,0,10.0,20,10.0,18.2061743566247,16,20.1875,27.593290080647293,22,23.90909090909091,29.000000000000004,8,29.0,0,0.35300000000000004,53210,12,46,1.0,957.4840204047362,False,0.28132364407060373,4,3.8850000000000007,25102,870,0,0.0,8700.0,False,-0.2971050810243192,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.027,67226,392,12,1.0,7467.93982876465,False,0.046777056961783234,8,7.804000000000003,51718,655,0,0.0,18073.605002823977,False,-0.2281477964070485,0,3.917000000000001,70166,15,185,1.0,5778.89935120971,False,-0.07187567904151969,0.5,335425,0.0,0.0,13,0,0,19,6,6.0,12,31,22,184.0,74.0,14,11,22,1038,1.5427689012140036,164.21192201785743
88,22,0,0,0,10.0,20,10.0,18.760064426575582,11,26.0,27.828155914367994,21,29.523809523809526,29.000000000000004,10,29.0,0,0.35300000000000004,53426,9,45,1.0,934.2028991959012,False,0.2862008412591095,0,3.881000000000001,24972,883,0,0.0,8830.0,False,-0.2986563566501993,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,9,2.1170000000000004,67274,393,10,1.0,7650.986878787884,False,0.04883525998899449,10,7.896000000000002,51614,655,0,0.0,18227.442123911034,False,-0.22849184935200642,0,3.9170000000000007,69546,26,195,1.0,6378.532053773569,False,-0.07594341434214436,0.5,334835,0.0,0.0,8,0,0,14,5,4.25,18,32,10,183.0,37.0,15,7,10,486,1.571418335661292,165.78334035351872
89,10,0,0,0,10.0,20,10.0,18.91269449788685,3,26.0,27.533751373527835,7,21.0,29.000000000000004,12,29.0,0,0.35300000000000004,53424,7,52,1.0,1053.4601138901162,False,0.28757619285804775,0,3.8810000000000007,24852,895,0,0.0,8950.0,False,-0.3000883033817809,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.1080000000000005,67343,386,13,1.0,7658.2388440401855,False,0.04990661349216097,12,8.006000000000002,51324,662,0,0.0,18227.343409275425,False,-0.23217674711117964,0,3.917000000000001,69546,16,205,1.0,6385.540021976446,False,-0.07589889839050439,0.5,334492,0.0,0.0,9,0,0,5,5,5.0,15,20,12,52.0,31.0,4,6,12,425,1.075174075551331,166.85851442907006
90,12,0,0,0,10.0,20,10.0,19.006292628066564,2,25.0,28.62375398034929,14,40.0,29.0,7,29.0,0,0.35300000000000004,53324,12,60,1.0,1260.377557683994,False,0.2876587379499773,0,3.881000000000001,24802,900,0,0.0,9000.0,False,-0.3006849478532732,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,1,2.1180000000000008,67824,378,10,1.0,7470.616153212654,False,0.05561828728269072,7,8.064000000000002,50714,676,0,0.0,19349.657690716118,False,-0.23279726544080315,0,3.9170000000000007,69546,6,215,1.0,6406.742523882096,False,-0.0757642160514648,0.5,334213,0.0,0.0,11,0,0,6,3,2.071428571428571,13,19,17,66.0,33.0,5,7,17,250,1.2519685663282871,168.11048299539834
91,17,0,0,0,10.0,20,10.0,19.72698300531454,16,25.0,28.62375398034929,0,,29.0,12,29.0,0,0.35300000000000004,53624,12,54,1.0,1185.2570822869852,False,0.29392206728105524,0,3.8810000000000016,24702,910,0,0.0,9100.0,False,-0.30187823679625786,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.1170000000000004,67424,384,20,1.0,8147.63655364777,False,0.05471121091657778,12,8.177000000000001,50570,676,0,0.0,19349.657690716118,False,-0.23462669641154496,0,3.917000000000001,69546,0,221,0.6,6409.0,False,-0.07574987613227803,0.43333333333333335,333869,0.0,0.0,13,0,0,12,5,5.0,17,29,17,145.0,30.0,12,5,17,600,1.3098236517980695,169.4203066471964
92,17,0,0,0,10.0,20,10.0,17.66713867323676,40,11.5,28.3589890060782,6,22.0,29.0,8,29.0,0,0.35300000000000004,53859,11,51,1.0,1011.0240723350747,False,0.2974514220702975,27,4.151000000000001,24160,921,0,0.0,9210.0,False,-0.3135008711009284,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.1170000000000004,67096,414,24,1.0,7994.811146865895,False,0.048745453885334564,8,8.245000000000001,50359,682,0,0.0,19340.830502145334,False,-0.23736339294560402,0,3.9170000000000007,69546,0,221,0.0,6409.0,False,-0.07574987613227803,0.3333333333333333,333023,0.0,0.0,12,0,0,10,5,5.0,18,28,13,109.0,36.0,10,7,13,657,1.2698891153559089,170.69019576255232
93,13,0,0,0,10.0,20,10.0,18.18826356796426,11,25.0,27.89935358393987,9,21.0,29.0,11,29.0,0,0.35300000000000004,54004,14,50,1.0,1049.413178398213,False,0.30137005296291514,0,4.124000000000001,24090,928,0,0.0,9280.0,False,-0.31433617336101766,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.1170000000000004,67010,415,25,1.0,8245.613220303665,False,0.04932668442006571,11,8.347000000000001,50048,691,0,0.0,19278.45332650245,False,-0.2417106873927912,0,3.917000000000001,69546,0,221,0.0,6409.0,False,-0.07574987613227803,0.3333333333333333,332701,0.0,0.0,10,0,0,10,4,4.0,15,25,13,109.0,9.0,10,3,13,664,1.2289131507277489,171.91910891328007
94,13,0,0,0,10.0,20,10.0,19.04651077387452,31,22.903225806451612,27.22245339381838,26,23.846153846153847,29.0,20,29.0,0,0.35300000000000004,54606,14,33,1.0,768.5348555378591,False,0.312385561866517,4,4.1640000000000015,23914,938,0,0.0,9380.0,False,-0.317343261497339,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,1,2.1270000000000002,66891,436,10,1.0,8576.503231347475,False,0.050011825158561715,10,8.436000000000002,49895,693,0,0.0,18865.160201916136,False,-0.24627977461209624,0,3.9170000000000007,69260,14,221,1.0,6790.114347513458,False,-0.0769624182313376,0.5,332569,0.0,0.0,16,0,0,12,6,5.5,15,27,16,118.0,12.0,9,4,16,1768,1.1423942865803838,173.06150319986045
95,16,0,0,0,10.0,20,10.0,19.345660724302682,12,23.166666666666668,27.9383454207451,5,48.0,28.999999999999996,7,29.0,0,0.35300000000000004,54784,14,31,1.0,739.7154824533832,False,0.3162897721110878,0,4.160000000000001,23814,948,0,0.0,9480.0,False,-0.31853655044032364,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.126000000000001,66853,438,15,1.0,8892.474578555752,False,0.0517818125253047,7,8.496,49595,698,0,0.0,19500.96510368008,False,-0.24605233504198748,0,3.917000000000001,69260,4,231,1.0,6810.753381682979,False,-0.07683131514690733,0.5,332309,0.0,0.0,13,0,0,12,3,3.0,7,19,12,126.0,15.0,11,5,12,718,1.253924572840333,174.3154277727008
96,12,0,0,0,10.0,20,10.0,18.749042566967244,5,1.0,28.331711431699844,26,30.307692307692303,29.0,11,29.0,0,0.35300000000000004,54694,13,41,1.0,898.710745245657,False,0.31603912490448505,5,4.210000000000001,23604,959,0,0.0,9590.0,False,-0.32223574616357603,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,11,2.2360000000000007,67282,433,10,1.0,8401.652545813815,False,0.054490054033942234,11,8.599,48819,715,0,0.0,20257.173673665387,False,-0.2511073540986534,0,3.9170000000000007,69120,3,241,1.0,7073.9951342951,False,-0.07693776673297226,0.5,331522,0.0,0.0,11,0,0,9,8,7.5,5,14,16,90.0,29.0,7,5,16,716,1.1122737023979425,175.42770147509873
97,16,0,0,0,10.0,20,10.0,18.749042566967244,0,,28.86850125780019,5,44.0,28.999999999999996,20,29.0,0,0.35300000000000004,54594,13,51,1.0,1086.2011709153294,False,0.31588984953718685,0,4.205000000000002,23504,969,0,0.0,9690.0,False,-0.3234290351065607,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.2250000000000005,67502,423,15,1.0,8363.872524694147,False,0.05745675939086085,8,8.668000000000001,48521,720,0,0.0,20785.320905616136,False,-0.25153836783240296,0,3.917000000000001,69468,0,232,0.3,6727.999999999999,False,-0.07471446902036512,0.3833333333333333,331592,0.0,0.0,14,0,0,10,4,4.0,7,17,16,89.0,54.0,8,8,16,768,1.3768659494817257,176.80456742458045
98,16,0,0,0,10.0,20,10.0,18.918782408601153,6,22.833333333333332,28.813281385833005,4,27.0,29.0,20,29.0,0,0.35300000000000004,54624,13,56,1.0,1189.4518148816646,False,0.31783790142098844,1,4.215000000000002,23390,979,0,0.0,9790.0,False,-0.32495644495358106,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,2.2250000000000005,67473,419,21,1.0,8532.048738306376,False,0.0582694001851804,8,8.74,48370,723,0,0.0,20832.002441957262,False,-0.2531601994463605,0,3.9170000000000007,69780,0,221,0.1,6409.0,False,-0.07277705080482258,0.35000000000000003,331640,0.0,0.0,17,0,0,7,5,5.0,3,10,16,112.0,63.0,10,6,16,786,1.4575207009911537,178.2620881255716
99,16,0,0,0,10.0,20,10.0,18.918782408601153,0,,30.29862570529609,27,37.0,29.0,20,29.0,0,0.35300000000000004,54534,12,66,1.0,1368.639638967676,False,0.31782820981560916,0,4.214000000000002,23280,990,0,0.0,9900.0,False,-0.3262690627908642,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,6,2.2850000000000006,68298,409,10,1.0,8040.768262170833,False,0.06681591602008317,9,8.822000000000001,48277,723,0,0.0,21905.906384929072,False,-0.2475200641258174,0,3.917000000000001,69100,17,220,1.0,6895.076636990034,False,-0.07832837881296585,0.5,331492,0.0,0.0,12,0,0,8,5,4.222222222222222,3,11,16,128.0,60.0,11,5,16,519,1.4793730787932873,179.7414612043649
