index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,12,0,0,0,10.000000000000002,20,10.0,10.298588418764012,20,2.0,28.445169117953487,40,33.15,31.0,20,31.0,0,0.36200000000000004,11057,0,20,0.8,205.97176837528025,False,0.02020165318471884,20,1.3450000000000002,7480,119,0,0.0,1190.0000000000002,False,-0.26181552244263645,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,17136,111,25,1.0,1854.2725424316427,False,0.042063936264902645,4,0.6900000000000002,19493,29,10,1.0,1134.9099044206512,False,-0.06329590249298066,8,0.9820000000000002,19732,29,0,0.0,824.9099044206512,False,-0.059373601409678456,0.4666666666666666,92916,0.0,0.0,14,0,0,2,7,6.333333333333334,17,19,15,57.0,52.0,4,8,15,1712,0.7175670940196142,19.906384947011247
11,15,0,0,0,10.000000000000002,20,10.0,11.084654773176227,10,23.0,29.093288186563917,10,35.0,30.999999999999996,20,31.0,0,0.36200000000000004,11177,1,20,1.0,231.69309546352454,False,0.03234724817001209,0,1.3250000000000004,7390,128,0,0.0,1280.0000000000002,False,-0.2659292439893957,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,17256,111,25,1.0,1957.7288844866594,False,0.051970949708280145,0,0.6860000000000002,19803,19,10,1.0,862.7724755447143,False,-0.05517434451940809,10,1.0740000000000003,19265,39,0,0.0,1134.6382392759929,False,-0.07394849086486759,0.5,92909,0.0,0.0,15,0,0,4,4,4.0,18,22,19,96.0,69.0,7,8,19,1090,0.8329023200203665,20.739287267031614
12,19,0,0,0,10.000000000000002,20,10.0,10.878027930910273,16,9.0,29.093288186563917,0,,31.0,20,31.0,0,0.36200000000000004,11057,3,30,1.0,356.3408379273082,False,0.027074725200078142,16,1.485,7150,136,0,0.0,1360.0000000000002,False,-0.2842124508638815,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,17112,117,35,1.0,2290.994354446239,False,0.053276634200018366,0,0.6860000000000002,20051,9,12,1.0,633.8395936790753,False,-0.04893912043147468,12,1.1840000000000002,19109,39,0,0.0,1134.6382392759929,False,-0.08123276430528596,0.5,92497,0.0,0.0,10,0,0,11,5,5.0,14,25,13,120.0,73.0,10,9,13,448,0.9597861870424822,21.699073454074096
13,13,0,0,0,10.000000000000002,20,10.0,9.533095701245587,27,2.2962962962962963,29.677980349120443,10,35.0,31.0,20,31.0,0,0.36200000000000004,10977,5,35,1.0,383.65834954359553,False,0.021010071740725625,22,1.6890000000000003,6626,144,0,0.0,1440.0000000000002,False,-0.32845781150013714,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,17400,134,35,1.0,2316.164136186124,False,0.07061740325908981,0,0.6860000000000002,20330,0,12,0.9,372.0,False,-0.042024654463952184,11,1.2820000000000003,18626,49,0,0.0,1454.2210371069016,False,-0.0963246862834586,0.48333333333333334,91977,0.0,0.0,14,0,0,7,6,6.0,16,23,9,111.0,63.0,7,6,9,869,0.7676803759532049,22.4667538300273
14,9,0,0,0,10.000000000000002,20,10.0,9.288744479541005,10,5.5,27.995621838865258,9,11.0,31.0,20,31.0,0,0.36200000000000004,10907,6,40,1.0,431.54977918164025,False,0.0167999716236238,5,1.7170000000000005,6456,153,0,0.0,1530.0000000000002,False,-0.3398848157966907,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,17444,134,36,1.0,2252.534146457644,False,0.07132035728792088,0,0.686,20640,0,2,0.0,62.0,False,-0.03478707508404931,10,1.3710000000000002,18421,58,0,0.0,1623.746066654185,False,-0.10193906269484992,0.3333333333333333,91886,0.0,0.0,13,0,0,4,4,4.0,16,20,13,72.0,60.0,4,5,13,649,0.6245730849914253,23.091326915018726
15,13,0,0,0,10.000000000000002,20,10.0,10.421424302096593,16,20.9375,27.995621838865258,0,,31.0,20,31.0,0,0.36200000000000004,11162,3,36,1.0,405.17127487547737,False,0.03890535126042034,2,1.7320000000000002,6298,166,0,0.0,1660.0000000000002,False,-0.34838650699332663,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,17109,140,46,1.0,2746.798006881325,False,0.0662512405354023,6,0.746,20654,0,0,0.0,0.0,False,-0.03558087411281285,12,1.4810000000000005,18266,58,0,0.0,1623.746066654185,False,-0.10917664207475279,0.3333333333333333,91507,0.0,0.0,9,0,0,6,7,6.666666666666666,16,22,10,99.0,60.0,8,5,10,556,0.7758849249803461,23.867211839999072
16,10,0,0,0,10.000000000000002,20,10.0,11.712569924770676,39,16.615384615384617,26.68028518799908,21,21.047619047619047,31.0,20,31.0,0,0.36200000000000004,11684,2,13,1.0,172.26340902201878,False,0.07597876446759393,6,1.7900000000000003,6110,177,0,0.0,1770.0000000000002,False,-0.36054483956485966,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,16903,169,35,1.0,2913.234298866212,False,0.0591679444694304,12,0.8600000000000001,20142,3,10,1.0,390.04085556399724,False,-0.05038193744013833,8,1.5490000000000004,18101,66,0,0.0,1760.8988224079392,False,-0.11367905252129397,0.5,90958,0.0,0.0,13,0,0,4,9,9.0,16,20,9,90.0,59.0,5,5,9,1254,0.6637777589494362,24.53098959894851
17,9,0,0,0,10.000000000000002,20,10.0,11.945948835466307,24,13.583333333333334,26.68028518799908,0,,31.000000000000004,20,31.0,5,0.41200000000000003,11831,0,9,0.9,107.51353951919677,False,0.08645733337230083,6,1.8440000000000003,5876,190,0,0.0,1900.0000000000002,False,-0.37599414937380016,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,16577,183,45,1.0,3386.721470350293,False,0.05401873400110449,0,0.8480000000000003,20452,0,3,0.3,93.00000000000001,False,-0.042841800522973476,10,1.6410000000000002,17991,66,0,0.0,1760.8988224079392,False,-0.11881539917799924,0.36666666666666664,90745,0.0,0.0,13,0,0,4,6,5.333333333333333,18,22,13,83.0,24.0,6,3,13,582,0.7791602329816669,25.310149831930175
18,13,0,0,0,10.000000000000002,20,10.0,12.848499463748352,15,23.266666666666666,28.32212008103273,22,35.77272727272727,31.0,20,31.0,6,0.4670000000000001,11986,0,8,0.8,102.78799570998682,False,0.1004108234623817,0,1.8380000000000003,5756,202,0,0.0,2020.0000000000005,False,-0.3814791114361459,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.2,17015,188,33,1.0,3350.1478618587703,False,0.07823202555263561,5,0.8980000000000001,19718,12,10,1.0,649.8654409723928,False,-0.06411408664147392,12,1.7510000000000006,17834,66,0,0.0,1869.25992534816,False,-0.12361645672982442,0.4666666666666666,90327,0.0,0.0,10,0,0,6,8,7.295454545454545,17,23,19,113.0,50.0,8,5,19,1145,0.813474037044216,26.12362386897439
19,19,0,0,0,10.000000000000002,20,10.0,12.595133559196054,20,10.45,29.873247599489268,48,33.416666666666664,31.0,10,31.0,0,0.4610000000000001,12018,0,9,0.8,113.35620203276449,False,0.10381918831852849,13,1.9680000000000004,5439,214,0,0.0,2140.0000000000005,False,-0.40497303226986014,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,15,0.35000000000000003,17990,198,10,1.0,2792.5689207157116,False,0.1183964728486129,0,0.893,19091,21,20,1.0,1247.3381995892746,False,-0.07944204801108336,10,1.8390000000000006,16738,95,0,0.0,2837.9585219514806,False,-0.1521769116092763,0.4666666666666666,89294,0.0,0.0,12,0,0,13,8,7.7894736842105265,13,26,18,160.0,66.0,12,7,18,1289,0.9573420379892923,27.080965906963684
20,18,0,0,0,10.000000000000002,20,10.0,13.015492218261846,24,16.0,29.873247599489268,0,,31.000000000000004,12,31.0,15,0.6110000000000001,12027,0,9,0.9,117.13942996435661,False,0.10481485647519691,0,1.9550000000000005,5329,225,0,0.0,2250.0000000000005,False,-0.41000091416034373,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17606,212,20,1.0,3356.7493022612966,False,0.11251728690034897,0,0.893,19091,11,30,1.0,1258.6057235943822,False,-0.07917898478720628,12,1.9490000000000003,16589,95,0,0.0,2837.9585219514806,False,-0.15913432662608618,0.48333333333333334,88660,0.0,0.0,8,0,0,5,5,4.625,20,25,19,143.0,81.0,11,7,19,200,0.8941022850340232,27.975068191997707
21,19,0,0,0,10.000000000000002,20,10.0,13.50397635269108,9,23.0,30.013721568128965,5,34.0,31.000000000000004,10,31.0,0,0.5960000000000001,12164,0,7,0.7,94.52783446883755,False,0.1163053219887027,0,1.9550000000000003,5199,238,0,0.0,2380.0000000000005,False,-0.4159429563945516,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17569,211,25,1.0,3599.682049621042,False,0.1173901595021646,0,0.8930000000000002,19091,1,40,1.0,1270.013721568129,False,-0.07891264191333275,10,2.0370000000000004,16305,100,0,0.0,3001.3721568128963,False,-0.16858021673485019,0.45,88346,0.0,0.0,9,0,0,12,4,4.0,16,28,18,166.0,81.0,12,7,18,577,0.901676559005864,28.87674475100357
22,18,0,0,0,10.000000000000002,20,10.0,13.723936102427391,16,16.0,28.597858815415314,12,13.0,31.0,7,31.0,9,0.6860000000000002,12149,0,10,1.0,137.2393610242739,False,0.11688634066296154,0,1.9550000000000003,5099,248,0,0.0,2480.0000000000005,False,-0.42051375811317304,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17469,217,23,1.0,3635.844886981296,False,0.11266426926795006,0,0.893,19091,0,41,0.1,1271.0,False,-0.07888961524094135,7,2.0970000000000004,16083,112,0,0.0,3202.960187326515,False,-0.17423981632128985,0.35000000000000003,87909,0.0,0.0,9,0,0,10,4,3.5625,16,26,17,147.0,66.0,11,7,17,356,0.7986264240462333,29.675371175049804
23,17,0,0,0,10.000000000000002,20,10.0,13.59670625696989,3,6.666666666666667,28.597858815415314,0,,30.999999999999996,14,31.0,0,0.6770000000000002,12025,4,18,1.0,284.74071262545806,False,0.11229274671475721,1,1.9650000000000003,5024,254,0,0.0,2540.0000000000005,False,-0.42462747965993236,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17449,210,33,1.0,3799.0376548723825,False,0.1162177701301598,0,0.8930000000000002,19091,0,41,0.0,1270.9999999999998,False,-0.07888961524094135,14,2.2300000000000004,15887,112,0,0.0,3202.960187326515,False,-0.18339185218232834,0.3333333333333333,87494,0.0,0.0,8,0,0,7,6,6.0,16,23,20,126.0,66.0,10,7,20,216,0.8789922209689394,30.554363396018744
24,20,0,0,0,10.000000000000002,20,10.0,13.246305969725812,6,4.5,28.435316684656513,14,26.928571428571427,30.999999999999993,11,31.0,0,0.6770000000000002,11969,2,25,1.0,351.15764924314533,False,0.11020923527027814,3,1.9940000000000007,4850,266,0,0.0,2660.0000000000005,False,-0.43504890757838927,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17799,206,29,1.0,3553.363213618556,False,0.12932281105395624,0,0.8930000000000002,18714,4,51,1.0,1694.7412667386257,False,-0.0866001758792813,11,2.326000000000001,15763,112,0,0.0,3184.7554686815292,False,-0.18960694180328896,0.5,87113,0.0,0.0,10,0,0,9,4,4.0,16,25,20,156.0,84.0,11,9,20,601,0.822757565008942,31.377120961027686
25,20,0,0,0,10.000000000000002,20,10.0,13.31437073931648,11,14.181818181818182,28.435316684656513,0,,30.999999999999996,20,31.0,0,0.6770000000000002,12007,1,27,1.0,369.48800996154495,False,0.11452088901917652,3,2.021000000000001,4709,277,0,0.0,2770.0000000000005,False,-0.4429106865344181,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17643,207,39,1.0,3865.052093740115,False,0.12931383678724231,0,0.8930000000000002,19148,0,41,0.4,1270.9999999999998,False,-0.07622805379155771,6,2.3750000000000004,15715,112,0,0.0,3184.7554686815292,False,-0.19184825670803307,0.39999999999999997,87240,0.0,0.0,14,0,0,12,4,4.0,14,26,21,141.0,81.0,12,8,21,762,0.8471310290042311,32.22425199003192
26,21,0,0,0,10.000000000000002,20,10.0,13.46915645488355,2,24.0,28.435316684656513,0,,30.999999999999993,20,31.0,0,0.6770000000000002,11975,0,34,0.9,457.9513194660407,False,0.11563905839043968,0,2.0180000000000007,4589,289,0,0.0,2890.0000000000005,False,-0.4483956485967639,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17595,199,49,1.0,4073.6926520699953,False,0.13256295869591533,0,0.893,19365,0,34,0.0,1053.9999999999998,False,-0.0711617482256257,13,2.4990000000000006,15551,112,0,0.0,3184.7554686815292,False,-0.19950608263257547,0.31666666666666665,87093,0.0,0.0,11,0,0,13,4,4.0,14,27,17,140.0,75.0,11,10,17,465,0.9804786820313893,33.204730672063306
27,17,0,0,0,10.000000000000002,20,10.0,14.014111761959702,20,17.4,28.906239440886573,10,35.0,30.999999999999996,14,31.0,0,0.677,12250,0,24,0.7,336.33868228703284,False,0.1352197953326188,3,2.0480000000000005,4405,302,0,0.0,3020.0000000000005,False,-0.45927415668708294,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17597,209,49,1.0,4345.35509085302,False,0.1405144539879144,0,0.893,19015,0,44,1.0,1363.9999999999998,False,-0.08026709002614868,14,2.626000000000001,15356,112,0,0.0,3237.4988173792963,False,-0.20738002387515653,0.45,86641,0.0,0.0,11,0,0,5,5,5.0,16,21,14,86.0,85.0,6,11,14,895,0.7525174119509757,33.95724808401428
28,14,0,0,0,10.000000000000002,20,10.0,14.71762456370812,26,18.23076923076923,29.453438908079374,14,34.357142857142854,31.0,20,31.0,0,0.677,12607,0,13,0.8,191.32911932820554,False,0.16122722000768835,7,2.1150000000000007,4177,314,0,0.0,3140.0000000000005,False,-0.47463205046165097,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,17604,225,45,1.0,4636.870277697899,False,0.14932705312385766,0,0.893,19050,0,42,0.9,1302.0,False,-0.08008031378408667,9,2.7020000000000004,15088,117,0,0.0,3446.052352245287,False,-0.21502492640443394,0.45,86544,0.0,0.0,15,0,0,8,5,5.0,13,21,15,109.0,74.0,8,6,15,1459,0.7353059720480815,34.69255405606236
29,15,0,0,0,10.000000000000002,20,10.0,14.530922435359567,6,10.166666666666666,30.215777640873192,20,35.0,31.0,20,31.0,0,0.677,12568,0,17,1.0,247.02568140111265,False,0.16020777408360506,0,2.1080000000000005,4077,324,0,0.0,3240.0000000000005,False,-0.4792028521802724,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18243,221,35,1.0,4268.886075645026,False,0.17557649923978952,0,0.8930000000000002,19422,0,30,0.0,930.0,False,-0.07139521852820321,8,2.773,14310,137,0,0.0,4139.561536799627,False,-0.2351615255696762,0.3333333333333333,86638,0.0,0.0,18,0,0,9,3,3.0,8,17,13,113.0,89.0,9,6,13,1333,0.7724404680193402,35.4649945240817
30,13,0,0,0,10.000000000000002,20,10.0,14.43197787688949,7,12.571428571428571,30.55517346658461,10,35.0,31.0,8,31.0,0,0.6770000000000002,12546,1,20,1.0,298.6395575377898,False,0.16055578926491407,0,2.1080000000000005,3987,333,0,0.0,3330.0000000000005,False,-0.48331657372703174,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18505,218,35,1.0,4215.602248492371,False,0.1891543281554279,0,0.893,19247,0,35,0.5,1085.0,False,-0.0759478894284647,8,2.845,14058,142,0,0.0,4338.834632255014,False,-0.24227599383043022,0.4166666666666667,86361,0.0,0.0,11,0,0,9,3,3.0,3,12,17,93.0,81.0,6,7,17,638,0.6105101050343364,36.07550462911604
31,17,0,0,0,10.000000000000002,20,10.0,14.43197787688949,0,,30.55517346658461,0,,31.0,20,31.0,0,0.6770000000000002,12426,3,30,1.0,462.9593363066847,False,0.1570965964122262,0,2.1080000000000005,3907,341,0,0.0,3410.0000000000005,False,-0.48697321510192887,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18505,208,45,1.0,4376.834204389322,False,0.19380507108541942,0,0.8930000000000002,19557,0,25,0.0,775.0,False,-0.06871031004856182,10,2.937000000000001,13954,142,0,0.0,4338.834632255014,False,-0.24713217612404245,0.3333333333333333,86367,0.0,0.0,12,0,0,7,4,4.0,11,18,19,156.0,81.0,10,7,19,510,1.5159289870061912,37.59143361612223
32,19,0,0,0,10.000000000000002,20,10.0,13.833507931505684,8,4.5,29.395202320320895,8,11.0,30.999999999999996,20,31.0,0,0.6770000000000002,12330,5,39,1.0,589.5068093287217,False,0.15410489118423634,7,2.1780000000000004,3696,349,0,0.0,3490.0000000000005,False,-0.5026053569796142,0,0.2,18018,0,0,0.0,0.0,False,0.03946002076843198,0,0.3350000000000001,18557,206,47,1.0,4231.277142945253,False,0.19260635580204383,0,0.8930000000000002,19712,0,20,0.0,619.9999999999999,False,-0.06509152035861039,15,3.0770000000000013,13634,150,0,0.0,4409.280348048134,False,-0.2604295772308523,0.3333333333333333,85947,0.0,0.0,12,0,0,8,8,8.0,4,12,24,169.0,73.0,12,7,24,467,0.9668738089967519,38.55830742511898
