index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,9,35.0,0,1.5140000000000002,41223,4,198,1.0,5370.142882923468,False,0.20243376715581476,0,0.56,41627,19,220,1.0,6112.3809810260755,False,0.22366060057270884,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.3620000000000001,81167,0,11,0.0,384.9999999999998,False,0.11775979557069846,0,0.2,80481,0,49,0.0,1714.9999999999989,False,0.11747128647579272,0.3333333333333333,297532,0.0,0.125,16,0,0,10,0,0.0,15,25,3,39.0,0.0,3,0,3,515,0.8961936790146865,112.83205504016951
66,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999997,18,35.0,0,1.5140000000000002,41103,6,208,1.0,5659.342018424653,False,0.2031074326107001,0,0.56,41547,17,230,1.0,6361.5801165272605,False,0.22488197114315994,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,0.36200000000000004,81517,0,1,0.0,34.99999999999997,False,0.12016403802824642,0,0.2,80761,0,41,0.0,1434.9999999999989,False,0.11939468044183107,0.3333333333333333,297962,0.0,0.125,16,0,0,7,0,0.0,12,19,4,18.0,6.0,1,2,4,830,0.8324599749757908,113.6645150151453
67,4,0,0,0,10.000000000000002,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999997,20,35.0,0,1.5140000000000002,40993,7,218,1.0,5938.541153925838,False,0.20391802434447687,0,0.56,41457,16,240,1.0,6620.7792520284465,False,0.2259664154347196,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,4,0.4020000000000001,81524,0,0,0.0,0.0,False,0.12001978348079353,0,0.2,81286,0,26,0.0,909.9999999999993,False,0.12300104412815299,0.3333333333333333,298294,0.0,0.125,19,0,0,4,1,1.0,21,25,4,39.0,3.0,3,1,4,760,0.9154795260401443,114.57999454118544
68,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999997,18,35.0,0,1.5140000000000002,40893,7,228,1.0,6207.7402894270235,False,0.20486554235714508,0,0.56,41357,16,250,1.0,6889.978387529632,False,0.2269139334473878,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,11,0.508,81362,0,0,0.0,0.0,False,0.11779414189152058,0,0.2,81531,0,19,0.0,664.9999999999994,False,0.12468401384843655,0.3333333333333333,298177,0.0,0.125,12,0,0,3,6,6.0,18,21,4,21.0,6.0,2,2,4,445,0.9299663609708659,115.50996090215631
69,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999997,17,35.0,0,1.5140000000000002,40823,4,238,1.0,6446.9394249282095,False,0.20622383920648762,0,0.56,41227,19,260,1.0,7189.177523030817,False,0.2274506726233817,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,12,0.6170000000000001,81179,0,0,0.0,0.0,False,0.11527999120734186,0,0.2,81706,0,14,0.0,489.9999999999996,False,0.12588613507721053,0.3333333333333333,297969,0.0,0.125,13,0,0,3,6,6.0,19,22,4,21.0,6.0,2,2,4,375,0.9361590759945102,116.44611997815082
70,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999997,15,35.0,0,1.5140000000000002,40743,2,248,1.0,6696.138560429395,False,0.20744520977693873,0,0.56,41107,21,270,1.0,7478.376658532002,False,0.228124338078267,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,6,0.665,81115,0,0,0.0,0.0,False,0.11440072539429576,0,0.2,82021,0,5,0.0,174.99999999999986,False,0.12804995328900368,0.3333333333333333,298020,0.0,0.125,13,0,0,4,4,4.0,19,23,4,39.0,3.0,3,1,4,515,0.9413432049914263,117.38746318314224
71,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999997,15,35.0,0,1.5140000000000002,40613,5,258,1.0,6995.33769593058,False,0.20798194895293262,0,0.56,41037,18,280,1.0,7717.575794033187,False,0.22948263492760956,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,7,0.7290000000000001,81040,0,0,0.0,0.0,False,0.11337033576963236,3,0.23,82171,0,0,0.0,0.0,False,0.12890861130955653,0.3333333333333333,297895,0.0,0.125,12,0,0,5,5,4.333333333333334,19,24,4,39.0,3.0,3,1,4,305,0.9522543220082298,118.33971750515047
72,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,40503,6,268,1.0,7274.536831431765,False,0.20879254068670938,0,0.56,40947,17,290,1.0,7976.774929534373,False,0.23056707921916925,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,8,0.802,80945,0,0,0.0,0.0,False,0.11206517557839205,12,0.34700000000000003,81993,0,0,0.0,0.0,False,0.12646315326702204,0.3333333333333333,297422,0.0,0.125,9,0,0,4,10,10.0,18,22,4,21.0,6.0,2,2,4,200,0.9142205140087754,119.25393801915925
73,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,40423,4,278,1.0,7523.73596693295,False,0.21001391125716048,0,0.56,40827,19,300,1.0,8265.974065035558,False,0.23124074467405456,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,0.8840000000000001,80833,0,0,0.0,0.0,False,0.11052646040556136,11,0.44500000000000006,81832,0,0,0.0,0.0,False,0.12425125020607793,0.3333333333333333,296949,0.0,0.125,10,0,0,4,10,10.0,17,21,3,24.0,3.0,3,1,3,200,0.9937435319880024,120.24768155114725
74,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,40323,4,288,1.0,7792.935102434136,False,0.21096142926982872,0,0.56,40727,19,310,1.0,8535.173200536743,False,0.23218826268672277,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,8,0.9550000000000001,80737,0,0,0.0,0.0,False,0.1092075616859922,12,0.554,81650,0,0,0.0,0.0,False,0.12175083805022806,0.3333333333333333,296471,0.0,0.125,9,0,0,3,11,11.0,19,22,3,39.0,0.0,3,0,3,200,0.9108562999754213,121.15853785112267
75,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,40233,3,298,1.0,8052.134237935321,False,0.21204587356138838,0,0.56,40617,20,320,1.0,8814.372336037928,False,0.23299885442049956,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,7,1.0170000000000001,80660,0,0,0.0,0.0,False,0.1081496950046711,13,0.6720000000000002,81438,0,0,0.0,0.0,False,0.11883827004451283,0.3333333333333333,295982,0.0,0.125,10,0,0,4,11,11.0,21,25,3,39.0,0.0,3,0,3,200,0.8990948550053872,122.05763270612806
76,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,40103,6,308,1.0,8351.333373436506,False,0.21258261273738224,0,0.56,40547,17,330,1.0,9053.571471539113,False,0.2343571512698421,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,1.1,80553,0,0,0.0,0.0,False,0.10667967247348464,11,0.7690000000000001,81279,0,0,0.0,0.0,False,0.11665384404022641,0.3333333333333333,295516,0.0,0.125,10,0,0,4,8,8.0,17,21,4,36.0,3.0,2,1,4,200,0.8378331850399263,122.89546589116799
77,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,40033,3,318,1.0,8590.532508937691,False,0.2139409095867248,0,0.56,40417,20,340,1.0,9352.770607040298,False,0.23489389044583597,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,1.181,80438,0,0,0.0,0.0,False,0.10509974171566742,11,0.8680000000000001,81127,0,0,0.0,0.0,False,0.11456558773424191,0.3333333333333333,295049,0.0,0.125,12,0,0,2,11,11.0,20,22,4,21.0,6.0,2,2,4,200,0.8987652609939687,123.79423115216196
78,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,39903,6,328,1.0,8889.731644438876,False,0.2144776487627187,0,0.56,40347,17,350,1.0,9591.969742541483,False,0.23625218729517852,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,11,1.282,80277,0,0,0.0,0.0,False,0.10288783865472331,9,0.9470000000000003,81015,0,0,0.0,0.0,False,0.11302687256141122,0.3333333333333333,294576,0.0,0.125,10,0,0,1,10,10.0,20,21,5,18.0,9.0,1,3,5,200,0.8564698440022767,124.65070099616423
79,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.99999999999998,20,35.0,0,1.5140000000000002,39813,5,338,1.0,9148.930779940061,False,0.21556209305427834,0,0.56,40237,18,360,1.0,9871.16887804267,False,0.23706277902895528,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,11,1.3810000000000002,80116,0,0,0.0,0.0,False,0.1006759355937792,9,1.0280000000000002,80911,0,0,0.0,0.0,False,0.1115980656152113,0.3333333333333333,294111,0.0,0.125,10,0,0,4,9,9.0,23,27,4,42.0,3.0,4,1,4,200,0.9848241659929045,125.63552516215714
80,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,39713,5,348,1.0,9418.129915441246,False,0.21650961106694655,0,0.56,40137,18,370,1.0,10140.368013543855,False,0.23801029704162371,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,1.4600000000000002,79998,0,0,0.0,0.0,False,0.09905478925097544,11,1.1290000000000002,80748,0,0,0.0,0.0,False,0.10935868549760949,0.3333333333333333,293630,0.0,0.125,11,0,0,2,11,11.0,23,25,5,36.0,6.0,2,2,5,200,0.8676709060091525,126.50319606816629
81,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,39623,4,358,1.0,9677.329050942431,False,0.2175940553585062,0,0.56,40027,19,380,1.0,10419.56714904504,False,0.23882088877540028,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,1.5410000000000001,79883,0,0,0.0,0.0,False,0.0974748584931582,11,1.2280000000000002,80605,0,0,0.0,0.0,False,0.10739407594658461,0.3333333333333333,293172,0.0,0.125,9,0,0,3,10,10.0,20,23,4,24.0,6.0,3,2,4,200,0.9749563020304777,127.47815237019677
82,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,39543,2,368,1.0,9926.528186443618,False,0.2188154259289573,0,0.56,39907,21,390,1.0,10708.766284546226,False,0.23949455423028582,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,10,1.6320000000000001,79750,0,0,0.0,0.0,False,0.09564763422542177,10,1.3170000000000004,80469,0,0,0.0,0.0,False,0.10552563609386162,0.3333333333333333,292703,0.0,0.125,11,0,0,1,9,9.0,22,23,5,18.0,9.0,1,3,5,200,0.8872428319882601,128.36539520218503
83,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,39423,4,378,1.0,10215.727321944803,False,0.21948909138384284,0,0.56,39827,19,400,1.0,10957.96542004741,False,0.2407159248007367,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,1.7120000000000002,79646,0,0,0.0,0.0,False,0.09421882727922185,11,1.4170000000000003,80311,0,0,0.0,0.0,False,0.10335494861790405,0.3333333333333333,292241,0.0,0.125,10,0,0,4,9,9.0,21,25,4,42.0,3.0,4,1,4,200,0.9966864679590799,129.3620816701441
84,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,39283,8,388,1.0,10524.926457445988,False,0.21988890428094507,0,0.56,39767,15,410,1.0,11187.164555548596,False,0.24221114792897092,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,10,1.8030000000000002,79512,0,0,0.0,0.0,False,0.09237786448315656,10,1.5060000000000002,80179,0,0,0.0,0.0,False,0.10154146287849646,0.3333333333333333,291775,0.0,0.125,10,0,0,1,10,10.0,21,22,5,18.0,9.0,1,3,5,200,0.8694735199678689,130.23155519011198
85,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,20,35.0,0,1.5140000000000002,39173,9,398,1.0,10804.125592947174,False,0.22069949601472205,0,0.56,39677,14,420,1.0,11446.36369104978,False,0.24329559222053038,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,8,1.8730000000000002,79413,0,0,0.0,0.0,False,0.09101775017860086,12,1.616,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,291290,0.0,0.125,10,0,0,5,12,12.0,19,24,4,42.0,3.0,4,1,4,200,1.024759672000073,131.25631486211205
86,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,9,35.0,0,1.5140000000000002,39083,8,408,1.0,11063.324728448359,False,0.2217839403062815,0,0.56,39567,15,430,1.0,11725.562826550966,False,0.24410618395430733,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,9,1.955,79299,0,0,0.0,0.0,False,0.0894515579491125,0,1.6040000000000005,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,290976,0.0,0.125,10,0,0,3,4,4.0,11,14,3,24.0,3.0,3,1,3,200,0.8485400149947964,132.10485487710685
87,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,11,35.0,0,1.5140000000000002,39003,6,418,1.0,11312.523863949544,False,0.2230053108767328,0,0.56,39447,17,440,1.0,12014.761962052151,False,0.24477984940919245,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,11,2.056,79134,0,0,0.0,0.0,False,0.08718470077485299,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,290611,0.0,0.125,11,0,0,3,7,7.0,9,12,4,18.0,6.0,1,2,4,200,0.7273733660113066,132.83222824311815
88,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,8,35.0,0,1.5140000000000002,38883,8,428,1.0,11601.722999450729,False,0.22367897633161793,0,0.56,39367,15,450,1.0,12263.961097553336,False,0.24600121997964378,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,8,2.1250000000000004,79044,0,0,0.0,0.0,False,0.08594823322525691,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,290321,0.0,0.125,9,0,0,9,4,4.0,4,13,4,39.0,3.0,3,1,4,200,0.8823928510537371,133.7146210941719
89,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,2,35.0,0,1.5140000000000002,38783,8,438,1.0,11870.922134951914,False,0.22462649434428636,0,0.56,39267,15,460,1.0,12533.160233054521,False,0.2469487379923118,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,2,2.1370000000000005,79030,0,0,0.0,0.0,False,0.08575589382865308,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,290107,0.0,0.125,9,0,0,2,1,1.0,0,2,5,36.0,6.0,2,2,5,200,0.6878216780023649,134.40244277217425
90,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,38673,9,448,1.0,12150.121270453099,False,0.22543708607806293,0,0.56,39177,14,470,1.0,12792.359368555708,False,0.24803318228387164,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1350000000000002,79030,0,0,0.0,0.0,False,0.08575589382865308,0,1.6040000000000005,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,289907,0.0,0.125,11,0,0,3,0,0.0,0,3,4,24.0,6.0,3,2,4,200,0.7872967189759947,135.18973949115025
91,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,38583,8,458,1.0,12409.320405954284,False,0.22652153036962278,0,0.56,39067,15,480,1.0,13071.558504056893,False,0.2488437740176484,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1350000000000002,79030,0,0,0.0,0.0,False,0.08575589382865308,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,289707,0.0,0.125,10,0,0,1,0,0.0,0,1,5,18.0,9.0,1,3,5,200,0.6053530260105617,135.7950925171608
92,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,38453,11,468,1.0,12708.519541455471,False,0.22705826954561667,0,0.56,38997,12,490,1.0,13310.757639558078,False,0.250202070866991,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1350000000000002,79030,0,0,0.0,0.0,False,0.08575589382865308,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,289507,0.0,0.125,9,0,0,2,0,0.0,0,2,5,21.0,9.0,2,3,5,200,0.6987822250230238,136.49387474218383
93,5,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,38353,11,478,1.0,12977.718676956656,False,0.22800578755828488,0,0.56,38897,12,500,1.0,13579.956775059263,False,0.25114958887965916,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1350000000000002,79030,0,0,0.0,0.0,False,0.08575589382865308,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,289307,0.0,0.125,10,0,0,3,0,0.0,0,3,4,24.0,6.0,3,2,4,200,0.7795872630085796,137.2734620051924
94,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,38273,9,488,1.0,13226.917812457841,False,0.22922715812873598,0,0.56,38777,14,510,1.0,13869.155910560448,False,0.2518232543345445,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000001,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1350000000000002,79030,0,0,0.0,0.0,False,0.08575589382865308,0,1.6040000000000005,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,289107,0.0,0.125,11,0,0,2,0,0.0,0,2,4,21.0,6.0,2,2,4,200,0.7328005370218307,138.00626254221424
95,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,1,35.0,0,1.5140000000000002,38153,11,498,1.0,13516.116947959026,False,0.22990082358362132,0,0.56,38697,12,520,1.0,14118.355046061633,False,0.25304462490499563,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,1,2.1450000000000005,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,288900,0.0,0.125,9,0,0,3,1,1.0,0,3,4,39.0,3.0,3,1,4,200,0.7334914620150812,138.73975400422933
96,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,38033,13,508,1.0,13805.316083460211,False,0.23057448903850664,0,0.56,38617,10,530,1.0,14367.554181562818,False,0.2542659954754467,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1440000000000006,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,288700,0.0,0.125,10,0,0,2,0,0.0,0,2,4,21.0,6.0,2,2,4,200,0.6481469789869152,139.38790098321624
97,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37953,11,518,1.0,14054.515218961396,False,0.23179585960895774,0,0.56,38497,12,540,1.0,14656.753317064004,False,0.25493966093033205,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1440000000000006,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,288500,0.0,0.125,12,0,0,2,0,0.0,0,2,4,21.0,6.0,2,2,4,200,0.6657980009913445,140.05369898420759
98,4,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37863,10,528,1.0,14313.714354462581,False,0.2328803039005174,0,0.56,38387,13,550,1.0,14935.952452565189,False,0.2557502526641088,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.144,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000005,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,288300,0.0,0.125,11,0,0,3,0,0.0,0,3,3,24.0,3.0,3,1,3,200,1.4423067750176415,141.49600575922523
99,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37733,13,538,1.0,14612.913489963767,False,0.2334170430765113,0,0.56,38317,10,560,1.0,15175.151588066374,False,0.25710854951345136,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000004,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.144,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,288100,0.0,0.125,8,0,0,2,0,0.0,0,2,3,21.0,3.0,2,1,3,200,0.7090179539518431,142.20502371317707
100,3,0,0,0,10.0,20,10.0,26.919913550118526,0,,13.252955836405508,0,,34.999999999999986,0,,0,1.5140000000000002,37593,17,548,1.0,14922.112625464952,False,0.2338168559736137,0,0.56,38257,6,570,1.0,15404.35072356756,False,0.2586037726416853,0,0.2,53034,0,0,0.0,0.0,False,0.0039374550410782565,0,7.769000000000003,-59628.5,1057,0,0.0,28454.34862247528,True,-1.8594503783887169,0,2.1440000000000006,79023,0,0,0.0,0.0,False,0.08565972413035115,0,1.6040000000000003,79993,0,0,0.0,0.0,False,0.0989860966093312,0.3333333333333333,287900,0.0,0.125,10,0,0,3,0,0.0,0,3,3,39.0,0.0,3,0,3,200,0.7249582810327411,142.9299819942098
