index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,26,0,0,0,10.0,20,10.0,19.63073398248723,10,38.0,23.019165657059943,4,23.0,35.99999999999999,0,,0,2.7110000000000007,40304,1,10,1.0,206.3073398248723,False,0.34144989276649734,0,5.591000000000003,9206,716,0,0.0,7160.0,False,-0.5755261934798486,4,8.277000000000001,14031,250,0,0.0,4907.683495621807,False,-0.6676845190539269,0,0.2,46993,581,205,1.0,16124.385403522369,False,0.10984946784181715,0,0.41600000000000004,45206,697,220,1.0,23964.358462970777,False,-0.032561716856099536,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,215109,0.0,0.0,9,0,0,10,1,1.0,6,16,16,185.0,60.0,16,10,16,580,1.245882913004607,88.79072504496435
66,16,0,0,0,10.0,20,10.0,20.26906166478444,18,27.277777777777775,23.285753223696876,70,23.9,35.99999999999999,0,,6,2.771000000000001,40492,3,10,1.0,232.69061664784442,False,0.34812911852878037,2,5.611000000000001,9112,724,0,0.0,7240.0,False,-0.5773189031272824,53,8.803,11179,261,0,0.0,5290.225094508739,False,-0.7213217645596426,0,0.2,47674,578,198,1.0,16326.09678053739,False,0.12561078075774498,0,0.41600000000000004,43533,757,230,1.0,25907.31519033853,False,-0.04442918486340966,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,211359,0.0,0.0,9,0,0,6,8,7.090909090909091,1,7,21,77.0,57.0,7,9,21,965,0.8599964000168256,89.65072144498117
67,21,0,0,0,10.000000000000002,20,10.0,19.814858225382483,10,11.0,23.67554238757842,22,27.363636363636363,35.99999999999999,9,36.0,0,2.7650000000000006,40532,0,10,1.0,198.14858225382483,False,0.348883682727804,0,5.609000000000001,8982,737,0,0.0,7370.000000000001,False,-0.5794767943695638,18,8.930000000000001,10927,261,0,0.0,5171.677996824828,False,-0.7275966818850056,0,0.2,47752,578,204,1.0,16282.798701337073,False,0.12674675141451713,0,0.41600000000000004,43255,769,231,1.0,26522.492096047805,False,-0.043928644324870966,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,210817,0.0,0.0,15,0,0,9,1,1.0,4,13,22,155.0,54.0,13,8,22,822,1.0545909290085547,90.70531237398973
68,22,0,0,0,10.0,20,10.0,20.20228306263101,19,23.94736842105263,23.67554238757842,0,,36.0,7,36.0,8,2.845,40668,1,10,1.0,212.0228306263101,False,0.35362895608900996,1,5.619000000000001,8870,746,0,0.0,7460.0,False,-0.5817010822654538,0,8.912,10927,261,0,0.0,5272.795879346694,False,-0.7265774716833983,0,0.2,47297,587,214,1.0,16925.306228706184,False,0.12405058086427223,0,0.41600000000000004,43507,759,234,1.0,26393.73667217202,False,-0.04075468448419115,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,210638,0.0,0.0,11,0,0,5,3,2.230769230769231,5,10,27,93.0,63.0,10,12,27,452,1.1335913340444677,91.8389037080342
69,27,0,0,0,10.0,20,10.0,21.102794790685955,17,30.764705882352942,23.57140463026565,1,2.0,36.0,0,,3,2.8670000000000004,40981,3,10,1.0,241.02794790685954,False,0.36450149306000357,4,5.658,8710,754,0,0.0,7540.0,False,-0.5856848814819733,1,8.922000000000002,10415,273,0,0.0,5761.062977857266,False,-0.731977351753243,0,0.2,47251,582,224,1.0,17561.82120535873,False,0.12953897920976026,0,0.41600000000000004,43505,750,244,1.0,26462.553472699237,False,-0.04020643959282025,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,210231,0.0,0.0,9,0,0,4,4,3.2222222222222223,7,11,25,81.0,54.0,11,16,25,317,1.1180050640250556,92.95690877205925
70,25,0,0,0,10.0,20,10.0,21.102794790685955,0,,23.93126625985569,6,35.166666666666664,36.00000000000001,13,36.0,0,2.8640000000000003,40901,1,20,1.0,432.0558958137191,False,0.36501653103734355,0,5.654,8590,766,0,0.0,7660.0,False,-0.587676781090233,2,8.941,10366,273,0,0.0,5761.062977857266,False,-0.7329651354890814,0,0.2,47435,572,230,1.0,17574.989860039175,False,0.1333809404108291,0,0.41600000000000004,43762,746,241,1.0,26528.724629852346,False,-0.03529913360976149,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,210423,0.0,0.0,14,0,0,4,2,2.0,6,10,22,98.0,75.0,10,15,22,852,0.8577067509759218,93.81461552303517
71,22,0,0,0,10.0,20,10.0,18.86472511891402,47,10.319148936170212,25.365231702232187,26,34.96153846153846,36.0,10,36.0,5,2.9140000000000006,41106,4,10,1.0,228.6472511891402,False,0.3684457747026946,22,5.874000000000002,7885,773,0,0.0,7730.0,False,-0.6099196600491336,8,9.019000000000002,10149,273,0,0.0,5150.069957463527,False,-0.743498065178975,0,0.2,47760,609,222,1.0,17119.699035314185,False,0.1353434971103716,0,0.41600000000000004,43213,762,241,1.0,28004.306557100925,False,-0.03210540357365621,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,209482,0.0,0.0,13,0,0,7,7,7.0,3,10,18,96.0,51.0,10,12,18,1770,0.6288083490217105,94.44342387205688
72,18,0,0,0,10.0,20,10.0,18.54834034865685,10,12.1,24.052374405921437,25,14.6,35.99999999999999,10,36.0,0,2.9090000000000007,41081,2,15,1.0,298.2251052298528,False,0.3687707507009802,5,5.902000000000002,7705,785,0,0.0,7850.0,False,-0.613903459265653,21,9.221000000000002,9428,273,0,0.0,5063.69691518332,False,-0.7589031879693654,0,0.2,47823,609,228,1.0,16779.88063688211,False,0.13318833041247138,0,0.41600000000000004,43208,777,241,1.0,27364.694913400956,False,-0.03760006332447221,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,208614,0.0,0.0,12,0,0,2,4,4.0,5,7,20,83.0,48.0,7,11,20,799,0.5819151549949311,95.02533902705181
73,20,0,0,0,10.0,20,10.0,19.32844634393422,24,25.583333333333332,23.519126001087038,20,18.6,35.99999999999999,0,,8,2.9890000000000003,41397,1,10,1.0,203.2844634393422,False,0.37768548674456115,1,5.907000000000002,7572,796,0,0.0,7960.0,False,-0.6164929287563907,16,9.360000000000003,8436,286,0,0.0,5527.9356543651875,False,-0.7742215089468493,0,0.2,47905,610,234,1.0,17293.82775405424,False,0.14002164812778944,0,0.41600000000000004,42836,787,251,1.0,27545.5521628555,False,-0.0423633366361418,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,207515,0.0,0.0,11,0,0,4,5,4.6,3,7,19,71.0,54.0,7,13,19,896,0.6231840740074404,95.64852310105925
74,19,0,0,0,10.0,20,10.0,20.226012797584197,14,32.714285714285715,22.58105844192939,8,1.0,35.999999999999986,8,36.0,2,3.001000000000001,41685,3,10,1.0,232.26012797584195,False,0.3877275766545355,2,5.926000000000002,7445,804,0,0.0,8040.0,False,-0.6193811831883673,8,9.424000000000001,7692,298,0,0.0,6027.35181368009,False,-0.7841858664911494,0,0.2,47903,602,244,1.0,17685.837963976457,False,0.14393256827779363,0,0.41600000000000004,43116,785,253,1.0,26834.13087691457,False,-0.0436441148570148,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,207210,0.0,0.0,11,0,0,4,4,3.166666666666667,2,6,14,31.0,37.0,6,13,14,488,0.5194985939888284,96.16802169504808
75,14,0,0,0,10.0,20,10.0,21.24068874172544,18,31.833333333333332,22.58105844192939,0,,35.999999999999986,0,,5,3.0490000000000004,42051,1,10,1.0,222.40688741725438,False,0.39971460871484715,3,5.954000000000001,7256,816,0,0.0,8160.0,False,-0.6236637673461257,0,9.416000000000002,7122,313,0,0.0,6648.335576160062,False,-0.7894172521856222,0,0.2,47900,595,254,1.0,18373.798645576702,False,0.15080634041826285,0,0.41600000000000004,43116,775,263,1.0,26968.320292495275,False,-0.0425090902805197,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,206814,0.0,0.0,7,0,0,3,3,2.090909090909091,1,4,11,20.0,30.0,4,10,11,200,0.3647202549618669,96.53274195000995
76,11,0,0,0,10.0,18,10.0,20.685959895523798,7,6.0,22.57114515129709,3,22.0,35.999999999999986,9,36.0,0,3.0440000000000005,41961,0,20,1.0,413.71919791047594,False,0.3999023836051803,7,6.021000000000001,7040,825,0,0.0,8250.0,False,-0.629340681229666,3,9.446000000000003,7077,313,0,0.0,6474.7054472989485,False,-0.7920744925281323,0,0.2,47858,592,264,1.0,18204.87057809252,False,0.14825697071012098,0,0.41600000000000004,43374,768,264,1.0,26838.639476196164,False,-0.03924145724124836,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.5,206679,0.0,0.0,11,0,0,1,2,2.0,0,1,9,3.0,30.0,1,10,9,504,0.22522304102312773,96.75796499103308
77,9,0,0,0,10.0,17,10.0,21.218412638470067,13,28.307692307692307,22.639406875446213,5,24.8,35.999999999999986,11,36.0,0,3.0440000000000005,42241,0,19,0.8,403.1498401309313,False,0.40902247261355384,4,6.054000000000001,6862,834,0,0.0,8340.0,False,-0.6337560586946418,3,9.473000000000003,6636,322,0,0.0,6832.328869587362,False,-0.7973599073742353,0,0.2,47944,586,272,1.0,18591.908476264827,False,0.15389175176656883,0,0.41600000000000004,43646,763,263,1.0,26741.867445965458,False,-0.03545863476760224,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.4666666666666666,206698,0.0,0.0,15,0,0,1,2,2.0,1,2,6,6.0,21.0,2,7,6,1020,0.20003571501001716,96.9580007060431
78,6,0,0,0,10.0,0,,21.218412638470067,0,,22.19842994858564,4,6.0,35.99999999999999,9,36.0,0,3.0440000000000005,42241,0,19,0.0,403.1498401309313,False,0.40902247261355384,0,6.05,6862,834,0,0.0,8340.0,False,-0.6337560586946418,4,9.510000000000002,6512,322,0,0.0,6832.328869587362,False,-0.799859604991459,0,0.2,47944,576,282,1.0,18481.762925259907,False,0.15278154784965442,0,0.41600000000000004,43946,757,264,1.0,26308.211471079332,False,-0.034051634402928924,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.3333333333333333,206874,0.0,0.0,4,0,0,1,1,1.0,0,1,3,16.0,15.0,1,5,3,324,0.15897826198488474,97.11697896802798
79,3,0,0,0,10.0,0,,22.427204280815694,13,38.0,22.19842994858564,0,,35.99999999999999,5,36.0,0,3.0440000000000005,42735,0,6,0.0,134.56322568489418,False,0.4209641329540683,0,6.050000000000002,6862,834,0,0.0,8340.0,False,-0.6337560586946418,0,9.506000000000002,6018,335,0,0.0,7513.113434073258,False,-0.8029561602016565,0,0.2,47944,566,292,1.0,19175.739167928692,False,0.15977642994727145,0,0.41600000000000004,44126,747,269,1.0,26266.22717159347,False,-0.03136173792910644,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.3333333333333333,207054,0.0,0.0,3,0,0,0,0,0.0,0,0,0,0.0,9.0,0,3,0,674,0.0962366730091162,97.2132156410371
80,0,0,0,0,10.0,0,,22.72774379293713,3,39.0,22.19842994858564,0,,35.99999999999999,9,36.0,0,3.0440000000000005,42852,0,3,0.0,68.18323137881139,False,0.42374648481805355,0,6.050000000000002,6862,834,0,0.0,8340.0,False,-0.6337560586946418,0,9.506000000000002,5901,338,0,0.0,7681.97740201275,False,-0.8036126940086608,0,0.2,47944,556,302,1.0,19340.551393345908,False,0.16143764255680665,0,0.41600000000000004,44450,737,270,1.0,26080.242872107614,False,-0.027453835263752356,0,0.2,59369,0,0,0.0,0.0,False,0.004330688681000795,0.3333333333333333,207378,0.0,0.0,5,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,441,0.0902980730170384,97.30351371405413
