index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,24,0,0,0,10.000000000000002,20,10.0,17.248230279167682,45,15.466666666666667,9.18411339322376,7,9.571428571428571,36.0,9,36.0,7,0.6660000000000001,69738,6,10,1.0,232.48230279167683,False,0.026724692095300075,28,1.9740000000000004,63561,105,0,0.0,1050.0000000000002,False,-0.05805749897113293,0,0.2,96527,19,64,1.0,915.4996324705066,False,-0.0008267674626770027,6,1.727,86778,238,0,0.0,4105.0788064419085,False,-0.08483449849872808,0,0.2,141418,97,13,1.0,1358.8589991427048,False,0.015503898430416765,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,597945,0.0,0.0,18,0,0,15,7,6.411764705882353,13,28,24,89.0,45.0,9,15,24,560,1.7704927750164643,44.63130849116715
11,24,0,0,0,10.000000000000002,20,10.0,17.248230279167682,0,,8.797764122437583,16,5.625,36.0,10,36.0,0,0.6590000000000001,69648,5,20,1.0,394.96460558335366,False,0.026595953653825503,0,1.9460000000000006,63451,116,0,0.0,1160.0000000000002,False,-0.05886589452642719,0,0.2,96599,9,72,1.0,788.6730893280151,False,-0.0007383037689794558,14,1.8610000000000002,86312,238,0,0.0,4105.0788064419085,False,-0.08963540510770145,0,0.2,141688,103,13,1.0,1374.169704611071,False,0.017488171433205163,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,597621,0.0,0.0,19,0,0,14,3,3.0,15,29,25,79.0,48.0,8,16,25,632,1.624458588019479,46.255767079186626
12,25,0,0,0,10.000000000000002,20,10.0,17.043102398345496,12,13.083333333333334,8.62267310323818,10,6.3,36.0,12,36.0,0,0.6590000000000001,69676,7,21,1.0,427.9051503652554,False,0.02724958220916323,3,1.9760000000000004,63321,124,0,0.0,1240.0000000000002,False,-0.0601887236169087,0,0.2,96634,0,81,1.0,698.4365213622925,False,-0.0008425461218653455,9,1.9370000000000003,85897,249,0,0.0,4243.732497188029,False,-0.09319665946948937,0,0.2,142057,103,11,1.0,1284.1353296335324,False,0.019803525133045365,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,597508,0.0,0.0,22,0,0,22,4,4.0,15,37,26,109.0,54.0,11,14,26,816,1.671495179994963,47.92726225918159
13,26,0,0,0,10.000000000000002,20,10.0,17.043102398345496,0,,8.722198375446386,10,10.0,36.0,13,36.0,0,0.659,69616,3,31,1.0,558.3361743487104,False,0.02732624033121229,0,1.9730000000000003,63181,138,0,0.0,1380.0000000000002,False,-0.061217590687283205,0,0.2,96706,0,79,0.0,689.0536716602645,False,-0.00014910796033456455,8,2.0080000000000005,85678,249,0,0.0,4243.732497188029,False,-0.0954528795282129,2,0.22000000000000003,142339,103,10,1.0,1258.3864326709777,False,0.021726839634208264,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.3333333333333333,597443,0.0,0.0,19,0,0,16,3,3.0,16,32,21,133.0,45.0,11,15,21,668,1.6683397489832714,49.59560200816486
14,21,0,0,0,10.000000000000002,20,10.0,17.32792998011504,23,20.043478260869566,8.049804920428446,15,2.466666666666667,36.0,8,36.0,0,0.6590000000000001,69951,2,24,1.0,435.87031952276095,False,0.03135009641603542,6,2.0330000000000004,62993,149,0,0.0,1490.0000000000002,False,-0.06317243812099477,0,0.2,96281,7,89,1.0,837.728147778937,False,-0.003761767126261005,15,2.150000000000001,85165,255,0,0.0,4418.622144929335,False,-0.09983710840710175,0,0.21800000000000003,142590,108,12,1.0,1301.3789314062722,False,0.023674242937104243,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,596903,0.0,0.0,17,0,0,16,4,4.0,14,30,19,68.0,36.0,9,12,19,913,1.6266532549634576,51.22225526312832
15,19,0,0,0,10.000000000000002,20,10.0,18.07626807837635,37,22.486486486486488,8.48459576942842,7,16.285714285714285,35.99999999999999,9,36.0,7,0.7290000000000001,70566,0,7,0.7,126.53387654863445,False,0.03811609939259097,6,2.0870000000000006,62755,164,0,0.0,1640.0000000000002,False,-0.06556822858486684,0,0.2,95993,13,98,1.0,1066.4818704228778,False,-0.005550497757055234,6,2.1950000000000003,84561,276,0,0.0,4989.049989631873,False,-0.10312136202734319,0,0.21800000000000003,142800,105,13,1.0,1358.882555789984,False,0.025380490522947562,0,0.2,139923,0,5,0.0,179.99999999999997,False,0.0006074552627065348,0.45,596598,0.0,0.0,19,0,0,14,4,3.411764705882353,13,27,16,46.0,42.0,5,14,16,882,1.473329806001857,52.695585069130175
16,16,0,0,0,10.000000000000002,20,10.0,17.803247639868232,22,14.954545454545455,8.234260044315114,8,4.5,36.0,12,36.0,12,0.8420000000000001,70512,3,10,1.0,208.03247639868232,False,0.037921339264497374,3,2.1110000000000007,62651,171,0,0.0,1710.0000000000002,False,-0.06658239755423599,0,0.2,95688,23,108,1.0,1298.7747805030017,False,-0.007496137740158612,8,2.2690000000000006,84326,278,0,0.0,4949.302843883368,False,-0.10574716507555056,0,0.21800000000000003,143196,103,11,1.0,1244.1287845644567,False,0.027800471615989794,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,596296,0.0,0.0,19,0,0,15,5,4.631578947368421,13,28,15,27.0,34.0,5,11,15,632,1.2843111960100941,53.97989626514027
17,15,0,0,0,10.000000000000002,20,10.0,17.33640070704568,8,4.125,7.615931206260543,29,5.172413793103448,36.0,15,36.0,0,0.8300000000000001,70402,4,20,1.0,386.7280141409136,False,0.03761779068537917,8,2.188,62427,180,0,0.0,1800.0000000000002,False,-0.06921335763419366,0,0.2,95691,21,117,1.0,1255.1283659804426,False,-0.007690061474370617,28,2.5410000000000004,83283,278,0,0.0,4819.519396558699,False,-0.11716108073683255,4,0.258,143405,122,10,1.0,1289.1436071637863,False,0.029454946855396354,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,595131,0.0,0.0,18,0,0,15,10,9.333333333333332,14,29,16,81.0,36.0,6,9,16,560,1.4800184040213935,55.45991466916166
18,16,0,0,0,10.000000000000002,20,10.0,17.33640070704568,0,,7.532906142102095,7,6.0,36.0,9,36.0,0,0.8300000000000003,70322,2,30,1.0,540.0920212113704,False,0.037569022438204557,0,2.1800000000000006,62307,192,0,0.0,1920.0000000000005,False,-0.07009524369451467,0,0.2,95727,11,126,1.0,1139.8465816823664,False,-0.007913014054075315,6,2.573000000000001,83115,278,0,0.0,4819.519396558699,False,-0.11889187968599034,0,0.254,143687,119,11,1.0,1292.4158309101495,False,0.031481961547760805,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,595081,0.0,0.0,18,0,0,15,1,1.0,16,31,18,72.0,34.0,8,8,18,560,1.4002153050387278,56.86012997420039
19,18,0,0,0,10.000000000000002,20,10.0,17.210839121405243,45,16.622222222222224,7.989775869302538,2,36.0,36.0,10,36.0,0,0.8300000000000001,70956,0,16,1.0,275.3734259424839,False,0.04494218814996837,21,2.3900000000000006,61698,204,0,0.0,2040.0000000000005,False,-0.07816450114645188,0,0.2,95786,7,134,1.0,1191.1058403363768,False,-0.007041127902249081,0,2.5670000000000006,82380,317,0,0.0,5455.8360014854625,False,-0.12318633904349936,0,0.254,143975,111,11,1.0,1282.8651214925817,False,0.03350603568082368,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,594718,0.0,0.0,21,0,0,21,4,4.0,15,36,17,113.0,31.0,10,8,17,1346,1.4284962409874424,58.28862621518783
20,17,0,0,0,10.000000000000002,20,10.0,16.84123245732386,18,12.11111111111111,11.288140845770625,28,24.5,36.0,10,36.0,0,0.8300000000000003,71064,0,13,1.0,218.93602194521017,False,0.046114821726330225,5,2.4190000000000005,61513,214,0,0.0,2140.0000000000005,False,-0.08014874478217414,0,0.2,96234,15,126,1.0,1674.9242334269568,False,6.657514772034773e-05,10,2.667000000000001,82110,317,0,0.0,5338.670688971663,False,-0.1265715206873143,0,0.254,143649,129,11,1.0,1852.1701691044107,False,0.03321054459830918,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,594493,0.0,0.0,19,0,0,16,2,2.0,14,30,23,99.0,48.0,9,8,23,1434,1.6094555670279078,59.89808178221574
21,23,0,0,0,10.000000000000002,20,10.0,17.166357180123605,20,20.8,14.206176204026068,19,33.578947368421055,36.0,10,36.0,3,0.8600000000000001,71255,2,10,1.0,191.66357180123606,False,0.0487217324049124,4,2.4540000000000006,61405,222,0,0.0,2220.0000000000005,False,-0.08114821565053795,0,0.2,96447,25,119,1.0,2119.693897782192,False,0.004552072826364728,2,2.677000000000001,82060,317,0,0.0,5441.735226099183,False,-0.12655573468243356,0,0.254,143371,138,11,1.0,2356.452316155597,False,0.03302574293978188,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,594461,0.0,0.0,18,0,0,17,4,3.1875,18,35,32,133.0,74.0,13,10,32,1189,2.8879819810390472,62.78606376325479
22,32,0,0,0,10.000000000000002,20,10.0,17.09608286415214,25,16.48,14.206176204026068,0,,36.0,9,36.0,3,0.8870000000000002,71403,4,10,1.0,210.9608286415214,False,0.0510388678687865,12,2.5700000000000007,61144,230,0,0.0,2300.0000000000005,False,-0.08439649597272032,0,0.2,96107,33,129,1.0,2396.7674648363836,False,0.0024765232825240302,0,2.675000000000001,81988,324,0,0.0,5539.130847985293,False,-0.12679580256536702,0,0.254,143695,128,12,1.0,2250.3905541153367,False,0.03496223255572634,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,594260,0.0,0.0,17,0,0,20,4,3.230769230769231,22,42,31,252.0,76.0,21,11,31,524,1.8992686509736814,64.68533241422847
23,31,0,0,0,10.000000000000002,20,10.0,16.80548327815253,11,11.0,12.839666918276745,53,9.471698113207548,36.0,12,36.0,0,0.8840000000000001,71293,5,20,1.0,386.1096655630506,False,0.050709254406219054,11,2.6680000000000006,60938,239,0,0.0,2390.0000000000005,False,-0.0867628902345817,0,0.2,96555,23,104,1.0,1721.8514748982896,False,0.003615368438151163,18,2.855000000000001,81300,335,0,0.0,5629.836898181097,False,-0.1334165924989384,0,0.254,143625,171,10,1.0,2555.583043025323,False,0.035552509301302604,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,593634,0.0,0.0,24,0,0,19,4,4.0,21,40,26,163.0,68.0,16,15,26,1080,1.8368829839746468,66.52221539820312
24,26,0,0,0,10.000000000000002,20,10.0,16.25953579106713,40,13.425,12.839666918276745,0,,36.0,11,36.0,2,0.9040000000000001,71640,3,10,1.0,192.59535791067128,False,0.054387349035148094,18,2.837000000000001,60463,251,0,0.0,2510.0000000000005,False,-0.09286260215180199,0,0.2,96045,50,114,1.0,2276.6988182369055,False,0.001219279957950392,0,2.8370000000000006,81273,338,0,0.0,5495.72309738069,False,-0.13438560192973426,1,0.264,143978,161,10,1.0,2427.186373842556,False,0.037616439789900986,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,593322,0.0,0.0,21,0,0,19,5,4.4,16,35,25,139.0,59.0,13,13,25,985,1.633090899034869,68.15530629723798
25,25,0,0,0,10.000000000000002,20,10.0,15.829730394578398,7,2.142857142857143,11.278129254084595,29,2.3793103448275863,36.0,9,36.0,0,0.9020000000000001,71570,0,20,1.0,316.594607891568,False,0.054269758715177065,7,2.889000000000001,60206,264,0,0.0,2640.0000000000005,False,-0.09568463754482921,0,0.2,96030,47,124,1.0,2142.4853560516744,False,0.0003733856490582524,29,3.127000000000001,80101,338,0,0.0,5350.448873367499,False,-0.1472083198198758,0,0.263,144233,180,11,1.0,2426.063265735227,False,0.039434792413724294,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,592063,0.0,0.0,14,0,0,19,10,10.0,18,37,26,142.0,46.0,13,12,26,524,1.6929751330171712,69.84828143025516
26,26,0,0,0,10.000000000000002,20,10.0,16.23050870625823,22,20.0,10.370771908842338,26,4.269230769230769,36.0,12,36.0,0,0.9020000000000004,71876,0,15,0.9,243.45763059387346,False,0.058229890283040465,8,2.962000000000001,59972,275,0,0.0,2750.0000000000005,False,-0.09831559762478688,0,0.2,95974,45,132,1.0,2099.314783748809,False,-0.0004259270398762615,24,3.338000000000001,78936,352,0,0.0,5713.139064602898,False,-0.15734230121772574,1,0.273,144511,196,10,1.0,2392.671294133098,False,0.04130221004421245,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.48333333333333334,591192,0.0,0.0,25,0,0,18,6,5.5,17,35,31,131.0,42.0,12,14,31,1004,1.7232014060136862,71.57148283626884
27,31,0,0,0,10.000000000000002,20,10.0,17.09575931588965,39,21.666666666666668,10.511782649578748,1,36.0,36.0,13,36.0,14,1.0420000000000003,72272,1,10,1.0,180.95759315889651,False,0.06359102234963039,10,3.0540000000000007,59731,284,0,0.0,2840.0000000000005,False,-0.1011964254218355,0,0.2,95664,55,141,1.0,2422.4281159645343,False,-0.001955245886959527,0,3.314000000000001,78437,371,0,0.0,6342.526706195061,False,-0.15924109253492474,3,0.30200000000000005,144814,187,10,1.0,2325.703355471226,False,0.043228315117314814,0,0.2,139923,0,5,0.0,180.0,False,0.0006074552627065348,0.5,590841,0.0,0.0,20,0,0,20,5,4.0,14,34,29,105.0,57.0,12,19,29,908,1.67923901299946,73.2507218492683
28,29,0,0,0,10.000000000000002,20,10.0,17.28722828653054,41,18.317073170731707,10.138225854096069,8,2.5,36.00000000000001,11,36.0,4,1.0680000000000003,72494,3,10,1.0,202.87228286530538,False,0.06701505293422094,27,3.3140000000000005,59363,292,0,0.0,2920.0000000000005,False,-0.10601740255159034,0,0.2,95334,72,151,1.0,2775.552540598705,False,-0.0035360194684041666,8,3.394000000000001,77792,385,0,0.0,6655.582890314257,False,-0.1642735131596649,1,0.30900000000000005,145147,185,10,1.0,2235.571783007773,False,0.04528604633457122,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,590053,0.0,0.0,16,0,0,18,7,5.564102564102564,17,35,29,107.0,45.0,14,15,29,488,1.773167908017058,75.02388975728536
29,29,0,0,0,10.000000000000002,20,10.0,17.12380031326792,28,15.75,9.52422145766742,13,2.230769230769231,36.00000000000001,13,36.0,3,1.0940000000000003,72714,3,10,1.0,201.2380031326792,False,0.07023662475110742,15,3.4370000000000007,58974,302,0,0.0,3020.0000000000005,False,-0.11100005879240402,0,0.2,95270,77,161,1.0,2851.9322788060845,False,-0.0038019251078860467,13,3.516000000000001,76999,398,0,0.0,6815.272524680632,False,-0.17162070507041352,3,0.3380000000000001,145453,188,10,1.0,2150.553634041475,False,0.04716909279787267,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,589333,0.0,0.0,17,0,0,18,11,9.73076923076923,20,38,23,102.0,51.0,12,17,23,524,1.7291512970114127,76.75304105429677
30,23,0,0,0,10.000000000000002,20,10.0,16.217654081022793,22,6.454545454545454,9.698773447110632,1,36.0,36.00000000000001,10,36.0,0,1.0910000000000002,72614,3,20,1.0,354.3530816204559,False,0.06989206509509997,22,3.642000000000001,58462,312,0,0.0,3120.0000000000005,False,-0.11779058145687576,0,0.2,95240,73,170,1.0,2832.6802339234714,False,-0.004210167238842603,0,3.5030000000000014,76923,414,0,0.0,6714.108789543437,False,-0.1729247988999977,0,0.3350000000000001,145777,179,10,1.0,2096.0804470328035,False,0.04928992212792584,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,588939,0.0,0.0,17,0,0,13,4,4.0,18,31,15,71.0,63.0,7,16,15,596,1.4932288230047561,78.24626987730153
31,15,0,0,0,10.000000000000002,20,10.0,16.783226992851247,27,21.666666666666668,9.890040318926498,1,36.0,36.00000000000001,14,36.0,0,1.0910000000000002,73012,4,12,1.0,241.39872391421497,False,0.07491180201594891,9,3.710000000000001,58259,321,0,0.0,3210.0000000000005,False,-0.12011288141572109,0,0.2,95199,72,179,1.0,2978.709560573133,False,-0.003880340181460206,0,3.5030000000000006,76415,432,0,0.0,7250.354060911739,False,-0.17539610538859657,4,0.37500000000000006,146064,170,10,1.0,2041.3068542175047,False,0.0511452563254584,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,588872,0.0,0.0,22,0,0,10,6,6.0,12,22,17,24.0,51.0,3,12,17,1104,1.2436188260326162,79.48988870333415
32,17,0,0,0,10.000000000000002,20,10.0,17.105980207782274,23,20.391304347826086,10.099322554949667,1,36.0,36.00000000000001,5,36.0,6,1.1510000000000002,73237,6,10,1.0,231.05980207782272,False,0.07814289348343396,5,3.7510000000000003,58094,329,0,0.0,3290.0000000000005,False,-0.12195014404138985,0,0.2,94826,83,188,1.0,3318.468997576466,False,-0.005972961430090776,0,3.503000000000001,76355,434,0,0.0,7423.9954101775065,False,-0.17511978874889245,0,0.37100000000000005,146208,161,15,1.0,2165.9909313468966,False,0.05261988641067869,0,0.2,139923,0,5,0.0,180.00000000000003,False,0.0006074552627065348,0.5,588643,0.0,0.0,17,0,0,16,2,1.4,16,32,18,103.0,42.0,8,9,18,500,1.486577951000072,80.97646665433422
