index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,19.0,0,,29.0,0,,37.0,0,,0,0.2,48422.0,9,0,0.0,90.0,False,-0.0009276055408970976,0,0.2,48402,1,10,1.0,200.0,False,-0.00020613456464379948,0,0.2,76621,0,0,0.0,0.0,False,0.0,0,0.2,76621,0,0,0.0,0.0,False,0.0,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.2,98165,0,0,0.0,0.0,False,0.0,0.16666666666666666,446396,0.0,0.0,9,0,0,210,0,0.0,632,842,168,0.0,0.0,0,0,168,200,3.924624484963715,3.924624484963715
1,168,0,0,0,10.0,20,10.0,19.0,0,,29.0,0,,37.0,0,,0,0.2,48282.0,23,0,0.0,230.0,False,-0.002370547493403694,0,0.2,48342,0,17,0.7,323.0,False,-0.00017521437994722956,0,0.2,76621,0,0,0.0,0.0,False,0.0,0,0.2,76621,0,0,0.0,0.0,False,0.0,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.2,98165,0,0,0.0,0.0,False,0.0,0.11666666666666665,446196,0.0,0.0,8,0,0,36,0,0.0,37,73,34,969.0,1124.0,56,112,34,200,6.9782415656372905,10.902866050601006
2,34,0,0,0,10.0,20,10.0,17.73469387755102,4,3.5,29.0,0,,37.0,0,,4,0.24000000000000002,48099.0,33,0,0.0,330.0,False,-0.005112137203166227,0,0.2,48242,0,27,1.0,478.83673469387753,False,-0.0006303931533035562,0,0.2,76613,0,3,0.3,87.0,False,0.0004633194555017554,0,0.2,76615,0,1,0.1,29.0,False,0.0001109356442750682,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.2,98165,0,0,0.0,0.0,False,0.0,0.23333333333333336,445899,0.0,0.0,8,0,0,16,3,3.0,14,30,34,93.0,84.0,12,22,34,200,1.6867259312421083,12.589591981843114
3,34,0,0,0,10.0,20,10.0,18.884940778341793,15,22.266666666666666,29.0,0,,37.0,10,37.0,4,0.276,47930.0,43,0,0.0,430.0,False,-0.007565138522427441,0,0.2,48450,0,26,1.0,491.0084602368866,False,0.003782656458576104,0,0.2,76613,0,3,0.0,87.0,False,0.0004633194555017554,0,0.2,76281,5,11,1.0,413.424703891709,False,-0.0017395707189170775,0,0.2,98165,0,0,0.0,0.0,False,0.0,10,0.30000000000000004,98026,0,0,0.0,0.0,False,-0.0014159832934345234,0.3333333333333333,445465,0.0,0.0,7,0,0,21,6,6.0,13,34,35,141.0,126.0,17,17,35,508,1.8444478744640946,14.434039856307209
4,35,0,0,0,10.0,20,10.0,19.658161020677515,15,22.4,29.0,0,,37.0,9,37.0,3,0.30200000000000005,47757.0,55,0,0.0,550.0,False,-0.009894459102902375,0,0.2,48688,0,22,0.8,432.4795424549053,False,0.008085417447795477,0,0.2,76289,3,13,1.0,435.97448306203256,False,-0.0014880092725100271,0,0.2,76269,0,18,0.7,522.0,False,-0.0011876639563566124,0,0.2,98165,0,0,0.0,0.0,False,0.0,9,0.38000000000000006,97908,0,0,0.0,0.0,False,-0.0026180410533285796,0.4166666666666667,445076,0.0,0.0,10,0,0,17,6,6.0,18,35,36,201.0,129.0,17,18,36,518,2.053515766747296,16.487555623054504
5,36,0,0,0,10.0,20,10.0,17.433037146872334,29,12.724137931034482,26.636363636363637,10,16.0,37.00000000000001,11,37.0,19,0.4890000000000001,47206.0,65,0,0.0,650.0,False,-0.020221800791556728,0,0.2,48868,0,22,1.0,383.52681723119133,False,0.01129129717627795,0,0.2,76437,0,9,0.6,239.72727272727272,False,-0.0008370598613482936,0,0.2,75912,16,28,1.0,1024.7467761681391,False,-0.0025662235146490693,0,0.2,98165,0,0,0.0,0.0,False,0.0,11,0.4810000000000001,97587,0,10,1.0,370.00000000000006,False,-0.004003463556257322,0.6,444175,0.0,0.0,10,0,0,24,8,8.0,14,38,34,273.0,120.0,21,15,34,640,2.142748516984284,18.63030414003879
6,34,0,0,0,10.0,20,10.0,21.064985960230402,40,28.45,25.0,9,16.0,37.0,11,37.0,0,0.4700000000000001,47096.0,76,0,0.0,760.0,False,-0.021355540897097625,18,0.38000000000000006,49425,0,9,0.9,189.5848736420736,False,0.020774085521541825,0,0.2,75868,10,19,1.0,685.649859602304,False,-0.0053532983150683154,0,0.2,75487,26,29,1.0,1272.6896349659905,False,-0.006495023329335335,0,0.2,98165,0,0,0.0,0.0,False,0.0,1,0.48000000000000004,97806,0,9,0.9,333.0,False,-0.001960984057454286,0.6333333333333333,443847,0.0,0.0,16,0,0,20,3,1.9696969696969695,13,33,33,231.0,126.0,17,17,33,1162,1.7889504535123706,20.41925459355116
7,33,0,0,0,10.0,20,10.0,20.925927566419436,38,20.526315789473685,25.0,0,,37.0,13,37.0,20,0.6700000000000002,46660.0,88,0,0.0,880.0,False,-0.029106200527704486,9,0.45200000000000007,49660,0,8,0.8,167.40742053135548,False,0.025389670808576764,0,0.2,75547,13,29,1.0,997.0370583634526,False,-0.007510753851010396,0,0.2,75028,41,39,1.0,1832.9630302231967,False,-0.00882941341001024,0,0.2,98165,0,0,0.0,0.0,False,0.0,4,0.5190000000000001,98105,0,0,0.0,0.0,False,-0.0006112158101156216,0.4666666666666666,443165,0.0,0.0,11,0,0,13,6,5.25,18,31,28,161.0,113.0,15,18,28,683,1.6696315575391054,22.088886151090264
8,28,0,0,0,10.0,20,10.0,18.855912767486313,40,11.999999999999998,25.0,0,,37.0,12,37.0,29,0.9400000000000002,45944.0,99,0,0.0,990.0,False,-0.04273169525065963,3,0.47300000000000003,49820,0,9,0.9,169.7032149073768,False,0.02871148597158825,0,0.2,75228,14,39,1.0,1238.9827787448085,False,-0.010095256008504189,0,0.2,74867,60,49,1.0,2356.3547660491786,False,-0.007515206235567342,0,0.2,98165,0,0,0.0,0.0,False,0.0,12,0.6350000000000001,97939,0,0,0.0,0.0,False,-0.0023022462181021748,0.48333333333333334,441963,0.0,0.0,8,0,0,16,7,6.2727272727272725,16,32,23,161.0,54.0,15,13,23,200,1.4789690561592579,23.567855207249522
9,23,0,0,0,10.000000000000002,20,10.0,18.391489094795087,36,16.38888888888889,26.270962047661076,4,43.0,37.0,11,37.0,25,1.161,45365.0,110,0,0.0,1100.0000000000002,False,-0.05353314643799472,2,0.49000000000000005,50003,0,9,0.9,165.52340185315578,False,0.032440668307358624,0,0.2,74989,24,49,1.0,1728.6728786104748,False,-0.01001897078731376,0,0.2,74688,66,55,1.0,2658.7411928778347,False,-0.007878119622049793,0,0.2,98165,0,0,0.0,0.0,False,0.0,11,0.7330000000000001,97603,0,4,0.4,148.0,False,-0.004971221922273723,0.5499999999999999,440813,0.0,0.0,9,0,0,11,12,11.181818181818182,11,22,23,78.0,63.0,7,16,23,372,1.219983346760273,24.787838554009795
10,23,0,0,0,10.000000000000002,20,10.0,18.89224839079809,11,26.727272727272727,32.65715009178958,28,44.285714285714285,37.0,10,37.0,1,1.1460000000000001,45246.0,120,0,0.0,1200.0000000000002,False,-0.05495547493403694,1,0.49800000000000005,50170,0,10,1.0,188.9224839079809,False,0.036124283516531824,0,0.2,75415,25,43,1.0,1876.563663716904,False,-0.00349405734904991,0,0.2,75208,56,53,1.0,2788.794864749541,False,-0.00024278680290301669,0,0.2,98165,0,0,0.0,0.0,False,0.0,6,0.7820000000000003,96453,18,10,1.0,957.8287016522124,False,-0.012561357400029501,0.6666666666666666,440657,0.0,0.0,13,0,0,15,4,3.1,9,24,27,114.0,45.0,8,15,27,1588,1.3564115334302187,26.144250087440014
11,27,0,0,0,10.000000000000002,20,10.0,18.564391385871215,16,15.1875,30.41687721071248,15,19.8,37.00000000000001,10,37.0,4,1.185,45066.0,130,0,0.0,1300.0000000000002,False,-0.05763522427440633,2,0.517,50252,0,10,1.0,185.64391385871215,False,0.03778079561612298,0,0.2,75583,25,38,1.0,1619.9511186538546,False,-0.0029760044984152917,0,0.2,75094,52,63,1.0,2881.6116163401894,False,-0.0011249421415788438,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.7760000000000002,96526,23,10,1.0,1069.5881758463872,False,-0.011248468518074772,0.6666666666666666,440686,0.0,0.0,18,0,0,17,3,2.333333333333333,13,30,30,162.0,69.0,14,13,30,981,1.5033007971942425,27.647550884634256
12,30,0,0,0,10.000000000000002,20,10.0,18.685430848128384,34,19.264705882352942,36.13674257920101,50,45.0,37.00000000000001,5,37.0,17,1.3510000000000002,44652.0,142,0,0.0,1420.0000000000002,False,-0.06493238786279683,7,0.5850000000000001,50487,0,8,0.8,149.48344678502707,False,0.04225226177837474,0,0.2,76073,44,23,1.0,1653.304036639272,False,0.003636757785980877,0,0.2,76199,47,48,1.0,2612.7788936636825,False,0.011542389773454363,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.7760000000000002,94461,63,15,1.0,2831.614782489664,False,-0.023309658317681142,0.6333333333333333,440037,0.0,0.0,15,0,0,16,4,3.7,13,29,35,185.0,122.0,13,17,35,2831,1.4651996223255992,29.112750506959856
13,35,0,0,0,10.000000000000002,20,10.0,17.811860909505068,39,13.846153846153847,37.11795192144046,46,39.56521739130435,37.00000000000001,9,37.0,29,1.624,43861.0,154,0,0.0,1540.0000000000002,False,-0.08000082453825857,2,0.5980000000000001,50641,0,8,0.8,142.49488727604054,False,0.04535470489029563,0,0.2,76153,67,19,1.0,1898.635767444208,False,0.006281801121391078,0,0.2,77399,43,26,1.0,1730.9767690661697,False,0.021449581505502295,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.7760000000000002,92974,99,16,1.0,4266.677240222605,False,-0.031148182956131996,0.6333333333333333,439193,0.0,0.0,14,0,0,19,5,4.2,15,34,32,239.0,99.0,17,18,32,2353,1.647123971953988,30.759874478913844
14,32,0,0,0,10.000000000000002,20,10.0,17.40396970643727,28,14.571428571428571,37.11795192144046,0,,37.00000000000001,12,37.0,18,1.775,43372.0,164,0,0.0,1640.0000000000002,False,-0.08905013192612138,2,0.6160000000000001,50775,0,10,1.0,174.0396970643727,False,0.048442031838147034,0,0.2,75795,80,29,1.0,2468.7381822367547,False,0.005329728026499006,0,0.2,77349,38,36,1.0,1997.597118016473,False,0.022536883609039805,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.7760000000000002,93418,89,14,1.0,3821.4977210082006,False,-0.028892692298639028,0.6666666666666666,438874,0.0,0.0,13,0,0,13,5,4.2,15,28,33,186.0,102.0,13,19,33,644,1.6980607714504004,32.457935250364244
15,33,0,0,0,10.000000000000002,20,10.0,17.086578411392647,64,16.09375,34.906254765680984,22,20.363636363636363,37.0,12,37.0,20,1.957,42860.0,176,0,0.0,1760.0000000000002,False,-0.0983674142480211,34,0.9540000000000002,50507,0,8,0.8,136.69262729114118,False,0.04253269940727178,0,0.2,76173,77,17,1.0,1909.0728686938105,False,0.0066109347874200525,0,0.2,76389,85,46,1.0,3058.0468841897004,False,0.01692778013984227,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.7760000000000002,93414,101,12,1.0,3969.5317313337796,False,-0.028179433956431583,0.6333333333333333,437508,0.0,0.0,16,0,0,14,5,4.545454545454545,12,26,35,174.0,111.0,11,22,35,1092,1.5156793594360352,33.97361460980028
16,35,0,0,0,10.000000000000002,20,10.0,16.861111288303462,10,11.5,33.91367872208403,13,22.46153846153846,37.0,12,37.0,10,2.0370000000000004,42649.0,184,0,0.0,1840.0000000000002,False,-0.10189231530343008,0,0.9200000000000002,50387,2,18,1.0,323.5000031894623,False,0.041984457486698754,0,0.2,76448,68,14,1.0,1621.3470697138118,False,0.00832243816782482,0,0.2,76291,84,56,1.0,3315.499356654196,False,0.01732879600014475,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.7760000000000002,93566,104,10,1.0,3897.022587096739,False,-0.027000343365269058,0.6666666666666666,437506,0.0,0.0,14,0,0,14,3,3.0,17,31,36,136.0,126.0,13,22,36,936,1.7390503529459238,35.7126649627462
17,36,0,0,0,10.000000000000002,20,10.0,16.710077239163788,8,12.5,33.91367872208403,0,,37.0,12,37.0,8,2.107,42423.0,197,0,0.0,1970.0000000000005,False,-0.10521108179419525,0,0.9200000000000002,50317,0,27,0.9,451.17208545742227,False,0.04185739698896586,0,0.2,76364,64,24,1.0,1883.373232636499,False,0.008936017753856733,0,0.2,76275,76,66,1.0,3508.268665833994,False,0.018377916405645848,0,0.2,98165,0,0,0.0,0.0,False,0.0,2,0.796,93922,94,10,1.0,3557.8857998758986,False,-0.025101177609759637,0.65,437466,0.0,0.0,11,0,0,13,3,2.25,18,31,28,179.0,116.0,15,21,28,348,1.590560025535524,37.30322498828173
18,28,0,0,0,10.000000000000002,20,10.0,16.132907778603084,15,8.133333333333333,33.91367872208403,0,,37.0,7,37.0,15,2.2490000000000006,42047.0,205,0,0.0,2050.0000000000005,False,-0.11213720316622691,0,0.9200000000000002,50197,2,37,1.0,616.9175878083141,False,0.04109207606167875,0,0.2,76268,60,34,1.0,2121.039543267042,False,0.009234019023942839,0,0.2,76249,75,76,1.0,3787.407666273618,False,0.019860140602926214,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.7940000000000003,94181,84,13,1.0,3329.7490126550583,False,-0.023624769456246857,0.6666666666666666,437107,0.0,0.0,11,0,0,14,4,4.0,14,28,29,137.0,111.0,11,17,29,459,1.4302280796691775,38.733453067950904
19,29,0,0,0,10.000000000000002,20,10.0,15.642289991584098,10,5.8,33.91367872208403,0,,37.0,14,37.0,10,2.3340000000000005,41746.0,215,0,0.0,2150.0000000000005,False,-0.11731118073878628,0,0.9200000000000002,50097,2,47,1.0,755.1876296044526,False,0.04045584215868703,0,0.2,76216,54,44,1.0,2336.885523317239,False,0.009963884074321897,0,0.2,76243,71,86,1.0,4027.1789595016976,False,0.021346490906551097,0,0.2,98165,0,0,0.0,0.0,False,0.0,1,0.804,94655,74,10,1.0,2879.612225434218,False,-0.02108892056520033,0.6666666666666666,437122,0.0,0.0,11,0,0,16,4,3.3333333333333335,15,31,23,189.0,93.0,13,16,23,607,1.5901415515691042,40.32359461952001
20,23,0,0,0,10.000000000000002,20,10.0,16.299699609440786,38,19.57894736842105,33.91367872208403,0,,37.00000000000001,9,37.0,16,2.4840000000000004,41341.0,223,0,0.0,2230.0000000000005,False,-0.12483509234828497,0,0.9200000000000002,50593,4,35,1.0,610.4894863304276,False,0.04918875212659158,0,0.2,75785,66,54,1.0,2907.11882521563,False,0.008059923684209568,0,0.2,75930,77,96,1.0,4510.790027247007,False,0.0204173139690621,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,94988,64,11,1.0,2577.475438213378,False,-0.01923559599544958,0.6666666666666666,436802,0.0,0.0,15,0,0,14,4,4.0,16,30,29,144.0,75.0,13,10,29,1149,1.538156165741384,41.86175078526139
21,29,0,0,0,10.000000000000002,20,10.0,15.563781134373837,19,7.631578947368421,33.91367872208403,0,,37.00000000000001,10,37.0,19,2.6580000000000004,40889.0,233,0,0.0,2330.0000000000005,False,-0.1331217018469657,0,0.9200000000000002,50493,4,45,1.0,740.3701510468227,False,0.04846605119400173,0,0.2,75781,58,64,1.0,3073.1747440070603,False,0.009091337518480973,0,0.2,75789,84,106,1.0,4902.207559828309,False,0.021131331879173446,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,95358,54,11,1.0,2238.3386509925376,False,-0.017193813217579852,0.6666666666666666,436475,0.0,0.0,12,0,0,11,3,3.0,19,30,24,206.0,75.0,14,15,24,570,1.5942690968513489,43.45601988211274
22,24,0,0,0,10.000000000000002,20,10.0,16.244514246057523,20,23.1,34.675396698853866,30,38.4,37.00000000000001,10,37.0,3,2.6690000000000005,40731.0,242,0,0.0,2420.0000000000005,False,-0.13545102242744064,0,0.9200000000000004,50842,5,38,1.0,667.2915413501859,False,0.05490694613034085,0,0.2,76302,65,48,1.0,2720.312467538725,False,0.013588392656965601,0,0.2,75958,77,112,1.0,5134.472027218062,False,0.024852664590765305,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,94576,74,11,1.0,2972.979355715186,False,-0.02141812583041213,0.6666666666666666,436574,0.0,0.0,17,0,0,9,2,2.0,14,23,30,123.0,77.0,7,17,30,2181,3.024936255067587,46.48095613718033
23,30,0,0,0,10.000000000000002,20,10.0,17.35161706369348,21,27.857142857142858,34.90418904226941,4,44.0,37.00000000000001,9,37.0,1,2.676000000000001,40583.0,255,0,0.0,2550.0000000000005,False,-0.13716193931398418,0,0.9200000000000002,51352,2,28,1.0,505.8452777834175,False,0.06375582616448938,0,0.2,76007,66,58,1.0,3169.6496906553957,False,0.0126704799640791,0,0.2,75844,77,118,1.0,5454.768820892188,False,0.025454958959633622,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,94733,68,12,1.0,2817.48485487432,False,-0.020610783604776053,0.6666666666666666,436684,0.0,0.0,15,0,0,11,1,1.0,18,29,22,153.0,84.0,12,18,22,1289,1.6449623703956604,48.12591850757599
24,22,0,0,0,10.000000000000002,20,10.0,17.97393460979419,91,19.32967032967033,35.087731061641534,35,35.857142857142854,37.00000000000001,12,37.0,19,2.8650000000000007,40060.0,265,0,0.0,2650.0000000000005,False,-0.1469121042216359,44,1.36,51286,2,10,1.0,199.73934609794188,False,0.05924038738969674,0,0.2,76266,92,37,1.0,2951.848033381802,False,0.014629462114706155,0,0.2,75081,122,124,1.0,6543.698674038442,False,0.022602802587008985,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,93922,93,10,1.0,3633.1589887326627,False,-0.024717776250533948,0.6666666666666666,434780,0.0,0.0,18,0,0,8,6,5.421052631578947,15,23,34,88.0,76.0,6,16,34,2358,1.3813108755275607,49.50722938310355
25,34,0,0,0,10.000000000000002,20,10.0,17.672904692762373,5,2.0,36.02821555296371,42,39.69047619047619,37.00000000000001,9,37.0,5,2.896000000000001,39815.0,279,0,0.0,2790.0000000000005,False,-0.15051945910290238,0,1.3160000000000003,51226,0,18,0.8,318.1122844697227,False,0.05922361770767773,0,0.2,76982,82,30,1.0,2530.0246513954257,False,0.021221497052997345,0,0.2,76022,117,109,1.0,5994.8053443262415,False,0.031302158313818974,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,92588,125,11,1.0,4910.526944120464,False,-0.03180091201487051,0.6333333333333333,434798,0.0,0.0,17,0,0,12,1,1.0,20,32,37,192.0,59.0,16,18,37,2200,1.6178916860371828,51.12512106914073
26,37,0,0,0,10.000000000000002,20,10.0,18.173473824162688,20,24.15,36.07107604614928,1,44.0,37.00000000000001,10,37.0,3,2.921000000000001,39650.0,291,0,0.0,2910.0000000000005,False,-0.15268387203166228,0,1.316,51605,0,9,0.8,163.5612644174642,False,0.0654432023459914,0,0.2,76499,92,40,1.0,3114.802633668938,False,0.018733784691330944,0,0.2,76066,107,118,1.0,6200.948672631022,False,0.03322162770409567,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,92914,116,11,1.0,4591.244821353316,False,-0.030106225124263634,0.6333333333333333,434899,0.0,0.0,13,0,0,15,1,1.0,19,34,33,252.0,87.0,18,19,33,1073,1.6627682037651539,52.787889272905886
27,33,0,0,0,10.000000000000002,20,10.0,17.755758080870567,7,3.857142857142857,37.2301170388224,26,44.69230769230769,37.000000000000014,9,37.0,7,2.9880000000000013,39434.0,298,0,0.0,2980.0000000000005,False,-0.15641490765171503,0,1.316,51475,3,19,1.0,367.35940353654075,False,0.0648639450397483,0,0.2,77489,82,28,1.0,2498.415439718414,False,0.027632212054909247,0,0.2,76211,104,124,1.0,6463.133353224517,False,0.036824978486475764,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8030000000000002,92085,132,12,1.0,5358.375449124556,False,-0.03464383716638034,0.6666666666666666,434859,0.0,0.0,15,0,0,11,2,2.0,14,25,33,99.0,119.0,8,25,33,1695,1.5704907411709428,54.35838001407683
28,33,0,0,0,10.000000000000002,20,10.0,17.32829256980974,7,4.142857142857143,37.35973731623287,4,43.0,37.000000000000014,14,37.0,7,3.0510000000000015,39202.0,307,0,0.0,3070.0000000000005,False,-0.16026962401055408,0,1.316,51365,4,29,1.0,542.5204845244825,False,0.06440180248726592,0,0.2,77485,74,38,1.0,2701.9636681827697,False,0.028908286685000086,0,0.2,76358,99,130,1.0,6572.266815521437,False,0.03945567674346089,0,0.2,98165,0,0,0.0,0.0,False,0.0,2,0.8230000000000002,92343,126,10,1.0,5077.326901845341,False,-0.03344712014544215,0.6666666666666666,434918,0.0,0.0,14,0,0,9,3,2.6666666666666665,18,27,34,159.0,141.0,11,22,34,779,1.564667914994061,55.92304792907089
29,34,0,0,0,10.000000000000002,20,10.0,16.353883111831415,24,8.208333333333334,37.974610983460714,21,42.666666666666664,37.000000000000014,6,37.0,23,3.274000000000001,38656.0,317,0,0.0,3170.0000000000005,False,-0.17049389841688653,0,1.3160000000000003,51275,4,38,1.0,661.4475582495937,False,0.06377234043380602,0,0.2,78039,70,34,1.0,2435.9085912658634,False,0.03440250447831455,0,0.2,76503,107,133,1.0,6800.488753766236,False,0.042837399366793885,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8210000000000002,91669,137,14,1.0,5720.5217047341175,False,-0.03703702080815908,0.6666666666666666,434307,0.0,0.0,14,0,0,12,3,3.0,16,28,42,168.0,174.0,11,23,42,1328,1.821079621091485,57.744127550162375
30,42,0,0,0,10.000000000000002,20,10.0,16.922386918200523,12,26.5,38.11882415895605,4,44.0,37.000000000000014,10,37.0,0,3.251000000000001,38576.0,325,0,0.0,3250.0000000000005,False,-0.17131843667546173,0,1.3160000000000003,51473,6,36,1.0,669.2059290552188,False,0.06793376823317131,0,0.2,78215,60,40,1.0,2540.0961814502734,False,0.0373794141387496,0,0.2,76185,109,143,1.0,7295.532028814572,False,0.04191756847871063,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8210000000000002,91863,131,14,1.0,5511.565964823243,False,-0.036125065120851424,0.6666666666666666,434477,0.0,0.0,15,0,0,12,0,0.0,21,33,42,246.0,180.0,17,25,42,1064,1.997826561331749,59.741954111494124
31,42,0,0,0,10.000000000000002,20,10.0,17.831366004183614,19,27.05263157894737,38.41583063334086,8,44.0,37.00000000000001,13,37.0,2,3.271000000000001,38424.0,336,0,0.0,3360.0000000000005,False,-0.1733179419525066,0,1.316,51893,5,29,1.0,567.1096141213249,False,0.07553914097667917,0,0.2,78391,50,46,1.0,2658.6965093428603,False,0.040450375937033406,0,0.2,75847,118,149,1.0,7828.059952861455,False,0.04098132335039646,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8210000000000002,91992,129,11,1.0,5362.642151700971,False,-0.035569489371461455,0.6666666666666666,434712,0.0,0.0,16,0,0,15,1,1.0,23,38,44,300.0,152.0,21,21,44,1543,2.140283147804439,61.88223725929856
32,44,0,0,0,10.000000000000002,20,10.0,18.0947775858585,19,20.736842105263158,38.447760299480315,1,43.0,37.00000000000001,11,37.0,8,3.349000000000001,38234.0,344,0,0.0,3440.0000000000005,False,-0.1764099604221636,0,1.316,52081,7,28,1.0,576.653772404038,False,0.0795128398376076,0,0.2,78434,40,55,1.0,2838.417919905757,False,0.042184374518120155,0,0.2,75453,127,159,1.0,8411.230641021399,False,0.03964468384007905,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8210000000000002,92356,120,10,1.0,4983.731235937637,False,-0.03379141630959292,0.6666666666666666,434723,0.0,0.0,15,0,0,14,2,2.0,21,35,34,203.0,125.0,17,27,34,958,1.651890235953033,63.534127495251596
33,34,0,0,0,10.000000000000002,20,10.0,17.205357166103003,67,14.701492537313433,38.447760299480315,0,,37.00000000000001,13,37.0,49,3.8310000000000013,36734.0,351,0,0.0,3510.0000000000005,False,-0.20660867414248021,0,1.3160000000000003,52437,10,20,1.0,444.10714332206004,False,0.08548510825488605,0,0.2,77635,79,65,1.0,3858.3276355883577,False,0.03841197345106666,0,0.2,75267,135,169,1.0,8820.394708036078,False,0.039887202647029316,0,0.2,98165,0,0,0.0,0.0,False,0.0,3,0.851,92701,110,10,1.0,4599.253632942835,False,-0.032235248647976236,0.6666666666666666,432939,0.0,0.0,12,0,0,10,8,7.5,22,32,30,191.0,73.0,14,20,30,1019,1.5051511814817786,65.03927867673337
34,30,0,0,0,10.000000000000002,20,10.0,16.79604359110251,9,6.333333333333333,39.03354676796198,39,40.97435897435897,37.00000000000001,10,37.0,9,3.872000000000001,36486.0,360,0,0.0,3600.0000000000005,False,-0.21079320580474933,0,1.316,52327,11,30,1.0,613.8813077330753,False,0.08496744421723564,0,0.2,77737,77,68,1.0,3947.576536736308,False,0.04032560614411392,0,0.2,76706,126,147,1.0,7854.232867369328,False,0.05236314370322327,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8480000000000003,91473,139,10,1.0,5795.663000746716,False,-0.038650929553574506,0.6666666666666666,432894,0.0,0.0,17,0,0,6,2,2.0,19,25,36,111.0,99.0,7,23,36,2168,1.39349137339741,66.43277005013078
35,36,0,0,0,10.0,20,10.0,15.815132017457632,16,2.625,39.25772074426138,8,43.5,37.00000000000001,11,37.0,16,4.0230000000000015,35978.0,369,0,0.0,3690.0,False,-0.22033723614775724,0,1.316,52217,12,40,1.0,752.6052806983053,False,0.0841297542947962,0,0.2,77887,79,74,1.0,4154.466764454495,False,0.04363338226109355,0,0.2,76862,120,153,1.0,7904.247115966907,False,0.0547255133446894,0,0.2,98165,0,0,0.0,0.0,False,0.0,1,0.8580000000000001,91488,137,10,1.0,5748.307741963808,False,-0.038739327958214234,0.6666666666666666,432597,0.0,0.0,12,0,0,10,6,5.333333333333333,16,26,35,150.0,123.0,10,26,35,844,1.8363158022984862,68.26908585242927
