index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,9,0,0,0,10.0,20,10.0,14.069822431837151,0,,34.56051331691864,12,34.666666666666664,34.000000000000014,8,34.0,0,2.7200000000000006,51239,49,53,1.0,1235.7005888873691,False,0.10840761557002637,0,3.9170000000000007,35494,605,0,0.0,6050.0,False,-0.17668056000854976,0,0.2,66171,0,5,0.0,172.8025665845932,False,0.002623952595065425,0,1.1360000000000003,60557,668,41,1.0,10815.62243046088,False,-0.0018035951935349193,0,1.6760000000000002,85812,0,53,0.5,1802.0000000000007,False,-0.02128692197428865,8,6.319000000000003,68839,319,0,0.0,11024.803748097045,False,-0.16080992026943286,0.4166666666666667,368112,0.0,0.0,10,0,0,9,3,3.0,5,14,12,81.0,6.0,7,2,12,616,0.8325854828581214,168.0511999372393
65,12,0,0,0,10.0,20,10.0,14.031269727252647,2,10.0,34.50292475881733,3,32.0,34.000000000000014,10,34.0,0,2.7200000000000006,51139,50,62,1.0,1369.938723089664,False,0.10770480627433653,1,3.9270000000000014,35391,614,0,0.0,6140.0,False,-0.17792027359196325,0,0.2,66171,0,5,0.0,172.51462379408665,False,0.002621773983067713,0,1.1360000000000003,60633,660,48,1.0,10916.778408409979,False,0.00011181532905067351,0,1.6760000000000002,85812,0,53,0.0,1802.0000000000007,False,-0.02128692197428865,10,6.411000000000001,68618,322,0,0.0,11109.94177233918,False,-0.16282383676825266,0.3333333333333333,367764,0.0,0.0,9,0,0,9,4,4.0,7,16,12,110.0,9.0,9,3,12,306,1.0861422130838037,169.1373421503231
66,12,0,0,0,10.0,20,10.0,14.031269727252647,0,,34.50292475881733,0,,34.000000000000014,12,34.0,0,2.720000000000001,51019,52,72,1.0,1530.2514203621906,False,0.10685317324315698,0,3.926000000000001,35311,622,0,0.0,6220.0,False,-0.178775248477076,0,0.2,66171,0,5,0.0,172.51462379408665,False,0.002621773983067713,0,1.1360000000000003,60633,650,58,1.0,11121.494958725627,False,0.0016607269439322793,0,1.6760000000000002,85812,0,53,0.0,1802.0000000000007,False,-0.02128692197428865,12,6.521000000000002,68455,322,0,0.0,11109.94177233918,False,-0.16466358665256287,0.3333333333333333,367401,0.0,0.0,7,0,0,7,4,4.0,6,13,14,103.0,30.0,7,5,14,200,1.063430467620492,170.20077261794358
67,14,0,0,0,10.000000000000002,20,10.0,15.35362118195893,36,22.333333333333332,34.674940410164034,2,45.0,34.00000000000001,8,34.0,0,2.7200000000000006,51763,48,46,1.0,1186.266574370111,False,0.11907947605397144,0,3.9260000000000006,35171,636,0,0.0,6360.000000000001,False,-0.1802714545260233,0,0.2,66171,0,5,0.0,173.37470205082016,False,0.0026282814452122773,0,1.1360000000000001,59919,676,66,1.0,12667.593986075062,False,0.002554279296615303,0,1.6760000000000002,85812,0,53,0.0,1802.0000000000005,False,-0.02128692197428865,8,6.589000000000001,68279,324,0,0.0,11234.680692893147,False,-0.16594611286305058,0.3333333333333333,367115,0.0,0.0,11,0,0,5,3,3.0,2,7,13,104.0,36.0,7,7,13,1094,1.087377903982997,171.28815052192658
68,13,0,0,0,10.0,20,10.0,15.371454765794466,36,15.472222222222221,36.1612332139953,17,45.76470588235294,34.000000000000014,10,34.0,0,2.7200000000000006,52195,46,25,1.0,844.2863691448616,False,0.12465839872977298,5,3.9760000000000004,34981,648,0,0.0,6480.0,False,-0.18305012290263972,0,0.2,66171,0,5,0.0,180.8061660699765,False,0.002684508852899261,0,1.1360000000000003,60140,702,59,1.0,12924.274005213438,False,0.007840581723362933,0,1.6760000000000002,85622,0,58,0.5,1972.000000000001,False,-0.022472036930439396,10,6.681000000000002,67569,336,0,0.0,12150.174359902421,False,-0.16879324619971772,0.4166666666666667,366678,0.0,0.0,11,0,0,5,4,4.0,2,7,11,107.0,29.0,7,6,11,1490,0.9252762431278825,172.21342676505446
69,11,0,0,0,10.0,20,10.0,15.346641371665344,1,10.0,34.351482894216105,33,28.09090909090909,34.00000000000001,6,34.0,0,2.7200000000000006,52085,47,35,1.0,1007.132448008287,False,0.12404758414030441,1,3.9810000000000008,34878,657,0,0.0,6570.0,False,-0.1842898364860532,0,0.2,66171,0,5,0.0,171.75741447108052,False,0.0026160448404384347,0,1.1360000000000003,61057,693,36,1.0,11871.875854755865,False,0.013754281329488744,0,1.6760000000000002,84842,20,68,1.0,2999.0296578843227,False,-0.02547980418580161,6,6.731000000000002,67365,339,0,0.0,11645.152701139259,False,-0.1739457967858596,0.5,366398,0.0,0.0,9,0,0,3,3,3.0,2,5,12,65.0,28.0,5,6,12,1127,0.9256452238187194,173.13907198887318
70,12,0,0,0,10.0,20,10.0,15.319338434845706,1,10.0,34.351482894216105,0,,34.00000000000001,14,34.0,0,2.720000000000001,51995,46,45,1.0,1149.3702295680569,False,0.12364401228564771,1,3.990000000000001,34755,668,0,0.0,6680.0,False,-0.1857432937907449,0,0.2,66171,0,5,0.0,171.75741447108052,False,0.0026160448404384347,0,1.1360000000000003,61047,684,46,1.0,12058.595702568404,False,0.015015705031236141,0,1.6760000000000002,84842,10,78,1.0,2995.5148289421613,False,-0.025499639787457177,14,6.865000000000003,67148,339,0,0.0,11645.152701139259,False,-0.1763950343619045,0.5,365958,0.0,0.0,7,0,0,3,6,6.0,2,5,17,58.0,40.0,5,7,17,200,0.943660581484437,174.08273257035762
71,17,0,0,0,10.0,20,10.0,15.289327037268514,1,10.0,34.351482894216105,0,,34.00000000000001,6,34.0,0,2.7200000000000006,51875,48,55,1.0,1320.9129870497682,False,0.12291239699743263,1,3.9990000000000014,34662,676,0,0.0,6760.0,False,-0.18687613551351928,0,0.2,66171,0,5,0.0,171.75741447108052,False,0.0026160448404384347,0,1.1360000000000001,61037,675,56,1.0,12243.978792232348,False,0.01626701464978168,0,1.6760000000000004,84842,0,88,1.0,2992.0000000000005,False,-0.025519475389112745,6,6.911000000000003,67094,339,0,0.0,11645.152701139259,False,-0.17700452205363917,0.5,365681,0.0,0.0,7,0,0,9,3,3.0,4,13,16,185.0,23.0,13,4,16,200,1.2548367464914918,175.3375693168491
72,16,0,0,0,10.0,20,10.0,15.256375742010693,1,10.0,34.351482894216105,0,,34.00000000000001,11,34.0,0,2.7200000000000006,51785,48,64,1.0,1456.4080474886844,False,0.12243676442758028,0,3.9980000000000007,34562,686,0,0.0,6860.0,False,-0.18794485411991022,0,0.2,66171,0,5,0.0,171.75741447108052,False,0.0026160448404384347,0,1.1360000000000003,61027,666,66,1.0,12427.944115197384,False,0.017507597264068257,0,1.6760000000000002,84842,0,88,0.0,2992.0000000000005,False,-0.025519475389112745,11,7.0150000000000015,66945,339,0,0.0,11645.152701139259,False,-0.1786862566104626,0.3333333333333333,365332,0.0,0.0,7,0,0,6,4,4.0,3,9,16,115.0,21.0,9,7,16,210,1.1334243742749095,176.47099369112402
73,16,0,0,0,10.0,20,10.0,15.256375742010693,0,,34.351482894216105,0,,34.00000000000001,8,34.0,0,2.7200000000000006,51695,47,74,1.0,1598.9718049087912,False,0.12203667633759535,0,3.998000000000001,34452,697,0,0.0,6970.0,False,-0.18912044458694025,0,0.2,66171,0,5,0.0,171.75741447108052,False,0.0026160448404384347,0,1.1360000000000003,61027,656,76,1.0,12618.89518671944,False,0.018952357504989303,0,1.6760000000000002,84842,0,88,0.0,2992.0000000000005,False,-0.025519475389112745,8,7.084000000000002,66856,339,0,0.0,11645.152701139259,False,-0.1796907826209142,0.3333333333333333,365043,0.0,0.0,7,0,0,10,3,3.0,2,12,19,119.0,12.0,12,4,19,200,1.1442675031721592,177.61526119429618
74,19,0,0,0,10.0,20,10.0,16.146117333321286,10,29.0,34.351482894216105,0,,34.00000000000001,7,34.0,0,2.720000000000001,51895,46,74,1.0,1654.8126826657751,False,0.12690833261371987,0,3.9980000000000007,34342,708,0,0.0,7080.0,False,-0.1902960350539703,0,0.2,66171,0,5,0.0,171.75741447108052,False,0.0026160448404384347,0,1.1360000000000003,60737,656,86,1.0,13546.080499561349,False,0.02157920600721323,0,1.6760000000000002,84842,0,88,0.0,2992.0000000000005,False,-0.025519475389112745,7,7.146000000000001,66789,339,0,0.0,11645.152701139259,False,-0.18044699883102944,0.3333333333333333,364776,0.0,0.0,7,0,0,6,2,2.0,4,10,13,127.0,27.0,10,9,13,490,1.1236373912543058,178.7388985855505
75,13,0,0,0,10.0,20,10.0,17.26270581116268,41,21.048780487804876,35.661245954205235,25,42.6,34.00000000000001,10,34.0,0,2.7200000000000006,52113,50,71,1.0,1725.65211259255,False,0.13232501990587314,28,4.2780000000000005,34071,714,0,0.0,7140.0,False,-0.1954472587367746,0,0.2,66171,0,5,0.0,178.30622977102618,False,0.002665594014973576,0,1.1360000000000001,60939,687,71,1.0,14391.427355017331,False,0.031031924179962915,0,1.6760000000000002,84772,0,93,0.5,3162.0000000000005,False,-0.02535017325251978,10,7.239000000000002,65672,359,0,0.0,12802.387297559679,False,-0.18652362161220964,0.4166666666666667,363738,0.0,0.0,13,0,0,4,5,5.0,0,4,17,26.0,27.0,4,9,17,1623,0.8635666975751519,179.60246528312564
76,17,0,0,0,10.0,20,10.0,17.26270581116268,0,,36.14598018874629,9,43.77777777777778,34.00000000000001,10,34.0,0,2.7200000000000006,52003,51,81,1.0,1908.279170704177,False,0.1319256083221564,0,4.250000000000001,33981,723,0,0.0,7230.0,False,-0.19640910548252646,0,0.2,66171,0,5,0.0,180.72990094373148,False,0.002683931821195195,0,1.1360000000000003,61333,677,72,1.0,14289.362407746867,False,0.03622179656003625,0,1.6760000000000002,84582,0,98,0.5,3332.000000000001,False,-0.026535288208670526,10,7.3290000000000015,65346,363,0,0.0,13120.990808514904,False,-0.18840511287647205,0.4166666666666667,363416,0.0,0.0,9,0,0,4,3,3.0,5,9,20,125.0,24.0,9,8,20,594,1.0583481509238482,180.6608134340495
77,20,0,0,0,10.0,20,10.0,17.95740180150651,13,26.615384615384617,35.32126450041691,12,26.0,34.00000000000001,20,34.0,0,2.7200000000000006,52249,50,79,1.0,1918.6347423190143,False,0.13729437578624576,1,4.260000000000001,33858,734,0,0.0,7340.0,False,-0.19786256278721812,0,0.2,66171,0,5,0.0,176.60632250208454,False,0.002652732299059357,0,1.1360000000000003,61299,680,70,1.0,14683.52174005361,False,0.03868955980308097,0,1.6760000000000002,84644,2,97,1.0,3368.6425290008347,False,-0.025628717429085835,9,7.409000000000002,65238,363,0,0.0,12821.619013651338,False,-0.19131356441014383,0.5,363459,0.0,0.0,12,0,0,6,4,4.0,4,10,22,117.0,39.0,10,10,22,1222,1.1266524456441402,181.78746587969363
78,22,0,0,0,10.0,20,10.0,17.907202718520438,1,10.0,35.04614678084477,12,32.0,34.00000000000001,20,34.0,0,2.720000000000001,52149,50,89,1.0,2093.741041948319,False,0.13702833217856492,1,4.269000000000001,33745,744,0,0.0,7440.0,False,-0.1992091482312707,0,0.2,66171,0,5,0.0,175.23073390422385,False,0.002642324419709997,0,1.1360000000000003,61673,671,68,1.0,14398.871005224659,False,0.0421953196327753,0,1.6760000000000002,84916,0,91,0.2,3094.0000000000005,False,-0.024108624250838047,12,7.520000000000001,64689,375,0,0.0,13142.30504281679,False,-0.19570026161233878,0.3666666666666667,363343,0.0,0.0,11,0,0,4,5,5.0,3,7,18,78.0,76.0,7,15,18,856,0.9979697456583381,182.78543562535197
79,18,0,0,0,10.0,20,10.0,17.907202718520438,0,,35.04614678084477,0,,34.00000000000001,20,34.0,0,2.7200000000000006,52039,51,99,1.0,2282.8130691335236,False,0.13669779917851368,0,4.268000000000001,33655,753,0,0.0,7530.0,False,-0.20017099497702254,0,0.2,66171,0,5,0.0,175.23073390422385,False,0.002642324419709997,0,1.1360000000000001,61673,661,78,1.0,14570.260445847902,False,0.043492074071241935,0,1.6760000000000004,85222,0,82,0.0,2788.0000000000005,False,-0.022381742457589816,11,7.618000000000001,64540,375,0,0.0,13142.30504281679,False,-0.19738199616916222,0.3333333333333333,363300,0.0,0.0,10,0,0,6,4,4.0,3,9,20,91.0,53.0,9,9,20,506,1.060806566849351,183.84624219220132
80,20,0,0,0,10.0,20,10.0,18.866165003923378,21,25.38095238095238,35.688418771980814,12,42.666666666666664,34.0,9,34.0,0,2.7200000000000006,52502,47,89,1.0,2149.0886853491807,False,0.14516499610290887,1,4.278000000000001,33502,767,0,0.0,7670.0,False,-0.2019450678636315,0,0.2,66171,0,5,0.0,178.44209385990408,False,0.002666621980054872,0,1.1360000000000003,61652,672,76,1.0,15390.382709307052,False,0.049379446683819404,0,1.6760000000000002,84918,0,90,0.8,3060.0,False,-0.02427792638743101,9,7.697000000000002,64227,379,0,0.0,13525.910714580728,False,-0.1987499254247749,0.4666666666666666,362972,0.0,0.0,11,0,0,8,4,4.0,3,11,10,145.0,27.0,11,9,10,1235,1.1162096979096532,184.96245189011097
81,10,0,0,0,10.0,20,10.0,19.273446917357585,11,24.727272727272727,35.690966497422686,14,35.714285714285715,34.0,14,34.0,0,2.7200000000000006,52624,51,89,1.0,2225.336775644825,False,0.14858754703051008,1,4.287000000000002,33429,773,0,0.0,7730.0,False,-0.2028641658651277,0,0.2,66171,0,5,0.0,178.45483248711344,False,0.0026667183621383343,0,1.1360000000000003,61880,673,72,1.0,15540.779363196089,False,0.0539675213606628,0,1.6760000000000002,84918,0,90,0.0,3060.0,False,-0.02427792638743101,14,7.828000000000002,63506,393,0,0.0,14026.549833487115,False,-0.2040624057072478,0.3333333333333333,362528,0.0,0.0,11,0,0,2,6,6.0,1,3,11,9.0,21.0,3,7,11,962,0.8703886521980166,185.832840542309
82,11,0,0,0,10.0,20,10.0,19.273446917357585,0,,36.59127852882413,20,42.35,34.0,12,34.0,0,2.720000000000001,52534,50,99,1.0,2408.0712448184013,False,0.14861677081135413,0,4.286000000000001,33319,784,0,0.0,7840.0,False,-0.20403975633215773,0,0.2,66171,0,5,0.0,182.95639264412063,False,0.0027007777422985804,0,1.1360000000000003,62727,663,62,1.0,15046.954574995176,False,0.06304820058558183,0,1.6760000000000002,84728,0,95,0.5,3230.0,False,-0.025463041343581756,12,7.934000000000003,62695,408,0,0.0,14929.241639760243,False,-0.2081217528428073,0.4166666666666667,362174,0.0,0.0,10,0,0,4,3,3.0,2,6,16,71.0,23.0,6,5,16,1047,0.8918749019503593,186.72471544425935
83,16,0,0,0,10.0,20,10.0,19.273446917357585,0,,36.59127852882413,0,,33.99999999999999,20,34.0,0,2.7200000000000006,52414,52,109,1.0,2620.805713991977,False,0.1483253790102809,0,4.2860000000000005,33239,792,0,0.0,7920.0,False,-0.2048947312172705,0,0.2,66171,0,5,0.0,182.95639264412063,False,0.0027007777422985804,0,1.1360000000000001,62727,653,72,1.0,15220.13289110984,False,0.06435848988491809,0,1.6760000000000002,85102,0,84,0.0,2855.9999999999995,False,-0.02335240804072281,9,8.012000000000002,62602,408,0,0.0,14929.241639760243,False,-0.20917142608968364,0.3333333333333333,362255,0.0,0.0,11,0,0,8,2,2.0,2,10,19,136.0,27.0,10,6,19,574,1.163645832799375,187.88836127705872
84,19,0,0,0,10.0,20,10.0,19.970605442153502,11,29.0,36.64226945968091,5,38.0,33.99999999999999,20,34.0,0,2.7200000000000006,52673,48,108,1.0,2636.825387752578,False,0.15403254662554847,0,4.286000000000001,33099,806,0,0.0,8060.0,False,-0.2063909372662178,0,0.2,66171,0,5,0.0,183.21134729840455,False,0.002702706761836493,0,1.1360000000000003,62598,654,77,1.0,15882.23070756382,False,0.06741594567190098,0,1.6760000000000002,85252,0,79,0.5,2685.9999999999995,False,-0.022618765448819963,10,8.103000000000002,62483,408,0,0.0,14950.045939549811,False,-0.2103971492931647,0.4166666666666667,362276,0.0,0.0,12,0,0,8,3,3.0,1,9,18,104.0,55.0,9,10,18,1049,1.376144309528172,189.2645055865869
85,18,0,0,0,10.0,20,10.0,19.970605442153502,0,,36.7339247074007,9,38.0,34.0,20,34.0,0,2.7200000000000006,52533,52,118,1.0,2876.531442174113,False,0.15360191773190238,0,4.2860000000000005,33039,812,0,0.0,8120.0,False,-0.20703216843005237,0,0.2,66171,0,5,0.0,183.66962353700353,False,0.00270617413849789,0,1.1360000000000003,62940,644,78,1.0,15726.31603192411,False,0.07141150680894089,0,1.6760000000000002,85386,0,74,0.9,2516.0,False,-0.02206571180261628,6,8.153,62436,408,0,0.0,14987.441280619487,False,-0.21071659228309872,0.48333333333333334,362505,0.0,0.0,13,0,0,7,2,2.0,5,12,16,175.0,63.0,12,6,16,1018,1.1601556343957782,190.42466122098267
86,16,0,0,0,10.0,20,10.0,20.66197243045169,34,23.470588235294116,38.05945298236852,16,48.0,33.99999999999999,20,34.0,0,2.720000000000001,52956,51,109,1.0,2762.1549949192345,False,0.16142091476882806,15,4.436000000000001,32869,823,0,0.0,8230.0,False,-0.20949022122475153,0,0.2,66171,0,5,0.0,190.2972649118426,False,0.0027563197212021485,0,1.1360000000000003,62910,668,72,1.0,16542.478198272263,False,0.0771327265167988,0,1.6760000000000002,85760,0,63,0.0,2141.9999999999995,False,-0.019955078499757334,9,8.237000000000002,61563,424,0,0.0,16137.208064524251,False,-0.21408137752951922,0.3333333333333333,362229,0.0,0.0,12,0,0,6,4,4.0,2,8,17,89.0,44.0,8,8,17,1855,1.0958390720188618,191.52050029300153
87,17,0,0,0,10.0,20,10.0,20.460043344370693,18,18.72222222222222,39.1033290317855,12,49.75,33.99999999999999,20,34.0,0,2.7200000000000006,53138,52,106,1.0,2688.764594503293,False,0.1645267136315411,5,4.471000000000001,32709,832,0,0.0,8320.0,False,-0.21194827401945068,0,0.2,66171,0,5,0.0,195.5166451589275,False,0.002795810220014921,0,1.1360000000000001,63170,676,70,1.0,16568.222333019574,False,0.08126189647281921,0,1.6760000000000004,86168,0,51,0.0,1733.9999999999995,False,-0.017652569442093025,8,8.308,60878,436,0,0.0,17049.051457858477,False,-0.2166669406096092,0.3333333333333333,362234,0.0,0.0,17,0,0,5,4,4.0,7,12,10,175.0,15.0,12,5,10,1497,1.066389637067914,192.58688993006945
88,10,0,0,0,10.0,20,10.0,20.460043344370693,0,,39.0595291189603,5,38.0,33.99999999999999,20,34.0,0,2.7200000000000006,53008,55,116,1.0,2923.3650279470003,False,0.1642552637378113,0,4.466000000000001,32639,839,0,0.0,8390.0,False,-0.21269637704392433,0,0.2,66171,0,5,0.0,195.2976455948015,False,0.002794153241289936,0,1.1360000000000003,63360,666,75,1.0,16555.853551272903,False,0.08404344131161033,0,1.6760000000000002,86386,0,44,0.5,1495.9999999999998,False,-0.016535175340579463,8,8.38,60797,436,0,0.0,17029.95469586669,False,-0.21768894290078514,0.4166666666666667,362361,0.0,0.0,11,0,0,5,2,2.0,1,6,6,46.0,22.0,6,4,6,798,0.732687016017735,193.31957694608718
89,6,0,0,0,10.0,20,10.0,20.393256686461363,1,10.0,39.0595291189603,0,,33.99999999999999,20,34.0,0,2.7200000000000006,52898,56,126,1.0,3129.5503424941317,False,0.16410762362396203,1,4.476000000000001,32536,848,0,0.0,8480.0,False,-0.21393609062733782,0,0.2,66171,0,5,0.0,195.2976455948015,False,0.002794153241289936,0,1.1360000000000003,63350,657,85,1.0,16718.42961811674,False,0.08512219007714976,0,1.6760000000000002,86794,0,32,0.0,1087.9999999999998,False,-0.014232666282915156,8,8.452000000000002,60717,436,0,0.0,17029.95469586669,False,-0.21859188762928095,0.3333333333333333,362466,0.0,0.0,11,0,0,1,3,3.0,0,1,9,15.0,27.0,1,5,9,608,0.4689396386966109,193.7885165847838
90,9,0,0,0,10.0,20,10.0,20.320042506262176,1,10.0,39.0595291189603,0,,33.99999999999999,20,34.0,0,2.720000000000001,52798,56,136,1.0,3323.525780851656,False,0.16404323801273551,1,4.485000000000001,32423,858,0,0.0,8580.0,False,-0.2152826760713904,0,0.2,66171,0,5,0.0,195.2976455948015,False,0.002794153241289936,0,1.1360000000000003,63340,648,95,1.0,16878.04281035912,False,0.0861785213543303,0,1.6760000000000002,87134,0,22,0.0,747.9999999999999,False,-0.012313908734861568,10,8.544,60600,436,0,0.0,17029.95469586669,False,-0.21991244429470605,0.3333333333333333,362466,0.0,0.0,9,0,0,4,4,4.0,1,5,13,83.0,20.0,5,4,13,540,0.7204762166365981,194.5089928014204
91,13,0,0,0,10.0,20,10.0,20.160980428368692,2,10.0,40.20255944815861,12,51.0,33.99999999999999,20,34.0,0,2.7200000000000006,52708,56,145,1.0,3483.3421621134603,False,0.16382753192383737,1,4.494000000000001,32310,868,0,0.0,8680.0,False,-0.21662926151544298,0,0.2,66171,0,5,0.0,201.01279724079305,False,0.00283739480994476,0,1.1360000000000001,63932,640,93,1.0,16641.865502834713,False,0.09334986912743423,0,1.6760000000000002,87406,0,14,0.0,475.9999999999999,False,-0.010778902696418695,12,8.654000000000002,59820,448,0,0.0,18010.74663277506,False,-0.22318114971514882,0.3333333333333333,362347,0.0,0.0,11,0,0,5,5,5.0,3,8,14,102.0,33.0,8,5,14,1094,1.016576997935772,195.52556979935616
92,14,0,0,0,10.0,20,10.0,20.160980428368692,0,,39.29618056145443,11,30.0,33.99999999999999,20,34.0,0,2.7200000000000006,52618,55,155,1.0,3674.9519663971473,False,0.16395160806238265,0,4.493,32200,879,0,0.0,8790.0,False,-0.217804851982473,0,0.2,66171,0,5,0.0,196.48090280727214,False,0.0028031059167670175,0,1.1360000000000003,64262,630,92,1.0,16316.666281526084,False,0.09588301465957035,0,1.6760000000000002,87712,0,5,0.0,169.99999999999997,False,-0.009052020903170465,11,8.752,59343,459,0,0.0,18036.94687770758,False,-0.22841709907726057,0.3333333333333333,362306,0.0,0.0,12,0,0,10,4,4.0,0,10,15,159.0,27.0,10,4,15,836,1.1044183997437358,196.6299881990999
93,15,0,0,0,10.0,20,10.0,19.612262687999944,23,16.82608695652174,39.29618056145443,0,,33.99999999999999,20,34.0,0,2.7200000000000006,52925,53,142,1.0,3314.941301695992,False,0.16666603934697005,0,4.493000000000001,32080,891,0,0.0,8910.0,False,-0.21908731431014214,0,0.2,66171,0,5,0.0,196.48090280727214,False,0.0028031059167670175,0,1.1360000000000003,63875,643,102,1.0,16618.895325652316,False,0.09231353524039347,2,1.6960000000000002,87868,0,0,0.0,0.0,False,-0.008250657456630436,13,8.871,59158,459,0,0.0,18036.94687770758,False,-0.2305051587619071,0.3333333333333333,362077,0.0,0.0,10,0,0,5,5,4.333333333333333,3,8,18,119.0,48.0,8,7,18,621,1.0004092371091247,197.63039743620902
94,18,0,0,0,10.0,20,10.0,19.000170060123786,31,16.516129032258064,37.9875969438161,14,27.571428571428573,34.0,20,34.0,0,2.720000000000001,53322,50,126,1.0,2894.021427575597,False,0.1706532160689922,5,4.543000000000001,31880,904,0,0.0,9040.0,False,-0.22197285454739768,0,0.2,66171,0,5,0.0,189.9379847190805,False,0.002753601361290832,0,1.1360000000000003,63749,664,98,1.0,16338.897420416171,False,0.08828837101579942,9,1.7840000000000003,87637,0,9,0.9,306.0,False,-0.009131028566913849,11,8.968000000000002,58762,464,0,0.0,17626.24498193067,False,-0.23729249211655504,0.48333333333333334,361521,0.0,0.0,10,0,0,6,8,8.0,4,10,19,150.0,46.0,10,8,19,1053,1.0762725062668324,198.70666994247586
95,19,0,0,0,10.0,20,10.0,19.470358020928373,12,25.0,38.29866092233904,13,41.0,34.0,20,34.0,0,2.7200000000000006,53482,53,125,1.0,2963.7947526160465,False,0.17481879611644804,1,4.548000000000001,31797,911,0,0.0,9110.0,False,-0.22299882440953298,0,0.2,66171,0,5,0.0,191.49330461169518,False,0.002765369110614578,0,1.1360000000000001,63982,666,95,1.0,16605.631229560506,False,0.09383232877519901,1,1.7850000000000004,87746,0,5,0.5,170.0,False,-0.008668269393559747,10,9.057000000000002,58299,472,0,0.0,18076.967955344026,False,-0.23997467265237737,0.4166666666666667,361477,0.0,0.0,13,0,0,6,5,4.5,7,13,14,194.0,18.0,13,6,14,1295,1.1925200652331114,199.89919000770897
96,14,0,0,0,10.0,20,10.0,19.470358020928373,0,,38.29866092233904,0,,33.99999999999999,20,34.0,0,2.7200000000000006,53342,57,135,1.0,3198.49833282533,False,0.17433470485011573,0,4.5470000000000015,31737,917,0,0.0,9170.0,False,-0.22364005557336752,0,0.2,66171,0,5,0.0,191.49330461169518,False,0.002765369110614578,0,1.1360000000000003,63982,656,105,1.0,16793.914258574612,False,0.09525690226510654,4,1.8240000000000003,87888,0,0,0.0,0.0,False,-0.008024921274506484,11,9.157,58149,472,0,0.0,18076.967955344026,False,-0.241667694018307,0.3333333333333333,361269,0.0,0.0,8,0,0,3,5,4.8,3,6,17,65.0,32.0,6,8,17,336,0.9115923531353474,200.8107823608443
97,17,0,0,0,10.0,20,10.0,19.40213432235967,1,10.0,38.015292684737275,7,33.42857142857143,34.0,9,34.0,0,2.7200000000000006,53242,58,144,1.0,3373.9073424197927,False,0.17407189636015602,0,4.5470000000000015,31647,926,0,0.0,9260.0,False,-0.2246019023191194,0,0.2,66171,0,5,0.0,190.0764634236864,False,0.002754649108889432,0,1.1360000000000003,64206,647,108,1.0,16658.832516518334,False,0.09762448184521469,0,1.8200000000000003,87698,0,5,0.5,170.0,False,-0.00921003623065723,9,9.236,57998,474,0,0.0,18019.24873256547,False,-0.24369773511797274,0.4166666666666667,360962,0.0,0.0,9,0,0,8,3,3.0,3,11,17,149.0,24.0,11,6,17,444,1.065155616030097,201.8759379768744
