index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
100,16,0,0,0,10.0,20,10.0,25.235597802478335,1,10.0,29.991601524404494,21,37.61904761904762,38.0,0,,1,1.9110000000000003,27241,977,0,0.0,9770.0,False,-0.18765013781070625,0,1.217,56990,40,20,1.0,904.7119560495667,False,0.4525085588799348,0,0.2,61688,0,3,0.0,89.97480457321348,False,0.0013948351466674142,0,4.646000000000002,49722,317,29,1.0,8869.440947593363,False,-0.12150274183988381,0,1.1090000000000002,79323,0,113,0.5,4294.0,False,0.042309020892238015,0,0.8030000000000002,79379,25,118,1.0,5233.790038110113,False,0.04903720454761272,0.5833333333333334,354343,0.0,0.0,12,0,0,7,1,1.0,3,10,16,90.0,48.0,10,6,16,990,1.3313340020249598,155.55309916246915
101,16,0,0,0,10.0,20,10.0,25.235597802478335,0,,29.8714136104715,9,26.88888888888889,38.0,0,,0,1.9100000000000004,27131,988,0,0.0,9880.0,False,-0.18904088805724834,0,1.217,56900,39,30,1.0,1147.06793407435,False,0.4532969369873107,0,0.2,61688,0,3,0.0,89.61424083141449,False,0.0013919107242154445,0,4.646000000000001,49964,307,30,1.0,8643.470933674995,False,-0.11940993938330337,0,1.1090000000000002,79151,0,117,0.4,4446.0,False,0.04108081828998375,0,0.8030000000000002,79309,20,128,1.0,5461.42827220943,False,0.04959781656416349,0.5666666666666667,354143,0.0,0.0,12,0,0,7,0,0.0,3,10,12,165.0,33.0,10,6,12,442,1.110696621995885,156.66379578446504
102,12,0,0,0,10.0,20,10.0,25.152110354694383,1,10.0,30.117837600490926,4,43.0,38.0,0,,1,1.9200000000000004,27048,995,0,0.0,9950.0,False,-0.1902546337269578,0,1.217,56770,42,40,1.0,1426.0844141877753,False,0.45353736584554805,0,0.2,61688,0,3,0.0,90.35351280147277,False,0.0013979067335107738,0,4.646000000000002,50126,298,36,1.0,8579.5710393166,False,-0.11730034681885093,0,1.1090000000000002,79151,0,117,0.0,4446.0,False,0.04108081828998375,0,0.8030000000000002,79137,14,138,1.0,5665.649726406873,False,0.048703668784507215,0.5,353920,0.0,0.0,10,0,0,6,1,1.0,2,8,7,114.0,12.0,8,4,7,372,0.9958812120021321,157.65967699646717
103,7,0,0,0,10.0,20,10.0,25.630938667907806,18,30.0,32.424664564526196,39,43.76923076923077,38.0,0,,0,1.9190000000000003,26938,1006,0,0.0,10060.0,False,-0.1916453839734999,0,1.217,57220,41,32,1.0,1230.1900373730498,False,0.4624395028367897,0,0.2,61688,0,3,0.0,97.27399369357859,False,0.0014540366416336819,3,4.676000000000001,51188,306,10,1.0,8167.313878025051,False,-0.1034169231428533,0,1.1090000000000002,78479,6,127,1.0,5020.547987387157,False,0.03615871951810426,0,0.8030000000000002,78102,27,148,1.0,6499.465943242208,False,0.0407959388920731,0.6666666666666666,353615,0.0,0.0,12,0,0,2,1,0.1875,0,2,11,6.0,15.0,2,5,11,1775,0.590102202957496,158.24977919942467
104,11,0,0,0,10.0,20,10.0,25.630938667907806,0,,32.424664564526196,0,,38.0,0,,0,1.919,26808,1019,0,0.0,10190.0,False,-0.19328899790123144,0,1.217,57150,38,42,1.0,1456.4994240521278,False,0.4635307282986337,0,0.2,61688,0,3,0.0,97.27399369357859,False,0.0014540366416336819,0,4.673000000000001,51188,296,20,1.0,8235.251136991234,False,-0.10286590477240386,0,1.1090000000000002,78479,0,133,0.6,5054.0,False,0.03637270831467574,0,0.8030000000000002,78102,17,158,1.0,6555.219297596946,False,0.04115258688635897,0.6,353415,0.0,0.0,10,0,0,4,0,0.0,1,5,9,90.0,18.0,5,6,9,200,0.939377351955045,159.1891565513797
105,9,0,0,0,10.0,20,10.0,25.771026045969315,13,27.53846153846154,32.424664564526196,0,,38.0,0,,1,1.9290000000000003,26685,1030,0,0.0,10300.0,False,-0.19500847093331986,0,1.217,57408,37,40,1.0,1400.8410418387725,False,0.4693509121025461,0,0.2,61688,0,3,0.0,97.27399369357859,False,0.0014540366416336819,0,4.673000000000001,50830,299,30,1.0,8678.27672468061,False,-0.10507991690852257,0,1.1090000000000002,78479,0,133,0.0,5054.0,False,0.03637270831467574,0,0.8030000000000002,78102,7,168,1.0,6610.9726519516835,False,0.041509234880644834,0.5,353192,0.0,0.0,11,0,0,3,1,1.0,1,4,15,57.0,30.0,4,5,15,548,0.8497724350308999,160.0389289864106
106,15,0,0,0,10.0,20,10.0,25.771026045969315,0,,32.03736396950122,12,25.333333333333332,38.0,0,,0,1.9280000000000004,26575,1041,0,0.0,10410.0,False,-0.19639922117986194,0,1.217,57318,36,50,1.0,1648.5513022984658,False,0.4702069853882528,0,0.2,61688,0,3,0.0,96.11209190850366,False,0.0014446128109113815,0,4.673000000000001,51134,289,28,1.0,8344.872718431167,False,-0.10285275262031265,0,1.1090000000000002,78351,0,141,0.8,5358.0,False,0.036679758965239305,0,0.8030000000000002,77926,1,178,1.0,6796.037363969501,False,0.04044136844779172,0.6333333333333333,352992,0.0,0.0,11,0,0,4,0,0.0,3,7,12,111.0,39.0,7,8,12,504,0.9959340100176632,161.03486299642827
107,12,0,0,0,10.0,20,10.0,25.771026045969315,0,,32.274548415912605,4,44.0,38.0,7,38.0,0,1.9280000000000004,26475,1051,0,0.0,10510.0,False,-0.1976635395858093,0,1.217,57218,36,60,1.0,1906.2615627581588,False,0.4709366268333648,0,0.2,61688,0,3,0.0,96.82364524773782,False,0.001450384002852881,0,4.673000000000001,51310,279,34,1.0,8287.450912966468,False,-0.10046351880086245,0,1.1090000000000002,78441,0,138,0.4,5244.0,False,0.03710195360976421,0,0.8030000000000002,77926,0,179,0.1,6802.0,False,0.040479510765963435,0.4166666666666667,353058,0.0,0.0,16,0,0,5,0,0.0,1,6,19,63.0,33.0,6,6,19,642,1.3121271450072527,162.34699014143553
108,19,0,0,0,10.0,20,10.0,23.866336668110787,64,19.125,31.78479696401071,5,14.0,38.0,0,,28,2.208,25983,1061,0,0.0,10610.0,False,-0.2088401142943839,0,1.217,58090,36,34,1.0,1171.4554467157668,False,0.48369605085993594,0,0.2,61688,0,3,0.0,95.35439089203213,False,0.0014384673292457504,0,4.673000000000001,50156,333,39,1.0,9187.09719207731,False,-0.11188624594808089,0,1.1090000000000002,78441,0,138,0.0,5244.0,False,0.03710195360976421,0,0.8030000000000002,77856,0,184,0.5,6992.0,False,0.04079935519363382,0.4166666666666667,352214,0.0,0.0,13,0,0,9,1,1.0,2,11,17,123.0,40.0,11,8,17,1242,1.517210663005244,163.86420080444077
109,17,0,0,0,10.0,20,10.0,23.866336668110787,0,,32.13223257688082,5,43.8,38.0,0,,0,2.1800000000000006,25943,1065,0,0.0,10650.0,False,-0.20934584165676284,0,1.217,57930,42,44,1.0,1470.1188133968747,False,0.48342628787767555,0,0.2,61688,0,3,0.0,96.39669773064244,False,0.0014469211618622227,0,4.673000000000001,50375,323,44,1.0,9122.64497718254,False,-0.10885651388402888,0,1.1090000000000002,78398,0,139,0.1,5282.0,False,0.03679490295920065,0,0.8030000000000002,77680,0,188,0.4,7144.0,False,0.039519977482952294,0.4166666666666667,352014,0.0,0.0,14,0,0,6,0,0.0,3,9,18,147.0,39.0,9,8,18,419,1.1141987009905279,164.9783995054313
110,18,0,0,0,10.0,20,10.0,23.797685822801686,1,10.0,31.93343859345548,31,30.93548387096774,38.0,0,,1,2.1900000000000004,25830,1075,0,0.0,10750.0,False,-0.21093888284825651,0,1.217,57830,42,54,1.0,1705.075034431291,False,0.4838682458142375,0,0.2,61688,0,3,0.0,95.80031578036645,False,0.0014420840899018721,0,4.673000000000001,51324,314,23,1.0,8206.942436009205,False,-0.10088939902988621,0,1.1090000000000002,78398,0,139,0.0,5282.0,False,0.03679490295920065,0,0.8030000000000002,76721,21,198,1.0,8194.602210462564,False,0.033971330491809164,0.5,351791,0.0,0.0,10,0,0,8,1,1.0,1,9,13,132.0,33.0,9,9,13,1159,0.915302261011675,165.89370176644297
111,13,0,0,0,10.0,20,10.0,23.797685822801686,0,,31.93343859345548,0,,38.00000000000001,4,38.0,0,2.189,25720,1086,0,0.0,10860.0,False,-0.2123296330947986,0,1.217,57740,41,64,1.0,1933.051892659308,False,0.48447482606340947,0,0.2,61688,0,3,0.0,95.80031578036645,False,0.0014420840899018721,0,4.673000000000001,51324,304,33,1.0,8288.299963715743,False,-0.1002295329560583,0,1.1090000000000002,78550,0,135,0.0,5130.000000000001,False,0.0377672300193186,0,0.8030000000000002,76721,11,208,1.0,8255.267824528011,False,0.0343594016640099,0.5,351743,0.0,0.0,14,0,0,3,0,0.0,1,4,16,72.0,33.0,4,9,16,352,0.7210844210349023,166.61478618747788
112,16,0,0,0,10.0,20,10.0,24.67461328543092,32,29.65625,31.415009012072698,5,14.0,38.00000000000001,0,,0,2.189,25640,1094,0,0.0,10940.0,False,-0.2133410878195565,0,1.217,58569,43,42,1.0,1466.3337579880986,False,0.4995364219534744,0,0.2,61688,0,3,0.0,94.24502703621809,False,0.0014294696176311654,0,4.673000000000001,50445,326,38,1.0,9237.694273509242,False,-0.1067878868922312,0,1.1090000000000002,78550,0,135,0.0,5130.000000000001,False,0.0377672300193186,0,0.8030000000000002,76651,6,218,1.0,8472.490054072437,False,0.03485338366025123,0.5,351543,0.0,0.0,14,0,0,4,0,0.0,3,7,15,96.0,27.0,7,9,15,1219,0.7692378719802946,167.38402405945817
113,15,0,0,0,10.0,20,10.0,24.598738874556368,1,10.0,30.00155283007368,15,15.333333333333334,38.00000000000001,0,,0,2.189,25540,1104,0,0.0,11040.0,False,-0.21460540622550384,0,1.217,58479,43,51,1.0,1684.5356826023747,False,0.5000194159177987,0,0.2,61688,0,3,0.0,90.00465849022105,False,0.001395077282675683,0,4.673000000000001,50665,317,33,1.0,8787.8514666268,False,-0.10686771889445713,0,1.1090000000000002,78390,0,145,1.0,5510.000000000001,False,0.03815104333252306,0,0.8030000000000002,76581,1,228,1.0,8694.001552830076,False,0.035374803633625065,0.6666666666666666,351343,0.0,0.0,12,0,0,4,0,0.0,1,5,10,60.0,30.0,5,10,10,440,0.550400998967234,167.9344250584254
114,10,0,0,0,10.0,20,10.0,24.598738874556368,0,,30.331468947993297,4,43.0,38.00000000000001,0,,0,2.189,25450,1113,0,0.0,11130.0,False,-0.21574329279085644,0,1.217,58369,44,61,1.0,1940.5230713479384,False,0.5004744110975288,0,0.2,61688,0,3,0.0,90.99440684397989,False,0.0014031048294643694,0,4.673000000000001,50837,307,39,1.0,8734.740123460542,False,-0.1045084097891176,0,1.1090000000000002,78218,0,149,0.4,5662.000000000001,False,0.036922840730268795,0,0.8030000000000002,76581,0,229,0.1,8702.000000000002,False,0.03542596880877141,0.4166666666666667,351143,0.0,0.0,10,0,0,3,0,0.0,0,3,8,39.0,21.0,3,7,8,372,0.35264565696706995,168.28707071539247
115,8,0,0,0,10.0,20,10.0,24.734628267864586,10,27.1,30.331468947993297,0,,38.00000000000001,0,,1,2.1990000000000003,25307,1126,0,0.0,11260.0,False,-0.2177156295041343,0,1.217,58560,41,62,1.0,1943.5469526076045,False,0.5053423388955876,0,0.2,61688,0,3,0.0,90.99440684397989,False,0.0014031048294643694,0,4.673000000000001,50566,307,49,1.0,9079.7728566861,False,-0.10610595116805276,0,1.1090000000000002,78218,0,149,0.0,5662.000000000001,False,0.036922840730268795,0,0.8030000000000002,76581,0,229,0.0,8702.000000000002,False,0.03542596880877141,0.3333333333333333,350920,0.0,0.0,9,0,0,1,1,1.0,0,1,7,18.0,21.0,1,7,7,461,0.27418506098911166,168.56125577638159
116,7,0,0,0,10.0,20,10.0,24.558859636316313,2,10.0,30.5994026170513,5,38.2,38.00000000000001,0,,1,2.208,25174,1138,0,0.0,11380.0,False,-0.21956153437681747,0,1.217,58490,39,71,1.0,2133.679034178458,False,0.5059761680301725,0,0.2,61688,0,3,0.0,91.7982078511539,False,0.0014096242140830527,0,4.673000000000001,50737,299,54,1.0,8995.466772579348,False,-0.10401587447418889,0,1.1090000000000002,78042,0,153,0.4,5814.000000000001,False,0.03564346301958727,0,0.8030000000000002,76566,0,230,0.1,8740.000000000002,False,0.035477143917198674,0.4166666666666667,350697,0.0,0.0,12,0,0,2,1,1.0,0,2,7,21.0,15.0,2,5,7,401,0.30687029898399487,168.86812607536558
117,7,0,0,0,10.0,0,,24.463010460465238,1,10.0,30.99309329463819,4,44.0,38.0,20,38.0,0,2.2070000000000003,25174,1138,0,0.0,11380.0,False,-0.21956153437681747,0,1.217,58500,29,80,1.0,2247.040836837219,False,0.5076622858476902,0,0.2,61688,0,3,0.0,92.97927988391457,False,0.0014192035288328624,0,4.673000000000001,50903,290,60,1.0,8953.85863121321,False,-0.10166059474740693,0,1.1090000000000002,78270,0,147,0.0,5586.0,False,0.03710195360976421,0,0.8030000000000002,76922,0,220,0.4,8360.0,False,0.037600910916930005,0.39999999999999997,351457,0.0,0.0,12,0,0,2,0,0.0,0,2,4,21.0,15.0,2,5,4,946,0.27577802899759263,169.14390410436317
118,4,0,0,0,10.0,0,,24.463010460465238,0,,30.99309329463819,0,,37.99999999999999,6,38.0,0,2.2070000000000003,25174,1138,0,0.0,11380.0,False,-0.21956153437681747,0,1.217,58500,19,90,1.0,2391.6709414418715,False,0.5094908708807478,0,0.2,61688,0,3,0.0,92.97927988391457,False,0.0014192035288328624,0,4.673000000000001,50903,280,70,1.0,9019.15945955494,False,-0.101130959661014,0,1.1090000000000002,78270,0,147,0.0,5585.999999999999,False,0.03710195360976421,0,0.8030000000000002,77150,0,214,0.0,8131.999999999998,False,0.03905940150710694,0.3333333333333333,351685,0.0,0.0,3,0,0,1,0,0.0,0,1,1,18.0,24.0,1,3,1,228,0.2036873570177704,169.34759146138094
119,1,0,0,0,10.0,0,,24.463010460465238,0,,30.99309329463819,0,,37.99999999999999,16,38.0,0,2.2070000000000003,25174,1138,0,0.0,11380.0,False,-0.21956153437681747,0,1.217,58500,9,100,1.0,2536.301046046524,False,0.5113194559138055,0,0.2,61688,0,3,0.0,92.97927988391457,False,0.0014192035288328624,0,4.673000000000001,50903,270,80,1.0,9084.460287896669,False,-0.10060132457462108,0,1.1090000000000002,78650,0,137,0.0,5205.999999999999,False,0.03953277126005911,0,0.8030000000000002,77378,0,208,0.0,7903.999999999998,False,0.04051789209728388,0.3333333333333333,352293,0.0,0.0,8,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,608,0.12474430201109499,169.47233576339204
