index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,6,0,0,0,10.000000000000004,8,10.0,25.60235750564505,15,25.666666666666668,15.34174566794538,27,12.851851851851851,33.00000000000002,13,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,45821,0,24,0.8,614.4565801354812,False,0.20013082240784,22,9.204000000000002,17050.0,351,0,0.0,8986.427484481412,False,-0.6408805990724847,5,11.527000000000003,20552.0,335,0,0.0,8576.789764391091,False,-0.585917503505717,0,0.36200000000000004,86685,259,75,1.0,6448.512127997856,False,0.15312628015902172,13,4.632000000000001,45821,1467,0,0.0,22506.340894875873,False,-0.2679983269534701,0.3,254696,0.0,0.0,6,0,0,11,11,11.0,14,25,8,65.0,8.0,5,1,8,465,0.7264289620216005,84.75601277605165
55,8,0,0,0,10.000000000000002,7,10.0,25.648643166334892,1,32.0,15.52450137973241,19,18.31578947368421,33.00000000000002,11,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.5860000000000005,45783,0,30,0.7,769.4592949900468,False,0.20115854010550058,2,9.202000000000002,16962.0,352,0,0.0,9028.322394549883,False,-0.6419983464089261,17,11.692000000000002,20296.0,335,0,0.0,8592.29546072219,False,-0.590055714708345,0,0.36200000000000004,86617,256,85,1.0,6779.272353211499,False,0.15437522350398555,11,4.729000000000001,45394,1479,0,0.0,22960.737540624235,False,-0.27056087251106686,0.2833333333333333,253819,0.0,0.0,5,0,0,9,10,10.0,18,27,8,98.0,16.0,7,1,8,102,0.805718851974234,85.56173162802588
56,8,0,0,0,10.000000000000004,10,10.0,26.06219362526634,25,28.12,15.529784718034785,1,17.0,33.00000000000002,10,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.586,46386,0,15,1.0,390.9329043789951,False,0.21192284452569193,1,9.21,16547.0,365,0,0.0,9512.700673222214,False,-0.644879055549999,0,11.675,19996.0,347,0,0.0,9043.58118796742,False,-0.5912952275586573,0,0.36200000000000004,86617,246,95,1.0,6955.327040636559,False,0.1555042134194983,10,4.8180000000000005,45251,1480,0,0.0,22984.081382691482,False,-0.27224521365466536,0.3333333333333333,253564,0.0,0.0,7,0,0,15,7,7.0,14,29,6,129.0,0.0,8,0,6,803,0.7750889319577254,86.33682055998361
57,6,0,0,0,10.000000000000004,12,10.0,26.64710364133916,16,31.5625,15.44490306461678,3,8.333333333333334,33.000000000000014,9,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,1,1.596,46752,2,10,1.0,286.47103641339163,False,0.22008626075051246,3,9.239000000000003,15978.0,381,0,0.0,10152.54648735022,False,-0.6490311016407156,0,11.675,19996.0,347,0,0.0,9246.54496354469,False,-0.589603552621775,0,0.36200000000000004,86612,237,105,1.0,7125.442026314178,False,0.15653098644551866,9,4.8980000000000015,45126,1482,0,0.0,22889.346341762066,False,-0.2744559039261122,0.3333333333333333,253231,0.0,0.0,7,0,0,11,7,6.142857142857142,13,24,6,74.0,17.0,5,1,6,408,0.7425558500108309,87.07937640999444
58,6,0,0,0,10.000000000000002,11,10.0,26.47992179957338,18,25.22222222222222,15.845526107822412,24,19.666666666666668,33.000000000000014,10,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,8,1.6750000000000003,46944,3,10,1.0,294.7992179957338,False,0.22518991593812748,1,9.246000000000002,15736.0,389,0,0.0,10300.689580034044,False,-0.6518304224104916,23,11.905,19353.0,357,0,0.0,9453.332082447696,False,-0.5985986423973754,0,0.3620000000000001,86536,233,115,1.0,7487.007583122624,False,0.15787487227858543,10,4.989000000000001,44601,1500,0,0.0,23768.289161733617,False,-0.27555284621178905,0.3333333333333333,251937,0.0,0.0,4,0,0,7,10,10.0,19,26,8,78.0,18.0,5,1,8,340,0.7905010029789992,87.86987741297344
59,8,0,0,0,10.000000000000002,8,10.0,26.841355320824718,12,31.0,15.504696623632636,17,10.941176470588236,33.00000000000001,12,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,2,1.6870000000000005,47198,1,10,1.0,278.4135532082472,False,0.2315851487304642,11,9.355000000000002,15097.0,401,0,0.0,10763.383483650712,False,-0.6586258857152918,6,11.942000000000002,19260.0,357,0,0.0,9582.363849534424,False,-0.5990734647224123,0,0.36200000000000004,86468,231,125,1.0,7706.58492005914,False,0.15841083057624172,12,5.099000000000001,44311,1509,0,0.0,23396.58720506165,False,-0.2816558470882285,0.3333333333333333,251101,0.0,0.0,3,0,0,9,12,11.166666666666668,19,28,8,106.0,14.0,7,1,8,80,0.8551735969958827,88.72505100996932
60,8,0,0,0,10.000000000000002,10,10.0,26.841355320824718,0,,15.334979824076836,19,13.36842105263158,33.00000000000001,6,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.6850000000000003,47098,1,20,1.0,546.8271064164944,False,0.2324751158603456,15,9.494000000000002,14751.0,401,0,0.0,10763.383483650712,False,-0.6643936097980403,4,11.976,19228.0,357,0,0.0,9582.363849534424,False,-0.5996068958514525,0,0.36200000000000004,86453,226,135,1.0,7920.705440241366,False,0.1595915444417172,6,5.147,44012,1523,0,0.0,23355.17427206902,False,-0.28575622500917647,0.3333333333333333,250309,0.0,0.0,5,0,0,10,8,8.0,20,30,6,102.0,12.0,7,1,6,100,0.7926746539887972,89.51772566395812
61,6,0,0,0,10.000000000000002,10,10.0,26.841355320824718,0,,15.560721136244076,15,18.8,33.00000000000001,9,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.6850000000000003,46998,1,30,1.0,815.2406596247415,False,0.2333650829902272,1,9.489000000000003,14723.0,401,0,0.0,10763.383483650712,False,-0.6648603620359507,14,12.112000000000002,19049.0,357,0,0.0,9582.363849534424,False,-0.602590776229522,0,0.36200000000000004,86387,222,145,1.0,8239.480092246185,False,0.1607892785189571,9,5.231000000000001,43697,1532,0,0.0,23839.024780725926,False,-0.28669344119067636,0.3333333333333333,249621,0.0,0.0,5,0,0,12,6,6.0,13,25,6,82.0,0.0,6,0,6,100,0.7490097990375943,90.26673546299571
62,6,0,0,0,10.000000000000002,9,10.0,26.989736654323462,4,32.0,15.620164198520708,14,16.5,33.00000000000001,8,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.6850000000000003,47036,0,36,1.0,971.6305195556446,False,0.23638815849146178,9,9.578000000000003,14486.0,405,0,0.0,10930.843345001002,False,-0.667415331602452,5,12.148000000000001,18969.0,357,0,0.0,9635.335985593476,False,-0.6034828386404718,0,0.36200000000000004,86310,219,155,1.0,8535.815959476036,False,0.16170203898599494,8,5.302000000000001,43457,1539,0,0.0,24039.43270152337,False,-0.2884863877034541,0.3333333333333333,249025,0.0,0.0,5,0,0,14,8,8.0,13,27,8,75.0,12.0,5,1,8,218,0.7531288460013457,91.01986430899706
63,8,0,0,0,10.000000000000002,7,10.0,26.59986523737281,33,25.12121212121212,16.158344094015312,18,22.11111111111111,33.00000000000001,12,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.6850000000000003,47795,0,10,0.7,265.9986523737281,False,0.24695596123912128,0,9.569000000000003,14331.0,410,0,0.0,10905.944747322852,False,-0.6702066649942252,18,12.323000000000004,18081.0,385,0,0.0,10240.948116388532,False,-0.6132378593043013,0,0.36200000000000004,86310,209,165,1.0,8822.093915649202,False,0.16353786017474153,12,5.414000000000001,42885,1557,0,0.0,25158.54175438184,False,-0.2886460064487505,0.2833333333333333,248169,0.0,0.0,7,0,0,12,9,9.0,19,31,6,115.0,0.0,8,0,6,899,0.8360417319927365,91.8559060409898
64,6,0,0,0,10.000000000000002,10,10.0,26.567945257613978,8,26.0,15.881110790900557,7,8.142857142857142,33.00000000000001,9,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.6850000000000003,47903,0,12,1.0,318.8153430913677,False,0.2504529001859112,7,9.639000000000003,14061.0,414,0,0.0,10999.129336652188,False,-0.6739308095096419,0,12.305000000000001,17985.0,389,0,0.0,10334.930705211838,False,-0.6140548208403888,0,0.36200000000000004,86295,204,175,1.0,9014.746601343715,False,0.1645809067676267,9,5.492000000000002,42734,1559,0,0.0,24758.65172301397,False,-0.29314703268555875,0.3333333333333333,247745,0.0,0.0,8,0,0,11,7,7.0,14,25,8,74.0,15.0,5,1,8,308,0.7647218459751457,92.62062788696494
65,8,0,0,0,10.000000000000002,7,10.0,26.819704338163053,17,28.823529411764707,15.910802686092895,27,16.11111111111111,33.00000000000001,13,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,5,1.7350000000000003,48222,0,7,0.7,187.73793036714136,False,0.25704727248370207,18,9.812000000000001,13172.0,429,0,0.0,11505.65316107195,False,-0.6845283871953862,9,12.395000000000001,17892.0,391,0,0.0,10486.504396221753,False,-0.6143417593540337,0,0.36200000000000004,86251,202,185,1.0,9318.982142590765,False,0.16596756536225968,13,5.613,42141,1578,0,0.0,25107.24663865459,False,-0.29851707939813654,0.2833333333333333,246445,0.0,0.0,5,0,0,11,14,13.75,15,26,8,105.0,17.0,7,1,8,400,0.8290420680423267,93.44966995500727
66,8,0,0,0,10.000000000000002,11,10.0,26.56804358652587,22,25.0,15.861212408444239,12,15.083333333333334,33.00000000000001,9,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,15,1.8800000000000003,48333,1,10,1.0,275.6804358652587,False,0.26107920225654674,5,9.844000000000001,12547.0,451,0,0.0,11982.187657523167,False,-0.6909751149583826,7,12.455999999999998,17788.0,391,0,0.0,10388.105042331616,False,-0.616895555499078,0,0.3620000000000001,86186,197,195,1.0,9559.658844463516,False,0.16667730437644945,9,5.690000000000001,41937,1585,0,0.0,25140.021667384117,False,-0.300923293142336,0.3333333333333333,245558,0.0,0.0,7,0,0,11,8,7.363636363636363,15,26,10,109.0,0.0,8,0,10,110,0.7931309990235604,94.24280095403083
67,10,0,0,0,10.000000000000002,12,10.0,26.884263838541166,11,31.0,15.549918995012266,22,13.0,33.00000000000001,9,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,1,1.8750000000000002,48535,3,10,1.0,298.84263838541165,False,0.26663600060341097,7,9.909000000000002,12003.0,462,0,0.0,12420.52989340602,False,-0.6963899223740517,15,12.599,17546.0,391,0,0.0,10511.747160869596,False,-0.6198990884923103,0,0.36200000000000004,86109,199,205,1.0,9859.433880007444,False,0.16761211927669262,9,5.771000000000002,41629,1595,0,0.0,24802.120797044565,False,-0.30704039504267944,0.3333333333333333,244589,0.0,0.0,5,0,0,12,9,8.09090909090909,14,26,9,111.0,26.0,8,2,9,120,0.7880474909907207,95.03084844502155
68,9,0,0,0,10.000000000000002,7,10.0,26.884263838541166,0,,15.549918995012266,0,,33.00000000000001,7,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.8740000000000003,48465,0,20,1.0,537.6852767708233,False,0.26792180867898346,0,9.902000000000003,12003.0,462,0,0.0,12420.52989340602,False,-0.6963899223740517,0,12.584000000000003,17546.0,391,0,0.0,10511.747160869596,False,-0.6198990884923103,0,0.36200000000000004,86109,189,215,1.0,10033.93469005732,False,0.16873114460726774,7,5.832000000000001,41556,1595,0,0.0,24802.120797044565,False,-0.3079766525776288,0.3333333333333333,244446,0.0,0.0,4,0,0,9,4,4.0,17,26,11,82.0,33.0,6,3,11,70,0.804601248994004,95.83544969401555
69,11,0,0,0,10.000000000000002,11,10.0,27.072577950962057,12,29.25,15.018211862875036,42,12.714285714285714,33.00000000000001,12,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.8740000000000003,48706,1,18,1.0,497.306403117317,False,0.27366669792794923,25,10.152000000000003,10903.0,474,0,0.0,12832.401948756014,False,-0.7112937209425394,17,12.754000000000003,17274.0,391,0,0.0,10585.377978826164,False,-0.6238195504273604,0,0.36200000000000004,86042,186,225,1.0,10218.38740649476,False,0.16905468389441297,12,5.945000000000001,40922,1630,0,0.0,24479.68533648631,False,-0.3181756743844664,0.3333333333333333,242614,0.0,0.0,8,0,0,12,12,12.0,15,27,11,106.0,27.0,8,3,11,461,0.86114518501563,96.69659487903118
70,11,0,0,0,10.000000000000002,8,10.0,27.072577950962057,0,,15.220007189800235,6,22.0,33.00000000000001,10,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.8740000000000003,48626,0,27,0.9,730.9596046759755,False,0.27462482574508235,0,10.127000000000002,10903.0,474,0,0.0,12832.401948756014,False,-0.7112937209425394,6,12.797000000000002,17232.0,391,0,0.0,10585.377978826164,False,-0.6245196787842258,0,0.36200000000000004,86042,176,235,1.0,10433.721265404844,False,0.17043556025012718,10,6.033000000000002,40663,1636,0,0.0,24899.931762513184,False,-0.31880254096118266,0.31666666666666665,242233,0.0,0.0,5,0,0,10,6,6.0,15,25,11,92.0,42.0,7,4,11,80,0.898206471989397,97.59480135102058
71,11,0,0,0,10.0,12,10.0,27.114081042772913,12,27.583333333333332,15.193130548188423,26,15.0,33.00000000000001,9,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.8740000000000003,48837,2,25,1.0,697.8520260693228,False,0.27968378637305286,13,10.257000000000001,10241.0,485,0,0.0,13150.329305744863,False,-0.7196791969715709,13,12.921000000000001,17089.0,392,0,0.0,10628.719768766981,False,-0.6265422013305191,0,0.36200000000000004,86030,173,245,1.0,10713.411584836598,False,0.17207523140205597,9,6.113,40183,1655,0,0.0,25144.631057251838,False,-0.3233895661327957,0.3333333333333333,241147,0.0,0.0,11,0,0,13,9,9.0,16,29,9,136.0,18.0,9,2,9,451,0.9213835209957324,98.51618487201631
72,9,0,0,0,10.0,11,10.0,26.8869277681576,16,25.0,15.08267546053381,14,13.571428571428571,33.00000000000001,13,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.8740000000000003,49127,3,19,1.0,540.8516275949944,False,0.2851864349515428,3,10.274000000000003,10157.0,485,0,0.0,13040.159967556438,False,-0.7219976998486686,11,13.018,16525.0,408,0,0.0,10969.866529408302,False,-0.6331005140158337,0,0.36200000000000004,85936,173,255,1.0,11024.30285467235,False,0.1728632990552287,13,6.234000000000001,39890,1659,0,0.0,25022.158589025592,False,-0.32793280371280237,0.3333333333333333,240402,0.0,0.0,5,0,0,10,9,9.0,15,25,7,79.0,21.0,6,3,7,510,0.7590401489869691,99.27522502100328
73,7,0,0,0,10.0,11,10.0,27.595249293655737,27,31.11111111111111,14.887698376374175,35,13.857142857142858,33.00000000000001,9,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,8,1.9540000000000004,49693,4,10,1.0,315.95249293655735,False,0.2969865814982901,15,10.421000000000001,8900.0,512,0,0.0,14128.767638351737,False,-0.733878147340748,20,13.207,16201.0,408,0,0.0,11258.86171181154,False,-0.6360927694092956,0,0.36200000000000004,85855,178,265,1.0,11395.010310994605,False,0.17420168212770684,9,6.311000000000002,39382,1679,0,0.0,24996.44557393224,False,-0.33461302055962394,0.3333333333333333,238798,0.0,0.0,7,0,0,13,12,11.166666666666668,11,24,8,68.0,18.0,5,2,8,558,0.7513099189964123,100.02653493999969
74,8,0,0,0,10.0,12,10.0,27.522331603838303,3,24.0,14.904548966936916,14,15.142857142857142,33.00000000000001,12,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.9460000000000002,49645,6,17,1.0,527.8796372652512,False,0.2984946357225681,7,10.476,8806.0,512,0,0.0,14091.433781165211,False,-0.7357562738071546,7,13.257,16017.0,411,0,0.0,11311.678289177542,False,-0.6387197795497713,0,0.3620000000000001,85863,175,272,1.0,11584.296069213962,False,0.17551812279860188,9,6.392000000000002,39154,1686,0,0.0,25129.06955825564,False,-0.33668674132194665,0.3333333333333333,238252,0.0,0.0,10,0,0,13,8,8.0,15,28,10,81.0,31.0,6,2,10,291,0.8416280070086941,100.86816294700839
75,10,0,0,0,10.0,11,10.0,27.522331603838303,0,,13.960630387813785,23,6.130434782608695,33.00000000000001,18,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.9460000000000006,49535,7,27,1.0,813.1029533036342,False,0.29934310221281657,22,10.689,8100.0,512,0,0.0,14091.433781165211,False,-0.7475250980916067,1,13.26,16010.0,411,0,0.0,11311.678289177542,False,-0.6388364676092488,0,0.36200000000000004,86088,175,274,1.0,11485.110317867415,False,0.17776779734428258,10,6.4830000000000005,38921,1699,0,0.0,23719.11102889562,False,-0.34871674343404113,0.3333333333333333,237421,0.0,0.0,11,0,0,14,11,11.0,17,31,12,97.0,37.0,7,3,12,374,0.9121144079836085,101.780277354992
76,12,0,0,0,10.0,10,10.0,28.11792056830716,23,31.565217391304348,13.928697495029844,12,13.416666666666666,33.00000000000001,14,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.9460000000000002,50161,7,14,1.0,463.6508879563002,False,0.31108402133359747,5,10.717000000000004,7319.0,534,0,0.0,15014.969583476022,False,-0.752846608682625,7,13.329000000000002,15874.0,412,0,0.0,11584.58327414255,False,-0.6388289246850043,0,0.36200000000000004,86129,172,280,1.0,11635.735969145135,False,0.17925956117189396,10,6.573000000000002,38724,1704,0,0.0,23734.500531530855,False,-0.3511446676187582,0.3333333333333333,236974,0.0,0.0,14,0,0,13,8,8.0,18,31,8,149.0,27.0,10,2,8,958,0.9502788409590721,102.73055619595107
77,8,0,0,0,10.0,11,10.0,27.71244619082627,14,23.642857142857142,13.579580711617712,28,11.285714285714286,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,1.9460000000000002,50382,8,10,1.0,357.1244619082627,False,0.31544807552695725,14,10.852000000000004,6895.0,535,0,0.0,14826.158712092054,False,-0.7614882835845567,14,13.462000000000002,15363.0,425,0,0.0,11777.789631101165,False,-0.6457368048217077,0,0.36200000000000004,86380,178,279,1.0,11624.165366667954,False,0.18240454897183508,9,6.653000000000001,38419,1716,0,0.0,23302.560501135995,False,-0.3578263402517891,0.3333333333333333,236206,0.0,0.0,11,0,0,14,8,8.0,14,28,6,96.0,12.0,7,1,6,804,0.802499229030218,103.53305542498128
78,6,0,0,0,10.0,9,10.0,27.915258094536174,26,29.0,14.125961904528923,14,21.571428571428573,33.000000000000014,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,16,2.1060000000000003,50703,7,10,1.0,349.15258094536176,False,0.3236959176416037,2,10.858000000000002,6115.0,561,0,0.0,15660.459791034793,False,-0.7675368835033524,12,13.568000000000001,15252.0,425,0,0.0,11863.984690177875,False,-0.6468687201805509,0,0.36200000000000004,86677,168,280,1.0,11613.161599960862,False,0.18614314223394174,11,6.754000000000002,37970,1730,0,0.0,24437.914094835036,False,-0.35630425743981636,0.3333333333333333,235484,0.0,0.0,8,0,0,11,11,10.23076923076923,14,25,6,86.0,0.0,6,0,6,387,0.7717506009503268,104.30480602593161
79,6,0,0,0,10.0,8,10.0,27.915258094536174,0,,14.122223818376582,22,14.090909090909092,33.000000000000014,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,2.0900000000000003,50623,5,20,1.0,608.3051618907235,False,0.3249857576476574,7,10.926000000000002,5950.0,561,0,0.0,15660.459791034793,False,-0.7702873877624665,15,13.706000000000001,15012.0,425,0,0.0,11863.984690177875,False,-0.6508694536483534,0,0.36200000000000004,86918,171,279,1.0,11621.9002729424,False,0.18929011333168147,9,6.833000000000001,37675,1739,0,0.0,24558.547220156877,False,-0.3593141771183989,0.3333333333333333,234945,0.0,0.0,9,0,0,5,10,10.0,22,27,8,87.0,0.0,6,0,8,443,0.7685683550080284,105.07337438093964
80,8,0,0,0,10.0,9,10.0,27.915258094536174,0,,13.891661176659138,11,10.0,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,2.0900000000000003,50533,4,30,1.0,877.4577428360852,False,0.32614551127635655,7,10.989000000000003,5789.0,561,0,0.0,15660.459791034793,False,-0.7729712131304506,4,13.731000000000002,14964.0,425,0,0.0,11863.984690177875,False,-0.6516696003419138,0,0.36200000000000004,87107,168,282,1.0,11639.799077678737,False,0.19182890263998162,13,6.954000000000002,37405,1743,0,0.0,24213.165430916877,False,-0.36499188514225417,0.3333333333333333,234565,0.0,0.0,7,0,0,6,10,10.0,19,25,8,113.0,17.0,7,1,8,321,0.8382109919912182,105.91158537293086
81,8,0,0,0,10.0,8,10.0,28.17477850063637,14,30.928571428571427,13.30368081375207,20,8.1,33.00000000000001,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,2.0900000000000003,50886,2,26,1.0,752.5442410165457,False,0.3337046550241511,10,11.082000000000003,5076.0,575,0,0.0,16200.497637865914,False,-0.7803555848750111,10,13.827,14808.0,425,0,0.0,11974.280862770458,False,-0.6533507737854403,0,0.36200000000000004,87257,176,284,1.0,11713.447823220366,False,0.1942250084854455,12,7.061000000000002,37189,1745,0,0.0,23214.92301999736,False,-0.37416363332052477,0.3333333333333333,233983,0.0,0.0,13,0,0,5,9,9.0,26,31,5,117.0,0.0,8,0,5,777,0.8276449080440216,106.73923028097488
82,5,0,0,0,10.0,12,10.0,27.956625926279724,25,26.68,12.027517874804165,46,7.108695652173913,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,2.0900000000000003,51433,4,11,1.0,347.522885189077,False,0.3426673286136574,38,11.452,3175.0,589,0,0.0,16466.452670578758,False,-0.8098280295505946,8,13.896999999999998,14405.0,436,0,0.0,12189.088903857959,False,-0.6582782768186004,0,0.3620000000000001,87370,207,284,1.0,11861.696200084461,False,0.19662495960038776,10,7.149000000000003,36952,1750,0,0.0,21048.15628090729,False,-0.39109813850899516,0.3333333333333333,232102,0.0,0.0,14,0,0,4,10,10.0,20,24,7,58.0,3.0,4,1,7,1117,0.7424867189838551,107.48171699995873
83,7,0,0,0,10.0,8,10.0,28.209984514777243,14,31.0,11.978813767689479,10,11.0,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,3,2.1200000000000006,51730,2,10,1.0,302.09984514777244,False,0.3498035675557782,2,11.434,2689.0,603,0,0.0,17010.620662410678,False,-0.8133939500374178,8,13.969000000000001,14277.0,436,0,0.0,12299.553248442879,False,-0.6594912963339705,0,0.36200000000000004,87596,205,284,1.0,11827.656822376342,False,0.19930522523006497,10,7.239000000000002,36820,1752,0,0.0,20986.881720991965,False,-0.39318403410932434,0.3333333333333333,231879,0.0,0.0,9,0,0,4,8,7.214285714285714,19,23,7,97.0,3.0,6,1,7,410,0.7991798529983498,108.28089685295708
84,7,0,0,0,10.0,11,10.0,28.430669634675226,13,31.0,12.280850076499439,13,16.692307692307693,33.0,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,3,2.1470000000000002,51966,3,10,1.0,314.30669634675223,False,0.3561024390720517,7,11.501999999999999,2188.0,616,0,0.0,17513.29249495994,False,-0.8175557811018692,6,14.021,14205.0,436,0,0.0,12395.771960718399,False,-0.6598895467442498,0,0.36200000000000004,87926,195,284,1.0,11766.76576491739,False,0.20314714483081564,10,7.3290000000000015,36474,1765,0,0.0,21675.700385021508,False,-0.3932044351351705,0.3333333333333333,231526,0.0,0.0,10,0,0,7,9,8.23076923076923,19,26,9,77.0,19.0,5,2,9,440,0.7844110690057278,109.06530792196281
85,9,0,0,0,10.0,9,10.0,28.430669634675226,0,,11.920388628090818,40,10.275,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,2.1440000000000006,51876,2,20,1.0,588.6133926935045,False,0.35732924072085415,30,11.795000000000002,1142.0,616,0,0.0,17513.29249495994,False,-0.8349923111323748,10,14.115000000000002,14123.0,436,0,0.0,12395.771960718399,False,-0.6612564640124157,0,0.36200000000000004,88124,207,285,1.0,11872.520446014798,False,0.206364758535429,11,7.429000000000003,36007,1783,0,0.0,21254.052923885927,False,-0.40189782657505496,0.3333333333333333,230039,0.0,0.0,10,0,0,8,13,13.0,18,26,11,71.0,21.0,6,3,11,387,0.7989953610231169,109.86430328298593
86,11,0,0,0,10.0,9,10.0,28.481743853508902,3,31.0,11.833052983761077,15,10.666666666666666,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,2.1440000000000006,51879,1,27,1.0,779.0070840447404,False,0.3598840551051715,10,11.865000000000002,819.0,619,0,0.0,17630.19944532201,False,-0.8394022283641833,5,14.155000000000001,14078.0,436,0,0.0,12418.040320129881,False,-0.6618209978485231,0,0.36200000000000004,88460,207,283,1.0,11788.44196763854,False,0.21013493630651872,8,7.498000000000001,35817,1788,0,0.0,21157.498734964804,False,-0.4049538365078569,0.3333333333333333,229820,0.0,0.0,12,0,0,10,7,7.0,23,33,7,143.0,18.0,9,2,7,579,0.83893100800924,110.70323429099517
87,7,0,0,0,10.0,14,10.0,28.152336047220984,18,25.666666666666668,11.8364291393812,4,12.0,32.99999999999999,20,33.0,0,0.2,38767,0,0,0.0,0.0,False,0.0086117181808721,0,2.1440000000000006,52201,5,19,1.0,584.8943848971987,False,0.3657364760237433,0,11.855000000000002,757.0,621,0,0.0,17482.600685324232,False,-0.8416659663828016,4,14.190000000000001,13610.0,452,0,0.0,12724.855893343885,False,-0.6670651628353207,0,0.36200000000000004,88856,197,281,1.0,11604.776540458095,False,0.21403601731728925,8,7.570000000000001,35677,1792,0,0.0,21210.881017771113,False,-0.40640707311933366,0.3333333333333333,229868,0.0,0.0,14,0,0,4,6,6.0,22,26,4,93.0,3.0,6,1,4,998,0.7564626529929228,111.45969694398809
