index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
15,19,0,0,0,10.000000000000002,20,10.0,33.736811557448,7,36.857142857142854,9.190669234531246,35,3.5714285714285716,45.0,20,45.0,0,0.2,62016,2,31,1.0,1065.841158280888,False,0.05651606471193091,0,0.2,60243,8,81,1.0,2812.681736153288,False,0.041321231492941986,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,35,2.5300000000000007,76977.0,196,0,0.0,6612.415065259808,False,-0.15902112280409464,1,0.48000000000000004,148417,9,10,1.0,532.7160231107812,False,0.02507727211750336,4,0.31200000000000006,148971,11,10,1.0,551.0973615798437,False,0.028960113900348264,0.6666666666666666,592160,0.0,0.0,13,0,0,12,10,8.833333333333334,12,24,20,110.0,30.0,9,10,20,863,1.464162539690733,45.419159033335745
16,20,0,0,0,10.000000000000002,20,10.0,33.79142416767926,2,37.0,9.033176524083789,15,7.533333333333333,45.0,20,45.0,0,0.2,62000,1,39,1.0,1327.8655425394911,False,0.05845873978125684,0,0.2,60133,9,91,1.0,3165.019599258813,False,0.04243889329306633,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,15,2.645000000000001,76356.0,198,0,0.0,6690.701985200493,False,-0.16511615904843455,0,0.47900000000000004,148772,4,11,1.0,531.1327060963351,False,0.0275193135491373,1,0.31800000000000006,149349,11,10,1.0,549.3649417649217,False,0.0315602117320192,0.6666666666666666,592146,0.0,0.0,14,0,0,7,5,4.5,12,19,20,44.0,55.0,4,16,20,1084,1.2497289376333356,46.66888797096908
17,20,0,0,0,10.000000000000002,20,10.0,33.49468636484331,16,31.5,9.032048561494342,5,9.0,44.99999999999999,20,45.0,0,0.2,61920,0,48,0.9,1607.7449455124788,False,0.059471183432532757,0,0.2,60517,11,85,1.0,2957.0483410116813,False,0.047168626091681896,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,5,2.6800000000000006,75712.0,214,0,0.0,7167.862882076469,False,-0.16936299085479095,0,0.47900000000000004,149177,0,10,0.9,449.99999999999994,False,0.030031851964204458,0,0.31700000000000006,149799,1,10,1.0,459.03204856149426,False,0.0343512818297695,0.6333333333333333,592661,0.0,0.0,17,0,0,13,1,1.0,10,23,16,121.0,33.0,9,11,16,1604,1.3341933945193887,48.00308136548847
18,16,0,0,0,10.000000000000002,20,10.0,33.919256547927084,15,37.06666666666667,8.872703286453252,15,7.466666666666667,44.99999999999999,20,45.0,0,0.2,62416,0,39,0.6,1322.8510053691564,False,0.0654430603632346,0,0.2,60377,15,95,1.0,3372.329372053073,False,0.04831114446947856,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,15,2.8250000000000006,74597.0,229,0,0.0,7767.509749475303,False,-0.17790209005763788,1,0.48900000000000005,149568,0,5,0.5,224.99999999999997,False,0.03195193249038236,0,0.31700000000000006,150142,1,11,1.0,503.8727032864532,False,0.036870622779278536,0.5166666666666667,592636,0.0,0.0,14,0,0,10,4,3.5,9,19,23,40.0,39.0,5,11,23,1566,1.3992239218205214,49.40230528730899
19,23,0,0,0,10.000000000000002,20,10.0,34.114443542394945,16,35.5,8.755742974230476,2,1.0,45.0,20,45.0,0,0.2,62582,3,41,1.0,1428.6921852381927,False,0.06914085591302968,0,0.2,60579,12,97,1.0,3429.1010236123097,False,0.0522025997298474,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,2,2.8300000000000005,73957.0,245,0,0.0,8358.038667886762,False,-0.18151324757035767,4,0.528,149757,0,0,0.0,0.0,False,0.032479351378183474,0,0.31700000000000006,150635,0,3,0.3,135.0,False,0.03899797305682335,0.3833333333333333,593046,0.0,0.0,15,0,0,15,2,1.6666666666666665,11,26,18,109.0,42.0,12,11,18,1398,1.3688733987510204,50.77117868606001
20,18,0,0,0,10.000000000000002,20,10.0,34.553215714426585,25,36.6,8.345042264942226,8,2.125,45.0,20,45.0,0,0.2,63111,2,34,1.0,1194.809334290504,False,0.07610095209947558,0,0.2,60765,13,99,1.0,3550.768355728232,False,0.05637187605128312,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,8,2.908000000000001,72731.0,270,0,0.0,9329.368242895178,False,-0.18926837214606987,10,0.6240000000000001,149591,0,4,0.4,180.0,False,0.03195537967265557,7,0.387,150657,0,4,0.4,180.0,False,0.03930477227913903,0.4666666666666666,592391,0.0,0.0,9,0,0,9,10,9.25,12,21,22,103.0,42.0,7,11,22,1115,1.3289346490055323,52.100113335065544
21,22,0,0,0,10.000000000000002,20,10.0,34.904471302819154,29,36.44827586206897,7.202166886190501,24,1.6666666666666667,45.0,20,45.0,0,0.2,63454,5,31,1.0,1132.0386103873939,False,0.08136444614620365,0,0.2,61279,10,93,1.0,3346.115831162181,False,0.06332547194535905,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,24,3.1400000000000006,70494.0,299,0,0.0,10436.436919542926,False,-0.20690293241670718,6,0.6740000000000002,149688,0,6,0.6,270.0,False,0.032934379438247174,6,0.44000000000000006,150731,8,10,1.0,507.617335089524,False,0.04094431192549102,0.6,591182,0.0,0.0,15,0,0,14,9,8.666666666666668,10,24,17,106.0,33.0,11,11,17,1572,1.463612087070942,53.563725422136486
22,17,0,0,0,10.000000000000002,20,10.0,34.96209218943756,3,37.666666666666664,6.614198299535752,15,1.6666666666666667,45.0,20,45.0,0,0.2,63344,6,41,1.0,1493.4457797669402,False,0.08255870293538288,0,0.2,61302,9,100,1.0,3586.2092189437562,False,0.06574167879114026,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,15,3.266000000000001,69720.0,302,0,0.0,10558.551841210145,False,-0.21437111454993432,0,0.6680000000000001,149901,0,3,0.2,135.0,False,0.03393750947975125,5,0.4840000000000001,151115,11,10,1.0,522.7561812948933,False,0.043643934273592214,0.5333333333333333,590918,0.0,0.0,15,0,0,10,7,6.333333333333333,11,21,18,79.0,30.0,7,10,18,898,1.2969423150643706,54.860667737200856
23,18,0,0,0,10.000000000000002,20,10.0,35.10825109164746,10,37.0,5.786690233848145,32,2.5,45.0,20,45.0,0,0.2,63204,10,51,1.0,1890.5208056740205,False,0.08354746216977199,0,0.2,61612,5,100,1.0,3560.825109164746,False,0.07076351797345354,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,32,3.571000000000001,67615.0,312,0,0.0,10953.774340594007,False,-0.2343513034201688,6,0.728,149910,0,9,0.9,405.0,False,0.0349302979744357,1,0.489,151530,24,10,1.0,588.8805656123554,False,0.04673303836580238,0.65,589407,0.0,0.0,12,0,0,12,9,8.133333333333333,8,20,16,62.0,41.0,8,10,16,1020,1.3028168799355626,56.16348461713642
24,16,0,0,0,10.000000000000002,20,10.0,35.39854000878511,19,37.31578947368421,5.7207522398079105,2,1.0,45.0,20,45.0,0,0.2,63843,7,42,1.0,1556.7386803689747,False,0.09152187119207619,0,0.2,61482,8,110,1.0,3973.8394009663625,False,0.07205580292355422,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,2,3.5590000000000006,66834.0,331,0,0.0,11716.916742907872,False,-0.2385353811755852,2,0.7420000000000002,150297,0,0,0.0,0.0,False,0.036202308233250144,0,0.4880000000000001,151933,16,11,1.0,586.5320358369265,False,0.0495033714677997,0.5,589925,0.0,0.0,15,0,0,11,2,1.6666666666666665,11,22,16,101.0,31.0,8,8,16,1674,1.273140074685216,57.436624691821635
25,16,0,0,0,10.000000000000002,20,10.0,34.528393557523195,23,29.608695652173914,5.804752642825117,5,8.0,45.0,20,45.0,0,0.2,63995,9,44,1.0,1609.2493165310207,False,0.09453278817400314,0,0.2,61811,6,105,1.0,3685.4813235399356,False,0.07517762042075515,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,5,3.607000000000001,65998.0,354,0,0.0,12223.05131936321,False,-0.24464169048351625,9,0.8300000000000001,150160,0,2,0.2,90.0,False,0.03556802669497952,0,0.48800000000000004,152392,9,10,1.0,502.24277378542604,False,0.05237732434464042,0.5333333333333333,589892,0.0,0.0,12,0,0,10,5,5.0,12,22,18,87.0,29.0,8,8,18,1376,1.2860412551090121,58.72266594693065
26,18,0,0,0,10.000000000000002,20,10.0,34.31033486528549,13,32.0,5.707277663361412,14,4.857142857142857,45.0,20,45.0,0,0.2,63905,8,54,1.0,1932.7580827254164,False,0.09574479403683439,0,0.2,62117,7,102,1.0,3569.65415625912,False,0.07936805699254358,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,14,3.7420000000000013,65049.0,367,0,0.0,12591.892895559775,False,-0.2526507746608157,8,0.901,150116,0,7,0.7,315.0,False,0.03604029066640928,0,0.4880000000000001,152800,6,10,1.0,484.2436659801685,False,0.055128178874219814,0.6166666666666667,589523,0.0,0.0,12,0,0,14,6,5.333333333333334,11,25,14,102.0,33.0,10,8,14,1066,1.3381155282258987,60.060781475156546
27,14,0,0,0,10.000000000000002,20,10.0,34.955169904234246,33,37.60606060606061,5.570898868185946,17,4.588235294117647,45.0,20,45.0,0,0.2,64864,11,35,1.0,1333.4309466481986,False,0.10688166939722812,0,0.2,62199,4,108,1.0,3815.1583496572985,False,0.08282653201406433,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,17,3.898000000000001,63149.0,400,0,0.0,13982.067961693698,False,-0.26527241702791793,6,0.9530000000000001,150335,0,8,0.8,360.0,False,0.03770527970436965,0,0.48800000000000004,153061,5,13,1.0,612.8544943409297,False,0.057370952988503476,0.6333333333333333,589144,0.0,0.0,16,0,0,13,4,3.8,8,21,14,81.0,21.0,7,7,14,2026,1.3599528642371297,61.420734339393675
28,14,0,0,0,10.000000000000002,20,10.0,35.41497126656115,27,38.0,5.297074698885489,8,1.0,45.0,20,45.0,0,0.2,65286,12,31,1.0,1217.8641092633957,False,0.11303366475738903,0,0.2,62603,3,105,1.0,3748.5719829889213,False,0.08908815417283691,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,8,3.9610000000000016,61835.0,427,0,0.0,15122.192730821613,False,-0.2730652773253708,5,0.9970000000000001,150638,0,0,0.0,0.0,False,0.03855328654357928,0,0.4880000000000001,153368,3,16,1.0,735.8912240966565,False,0.059911652938021885,0.5,589266,0.0,0.0,14,0,0,13,3,3.0,11,24,18,94.0,18.0,8,6,18,1901,1.4583425931632519,62.87907693255693
29,18,0,0,0,10.000000000000002,20,10.0,35.49609824536797,14,36.42857142857143,5.216781188590942,3,2.0,44.99999999999999,20,45.0,0,0.2,65356,9,37,1.0,1403.3556350786148,False,0.11578260928566647,0,0.2,62843,6,105,1.0,3787.0903157636367,False,0.09346731006675028,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,3,3.983000000000001,61216.0,441,0,0.0,15653.779326207274,False,-0.27676517155049407,15,1.1420000000000001,150299,0,3,0.3,134.99999999999997,False,0.036681466569226315,0,0.48800000000000004,153593,0,14,0.3,629.9999999999999,False,0.06109785861037188,0.4333333333333333,588843,0.0,0.0,12,0,0,11,8,8.0,11,22,20,74.0,36.0,8,10,20,935,1.352397439070046,64.23147437162697
30,20,0,0,0,10.000000000000002,20,10.0,35.527510030687544,2,38.0,5.269492357252523,8,6.0,44.999999999999986,16,45.0,0,0.2,65246,10,47,1.0,1769.7929714423146,False,0.11701934844047014,0,0.2,62829,5,113,1.0,4064.6086334676925,False,0.09557462150117135,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,8,4.0600000000000005,60892.0,443,0,0.0,15738.686943594583,False,-0.2797144109633235,6,1.187,150358,0,0,0.0,0.0,False,0.036622864470581745,0,0.4880000000000001,153860,0,15,0.8,674.9999999999998,False,0.0630937771465604,0.4666666666666666,588721,0.0,0.0,12,0,0,13,4,3.6666666666666665,11,24,23,129.0,30.0,10,10,23,681,1.3538337871432304,65.5853081587702
31,23,0,0,0,10.000000000000002,20,10.0,35.56744685831382,4,37.0,5.2621413998221485,3,5.0,44.99999999999999,20,45.0,0,0.2,65314,8,53,1.0,1965.0746834906327,False,0.11981719409059208,0,0.2,62709,7,123,1.0,4444.7959635726,False,0.09675857611584379,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,3,4.082000000000001,60648.0,447,0,0.0,15898.648745666278,False,-0.2814325361096,8,1.2610000000000003,150234,0,3,0.3,134.99999999999997,False,0.03623333287370903,0,0.48800000000000004,154400,0,3,0.0,134.99999999999997,False,0.06495525557409373,0.3833333333333333,588841,0.0,0.0,12,0,0,11,4,4.0,10,21,21,110.0,48.0,7,16,21,888,1.2619433458894491,66.84725150465965
32,21,0,0,0,10.000000000000002,20,10.0,35.908102024769725,35,37.2,5.287732206748588,19,5.421052631578948,44.99999999999999,20,45.0,0,0.2,65936,8,44,1.0,1659.956489089868,False,0.12774653724549329,0,0.2,63189,7,117,1.0,4271.247936898058,False,0.10340057038408575,0,0.2,95536,0,0,0.0,0.0,False,0.0007542110114807676,19,4.269000000000001,58543.0,482,0,0.0,17307.70517593901,False,-0.2961026922403261,6,1.3130000000000002,150236,0,6,0.6,269.99999999999994,False,0.03671249120968521,8,0.5680000000000001,154386,3,10,1.0,465.86319662024573,False,0.06599928021669074,0.6,587826,0.0,0.0,12,0,0,11,10,8.5,11,22,19,79.0,39.0,8,13,19,1502,1.3653046321123838,68.21255613677204
